,Preston Lee,Remnants,Claretown Rocky,Invictus Ethan,Skibo Rebel
09-01-2023 14:04:42.948553,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 95.0, 48.57142857142857)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:43.849756,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:44.765930,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:45.627665,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:46.462709,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:47.319091,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:04:48.274959,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 160.0)"
09-01-2023 14:04:49.172701,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 520.0, 305.0)"
09-01-2023 14:04:49.998096,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:50.918670,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:51.811458,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:52.719823,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:53.637313,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:54.512129,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:55.356411,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:56.261760,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 305.0)"
09-01-2023 14:04:57.186214,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 510.0, 160.0)"
09-01-2023 14:04:58.082534,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 48.57142857142857)","(61.0, 520.0, 160.0)"
09-01-2023 14:04:58.891609,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 95.0, 48.57142857142857)","(61.0, 520.0, 160.0)"
09-01-2023 14:04:59.740617,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:05:00.642791,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:05:01.583576,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:05:02.547955,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:05:03.529402,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 275.0)"
09-01-2023 14:05:04.407410,"(1.01, 1.17, 1.1643243243243242)","(7.5, 18.5, 16.881818181818183)","(18.0, 100.0, 46.0)","(19.0, 90.0, 70.0)","(61.0, 450.0, 355.0)"
09-01-2023 14:05:05.250682,"(1.01, 1.17, 1.1667692307692308)","(7.5, 18.5, 16.902564102564103)","(18.0, 95.0, 44.75)","(19.0, 90.0, 71.53846153846153)","(61.0, 440.0, 355.0)"
09-01-2023 14:05:06.087117,"(1.01, 1.17, 1.1433333333333333)","(7.5, 17.5, 16.8)","(18.0, 95.0, 37.57142857142857)","(19.0, 90.0, 69.82608695652175)","(61.0, 440.0, 397.5)"
09-01-2023 14:05:06.952810,"(1.01, 1.17, 1.1388888888888888)","(7.5, 17.5, 16.8)","(18.0, 95.0, 37.57142857142857)","(19.0, 90.0, 69.82608695652175)","(61.0, 440.0, 398.75)"
09-01-2023 14:05:07.833226,"(1.01, 1.15, 1.145)","(7.5, 17.5, 16.8)","(18.0, 95.0, 37.57142857142857)","(19.0, 90.0, 69.82608695652175)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:08.680740,"(1.01, 1.15, 1.145)","(7.5, 17.5, 17.14186046511628)","(18.0, 90.0, 43.5)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:09.621655,"(1.01, 1.15, 1.1433333333333333)","(7.5, 17.5, 17.14186046511628)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:10.510721,"(1.01, 1.15, 1.14)","(7.5, 17.5, 14.0)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:11.469067,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.5)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:12.419732,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.5)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:13.315453,"(1.01, 1.15, 1.13)","(7.5, 17.5, 16.98148148148148)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:14.124287,"(1.01, 1.15, 1.13)","(7.5, 17.5, 16.055555555555557)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 440.0, 407.0)"
09-01-2023 14:05:15.015657,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.785714285714285)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:15.943159,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.785714285714285)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:16.865929,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.785714285714285)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:17.681126,"(1.01, 1.15, 1.13)","(7.5, 17.5, 15.785714285714285)","(18.0, 90.0, 36.85714285714286)","(19.0, 90.0, 74.0)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:18.524617,"(1.01, 1.15, 1.1494262295081967)","(7.5, 17.5, 15.3)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 78.375)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:19.469443,"(1.01, 1.15, 1.1494262295081967)","(7.5, 17.5, 15.0)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 71.75)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:20.458852,"(1.01, 1.15, 1.1493069306930692)","(7.5, 17.5, 16.214285714285715)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 71.75)","(61.0, 450.0, 416.0)"
09-01-2023 14:05:21.399662,"(1.01, 1.15, 1.1493069306930692)","(7.5, 17.5, 16.166666666666668)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 72.20689655172414)","(61.0, 450.0, 419.0909090909091)"
09-01-2023 14:05:22.268468,"(1.01, 1.15, 1.1484999999999999)","(7.5, 17.5, 15.5)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 72.20689655172414)","(61.0, 450.0, 419.0909090909091)"
09-01-2023 14:05:23.189674,"(1.01, 1.15, 1.1484615384615384)","(7.5, 17.5, 15.9)","(18.0, 90.0, 36.85714285714286)","(19.0, 85.0, 55.25)","(61.0, 450.0, 340.0)"
09-01-2023 14:05:24.109630,"(1.01, 1.15, 1.1483333333333332)","(7.5, 17.5, 16.884615384615387)","(18.0, 85.0, 39.4)","(19.0, 85.0, 55.25)","(61.0, 450.0, 395.0)"
09-01-2023 14:05:25.019323,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.884615384615387)","(18.0, 85.0, 35.125)","(19.0, 85.0, 64.85714285714286)","(61.0, 450.0, 395.0)"
09-01-2023 14:05:25.921937,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.884615384615387)","(18.0, 85.0, 35.125)","(19.0, 85.0, 64.85714285714286)","(61.0, 450.0, 343.33333333333337)"
09-01-2023 14:05:26.735185,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.884615384615387)","(18.0, 85.0, 35.125)","(19.0, 85.0, 67.375)","(61.0, 450.0, 343.33333333333337)"
09-01-2023 14:05:27.566582,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.884615384615387)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 414.44444444444446)"
09-01-2023 14:05:28.516660,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.5)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 414.44444444444446)"
09-01-2023 14:05:29.491029,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.5)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:30.419671,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.96153846153846)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 59.36363636363636)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:31.435254,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.96153846153846)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 59.36363636363636)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:32.428514,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.96153846153846)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 59.36363636363636)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:33.435574,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.96153846153846)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 59.36363636363636)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:34.487479,"(1.01, 1.15, 1.1481818181818182)","(7.5, 17.5, 16.96153846153846)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:35.468195,"(1.01, 1.15, 1.148)","(7.5, 17.5, 17.208333333333332)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:36.379342,"(1.01, 1.15, 1.148)","(7.5, 17.5, 17.208333333333332)","(18.0, 85.0, 34.333333333333336)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:37.380057,"(1.01, 1.15, 1.148)","(7.5, 17.5, 17.208333333333332)","(18.0, 85.0, 35.125)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:38.347150,"(1.01, 1.15, 1.148)","(7.5, 17.5, 17.208333333333332)","(18.0, 85.0, 35.125)","(19.0, 85.0, 57.58333333333333)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:39.211585,"(1.01, 1.15, 1.148)","(7.5, 17.5, 17.208333333333332)","(18.0, 85.0, 35.125)","(19.0, 80.0, 59.0)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:40.061591,"(1.01, 1.15, 1.1485185185185185)","(7.5, 24.0, 23.166666666666668)","(18.0, 85.0, 35.125)","(19.0, 80.0, 53.0)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:40.946832,"(1.01, 1.15, 1.1498487712665406)","(7.5, 24.0, 21.15)","(18.0, 85.0, 34.333333333333336)","(19.0, 80.0, 49.66666666666667)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:41.909188,"(1.01, 1.15, 1.14985559566787)","(7.5, 24.0, 18.857142857142858)","(18.0, 85.0, 34.333333333333336)","(19.0, 80.0, 49.66666666666667)","(61.0, 450.0, 372.5)"
09-01-2023 14:05:42.859132,"(1.01, 1.15, 1.14985559566787)","(7.5, 24.0, 20.0)","(18.0, 80.0, 36.666666666666664)","(19.0, 80.0, 49.66666666666667)","(61.0, 450.0, 388.0)"
09-01-2023 14:05:43.737092,"(1.01, 1.15, 1.14985559566787)","(7.5, 24.0, 20.0)","(18.0, 80.0, 33.2)","(19.0, 80.0, 49.66666666666667)","(61.0, 450.0, 388.0)"
09-01-2023 14:05:44.599061,"(1.01, 1.15, 1.1498625429553264)","(7.5, 23.0, 22.0625)","(18.0, 80.0, 31.714285714285715)","(19.0, 75.0, 53.41666666666667)","(61.0, 450.0, 388.0)"
09-01-2023 14:05:45.521350,"(1.01, 1.15, 1.1474818401937046)","(7.5, 23.0, 21.833333333333336)","(18.0, 80.0, 31.714285714285715)","(19.0, 75.0, 53.41666666666667)","(61.0, 450.0, 388.0)"
09-01-2023 14:05:46.448862,"(1.01, 1.15, 1.1474818401937046)","(7.5, 23.0, 21.833333333333336)","(18.0, 80.0, 31.714285714285715)","(19.0, 75.0, 47.77777777777778)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:47.272772,"(1.01, 1.15, 1.1436801541425818)","(7.5, 23.0, 22.22222222222222)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 47.77777777777778)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:48.122434,"(1.01, 1.15, 1.1436801541425818)","(7.5, 23.0, 22.22222222222222)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 59.6875)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:49.120084,"(1.01, 1.15, 1.1360449050086354)","(7.5, 23.0, 22.1875)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:50.044016,"(1.01, 1.15, 1.1276507936507936)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:50.949837,"(1.01, 1.15, 1.1276507936507936)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:51.825777,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:52.639952,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:53.615010,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:54.584317,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:55.505753,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:56.362245,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:57.192737,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:58.135824,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:05:59.083746,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:00.053790,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 315.0)"
09-01-2023 14:06:00.927044,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 480.0, 315.0)"
09-01-2023 14:06:01.830047,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 75.0, 33.22222222222222)","(19.0, 75.0, 58.66666666666667)","(61.0, 480.0, 315.0)"
09-01-2023 14:06:02.795580,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 35.0)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:03.749828,"(1.01, 1.15, 1.1331652173913043)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 31.5)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:04.580714,"(1.01, 1.15, 1.13535552193646)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 31.5)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:05.496405,"(1.01, 1.15, 1.13535552193646)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 31.23076923076923)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:06.463291,"(1.01, 1.15, 1.13535552193646)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 31.23076923076923)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:07.471241,"(1.01, 1.15, 1.13535552193646)","(7.5, 24.0, 18.458333333333332)","(18.0, 70.0, 32.2)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:08.373808,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:09.199657,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:10.188573,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:11.202142,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:12.217615,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:13.139748,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:14.004086,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:14.892048,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:15.880457,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:16.767214,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:17.687371,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:18.628927,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:19.621613,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:20.578927,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:21.511807,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:22.381552,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 31.7)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:23.371854,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 30.46666666666667)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:24.370794,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 30.3125)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:25.410432,"(1.01, 1.15, 1.136131805157593)","(7.5, 24.0, 18.458333333333332)","(18.0, 65.0, 30.3125)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:26.367632,"(1.01, 1.15, 1.1361516452074392)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 300.0)"
09-01-2023 14:06:27.496418,"(1.01, 1.15, 1.1368834688346883)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 350.0)"
09-01-2023 14:06:28.395721,"(1.01, 1.15, 1.1375578406169664)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 305.0)"
09-01-2023 14:06:29.552655,"(1.01, 1.15, 1.1375418275418274)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 305.0)"
09-01-2023 14:06:30.586447,"(1.01, 1.15, 1.1375418275418274)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(19.0, 75.0, 58.66666666666667)","(61.0, 450.0, 305.0)"
09-01-2023 14:06:31.604926,"(1.05, 1.15, 1.1402576489533012)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:32.608037,"(1.05, 1.15, 1.141454802259887)","(7.5, 24.0, 18.458333333333332)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:33.525714,"(1.05, 1.14, 1.139463087248322)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:34.419495,"(1.05, 1.14, 1.1392)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:35.403818,"(1.05, 1.14, 1.1392)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:36.400951,"(1.05, 1.14, 1.1392)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 305.0)"
09-01-2023 14:06:37.281459,"(1.05, 1.14, 1.1391898734177215)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 450.0, 320.0)"
09-01-2023 14:06:38.166370,"(1.05, 1.14, 1.1391898734177215)","(7.5, 24.0, 18.68)","(18.0, 60.0, 30.90909090909091)","(20.0, 75.0, 58.66666666666667)","(51.0, 480.0, 320.0)"
