,Skipover,Win For Laila,Asgata,Miss Conveyor,Crimson Lille,Elegant Taste,Jo Amy,Mischief Melody,Santafe Express,Awesome Tap
12-01-2023 10:28:55.763558,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:28:57.026356,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:28:58.312236,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:28:59.540779,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.66)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:00.856309,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:02.290228,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:03.561927,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:04.767603,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:06.031301,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:07.210679,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:08.444306,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:10.030317,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.9)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:11.424661,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.7529411764705882)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:12.712506,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.7529411764705882)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:13.910845,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.7529411764705882)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:15.233442,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:16.431885,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:17.591452,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:18.919844,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:20.253462,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:21.466003,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:22.737977,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:23.948089,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:25.104055,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:26.291479,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:27.457056,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:28.655376,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:29.915814,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:31.190681,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:32.604748,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:33.974320,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:35.444110,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:36.815487,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:38.198812,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:39.544313,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:40.807339,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:42.038616,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:43.265751,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:44.550066,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.0)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:46.096312,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.7529411764705882)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:47.716659,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.914285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:49.172576,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.857142857142858)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:50.683808,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 6.1)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:52.072768,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 6.1)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:53.410376,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 6.1)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:54.723286,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.9714285714285715)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 16.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:56.089822,"(21.0, 190.0, 145.0)","(9.0, 16.5, 13.14)","(14.0, 230.0, 198.78571428571428)","(5.0, 7.6, 6.044444444444444)","(19.0, 230.0, 194.0)","(4.0, 7.4, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 23.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:57.508794,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:29:58.830970,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:00.243692,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:01.613579,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:02.983606,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:04.284537,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.392857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 15.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:05.684005,"(21.0, 160.0, 122.5)","(9.0, 15.0, 11.53125)","(14.0, 160.0, 138.78571428571428)","(5.0, 8.6, 7.138461538461538)","(19.0, 230.0, 194.0)","(4.0, 7.2, 5.3500000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 21.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:06.999076,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.2, 7.0)","(19.0, 230.0, 194.0)","(4.0, 7.0, 5.271428571428571)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:08.300114,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.2, 7.0)","(19.0, 230.0, 194.0)","(4.0, 7.0, 5.271428571428571)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.5538461538461537)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:09.569660,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.2, 7.0)","(19.0, 230.0, 194.0)","(4.0, 7.0, 5.192857142857143)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:10.884165,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.2, 7.0)","(19.0, 230.0, 194.0)","(4.0, 7.0, 4.035714285714286)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:12.208931,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.2, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 4.7, 4.3125)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.6)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:13.579814,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 4.7, 4.878571428571428)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.75)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
