,Helping Hands,Framalda,Optimus Bruce,Infiltrate,Spooky Ethics,El Bravo,Angelic Tess,Sublime Cody
14-12-2022 13:57:50.381083,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:51.549784,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:52.749738,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:53.918115,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:54.985995,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:56.125025,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:57.183879,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:58.259921,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:57:59.330915,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:00.579766,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:01.742747,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:02.955878,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:04.126606,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:05.375459,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:06.495659,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:07.634538,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:08.781890,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:09.908354,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:11.250550,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:12.416529,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:13.590419,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:14.870029,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:16.059659,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:17.273299,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:18.554253,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:19.858223,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:21.058287,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:22.259085,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:23.436360,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:24.566145,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:25.701313,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:26.888018,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:28.010494,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:29.125836,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:30.631028,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:31.950665,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:33.184624,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:34.536887,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:35.909984,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:37.279120,"(8.5, 22.0, 10.666666666666668)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 22.041666666666668)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 11.777272727272727)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:38.778191,"(8.5, 22.0, 14.444444444444445)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:40.314849,"(8.5, 22.0, 14.444444444444445)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:41.929827,"(8.5, 22.0, 14.444444444444445)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:43.200607,"(8.5, 22.0, 14.444444444444445)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:44.751145,"(8.5, 22.0, 17.142857142857142)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:45.922350,"(8.5, 22.0, 17.142857142857142)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:47.059564,"(8.5, 22.0, 17.142857142857142)","(5.0, 8.0, 7.532258064516129)","(11.0, 23.0, 20.8)","(4.6, 7.4, 6.233333333333333)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:48.412288,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:49.743621,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:50.962283,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:52.312451,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:53.607591,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:54.843105,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:55.958447,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:57.068176,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
14-12-2022 13:58:58.357830,"(8.5, 22.0, 15.6)","(5.0, 8.0, 7.532258064516129)","(11.0, 21.0, 19.2)","(4.6, 7.6, 6.35)","(4.4, 7.6, 5.355172413793103)","(7.0, 11.5, 10.765)","(7.5, 12.5, 9.95)","(5.5, 8.2, 7.699999999999999)"
