,Parkburn,Roadhouse,Cochrane,Chalkley,Lily Allez,Sound Of Sleat,Sweet Fantasy,Kashkar,Wren Plucked
06-01-2023 16:50:47.260142,"(3.6, 5.8, 5.26)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:48.627384,"(3.6, 5.8, 5.26)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:50.003511,"(3.6, 5.8, 5.26)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:51.455151,"(3.6, 5.8, 5.26)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:52.806320,"(3.6, 5.8, 5.26)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:54.128222,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:55.416067,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:56.703182,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:58.037277,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:50:59.329617,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:00.561834,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:01.796359,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:03.061858,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:04.384619,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:05.719918,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:07.016851,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:08.320197,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:09.649785,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:11.044994,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:12.548548,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:13.995005,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:15.366200,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:16.685807,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:18.108940,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:19.495015,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:20.864253,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:22.120621,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:23.474727,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:24.855992,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:26.547335,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:28.063572,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:29.610882,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:31.044219,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:32.342392,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:33.708833,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:34.989902,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:36.270323,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:37.544983,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:39.238316,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:41.342899,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 65.6)"
06-01-2023 16:51:42.851656,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.25)","(15.0, 17.0, 16.09090909090909)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.5)","(21.0, 80.0, 78.375)"
06-01-2023 16:51:44.309019,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.0, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 28.0, 20.25)","(21.0, 85.0, 78.375)"
06-01-2023 16:51:45.826581,"(3.6, 5.8, 5.421052631578947)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 78.375)"
06-01-2023 16:51:47.253344,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 78.375)"
06-01-2023 16:51:48.619341,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 78.375)"
06-01-2023 16:51:49.970368,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:51.257549,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:52.555417,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:53.914456,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:55.274813,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:56.653285,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:58.005788,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:51:59.458927,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:00.880767,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:02.433634,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:03.871530,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:05.330730,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:06.999195,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:08.515560,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:09.882488,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:11.222312,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:12.542754,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:13.901652,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:15.178090,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:16.595663,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:18.046686,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.833333333333334)","(3.7, 4.9, 4.342857142857143)","(11.0, 18.5, 15.25)","(15.0, 17.5, 17.0)","(4.2, 5.0, 4.905263157894737)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:19.566913,"(3.6, 5.8, 5.5)","(7.5, 9.4, 8.233333333333334)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.0, 4.859999999999999)","(14.0, 27.0, 20.25)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:20.970736,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 27.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:22.532146,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:23.907952,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:25.230239,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:26.603709,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:28.044131,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 67.33333333333334)"
06-01-2023 16:52:29.432377,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:52:30.767400,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:52:32.033886,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
06-01-2023 16:52:33.360861,"(3.6, 5.8, 5.071428571428571)","(7.5, 9.4, 8.399999999999999)","(10.0, 13.0, 12.844827586206897)","(3.7, 4.9, 4.25)","(11.0, 18.5, 15.391304347826086)","(15.0, 17.5, 16.25)","(4.2, 5.1, 4.846153846153846)","(14.0, 26.0, 20.0)","(21.0, 85.0, 78.375)"
