,My Compass,King Of All,Lektra Nick,Irenes A Star,Prussian Spirit,Bushmans Prayer,Major China,Why Not Gigi
04-01-2023 16:20:46.293264,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 5.139705882352941)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:47.342589,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 5.139705882352941)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:48.445776,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.65)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:49.651862,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:50.843436,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:52.003953,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:53.192749,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:54.281954,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:55.386402,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 38.25)"
04-01-2023 16:20:56.512746,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 65.0, 36.0)"
04-01-2023 16:20:57.592545,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:20:58.723240,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:20:59.903585,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:01.050705,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.45)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:02.178997,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.5, 4.486363636363636)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:03.241604,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.6, 4.486363636363636)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:04.307838,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.6, 4.486363636363636)","(21.0, 55.0, 28.454545454545453)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:05.365990,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.6, 4.486363636363636)","(21.0, 55.0, 29.18181818181818)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 36.0)"
04-01-2023 16:21:06.430724,"(3.6, 5.6, 4.4125)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.5, 13.35)","(3.9, 5.6, 4.486363636363636)","(21.0, 55.0, 29.18181818181818)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 47.69230769230769)"
04-01-2023 16:21:07.545614,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 55.0, 34.6875)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:08.573086,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 34.6875)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:09.708952,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 34.6875)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:10.810696,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 34.6875)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:12.119265,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 34.6875)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:13.483909,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:14.646448,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:15.950777,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:17.031470,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:18.135378,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:19.236203,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:20.403941,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:21.580728,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:22.649034,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:23.649779,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:24.692544,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:25.824186,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 47.69230769230769)"
04-01-2023 16:21:26.831424,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 38.05555555555556)"
04-01-2023 16:21:27.951767,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 46.25)"
04-01-2023 16:21:29.033455,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.545454545454547)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 46.25)"
04-01-2023 16:21:30.163504,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 34.375)"
04-01-2023 16:21:31.457878,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 14.133333333333333)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 34.375)"
04-01-2023 16:21:32.610867,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 14.133333333333333)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 34.375)"
04-01-2023 16:21:33.705851,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 14.133333333333333)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 34.375)"
04-01-2023 16:21:35.060645,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 14.133333333333333)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 39.25)"
04-01-2023 16:21:36.381468,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 14.133333333333333)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:37.555318,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:38.648262,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:39.780079,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:40.941113,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 35.0)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:41.957005,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:42.982260,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:44.071065,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:45.107208,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:46.197610,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 39.25)"
04-01-2023 16:21:47.275716,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 48.0, 48.25)"
04-01-2023 16:21:48.374584,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 34.375)"
04-01-2023 16:21:49.525629,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 70.0, 48.25)"
04-01-2023 16:21:50.663991,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 48.25)"
04-01-2023 16:21:51.719712,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 48.25)"
04-01-2023 16:21:52.751554,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 48.25)"
04-01-2023 16:21:53.884068,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 48.25)"
04-01-2023 16:21:55.038527,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.486363636363636)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 48.25)"
04-01-2023 16:21:56.153277,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.083333333333333)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:21:57.204308,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.083333333333333)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:21:58.458315,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.083333333333333)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:21:59.682151,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.6, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:00.856618,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:01.935240,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:03.007125,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:04.076622,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:05.141673,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:06.211578,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:07.294207,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:08.617223,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:09.825672,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:11.073369,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:12.404978,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:13.680849,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:14.912959,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:16.166544,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:17.325341,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:18.351991,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:19.479613,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:20.772852,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
04-01-2023 16:22:21.950255,"(3.6, 5.8, 4.49375)","(4.8, 7.6, 5.933333333333333)","(10.0, 17.0, 13.1)","(3.9, 5.5, 4.45)","(21.0, 60.0, 30.909090909090907)","(7.0, 12.0, 9.6)","(5.5, 9.8, 6.514285714285714)","(10.0, 60.0, 54.1875)"
