,Sheza Tigeress,Friday Thirteenth,Curveball,Sals Last Blast,Kimchi,Kenny What,American Mandy,Sweet Sunshine,Sweet Rippin,Our Sweet Royale
10-01-2023 21:17:50.804933,"(11.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(14.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 140.0)","(2.9, 4.3, 3.157142857142857)","(71.0, 210.0, 184.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:52.202532,"(11.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(14.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 140.0)","(2.9, 4.3, 3.157142857142857)","(71.0, 210.0, 184.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:53.611964,"(12.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(15.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 140.0)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 184.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:55.205398,"(12.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(15.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 140.0)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 184.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:56.527627,"(12.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(15.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 140.0)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 184.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:57.965203,"(12.0, 21.0, 11.057142857142857)","(101.0, 220.0, 191.42857142857144)","(15.0, 28.0, 15.142857142857142)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:17:59.502688,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 28.0, 19.333333333333332)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:01.088471,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 19.333333333333332)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:02.681346,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 19.333333333333332)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:04.069284,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 19.333333333333332)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:05.446946,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:06.847352,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.24)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:08.246503,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 7.885714285714285)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:09.682242,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.0)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:11.082020,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.0)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:12.490477,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.085714285714285)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:13.896103,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.085714285714285)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:15.421125,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.142857142857142)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:17.082972,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.142857142857142)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:18.575703,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.714285714285715)","(3.5, 5.0, 3.933333333333333)","(4.6, 9.0, 8.257142857142858)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.157142857142857)","(81.0, 210.0, 185.0)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.95)"
10-01-2023 21:18:20.045931,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 32.0, 15.833333333333334)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.0, 6.9)","(101.0, 220.0, 183.33333333333331)","(2.9, 4.3, 3.2)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 12.5, 9.371428571428572)"
10-01-2023 21:18:21.369192,"(12.0, 21.0, 12.3)","(101.0, 220.0, 191.42857142857144)","(15.0, 30.0, 15.833333333333334)","(3.5, 5.0, 4.644444444444444)","(4.6, 7.4, 6.800000000000001)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.2)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 12.0, 9.371428571428572)"
10-01-2023 21:18:22.610026,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 30.0, 15.833333333333334)","(3.5, 5.0, 4.644444444444444)","(4.6, 7.2, 7.844444444444445)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.4)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 12.0, 9.86)"
10-01-2023 21:18:23.799707,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.0, 7.844444444444445)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 11.5, 9.86)"
10-01-2023 21:18:25.057938,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.0, 7.844444444444445)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 11.5, 9.86)"
10-01-2023 21:18:26.666618,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.0, 6.7)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 11.5, 9.86)"
10-01-2023 21:18:28.151755,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.8, 8.885714285714286)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 175.71428571428572)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.346153846153847)"
10-01-2023 21:18:29.669456,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 9.8, 6.2105263157894735)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 186.0)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.346153846153847)"
10-01-2023 21:18:31.076137,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 6.8, 6.2105263157894735)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.4)","(81.0, 210.0, 186.0)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:32.452474,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 6.8, 6.2105263157894735)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 162.0)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:33.755268,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 6.8, 6.2105263157894735)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 162.0)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:35.050619,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.644444444444444)","(4.6, 6.8, 6.2105263157894735)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 162.0)","(21.0, 85.0, 59.8)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:36.438141,"(12.0, 21.0, 12.3)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 7.0, 6.2631578947368425)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 171.42857142857142)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:37.832821,"(12.0, 20.0, 12.05)","(101.0, 220.0, 170.0)","(15.0, 29.0, 16.2)","(3.5, 5.0, 4.418181818181818)","(4.6, 7.0, 6.161290322580645)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 171.42857142857142)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:39.117545,"(12.0, 20.0, 12.05)","(101.0, 220.0, 170.0)","(15.0, 29.0, 16.2)","(3.5, 5.0, 4.418181818181818)","(4.6, 7.0, 6.294117647058823)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 171.42857142857142)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:40.389283,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 7.0, 6.157894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:41.832073,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.6, 6.578947368421052)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:43.038126,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 8.2, 6.578947368421052)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:44.232538,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.6, 6.406896551724138)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:45.479563,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 6.105263157894737)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:46.655082,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 6.105263157894737)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:47.897092,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 6.105263157894737)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 8.51818181818182)"
10-01-2023 21:18:49.162090,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 6.105263157894737)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.1, 3.1666666666666665)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 11.5, 9.26)"
10-01-2023 21:18:50.397788,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 16.2)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 6.105263157894737)","(101.0, 220.0, 153.33333333333334)","(2.9, 3.95, 3.325)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.5, 9.26)"
10-01-2023 21:18:51.738214,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 3.95, 3.1166666666666667)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:53.025573,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 3.95, 3.1166666666666667)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:54.319116,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 3.95, 3.157142857142857)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:55.606304,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.3, 3.2)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:56.879442,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.2)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:58.173385,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.2)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:18:59.598522,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.2)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
10-01-2023 21:19:00.946002,"(12.0, 19.5, 12.766666666666667)","(101.0, 220.0, 170.0)","(15.0, 29.0, 18.333333333333332)","(3.5, 5.0, 4.418181818181818)","(4.6, 6.4, 5.957894736842105)","(101.0, 220.0, 153.33333333333334)","(2.9, 4.2, 3.2)","(81.0, 210.0, 183.0)","(21.0, 85.0, 49.0)","(4.2, 10.0, 8.96)"
