,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:53:05.808557,"(2.7, 3.05, 3.029444444444444)","(31.0, 38.0, 35.26315789473684)","(101.0, 160.0, 153.75)","(15.0, 17.5, 16.928571428571427)","(31.0, 44.0, 44.0)","(7.5, 9.4, 9.080874316939891)","(7.0, 8.4, 8.234782608695651)","(31.0, 46.0, 44.588235294117645)","(3.3, 3.6, 3.629611650485437)","(61.0, 80.0, 77.5)","(101.0, 440.0, 373.33333333333337)","(61.0, 80.0, 76.875)"
11-01-2023 15:53:07.530230,"(2.7, 3.05, 3.0497907949790792)","(31.0, 36.0, 35.5)","(101.0, 160.0, 155.71428571428572)","(14.0, 17.0, 16.76923076923077)","(31.0, 46.0, 43.53846153846154)","(7.5, 9.2, 8.956626506024097)","(7.0, 8.4, 8.16842105263158)","(31.0, 46.0, 44.827586206896555)","(3.3, 3.7, 3.6248868778280543)","(61.0, 80.0, 78.46153846153847)","(101.0, 440.0, 340.0)","(61.0, 80.0, 75.58823529411765)"
11-01-2023 15:53:09.172867,"(2.7, 3.05, 3.0429752066115703)","(31.0, 36.0, 35.5)","(101.0, 160.0, 159.0909090909091)","(14.0, 17.0, 16.29381443298969)","(31.0, 46.0, 43.53846153846154)","(7.5, 9.0, 8.936842105263159)","(7.0, 8.4, 8.17095890410959)","(31.0, 46.0, 44.583333333333336)","(3.3, 3.7, 3.653745928338762)","(61.0, 80.0, 73.75)","(101.0, 470.0, 316.6666666666667)","(61.0, 80.0, 75.6)"
11-01-2023 15:53:10.862446,"(2.7, 3.05, 3.074576271186441)","(31.0, 36.0, 36.16216216216216)","(101.0, 170.0, 154.44444444444446)","(14.0, 16.5, 16.3125)","(31.0, 46.0, 44.0)","(7.5, 9.0, 8.941818181818181)","(7.0, 8.4, 8.262809917355371)","(31.0, 46.0, 44.0)","(3.3, 3.7, 3.638072289156627)","(61.0, 80.0, 73.88888888888889)","(101.0, 470.0, 355.0)","(61.0, 80.0, 74.64285714285714)"
11-01-2023 15:53:12.517329,"(2.7, 3.1, 3.071885521885522)","(31.0, 38.0, 36.16216216216216)","(101.0, 160.0, 155.45454545454547)","(14.0, 16.5, 16.00398406374502)","(31.0, 46.0, 44.0)","(7.5, 9.0, 8.9175)","(7.0, 8.4, 8.27111111111111)","(31.0, 46.0, 44.34146341463415)","(3.3, 3.7, 3.6538659793814436)","(61.0, 75.0, 73.66666666666667)","(101.0, 460.0, 334.2857142857143)","(61.0, 75.0, 74.72222222222223)"
11-01-2023 15:53:14.173085,"(2.7, 3.1, 3.0768292682926828)","(31.0, 38.0, 36.278481012658226)","(101.0, 160.0, 155.3846153846154)","(14.0, 16.5, 16.04180602006689)","(31.0, 46.0, 45.142857142857146)","(7.5, 9.0, 8.861682242990655)","(7.0, 8.4, 8.27111111111111)","(31.0, 46.0, 43.8125)","(3.3, 3.7, 3.651123595505618)","(61.0, 75.0, 73.66666666666667)","(101.0, 460.0, 316.6666666666667)","(61.0, 75.0, 74.78260869565217)"
11-01-2023 15:53:15.914846,"(2.7, 3.1, 3.01999238385377)","(31.0, 38.0, 36.666666666666664)","(101.0, 160.0, 156.66666666666666)","(14.0, 16.5, 16.123626373626372)","(31.0, 46.0, 45.5)","(7.5, 9.0, 8.910843373493977)","(7.0, 8.4, 8.328813559322034)","(31.0, 44.0, 45.25)","(3.3, 3.7, 3.666962025316456)","(61.0, 75.0, 77.77777777777777)","(101.0, 450.0, 285.0)","(61.0, 75.0, 73.69565217391305)"
11-01-2023 15:53:17.488766,"(2.7, 3.05, 3.0170807453416146)","(31.0, 38.0, 37.028571428571425)","(101.0, 160.0, 158.33333333333334)","(14.0, 16.5, 16.11263736263736)","(31.0, 46.0, 45.714285714285715)","(7.5, 9.0, 8.928191489361703)","(7.0, 8.4, 8.2890756302521)","(31.0, 46.0, 46.375)","(3.3, 3.7, 3.67634011090573)","(61.0, 80.0, 76.47058823529412)","(101.0, 450.0, 395.0)","(61.0, 75.0, 74.72222222222223)"
11-01-2023 15:53:19.168796,"(2.7, 3.05, 3.0170807453416146)","(31.0, 38.0, 37.028571428571425)","(101.0, 160.0, 162.94117647058823)","(14.0, 16.5, 16.20509977827051)","(31.0, 46.0, 45.526315789473685)","(7.5, 9.0, 9.030588235294118)","(7.0, 8.4, 8.321052631578947)","(31.0, 48.0, 47.28)","(3.3, 3.7, 3.716760563380282)","(61.0, 80.0, 75.55555555555556)","(101.0, 450.0, 282.0)","(61.0, 75.0, 76.33333333333333)"
11-01-2023 15:53:21.012806,"(2.7, 2.96, 2.948872180451128)","(31.0, 38.0, 37.45161290322581)","(101.0, 170.0, 165.0)","(14.0, 16.5, 16.198177676537586)","(31.0, 48.0, 45.833333333333336)","(7.5, 9.2, 9.063507109004739)","(7.0, 8.4, 8.370967741935484)","(31.0, 48.0, 47.81818181818182)","(3.3, 3.75, 3.728473804100228)","(61.0, 80.0, 64.03225806451613)","(101.0, 450.0, 286.6666666666667)","(61.0, 80.0, 77.5)"
11-01-2023 15:53:22.796414,"(2.7, 2.96, 2.9409803921568627)","(31.0, 38.0, 37.925925925925924)","(101.0, 170.0, 158.23529411764707)","(14.0, 16.5, 17.267241379310345)","(31.0, 48.0, 46.22727272727273)","(7.5, 9.2, 9.090612244897958)","(7.0, 8.4, 8.409756097560976)","(31.0, 50.0, 48.22222222222222)","(3.3, 3.75, 3.7380846325167036)","(61.0, 65.0, 51.5929203539823)","(101.0, 450.0, 316.3636363636364)","(61.0, 80.0, 78.33333333333333)"
11-01-2023 15:53:24.478148,"(2.7, 2.96, 2.93031746031746)","(31.0, 38.0, 38.5)","(101.0, 160.0, 184.0)","(14.0, 17.5, 17.3140243902439)","(31.0, 48.0, 46.21739130434783)","(7.5, 9.2, 9.096858638743456)","(7.0, 8.6, 8.681188118811882)","(31.0, 50.0, 48.54054054054054)","(3.3, 3.75, 3.6593028732925106)","(61.0, 55.0, 51.76724137931034)","(101.0, 450.0, 307.5)","(61.0, 85.0, 82.14285714285714)"
11-01-2023 15:53:26.275143,"(2.7, 2.94, 2.9628070175438594)","(31.0, 40.0, 37.88235294117647)","(101.0, 190.0, 198.0)","(14.0, 17.5, 17.310606060606062)","(31.0, 48.0, 46.17777777777778)","(7.5, 9.2, 9.098453608247421)","(7.0, 8.8, 8.687755102040816)","(31.0, 50.0, 48.68292682926829)","(3.3, 3.7, 3.622409638554217)","(61.0, 55.0, 51.73913043478261)","(101.0, 440.0, 380.0)","(61.0, 85.0, 81.0)"
11-01-2023 15:53:27.981213,"(2.6, 2.98, 2.973644859813084)","(31.0, 40.0, 38.054054054054056)","(101.0, 210.0, 192.30769230769232)","(15.0, 17.5, 17.7987012987013)","(31.0, 48.0, 46.36)","(7.5, 9.2, 9.105060240963855)","(7.0, 8.8, 8.667469879518073)","(31.0, 50.0, 50.45454545454545)","(3.3, 3.65, 3.5922115384615383)","(51.0, 55.0, 51.935483870967744)","(101.0, 440.0, 404.0)","(61.0, 85.0, 81.52173913043478)"
11-01-2023 15:53:29.784175,"(2.6, 2.98, 2.9728191489361704)","(31.0, 40.0, 38.53061224489796)","(101.0, 200.0, 193.75)","(15.0, 18.0, 18.079166666666666)","(31.0, 48.0, 46.65573770491803)","(7.5, 9.2, 9.111159737417942)","(7.0, 8.8, 8.705982905982907)","(31.0, 55.0, 51.63636363636363)","(3.3, 3.6, 3.5834)","(51.0, 55.0, 52.16417910447761)","(101.0, 450.0, 336.6666666666667)","(61.0, 85.0, 83.33333333333333)"
11-01-2023 15:53:31.475764,"(2.6, 2.98, 2.9805363443895554)","(31.0, 40.0, 38.6)","(101.0, 200.0, 195.71428571428572)","(15.0, 18.5, 18.263157894736842)","(31.0, 48.0, 48.75)","(7.5, 9.2, 9.162820512820513)","(7.0, 8.8, 8.193162393162392)","(31.0, 55.0, 49.23076923076923)","(3.2, 3.6, 3.6032367972742763)","(51.0, 55.0, 52.44525547445255)","(101.0, 450.0, 401.42857142857144)","(61.0, 85.0, 82.5)"
11-01-2023 15:53:33.153648,"(2.6, 3.0, 2.98)","(31.0, 40.0, 38.885245901639344)","(101.0, 200.0, 197.27272727272728)","(15.0, 18.5, 19.25)","(31.0, 50.0, 48.76190476190476)","(7.5, 9.2, 9.199239543726234)","(7.0, 8.2, 8.196460176991149)","(31.0, 50.0, 49.333333333333336)","(3.2, 3.65, 3.6055555555555556)","(51.0, 55.0, 54.06976744186046)","(101.0, 450.0, 337.5)","(61.0, 85.0, 79.64285714285714)"
11-01-2023 15:53:34.839393,"(2.7, 2.98, 2.9508148148148146)","(31.0, 40.0, 38.392857142857146)","(101.0, 200.0, 196.0)","(15.0, 19.5, 19.72093023255814)","(31.0, 50.0, 48.8421052631579)","(7.5, 9.2, 9.260696517412935)","(7.0, 8.2, 7.586046511627907)","(31.0, 50.0, 49.191489361702125)","(3.2, 3.65, 3.7149321266968327)","(51.0, 55.0, 63.18181818181818)","(101.0, 450.0, 350.0)","(61.0, 90.0, 80.9090909090909)"
11-01-2023 15:53:36.426315,"(2.7, 2.96, 2.9583333333333335)","(31.0, 40.0, 37.72093023255814)","(101.0, 200.0, 196.0)","(15.0, 20.0, 19.392857142857142)","(31.0, 50.0, 47.95454545454545)","(7.5, 9.4, 9.24)","(7.0, 7.6, 7.413461538461538)","(31.0, 50.0, 49.07692307692308)","(3.2, 3.75, 3.7717488789237668)","(51.0, 65.0, 64.15254237288136)","(101.0, 450.0, 350.0)","(61.0, 90.0, 80.76923076923077)"
11-01-2023 15:53:38.340734,"(2.7, 2.96, 2.9540579710144925)","(31.0, 38.0, 37.72093023255814)","(101.0, 200.0, 180.0)","(15.0, 19.5, 18.84328358208955)","(31.0, 48.0, 47.95454545454545)","(7.5, 9.4, 9.227941176470587)","(7.0, 7.6, 7.488253968253968)","(31.0, 50.0, 48.857142857142854)","(3.2, 3.8, 3.8255434782608697)","(51.0, 65.0, 62.5)","(101.0, 450.0, 350.0)","(61.0, 85.0, 84.0)"
11-01-2023 15:53:40.271637,"(2.7, 2.96, 2.951578947368421)","(31.0, 38.0, 38.36065573770492)","(101.0, 190.0, 180.0)","(15.0, 19.0, 19.1875)","(31.0, 48.0, 47.958333333333336)","(7.5, 9.4, 9.159473684210525)","(7.0, 7.6, 7.456038647342995)","(31.0, 50.0, 49.05882352941177)","(3.2, 3.85, 3.8151006711409394)","(51.0, 65.0, 65.0)","(101.0, 450.0, 350.0)","(61.0, 85.0, 82.6923076923077)"
11-01-2023 15:53:42.189210,"(2.6, 2.96, 2.8929054054054055)","(31.0, 40.0, 38.36065573770492)","(101.0, 190.0, 180.0)","(15.0, 19.5, 18.652173913043477)","(31.0, 48.0, 48.35294117647059)","(7.5, 9.2, 9.183919597989949)","(7.0, 7.6, 7.3643636363636364)","(31.0, 50.0, 47.674418604651166)","(3.2, 3.85, 3.8653846153846154)","(51.0, 70.0, 63.84615384615385)","(101.0, 450.0, 412.5)","(61.0, 85.0, 81.96969696969697)"
11-01-2023 15:53:44.156361,"(2.6, 2.92, 2.8991304347826086)","(31.0, 40.0, 38.648648648648646)","(101.0, 200.0, 180.0)","(15.0, 19.0, 18.724137931034484)","(31.0, 50.0, 47.888888888888886)","(7.5, 9.2, 9.166296296296295)","(7.0, 7.6, 7.365161290322581)","(31.0, 48.0, 47.68181818181818)","(3.3, 3.95, 3.906422018348624)","(51.0, 70.0, 68.79310344827586)","(101.0, 450.0, 412.5)","(61.0, 85.0, 83.18181818181819)"
11-01-2023 15:53:45.990197,"(2.7, 2.9, 2.899478527607362)","(31.0, 40.0, 39.12621359223301)","(101.0, 200.0, 196.66666666666669)","(15.0, 19.0, 18.604477611940297)","(31.0, 48.0, 48.78260869565217)","(7.5, 9.2, 9.237714285714285)","(7.0, 7.4, 7.373267326732673)","(31.0, 48.0, 46.705882352941174)","(3.3, 3.85, 3.828481012658228)","(51.0, 70.0, 66.42857142857143)","(101.0, 450.0, 350.0)","(61.0, 80.0, 79.58333333333333)"
11-01-2023 15:53:47.971973,"(2.7, 2.9, 2.9778375286041188)","(31.0, 40.0, 41.2962962962963)","(101.0, 200.0, 192.85714285714286)","(15.0, 19.0, 18.771653543307085)","(31.0, 50.0, 50.714285714285715)","(7.5, 9.4, 9.377884615384616)","(7.0, 7.4, 7.508387096774194)","(31.0, 48.0, 47.91304347826087)","(3.3, 3.85, 3.7167372881355933)","(51.0, 80.0, 73.88888888888889)","(101.0, 290.0, 262.22222222222223)","(61.0, 90.0, 82.02127659574468)"
11-01-2023 15:53:49.903776,"(2.6, 2.98, 2.980935093509351)","(31.0, 42.0, 40.973684210526315)","(101.0, 210.0, 173.33333333333334)","(15.0, 19.0, 18.68421052631579)","(31.0, 55.0, 51.5625)","(7.5, 9.4, 9.517391304347827)","(7.0, 7.6, 7.650251256281407)","(31.0, 50.0, 47.714285714285715)","(3.3, 3.75, 3.5997237569060774)","(51.0, 80.0, 69.34782608695652)","(101.0, 290.0, 267.5)","(61.0, 90.0, 82.94117647058823)"
11-01-2023 15:53:51.816586,"(2.6, 3.0, 2.9795876288659793)","(31.0, 42.0, 41.093023255813954)","(101.0, 190.0, 173.33333333333334)","(15.0, 19.0, 18.74418604651163)","(31.0, 55.0, 51.05769230769231)","(7.5, 9.6, 9.536563876651982)","(7.0, 7.8, 7.746938775510204)","(31.0, 48.0, 47.84615384615385)","(3.3, 3.6, 3.578846153846154)","(51.0, 70.0, 69.34782608695652)","(101.0, 290.0, 275.0)","(61.0, 85.0, 84.28571428571429)"
11-01-2023 15:53:53.996089,"(2.7, 2.98, 2.9809661354581674)","(31.0, 42.0, 41.093023255813954)","(101.0, 190.0, 178.46153846153845)","(15.0, 19.0, 18.7421875)","(31.0, 55.0, 50.625)","(7.5, 9.6, 9.572469635627531)","(7.0, 7.8, 7.745098039215686)","(31.0, 48.0, 47.885714285714286)","(3.2, 3.6, 3.572645739910314)","(61.0, 70.0, 68.90625)","(101.0, 290.0, 275.0)","(61.0, 85.0, 83.75)"
11-01-2023 15:53:56.201532,"(2.7, 3.0, 2.9673903002309467)","(31.0, 42.0, 41.082352941176474)","(101.0, 190.0, 197.14285714285714)","(15.0, 19.0, 18.71923076923077)","(31.0, 55.0, 50.88235294117647)","(7.5, 9.6, 9.548854961832062)","(7.0, 7.8, 7.7807807807807805)","(31.0, 48.0, 47.9375)","(3.2, 3.6, 3.571889400921659)","(61.0, 70.0, 68.75)","(101.0, 290.0, 280.0)","(61.0, 85.0, 84.02777777777777)"
11-01-2023 15:53:58.159585,"(2.7, 2.98, 2.946907775768535)","(31.0, 42.0, 40.81818181818182)","(101.0, 210.0, 187.27272727272728)","(15.0, 19.0, 18.758503401360546)","(31.0, 55.0, 50.833333333333336)","(7.5, 9.6, 9.577514792899407)","(7.0, 7.8, 7.855029585798817)","(31.0, 48.0, 48.25)","(3.2, 3.6, 3.532965009208103)","(61.0, 70.0, 67.5)","(101.0, 280.0, 275.7142857142857)","(61.0, 85.0, 83.84615384615384)"
11-01-2023 15:54:00.018446,"(2.7, 2.98, 2.9503115264797506)","(31.0, 42.0, 41.224489795918366)","(101.0, 200.0, 195.3846153846154)","(15.0, 19.0, 18.81413612565445)","(31.0, 55.0, 52.171052631578945)","(7.5, 9.6, 9.56957264957265)","(7.0, 8.0, 7.878696741854636)","(31.0, 50.0, 49.107142857142854)","(3.2, 3.55, 3.5416528925619835)","(51.0, 70.0, 69.31818181818181)","(101.0, 280.0, 274.0)","(61.0, 85.0, 82.85714285714286)"
11-01-2023 15:54:01.854395,"(2.6, 2.98, 2.9476709154113556)","(31.0, 42.0, 41.27619047619048)","(101.0, 200.0, 195.3846153846154)","(15.0, 19.0, 18.783132530120483)","(31.0, 55.0, 52.278481012658226)","(7.5, 9.8, 9.595901639344262)","(7.0, 8.0, 7.862108262108262)","(31.0, 50.0, 50.75531914893617)","(3.2, 3.55, 3.530305039787798)","(51.0, 70.0, 69.46428571428571)","(101.0, 280.0, 274.0)","(61.0, 85.0, 81.89189189189189)"
11-01-2023 15:54:03.634303,"(2.6, 2.98, 2.965402363534046)","(31.0, 42.0, 41.20610687022901)","(101.0, 200.0, 197.14285714285714)","(15.0, 19.0, 18.60335195530726)","(31.0, 55.0, 52.27722772277228)","(7.5, 9.6, 9.660162601626016)","(7.0, 8.0, 7.877777777777777)","(31.0, 55.0, 49.83783783783784)","(3.2, 3.55, 3.5411490683229814)","(51.0, 70.0, 68.19148936170212)","(101.0, 280.0, 277.5)","(61.0, 90.0, 80.83333333333333)"
11-01-2023 15:54:05.329301,"(2.6, 2.98, 2.965402363534046)","(31.0, 42.0, 41.20610687022901)","(101.0, 200.0, 197.14285714285714)","(15.0, 19.0, 18.735772357723576)","(31.0, 55.0, 52.429906542056074)","(7.5, 9.8, 9.692644135188868)","(7.0, 8.0, 7.872965879265092)","(31.0, 50.0, 50.784946236559136)","(3.2, 3.55, 3.5284810126582276)","(51.0, 70.0, 68.57142857142857)","(101.0, 280.0, 277.5)","(61.0, 85.0, 81.0)"
11-01-2023 15:54:07.102613,"(2.6, 2.96, 2.95375)","(31.0, 42.0, 41.20610687022901)","(101.0, 200.0, 197.14285714285714)","(15.0, 19.0, 18.721698113207548)","(31.0, 55.0, 52.708333333333336)","(7.5, 9.8, 9.686068111455109)","(7.0, 8.0, 7.788594704684318)","(31.0, 55.0, 51.16883116883117)","(3.2, 3.55, 3.5310679611650486)","(51.0, 70.0, 68.72881355932203)","(101.0, 280.0, 277.6923076923077)","(61.0, 85.0, 83.15789473684211)"
11-01-2023 15:54:08.822929,"(2.6, 2.96, 2.9593491124260356)","(31.0, 42.0, 41.36434108527132)","(101.0, 200.0, 197.3684210526316)","(15.0, 19.0, 18.743478260869566)","(31.0, 55.0, 52.78225806451613)","(7.5, 9.8, 9.680256821829856)","(7.0, 7.8, 7.923569794050343)","(31.0, 55.0, 49.92)","(3.2, 3.55, 3.5411140583554377)","(51.0, 70.0, 68.57142857142857)","(101.0, 280.0, 278.3333333333333)","(61.0, 85.0, 86.15384615384616)"
11-01-2023 15:54:10.559169,"(2.6, 2.96, 2.953710691823899)","(31.0, 42.0, 41.49068322981366)","(101.0, 200.0, 197.3684210526316)","(15.0, 19.0, 18.743478260869566)","(31.0, 55.0, 52.82786885245902)","(7.5, 9.8, 9.319298245614036)","(7.0, 8.0, 7.957894736842105)","(31.0, 50.0, 49.73076923076923)","(3.2, 3.55, 3.5472076788830713)","(51.0, 70.0, 68.21917808219177)","(101.0, 280.0, 279.0)","(61.0, 90.0, 87.34042553191489)"
11-01-2023 15:54:12.486247,"(2.6, 2.98, 2.964160583941606)","(31.0, 42.0, 38.142857142857146)","(101.0, 200.0, 205.0)","(15.0, 19.0, 19.246478873239436)","(31.0, 55.0, 54.114583333333336)","(7.5, 9.4, 9.301351351351352)","(7.0, 8.0, 8.159782608695652)","(31.0, 50.0, 51.26373626373626)","(3.2, 3.55, 3.536165048543689)","(51.0, 70.0, 71.66666666666667)","(101.0, 280.0, 281.53846153846155)","(61.0, 95.0, 93.5)"
11-01-2023 15:54:14.374034,"(2.6, 2.98, 2.964160583941606)","(31.0, 40.0, 36.75675675675676)","(101.0, 210.0, 205.0)","(15.0, 19.5, 19.227272727272727)","(31.0, 55.0, 54.19047619047619)","(7.5, 9.4, 9.265079365079364)","(7.0, 8.2, 8.124935732647815)","(31.0, 55.0, 51.58878504672897)","(3.2, 3.55, 3.5050925925925926)","(51.0, 75.0, 73.21428571428571)","(101.0, 290.0, 281.53846153846155)","(61.0, 95.0, 92.1875)"
11-01-2023 15:54:16.188525,"(2.6, 2.98, 2.9669277108433736)","(31.0, 38.0, 34.75471698113208)","(101.0, 210.0, 209.0909090909091)","(15.0, 19.5, 19.953488372093023)","(31.0, 55.0, 54.0948275862069)","(7.5, 9.4, 9.238095238095237)","(7.0, 8.2, 8.131880108991826)","(31.0, 55.0, 50.4375)","(3.2, 3.55, 3.485037037037037)","(51.0, 75.0, 73.92857142857143)","(101.0, 290.0, 288.8888888888889)","(61.0, 95.0, 92.90322580645162)"
11-01-2023 15:54:17.973316,"(2.6, 2.98, 2.9565079365079363)","(31.0, 36.0, 34.95522388059702)","(101.0, 210.0, 222.85714285714286)","(15.0, 20.0, 20.345454545454544)","(31.0, 55.0, 51.9)","(7.5, 9.4, 9.31)","(7.0, 8.2, 8.134725848563969)","(31.0, 55.0, 50.85227272727273)","(3.2, 3.5, 3.4692592592592595)","(51.0, 75.0, 77.3076923076923)","(101.0, 290.0, 285.0)","(61.0, 95.0, 93.19444444444444)"
11-01-2023 15:54:19.848007,"(2.6, 2.96, 2.928300395256917)","(31.0, 36.0, 35.47222222222222)","(101.0, 230.0, 223.75)","(15.0, 21.0, 20.1)","(31.0, 55.0, 52.945205479452056)","(7.5, 9.4, 9.306276150627616)","(7.0, 8.2, 8.277852348993289)","(31.0, 55.0, 51.58878504672897)","(3.2, 3.5, 3.4490291262135924)","(51.0, 80.0, 77.4074074074074)","(101.0, 330.0, 321.6666666666667)","(61.0, 95.0, 94.8076923076923)"
11-01-2023 15:54:21.913895,"(2.6, 2.94, 2.9384615384615382)","(31.0, 36.0, 35.93333333333333)","(101.0, 230.0, 226.66666666666666)","(15.0, 21.0, 19.51851851851852)","(31.0, 55.0, 53.59375)","(7.5, 9.4, 9.403875968992248)","(7.0, 8.4, 8.455263157894738)","(31.0, 55.0, 52.17054263565891)","(3.2, 3.5, 3.43640350877193)","(51.0, 80.0, 76.71052631578948)","(101.0, 330.0, 322.85714285714283)","(61.0, 100.0, 95.80645161290323)"
11-01-2023 15:54:23.856981,"(2.6, 2.94, 2.926492374727669)","(31.0, 36.0, 35.94736842105263)","(101.0, 230.0, 227.05882352941177)","(15.0, 20.0, 20.28688524590164)","(31.0, 55.0, 53.421052631578945)","(7.5, 9.6, 9.37560975609756)","(7.0, 8.4, 8.37992277992278)","(31.0, 55.0, 52.4113475177305)","(3.2, 3.5, 3.448582995951417)","(51.0, 80.0, 77.22222222222223)","(101.0, 330.0, 323.3333333333333)","(61.0, 100.0, 96.38888888888889)"
11-01-2023 15:54:25.721433,"(2.6, 2.94, 2.9011908699966917)","(31.0, 36.0, 36.42176870748299)","(101.0, 230.0, 228.0)","(15.0, 21.0, 20.058823529411764)","(31.0, 55.0, 54.63768115942029)","(7.5, 9.6, 9.435714285714287)","(7.0, 8.4, 8.295)","(31.0, 55.0, 52.58278145695364)","(3.2, 3.5, 3.469621621621622)","(51.0, 80.0, 77.59615384615384)","(101.0, 330.0, 324.11764705882354)","(61.0, 100.0, 96.75)"
11-01-2023 15:54:27.530423,"(2.6, 2.92, 2.898322147651007)","(31.0, 38.0, 36.5679012345679)","(101.0, 230.0, 229.41176470588235)","(15.0, 21.0, 20.374015748031496)","(31.0, 55.0, 54.710144927536234)","(7.5, 9.6, 9.541489361702128)","(7.0, 8.4, 8.312023460410558)","(31.0, 55.0, 52.74691358024691)","(3.2, 3.5, 3.4761723009814616)","(51.0, 80.0, 77.88135593220339)","(101.0, 330.0, 305.0)","(61.0, 100.0, 97.11111111111111)"
11-01-2023 15:54:29.391446,"(2.6, 2.9, 2.8979425837320574)","(31.0, 38.0, 36.63529411764706)","(101.0, 230.0, 229.44444444444446)","(15.0, 21.0, 20.440140845070424)","(31.0, 60.0, 54.42307692307692)","(7.5, 9.6, 9.51090047393365)","(7.0, 8.4, 8.320765027322404)","(31.0, 55.0, 52.82738095238095)","(3.2, 3.5, 3.4807024793388432)","(51.0, 80.0, 78.01587301587301)","(101.0, 330.0, 293.3333333333333)","(61.0, 100.0, 97.29166666666667)"
11-01-2023 15:54:31.401432,"(2.6, 2.9, 2.842230392156863)","(31.0, 38.0, 36.71823204419889)","(101.0, 230.0, 229.44444444444446)","(15.0, 21.0, 19.714285714285715)","(31.0, 60.0, 55.05681818181818)","(7.5, 9.6, 9.508292682926829)","(7.0, 8.4, 8.330455635491607)","(31.0, 55.0, 52.91428571428571)","(3.2, 3.55, 3.522108843537415)","(51.0, 80.0, 78.13432835820896)","(101.0, 330.0, 306.8421052631579)","(61.0, 100.0, 97.4074074074074)"
11-01-2023 15:54:33.109069,"(2.6, 2.86, 2.8289982425307554)","(31.0, 38.0, 36.71823204419889)","(101.0, 230.0, 229.6153846153846)","(15.0, 20.0, 19.61111111111111)","(31.0, 60.0, 55.67164179104478)","(7.5, 9.6, 9.521311475409837)","(7.0, 8.4, 8.499346405228758)","(31.0, 55.0, 52.91428571428571)","(3.2, 3.55, 3.5244791666666666)","(51.0, 80.0, 74.56521739130434)","(101.0, 330.0, 311.6666666666667)","(61.0, 100.0, 97.75862068965517)"
11-01-2023 15:54:34.965419,"(2.6, 2.86, 2.8646319921491656)","(31.0, 38.0, 36.69892473118279)","(101.0, 230.0, 232.85714285714286)","(15.0, 20.0, 20.46551724137931)","(31.0, 60.0, 55.67164179104478)","(7.5, 9.6, 9.515511551155114)","(7.0, 8.6, 8.763036303630363)","(31.0, 55.0, 52.947976878612714)","(3.2, 3.55, 3.509326424870466)","(51.0, 80.0, 72.34042553191489)","(101.0, 330.0, 313.6363636363636)","(61.0, 100.0, 97.4390243902439)"
11-01-2023 15:54:36.936869,"(2.6, 2.9, 2.8844991212653777)","(31.0, 38.0, 36.625)","(101.0, 240.0, 232.85714285714286)","(15.0, 21.0, 20.270833333333332)","(31.0, 60.0, 55.67164179104478)","(7.5, 9.6, 9.538755980861243)","(7.0, 8.8, 8.710084033613446)","(31.0, 55.0, 52.947976878612714)","(3.2, 3.55, 3.5047619047619047)","(51.0, 75.0, 72.59615384615384)","(101.0, 350.0, 349.04761904761904)","(61.0, 95.0, 86.0)"
11-01-2023 15:54:39.112720,"(2.6, 2.92, 2.8834349919743176)","(31.0, 38.0, 36.59139784946237)","(101.0, 240.0, 232.85714285714286)","(15.0, 21.0, 20.270833333333332)","(31.0, 60.0, 55.67164179104478)","(7.5, 9.6, 9.458461538461538)","(7.0, 8.8, 8.533333333333333)","(31.0, 55.0, 52.947976878612714)","(3.2, 3.55, 3.500138888888889)","(51.0, 75.0, 72.95918367346938)","(101.0, 350.0, 349.04761904761904)","(61.0, 95.0, 91.25)"
11-01-2023 15:54:40.948896,"(2.6, 2.9, 2.891578947368421)","(31.0, 38.0, 37.00523560209424)","(101.0, 240.0, 234.44444444444446)","(15.0, 21.0, 20.735632183908045)","(31.0, 60.0, 56.34146341463415)","(7.5, 9.6, 9.666216216216217)","(7.0, 8.6, 8.359440559440559)","(31.0, 55.0, 53.90845070422535)","(3.2, 3.55, 3.3938875305623473)","(51.0, 75.0, 77.6923076923077)","(101.0, 350.0, 366.6666666666667)","(61.0, 95.0, 91.25)"
11-01-2023 15:54:42.707573,"(2.6, 2.9, 2.8884716834755624)","(31.0, 38.0, 37.04040404040404)","(101.0, 240.0, 234.73684210526315)","(15.0, 22.0, 20.864077669902912)","(31.0, 60.0, 78.47826086956522)","(7.5, 9.8, 9.522330097087378)","(7.0, 8.8, 8.271830985915493)","(31.0, 55.0, 54.051094890510946)","(3.2, 3.4, 3.3948217317487264)","(51.0, 80.0, 77.56756756756756)","(101.0, 370.0, 366.6666666666667)","(61.0, 100.0, 96.25)"
11-01-2023 15:54:44.547053,"(2.6, 2.9, 2.874364896073903)","(31.0, 38.0, 39.91044776119403)","(101.0, 240.0, 234.73684210526315)","(15.0, 21.0, 20.914110429447852)","(31.0, 80.0, 79.21052631578948)","(8.0, 9.6, 9.592513368983958)","(7.0, 8.4, 8.275276752767528)","(31.0, 55.0, 54.015151515151516)","(3.2, 3.4, 3.3939363817097417)","(51.0, 80.0, 77.56756756756756)","(101.0, 370.0, 366.6666666666667)","(61.0, 100.0, 96.25)"
