,Dont Tell Benji,Mac Cruz,Spellman,Aston Senator,Hey Tootle,Aston Zabbar,Kumani Sapphire
09-01-2023 15:10:13.650680,"(8.0, 13.5, 12.163636363636364)","(12.0, 25.0, 14.777777777777779)","(6.0, 16.0, 13.083333333333334)","(5.5, 8.8, 7.300000000000001)","(3.3, 4.8, 4.3)","(2.8, 3.35, 2.875)","(10.0, 18.0, 13.166666666666666)"
09-01-2023 15:10:14.886694,"(8.0, 13.0, 11.288888888888888)","(12.0, 25.0, 14.777777777777779)","(6.0, 16.0, 14.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 4.3)","(2.8, 3.35, 2.875)","(10.0, 17.5, 13.0)"
09-01-2023 15:10:16.298794,"(8.0, 13.0, 9.5)","(12.0, 25.0, 14.777777777777779)","(6.0, 15.5, 13.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.0)"
09-01-2023 15:10:17.554885,"(8.0, 13.0, 9.5)","(12.0, 25.0, 19.25)","(6.0, 15.5, 13.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.5)"
09-01-2023 15:10:18.867621,"(8.0, 13.0, 9.5)","(12.0, 25.0, 19.25)","(6.0, 15.5, 13.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.5)"
09-01-2023 15:10:19.847367,"(8.0, 13.0, 9.5)","(12.0, 25.0, 19.25)","(6.0, 15.5, 13.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.5)"
09-01-2023 15:10:21.279187,"(8.0, 13.0, 9.5)","(12.0, 25.0, 19.25)","(6.0, 15.5, 13.0)","(5.5, 8.4, 6.828571428571429)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.5)"
09-01-2023 15:10:22.649150,"(8.0, 13.0, 9.5)","(12.0, 25.0, 19.25)","(6.0, 15.5, 14.0)","(5.5, 7.8, 7.0)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.875)","(10.0, 17.0, 12.5)"
09-01-2023 15:10:23.967491,"(8.0, 13.0, 10.454545454545455)","(12.0, 25.0, 17.923076923076923)","(6.0, 15.5, 14.75)","(5.5, 7.8, 6.84)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.875)","(10.0, 17.0, 11.777777777777779)"
09-01-2023 15:10:25.197101,"(8.0, 13.0, 10.454545454545455)","(12.0, 25.0, 19.25)","(6.0, 17.0, 13.25)","(5.5, 7.8, 6.84)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.875)","(10.0, 18.0, 11.636363636363637)"
09-01-2023 15:10:26.502181,"(8.0, 13.0, 10.454545454545455)","(12.0, 25.0, 19.25)","(6.0, 17.0, 13.625)","(5.5, 7.8, 6.6)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.9225)","(10.0, 18.0, 11.636363636363637)"
09-01-2023 15:10:27.716413,"(8.0, 13.0, 9.5)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 13.625)","(5.5, 7.8, 6.6)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8454545454545452)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:28.935008,"(8.0, 12.5, 9.5)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.8, 6.6)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.5, 2.848888888888889)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:30.081726,"(8.0, 12.0, 9.375)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.8, 6.55)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.4, 2.861428571428571)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:31.194216,"(8.0, 12.0, 9.375)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.375)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.861428571428571)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:32.252994,"(8.0, 12.5, 12.028571428571428)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.375)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.861428571428571)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:33.454168,"(8.0, 12.5, 12.028571428571428)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.375)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.861428571428571)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:34.726631,"(8.0, 12.5, 12.028571428571428)","(12.0, 25.0, 17.923076923076923)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.375)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.861428571428571)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:35.973856,"(8.0, 13.5, 13.169230769230769)","(12.0, 25.0, 21.0)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.375)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:37.135873,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.772727272727273)","(5.5, 7.6, 6.55)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:38.210306,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.6, 6.3500000000000005)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 11.75)"
09-01-2023 15:10:39.358967,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.3500000000000005)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 14.428571428571429)"
09-01-2023 15:10:40.577962,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.3500000000000005)","(3.3, 4.8, 3.9666666666666663)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 14.11111111111111)"
09-01-2023 15:10:41.803631,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.3500000000000005)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 14.11111111111111)"
09-01-2023 15:10:43.003646,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.272727272727273)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.3500000000000005)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 13.357142857142858)"
09-01-2023 15:10:44.130589,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 18.0)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.5)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 13.666666666666666)"
09-01-2023 15:10:45.238070,"(8.0, 13.5, 13.169230769230769)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 7.4, 6.8)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 18.0, 15.166666666666666)"
09-01-2023 15:10:46.448310,"(8.0, 13.5, 12.133333333333333)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 17.0, 14.833333333333334)"
09-01-2023 15:10:47.641447,"(8.0, 13.5, 12.883333333333333)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:48.868878,"(8.0, 13.5, 13.11111111111111)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:49.934869,"(8.0, 13.5, 13.0)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:51.019749,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8238461538461537)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:52.079455,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:53.187164,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:54.201950,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:55.349035,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 13.722222222222221)"
09-01-2023 15:10:56.497868,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:10:57.684485,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.428571428571429)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:10:58.839636,"(8.0, 13.5, 13.1875)","(12.0, 24.0, 15.666666666666666)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:10:59.984313,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 15.5)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:01.065384,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 14.75)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:02.168135,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:03.304696,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:04.480605,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:05.640154,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:06.731752,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:07.691177,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:08.865413,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 16.8125)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:10.093349,"(8.0, 13.5, 13.1875)","(12.0, 23.0, 17.636363636363637)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:11.209350,"(8.0, 13.5, 13.1875)","(12.0, 22.0, 17.636363636363637)","(6.0, 17.0, 15.90909090909091)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:12.288297,"(8.0, 13.5, 13.1875)","(12.0, 22.0, 17.636363636363637)","(6.0, 17.0, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:13.306925,"(8.0, 13.5, 13.25)","(12.0, 22.0, 17.636363636363637)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:14.475217,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:15.598261,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:16.712475,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:17.783744,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:18.938085,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:20.231669,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:21.487788,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:22.660950,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:23.976815,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:25.085841,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:26.410066,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:27.600268,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:28.758314,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:29.809027,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:30.890507,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:32.008893,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:33.143557,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:34.333050,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:35.473869,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:36.580300,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:37.646993,"(8.0, 13.5, 13.25)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:38.747165,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:40.037806,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:41.340541,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:42.547879,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:43.812493,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:45.060496,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:46.266478,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:47.337476,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:48.487247,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:49.666942,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:50.922797,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:52.166036,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.7583333333333333)","(2.8, 3.35, 2.8369999999999997)","(10.0, 16.5, 14.357142857142858)"
09-01-2023 15:11:53.148331,"(8.0, 14.0, 13.454545454545453)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:54.195978,"(8.0, 14.0, 13.625)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:55.318682,"(8.0, 14.0, 13.428571428571429)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:56.558042,"(8.0, 14.0, 13.428571428571429)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:57.701598,"(8.0, 14.0, 13.555555555555555)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.153846153846153)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:58.819766,"(8.0, 14.0, 13.555555555555555)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.8)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:11:59.953353,"(8.0, 14.0, 13.555555555555555)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.8)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
09-01-2023 15:12:01.128962,"(8.0, 14.0, 13.555555555555555)","(12.0, 22.0, 19.0)","(6.0, 16.5, 15.8)","(5.5, 8.0, 6.65)","(3.3, 4.8, 3.6636363636363636)","(2.8, 3.35, 2.813529411764706)","(10.0, 16.5, 15.0)"
