,Book Launch,Dio,Foxys Star,Gottaluvjimmy,Kashiwa,Swiftly Ned,Ceejay,Prophets Choice,Alassak,Lotus Land,Springlodge,Miss Epernay
07-01-2023 13:37:41.431050,"(12.0, 16.0, 15.65929203539823)","(3.1, 3.45, 3.4293814432989693)","(21.0, 29.0, 28.556818181818183)","(4.4, 5.0, 4.9498567335243555)","(31.0, 44.0, 42.3013698630137)","(12.0, 14.0, 13.768085106382978)","(14.0, 17.0, 16.85929648241206)","(5.5, 6.6, 6.555151515151515)","(18.0, 22.0, 21.475409836065573)","(21.0, 30.0, 29.969072164948454)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 105.0)"
07-01-2023 13:37:42.937925,"(12.0, 16.0, 15.65929203539823)","(3.1, 3.45, 3.4293814432989693)","(21.0, 29.0, 28.556818181818183)","(4.4, 5.0, 4.9498567335243555)","(31.0, 44.0, 42.3013698630137)","(12.0, 14.0, 13.763043478260869)","(14.0, 17.0, 16.85929648241206)","(5.5, 6.6, 6.557538461538462)","(18.0, 22.0, 21.475409836065573)","(21.0, 30.0, 29.969072164948454)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 105.0)"
07-01-2023 13:37:44.397169,"(12.0, 16.0, 15.65929203539823)","(3.1, 3.45, 3.4293814432989693)","(21.0, 29.0, 28.556818181818183)","(4.4, 5.0, 4.950980392156863)","(31.0, 44.0, 42.32432432432432)","(12.0, 14.0, 13.610738255033556)","(14.0, 17.0, 16.860696517412936)","(5.5, 6.6, 6.534905660377358)","(18.0, 22.0, 21.51145038167939)","(21.0, 30.0, 29.96938775510204)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 103.75)"
07-01-2023 13:37:45.931488,"(12.0, 16.0, 15.671052631578947)","(3.1, 3.45, 3.432352941176471)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.952702702702703)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.86341463414634)","(5.5, 6.6, 6.5359307359307355)","(18.0, 22.0, 21.51145038167939)","(21.0, 30.0, 29.97029702970297)","(61.0, 90.0, 88.78571428571429)","(71.0, 110.0, 104.11764705882354)"
07-01-2023 13:37:47.339422,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.432352941176471)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.95)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.86)","(5.5, 6.6, 6.5359307359307355)","(18.0, 22.0, 21.51145038167939)","(21.0, 30.0, 29.967032967032967)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 104.11764705882354)"
07-01-2023 13:37:48.834795,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.432352941176471)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.947040498442368)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.86)","(5.5, 6.6, 6.5359307359307355)","(18.0, 22.0, 21.51145038167939)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 104.11764705882354)"
07-01-2023 13:37:50.200637,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.432352941176471)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.947040498442368)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.82278481012658)","(5.5, 6.6, 6.539094650205761)","(18.0, 22.0, 21.478571428571428)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 104.11764705882354)"
07-01-2023 13:37:51.658670,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.4236842105263157)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.95662100456621)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.82278481012658)","(5.5, 6.6, 6.64551724137931)","(18.0, 22.0, 21.455223880597014)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 104.11764705882354)"
07-01-2023 13:37:53.067879,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.426262626262626)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.963461538461539)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.625806451612902)","(14.0, 17.0, 16.82278481012658)","(5.5, 6.8, 6.590909090909091)","(18.0, 22.0, 21.478571428571428)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.76811594202898)","(71.0, 110.0, 103.33333333333333)"
07-01-2023 13:37:54.440777,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.409633027522936)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.963461538461539)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.624203821656051)","(14.0, 17.0, 16.82389937106918)","(5.5, 6.6, 6.590909090909091)","(18.0, 22.0, 21.45806451612903)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.46666666666667)","(71.0, 110.0, 104.66666666666667)"
07-01-2023 13:37:55.843979,"(12.0, 16.0, 15.686440677966102)","(3.1, 3.45, 3.409633027522936)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.963461538461539)","(31.0, 44.0, 42.36842105263158)","(12.0, 14.0, 13.624203821656051)","(14.0, 17.0, 16.81699346405229)","(5.5, 6.6, 6.590909090909091)","(18.0, 22.0, 21.443708609271525)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.46666666666667)","(71.0, 110.0, 104.66666666666667)"
07-01-2023 13:37:57.275561,"(12.0, 16.0, 15.696428571428571)","(3.1, 3.45, 3.4092592592592594)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.9660714285714285)","(31.0, 44.0, 42.523809523809526)","(12.0, 14.0, 13.624203821656051)","(14.0, 17.0, 16.81699346405229)","(5.5, 6.6, 6.594092827004219)","(18.0, 22.0, 21.443708609271525)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.46666666666667)","(71.0, 110.0, 104.66666666666667)"
07-01-2023 13:37:58.702521,"(12.0, 16.0, 15.696428571428571)","(3.1, 3.45, 3.4092592592592594)","(21.0, 29.0, 28.573170731707318)","(4.4, 5.0, 4.965949820788531)","(31.0, 44.0, 42.523809523809526)","(12.0, 14.0, 13.624203821656051)","(14.0, 17.0, 16.81699346405229)","(5.5, 6.6, 6.58942731277533)","(18.0, 22.0, 21.443708609271525)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.46666666666667)","(71.0, 110.0, 104.66666666666667)"
07-01-2023 13:38:00.148519,"(12.0, 16.0, 15.814285714285715)","(3.1, 3.45, 3.411363636363636)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.962598425196851)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.656)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.6, 6.534925373134328)","(18.0, 22.0, 21.46323529411765)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.65079365079364)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:01.549054,"(12.0, 16.0, 15.814285714285715)","(3.1, 3.45, 3.4214285714285713)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.962598425196851)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.642857142857142)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.6, 6.530793650793651)","(18.0, 22.0, 21.46323529411765)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.671875)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:03.029927,"(12.0, 16.0, 15.789473684210526)","(3.1, 3.45, 3.411363636363636)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.957589285714286)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.642857142857142)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.6, 6.622702702702703)","(18.0, 22.0, 21.46323529411765)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.671875)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:04.448938,"(12.0, 16.0, 15.814285714285715)","(3.1, 3.45, 3.4127450980392156)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.8, 6.624671916010499)","(18.0, 22.0, 21.455223880597014)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.671875)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:05.819750,"(12.0, 16.0, 15.814285714285715)","(3.1, 3.45, 3.4127450980392156)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.8, 6.624671916010499)","(18.0, 22.0, 21.434108527131784)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.65079365079364)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:07.166613,"(12.0, 15.5, 15.38425925925926)","(3.1, 3.45, 3.4127450980392156)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.841549295774648)","(5.5, 6.8, 6.645783132530121)","(18.0, 22.0, 21.40650406504065)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:08.520689,"(12.0, 16.0, 15.691666666666666)","(3.1, 3.45, 3.4183098591549297)","(21.0, 29.0, 28.758064516129032)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.829545454545453)","(5.5, 6.8, 6.643582089552239)","(18.0, 22.0, 21.39047619047619)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:09.924835,"(12.0, 16.0, 15.691666666666666)","(3.1, 3.5, 3.4141304347826087)","(21.0, 29.0, 29.61038961038961)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.829545454545453)","(5.5, 6.8, 6.660975609756098)","(18.0, 22.0, 21.39047619047619)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:11.348428,"(12.0, 16.0, 15.638461538461538)","(3.1, 3.5, 3.435772357723577)","(21.0, 30.0, 29.8015873015873)","(4.4, 5.0, 4.956422018348624)","(31.0, 44.0, 42.6875)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.815573770491802)","(5.5, 6.8, 6.653254437869823)","(18.0, 22.0, 21.39047619047619)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:12.842257,"(12.0, 16.0, 15.638461538461538)","(3.1, 3.5, 3.4300884955752213)","(21.0, 30.0, 29.8015873015873)","(4.4, 5.0, 4.954761904761905)","(31.0, 44.0, 42.76470588235294)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.815573770491802)","(5.5, 6.8, 6.595433789954337)","(18.0, 22.0, 21.39047619047619)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:14.346695,"(12.0, 16.0, 15.664)","(3.1, 3.5, 3.4401515151515154)","(21.0, 30.0, 29.8015873015873)","(4.4, 5.0, 4.954761904761905)","(31.0, 44.0, 42.622950819672134)","(12.0, 14.0, 13.649122807017545)","(14.0, 17.0, 16.815573770491802)","(5.5, 6.6, 6.595433789954337)","(18.0, 22.0, 21.39047619047619)","(21.0, 30.0, 29.962962962962962)","(61.0, 90.0, 88.96551724137932)","(71.0, 110.0, 102.3076923076923)"
07-01-2023 13:38:15.900915,"(12.0, 16.0, 15.679389312977099)","(3.1, 3.5, 3.419230769230769)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.957207207207207)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.666666666666666)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.59390243902439)","(18.0, 22.0, 21.412844036697248)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:17.279563,"(12.0, 16.0, 15.679389312977099)","(3.1, 3.5, 3.4405405405405407)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.957207207207207)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.666666666666666)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.59390243902439)","(18.0, 22.0, 21.412844036697248)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:18.712647,"(12.0, 16.0, 15.679389312977099)","(3.1, 3.45, 3.4405405405405407)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.952970297029703)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.59390243902439)","(18.0, 22.0, 21.43859649122807)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:20.171210,"(12.0, 16.0, 15.679389312977099)","(3.1, 3.45, 3.4432432432432436)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.952970297029703)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.594285714285714)","(18.0, 22.0, 21.36)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:21.572148,"(12.0, 16.0, 15.6)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.942424242424242)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.593865030674847)","(18.0, 22.0, 21.401869158878505)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:22.916621,"(12.0, 16.0, 15.6)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.942424242424242)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.822834645669293)","(5.5, 6.6, 6.593865030674847)","(18.0, 22.0, 21.401869158878505)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:24.256269,"(12.0, 16.0, 15.80952380952381)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.942073170731708)","(31.0, 44.0, 42.666666666666664)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.6, 6.600643086816721)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:25.704268,"(12.0, 16.0, 15.80952380952381)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.942073170731708)","(31.0, 44.0, 42.724137931034484)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.8, 6.609395973154363)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:27.101328,"(12.0, 16.0, 15.793103448275861)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.942073170731708)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.8, 6.593788819875776)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:28.463818,"(12.0, 16.0, 15.793103448275861)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.9413173652694615)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.6, 6.593788819875776)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:29.896413,"(12.0, 16.0, 15.793103448275861)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.939506172839506)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.668067226890756)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.6, 6.593788819875776)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:31.391068,"(12.0, 16.0, 15.793103448275861)","(3.1, 3.45, 3.4102941176470587)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.939506172839506)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.653508771929825)","(14.0, 17.0, 16.898058252427184)","(5.5, 6.6, 6.594117647058823)","(18.0, 22.0, 21.370689655172413)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:32.888849,"(12.0, 16.0, 15.76)","(3.1, 3.45, 3.4271186440677965)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.940251572327044)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.653508771929825)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.54054054054054)","(18.0, 22.0, 21.31132075471698)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:34.323947,"(12.0, 16.0, 15.76)","(3.1, 3.45, 3.4271186440677965)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.940251572327044)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.653508771929825)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.5374407582938385)","(18.0, 22.0, 21.31132075471698)","(21.0, 30.0, 29.96385542168675)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:35.777342,"(12.0, 16.0, 15.76)","(3.1, 3.45, 3.4271186440677965)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.940251572327044)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.765151515151516)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.526637554585153)","(18.0, 22.0, 21.277227722772277)","(21.0, 30.0, 29.96385542168675)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:37.262367,"(12.0, 16.0, 15.76)","(3.1, 3.5, 3.4564655172413796)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.934666666666667)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.765151515151516)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.526637554585153)","(18.0, 22.0, 21.277227722772277)","(21.0, 30.0, 29.96385542168675)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:38.705827,"(12.0, 16.0, 15.634615384615385)","(3.1, 3.5, 3.4519047619047623)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.934666666666667)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.765151515151516)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.526637554585153)","(18.0, 22.0, 21.277227722772277)","(21.0, 30.0, 29.96385542168675)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:40.137190,"(12.0, 16.0, 15.8)","(3.1, 3.5, 3.425369458128079)","(21.0, 30.0, 29.8062015503876)","(4.4, 5.0, 4.934666666666667)","(31.0, 44.0, 42.60377358490566)","(12.0, 14.0, 13.592105263157896)","(14.0, 17.0, 16.883333333333333)","(5.5, 6.6, 6.529464285714286)","(18.0, 22.0, 21.277227722772277)","(21.0, 30.0, 29.96385542168675)","(61.0, 90.0, 88.98305084745763)","(71.0, 110.0, 102.85714285714286)"
07-01-2023 13:38:41.527078,"(12.0, 16.0, 15.8)","(3.1, 3.5, 3.445698924731183)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.947802197802198)","(31.0, 44.0, 42.70175438596491)","(12.0, 14.0, 13.741666666666667)","(14.0, 17.0, 16.895)","(5.5, 6.6, 6.54763948497854)","(18.0, 22.0, 21.336363636363636)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.01639344262296)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:42.945110,"(12.0, 16.0, 15.820754716981131)","(3.1, 3.5, 3.462621359223301)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.939490445859873)","(31.0, 44.0, 42.70175438596491)","(12.0, 14.0, 13.741666666666667)","(13.0, 17.0, 16.900943396226417)","(5.5, 6.6, 6.54235807860262)","(18.0, 22.0, 21.336363636363636)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.01639344262296)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:44.379192,"(12.0, 16.0, 15.820754716981131)","(3.1, 3.5, 3.4339285714285714)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.992537313432836)","(31.0, 44.0, 42.70175438596491)","(12.0, 14.0, 13.741666666666667)","(13.0, 17.0, 16.895)","(5.5, 6.6, 6.54235807860262)","(18.0, 22.0, 20.617391304347827)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.01639344262296)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:45.776365,"(12.0, 16.0, 15.820754716981131)","(3.1, 3.5, 3.4327272727272726)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.992537313432836)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.718181818181819)","(14.0, 17.0, 16.896039603960396)","(5.5, 6.6, 6.535294117647059)","(18.0, 21.0, 20.61061946902655)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:47.227509,"(12.0, 16.0, 15.878787878787879)","(3.1, 3.5, 3.4347457627118643)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.992537313432836)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.718181818181819)","(14.0, 17.0, 16.901869158878505)","(5.5, 6.6, 6.535294117647059)","(18.0, 21.0, 20.61061946902655)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:48.679621,"(12.0, 16.0, 15.878787878787879)","(3.1, 3.5, 3.4347457627118643)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.982222222222222)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.69047619047619)","(14.0, 17.0, 16.900943396226417)","(5.5, 6.6, 6.535294117647059)","(18.0, 21.0, 20.617391304347827)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:50.076227,"(12.0, 16.0, 15.7)","(3.1, 3.5, 3.4356521739130432)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.982222222222222)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.676470588235293)","(14.0, 17.0, 16.900943396226417)","(5.5, 6.6, 6.535294117647059)","(18.0, 21.0, 20.617391304347827)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:51.499632,"(12.0, 16.0, 15.7)","(3.1, 3.5, 3.4347457627118643)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.982222222222222)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.537735849056604)","(14.0, 17.0, 16.904761904761905)","(5.5, 6.6, 6.531958762886598)","(18.0, 21.0, 20.617391304347827)","(21.0, 30.0, 29.96629213483146)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:52.898649,"(12.0, 16.0, 15.7)","(3.1, 3.5, 3.4581521739130436)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.982222222222222)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.625)","(14.0, 17.0, 16.904761904761905)","(5.5, 6.6, 6.531958762886598)","(18.0, 21.0, 20.617391304347827)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:54.261125,"(12.0, 16.0, 15.7)","(3.1, 3.5, 3.4581521739130436)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.982222222222222)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.625)","(14.0, 17.0, 16.904761904761905)","(5.5, 6.6, 6.535449735449736)","(18.0, 21.0, 20.627118644067796)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:55.654102,"(12.0, 16.0, 15.6)","(3.1, 3.5, 3.4359756097560976)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.988095238095238)","(31.0, 44.0, 42.48979591836735)","(12.0, 14.0, 13.625)","(14.0, 17.0, 16.904761904761905)","(5.5, 6.6, 6.457309941520467)","(18.0, 21.0, 20.627118644067796)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 103.75)"
07-01-2023 13:38:57.003949,"(12.0, 16.0, 15.6)","(3.1, 3.5, 3.4433962264150946)","(21.0, 30.0, 29.814814814814817)","(4.4, 5.0, 4.988095238095238)","(31.0, 44.0, 42.53333333333333)","(12.0, 14.0, 13.567567567567568)","(14.0, 17.0, 16.904761904761905)","(5.5, 6.6, 6.411891891891892)","(18.0, 21.0, 20.627118644067796)","(21.0, 30.0, 29.964285714285715)","(61.0, 90.0, 89.03225806451613)","(71.0, 110.0, 105.0)"
