,Its Smudgy,Sir Benjamin,Spring Harbour,Harry,Finniss Flash,Dutch Impact
12-01-2023 18:25:19.704372,"(3.3, 3.9, 3.8664233576642335)","(7.5, 10.5, 10.23030303030303)","(12.0, 15.0, 14.811111111111112)","(1.8, 2.12, 2.10048)","(31.0, 40.0, 37.63636363636363)","(11.0, 14.5, 14.405405405405405)"
12-01-2023 18:25:20.806320,"(3.3, 3.9, 3.8664233576642335)","(7.5, 10.5, 10.172661870503598)","(12.0, 15.0, 14.811111111111112)","(1.8, 2.12, 2.0846376811594203)","(31.0, 40.0, 36.53333333333333)","(11.0, 14.5, 14.422535211267606)"
12-01-2023 18:25:21.894348,"(3.3, 3.9, 3.8664233576642335)","(7.5, 10.5, 10.0625)","(12.0, 15.0, 14.820512820512821)","(1.8, 2.12, 2.104742268041237)","(31.0, 40.0, 36.608695652173914)","(11.0, 14.5, 14.428571428571429)"
12-01-2023 18:25:22.936017,"(3.3, 3.9, 3.872142857142857)","(7.5, 10.5, 10.168229166666666)","(12.0, 15.0, 14.820512820512821)","(1.8, 2.12, 2.086991869918699)","(31.0, 40.0, 37.0)","(11.0, 14.5, 14.445945945945946)"
12-01-2023 18:25:24.053240,"(3.3, 3.95, 3.916935483870968)","(7.5, 10.5, 9.898630136986302)","(12.0, 15.0, 15.25)","(1.8, 2.1, 2.0824000000000003)","(31.0, 40.0, 35.5)","(11.0, 14.5, 14.445945945945946)"
12-01-2023 18:25:25.205249,"(3.3, 3.95, 3.918840579710145)","(7.5, 10.0, 9.923497267759563)","(12.0, 15.5, 15.529411764705882)","(1.8, 2.1, 2.077538461538462)","(31.0, 38.0, 35.714285714285715)","(11.0, 14.5, 14.445945945945946)"
12-01-2023 18:25:26.332190,"(3.3, 3.95, 3.9308823529411767)","(7.5, 10.0, 9.989655172413793)","(12.0, 16.0, 15.537313432835822)","(1.8, 2.1, 2.0841221374045804)","(31.0, 38.0, 34.77777777777778)","(11.0, 14.5, 14.445945945945946)"
12-01-2023 18:25:27.428145,"(3.3, 3.95, 3.9146666666666667)","(7.5, 9.8, 9.793333333333335)","(12.0, 16.0, 15.625)","(1.8, 2.1, 2.065)","(31.0, 36.0, 37.333333333333336)","(11.0, 14.5, 14.756756756756756)"
12-01-2023 18:25:28.548712,"(3.3, 4.0, 3.9908536585365852)","(7.5, 9.8, 9.782222222222224)","(12.0, 16.0, 15.705882352941176)","(1.8, 2.08, 2.076923076923077)","(31.0, 38.0, 37.23076923076923)","(11.0, 15.0, 14.82)"
12-01-2023 18:25:29.633876,"(3.3, 4.0, 3.9737864077669904)","(7.5, 9.8, 9.765656565656567)","(12.0, 16.0, 15.923076923076923)","(1.8, 2.08, 2.0781294964028776)","(31.0, 40.0, 37.142857142857146)","(11.0, 15.0, 14.785714285714286)"
12-01-2023 18:25:30.660473,"(3.3, 3.95, 3.927450980392157)","(7.5, 9.8, 9.784269662921348)","(12.0, 15.5, 15.439024390243903)","(1.8, 2.1, 2.062772277227723)","(31.0, 38.0, 36.8)","(11.0, 15.0, 14.785714285714286)"
12-01-2023 18:25:31.780696,"(3.3, 3.95, 3.9475000000000002)","(7.5, 9.8, 9.7925)","(12.0, 15.5, 15.575757575757576)","(1.8, 2.1, 2.0710659898477157)","(31.0, 38.0, 36.0)","(11.0, 15.0, 14.8125)"
12-01-2023 18:25:32.844581,"(3.3, 4.0, 3.9636363636363634)","(7.5, 9.8, 9.793023255813955)","(12.0, 16.0, 15.575757575757576)","(1.8, 2.08, 2.0757894736842104)","(31.0, 38.0, 35.5)","(11.0, 15.0, 14.8125)"
12-01-2023 18:25:33.929710,"(3.3, 4.0, 3.9657894736842105)","(7.5, 9.8, 9.797619047619047)","(12.0, 16.0, 15.6)","(1.8, 2.08, 2.0758593750000003)","(31.0, 38.0, 35.2)","(11.0, 15.0, 14.8125)"
12-01-2023 18:25:35.088549,"(3.3, 4.0, 3.9555555555555557)","(7.5, 9.8, 9.82281879194631)","(12.0, 16.0, 15.6)","(1.8, 2.1, 2.07188679245283)","(31.0, 38.0, 36.333333333333336)","(11.0, 15.0, 14.62962962962963)"
12-01-2023 18:25:36.195621,"(3.3, 4.0, 3.963636363636364)","(7.5, 10.0, 9.82281879194631)","(12.0, 16.0, 15.848484848484848)","(1.8, 2.08, 2.07177033492823)","(31.0, 38.0, 36.333333333333336)","(11.0, 15.0, 14.618181818181817)"
12-01-2023 18:25:37.278055,"(3.3, 4.0, 3.956818181818182)","(7.5, 10.0, 9.82281879194631)","(12.0, 16.0, 15.848484848484848)","(1.8, 2.08, 2.0697029702970298)","(31.0, 38.0, 33.142857142857146)","(11.0, 15.0, 14.68421052631579)"
12-01-2023 18:25:38.418657,"(3.3, 4.0, 3.9723214285714286)","(7.5, 10.0, 9.827450980392157)","(12.0, 16.5, 16.033333333333335)","(1.8, 2.08, 2.0697029702970298)","(31.0, 36.0, 33.142857142857146)","(11.0, 15.0, 14.68421052631579)"
12-01-2023 18:25:39.531572,"(3.3, 4.0, 3.970192307692308)","(7.5, 10.0, 9.827450980392157)","(12.0, 16.5, 15.970588235294118)","(1.8, 2.08, 2.0585106382978724)","(31.0, 36.0, 32.44444444444444)","(11.0, 15.0, 14.702479338842975)"
12-01-2023 18:25:40.638297,"(3.3, 4.0, 3.9655172413793105)","(7.5, 9.8, 9.797727272727274)","(12.0, 16.0, 15.975)","(1.8, 2.08, 2.0957600000000003)","(31.0, 36.0, 33.0)","(11.0, 15.0, 14.646153846153846)"
12-01-2023 18:25:41.736439,"(3.3, 4.0, 3.9319444444444445)","(7.5, 9.8, 9.768932038834953)","(12.0, 16.0, 15.975)","(1.8, 2.1, 2.096016260162602)","(31.0, 34.0, 32.5)","(11.0, 15.0, 14.556291390728477)"
12-01-2023 18:25:42.843153,"(3.3, 4.0, 3.9507812500000004)","(7.5, 9.8, 9.715789473684211)","(12.0, 16.0, 16.058823529411764)","(1.8, 2.1, 2.10904347826087)","(31.0, 34.0, 32.15384615384615)","(11.0, 15.0, 14.556291390728477)"
12-01-2023 18:25:44.148778,"(3.3, 4.0, 3.955479452054795)","(7.5, 9.6, 9.5625)","(12.0, 16.5, 16.058823529411764)","(1.8, 2.12, 2.0601587301587303)","(31.0, 34.0, 32.0)","(11.0, 15.0, 14.556291390728477)"
12-01-2023 18:25:45.729079,"(3.3, 4.0, 4.03135593220339)","(7.5, 9.6, 9.674285714285714)","(12.0, 16.5, 15.928571428571429)","(1.8, 2.08, 2.0574)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.591549295774648)"
12-01-2023 18:25:46.995440,"(3.3, 4.1, 4.03135593220339)","(7.5, 9.8, 9.703448275862069)","(12.0, 16.0, 15.981481481481481)","(1.8, 2.06, 2.0564864864864867)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.58)"
12-01-2023 18:25:48.193263,"(3.3, 4.1, 4.032173913043478)","(7.5, 9.8, 9.703448275862069)","(12.0, 16.5, 16.009803921568626)","(1.8, 2.06, 2.0564864864864867)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.58)"
12-01-2023 18:25:49.329860,"(3.3, 4.1, 4.037931034482758)","(7.5, 9.8, 9.703448275862069)","(12.0, 16.5, 15.983870967741936)","(1.8, 2.06, 2.0501639344262297)","(31.0, 34.0, 32.833333333333336)","(11.0, 15.0, 14.58)"
12-01-2023 18:25:50.455911,"(3.3, 4.1, 4.064285714285714)","(7.5, 9.8, 9.703448275862069)","(12.0, 16.5, 16.241935483870968)","(1.8, 2.06, 2.048730650154799)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.571428571428571)"
12-01-2023 18:25:51.539828,"(3.3, 4.1, 4.089010989010989)","(7.5, 9.8, 9.673684210526316)","(12.0, 16.5, 16.62857142857143)","(1.8, 2.06, 2.039047619047619)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.58)"
12-01-2023 18:25:52.667999,"(3.3, 4.1, 4.057857142857142)","(7.5, 9.8, 9.683636363636364)","(12.0, 17.0, 17.285714285714285)","(1.8, 2.04, 2.0375555555555556)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.58)"
12-01-2023 18:25:53.845915,"(3.3, 4.1, 4.059027777777778)","(7.5, 9.8, 9.683636363636364)","(12.0, 17.5, 17.46875)","(1.8, 2.04, 2.0392)","(31.0, 34.0, 33.25)","(11.0, 15.0, 14.591836734693878)"
12-01-2023 18:25:54.911685,"(3.3, 4.1, 4.050375939849624)","(7.5, 9.8, 9.683636363636364)","(12.0, 17.5, 17.46875)","(1.8, 2.04, 2.0324719101123594)","(31.0, 34.0, 33.666666666666664)","(11.0, 15.0, 14.591836734693878)"
12-01-2023 18:25:55.976036,"(3.3, 4.1, 4.05)","(7.5, 9.8, 9.683636363636364)","(12.0, 17.5, 17.473684210526315)","(1.8, 2.04, 2.032512315270936)","(31.0, 34.0, 32.8)","(11.0, 15.0, 14.664122137404581)"
12-01-2023 18:25:57.093358,"(3.3, 4.1, 4.059756097560975)","(7.5, 10.0, 9.519387755102041)","(13.0, 17.5, 17.4)","(1.8, 2.04, 2.0327638190954773)","(31.0, 34.0, 32.8)","(11.0, 15.0, 14.776785714285714)"
12-01-2023 18:25:58.186934,"(3.3, 4.1, 4.075968992248062)","(7.5, 9.8, 9.712727272727273)","(13.0, 17.5, 17.4)","(1.8, 2.04, 2.032039800995025)","(31.0, 34.0, 32.8)","(11.0, 15.0, 14.774774774774775)"
12-01-2023 18:25:59.376357,"(3.3, 4.1, 4.076515151515151)","(7.5, 9.8, 9.65294117647059)","(13.0, 17.5, 17.4)","(1.8, 2.04, 2.0541342756183747)","(31.0, 34.0, 32.8)","(11.0, 15.0, 14.774774774774775)"
12-01-2023 18:26:00.528800,"(3.3, 4.1, 4.076515151515151)","(7.5, 9.8, 9.64375)","(13.0, 17.5, 17.125)","(1.8, 2.06, 2.0562331838565022)","(31.0, 34.0, 32.8)","(11.0, 15.0, 14.774774774774775)"
12-01-2023 18:26:01.635965,"(3.4, 4.1, 4.062857142857142)","(7.5, 9.8, 9.64375)","(13.0, 17.5, 17.295454545454547)","(1.8, 2.06, 2.004463768115942)","(31.0, 34.0, 33.2)","(11.0, 15.0, 14.647058823529411)"
12-01-2023 18:26:02.939187,"(3.4, 4.2, 4.118518518518519)","(7.5, 9.8, 9.742857142857144)","(13.0, 17.5, 17.38888888888889)","(1.8, 2.02, 1.9975833333333333)","(31.0, 34.0, 33.333333333333336)","(11.0, 15.0, 14.666666666666666)"
12-01-2023 18:26:04.150498,"(3.4, 4.2, 4.118518518518519)","(7.5, 9.8, 9473.231578947369)","(13.0, 17.5, 9998.5)","(1.8, 2.02, 9998.5)","(31.0, 36.0, 9998.5)","(11.0, 15.0, 9998.5)"
12-01-2023 18:26:05.252196,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:06.296833,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:07.615536,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:08.809217,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:10.149287,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:11.186283,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
12-01-2023 18:26:12.308983,"(3.4, 99998, 9998.5)","(7.5, 99998, 9998.5)","(13.0, 99998, 9998.5)","(1.8, 99998, 9998.5)","(31.0, 99998, 9998.5)","(11.0, 99998, 9998.5)"
