,Tarantula,Henryk Bale,Barefoot Di,Lucius Malfoy,Blazing Infrared,Harlem Shuffle,Big Jim Buzz,Winlock All Over
10-01-2023 19:45:35.280266,"(7.5, 11.5, 10.987804878048781)","(15.0, 20.0, 18.90909090909091)","(8.5, 12.0, 11.464285714285714)","(8.0, 10.0, 9.866666666666667)","(10.0, 14.5, 14.46875)","(13.0, 23.0, 21.58823529411765)","(14.0, 16.0, 15.394736842105264)","(1.75, 2.06, 2.034712643678161)"
10-01-2023 19:45:36.409144,"(7.5, 11.5, 11.162162162162161)","(15.0, 20.0, 16.572727272727274)","(8.5, 12.0, 11.782608695652174)","(8.0, 10.5, 10.040816326530612)","(10.0, 13.5, 13.470588235294118)","(13.0, 23.0, 22.153846153846153)","(14.0, 15.0, 14.694444444444445)","(1.75, 2.06, 2.0438095238095237)"
10-01-2023 19:45:37.487153,"(7.5, 11.5, 11.2)","(15.0, 17.5, 17.41715976331361)","(8.5, 12.5, 12.02)","(8.0, 10.5, 10.152173913043478)","(10.0, 14.0, 13.958333333333334)","(13.0, 23.0, 21.58823529411765)","(14.0, 15.0, 14.767441860465116)","(1.75, 2.06, 2.034712643678161)"
10-01-2023 19:45:38.564863,"(7.5, 11.5, 11.314814814814815)","(15.0, 18.0, 17.96551724137931)","(8.5, 12.5, 11.882352941176471)","(8.0, 10.5, 10.14)","(10.0, 13.5, 13.15)","(13.0, 23.0, 21.545454545454547)","(14.0, 15.0, 14.987804878048781)","(1.75, 2.06, 2.046923076923077)"
10-01-2023 19:45:39.570504,"(7.5, 11.5, 11.314814814814815)","(15.0, 17.0, 16.695652173913043)","(8.5, 12.5, 11.919354838709678)","(8.0, 10.5, 10.153846153846153)","(10.0, 13.5, 13.15)","(13.0, 23.0, 21.545454545454547)","(14.0, 15.5, 14.987804878048781)","(1.75, 2.06, 2.046923076923077)"
10-01-2023 19:45:40.564373,"(7.5, 11.5, 11.314814814814815)","(15.0, 17.0, 16.695652173913043)","(8.5, 12.5, 11.919354838709678)","(8.0, 10.5, 10.153846153846153)","(10.0, 13.5, 13.15)","(13.0, 23.0, 21.545454545454547)","(13.0, 15.5, 14.987804878048781)","(1.75, 2.06, 2.046923076923077)"
10-01-2023 19:45:41.601427,"(7.5, 11.5, 11.38)","(15.0, 17.0, 16.5561797752809)","(8.5, 12.0, 11.944444444444445)","(8.0, 10.5, 10.12962962962963)","(10.0, 16.0, 14.3125)","(13.0, 23.0, 22.06382978723404)","(13.0, 15.0, 14.9)","(1.75, 2.06, 2.03438202247191)"
10-01-2023 19:45:42.683409,"(7.5, 11.5, 11.38)","(15.0, 17.5, 16.55)","(8.5, 12.5, 11.75)","(8.0, 10.5, 10.14)","(10.0, 14.5, 14.3125)","(13.0, 23.0, 22.020408163265305)","(13.0, 15.0, 14.6875)","(1.75, 2.06, 2.0428571428571427)"
10-01-2023 19:45:43.832581,"(7.5, 11.0, 10.706521739130435)","(15.0, 18.5, 18.055555555555557)","(8.5, 12.0, 11.6)","(8.0, 10.5, 10.153846153846153)","(10.0, 15.0, 14.833333333333334)","(13.0, 23.0, 22.020408163265305)","(13.0, 15.0, 14.6875)","(1.75, 2.06, 2.0428571428571427)"
10-01-2023 19:45:44.965171,"(7.5, 11.0, 10.630434782608695)","(15.0, 18.5, 18.35)","(8.5, 12.0, 11.52)","(8.0, 10.5, 10.153846153846153)","(10.0, 15.5, 14.857142857142858)","(13.0, 23.0, 22.020408163265305)","(13.0, 15.0, 15.14)","(1.75, 2.06, 2.042456140350877)"
10-01-2023 19:45:46.073531,"(7.5, 11.0, 10.733333333333333)","(15.0, 18.0, 17.846153846153847)","(8.5, 12.0, 11.464285714285714)","(8.0, 10.5, 10.153846153846153)","(10.0, 15.0, 14.90909090909091)","(13.0, 23.0, 22.153846153846153)","(13.0, 15.5, 15.05)","(1.75, 2.06, 2.0405882352941176)"
10-01-2023 19:45:47.175623,"(7.5, 11.0, 10.753846153846155)","(15.0, 18.0, 17.5)","(8.5, 12.0, 11.464285714285714)","(8.0, 10.5, 10.153846153846153)","(10.0, 15.0, 14.90909090909091)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 15.033333333333333)","(1.75, 2.06, 2.042222222222222)"
10-01-2023 19:45:48.214188,"(7.5, 11.0, 10.958333333333334)","(15.0, 17.5, 16.25)","(8.5, 12.0, 11.464285714285714)","(8.0, 10.5, 10.125)","(10.0, 15.0, 14.90909090909091)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 15.033333333333333)","(1.75, 2.06, 2.042222222222222)"
10-01-2023 19:45:49.207304,"(7.5, 11.0, 10.958333333333334)","(15.0, 17.5, 16.25)","(8.5, 12.0, 11.464285714285714)","(8.0, 10.5, 10.125)","(10.0, 15.0, 14.90909090909091)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 15.033333333333333)","(1.75, 2.06, 2.042222222222222)"
10-01-2023 19:45:50.337671,"(7.5, 11.5, 11.365384615384615)","(15.0, 18.5, 18.242857142857144)","(8.5, 12.0, 11.53125)","(8.0, 10.5, 9.916666666666668)","(10.0, 15.5, 14.555555555555555)","(13.0, 23.0, 22.153846153846153)","(13.0, 15.5, 15.166666666666666)","(1.75, 2.06, 2.038095238095238)"
10-01-2023 19:45:51.535306,"(7.5, 11.5, 11.365384615384615)","(15.0, 19.0, 17.75)","(8.5, 12.0, 11.53125)","(8.0, 10.5, 10.087301587301587)","(10.0, 15.5, 14.555555555555555)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 15.203703703703704)","(1.75, 2.06, 2.034871794871795)"
10-01-2023 19:45:52.707197,"(7.5, 11.5, 11.108695652173912)","(15.0, 18.5, 18.25)","(8.5, 12.0, 11.53125)","(8.0, 10.5, 10.119047619047619)","(10.0, 15.5, 14.555555555555555)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 15.203703703703704)","(1.75, 2.06, 2.0348148148148146)"
10-01-2023 19:45:53.813988,"(7.5, 11.5, 11.134615384615385)","(15.0, 17.0, 16.818181818181817)","(8.5, 12.0, 11.53125)","(8.0, 10.5, 10.288461538461538)","(10.0, 15.5, 14.555555555555555)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.5, 14.928571428571429)","(1.75, 2.06, 2.0309090909090908)"
10-01-2023 19:45:54.865327,"(7.5, 11.5, 11.058823529411764)","(15.0, 16.5, 16.357142857142858)","(8.5, 12.0, 11.53125)","(8.0, 11.0, 10.606382978723405)","(10.0, 15.5, 14.555555555555555)","(13.0, 23.0, 22.185185185185187)","(13.0, 15.0, 15.333333333333334)","(1.75, 2.06, 2.0335537190082644)"
10-01-2023 19:45:55.831413,"(7.5, 11.5, 11.159090909090908)","(15.0, 16.0, 15.833333333333334)","(8.5, 12.0, 11.53125)","(8.0, 10.5, 10.347826086956522)","(10.0, 15.5, 14.916666666666666)","(13.0, 23.0, 22.161290322580644)","(13.0, 15.5, 15.4375)","(1.75, 2.06, 2.0335537190082644)"
10-01-2023 19:45:56.975110,"(7.5, 11.5, 11.047619047619047)","(15.0, 16.0, 15.583333333333334)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.25)","(10.0, 15.5, 15.666666666666666)","(13.0, 23.0, 21.657894736842106)","(13.0, 15.5, 15.76923076923077)","(1.75, 2.06, 2.0309090909090908)"
10-01-2023 19:45:58.144098,"(7.5, 11.5, 11.047619047619047)","(15.0, 16.0, 15.583333333333334)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.234375)","(10.0, 16.5, 16.38235294117647)","(13.0, 22.0, 21.428571428571427)","(13.0, 16.0, 15.642857142857142)","(1.75, 2.06, 2.0309090909090908)"
10-01-2023 19:45:59.316322,"(7.5, 11.5, 11.159090909090908)","(15.0, 16.0, 15.880952380952381)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.16)","(10.0, 17.0, 16.25)","(13.0, 22.0, 21.428571428571427)","(13.0, 16.0, 15.433333333333334)","(1.75, 2.06, 2.0303703703703704)"
10-01-2023 19:46:00.490959,"(7.5, 11.5, 11.159090909090908)","(15.0, 16.0, 15.880952380952381)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.16)","(10.0, 17.0, 16.25)","(13.0, 22.0, 21.393939393939394)","(13.0, 16.0, 15.371428571428572)","(1.75, 2.06, 2.0303703703703704)"
10-01-2023 19:46:01.456387,"(7.5, 11.5, 11.058823529411764)","(15.0, 16.0, 15.880952380952381)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.16)","(10.0, 17.0, 16.357142857142858)","(13.0, 22.0, 21.393939393939394)","(13.0, 16.0, 15.371428571428572)","(1.75, 2.06, 2.0303703703703704)"
10-01-2023 19:46:02.426544,"(7.5, 11.5, 11.058823529411764)","(14.0, 16.0, 15.880952380952381)","(8.5, 12.0, 11.615384615384615)","(8.0, 10.5, 10.16)","(10.0, 17.0, 16.357142857142858)","(13.0, 22.0, 21.393939393939394)","(13.0, 16.0, 15.371428571428572)","(1.75, 2.06, 2.0303703703703704)"
10-01-2023 19:46:03.580884,"(7.5, 11.5, 11.120689655172415)","(14.0, 16.0, 15.923076923076923)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(10.0, 17.0, 15.625)","(13.0, 22.0, 21.323529411764707)","(13.0, 15.5, 15.236842105263158)","(1.75, 2.06, 2.0403030303030305)"
10-01-2023 19:46:04.651019,"(7.5, 11.5, 11.041666666666666)","(14.0, 16.0, 15.923076923076923)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(10.0, 17.0, 16.083333333333332)","(13.0, 22.0, 21.323529411764707)","(13.0, 15.5, 15.236842105263158)","(1.75, 2.06, 2.0416666666666665)"
10-01-2023 19:46:05.775247,"(7.5, 11.5, 11.041666666666666)","(14.0, 16.0, 15.94)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(10.0, 17.0, 16.083333333333332)","(13.0, 22.0, 21.323529411764707)","(13.0, 15.5, 14.934782608695652)","(1.75, 2.06, 2.0513725490196077)"
10-01-2023 19:46:06.811320,"(7.5, 11.5, 11.041666666666666)","(14.0, 16.0, 15.923076923076923)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(10.0, 17.0, 16.083333333333332)","(13.0, 22.0, 21.323529411764707)","(13.0, 15.5, 14.98)","(1.75, 2.06, 2.048536585365854)"
10-01-2023 19:46:07.826588,"(7.5, 11.5, 11.041666666666666)","(14.0, 16.0, 15.978260869565217)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(11.0, 17.0, 16.083333333333332)","(13.0, 22.0, 21.323529411764707)","(13.0, 15.5, 14.970588235294118)","(1.75, 2.08, 2.050344827586207)"
10-01-2023 19:46:08.909581,"(7.5, 11.5, 11.120689655172415)","(14.0, 16.5, 16.25862068965517)","(8.5, 12.0, 11.507462686567164)","(8.0, 10.5, 10.173076923076923)","(11.0, 17.0, 16.25)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.5, 14.970588235294118)","(1.75, 2.08, 2.050344827586207)"
10-01-2023 19:46:10.053722,"(7.5, 11.5, 11.041666666666666)","(14.0, 16.5, 16.25862068965517)","(8.5, 12.0, 11.835365853658537)","(8.0, 10.5, 10.173076923076923)","(11.0, 17.0, 16.25)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.5, 14.833333333333334)","(1.75, 2.08, 2.0426315789473684)"
10-01-2023 19:46:11.168523,"(7.5, 11.5, 11.037037037037036)","(14.0, 16.5, 16.25862068965517)","(8.5, 12.0, 11.866279069767442)","(8.0, 10.5, 10.173076923076923)","(11.0, 17.0, 16.25)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.0, 14.833333333333334)","(1.75, 2.06, 2.0442253521126763)"
10-01-2023 19:46:12.305459,"(7.5, 11.5, 11.08974358974359)","(14.0, 16.5, 16.25862068965517)","(8.5, 12.0, 11.866279069767442)","(8.0, 10.5, 10.173076923076923)","(11.0, 17.0, 16.25)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.0, 14.833333333333334)","(1.75, 2.06, 2.0442253521126763)"
10-01-2023 19:46:13.401964,"(7.5, 11.5, 11.08974358974359)","(14.0, 16.5, 16.24074074074074)","(8.5, 12.0, 11.866279069767442)","(8.0, 10.5, 10.15)","(11.0, 17.0, 16.11111111111111)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.0, 14.673076923076923)","(1.75, 2.06, 2.045977011494253)"
10-01-2023 19:46:14.455565,"(7.5, 11.5, 11.03225806451613)","(14.0, 16.0, 15.875)","(8.5, 12.0, 11.866279069767442)","(8.0, 10.5, 10.15)","(11.0, 17.0, 16.11111111111111)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.0, 14.75925925925926)","(1.75, 2.06, 2.046046511627907)"
10-01-2023 19:46:15.470573,"(7.5, 11.5, 11.134615384615385)","(14.0, 16.0, 15.7)","(8.5, 12.0, 11.89873417721519)","(8.0, 10.5, 10.14516129032258)","(11.0, 17.0, 16.379310344827587)","(13.0, 22.0, 21.14814814814815)","(13.0, 15.0, 14.787878787878787)","(1.75, 2.06, 2.0451851851851854)"
10-01-2023 19:46:16.607000,"(7.5, 11.5, 11.14516129032258)","(14.0, 16.0, 15.477272727272727)","(8.5, 12.5, 12.527272727272727)","(8.0, 10.5, 10.120689655172415)","(11.0, 17.0, 16.125)","(13.0, 22.0, 21.169811320754718)","(13.0, 15.0, 14.970588235294118)","(1.75, 2.06, 2.032)"
10-01-2023 19:46:17.677871,"(7.5, 11.5, 11.14516129032258)","(14.0, 15.5, 15.477272727272727)","(8.5, 13.0, 11.807692307692308)","(8.0, 10.5, 10.222222222222221)","(11.0, 17.0, 16.625)","(13.0, 22.0, 21.169811320754718)","(13.0, 15.0, 15.125)","(1.75, 2.06, 2.013571428571429)"
10-01-2023 19:46:18.802499,"(7.5, 11.5, 11.134615384615385)","(14.0, 16.0, 15.757575757575758)","(8.5, 12.5, 11.368421052631579)","(8.0, 10.5, 10.297297297297296)","(11.0, 17.0, 16.727272727272727)","(13.0, 22.0, 21.30909090909091)","(13.0, 15.5, 15.476190476190476)","(1.75, 2.04, 2.0226415094339623)"
10-01-2023 19:46:19.908268,"(7.5, 12.0, 11.5625)","(14.0, 16.0, 15.813953488372093)","(8.5, 11.5, 11.36)","(8.0, 10.5, 10.297297297297296)","(11.0, 17.0, 16.565217391304348)","(13.0, 22.0, 21.2)","(13.0, 15.5, 15.476190476190476)","(1.75, 2.04, 2.0206349206349206)"
10-01-2023 19:46:20.965360,"(7.5, 12.0, 11.608695652173912)","(14.0, 15.5, 15.486486486486486)","(8.5, 11.5, 11.36)","(8.0, 10.5, 10.297297297297296)","(11.0, 17.0, 16.565217391304348)","(13.0, 22.0, 21.2)","(13.0, 15.5, 15.470588235294118)","(1.75, 2.04, 2.016923076923077)"
10-01-2023 19:46:21.965413,"(7.5, 12.0, 11.651515151515152)","(14.0, 16.0, 15.969696969696969)","(8.5, 12.0, 11.787234042553191)","(8.0, 10.5, 10.289473684210526)","(11.0, 17.0, 16.615384615384617)","(13.0, 22.0, 21.074074074074073)","(13.0, 16.0, 15.157894736842104)","(1.75, 2.02, 2.0207058823529414)"
10-01-2023 19:46:22.955335,"(7.5, 12.0, 11.692307692307692)","(14.0, 16.0, 15.95)","(8.5, 12.0, 11.75)","(8.0, 10.5, 10.318181818181818)","(11.0, 17.0, 16.615384615384617)","(13.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.09375)","(1.75, 2.04, 2.0106976744186045)"
10-01-2023 19:46:24.041179,"(7.5, 12.0, 11.904761904761905)","(14.0, 16.0, 15.947368421052632)","(9.0, 12.0, 11.875)","(8.0, 10.5, 10.318181818181818)","(11.0, 17.0, 16.736842105263158)","(13.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.09375)","(1.75, 2.02, 2.0106976744186045)"
10-01-2023 19:46:25.140956,"(7.5, 12.0, 11.930232558139535)","(14.0, 16.0, 15.96875)","(9.0, 12.0, 11.875)","(8.0, 10.5, 10.313953488372093)","(11.0, 17.0, 16.736842105263158)","(13.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.09375)","(1.75, 2.02, 2.01125)"
10-01-2023 19:46:26.296327,"(8.0, 12.0, 11.930232558139535)","(14.0, 16.0, 15.96875)","(9.0, 12.0, 11.875)","(8.5, 10.5, 10.472972972972974)","(13.0, 17.0, 16.736842105263158)","(14.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.136363636363637)","(1.75, 2.02, 2.010666666666667)"
10-01-2023 19:46:27.369397,"(8.0, 12.0, 11.930232558139535)","(14.0, 16.0, 15.96875)","(9.0, 12.0, 11.893617021276595)","(8.5, 10.5, 10.460526315789474)","(13.0, 17.0, 16.8)","(14.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.227272727272727)","(1.75, 2.02, 2.0087179487179485)"
10-01-2023 19:46:28.474600,"(8.0, 12.0, 11.930232558139535)","(14.0, 16.0, 15.961538461538462)","(9.0, 12.0, 11.893617021276595)","(8.5, 11.0, 10.553191489361701)","(13.0, 17.0, 16.7)","(14.0, 22.0, 21.074074074074073)","(13.0, 15.5, 15.18421052631579)","(1.75, 2.02, 2.008421052631579)"
10-01-2023 19:46:29.499739,"(8.0, 12.0, 11.911111111111111)","(14.0, 16.0, 15.974358974358974)","(9.0, 12.5, 12.188888888888888)","(8.5, 11.0, 10.553191489361701)","(13.0, 17.0, 16.7)","(14.0, 22.0, 21.105263157894736)","(13.0, 15.5, 14.893939393939394)","(1.75, 2.02, 2.00675)"
10-01-2023 19:46:30.540593,"(8.0, 12.0, 11.906976744186046)","(14.0, 16.0, 15.883720930232558)","(9.0, 12.5, 12.188888888888888)","(8.5, 11.0, 10.642201834862385)","(13.0, 17.0, 16.7)","(14.0, 22.0, 21.105263157894736)","(13.0, 15.5, 14.882352941176471)","(1.75, 2.02, 2.0052307692307694)"
10-01-2023 19:46:31.717647,"(8.0, 12.0, 11.902439024390244)","(14.0, 15.5, 15.487179487179487)","(9.0, 12.5, 12.22549019607843)","(8.5, 11.0, 10.660714285714286)","(13.0, 17.0, 16.728813559322035)","(14.0, 22.0, 21.105263157894736)","(13.0, 15.5, 14.882352941176471)","(1.75, 2.02, 2.004931506849315)"
10-01-2023 19:46:32.822631,"(8.0, 12.0, 11.817307692307692)","(14.0, 16.0, 15.893617021276595)","(9.0, 12.5, 12.22549019607843)","(8.5, 11.0, 10.627118644067796)","(13.0, 18.0, 16.944444444444443)","(14.0, 22.0, 21.105263157894736)","(13.0, 15.5, 14.947368421052632)","(1.75, 2.02, 2.011020408163265)"
10-01-2023 19:46:33.944630,"(8.0, 12.0, 11.779661016949152)","(14.0, 15.5, 15.488372093023255)","(9.0, 12.5, 12.340425531914894)","(8.5, 11.0, 10.725)","(13.0, 17.0, 17.0)","(14.0, 22.0, 22.275862068965516)","(13.0, 15.5, 15.340909090909092)","(1.75, 2.02, 1.9664285714285714)"
10-01-2023 19:46:35.046389,"(8.0, 11.0, 10.9)","(14.0, 15.5, 15.214285714285714)","(9.0, 13.0, 12.347826086956522)","(8.5, 11.0, 10.85135135135135)","(13.0, 17.5, 17.357142857142858)","(14.0, 23.0, 22.229166666666668)","(13.0, 15.5, 15.347826086956522)","(1.75, 1.97, 1.962222222222222)"
10-01-2023 19:46:36.119893,"(8.0, 11.0, 10.928571428571429)","(14.0, 15.5, 15.26)","(9.0, 13.0, 12.673913043478262)","(8.5, 11.0, 10.85135135135135)","(13.0, 17.5, 17.357142857142858)","(14.0, 23.0, 22.20754716981132)","(13.0, 15.5, 15.347826086956522)","(1.75, 1.97, 1.9573333333333334)"
10-01-2023 19:46:37.162859,"(8.0, 11.5, 11.142857142857142)","(14.0, 15.5, 15.26)","(9.0, 13.0, 12.605263157894736)","(8.5, 11.0, 10.85135135135135)","(13.0, 17.5, 17.208333333333332)","(14.0, 23.0, 22.203703703703702)","(13.0, 15.5, 15.275862068965518)","(1.75, 1.97, 1.9679487179487178)"
10-01-2023 19:46:38.202006,"(8.0, 11.5, 11.125)","(14.0, 15.5, 15.4375)","(9.0, 13.0, 12.58)","(8.5, 11.0, 10.85135135135135)","(13.0, 17.5, 17.357142857142858)","(14.0, 23.0, 21.333333333333332)","(13.0, 15.5, 15.229166666666666)","(1.75, 1.97, 1.9695744680851064)"
10-01-2023 19:46:39.260152,"(8.0, 11.5, 11.200934579439252)","(14.0, 15.5, 15.42)","(9.0, 13.0, 12.574074074074074)","(8.5, 11.0, 10.842857142857143)","(13.0, 17.5, 17.208333333333332)","(14.0, 22.0, 21.483870967741936)","(13.0, 15.5, 15.267857142857142)","(1.75, 1.99, 1.9683333333333333)"
10-01-2023 19:46:40.361263,"(8.0, 11.5, 11.209090909090909)","(14.0, 15.5, 15.394736842105264)","(9.0, 13.0, 12.625)","(8.5, 11.0, 10.842857142857143)","(13.0, 17.5, 17.357142857142858)","(14.0, 22.0, 21.535714285714285)","(13.0, 15.5, 15.267857142857142)","(1.75, 1.98, 1.9677551020408164)"
10-01-2023 19:46:41.480245,"(8.0, 11.5, 11.175438596491228)","(14.0, 15.5, 15.416666666666666)","(9.0, 13.0, 12.766666666666667)","(8.5, 11.0, 10.838235294117647)","(13.0, 17.5, 17.208333333333332)","(14.0, 22.0, 21.434782608695652)","(13.0, 15.5, 15.267857142857142)","(1.75, 1.98, 1.9639393939393939)"
10-01-2023 19:46:42.548670,"(8.0, 11.5, 11.181034482758621)","(14.0, 15.5, 15.394736842105264)","(9.0, 13.0, 12.766666666666667)","(8.5, 11.0, 10.838235294117647)","(13.0, 17.5, 17.375)","(14.0, 22.0, 21.434782608695652)","(13.0, 15.5, 15.267857142857142)","(1.75, 1.97, 1.9556521739130435)"
10-01-2023 19:46:43.625516,"(8.0, 11.5, 11.048780487804878)","(14.0, 15.5, 15.3)","(9.0, 13.0, 12.766666666666667)","(8.5, 11.0, 10.865853658536585)","(13.0, 18.5, 17.857142857142858)","(14.0, 22.0, 21.434782608695652)","(13.0, 15.5, 15.267857142857142)","(1.75, 1.96, 1.9544444444444444)"
10-01-2023 19:46:44.724062,"(8.0, 11.0, 10.869565217391305)","(14.0, 15.5, 15.4)","(9.0, 13.0, 12.827586206896552)","(8.5, 11.0, 10.883720930232558)","(13.0, 18.5, 18.1)","(14.0, 22.0, 21.454545454545453)","(13.0, 15.5, 15.375)","(1.75, 1.96, 1.95625)"
10-01-2023 19:46:45.797154,"(8.0, 11.0, 10.788461538461538)","(14.0, 16.0, 15.533333333333333)","(9.0, 13.0, 12.82)","(8.5, 11.0, 10.875)","(13.0, 18.5, 17.7)","(14.0, 22.0, 21.454545454545453)","(13.0, 15.5, 15.357142857142858)","(1.75, 1.96, 1.9566666666666666)"
10-01-2023 19:46:46.876253,"(8.0, 11.0, 10.732142857142858)","(14.0, 16.0, 15.692307692307692)","(9.0, 13.0, 12.82)","(8.5, 11.0, 10.875)","(13.0, 18.5, 17.75)","(14.0, 22.0, 21.454545454545453)","(13.0, 15.5, 15.277777777777779)","(1.75, 1.97, 1.9689655172413794)"
10-01-2023 19:46:48.014875,"(8.0, 11.0, 10.583333333333334)","(14.0, 16.0, 15.692307692307692)","(9.0, 13.0, 12.766666666666667)","(8.5, 11.0, 10.875)","(13.0, 18.0, 17.833333333333332)","(14.0, 22.0, 21.454545454545453)","(13.0, 15.5, 15.25)","(1.75, 1.97, 1.9766666666666666)"
10-01-2023 19:46:49.131883,"(8.0, 11.0, 10.558823529411764)","(14.0, 15.5, 15.444444444444445)","(9.0, 13.0, 12.766666666666667)","(8.5, 11.0, 10.875)","(13.0, 18.0, 17.833333333333332)","(14.0, 22.0, 21.344827586206897)","(13.0, 15.5, 15.25)","(1.75, 1.98, 1.9764)"
10-01-2023 19:46:50.270618,"(8.0, 11.0, 10.534883720930232)","(14.0, 15.5, 15.695652173913043)","(9.0, 13.0, 12.482142857142858)","(8.5, 11.0, 10.765625)","(13.0, 18.0, 17.72222222222222)","(14.0, 22.0, 22.322580645161292)","(13.0, 15.5, 15.252747252747254)","(1.75, 1.99, 1.968936170212766)"
10-01-2023 19:46:51.426098,"(8.0, 11.0, 10.5)","(14.0, 16.0, 15.695652173913043)","(9.0, 12.5, 12.576923076923077)","(8.5, 11.0, 10.807692307692308)","(13.0, 18.5, 17.8)","(14.0, 23.0, 22.571428571428573)","(13.0, 16.0, 15.410714285714286)","(1.75, 1.98, 1.9590178571428571)"
10-01-2023 19:46:52.603456,"(8.0, 11.0, 10.585714285714285)","(14.0, 16.0, 15.78125)","(9.0, 13.0, 12.633333333333333)","(8.5, 11.0, 10.779069767441861)","(13.0, 18.5, 17.75)","(14.0, 23.0, 22.61904761904762)","(13.0, 15.5, 15.352941176470589)","(1.75, 1.96, 1.9637430167597765)"
10-01-2023 19:46:53.830365,"(8.0, 11.0, 10.585714285714285)","(14.0, 16.0, 15.840909090909092)","(9.0, 13.0, 12.617647058823529)","(8.5, 11.0, 10.772727272727273)","(13.0, 18.5, 17.78)","(14.0, 23.0, 22.59090909090909)","(13.0, 15.5, 15.391304347826086)","(1.75, 1.97, 1.9645562130177514)"
10-01-2023 19:46:54.998483,"(8.0, 11.0, 10.602739726027398)","(14.0, 16.0, 15.789473684210526)","(9.0, 13.0, 12.63888888888889)","(8.5, 11.0, 10.772727272727273)","(13.0, 18.5, 17.818181818181817)","(14.0, 23.0, 23.416666666666668)","(13.0, 15.5, 15.435897435897436)","(1.75, 1.97, 1.9633727810650887)"
10-01-2023 19:46:56.170450,"(8.0, 11.0, 10.591549295774648)","(14.0, 16.0, 15.6)","(9.0, 13.0, 12.666666666666666)","(8.5, 11.0, 10.772727272727273)","(13.0, 18.5, 17.818181818181817)","(14.0, 24.0, 23.46153846153846)","(13.0, 15.5, 15.435897435897436)","(1.75, 1.97, 1.9672027972027972)"
10-01-2023 19:46:57.223556,"(8.0, 11.0, 10.591549295774648)","(14.0, 16.0, 15.666666666666666)","(9.0, 13.0, 12.666666666666666)","(8.5, 11.0, 10.772727272727273)","(13.0, 18.5, 17.818181818181817)","(14.0, 24.0, 23.46153846153846)","(13.0, 15.5, 15.233333333333333)","(1.75, 1.97, 1.9661842105263156)"
10-01-2023 19:46:58.232707,"(8.0, 11.0, 10.591549295774648)","(14.0, 16.0, 15.708333333333334)","(9.0, 13.0, 12.666666666666666)","(8.5, 11.0, 10.735294117647058)","(13.0, 18.5, 17.818181818181817)","(14.0, 24.0, 23.4)","(13.0, 16.0, 15.146067415730338)","(1.75, 1.97, 1.9671830985915493)"
10-01-2023 19:46:59.300929,"(8.0, 11.0, 10.591549295774648)","(14.0, 15.5, 15.441176470588236)","(9.0, 13.0, 12.666666666666666)","(8.5, 11.0, 10.921052631578947)","(13.0, 18.5, 17.818181818181817)","(14.0, 24.0, 23.59090909090909)","(13.0, 16.0, 15.133333333333333)","(1.75, 1.97, 1.9667123287671233)"
10-01-2023 19:47:00.406446,"(8.0, 11.0, 10.591549295774648)","(14.0, 16.0, 15.535714285714286)","(9.0, 13.0, 12.666666666666666)","(8.5, 11.0, 10.92)","(13.0, 18.5, 17.791666666666668)","(14.0, 24.0, 23.393939393939394)","(13.0, 15.5, 15.181818181818182)","(1.75, 1.97, 1.9679020979020978)"
10-01-2023 19:47:01.517383,"(8.0, 11.0, 10.591549295774648)","(14.0, 16.0, 15.46875)","(9.0, 13.0, 12.628571428571428)","(8.5, 11.0, 10.862068965517242)","(13.0, 18.0, 17.76923076923077)","(14.0, 24.0, 23.393939393939394)","(13.0, 15.5, 15.310344827586206)","(1.75, 1.97, 1.968581560283688)"
