,Fallon Jewel,Smash Jagger,Goldstar Vargas,Silky Skylar,Impressive Amy,Retread Pete,Beau View Winnie,Homebush Bluey
06-01-2023 11:54:25.664612,"(11.0, 15.5, 14.5)","(6.5, 11.0, 10.152941176470588)","(5.0, 8.8, 7.2)","(11.0, 27.0, 24.25)","(17.0, 100.0, 34.13636363636364)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 13.9)","(4.8, 7.4, 6.25)"
06-01-2023 11:54:26.799040,"(11.0, 15.5, 14.5)","(6.5, 11.0, 10.152941176470588)","(5.0, 8.8, 7.428571428571429)","(11.0, 27.0, 24.125)","(17.0, 100.0, 34.13636363636364)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 13.9)","(4.8, 7.4, 5.55)"
06-01-2023 11:54:27.921206,"(11.0, 15.5, 14.5)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.8, 8.23529411764706)","(11.0, 27.0, 24.125)","(17.0, 100.0, 34.13636363636364)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 13.9)","(4.8, 7.8, 6.766666666666667)"
06-01-2023 11:54:28.979164,"(11.0, 15.5, 14.5)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.8, 8.23529411764706)","(11.0, 27.0, 24.125)","(17.0, 100.0, 34.13636363636364)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 13.9)","(4.8, 7.6, 6.766666666666667)"
06-01-2023 11:54:30.007381,"(11.0, 15.5, 13.681818181818182)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.6, 7.236363636363636)","(11.0, 27.0, 24.125)","(17.0, 100.0, 34.13636363636364)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 13.9)","(4.8, 7.6, 6.766666666666667)"
06-01-2023 11:54:31.114122,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.2, 7.018181818181818)","(11.0, 27.0, 24.125)","(17.0, 100.0, 52.0)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 15.55)","(4.8, 7.6, 6.766666666666667)"
06-01-2023 11:54:32.207248,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.0, 7.2)","(11.0, 27.0, 24.125)","(17.0, 100.0, 63.75)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 15.55)","(4.8, 7.6, 6.766666666666667)"
06-01-2023 11:54:33.334392,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.466666666666667)","(11.0, 27.0, 24.125)","(17.0, 95.0, 63.75)","(2.6, 2.78, 2.7266666666666666)","(11.0, 17.5, 15.55)","(4.8, 7.6, 5.757142857142857)"
06-01-2023 11:54:34.446255,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.466666666666667)","(11.0, 27.0, 24.125)","(17.0, 95.0, 63.75)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.5, 15.55)","(4.8, 7.4, 5.483333333333333)"
06-01-2023 11:54:35.511171,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.95)","(11.0, 27.0, 24.125)","(17.0, 95.0, 63.75)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.5, 13.9)","(4.8, 7.4, 5.483333333333333)"
06-01-2023 11:54:36.555424,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.95)","(11.0, 27.0, 24.125)","(17.0, 95.0, 63.75)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.5, 13.9)","(4.8, 7.4, 5.483333333333333)"
06-01-2023 11:54:37.665158,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.95)","(11.0, 27.0, 25.85)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.5, 12.833333333333334)","(4.8, 7.4, 5.483333333333333)"
06-01-2023 11:54:38.750178,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.971428571428572)","(5.0, 8.4, 7.95)","(11.0, 27.0, 24.25)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.5, 14.25)","(4.8, 7.4, 5.483333333333333)"
06-01-2023 11:54:39.947593,"(11.0, 15.0, 13.857142857142858)","(6.5, 11.0, 9.057142857142857)","(5.0, 8.4, 7.95)","(11.0, 27.0, 24.25)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.0, 14.25)","(4.8, 7.4, 5.2375)"
06-01-2023 11:54:41.132299,"(11.0, 14.5, 13.28125)","(6.5, 11.0, 9.057142857142857)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.25)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.0, 14.25)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:42.358081,"(11.0, 14.5, 13.173076923076923)","(6.5, 11.0, 9.057142857142857)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.375)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.0, 13.7)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:43.533850,"(11.0, 14.5, 13.173076923076923)","(6.5, 11.0, 9.057142857142857)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.375)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.7421052631578946)","(11.0, 17.0, 13.7)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:44.728970,"(11.0, 14.5, 13.173076923076923)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.375)","(17.0, 95.0, 72.5)","(2.6, 2.78, 2.75)","(11.0, 17.0, 13.7)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:45.889814,"(11.0, 14.5, 13.173076923076923)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.375)","(17.0, 95.0, 83.75)","(2.6, 2.78, 2.75)","(11.0, 17.0, 12.5)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:47.138961,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 22.8)","(17.0, 95.0, 83.75)","(2.6, 2.78, 2.75)","(11.0, 17.0, 14.0)","(4.8, 6.2, 5.2375)"
06-01-2023 11:54:48.261988,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 23.625)","(17.0, 95.0, 87.5)","(2.6, 2.78, 2.75)","(11.0, 17.0, 12.125)","(4.8, 6.2, 5.747058823529412)"
06-01-2023 11:54:49.434666,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 23.625)","(17.0, 95.0, 87.5)","(2.6, 2.78, 3.10375)","(11.0, 17.0, 12.125)","(4.8, 6.2, 5.507407407407407)"
06-01-2023 11:54:50.599806,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 23.625)","(17.0, 95.0, 87.5)","(2.6, 3.15, 3.10375)","(11.0, 17.0, 11.692307692307692)","(4.8, 6.2, 5.507407407407407)"
06-01-2023 11:54:51.733691,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 24.944444444444443)","(17.0, 95.0, 87.5)","(2.6, 3.15, 3.10375)","(11.0, 17.0, 14.3)","(4.8, 6.2, 5.397297297297297)"
06-01-2023 11:54:52.853577,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 24.944444444444443)","(17.0, 95.0, 87.5)","(2.6, 3.15, 3.10375)","(11.0, 16.5, 13.0625)","(4.8, 6.2, 5.199999999999999)"
06-01-2023 11:54:53.997892,"(11.0, 14.0, 13.272727272727273)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 24.944444444444443)","(17.0, 95.0, 87.5)","(2.6, 3.15, 2.876923076923077)","(11.0, 16.5, 13.0625)","(4.8, 6.0, 5.199999999999999)"
06-01-2023 11:54:55.132552,"(11.0, 14.0, 12.09090909090909)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 24.944444444444443)","(17.0, 95.0, 87.5)","(2.6, 2.96, 2.876923076923077)","(11.0, 16.5, 13.0625)","(4.8, 6.0, 5.199999999999999)"
06-01-2023 11:54:56.283621,"(11.0, 14.0, 11.571428571428571)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 25.5)","(17.0, 95.0, 87.5)","(2.6, 2.96, 2.876923076923077)","(11.0, 16.5, 13.0625)","(4.8, 6.0, 5.324999999999999)"
06-01-2023 11:54:57.455404,"(11.0, 14.0, 11.428571428571429)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 23.875)","(17.0, 95.0, 87.5)","(2.6, 2.96, 2.876923076923077)","(11.0, 16.5, 13.0625)","(4.8, 6.0, 5.3)"
06-01-2023 11:54:58.644736,"(11.0, 13.5, 12.9)","(6.5, 11.0, 10.028571428571428)","(5.0, 8.4, 8.154545454545456)","(11.0, 26.0, 24.625)","(17.0, 95.0, 87.5)","(2.6, 2.96, 3.033333333333333)","(11.0, 16.5, 13.0625)","(4.8, 6.2, 5.3538461538461535)"
06-01-2023 11:54:59.819535,"(11.0, 13.5, 11.7)","(6.5, 11.0, 9.6)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.32142857142857)","(17.0, 95.0, 74.0)","(2.6, 3.15, 3.033333333333333)","(11.0, 16.5, 12.333333333333334)","(4.8, 6.2, 5.3538461538461535)"
06-01-2023 11:55:00.946515,"(11.0, 13.5, 11.7)","(6.5, 11.0, 9.6)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.32142857142857)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.033333333333333)","(11.0, 16.0, 12.0)","(4.8, 6.2, 5.3538461538461535)"
06-01-2023 11:55:02.049455,"(11.0, 13.5, 11.833333333333334)","(6.5, 8.8, 8.305882352941177)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 25.714285714285715)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.033333333333333)","(11.0, 16.0, 14.2)","(4.8, 6.2, 5.3538461538461535)"
06-01-2023 11:55:03.127778,"(11.0, 13.5, 11.833333333333334)","(6.5, 8.8, 8.305882352941177)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 25.714285714285715)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.033333333333333)","(11.0, 16.0, 14.2)","(4.8, 6.2, 5.3538461538461535)"
06-01-2023 11:55:04.257609,"(11.0, 13.5, 11.833333333333334)","(6.5, 8.8, 8.305882352941177)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.875)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.033333333333333)","(11.0, 16.0, 14.2)","(4.8, 6.2, 5.3304347826086955)"
06-01-2023 11:55:05.389254,"(11.0, 13.5, 11.833333333333334)","(6.5, 11.0, 10.690909090909091)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 24.875)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.143856209150327)","(11.0, 16.0, 14.8)","(4.8, 6.2, 5.5)"
06-01-2023 11:55:06.535642,"(11.0, 13.5, 11.833333333333334)","(6.5, 11.0, 9.866666666666667)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.4)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.0681818181818183)","(11.0, 16.0, 14.8)","(4.8, 5.8, 5.5)"
06-01-2023 11:55:07.673603,"(11.0, 13.5, 11.357142857142858)","(6.5, 11.0, 9.6)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.4)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.1452222222222224)","(11.0, 16.0, 14.153846153846153)","(4.8, 5.8, 5.1499999999999995)"
06-01-2023 11:55:08.801191,"(11.0, 13.5, 11.357142857142858)","(6.5, 11.0, 9.6)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.64)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.1449068322981364)","(11.0, 16.0, 12.347826086956522)","(4.8, 6.2, 5.1499999999999995)"
06-01-2023 11:55:09.912157,"(11.0, 13.5, 11.357142857142858)","(6.5, 11.0, 9.219047619047618)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.64)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.1450943396226414)","(11.0, 16.0, 11.636363636363637)","(4.8, 6.2, 5.43)"
06-01-2023 11:55:10.908331,"(11.0, 13.5, 13.023809523809524)","(6.5, 10.5, 9.67142857142857)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.64)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.0677777777777777)","(11.0, 16.0, 11.636363636363637)","(4.8, 6.2, 5.43)"
06-01-2023 11:55:12.026318,"(11.0, 13.5, 13.023809523809524)","(6.5, 10.0, 9.314285714285715)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.64)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.111111111111111)","(11.0, 16.0, 11.636363636363637)","(4.8, 6.2, 5.43)"
06-01-2023 11:55:13.081270,"(11.0, 13.5, 13.023809523809524)","(6.5, 10.0, 9.314285714285715)","(5.0, 8.4, 8.154545454545456)","(11.0, 27.0, 26.64)","(17.0, 90.0, 74.0)","(2.6, 3.15, 3.113157894736842)","(11.0, 16.0, 11.636363636363637)","(4.8, 6.2, 5.466666666666667)"
06-01-2023 11:55:14.162361,"(11.0, 13.5, 13.023809523809524)","(6.5, 10.0, 8.35)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 90.0, 74.0)","(2.5, 3.15, 3.113157894736842)","(10.0, 16.0, 11.636363636363637)","(4.8, 6.0, 5.466666666666667)"
06-01-2023 11:55:15.239511,"(11.0, 13.5, 13.023809523809524)","(6.5, 10.0, 8.129999999999999)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 90.0, 74.0)","(2.5, 3.15, 3.1294117647058823)","(10.0, 16.0, 11.636363636363637)","(4.8, 6.0, 5.325)"
06-01-2023 11:55:16.374315,"(11.0, 13.5, 13.023809523809524)","(6.5, 9.8, 8.466666666666667)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 90.0, 74.0)","(2.5, 3.15, 3.1294117647058823)","(10.0, 16.0, 12.9)","(4.8, 6.2, 5.1499999999999995)"
06-01-2023 11:55:17.393721,"(11.0, 13.5, 13.12962962962963)","(6.5, 9.8, 8.466666666666667)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 90.0, 74.0)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.9)","(4.8, 6.2, 5.1499999999999995)"
06-01-2023 11:55:18.409531,"(11.0, 13.5, 13.120253164556962)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 7.2)","(12.0, 27.0, 26.64)","(18.0, 90.0, 74.0)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.9)","(4.8, 6.2, 5.102990033222591)"
06-01-2023 11:55:19.488293,"(11.0, 13.5, 13.120253164556962)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 90.0, 87.75)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.357142857142858)","(4.8, 6.0, 5.3)"
06-01-2023 11:55:20.596010,"(11.0, 13.5, 13.254098360655737)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 110.0, 45.75)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.357142857142858)","(4.8, 5.9, 5.3)"
06-01-2023 11:55:21.719927,"(11.0, 13.5, 13.254098360655737)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 120.0, 45.75)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.357142857142858)","(4.8, 5.9, 5.3)"
06-01-2023 11:55:22.842963,"(11.0, 13.5, 13.254098360655737)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 120.0, 61.2)","(2.5, 3.15, 3.1294117647058823)","(10.0, 13.5, 12.357142857142858)","(4.8, 5.9, 5.74)"
06-01-2023 11:55:23.875264,"(11.0, 13.5, 13.254098360655737)","(6.5, 9.8, 9.16842105263158)","(5.0, 8.4, 8.154545454545456)","(12.0, 27.0, 26.64)","(18.0, 120.0, 61.2)","(2.5, 3.15, 3.071875)","(10.0, 13.5, 12.357142857142858)","(4.8, 5.9, 5.74)"
06-01-2023 11:55:24.973821,"(11.0, 13.5, 13.254098360655737)","(6.5, 9.8, 8.883333333333333)","(5.0, 8.4, 7.212000000000001)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 68.11764705882354)","(2.5, 3.1, 2.916)","(10.0, 13.5, 12.461538461538462)","(4.8, 5.9, 5.74)"
06-01-2023 11:55:26.127419,"(11.0, 13.5, 13.204724409448819)","(6.5, 9.8, 8.883333333333333)","(5.0, 8.4, 7.689473684210526)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.3, 3.1133333333333333)","(10.0, 13.0, 12.266666666666666)","(4.8, 5.9, 5.82)"
06-01-2023 11:55:27.264644,"(11.0, 13.5, 13.204724409448819)","(6.5, 9.8, 8.883333333333333)","(5.0, 8.0, 7.0)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.25, 3.045)","(10.0, 13.0, 12.266666666666666)","(4.8, 5.9, 5.3133333333333335)"
06-01-2023 11:55:28.451185,"(11.0, 13.5, 13.204724409448819)","(6.5, 9.8, 8.883333333333333)","(5.0, 7.8, 7.433333333333334)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.25, 2.9)","(10.0, 13.0, 11.95)","(4.8, 5.9, 5.3133333333333335)"
06-01-2023 11:55:29.657661,"(11.0, 13.5, 13.204724409448819)","(6.5, 9.8, 9.244444444444445)","(5.0, 7.8, 7.0)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.2, 2.9)","(10.0, 13.0, 11.95)","(4.8, 5.9, 5.485714285714286)"
06-01-2023 11:55:30.859265,"(11.0, 13.5, 13.204724409448819)","(6.5, 9.8, 9.066666666666668)","(5.0, 7.8, 7.171428571428571)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.2, 2.9)","(10.0, 13.0, 11.95)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:32.010767,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.083333333333334)","(5.0, 7.8, 7.171428571428571)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 87.33333333333334)","(2.5, 3.2, 2.9)","(10.0, 13.0, 11.34)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:33.152776,"(11.0, 13.5, 13.155963302752294)","(6.5, 10.0, 9.083333333333334)","(5.0, 7.8, 7.433333333333334)","(12.0, 27.0, 26.67857142857143)","(18.0, 120.0, 94.8)","(2.5, 3.2, 3.125)","(10.0, 12.5, 11.76)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:34.244915,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.095238095238095)","(5.0, 7.8, 7.433333333333334)","(12.0, 27.0, 26.67857142857143)","(18.0, 100.0, 94.8)","(2.5, 3.2, 3.0472727272727274)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:35.307698,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.095238095238095)","(5.0, 7.8, 7.311111111111111)","(12.0, 27.0, 25.0)","(18.0, 100.0, 88.18181818181819)","(2.5, 3.2, 3.041176470588235)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:36.530772,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.387096774193548)","(5.0, 7.8, 7.311111111111111)","(12.0, 27.0, 26.2)","(18.0, 100.0, 88.18181818181819)","(2.5, 3.2, 3.1849261083743845)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:37.720572,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.387096774193548)","(5.0, 7.8, 7.0)","(12.0, 27.0, 26.6)","(18.0, 100.0, 88.18181818181819)","(2.5, 3.2, 3.08)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:38.875954,"(11.0, 13.5, 13.204724409448819)","(6.5, 10.0, 9.387096774193548)","(5.0, 7.8, 7.311111111111111)","(12.0, 27.0, 26.6)","(18.0, 100.0, 88.18181818181819)","(2.5, 3.2, 3.1133333333333333)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:40.015026,"(11.0, 13.0, 12.953703703703704)","(6.5, 10.0, 9.387096774193548)","(5.0, 7.8, 7.0)","(12.0, 27.0, 26.166666666666668)","(18.0, 100.0, 68.33333333333333)","(2.5, 3.25, 2.908333333333333)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:41.229946,"(11.0, 13.0, 12.963302752293577)","(6.5, 10.0, 9.387096774193548)","(5.0, 7.8, 7.311111111111111)","(12.0, 27.0, 26.166666666666668)","(18.0, 100.0, 74.66666666666666)","(2.5, 3.25, 2.9219999999999997)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:42.371126,"(11.0, 13.0, 12.921052631578947)","(7.0, 10.0, 9.387096774193548)","(5.0, 7.8, 7.311111111111111)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 74.66666666666666)","(2.6, 3.25, 2.885)","(10.0, 13.0, 11.974358974358974)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:43.459491,"(11.0, 13.0, 12.921052631578947)","(7.0, 10.0, 9.387096774193548)","(5.0, 7.8, 6.822222222222222)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 74.66666666666666)","(2.6, 3.2, 2.885)","(10.0, 13.0, 12.627906976744185)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:44.534843,"(11.0, 13.0, 12.963302752293577)","(7.0, 10.0, 9.387096774193548)","(5.0, 7.8, 6.822222222222222)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 72.85714285714286)","(2.6, 3.2, 2.885)","(10.0, 13.0, 12.627906976744185)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:45.699655,"(11.0, 13.0, 12.921052631578947)","(7.0, 9.8, 9.417391304347827)","(5.0, 7.8, 7.171428571428571)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 72.85714285714286)","(2.6, 3.2, 2.885)","(10.0, 13.0, 12.563636363636363)","(4.8, 5.7, 5.366666666666666)"
06-01-2023 11:55:46.919728,"(11.0, 13.0, 12.90625)","(7.0, 9.8, 9.417391304347827)","(5.0, 7.8, 6.822222222222222)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 72.85714285714286)","(2.6, 3.2, 2.885)","(10.0, 13.0, 12.563636363636363)","(4.8, 5.7, 5.485714285714286)"
06-01-2023 11:55:48.147599,"(11.0, 13.0, 12.956043956043956)","(7.0, 9.4, 9.36923076923077)","(5.0, 7.8, 7.171428571428571)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 58.333333333333336)","(2.6, 3.2, 2.871)","(10.0, 13.0, 12.563636363636363)","(4.8, 5.7, 5.557142857142857)"
06-01-2023 11:55:49.393585,"(11.0, 13.0, 12.90625)","(7.0, 9.4, 9.36923076923077)","(5.0, 7.8, 7.171428571428571)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 37.5)","(2.6, 3.15, 3.045)","(10.0, 13.0, 12.563636363636363)","(4.8, 5.7, 5.557142857142857)"
06-01-2023 11:55:50.582871,"(11.0, 13.0, 12.956043956043956)","(7.0, 9.4, 9.36923076923077)","(5.0, 7.8, 6.822222222222222)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 37.5)","(2.6, 3.25, 2.850454545454545)","(10.0, 13.0, 12.627906976744185)","(4.8, 5.7, 5.407692307692307)"
06-01-2023 11:55:51.767461,"(11.0, 13.0, 12.963302752293577)","(7.0, 9.4, 9.36923076923077)","(5.0, 7.8, 6.516666666666667)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 58.333333333333336)","(2.6, 3.3, 2.8309090909090906)","(10.0, 13.0, 12.625)","(4.8, 5.6, 5.407692307692307)"
06-01-2023 11:55:52.913603,"(11.0, 13.0, 12.921052631578947)","(7.0, 9.4, 9.36923076923077)","(5.0, 8.4, 6.533333333333333)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 58.333333333333336)","(2.6, 2.84, 2.8666666666666667)","(10.0, 13.0, 12.625)","(4.8, 5.6, 5.05)"
06-01-2023 11:55:54.006054,"(11.0, 13.0, 12.921052631578947)","(7.0, 9.4, 9.363636363636363)","(5.0, 8.0, 6.6000000000000005)","(13.0, 27.0, 26.166666666666668)","(18.0, 100.0, 46.42857142857143)","(2.6, 3.2, 3.1580000000000004)","(10.0, 13.0, 12.625)","(4.8, 5.6, 5.05)"
06-01-2023 11:55:55.092389,"(11.0, 13.0, 12.929203539823009)","(7.0, 9.4, 9.363636363636363)","(5.0, 8.0, 6.62)","(13.0, 27.0, 25.27777777777778)","(18.0, 100.0, 58.333333333333336)","(2.6, 3.2, 3.095985401459854)","(10.0, 13.0, 14.986928104575163)","(4.8, 5.6, 5.04)"
06-01-2023 11:55:56.346404,"(11.0, 13.0, 12.889830508474576)","(7.0, 9.4, 9.363636363636363)","(5.0, 8.0, 6.407692307692308)","(13.0, 26.0, 25.27777777777778)","(18.0, 100.0, 58.333333333333336)","(2.6, 3.15, 3.095985401459854)","(10.0, 15.0, 14.5)","(4.8, 5.6, 5.04)"
06-01-2023 11:55:57.452412,"(11.0, 13.0, 12.889830508474576)","(7.0, 9.4, 9.363636363636363)","(5.0, 8.0, 6.407692307692308)","(13.0, 26.0, 25.27777777777778)","(18.0, 100.0, 46.42857142857143)","(2.6, 3.15, 3.095985401459854)","(10.0, 16.5, 14.25)","(4.8, 5.6, 5.04)"
06-01-2023 11:55:58.663011,"(11.0, 13.0, 12.889830508474576)","(7.0, 9.4, 9.363636363636363)","(5.0, 8.0, 6.466666666666667)","(13.0, 26.0, 23.833333333333332)","(18.0, 100.0, 46.42857142857143)","(2.6, 3.15, 2.95)","(10.0, 16.5, 14.1)","(4.8, 5.6, 5.505405405405405)"
