,Better Tomorrow,Samedi,Pentacost,Apollo Blu,Hunka Hunka Harry,One Man Band,Danali,Wynsome Maid,Princess Pancakes,Chelsea Toff,Luminara,Ski Zoom
07-01-2023 14:50:16.805896,"(5.5, 7.0, 6.996969696969697)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.5, 16.82)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.7)","(7.5, 9.2, 9.083582089552237)","(17.0, 21.0, 19.818181818181817)"
07-01-2023 14:50:18.076644,"(5.5, 7.0, 6.996969696969697)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.82)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.7)","(7.5, 9.2, 9.083582089552237)","(17.0, 21.0, 19.818181818181817)"
07-01-2023 14:50:19.411202,"(5.5, 7.0, 6.996969696969697)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.678571428571427)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.7)","(7.5, 9.2, 9.083582089552237)","(17.0, 21.0, 19.818181818181817)"
07-01-2023 14:50:20.714073,"(5.5, 7.0, 6.996969696969697)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.678571428571427)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:22.095331,"(5.5, 7.0, 7.266666666666667)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.678571428571427)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:23.451738,"(5.5, 7.4, 7.266666666666667)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.678571428571427)","(19.0, 29.0, 28.6)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:24.836078,"(5.5, 7.4, 7.266666666666667)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.678571428571427)","(19.0, 29.0, 28.77777777777778)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:26.133831,"(5.5, 7.4, 7.32)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.76923076923077)","(19.0, 29.0, 28.77777777777778)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:27.657069,"(5.5, 7.4, 7.32)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 23.275862068965516)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.76923076923077)","(19.0, 29.0, 28.77777777777778)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:29.018323,"(5.5, 7.4, 7.32)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.814814814814815)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.76923076923077)","(19.0, 29.0, 30.076923076923077)","(5.0, 6.0, 5.757692307692308)","(13.0, 18.5, 16.67391304347826)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:30.388350,"(5.5, 7.6, 7.48)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.838709677419354)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.545454545454547)","(15.0, 17.0, 16.76923076923077)","(19.0, 32.0, 29.4)","(5.0, 6.0, 5.751724137931035)","(13.0, 18.5, 17.25)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:31.719648,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.838709677419354)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.545454545454547)","(15.0, 17.0, 16.76923076923077)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.751724137931035)","(13.0, 18.0, 16.875)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:33.031680,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.838709677419354)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.76923076923077)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.751724137931035)","(13.0, 18.0, 16.875)","(7.5, 9.2, 8.853333333333333)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:34.409594,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.838709677419354)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 16.875)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:35.809683,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 16.875)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:37.161893,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 16.875)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:38.519590,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.545454545454547)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 30.076923076923077)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:39.830881,"(5.5, 8.0, 7.7)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 26.545454545454547)","(15.0, 17.0, 16.637931034482758)","(19.0, 32.0, 30.076923076923077)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:41.146904,"(5.5, 8.0, 7.5)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 25.4)","(15.0, 17.0, 16.637931034482758)","(19.0, 32.0, 29.4)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:42.471343,"(5.5, 8.0, 7.5)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.115384615384617)","(31.0, 55.0, 51.142857142857146)","(18.0, 29.0, 25.4)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.739473684210527)","(13.0, 18.0, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:43.841307,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.5)","(31.0, 55.0, 53.2)","(18.0, 29.0, 25.4)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.7441176470588236)","(13.0, 17.5, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:45.167217,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.5)","(31.0, 55.0, 53.2)","(18.0, 29.0, 25.4)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.7441176470588236)","(13.0, 17.5, 17.0)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:46.443748,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 22.5)","(31.0, 55.0, 53.2)","(18.0, 29.0, 25.4)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.7441176470588236)","(13.0, 17.5, 17.166666666666668)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:47.748544,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 23.0)","(31.0, 55.0, 45.0)","(18.0, 29.0, 26.0)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.5, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:49.038550,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 23.0)","(31.0, 55.0, 41.666666666666664)","(18.0, 29.0, 26.0)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:50.351327,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.764705882352942)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 29.0, 26.75)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:51.745220,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.428571428571429)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 26.75)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:53.143590,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.428571428571429)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.0)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:54.590326,"(5.5, 8.0, 7.454545454545455)","(5.0, 5.7, 5.442857142857143)","(7.5, 11.0, 10.428571428571429)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.0)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 16.8125)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.133333333333333)"
07-01-2023 14:50:56.028780,"(5.5, 8.0, 7.48)","(5.0, 5.7, 5.448387096774194)","(7.5, 11.0, 10.555555555555555)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(15.0, 17.0, 16.637931034482758)","(19.0, 30.0, 29.0)","(5.0, 6.0, 5.815384615384615)","(13.0, 17.0, 17.772727272727273)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.166666666666668)"
07-01-2023 14:50:57.469313,"(5.5, 7.8, 7.48)","(5.0, 5.7, 5.448387096774194)","(7.5, 11.0, 10.555555555555555)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(15.0, 17.0, 16.416666666666668)","(19.0, 30.0, 29.4)","(5.0, 6.0, 5.815384615384615)","(13.0, 18.0, 17.40909090909091)","(7.5, 9.2, 8.84)","(17.0, 21.0, 20.166666666666668)"
07-01-2023 14:50:58.922024,"(5.5, 8.0, 7.48)","(5.0, 5.7, 5.448387096774194)","(7.5, 11.0, 10.555555555555555)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(14.0, 16.5, 16.346153846153847)","(19.0, 30.0, 30.076923076923077)","(5.0, 6.0, 5.815384615384615)","(13.0, 18.5, 17.736842105263158)","(7.5, 9.2, 8.793750000000001)","(17.0, 21.0, 20.166666666666668)"
07-01-2023 14:51:00.306670,"(5.5, 7.8, 7.48)","(5.0, 5.7, 5.448387096774194)","(7.5, 11.0, 10.555555555555555)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(14.0, 16.5, 16.346153846153847)","(19.0, 32.0, 30.076923076923077)","(5.0, 6.0, 5.815384615384615)","(13.0, 18.0, 17.423076923076923)","(7.5, 8.8, 8.793750000000001)","(17.0, 21.0, 20.166666666666668)"
07-01-2023 14:51:01.692475,"(5.5, 8.0, 7.4750000000000005)","(5.0, 5.7, 5.448387096774194)","(7.5, 11.0, 10.555555555555555)","(18.0, 25.0, 23.0)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(14.0, 16.5, 15.75)","(19.0, 32.0, 30.076923076923077)","(5.0, 6.0, 5.815384615384615)","(13.0, 18.0, 17.423076923076923)","(7.5, 8.8, 8.72)","(17.0, 21.0, 20.166666666666668)"
07-01-2023 14:51:03.046928,"(5.5, 8.0, 7.4750000000000005)","(5.0, 5.7, 5.433333333333334)","(7.5, 11.0, 10.303030303030303)","(18.0, 25.0, 23.333333333333332)","(31.0, 50.0, 41.42857142857143)","(18.0, 32.0, 25.77777777777778)","(14.0, 16.5, 15.5)","(19.0, 32.0, 29.454545454545453)","(5.0, 6.0, 5.828571428571428)","(13.0, 18.0, 16.75)","(7.5, 8.8, 8.514285714285714)","(17.0, 21.0, 20.333333333333332)"
07-01-2023 14:51:04.444411,"(5.5, 8.0, 7.972093023255814)","(5.0, 5.7, 5.347549019607843)","(7.5, 11.0, 9.884848484848485)","(18.0, 25.0, 23.071428571428573)","(31.0, 50.0, 47.09090909090909)","(18.0, 32.0, 26.4)","(14.0, 16.5, 16.25)","(19.0, 30.0, 29.714285714285715)","(5.0, 6.0, 5.727586206896552)","(13.0, 17.5, 16.1)","(7.5, 8.6, 8.381818181818181)","(17.0, 21.0, 20.2)"
07-01-2023 14:51:05.833995,"(5.5, 8.0, 7.972093023255814)","(5.0, 5.4, 5.346766169154229)","(7.5, 11.0, 9.850000000000001)","(18.0, 24.0, 23.09090909090909)","(31.0, 50.0, 52.25)","(18.0, 32.0, 29.428571428571427)","(14.0, 16.5, 16.25)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.788888888888889)","(13.0, 17.0, 16.142857142857142)","(7.5, 8.6, 8.381818181818181)","(17.0, 21.0, 20.2)"
07-01-2023 14:51:07.304805,"(5.5, 8.0, 7.972093023255814)","(5.0, 5.4, 5.346766169154229)","(7.5, 11.0, 9.850000000000001)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.333333333333332)","(14.0, 16.5, 16.25)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.792857142857143)","(13.0, 17.0, 16.142857142857142)","(7.5, 8.6, 8.381818181818181)","(17.0, 21.0, 20.2)"
07-01-2023 14:51:08.734300,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.346766169154229)","(7.5, 11.0, 9.850000000000001)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 30.0, 28.333333333333332)","(14.0, 16.5, 16.35185185185185)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 8.6, 8.323076923076924)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:10.180897,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.346766169154229)","(7.5, 11.0, 9.850000000000001)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 30.0, 28.5)","(14.0, 16.5, 16.689655172413794)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.2, 8.289655172413793)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:11.599363,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.346766169154229)","(7.5, 11.0, 9.850000000000001)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 32.0, 29.666666666666668)","(14.0, 17.0, 16.545454545454547)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.2, 8.289655172413793)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:13.093004,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.346766169154229)","(7.5, 11.0, 10.2)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.545454545454547)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.763636363636364)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.2, 8.289655172413793)","(16.0, 21.0, 20.11111111111111)"
07-01-2023 14:51:14.591966,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.346766169154229)","(7.5, 11.0, 10.2)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.96590909090909)","(19.0, 30.0, 29.764705882352942)","(5.0, 5.9, 5.742105263157895)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.2, 8.289655172413793)","(16.0, 21.0, 20.11111111111111)"
07-01-2023 14:51:16.094668,"(5.5, 8.0, 7.972093023255814)","(4.8, 5.4, 5.325287356321839)","(7.5, 11.0, 10.071428571428571)","(18.0, 24.0, 23.09090909090909)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.5)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.2, 8.5)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:17.635014,"(5.5, 8.0, 7.976470588235294)","(4.8, 5.4, 5.325287356321839)","(7.5, 11.0, 10.071428571428571)","(18.0, 24.0, 23.083333333333332)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:19.151855,"(5.5, 8.0, 7.976470588235294)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.071428571428571)","(18.0, 24.0, 22.9)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:20.640757,"(5.5, 8.0, 7.976470588235294)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.587301587301587)","(18.0, 24.0, 22.9)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:22.126567,"(5.5, 8.0, 7.976470588235294)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.573770491803279)","(18.0, 24.0, 22.9)","(31.0, 55.0, 53.375)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:23.680839,"(5.5, 8.0, 7.972727272727273)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.573770491803279)","(18.0, 24.0, 22.9)","(31.0, 55.0, 45.714285714285715)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:25.115099,"(5.5, 8.0, 7.972727272727273)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.573770491803279)","(18.0, 24.0, 22.9)","(31.0, 55.0, 45.714285714285715)","(18.0, 32.0, 28.11111111111111)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.85185185185185)","(5.0, 5.9, 5.792857142857143)","(14.0, 17.0, 16.142857142857142)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.2)"
07-01-2023 14:51:26.544743,"(5.5, 8.0, 7.972727272727273)","(4.8, 5.4, 5.315584415584415)","(7.5, 11.0, 10.573770491803279)","(18.0, 24.0, 23.8)","(31.0, 55.0, 42.5)","(18.0, 32.0, 26.75)","(14.0, 17.0, 16.966666666666665)","(19.0, 30.0, 29.75)","(5.0, 5.9, 5.873333333333334)","(14.0, 17.0, 16.75)","(7.5, 9.0, 8.6)","(16.0, 21.0, 20.375)"
07-01-2023 14:51:28.024260,"(5.5, 8.0, 7.9)","(4.8, 5.4, 5.3)","(7.5, 11.0, 10.76)","(18.0, 24.0, 23.533333333333335)","(31.0, 55.0, 42.5)","(18.0, 32.0, 27.5)","(14.0, 17.0, 16.96590909090909)","(19.0, 30.0, 29.6)","(5.0, 5.9, 5.855555555555556)","(14.0, 17.0, 16.6)","(7.5, 9.0, 8.5)","(16.0, 21.0, 20.23076923076923)"
07-01-2023 14:51:29.479805,"(5.5, 8.0, 7.84)","(4.8, 5.3, 5.278313253012048)","(7.5, 11.0, 10.633333333333333)","(18.0, 25.0, 23.736842105263158)","(31.0, 55.0, 42.0)","(18.0, 30.0, 27.5)","(14.0, 17.0, 16.96808510638298)","(19.0, 30.0, 31.5)","(5.0, 5.9, 5.878947368421053)","(14.0, 17.0, 16.75)","(7.5, 9.0, 8.36)","(16.0, 21.0, 20.375)"
07-01-2023 14:51:30.941283,"(5.5, 8.0, 7.84)","(4.8, 5.3, 5.278313253012048)","(7.5, 11.0, 10.633333333333333)","(18.0, 25.0, 23.5)","(31.0, 50.0, 46.0)","(18.0, 32.0, 27.5)","(14.0, 17.0, 16.96808510638298)","(19.0, 32.0, 31.5)","(5.0, 5.9, 5.878947368421053)","(14.0, 17.0, 16.6)","(7.5, 9.0, 8.36)","(16.0, 21.0, 20.375)"
07-01-2023 14:51:32.438914,"(5.5, 8.0, 7.84)","(4.8, 5.3, 5.247058823529412)","(7.5, 11.0, 10.633333333333333)","(18.0, 25.0, 23.5)","(31.0, 50.0, 46.0)","(18.0, 32.0, 27.5)","(14.0, 17.0, 16.96808510638298)","(19.0, 32.0, 31.5)","(5.0, 5.9, 5.878947368421053)","(14.0, 17.0, 16.6)","(7.5, 9.0, 8.36)","(16.0, 21.0, 20.375)"
07-01-2023 14:51:33.812023,"(5.5, 8.0, 7.84)","(4.8, 5.3, 5.247058823529412)","(7.5, 11.0, 10.633333333333333)","(18.0, 25.0, 23.75)","(26.0, 50.0, 46.0)","(18.0, 32.0, 28.25)","(14.0, 17.0, 16.96808510638298)","(19.0, 32.0, 31.5)","(5.0, 5.9, 5.878947368421053)","(14.0, 17.0, 16.6)","(7.5, 9.0, 8.36)","(16.0, 21.0, 20.375)"
07-01-2023 14:51:35.222465,"(5.5, 8.0, 7.84)","(4.8, 5.3, 5.247058823529412)","(7.5, 11.0, 10.633333333333333)","(18.0, 24.0, 23.75)","(26.0, 50.0, 42.0)","(18.0, 32.0, 28.25)","(14.0, 17.0, 16.96808510638298)","(19.0, 32.0, 31.5)","(5.0, 5.9, 5.878947368421053)","(14.0, 17.0, 16.6)","(7.5, 9.0, 8.36)","(16.0, 21.0, 20.375)"
