,Shore Lanka,Global Beauty,Dimes Ambition,Kraken Jock,Redleg Bull Ant,Afro Puff,Our Rascal,Orson King
12-01-2023 08:24:24.254719,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:25.370625,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:26.391389,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:27.439198,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:28.471198,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:29.538376,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:30.607988,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:31.678990,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:32.747784,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:33.791132,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:34.827948,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:35.799184,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:36.814005,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:37.864199,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:38.953396,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:40.051781,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:41.127868,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:42.240609,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:43.364720,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:44.504370,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:45.713577,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:46.894357,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:48.048269,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:49.175746,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:50.284862,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:51.457537,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:52.536111,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:53.655514,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:54.817077,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:55.945687,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:57.041231,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 29.615384615384617)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:58.163568,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 40.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:24:59.345051,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:00.560247,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:01.729966,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:02.878719,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:03.985683,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:05.056668,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:06.176786,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:07.258698,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:08.336450,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:09.417180,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:10.530189,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:11.666329,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:12.741588,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:13.860611,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:14.934388,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:16.100345,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:17.418081,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:18.790059,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
12-01-2023 08:25:20.037590,"(20.0, 75.0, 62.608695652173914)","(5.0, 10.0, 8.514285714285714)","(6.0, 12.5, 10.615625)","(5.0, 11.5, 9.722222222222221)","(7.5, 15.0, 12.052631578947368)","(5.0, 10.5, 8.95945945945946)","(15.0, 38.0, 28.384615384615387)","(3.2, 5.2, 3.408333333333333)"
