,Shore Lanka,Global Beauty,Dimes Ambition,Kraken Jock,Redleg Bull Ant,Afro Puff,Our Rascal,Orson King
12-01-2023 08:52:01.163721,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.255555555555556)","(18.0, 60.0, 37.25)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:02.163044,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.255555555555556)","(18.0, 60.0, 37.25)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:03.171621,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.255555555555556)","(18.0, 60.0, 37.25)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:04.201396,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.255555555555556)","(18.0, 60.0, 37.25)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:05.164243,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.255555555555556)","(18.0, 60.0, 37.25)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:06.146837,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.35)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:07.107743,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:08.207798,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:09.224068,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:10.210296,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:11.195308,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:12.222990,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:13.244161,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:14.292497,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:15.324219,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:16.373772,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:17.445231,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:18.552591,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:19.641330,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:20.702837,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 17.5, 14.310526315789474)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:21.799600,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.652631578947368)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:22.904538,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.652631578947368)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:23.978948,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.652631578947368)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:25.095213,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.652631578947368)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:26.200588,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:27.203735,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:28.159516,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:29.181803,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:30.210061,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:31.220310,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:32.216820,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:33.170364,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:34.207016,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:35.195203,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:36.185042,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:37.210700,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 13.5, 9.073333333333334)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:38.271473,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:39.324802,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:40.358192,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:41.388974,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:42.425626,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:43.511370,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:44.601424,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.773333333333333)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:45.654007,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 8.96923076923077)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:46.687349,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 8.96923076923077)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:47.676595,"(21.0, 200.0, 72.14285714285714)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 8.96923076923077)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:48.721276,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 8.96923076923077)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:49.828016,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 6.466666666666667)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:50.951477,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:52.055844,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:53.083825,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:54.106720,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:55.148624,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:56.212311,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:57.286812,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:58.310388,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:52:59.308942,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:00.379814,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:01.455705,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:02.470238,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:03.491324,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:04.458095,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.24)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:05.467565,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 7.4799999999999995)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:06.498326,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:07.514466,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:08.490946,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:09.518094,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:10.614166,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:11.661437,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:12.685539,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:13.701032,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:14.747010,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:15.805379,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:16.901267,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 7.00909090909091)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:17.974592,"(21.0, 200.0, 88.125)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 6.6)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:19.064089,"(21.0, 200.0, 73.57142857142857)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 6.6)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:20.080085,"(21.0, 200.0, 73.57142857142857)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 6.6)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
12-01-2023 08:53:21.167388,"(21.0, 200.0, 73.57142857142857)","(5.0, 9.0, 7.9079999999999995)","(6.5, 12.0, 6.6)","(5.5, 15.0, 9.215384615384615)","(8.5, 18.0, 14.971428571428572)","(5.0, 10.5, 9.042857142857143)","(18.0, 60.0, 42.69230769230769)","(2.5, 2.92, 2.8541176470588234)"
