,Antarctic Ocean,Ashim,Shalaga,Beagle,Coastal Town,Belthil,Rich Memories,Trust Rusty,Rock Dee Jay,Navy Black,Pammy Joy,Pistachio,Tonys Kick
06-01-2023 14:59:14.106299,"(17.0, 19.5, 19.212871287128714)","(10.0, 11.0, 10.702985074626866)","(7.0, 8.4, 8.335272727272727)","(10.0, 11.5, 11.38950276243094)","(6.5, 7.2, 7.131868131868132)","(5.0, 6.2, 6.164070351758794)","(31.0, 55.0, 53.29545454545455)","(10.0, 12.5, 12.323033707865168)","(9.0, 11.5, 11.275092936802974)","(26.0, 38.0, 36.763636363636365)","(19.0, 24.0, 23.73404255319149)","(10.0, 12.0, 11.814126394052044)","(101.0, 310.0, 292.0)"
06-01-2023 14:59:15.729909,"(17.0, 19.5, 19.241803278688526)","(10.0, 11.0, 10.706060606060607)","(7.0, 8.4, 8.343076923076923)","(10.0, 11.5, 11.38950276243094)","(6.5, 7.2, 7.1624489795918365)","(5.0, 6.2, 6.164070351758794)","(31.0, 55.0, 53.88059701492537)","(10.0, 12.5, 12.31578947368421)","(9.0, 11.5, 11.284697508896798)","(26.0, 38.0, 35.97402597402598)","(19.0, 24.0, 23.709302325581394)","(10.0, 12.0, 11.814126394052044)","(101.0, 300.0, 270.0)"
06-01-2023 14:59:17.274578,"(17.0, 19.5, 19.239669421487605)","(10.0, 11.0, 10.71183800623053)","(7.0, 8.4, 8.314509803921569)","(10.0, 11.5, 11.38950276243094)","(6.5, 7.2, 7.161506276150628)","(5.0, 6.2, 6.148349056603774)","(41.0, 55.0, 53.88059701492537)","(10.0, 12.5, 12.31578947368421)","(9.0, 11.5, 11.284697508896798)","(26.0, 36.0, 36.40909090909091)","(19.0, 24.0, 23.63157894736842)","(10.0, 12.0, 11.798245614035087)","(101.0, 300.0, 295.0)"
06-01-2023 14:59:18.819627,"(17.0, 19.5, 19.239669421487605)","(10.0, 11.0, 10.71183800623053)","(7.0, 8.4, 8.172673267326733)","(10.0, 11.5, 11.396067415730338)","(6.5, 7.2, 7.1462121212121215)","(5.0, 6.2, 6.31625)","(41.0, 55.0, 57.333333333333336)","(10.0, 12.5, 12.295081967213115)","(9.0, 11.5, 10.862385321100918)","(26.0, 38.0, 36.611111111111114)","(19.0, 24.0, 23.66346153846154)","(10.0, 12.0, 11.755255255255255)","(101.0, 310.0, 285.0)"
06-01-2023 14:59:20.501655,"(17.0, 19.5, 19.239669421487605)","(10.0, 11.0, 10.5)","(7.5, 8.2, 8.165232974910394)","(10.0, 11.5, 11.729411764705882)","(6.5, 7.2, 7.1464150943396225)","(5.0, 6.4, 6.305982905982907)","(41.0, 60.0, 58.37837837837838)","(10.0, 12.5, 12.379213483146067)","(9.0, 11.0, 10.905579399141631)","(26.0, 38.0, 36.64705882352941)","(19.0, 24.0, 23.724770642201836)","(10.0, 12.0, 11.768465909090908)","(101.0, 310.0, 287.77777777777777)"
06-01-2023 14:59:22.126513,"(17.0, 19.5, 19.27007299270073)","(10.0, 10.5, 9.890756302521009)","(7.5, 8.2, 8.209655172413793)","(10.0, 12.0, 11.8625)","(6.5, 7.2, 7.177889447236181)","(5.0, 6.4, 6.317472118959108)","(41.0, 60.0, 59.03225806451613)","(10.0, 12.5, 12.744565217391305)","(9.0, 11.0, 10.970149253731343)","(26.0, 38.0, 36.95454545454545)","(19.0, 24.0, 23.858695652173914)","(10.0, 12.0, 11.787206266318538)","(101.0, 310.0, 268.3333333333333)"
06-01-2023 14:59:23.622209,"(17.0, 19.5, 19.298076923076923)","(10.0, 10.0, 9.890756302521009)","(7.5, 8.4, 8.209655172413793)","(10.0, 12.0, 11.8625)","(6.5, 7.2, 7.177889447236181)","(5.0, 6.4, 6.317472118959108)","(41.0, 60.0, 59.03225806451613)","(10.0, 13.0, 12.744565217391305)","(9.0, 11.0, 10.970149253731343)","(26.0, 38.0, 36.95454545454545)","(19.0, 24.0, 23.858695652173914)","(10.0, 12.0, 11.787206266318538)","(101.0, 310.0, 268.3333333333333)"
06-01-2023 14:59:25.251956,"(17.0, 19.5, 19.304347826086957)","(10.0, 9.6, 9.405980066445183)","(7.5, 8.4, 8.2354609929078)","(10.0, 12.0, 11.847457627118644)","(6.5, 7.2, 7.15)","(5.0, 6.4, 6.31731843575419)","(41.0, 60.0, 59.18918918918919)","(10.0, 13.0, 12.873015873015873)","(9.0, 11.0, 11.072538860103627)","(26.0, 38.0, 36.64)","(19.0, 24.0, 23.857142857142858)","(10.0, 12.0, 11.860691144708424)","(101.0, 300.0, 262.5)"
06-01-2023 14:59:26.913178,"(17.0, 18.5, 18.467032967032967)","(10.0, 9.6, 9.405980066445183)","(7.5, 8.4, 8.2354609929078)","(10.0, 12.0, 11.895)","(6.5, 7.2, 7.133333333333334)","(5.0, 6.4, 6.317009345794393)","(41.0, 60.0, 59.5)","(10.0, 13.0, 12.846153846153847)","(9.0, 11.5, 11.206293706293707)","(26.0, 38.0, 36.96774193548387)","(19.0, 24.0, 23.857142857142858)","(10.0, 12.0, 11.862473347547974)","(101.0, 300.0, 267.27272727272725)"
06-01-2023 14:59:28.412474,"(17.0, 18.5, 18.46551724137931)","(10.0, 9.6, 9.405980066445183)","(7.5, 8.4, 8.252830188679244)","(10.0, 12.0, 11.895)","(6.5, 7.2, 7.133333333333334)","(5.0, 6.4, 6.317009345794393)","(41.0, 60.0, 59.5)","(10.0, 13.0, 12.846153846153847)","(9.0, 11.5, 11.206293706293707)","(26.0, 38.0, 36.96774193548387)","(19.0, 24.0, 23.857142857142858)","(10.0, 12.0, 11.862473347547974)","(101.0, 300.0, 267.27272727272725)"
06-01-2023 14:59:29.955361,"(17.0, 18.5, 18.46153846153846)","(10.0, 9.6, 9.336395759717314)","(7.5, 8.4, 8.235897435897435)","(10.0, 12.0, 11.902777777777779)","(6.5, 7.2, 7.296551724137931)","(5.0, 6.4, 6.317872340425533)","(41.0, 60.0, 59.54545454545455)","(10.0, 13.0, 12.804878048780488)","(9.0, 11.5, 11.235955056179776)","(26.0, 38.0, 37.0)","(19.0, 25.0, 24.390243902439025)","(10.0, 12.0, 11.864779874213836)","(101.0, 300.0, 290.0)"
06-01-2023 14:59:31.544317,"(17.0, 18.5, 18.466666666666665)","(10.0, 9.4, 9.309154929577465)","(7.5, 8.4, 8.28)","(10.0, 12.0, 11.854166666666666)","(6.5, 7.4, 7.236065573770492)","(5.0, 6.4, 6.33368237347295)","(41.0, 60.0, 59.54545454545455)","(10.0, 13.0, 12.862068965517242)","(9.0, 11.5, 11.252)","(26.0, 38.0, 36.81481481481482)","(19.0, 25.0, 24.390243902439025)","(10.0, 12.0, 11.864779874213836)","(101.0, 290.0, 281.1111111111111)"
06-01-2023 14:59:33.065821,"(17.0, 18.5, 18.46875)","(10.0, 9.4, 9.222068965517241)","(7.5, 8.4, 8.274074074074074)","(10.0, 12.0, 11.87037037037037)","(6.5, 7.4, 7.242519685039371)","(5.0, 6.4, 6.335714285714286)","(41.0, 60.0, 59.6551724137931)","(10.0, 13.0, 12.788461538461538)","(9.0, 11.5, 11.29004329004329)","(26.0, 38.0, 37.17391304347826)","(19.0, 25.0, 24.444444444444443)","(10.0, 12.5, 12.094262295081966)","(101.0, 290.0, 282.0)"
06-01-2023 14:59:34.623376,"(17.0, 18.5, 18.398230088495577)","(10.0, 9.2, 8.91685393258427)","(7.5, 8.4, 8.331034482758621)","(10.0, 12.0, 11.704301075268818)","(6.5, 7.4, 7.19873417721519)","(5.0, 6.4, 6.410526315789474)","(41.0, 60.0, 59.82142857142857)","(10.0, 13.0, 12.465753424657533)","(9.0, 11.5, 11.115625)","(26.0, 38.0, 37.264367816091955)","(19.0, 25.0, 24.56)","(10.0, 12.5, 12.177083333333334)","(101.0, 300.0, 253.33333333333334)"
06-01-2023 14:59:36.244919,"(17.0, 18.5, 18.398230088495577)","(10.0, 9.0, 8.91685393258427)","(7.5, 8.4, 8.331034482758621)","(10.0, 12.0, 11.952380952380953)","(6.5, 7.4, 7.165333333333334)","(5.0, 6.6, 6.443043478260869)","(41.0, 60.0, 59.83870967741935)","(10.0, 12.5, 12.4609375)","(9.0, 11.5, 11.217821782178218)","(26.0, 38.0, 36.72)","(19.0, 25.0, 24.37037037037037)","(10.0, 12.5, 12.218181818181819)","(101.0, 300.0, 253.33333333333334)"
06-01-2023 14:59:38.522824,"(17.0, 19.0, 18.717171717171716)","(10.0, 9.0, 8.830379746835444)","(7.5, 8.4, 8.349019607843138)","(10.0, 11.5, 11.677685950413224)","(6.5, 7.2, 7.322727272727273)","(5.0, 6.6, 6.463138686131387)","(41.0, 60.0, 63.57142857142857)","(10.0, 12.5, 12.448132780082988)","(9.0, 11.5, 11.263485477178424)","(26.0, 38.0, 37.13513513513514)","(19.0, 25.0, 24.52777777777778)","(10.0, 12.5, 12.236559139784946)","(101.0, 300.0, 290.0)"
06-01-2023 14:59:40.510586,"(17.0, 19.0, 18.90566037735849)","(10.0, 9.0, 9.055)","(7.5, 8.4, 8.359302325581396)","(10.0, 12.0, 11.77699530516432)","(6.5, 7.4, 7.275757575757576)","(5.0, 6.6, 6.48328173374613)","(41.0, 65.0, 64.58333333333333)","(10.0, 12.5, 12.72027972027972)","(9.0, 11.5, 11.26086956521739)","(26.0, 38.0, 35.5)","(19.0, 25.0, 24.622222222222224)","(10.0, 12.5, 12.278280542986426)","(101.0, 310.0, 286.6666666666667)"
06-01-2023 14:59:42.307122,"(17.0, 19.0, 18.90566037735849)","(10.0, 9.2, 8.967741935483872)","(7.5, 8.4, 8.391608391608392)","(10.0, 12.0, 11.77699530516432)","(6.5, 7.4, 7.287671232876713)","(5.0, 6.6, 6.496137339055794)","(41.0, 65.0, 63.75)","(10.0, 13.0, 12.72027972027972)","(9.0, 11.5, 11.287719298245614)","(26.0, 36.0, 33.53846153846154)","(19.0, 25.0, 24.622222222222224)","(10.0, 12.5, 12.273148148148149)","(101.0, 350.0, 313.3333333333333)"
06-01-2023 14:59:44.045245,"(17.0, 19.0, 18.865384615384617)","(10.0, 9.0, 8.854237288135593)","(7.5, 8.4, 8.389808917197453)","(10.0, 12.0, 11.784090909090908)","(6.5, 7.4, 7.272619047619048)","(5.0, 6.6, 6.5344827586206895)","(41.0, 65.0, 59.55882352941177)","(10.0, 13.0, 12.736842105263158)","(9.0, 11.5, 11.337301587301587)","(26.0, 34.0, 34.6875)","(19.0, 25.0, 24.642105263157895)","(10.0, 12.5, 12.277272727272727)","(101.0, 310.0, 275.0)"
06-01-2023 14:59:45.772078,"(17.0, 19.0, 18.40714285714286)","(10.0, 9.0, 8.912727272727272)","(7.5, 8.4, 8.341025641025642)","(10.0, 12.0, 11.823834196891191)","(6.5, 7.4, 7.173376623376623)","(5.0, 6.6, 6.586118251928021)","(41.0, 60.0, 53.666666666666664)","(10.0, 13.0, 12.492753623188406)","(9.0, 11.5, 11.27699530516432)","(26.0, 32.0, 31.53)","(19.0, 26.0, 25.127659574468087)","(10.0, 12.5, 12.287769784172662)","(101.0, 350.0, 333.3333333333333)"
06-01-2023 14:59:47.501560,"(17.0, 18.5, 17.666666666666668)","(10.0, 9.0, 9.157714285714285)","(7.5, 8.4, 8.417543859649124)","(10.0, 12.0, 11.933962264150944)","(6.5, 7.2, 7.161038961038961)","(5.0, 6.6, 6.55)","(41.0, 55.0, 53.4375)","(10.0, 12.5, 12.472332015810277)","(9.0, 11.5, 11.322641509433963)","(26.0, 32.0, 31.632653061224488)","(19.0, 26.0, 25.320987654320987)","(10.0, 12.5, 12.38135593220339)","(101.0, 350.0, 285.0)"
06-01-2023 14:59:49.116199,"(17.0, 18.0, 17.579710144927535)","(10.0, 9.2, 9.185815602836879)","(7.5, 8.6, 8.400647249190937)","(10.0, 12.0, 11.861702127659575)","(6.5, 7.2, 7.201290322580645)","(5.0, 6.6, 6.381428571428572)","(41.0, 55.0, 53.943661971830984)","(10.0, 12.5, 12.724137931034482)","(9.0, 11.5, 11.34934497816594)","(26.0, 32.0, 31.584541062801932)","(19.0, 26.0, 25.21951219512195)","(10.0, 12.5, 12.343575418994414)","(101.0, 300.0, 272.0)"
06-01-2023 14:59:50.940952,"(17.0, 18.0, 17.575)","(10.0, 9.2, 9.242424242424242)","(7.5, 8.6, 8.484536082474227)","(10.0, 12.0, 11.954918032786885)","(6.5, 7.4, 7.25)","(5.0, 6.4, 6.284272997032641)","(41.0, 55.0, 54.39393939393939)","(10.0, 13.0, 12.789473684210526)","(9.0, 11.5, 11.391891891891891)","(26.0, 32.0, 32.470588235294116)","(19.0, 26.0, 25.273684210526316)","(10.0, 12.5, 12.284697508896798)","(101.0, 290.0, 282.5)"
