,Daddysruby,Carmel By The Sea,Forever Lovely,Blazin Bae,Vintage,Lady Of The Light,Like No Other,Rose Of Mooncoin,Fourth Street,Smile And Profile
08-01-2023 09:33:00.888701,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:02.024349,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:03.220622,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:04.343078,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:05.480379,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:06.625310,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:07.774586,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:08.904209,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:10.017935,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:11.166739,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:12.308012,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:13.428381,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:14.570266,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:15.679496,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:16.779890,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:17.901355,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:19.015223,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:20.120861,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:21.240298,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:22.371156,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:23.479054,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:24.588552,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:25.692806,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:26.827199,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:27.929305,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:29.034752,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:30.135581,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:31.256934,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:32.373198,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:33.477814,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:34.585002,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:35.707816,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:36.813359,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:37.918284,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:39.028621,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:40.152809,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:41.280613,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:42.394767,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:43.513911,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:44.625756,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:45.748811,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:46.874538,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:47.982506,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:49.078336,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:50.179670,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:51.288257,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:52.388632,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.0, 99999, 99990)","(17.0, 99999, 99990)","(6.5, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.0, 99999, 99990)"
08-01-2023 09:33:53.512285,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:33:54.634471,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:33:55.735854,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:33:56.853673,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:33:57.951097,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:33:59.069241,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:00.188474,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:01.300033,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:02.405459,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:03.509025,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:04.607783,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:05.727465,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:06.833637,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:07.942303,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:09.056955,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:10.164208,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:11.269055,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:12.387232,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:13.491847,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:14.596576,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:15.707643,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:16.806695,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:17.930114,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:19.035965,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:20.157129,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:21.257915,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:22.371205,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:23.484798,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:24.597990,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:25.704744,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:26.834707,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:27.960954,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:29.068538,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:30.164496,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:31.266510,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:32.386145,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:33.489515,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:34.637411,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:35.755848,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:36.893275,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:34:38.004436,"(11.0, 99999, 99990)","(7.0, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(16.0, 99999, 99990)","(7.0, 99999, 99990)","(5.5, 99999, 99990)","(3.2, 99999, 99990)","(8.5, 99999, 99990)"
