,Homebush Jessie,Tornado Trump,Silky Skylar,Mitcham Dodger,Homebush Solo,Torpedo Bay,Lightfoot Luna,Smash Talk
13,"[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 31, 689601), 7.5, 24.0]"
14,"[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 32, 836672), 7.5, 25.0]"
15,"[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 33, 967200), 7.5, 25.0]"
16,"[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 35, 116739), 7.5, 25.0]"
17,"[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 36, 257249), 7.5, 25.0]"
18,"[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 37, 433311), 7.5, 24.0]"
19,"[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 38, 574375), 7.5, 24.0]"
20,"[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 39, 717549), 7.5, 23.0]"
21,"[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 40, 870211), 7.5, 23.0]"
22,"[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 42, 2753), 7.5, 23.0]"
23,"[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 43, 161688), 7.5, 23.0]"
24,"[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 44, 308072), 7.5, 23.0]"
25,"[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 45, 478999), 7.5, 23.0]"
26,"[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 46, 615272), 7.5, 23.0]"
27,"[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 47, 756440), 7.5, 23.0]"
28,"[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 48, 903828), 7.5, 23.0]"
29,"[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 50, 33276), 7.5, 23.0]"
30,"[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 51, 181776), 7.5, 23.0]"
31,"[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 52, 326421), 7.5, 23.0]"
32,"[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 53, 472961), 7.5, 23.0]"
33,"[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 54, 634966), 7.5, 23.0]"
34,"[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 55, 791948), 7.5, 23.0]"
35,"[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 56, 931486), 7.5, 23.0]"
36,"[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 58, 81402), 7.5, 23.0]"
37,"[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 54, 59, 235346), 7.5, 23.0]"
38,"[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 9.0, 36.0]","[datetime.datetime(2022, 11, 28, 9, 55, 0, 411341), 7.5, 23.0]"
39,"[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 4.8, 17.5]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 13.0, 60.0]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 1.85, 3.1]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 7.5, 26.0]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 582460), 9.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 55, 1, 583461), 7.5, 23.0]"
