,Always Sometimes,Famous Prince,King Fox,Mr Nafplion,Quietly Spoken,Right Turn,Superb Time,Batting Above,Monseagle,Divine Journey
07-12-2022 14:26:51.540226,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(81.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.320833333333333)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:26:52.965313,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(81.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 330.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.320833333333333)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:26:54.353944,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(81.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:26:55.663842,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(81.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:26:56.922222,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:26:58.217019,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.878260869565217)"
07-12-2022 14:26:59.467179,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:27:00.660325,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:27:01.900323,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 328.06451612903226)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.8566037735849057)"
07-12-2022 14:27:03.227823,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.650162866449511)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:04.553216,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 330.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:05.876294,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:07.145729,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:08.391490,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:09.658137,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:10.908392,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 11.225)","(71.0, 140.0, 127.5)","(31.0, 70.0, 61.935483870967744)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.476190476190474)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:12.140681,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 70.0, 59.13793103448276)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.856153846153846)"
07-12-2022 14:27:13.429028,"(16.0, 22.0, 20.75)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 70.0, 59.583333333333336)","(101.0, 320.0, 328.06451612903226)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:14.729609,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.620689655172414)","(101.0, 480.0, 455.0)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 70.0, 59.583333333333336)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:16.060624,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 480.0, 455.0)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 70.0, 59.583333333333336)","(101.0, 330.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:17.322327,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 480.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 70.0, 62.333333333333336)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:18.667967,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.326315789473684)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:19.963609,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.335714285714285)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:21.221854,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.335714285714285)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:22.508620,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.335714285714285)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:23.676808,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 317.57575757575756)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.335714285714285)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:24.979507,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 328.06451612903226)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.335714285714285)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:26.194158,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.635205992509363)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:27.510262,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:28.841642,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:30.227058,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 330.0, 328.06451612903226)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:31.564577,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 330.0, 317.57575757575756)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:32.859514,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:34.055432,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:35.294345,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:36.531361,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.630943396226415)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 62.85714285714286)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.321739130434783)","(2.6, 2.88, 2.858260869565217)"
07-12-2022 14:27:37.772684,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.680392156862745)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.972972972972974)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.88, 2.8206521739130435)"
07-12-2022 14:27:39.084373,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.680392156862745)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(81.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8206521739130435)"
07-12-2022 14:27:40.362792,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.680392156862745)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8206521739130435)"
07-12-2022 14:27:41.654651,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.680392156862745)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 324.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8206521739130435)"
07-12-2022 14:27:42.869239,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 330.0, 324.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8206521739130435)"
07-12-2022 14:27:44.115530,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 330.0, 324.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8206521739130435)"
07-12-2022 14:27:45.451086,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 330.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8185542168674695)"
07-12-2022 14:27:46.681940,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8185542168674695)"
07-12-2022 14:27:47.995569,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8185542168674695)"
07-12-2022 14:27:49.345614,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 313.3333333333333)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8185542168674695)"
07-12-2022 14:27:50.818522,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 312.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8147517730496454)"
07-12-2022 14:27:52.222541,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 121.42857142857143)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 312.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8147517730496454)"
07-12-2022 14:27:53.630279,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 312.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8140540540540537)"
