,Tuta Mimosa,Quick Cash,Black Patch,Austrian Beauty,Giddey Keats,Heres Caza,Sassy Boo
14-12-2022 13:46:30.980902,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 13.0, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:31.952686,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:33.126257,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:34.406050,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:35.463886,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:36.489692,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:37.559829,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:38.522462,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:39.627968,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:40.825589,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:41.815781,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:43.128872,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:44.210152,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:45.268528,"(14.0, 32.0, 25.357142857142858)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 240.0, 52.22222222222222)"
14-12-2022 13:46:46.473555,"(14.0, 32.0, 22.7)","(2.2, 2.4, 2.3285714285714283)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:47.445654,"(14.0, 32.0, 22.7)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:48.494190,"(14.0, 32.0, 22.7)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 7.14)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:49.648284,"(14.0, 32.0, 22.7)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 12.5, 11.58)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:50.825216,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 10.633333333333333)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:52.063233,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 10.633333333333333)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:53.049551,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 10.633333333333333)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:54.065411,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:55.142000,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:56.166973,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:57.133921,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:58.110078,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:46:59.164154,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:00.321074,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:01.392937,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 11.6)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:02.431335,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:03.550633,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:05.006050,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:06.307385,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:07.581477,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:08.823415,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 11.427272727272728)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:10.054345,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:11.054050,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:12.120220,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 7.866666666666667)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:13.221081,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:14.275301,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:15.505761,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:16.764287,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:17.975167,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:19.258122,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:20.477920,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:21.597792,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.0, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.45, 5.5, 4.038461538461538)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:22.617645,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.34)","(7.5, 13.5, 10.46)","(41.0, 390.0, 265.0)","(2.4, 5.5, 3.386042402826855)","(6.0, 13.0, 8.8)","(31.0, 230.0, 52.22222222222222)"
14-12-2022 13:47:23.763608,"(14.0, 32.0, 23.545454545454547)","(2.2, 2.38, 2.3085714285714283)","(7.5, 13.5, 10.75)","(41.0, 390.0, 265.0)","(2.4, 3.45, 3.386042402826855)","(6.0, 13.0, 12.32)","(31.0, 230.0, 124.39999999999999)"
14-12-2022 13:47:24.921386,"(14.0, 38.0, 31.0)","(2.2, 2.38, 2.3085714285714283)","(7.5, 13.5, 10.588235294117647)","(41.0, 390.0, 265.0)","(2.4, 3.45, 3.4026315789473682)","(6.0, 13.0, 10.8)","(31.0, 230.0, 118.625)"
14-12-2022 13:47:26.128009,"(14.0, 36.0, 32.2)","(2.2, 2.38, 2.34)","(7.5, 13.5, 10.75)","(41.0, 390.0, 265.0)","(2.4, 3.45, 3.4026315789473682)","(6.0, 13.0, 11.68)","(31.0, 230.0, 118.625)"
14-12-2022 13:47:27.290507,"(14.0, 36.0, 32.2)","(2.2, 2.38, 2.34)","(7.5, 13.5, 10.75)","(41.0, 390.0, 265.0)","(2.4, 3.45, 3.4026315789473682)","(6.0, 13.0, 10.8)","(31.0, 230.0, 178.22222222222223)"
14-12-2022 13:47:28.420509,"(14.0, 36.0, 32.2)","(2.2, 2.38, 2.34)","(7.5, 13.0, 12.5)","(41.0, 380.0, 267.33333333333337)","(2.4, 3.9, 3.61)","(6.0, 13.0, 12.175)","(31.0, 220.0, 164.79999999999998)"
14-12-2022 13:47:29.566250,"(14.0, 36.0, 32.2)","(2.2, 2.4, 2.314285714285714)","(7.5, 13.0, 12.2)","(41.0, 380.0, 267.33333333333337)","(2.4, 3.85, 3.3857142857142857)","(6.0, 13.0, 9.953846153846154)","(31.0, 220.0, 166.0)"
14-12-2022 13:47:30.708964,"(14.0, 36.0, 32.2)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 12.2)","(41.0, 380.0, 267.33333333333337)","(2.4, 3.85, 3.3857142857142857)","(6.0, 13.0, 9.953846153846154)","(31.0, 220.0, 166.0)"
14-12-2022 13:47:31.809036,"(14.0, 36.0, 32.2)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 12.2)","(41.0, 380.0, 267.33333333333337)","(2.4, 3.75, 3.416666666666667)","(6.0, 12.5, 11.7375)","(31.0, 220.0, 166.0)"
14-12-2022 13:47:32.942150,"(14.0, 36.0, 32.2)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 12.2)","(41.0, 380.0, 267.33333333333337)","(2.4, 3.75, 3.416666666666667)","(6.0, 12.5, 11.7375)","(31.0, 220.0, 166.0)"
14-12-2022 13:47:34.034219,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 12.2)","(41.0, 380.0, 128.0)","(2.4, 3.7, 3.2875)","(6.0, 12.5, 9.55)","(31.0, 220.0, 166.0)"
14-12-2022 13:47:35.123635,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 10.866666666666667)","(41.0, 380.0, 207.0)","(2.4, 3.7, 3.2714285714285714)","(6.0, 12.5, 9.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:36.195255,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.314285714285714)","(7.5, 13.0, 11.044444444444444)","(41.0, 370.0, 207.0)","(2.4, 3.7, 3.2714285714285714)","(6.0, 12.5, 9.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:37.248500,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.044444444444444)","(41.0, 370.0, 207.0)","(2.4, 3.7, 3.492857142857143)","(6.0, 12.5, 9.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:38.403032,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.044444444444444)","(41.0, 370.0, 207.0)","(2.4, 3.6, 3.3833333333333333)","(6.0, 12.5, 9.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:39.487959,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.044444444444444)","(41.0, 370.0, 207.0)","(2.4, 3.55, 3.3833333333333333)","(6.0, 12.5, 9.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:40.541076,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.314285714285714)","(7.5, 13.0, 11.6)","(41.0, 370.0, 207.0)","(2.4, 3.55, 3.3454545454545452)","(6.0, 12.5, 10.666666666666666)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:41.633902,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.314285714285714)","(7.5, 13.0, 11.6)","(41.0, 370.0, 316.0)","(2.4, 3.55, 3.453225806451613)","(6.0, 12.5, 10.144444444444446)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:42.782677,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.6)","(41.0, 370.0, 316.0)","(2.4, 3.55, 3.453225806451613)","(6.0, 12.5, 10.144444444444446)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:43.945170,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.6)","(41.0, 370.0, 316.0)","(2.4, 3.55, 3.45)","(6.0, 12.5, 8.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:45.084051,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.6)","(41.0, 370.0, 316.0)","(2.4, 3.5, 3.3923076923076922)","(6.0, 12.5, 8.966666666666667)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:46.194466,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.314285714285714)","(7.5, 13.0, 11.6)","(41.0, 370.0, 316.0)","(2.4, 3.45, 3.243859649122807)","(6.0, 12.5, 10.572727272727272)","(31.0, 220.0, 77.6)"
14-12-2022 13:47:47.317413,"(14.0, 34.0, 25.75)","(2.2, 2.4, 2.3499999999999996)","(7.5, 13.0, 11.6)","(41.0, 370.0, 329.75)","(2.4, 3.25, 3.2459558823529413)","(6.0, 12.5, 11.10909090909091)","(31.0, 220.0, 104.0)"
14-12-2022 13:47:48.412865,"(14.0, 34.0, 22.214285714285715)","(2.2, 2.38, 2.34)","(8.0, 13.0, 9.666666666666666)","(41.0, 360.0, 210.0)","(2.5, 3.25, 3.2455465587044534)","(6.0, 12.5, 10.5875)","(31.0, 220.0, 157.45454545454544)"
14-12-2022 13:47:49.589909,"(14.0, 34.0, 22.214285714285715)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.222222222222221)","(41.0, 360.0, 261.6666666666667)","(2.5, 3.25, 3.2455465587044534)","(6.0, 12.5, 10.5875)","(31.0, 220.0, 157.45454545454544)"
14-12-2022 13:47:50.761381,"(14.0, 34.0, 22.214285714285715)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.222222222222221)","(41.0, 360.0, 261.6666666666667)","(2.5, 3.25, 3.245463917525773)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 157.45454545454544)"
14-12-2022 13:47:51.866717,"(14.0, 34.0, 22.214285714285715)","(2.2, 2.38, 2.3085714285714283)","(8.0, 13.0, 11.222222222222221)","(41.0, 360.0, 261.6666666666667)","(2.5, 3.25, 3.2459375)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 157.45454545454544)"
14-12-2022 13:47:53.146508,"(14.0, 34.0, 22.214285714285715)","(2.2, 2.38, 2.34)","(8.0, 13.0, 10.466666666666667)","(41.0, 360.0, 286.25)","(2.5, 3.25, 3.2459375)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:47:54.477093,"(14.0, 34.0, 28.5)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.618181818181817)","(41.0, 360.0, 261.6666666666667)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:47:55.746472,"(14.0, 34.0, 28.5)","(2.2, 2.38, 2.3228571428571425)","(8.0, 13.0, 11.618181818181817)","(41.0, 360.0, 183.0)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:47:56.994064,"(14.0, 34.0, 25.75)","(2.2, 2.38, 2.3085714285714283)","(8.0, 13.0, 11.618181818181817)","(41.0, 360.0, 183.0)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:47:58.175850,"(14.0, 34.0, 25.75)","(2.2, 2.38, 2.3085714285714283)","(8.0, 13.0, 11.618181818181817)","(41.0, 360.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:47:59.243069,"(14.0, 34.0, 25.75)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.618181818181817)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:48:00.344077,"(14.0, 34.0, 25.75)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.618181818181817)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 160.0)"
14-12-2022 13:48:01.459595,"(14.0, 34.0, 25.75)","(2.2, 2.38, 2.34)","(8.0, 13.0, 11.618181818181817)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 11.163636363636364)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:02.635537,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.314285714285714)","(8.0, 13.0, 11.618181818181817)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 12.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:03.803752,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.3499999999999996)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.2469096671949287)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:04.917719,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.3499999999999996)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.24688)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:06.079753,"(14.0, 34.0, 30.6)","(2.2, 2.4, 2.3357142857142854)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.24688)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:07.252981,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.24688)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:08.478524,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.298181818181818)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:09.736662,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:10.897275,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:11.947475,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:13.023962,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.298181818181818)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:14.116478,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.298181818181818)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.5, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:15.199383,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.298181818181818)","(8.0, 13.0, 11.86)","(41.0, 340.0, 300.7142857142857)","(2.45, 3.25, 3.246608695652174)","(6.0, 14.5, 13.733333333333334)","(31.0, 220.0, 170.5)"
14-12-2022 13:48:16.321351,"(14.0, 34.0, 29.285714285714285)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 11.86)","(41.0, 340.0, 160.0)","(2.45, 3.25, 3.246608695652174)","(6.0, 14.5, 11.15)","(31.0, 220.0, 92.0)"
14-12-2022 13:48:17.522664,"(14.0, 34.0, 26.75)","(2.2, 2.38, 2.3285714285714283)","(8.0, 13.0, 10.120000000000001)","(41.0, 340.0, 160.0)","(2.45, 3.25, 3.246608695652174)","(6.0, 14.5, 10.9)","(31.0, 220.0, 92.0)"
