,Aramoana,Sinha Man,Lonely Gemma,Smash Wave,Made The Cut,Homebush Honey,Dispute Or Not,Lucas Jewel
12-01-2023 13:29:15.357254,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.215384615384615)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:16.397677,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.215384615384615)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:17.487117,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.810526315789473)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:18.501134,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.6)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:19.602162,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.6)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:20.767325,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.6)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.666666666666666)","(4.2, 9.6, 7.285714285714286)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:21.869071,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.6)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.327272727272727)","(4.2, 9.6, 7.08)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:22.964653,"(4.2, 7.2, 5.800000000000001)","(4.8, 7.6, 6.6)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.6, 4.327272727272727)","(4.2, 9.6, 7.08)","(14.0, 32.0, 20.0)","(5.5, 9.2, 6.8)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:24.049779,"(4.2, 7.2, 6.855555555555556)","(4.8, 7.6, 7.0)","(31.0, 330.0, 168.46153846153845)","(3.9, 5.5, 5.288888888888889)","(4.2, 9.6, 7.161290322580645)","(14.0, 32.0, 20.0)","(5.5, 9.2, 8.6)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:25.198003,"(4.2, 7.0, 6.168)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 5.288888888888889)","(4.2, 9.6, 4.653333333333333)","(14.0, 32.0, 20.0)","(5.5, 9.2, 8.6)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:26.277173,"(4.2, 6.8, 4.828571428571428)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 5.4)","(4.2, 9.6, 4.653333333333333)","(14.0, 32.0, 20.0)","(5.5, 9.2, 8.6)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:27.257048,"(4.2, 6.8, 4.676923076923077)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.915384615384616)","(4.2, 9.6, 4.653333333333333)","(14.0, 32.0, 20.0)","(5.5, 9.2, 7.236363636363635)","(8.0, 18.5, 12.079999999999998)"
12-01-2023 13:29:28.360975,"(4.2, 6.8, 4.664285714285715)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 7.594594594594595)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.5, 16.54285714285714)"
12-01-2023 13:29:29.477118,"(4.2, 6.6, 5.025)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 7.594594594594595)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:30.585516,"(4.2, 6.6, 5.025)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 7.594594594594595)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:31.620568,"(4.2, 6.6, 4.71)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 7.594594594594595)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:32.735738,"(4.2, 6.6, 4.71)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 7.594594594594595)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:33.845065,"(4.2, 6.6, 4.71)","(4.8, 7.6, 5.183333333333334)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 5.768421052631579)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:34.923022,"(4.2, 6.6, 4.71)","(4.8, 7.6, 6.281818181818181)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.6, 6.483333333333334)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:36.113697,"(4.2, 6.6, 4.605)","(4.8, 7.6, 7.116666666666666)","(31.0, 330.0, 69.25)","(3.9, 5.5, 4.605882352941176)","(4.2, 9.4, 7.362962962962963)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:37.330721,"(4.2, 6.6, 4.605)","(4.8, 7.6, 5.266666666666667)","(31.0, 330.0, 214.11111111111114)","(3.9, 5.5, 4.577142857142857)","(4.2, 9.4, 7.362962962962963)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:38.516426,"(4.2, 6.4, 5.45)","(4.8, 7.6, 5.266666666666667)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.5, 5.305263157894737)","(4.2, 9.4, 7.362962962962963)","(14.0, 32.0, 25.07692307692308)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:39.687366,"(4.2, 6.4, 5.45)","(4.8, 7.6, 5.266666666666667)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 5.072727272727273)","(4.2, 9.4, 5.25)","(14.0, 32.0, 18.5)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 14.153846153846153)"
12-01-2023 13:29:40.835560,"(4.2, 6.4, 5.45)","(4.8, 7.6, 6.523076923076923)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 5.072727272727273)","(4.2, 9.0, 5.25)","(14.0, 32.0, 17.75)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 15.826086956521738)"
12-01-2023 13:29:41.902754,"(4.2, 6.4, 5.45)","(4.8, 7.6, 6.963636363636363)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 4.680000000000001)","(4.2, 9.0, 4.95)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 15.826086956521738)"
12-01-2023 13:29:43.056991,"(4.2, 6.4, 5.45)","(4.8, 7.6, 6.963636363636363)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 4.680000000000001)","(4.2, 9.0, 4.95)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.165217391304347)","(8.0, 18.0, 15.826086956521738)"
12-01-2023 13:29:44.167922,"(4.2, 6.4, 5.45)","(4.8, 7.6, 6.963636363636363)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 3.7846153846153845)","(4.2, 9.0, 7.366666666666667)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:45.244441,"(4.2, 6.4, 5.45)","(4.8, 7.6, 6.372727272727273)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.4318181818181825)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:46.382705,"(4.4, 6.4, 5.45)","(4.8, 7.6, 6.889473684210526)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.4318181818181825)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:47.628462,"(4.4, 6.4, 5.45)","(4.8, 7.6, 6.889473684210526)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.4318181818181825)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:48.799710,"(4.4, 6.4, 5.45)","(4.8, 7.6, 6.889473684210526)","(31.0, 330.0, 141.63636363636363)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.029411764705882)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:49.996695,"(4.4, 6.4, 4.658333333333333)","(4.8, 7.6, 6.986363636363636)","(31.0, 330.0, 208.1176470588235)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.029411764705882)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:51.182508,"(4.4, 6.4, 4.6117647058823525)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 72.75)","(3.9, 5.4, 3.7846153846153845)","(4.2, 8.8, 7.029411764705882)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:52.414421,"(4.4, 6.4, 4.6117647058823525)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 72.75)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.029411764705882)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:53.585736,"(4.4, 6.4, 4.6117647058823525)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 72.75)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.685185185185186)","(14.0, 32.0, 20.6)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:54.718666,"(4.4, 6.4, 4.6117647058823525)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 72.75)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 6.35)","(14.0, 32.0, 25.42307692307692)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:55.888727,"(4.4, 6.2, 4.84)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 158.5)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 25.42307692307692)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 17.473684210526315)"
12-01-2023 13:29:57.065954,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 158.5)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 25.42307692307692)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:29:58.220745,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 158.5)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 23.473684210526315)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:29:59.308562,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 5.433333333333334)","(31.0, 330.0, 158.5)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:30:00.514625,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 6.418181818181818)","(31.0, 330.0, 158.5)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:30:01.720287,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 6.418181818181818)","(31.0, 330.0, 150.16666666666666)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:30:02.898836,"(4.4, 6.2, 4.641666666666667)","(4.8, 7.6, 6.91578947368421)","(31.0, 310.0, 150.16666666666666)","(3.9, 5.4, 4.48695652173913)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:30:03.987690,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.151724137931034)","(31.0, 310.0, 150.16666666666666)","(3.9, 5.4, 4.5600000000000005)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.095238095238095)","(8.0, 18.0, 13.1)"
12-01-2023 13:30:05.152759,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.151724137931034)","(31.0, 310.0, 150.16666666666666)","(3.9, 5.4, 4.5600000000000005)","(4.2, 8.8, 7.33)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.036363636363636)","(8.0, 18.0, 15.6)"
12-01-2023 13:30:06.334914,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.5600000000000005)","(4.2, 8.8, 8.007407407407406)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.036363636363636)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:07.483627,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.5600000000000005)","(4.2, 8.6, 8.007407407407406)","(14.0, 32.0, 20.75)","(5.5, 9.2, 7.036363636363636)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:08.646558,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.326315789473685)","(4.2, 8.6, 7.369230769230769)","(14.0, 32.0, 20.23076923076923)","(5.5, 9.2, 7.933333333333334)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:09.837227,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.38)","(4.2, 8.6, 8.054545454545455)","(14.0, 32.0, 19.625)","(5.5, 9.0, 8.709090909090909)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:11.044245,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.38)","(4.2, 8.6, 8.054545454545455)","(14.0, 32.0, 21.846153846153847)","(5.5, 9.0, 8.709090909090909)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:12.121111,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.38)","(4.2, 8.6, 8.4)","(14.0, 32.0, 22.153846153846153)","(5.5, 9.0, 8.318518518518518)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:13.266508,"(4.4, 6.2, 4.577272727272727)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 4.203703703703704)","(4.2, 9.6, 8.565217391304348)","(14.0, 32.0, 23.46666666666667)","(5.5, 9.2, 8.318518518518518)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:14.354526,"(4.4, 6.0, 4.59375)","(4.8, 7.6, 7.166666666666666)","(31.0, 310.0, 222.8181818181818)","(3.9, 5.4, 3.907142857142857)","(4.2, 9.4, 8.565217391304348)","(14.0, 32.0, 23.46666666666667)","(5.5, 9.2, 8.318518518518518)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:15.551665,"(4.4, 6.0, 4.588235294117647)","(4.8, 7.6, 7.2749999999999995)","(31.0, 310.0, 250.0625)","(3.9, 5.4, 4.06)","(4.2, 9.4, 8.565217391304348)","(14.0, 32.0, 23.46666666666667)","(5.5, 9.2, 8.318518518518518)","(8.0, 18.0, 16.8)"
12-01-2023 13:30:16.692037,"(4.4, 6.0, 4.588235294117647)","(4.8, 7.6, 7.228571428571428)","(31.0, 310.0, 72.0)","(3.9, 5.3, 3.936)","(4.2, 9.4, 8.411428571428571)","(14.0, 32.0, 23.46666666666667)","(5.5, 9.2, 8.318518518518518)","(8.0, 18.0, 15.7)"
12-01-2023 13:30:17.847117,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 7.228571428571428)","(31.0, 310.0, 119.6)","(3.9, 5.3, 3.936)","(4.2, 9.2, 8.411428571428571)","(14.0, 32.0, 26.880000000000003)","(5.5, 9.2, 7.924999999999999)","(8.0, 18.0, 16.85)"
12-01-2023 13:30:19.090269,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 7.228571428571428)","(31.0, 310.0, 138.1818181818182)","(3.9, 5.3, 5.0964285714285715)","(4.2, 9.2, 7.123076923076923)","(14.0, 32.0, 26.880000000000003)","(5.5, 9.2, 8.921951219512195)","(8.0, 18.0, 17.488888888888887)"
12-01-2023 13:30:20.329589,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 7.228571428571428)","(31.0, 310.0, 138.1818181818182)","(3.9, 5.2, 5.0964285714285715)","(4.2, 9.2, 7.123076923076923)","(14.0, 32.0, 25.6)","(5.5, 9.0, 8.921951219512195)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:21.630641,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 5.516666666666667)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0964285714285715)","(4.2, 9.2, 8.026086956521738)","(14.0, 32.0, 27.733333333333334)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:22.864829,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 5.516666666666667)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0964285714285715)","(4.2, 9.2, 8.026086956521738)","(14.0, 32.0, 27.733333333333334)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:24.040339,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 5.516666666666667)","(31.0, 310.0, 152.5)","(3.9, 5.2, 4.966666666666667)","(4.2, 9.2, 8.075)","(14.0, 32.0, 27.733333333333334)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:25.173316,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 6.463636363636363)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0)","(4.2, 9.2, 5.428571428571428)","(14.0, 32.0, 27.733333333333334)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:26.285822,"(4.4, 6.0, 4.555555555555555)","(4.8, 7.6, 6.942105263157894)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0)","(4.2, 9.2, 5.428571428571428)","(14.0, 32.0, 27.733333333333334)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:27.410772,"(4.4, 6.0, 4.54054054054054)","(4.8, 7.6, 7.168965517241379)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0)","(4.2, 9.2, 5.428571428571428)","(14.0, 32.0, 20.0)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:28.520234,"(4.4, 5.9, 4.607692307692307)","(4.8, 7.6, 7.168965517241379)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0)","(4.2, 9.2, 5.428571428571428)","(14.0, 32.0, 20.0)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:29.672434,"(4.4, 5.9, 4.607692307692307)","(4.8, 7.6, 7.168965517241379)","(31.0, 310.0, 152.5)","(3.9, 5.2, 5.0)","(4.2, 9.2, 5.428571428571428)","(14.0, 32.0, 22.0)","(5.5, 9.0, 8.582608695652173)","(8.0, 18.0, 13.5)"
12-01-2023 13:30:30.802201,"(4.4, 5.9, 4.607692307692307)","(4.8, 7.6, 7.168965517241379)","(31.0, 310.0, 224.0909090909091)","(3.9, 5.2, 5.0)","(4.2, 9.2, 7.0)","(14.0, 32.0, 22.0)","(5.5, 9.0, 7.235294117647059)","(8.0, 18.0, 17.022222222222222)"
12-01-2023 13:30:31.968945,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 224.0909090909091)","(3.9, 5.2, 5.11764705882353)","(4.2, 9.2, 7.942857142857142)","(14.0, 32.0, 22.0)","(5.5, 9.0, 7.235294117647059)","(8.0, 18.0, 17.371428571428574)"
12-01-2023 13:30:33.081554,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 224.0909090909091)","(3.9, 5.2, 5.11764705882353)","(4.2, 9.2, 7.942857142857142)","(14.0, 32.0, 22.0)","(5.5, 9.0, 7.3125)","(8.0, 18.0, 17.371428571428574)"
12-01-2023 13:30:34.188037,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 250.9375)","(3.9, 5.2, 5.11764705882353)","(4.2, 9.2, 8.348387096774193)","(14.0, 32.0, 25.684210526315788)","(5.5, 9.0, 7.92)","(8.0, 18.0, 16.566666666666666)"
12-01-2023 13:30:35.427454,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.2, 5.148148148148149)","(4.2, 9.2, 8.348387096774193)","(14.0, 32.0, 21.454545454545453)","(5.5, 9.0, 7.92)","(8.0, 18.0, 17.14)"
12-01-2023 13:30:36.663568,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.2, 5.148148148148149)","(4.2, 9.2, 8.348387096774193)","(14.0, 32.0, 23.076923076923077)","(5.5, 9.0, 7.92)","(8.0, 18.0, 16.95)"
12-01-2023 13:30:37.822989,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.2, 5.148148148148149)","(4.2, 9.2, 8.556097560975608)","(14.0, 32.0, 25.555555555555557)","(5.5, 9.0, 7.371428571428572)","(8.0, 18.0, 16.95)"
12-01-2023 13:30:38.970369,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.2, 4.127777777777778)","(4.2, 9.2, 8.556097560975608)","(14.0, 32.0, 25.555555555555557)","(5.5, 9.0, 7.371428571428572)","(8.0, 18.0, 16.95)"
12-01-2023 13:30:40.122170,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.1, 3.9970588235294118)","(4.2, 9.2, 7.2153846153846155)","(14.0, 32.0, 25.555555555555557)","(5.5, 9.0, 6.933333333333334)","(8.0, 18.0, 16.95)"
12-01-2023 13:30:41.283741,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.6, 7.2794871794871785)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.1, 3.9970588235294118)","(4.2, 9.2, 8.027272727272727)","(14.0, 32.0, 25.555555555555557)","(5.5, 7.4, 8.258823529411766)","(8.0, 18.0, 13.264705882352942)"
12-01-2023 13:30:42.439259,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.8, 7.51578947368421)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.1, 4.616666666666667)","(4.2, 9.2, 7.2615384615384615)","(14.0, 32.0, 25.555555555555557)","(5.5, 8.4, 7.8687499999999995)","(8.0, 18.5, 13.264705882352942)"
12-01-2023 13:30:43.556798,"(4.4, 5.9, 4.560869565217391)","(4.8, 7.8, 7.51578947368421)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.0, 4.329166666666667)","(4.2, 9.2, 8.054545454545455)","(14.0, 32.0, 25.555555555555557)","(5.5, 8.6, 6.44)","(8.0, 18.5, 13.264705882352942)"
12-01-2023 13:30:44.663862,"(4.4, 5.9, 4.560869565217391)","(4.8, 9.6, 9.235135135135135)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.0, 4.329166666666667)","(4.2, 9.2, 8.054545454545455)","(14.0, 32.0, 21.81818181818182)","(5.5, 8.6, 6.44)","(8.0, 18.5, 13.264705882352942)"
12-01-2023 13:30:45.740584,"(4.4, 5.9, 4.560869565217391)","(4.8, 9.6, 9.235135135135135)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.0, 4.329166666666667)","(4.2, 9.2, 6.466666666666666)","(14.0, 32.0, 24.285714285714285)","(5.5, 8.6, 7.329411764705882)","(8.0, 18.5, 11.807692307692308)"
12-01-2023 13:30:46.779694,"(4.4, 5.9, 4.542424242424242)","(4.8, 9.6, 9.235135135135135)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.0, 4.329166666666667)","(4.2, 9.2, 6.466666666666666)","(14.0, 32.0, 24.285714285714285)","(5.5, 8.6, 7.329411764705882)","(8.0, 18.5, 11.961538461538462)"
12-01-2023 13:30:47.892778,"(4.4, 5.8, 4.6625)","(4.8, 9.6, 9.235135135135135)","(31.0, 310.0, 272.7586206896552)","(3.9, 5.0, 4.526470588235294)","(4.4, 9.2, 8.288888888888888)","(14.0, 32.0, 24.285714285714285)","(6.0, 8.6, 7.329411764705882)","(8.5, 18.5, 11.961538461538462)"
