,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:37:55.543562,"(2.25, 2.54, 2.539111111111111)","(17.0, 24.0, 22.7)","(9.0, 12.0, 11.86111111111111)","(8.5, 10.5, 10.007407407407408)","(4.2, 5.3, 5.283720930232558)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.714285714285715)"
07-01-2023 19:37:56.796192,"(2.25, 2.54, 2.538918918918919)","(17.0, 24.0, 22.7)","(9.0, 12.0, 12.36)","(8.5, 10.5, 10.007407407407408)","(4.2, 5.4, 5.157894736842105)","(5.0, 6.6, 6.376470588235294)","(21.0, 32.0, 30.838709677419356)"
07-01-2023 19:37:57.991527,"(2.25, 2.54, 2.536)","(17.0, 24.0, 22.7)","(9.0, 12.5, 12.954545454545455)","(8.5, 10.5, 10.113636363636363)","(4.2, 5.2, 5.15)","(5.0, 6.6, 6.394594594594595)","(21.0, 32.0, 29.545454545454547)"
07-01-2023 19:37:59.100925,"(2.25, 2.5, 2.4854014598540144)","(17.0, 24.0, 22.7)","(9.0, 13.0, 12.833333333333334)","(8.5, 10.5, 10.113636363636363)","(4.2, 5.2, 5.154285714285714)","(5.0, 6.6, 6.377777777777777)","(21.0, 30.0, 29.3)"
07-01-2023 19:38:00.236450,"(2.25, 2.5, 2.4824)","(17.0, 24.0, 22.7)","(9.0, 13.5, 13.166666666666666)","(8.5, 10.5, 10.113636363636363)","(4.2, 5.2, 5.173076923076923)","(5.0, 6.6, 6.380645161290323)","(21.0, 32.0, 29.428571428571427)"
07-01-2023 19:38:01.388008,"(2.25, 2.48, 2.477720207253886)","(17.0, 24.0, 22.7)","(9.0, 13.5, 13.407407407407407)","(8.5, 10.5, 10.145833333333334)","(4.2, 5.2, 5.179411764705883)","(5.0, 6.6, 6.402898550724638)","(21.0, 32.0, 29.428571428571427)"
07-01-2023 19:38:02.568907,"(2.25, 2.48, 2.479578947368421)","(17.0, 24.0, 22.761904761904763)","(9.0, 13.5, 13.385714285714286)","(8.5, 10.5, 10.112903225806452)","(4.2, 5.3, 5.190196078431372)","(5.0, 6.6, 6.386666666666667)","(21.0, 32.0, 29.75)"
07-01-2023 19:38:03.768167,"(2.25, 2.48, 2.476543209876543)","(17.0, 24.0, 22.761904761904763)","(9.0, 13.5, 13.364864864864865)","(8.5, 10.5, 10.106060606060606)","(4.2, 5.3, 5.198630136986301)","(5.0, 6.6, 6.386666666666667)","(21.0, 32.0, 30.166666666666668)"
07-01-2023 19:38:04.897331,"(2.25, 2.5, 2.4763414634146343)","(17.0, 24.0, 22.761904761904763)","(9.0, 13.5, 13.364864864864865)","(8.5, 10.5, 10.097222222222221)","(4.2, 5.3, 5.202857142857143)","(5.0, 6.6, 6.38918918918919)","(21.0, 34.0, 30.61764705882353)"
07-01-2023 19:38:05.972693,"(2.25, 2.5, 2.485735294117647)","(17.0, 24.0, 22.73170731707317)","(9.0, 13.5, 13.338709677419354)","(8.5, 10.5, 10.083333333333334)","(4.2, 5.3, 5.219354838709678)","(5.0, 6.4, 6.38918918918919)","(21.0, 34.0, 30.515151515151516)"
07-01-2023 19:38:07.141078,"(2.25, 2.48, 2.466875)","(17.0, 24.0, 22.7)","(9.0, 13.5, 13.583333333333334)","(8.5, 10.5, 10.083333333333334)","(4.2, 5.3, 5.228571428571429)","(5.0, 6.4, 6.375)","(21.0, 34.0, 30.515151515151516)"
07-01-2023 19:38:08.294614,"(2.25, 2.48, 2.471052631578947)","(17.0, 24.0, 23.8)","(9.0, 14.0, 13.470588235294118)","(8.5, 10.5, 10.22549019607843)","(4.2, 5.3, 5.180645161290323)","(5.0, 6.4, 6.377272727272728)","(21.0, 34.0, 31.5)"
07-01-2023 19:38:09.389576,"(2.25, 2.48, 2.462173913043478)","(17.0, 23.0, 22.9)","(9.0, 13.5, 13.820512820512821)","(8.5, 10.5, 10.195121951219512)","(4.2, 5.2, 5.095238095238095)","(5.0, 6.4, 6.376470588235295)","(21.0, 32.0, 32.82051282051282)"
07-01-2023 19:38:10.427963,"(2.25, 2.5, 2.4817283950617286)","(17.0, 23.0, 22.40740740740741)","(9.0, 14.0, 13.86)","(8.5, 10.5, 9.881481481481481)","(4.2, 5.1, 5.196153846153846)","(5.0, 6.4, 6.425806451612903)","(21.0, 34.0, 32.82051282051282)"
07-01-2023 19:38:11.517935,"(2.25, 2.5, 2.48)","(17.0, 23.0, 22.40740740740741)","(9.0, 13.5, 13.363636363636363)","(8.5, 9.8, 9.58)","(4.2, 5.2, 5.196153846153846)","(5.0, 6.6, 6.425806451612903)","(21.0, 34.0, 32.82051282051282)"
07-01-2023 19:38:12.629413,"(2.25, 2.5, 2.487222222222222)","(17.0, 23.0, 22.263157894736842)","(9.0, 13.5, 13.402439024390244)","(8.5, 9.6, 9.60754716981132)","(4.2, 5.3, 5.24)","(5.0, 6.6, 6.508474576271186)","(21.0, 34.0, 32.64705882352941)"
07-01-2023 19:38:13.854278,"(2.25, 2.5, 2.482168674698795)","(17.0, 23.0, 24.533333333333335)","(9.0, 13.5, 13.402439024390244)","(8.5, 9.8, 9.55)","(4.2, 5.3, 5.216216216216217)","(5.0, 6.6, 6.512280701754386)","(21.0, 34.0, 32.285714285714285)"
07-01-2023 19:38:15.059634,"(2.25, 2.5, 2.481025641025641)","(17.0, 25.0, 24.8)","(9.0, 13.5, 13.472222222222221)","(8.5, 9.6, 9.541538461538462)","(4.2, 5.3, 5.022222222222222)","(5.0, 6.6, 6.48135593220339)","(21.0, 34.0, 31.6)"
07-01-2023 19:38:16.210426,"(2.25, 2.52, 2.488888888888889)","(17.0, 26.0, 26.666666666666668)","(9.0, 13.5, 13.775510204081632)","(8.5, 9.8, 9.654545454545454)","(4.2, 5.3, 4.897590361445784)","(5.0, 6.6, 6.543396226415094)","(21.0, 32.0, 31.103448275862068)"
07-01-2023 19:38:17.313674,"(2.25, 2.52, 2.5031578947368422)","(17.0, 27.0, 26.666666666666668)","(9.0, 14.0, 13.775510204081632)","(8.5, 9.8, 9.709090909090909)","(4.2, 4.9, 4.939655172413793)","(5.0, 6.6, 6.543396226415094)","(21.0, 34.0, 31.103448275862068)"
07-01-2023 19:38:18.438161,"(2.25, 2.52, 2.4969565217391305)","(17.0, 27.0, 26.647058823529413)","(9.0, 14.0, 13.883720930232558)","(8.5, 10.0, 9.709090909090909)","(4.2, 5.0, 4.943362831858407)","(5.0, 6.6, 6.4884615384615385)","(21.0, 34.0, 31.103448275862068)"
07-01-2023 19:38:19.428662,"(2.25, 2.48, 2.468947368421053)","(17.0, 27.0, 26.75)","(9.0, 14.0, 13.883720930232558)","(8.5, 10.0, 9.80967741935484)","(4.2, 5.1, 5.021951219512195)","(5.0, 6.6, 6.4884615384615385)","(21.0, 34.0, 31.103448275862068)"
07-01-2023 19:38:20.570797,"(2.25, 2.48, 2.458796992481203)","(17.0, 27.0, 26.8)","(9.0, 14.0, 13.808510638297872)","(8.5, 10.0, 9.716455696202532)","(4.2, 5.1, 4.963829787234043)","(5.0, 6.6, 6.505454545454546)","(21.0, 34.0, 31.103448275862068)"
07-01-2023 19:38:21.659326,"(2.25, 2.46, 2.458796992481203)","(17.0, 29.0, 28.75)","(9.0, 14.0, 13.804347826086957)","(8.5, 10.0, 9.716455696202532)","(4.2, 5.1, 4.963829787234043)","(5.0, 6.6, 6.505454545454546)","(21.0, 34.0, 31.066666666666666)"
07-01-2023 19:38:22.750642,"(2.25, 2.46, 2.449612403100775)","(17.0, 30.0, 29.55)","(9.0, 14.0, 13.804347826086957)","(8.5, 10.0, 9.690666666666667)","(4.2, 5.1, 4.976595744680851)","(5.0, 6.6, 6.5115384615384615)","(21.0, 34.0, 31.6)"
07-01-2023 19:38:23.740694,"(2.25, 2.46, 2.4526829268292683)","(17.0, 30.0, 29.217391304347828)","(9.0, 14.0, 13.804347826086957)","(8.5, 10.0, 9.75263157894737)","(4.2, 5.1, 4.950526315789474)","(5.0, 6.6, 6.520689655172414)","(21.0, 32.0, 31.6)"
07-01-2023 19:38:24.789533,"(2.25, 2.48, 2.4613953488372093)","(18.0, 30.0, 29.357142857142858)","(9.0, 14.0, 13.804347826086957)","(8.5, 9.8, 9.705263157894738)","(4.2, 5.1, 4.963157894736843)","(5.0, 6.6, 6.516666666666667)","(21.0, 32.0, 31.6)"
07-01-2023 19:38:26.042368,"(2.25, 2.48, 2.467536231884058)","(18.0, 30.0, 29.4)","(9.0, 14.0, 13.804347826086957)","(8.5, 9.8, 9.669767441860465)","(4.2, 5.1, 4.969565217391304)","(5.0, 6.6, 6.5152542372881355)","(21.0, 32.0, 31.6)"
07-01-2023 19:38:27.440331,"(2.25, 2.48, 2.4686792452830186)","(18.0, 30.0, 29.0)","(9.0, 14.0, 13.55)","(8.5, 9.8, 9.496)","(4.2, 5.1, 4.996)","(5.0, 6.6, 6.536842105263158)","(21.0, 32.0, 30.363636363636363)"
07-01-2023 19:38:28.620189,"(2.15, 2.5, 2.466137566137566)","(18.0, 30.0, 28.9375)","(9.0, 14.0, 13.535714285714286)","(8.5, 9.8, 9.455555555555556)","(4.2, 5.0, 4.978947368421053)","(5.0, 6.6, 6.694)","(21.0, 32.0, 30.285714285714285)"
07-01-2023 19:38:29.860757,"(2.15, 2.48, 2.472758620689655)","(18.0, 29.0, 28.9375)","(9.0, 14.0, 13.74)","(8.5, 9.8, 9.445714285714287)","(4.2, 5.1, 4.964705882352941)","(5.0, 6.8, 6.6854545454545455)","(21.0, 32.0, 33.142857142857146)"
07-01-2023 19:38:31.091971,"(2.15, 2.48, 2.4663636363636363)","(18.0, 29.0, 28.9375)","(9.0, 14.0, 13.74)","(8.5, 9.8, 9.361764705882353)","(4.2, 5.1, 4.964705882352941)","(5.0, 6.8, 6.677685950413223)","(21.0, 34.0, 33.42857142857143)"
07-01-2023 19:38:32.200786,"(2.15, 2.48, 2.4701333333333335)","(18.0, 29.0, 28.9375)","(9.0, 14.0, 13.74)","(8.5, 9.4, 9.2)","(4.2, 5.1, 4.96984126984127)","(5.0, 6.8, 6.692592592592592)","(21.0, 36.0, 34.3448275862069)"
07-01-2023 19:38:33.346371,"(2.15, 2.48, 2.466595744680851)","(18.0, 32.0, 31.166666666666668)","(9.0, 14.0, 12.680851063829786)","(8.5, 9.2, 9.23448275862069)","(4.2, 5.1, 5.1169811320754715)","(5.0, 6.8, 6.897435897435897)","(21.0, 36.0, 35.25)"
07-01-2023 19:38:34.378148,"(2.15, 2.5, 2.4849032258064514)","(19.0, 32.0, 31.842105263157894)","(10.0, 11.5, 11.106382978723405)","(8.0, 9.4, 9.23448275862069)","(4.2, 5.2, 5.126470588235294)","(5.5, 7.0, 6.9)","(21.0, 36.0, 35.25)"
07-01-2023 19:38:35.460396,"(2.15, 2.5, 2.483720930232558)","(19.0, 32.0, 31.857142857142858)","(10.0, 11.5, 10.925531914893616)","(8.0, 9.4, 9.219999999999999)","(4.2, 5.2, 5.152272727272727)","(5.5, 7.2, 6.855384615384615)","(21.0, 36.0, 34.84615384615385)"
07-01-2023 19:38:36.507924,"(2.15, 2.5, 2.472)","(19.0, 32.0, 30.8)","(10.0, 11.5, 11.10344827586207)","(8.0, 9.4, 9.13)","(4.2, 5.2, 5.2318181818181815)","(5.5, 7.0, 6.9125)","(21.0, 36.0, 32.57142857142857)"
07-01-2023 19:38:37.535143,"(2.15, 2.48, 2.4746511627906975)","(19.0, 30.0, 28.8)","(10.0, 11.5, 11.107142857142858)","(8.0, 9.4, 9.13)","(4.2, 5.3, 5.2318181818181815)","(5.5, 7.0, 6.9125)","(21.0, 36.0, 32.57142857142857)"
07-01-2023 19:38:38.571624,"(2.15, 2.5, 2.482702702702703)","(19.0, 26.0, 25.4)","(10.0, 11.0, 10.957142857142857)","(8.0, 9.4, 9.133333333333333)","(4.2, 5.4, 5.3500000000000005)","(5.5, 7.0, 6.931034482758621)","(21.0, 34.0, 31.872340425531917)"
07-01-2023 19:38:39.657000,"(2.15, 2.5, 2.4992207792207792)","(19.0, 26.0, 25.846153846153847)","(10.0, 11.0, 10.944444444444445)","(8.0, 9.4, 9.2)","(4.2, 5.2, 5.192857142857142)","(5.5, 7.2, 7.031818181818182)","(21.0, 34.0, 31.80392156862745)"
07-01-2023 19:38:40.810623,"(2.15, 2.52, 2.5136082474226806)","(19.0, 27.0, 25.833333333333332)","(10.0, 11.5, 10.811111111111112)","(8.0, 9.4, 9.196363636363637)","(4.2, 5.3, 5.185245901639344)","(5.5, 7.2, 7.066666666666666)","(21.0, 34.0, 31.916666666666668)"
07-01-2023 19:38:41.989086,"(2.15, 2.52, 2.5108745247148287)","(19.0, 26.0, 25.833333333333332)","(10.0, 11.0, 10.877777777777778)","(8.0, 9.4, 9.66865671641791)","(4.2, 5.3, 5.155882352941177)","(5.5, 7.2, 7.089361702127659)","(21.0, 34.0, 31.916666666666668)"
07-01-2023 19:38:43.172965,"(2.15, 2.52, 2.511230769230769)","(19.0, 26.0, 25.666666666666668)","(10.0, 11.0, 10.694805194805195)","(8.0, 9.8, 9.643636363636363)","(4.2, 5.2, 5.078947368421052)","(5.5, 7.2, 7.096774193548387)","(21.0, 34.0, 31.142857142857142)"
07-01-2023 19:38:44.303113,"(2.15, 2.52, 2.5117241379310347)","(19.0, 27.0, 25.823529411764707)","(10.0, 11.5, 10.670454545454545)","(8.0, 9.8, 9.741935483870968)","(4.2, 5.1, 4.977777777777778)","(5.5, 7.2, 7.095652173913043)","(21.0, 34.0, 31.209302325581394)"
07-01-2023 19:38:45.318410,"(2.15, 2.54, 2.525)","(19.0, 27.0, 26.375)","(10.0, 11.0, 10.721153846153847)","(8.0, 9.8, 9.667692307692308)","(4.2, 5.0, 4.957142857142857)","(5.5, 7.2, 7.097777777777778)","(21.0, 34.0, 31.209302325581394)"
07-01-2023 19:38:46.401963,"(2.15, 2.54, 2.5258064516129033)","(19.0, 26.0, 25.785714285714285)","(10.0, 11.0, 10.694915254237289)","(8.0, 10.0, 9.767567567567568)","(4.2, 5.0, 4.95)","(5.5, 7.2, 7.108108108108108)","(21.0, 34.0, 31.209302325581394)"
07-01-2023 19:38:47.496702,"(2.15, 2.54, 2.526865671641791)","(19.0, 27.0, 25.823529411764707)","(10.0, 11.0, 10.694915254237289)","(8.0, 10.0, 9.935135135135136)","(4.2, 5.0, 4.9526315789473685)","(5.5, 7.2, 7.115)","(21.0, 34.0, 31.36842105263158)"
07-01-2023 19:38:48.568815,"(2.15, 2.56, 2.5385964912280703)","(19.0, 27.0, 25.94736842105263)","(10.0, 11.0, 10.694915254237289)","(8.0, 10.0, 9.872164948453609)","(4.2, 5.0, 4.904166666666667)","(5.5, 7.2, 6.974025974025974)","(21.0, 34.0, 32.758620689655174)"
07-01-2023 19:38:49.626514,"(2.15, 2.56, 2.545)","(19.0, 27.0, 25.823529411764707)","(10.0, 11.0, 10.682539682539682)","(8.0, 10.5, 9.926829268292682)","(4.2, 5.0, 4.972340425531915)","(5.5, 7.0, 7.097029702970297)","(21.0, 34.0, 33.142857142857146)"
07-01-2023 19:38:50.717869,"(2.15, 2.54, 2.533333333333333)","(19.0, 28.0, 26.105263157894736)","(10.0, 11.0, 10.656565656565657)","(8.0, 10.0, 9.926829268292682)","(4.2, 5.0, 5.02093023255814)","(5.5, 7.2, 7.065)","(21.0, 34.0, 32.0)"
07-01-2023 19:38:51.864992,"(2.15, 2.54, 2.533093525179856)","(19.0, 28.0, 25.77777777777778)","(10.0, 11.0, 10.6)","(8.0, 10.0, 9.885106382978723)","(4.2, 5.1, 4.992105263157895)","(5.5, 7.2, 7.093333333333334)","(21.0, 34.0, 31.428571428571427)"
07-01-2023 19:38:52.977006,"(2.15, 2.52, 2.5164285714285715)","(19.0, 27.0, 25.77777777777778)","(10.0, 11.0, 10.6875)","(8.0, 10.0, 9.915000000000001)","(4.2, 5.1, 5.04375)","(5.5, 7.2, 7.17872340425532)","(21.0, 32.0, 31.2)"
07-01-2023 19:38:54.066623,"(2.15, 2.52, 2.493134328358209)","(19.0, 27.0, 25.42105263157895)","(10.0, 11.0, 10.454545454545455)","(8.0, 10.0, 9.92608695652174)","(4.2, 5.1, 5.038181818181818)","(5.5, 7.2, 7.15)","(21.0, 32.0, 31.608695652173914)"
07-01-2023 19:38:55.147565,"(2.15, 2.5, 2.486470588235294)","(19.0, 26.0, 25.666666666666668)","(10.0, 11.0, 10.88888888888889)","(8.0, 10.0, 9.91904761904762)","(4.2, 5.1, 5.038181818181818)","(5.5, 7.2, 7.052631578947368)","(21.0, 32.0, 31.64)"
07-01-2023 19:38:56.299725,"(2.15, 2.5, 2.4863291139240506)","(19.0, 26.0, 25.526315789473685)","(10.0, 11.0, 11.25943396226415)","(8.0, 10.0, 9.896969696969697)","(4.2, 5.1, 5.132)","(5.5, 7.2, 6.951351351351351)","(21.0, 32.0, 30.545454545454547)"
07-01-2023 19:38:57.415998,"(2.15, 2.5, 2.4815384615384617)","(19.0, 27.0, 23.842105263157894)","(10.0, 11.5, 11.243362831858407)","(8.0, 10.0, 9.78840579710145)","(4.2, 5.2, 5.125)","(5.5, 7.0, 6.872340425531915)","(21.0, 32.0, 30.333333333333332)"
07-01-2023 19:38:58.571910,"(2.15, 2.52, 2.5146341463414634)","(19.0, 24.0, 23.842105263157894)","(10.0, 11.5, 11.223809523809523)","(8.0, 9.8, 9.78840579710145)","(4.2, 5.2, 5.014705882352941)","(5.5, 7.0, 6.8081300813008125)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 19:38:59.750923,"(2.15, 2.56, 2.536)","(19.0, 25.0, 24.41176470588235)","(10.0, 11.5, 11.25)","(8.0, 9.8, 9.842105263157896)","(4.2, 5.1, 5.0)","(5.5, 7.0, 6.814634146341463)","(21.0, 32.0, 30.153846153846153)"
07-01-2023 19:39:00.870790,"(2.15, 2.56, 2.5395121951219513)","(19.0, 25.0, 23.571428571428573)","(10.0, 11.5, 11.25)","(8.0, 10.0, 9.869565217391305)","(4.2, 5.1, 4.926543209876543)","(5.5, 7.0, 6.796875)","(21.0, 32.0, 30.214285714285715)"
07-01-2023 19:39:01.972393,"(2.15, 2.56, 2.5417582417582416)","(19.0, 23.0, 22.818181818181817)","(10.0, 11.5, 11.308988764044944)","(8.0, 10.0, 9.869565217391305)","(4.2, 5.0, 4.986)","(5.5, 7.0, 6.8352941176470585)","(21.0, 32.0, 30.095238095238095)"
07-01-2023 19:39:02.995405,"(2.15, 2.56, 2.5410285714285714)","(19.0, 26.0, 24.555555555555557)","(10.0, 11.5, 11.355421686746988)","(8.0, 10.0, 9.833333333333334)","(4.2, 4.9, 4.8890625000000005)","(5.5, 7.0, 6.8352941176470585)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:39:04.014293,"(2.15, 2.56, 2.5397530864197533)","(19.0, 26.0, 25.0)","(10.0, 11.5, 11.392857142857142)","(8.0, 9.8, 9.791666666666668)","(4.2, 5.0, 4.9031746031746035)","(5.5, 6.8, 6.758823529411765)","(21.0, 32.0, 30.105263157894736)"
07-01-2023 19:39:05.209260,"(2.15, 2.6, 2.5906586826347304)","(19.0, 27.0, 25.705882352941178)","(10.0, 12.0, 11.716981132075471)","(8.0, 10.0, 9.796491228070176)","(4.2, 4.9, 4.858461538461539)","(5.5, 6.8, 6.678947368421053)","(21.0, 32.0, 30.8125)"
07-01-2023 19:39:06.375626,"(2.15, 2.66, 2.638888888888889)","(19.0, 27.0, 25.24137931034483)","(9.0, 12.0, 11.755102040816327)","(8.0, 9.8, 9.683333333333334)","(4.2, 4.8, 4.7732673267326735)","(5.5, 6.8, 6.643478260869565)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:39:07.531510,"(2.15, 2.62, 2.615140186915888)","(19.0, 26.0, 25.384615384615383)","(9.0, 12.0, 11.96875)","(8.0, 10.0, 9.905882352941177)","(4.2, 4.8, 4.752845528455285)","(5.5, 6.8, 6.643478260869565)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:39:08.720845,"(2.15, 2.62, 2.6135802469135805)","(19.0, 26.0, 25.9)","(9.0, 12.0, 11.983050847457626)","(8.0, 10.0, 9.928571428571429)","(4.2, 4.7, 4.634806629834254)","(5.5, 6.8, 6.669879518072289)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:39:09.986471,"(2.15, 2.6, 2.5914705882352944)","(19.0, 27.0, 26.46153846153846)","(9.0, 12.0, 11.619047619047619)","(8.0, 10.5, 9.951546391752577)","(4.2, 4.7, 4.59927536231884)","(5.5, 6.8, 6.685294117647058)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:39:11.214868,"(2.15, 2.62, 2.604109589041096)","(19.0, 27.0, 26.46153846153846)","(9.0, 12.0, 11.891891891891891)","(8.0, 10.5, 10.065420560747663)","(4.2, 4.7, 4.595470383275261)","(5.5, 6.8, 6.7407407407407405)","(21.0, 32.0, 30.666666666666668)"
07-01-2023 19:39:12.607220,"(2.2, 2.62, 2.612608695652174)","(19.0, 27.0, 26.5)","(9.0, 12.0, 11.902439024390244)","(8.0, 10.5, 10.08849557522124)","(4.2, 4.7, 4.767597765363129)","(5.5, 6.8, 6.761702127659574)","(21.0, 32.0, 29.214285714285715)"
07-01-2023 19:39:13.991064,"(2.2, 2.56, 2.551555555555556)","(19.0, 27.0, 26.5)","(9.0, 12.0, 11.950617283950617)","(8.0, 10.5, 10.016129032258064)","(4.2, 4.8, 4.768817204301075)","(5.5, 6.8, 6.757142857142857)","(21.0, 32.0, 30.444444444444443)"
07-01-2023 19:39:15.177489,"(2.2, 2.56, 2.5551724137931036)","(19.0, 27.0, 26.75)","(9.0, 12.0, 12.060975609756097)","(8.0, 10.5, 9.932758620689656)","(4.2, 4.8, 4.7439024390243905)","(5.5, 6.8, 6.699999999999999)","(21.0, 32.0, 29.294117647058822)"
07-01-2023 19:39:16.381204,"(2.2, 2.58, 2.5581132075471698)","(19.0, 27.0, 26.823529411764707)","(9.0, 12.5, 12.075)","(8.0, 10.5, 10.025641025641026)","(4.2, 4.8, 4.666129032258064)","(5.5, 6.8, 6.724444444444444)","(21.0, 30.0, 29.333333333333332)"
07-01-2023 19:39:17.628140,"(2.2, 2.58, 2.562727272727273)","(19.0, 28.0, 27.12)","(9.0, 12.5, 9.25566343042071)","(8.0, 10.5, 10.106060606060606)","(4.2, 4.7, 4.828846153846154)","(5.5, 6.8, 6.944144144144144)","(21.0, 30.0, 30.09090909090909)"
07-01-2023 19:39:18.837262,"(2.2, 2.6, 2.583617021276596)","(19.0, 30.0, 28.56)","(9.0, 9.4, 9.843137254901961)","(8.0, 10.5, 10.096590909090908)","(4.2, 4.9, 4.766666666666667)","(5.5, 7.0, 7.001639344262295)","(21.0, 32.0, 30.5)"
07-01-2023 19:39:20.075419,"(2.2, 2.62, 2.613170731707317)","(19.0, 30.0, 29.75)","(9.0, 10.0, 9.9)","(8.0, 10.5, 10.051948051948052)","(4.2, 4.9, 4.770588235294118)","(5.5, 7.2, 6.782978723404256)","(21.0, 32.0, 31.5)"
07-01-2023 19:39:21.277010,"(2.2, 2.62, 2.611904761904762)","(19.0, 30.0, 29.75)","(9.0, 10.0, 9.9)","(8.0, 10.5, 10.051948051948052)","(4.2, 4.9, 4.770588235294118)","(5.5, 6.8, 6.782978723404256)","(21.0, 34.0, 31.5)"
07-01-2023 19:39:22.519174,"(2.2, 2.62, 2.5986956521739133)","(19.0, 32.0, 29.076923076923077)","(9.0, 10.0, 10.347826086956522)","(8.0, 10.5, 10.047619047619047)","(4.2, 4.9, 4.818518518518519)","(5.5, 6.8, 6.794117647058823)","(21.0, 34.0, 32.96)"
07-01-2023 19:39:23.728639,"(2.2, 2.6, 2.5922857142857145)","(19.0, 32.0, 29.076923076923077)","(9.0, 10.5, 10.347826086956522)","(8.0, 10.5, 10.047619047619047)","(4.2, 4.9, 4.818518518518519)","(5.5, 6.8, 6.794117647058823)","(21.0, 36.0, 33.0)"
07-01-2023 19:39:25.021803,"(2.2, 2.6, 2.5922857142857145)","(20.0, 32.0, 29.076923076923077)","(9.0, 10.5, 10.363636363636363)","(8.0, 10.5, 9.874590163934426)","(4.2, 4.9, 4.821212121212121)","(5.5, 7.0, 6.736666666666666)","(21.0, 36.0, 34.166666666666664)"
07-01-2023 19:39:26.246215,"(2.2, 2.64, 2.631111111111111)","(20.0, 32.0, 29.428571428571427)","(9.0, 10.5, 10.071428571428571)","(8.0, 8.8, 8.481720430107528)","(4.2, 5.0, 4.954411764705883)","(5.5, 7.0, 6.88)","(21.0, 36.0, 35.333333333333336)"
07-01-2023 19:39:27.513348,"(2.2, 2.66, 2.627547169811321)","(20.0, 29.0, 27.0)","(9.0, 10.5, 10.25)","(8.0, 8.6, 8.488796680497925)","(4.2, 5.0, 4.962650602409639)","(5.5, 7.0, 6.896470588235294)","(21.0, 36.0, 34.54545454545455)"
07-01-2023 19:39:28.704751,"(2.2, 2.62, 2.6156589147286824)","(20.0, 28.0, 27.5)","(9.0, 10.5, 10.22680412371134)","(8.0, 8.6, 8.697160883280757)","(4.2, 5.0, 4.996875)","(5.5, 7.0, 6.982352941176471)","(21.0, 36.0, 35.55555555555556)"
07-01-2023 19:39:29.890128,"(2.2, 2.6, 2.5736170212765956)","(20.0, 29.0, 28.692307692307693)","(9.0, 11.0, 10.277227722772277)","(8.0, 9.0, 8.68235294117647)","(4.2, 5.0, 4.998076923076923)","(5.5, 7.0, 6.906122448979592)","(21.0, 38.0, 35.44)"
07-01-2023 19:39:31.163834,"(2.2, 2.6, 2.5926760563380284)","(20.0, 29.0, 28.636363636363637)","(9.0, 11.0, 10.427536231884059)","(8.0, 8.8, 8.600000000000001)","(4.2, 5.0, 5.059459459459459)","(5.5, 7.2, 6.916883116883117)","(21.0, 38.0, 35.63636363636363)"
07-01-2023 19:39:32.404288,"(2.2, 2.6, 2.595438596491228)","(20.0, 29.0, 28.818181818181817)","(9.0, 10.5, 10.490384615384615)","(8.0, 8.8, 8.646153846153846)","(4.2, 5.1, 5.031818181818181)","(5.5, 7.2, 6.901369863013699)","(21.0, 38.0, 36.10526315789474)"
07-01-2023 19:39:33.617969,"(2.2, 2.6, 2.5872)","(20.0, 32.0, 30.37142857142857)","(9.0, 10.5, 10.490384615384615)","(8.0, 8.8, 8.666666666666666)","(4.2, 5.1, 5.055223880597015)","(5.5, 7.2, 6.90738255033557)","(21.0, 38.0, 36.10526315789474)"
07-01-2023 19:39:34.766385,"(2.2, 2.54, 2.520646551724138)","(20.0, 32.0, 30.642857142857142)","(9.0, 10.5, 10.551282051282051)","(8.0, 8.8, 8.876190476190477)","(4.2, 5.1, 4.984615384615385)","(5.5, 7.2, 7.096551724137931)","(21.0, 38.0, 36.75)"
07-01-2023 19:39:35.920122,"(2.2, 2.54, 2.507841584158416)","(20.0, 32.0, 30.615384615384617)","(9.0, 11.0, 10.467153284671532)","(8.0, 9.0, 8.876190476190477)","(4.2, 5.0, 5.056521739130434)","(5.5, 7.2, 7.203389830508475)","(21.0, 38.0, 36.46153846153846)"
07-01-2023 19:39:37.085992,"(2.2, 2.54, 2.5078772378516625)","(20.0, 32.0, 31.8125)","(9.0, 11.0, 9998.5)","(8.0, 9.0, 9998.5)","(4.2, 5.1, 9998.5)","(5.5, 7.4, 9998.5)","(21.0, 38.0, 9998.5)"
07-01-2023 19:39:38.245638,"(2.2, 99998, 9998.5)","(20.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(21.0, 99998, 9998.5)"
