,Bradman Best,Cherokee Outlaw,Zulu Boy,Sketchy Zara,Murphey,Fab Two Times
09-01-2023 17:42:35.566457,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.67625)","(61.0, 190.0, 162.14285714285714)","(71.0, 260.0, 218.33333333333334)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.1)"
09-01-2023 17:42:36.601717,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6783333333333332)","(61.0, 190.0, 152.85714285714286)","(71.0, 260.0, 218.33333333333334)","(7.5, 10.5, 9.847727272727273)","(8.0, 10.5, 10.0625)"
09-01-2023 17:42:37.665020,"(3.7, 5.1, 4.930303030303031)","(1.45, 1.68, 1.6783333333333332)","(61.0, 190.0, 153.63636363636363)","(71.0, 260.0, 218.33333333333334)","(7.5, 10.5, 9.816666666666668)","(8.0, 10.5, 10.0625)"
09-01-2023 17:42:38.699499,"(3.7, 5.1, 4.930303030303031)","(1.45, 1.68, 1.6783333333333332)","(61.0, 190.0, 153.63636363636363)","(71.0, 260.0, 235.0)","(7.5, 10.5, 10.054347826086957)","(8.0, 10.5, 10.15)"
09-01-2023 17:42:39.802302,"(3.7, 5.1, 5.02)","(1.45, 1.68, 1.6755882352941176)","(61.0, 190.0, 162.72727272727272)","(71.0, 260.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.15)"
09-01-2023 17:42:40.764573,"(3.7, 5.1, 5.009677419354839)","(1.45, 1.68, 1.6755882352941176)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.15)"
09-01-2023 17:42:41.717660,"(3.7, 5.1, 5.009677419354839)","(1.45, 1.68, 1.6755882352941176)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.15)"
09-01-2023 17:42:42.612895,"(3.7, 5.1, 5.009677419354839)","(1.45, 1.68, 1.6755882352941176)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.15)"
09-01-2023 17:42:43.609339,"(3.7, 5.1, 5.009677419354839)","(1.45, 1.68, 1.6770370370370369)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.033333333333333)"
09-01-2023 17:42:44.730214,"(3.7, 5.1, 5.009677419354839)","(1.45, 1.68, 1.6761290322580644)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.847727272727273)","(8.0, 10.5, 10.135135135135135)"
09-01-2023 17:42:45.808003,"(3.7, 5.1, 4.930303030303031)","(1.45, 1.68, 1.6770370370370369)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.847727272727273)","(8.0, 10.5, 10.135135135135135)"
09-01-2023 17:42:46.901550,"(3.7, 5.1, 4.930303030303031)","(1.45, 1.68, 1.6770370370370369)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.054347826086957)","(8.0, 10.5, 10.1625)"
09-01-2023 17:42:47.958709,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6763636363636363)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.03448275862069)"
09-01-2023 17:42:48.974864,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6773913043478261)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.03448275862069)"
09-01-2023 17:42:49.976669,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6773913043478261)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.03448275862069)"
09-01-2023 17:42:50.889705,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6773913043478261)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.03448275862069)"
09-01-2023 17:42:51.753127,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6773913043478261)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.03448275862069)"
09-01-2023 17:42:52.647921,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6773913043478261)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 9.96)"
09-01-2023 17:42:53.548122,"(3.7, 5.1, 4.948648648648649)","(1.45, 1.68, 1.679189189189189)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 9.980645161290322)"
09-01-2023 17:42:54.548585,"(3.7, 5.1, 4.948648648648649)","(1.45, 1.68, 1.679189189189189)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:42:55.501973,"(3.7, 5.1, 4.948648648648649)","(1.45, 1.68, 1.679189189189189)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:42:56.490212,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6755737704918032)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:42:57.466519,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6755737704918032)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:42:58.666364,"(3.7, 5.1, 5.017857142857142)","(1.45, 1.68, 1.6759649122807017)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:42:59.602914,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6772340425531915)","(61.0, 190.0, 163.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.063829787234043)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:00.626492,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6772340425531915)","(61.0, 190.0, 154.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.011904761904763)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:01.609899,"(3.7, 5.1, 5.0125)","(1.45, 1.68, 1.6772340425531915)","(61.0, 190.0, 154.0)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:02.620776,"(3.7, 5.1, 4.948648648648649)","(1.45, 1.68, 1.6772340425531915)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.862222222222222)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:03.681090,"(3.7, 5.1, 4.948648648648649)","(1.45, 1.68, 1.6772340425531915)","(61.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.054347826086957)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:04.669851,"(3.7, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6764444444444444)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:05.620177,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.671304347826087)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:06.574204,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6728571428571428)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:07.487224,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.671304347826087)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:08.465197,"(3.7, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6749999999999998)","(61.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:09.377043,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6774074074074072)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:10.308344,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6774074074074072)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.0125)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:11.255385,"(3.8, 5.1, 4.948648648648649)","(1.45, 1.68, 1.6764516129032256)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 9.8175)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:12.192368,"(3.8, 5.1, 4.963414634146342)","(1.45, 1.68, 1.6764516129032256)","(81.0, 190.0, 153.63636363636363)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.056818181818182)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:13.166737,"(3.8, 5.1, 5.015151515151515)","(1.45, 1.68, 1.6768181818181818)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:14.181023,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.672222222222222)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:15.262392,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6768181818181818)","(81.0, 190.0, 162.72727272727272)","(71.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:16.295205,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6757692307692307)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 10.5, 10.066666666666666)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:17.285351,"(3.8, 5.1, 5.024324324324324)","(1.45, 1.68, 1.6757692307692307)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 10.5, 10.758064516129032)","(8.0, 10.5, 10.017241379310345)"
09-01-2023 17:43:18.325319,"(3.8, 5.1, 5.015151515151515)","(1.45, 1.67, 1.6635714285714285)","(81.0, 190.0, 153.63636363636363)","(81.0, 270.0, 230.0)","(7.5, 11.0, 11.25)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:19.423516,"(3.8, 5.1, 4.948648648648649)","(1.45, 1.67, 1.6694736842105262)","(81.0, 190.0, 153.63636363636363)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.208333333333334)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:20.410057,"(3.8, 5.0, 4.827586206896552)","(1.45, 1.68, 1.6716666666666666)","(81.0, 190.0, 153.63636363636363)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 9.846666666666668)"
09-01-2023 17:43:21.464667,"(3.8, 5.0, 4.827586206896552)","(1.45, 1.68, 1.6703703703703703)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.25)","(8.0, 10.5, 10.033333333333333)"
09-01-2023 17:43:22.485350,"(3.8, 5.0, 4.916666666666667)","(1.45, 1.67, 1.665)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.176470588235293)","(8.0, 10.5, 10.033333333333333)"
09-01-2023 17:43:23.521609,"(3.8, 5.0, 4.9222222222222225)","(1.45, 1.67, 1.665)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.176470588235293)","(8.0, 10.5, 10.088235294117647)"
09-01-2023 17:43:24.495633,"(3.8, 4.9, 4.847826086956522)","(1.45, 1.68, 1.6716666666666666)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.225)","(8.0, 10.5, 10.088235294117647)"
09-01-2023 17:43:25.432483,"(3.8, 4.9, 4.821428571428572)","(1.45, 1.68, 1.6758333333333333)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.06)","(8.0, 10.5, 10.088235294117647)"
09-01-2023 17:43:26.444701,"(3.8, 4.9, 4.821428571428572)","(1.45, 1.68, 1.675185185185185)","(81.0, 190.0, 162.72727272727272)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 9.824137931034484)"
09-01-2023 17:43:27.502032,"(3.8, 4.9, 4.826666666666666)","(1.45, 1.68, 1.6758333333333333)","(81.0, 190.0, 153.63636363636363)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 9.824137931034484)"
09-01-2023 17:43:28.527858,"(3.8, 4.9, 4.816)","(1.45, 1.68, 1.6758333333333333)","(81.0, 190.0, 149.0)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.166666666666666)","(8.0, 10.5, 9.78)"
09-01-2023 17:43:29.511541,"(3.8, 4.9, 4.816)","(1.45, 1.68, 1.6777777777777778)","(81.0, 140.0, 103.63636363636364)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 9.799999999999999)"
09-01-2023 17:43:30.580630,"(3.8, 4.9, 4.838461538461538)","(1.45, 1.68, 1.6748275862068964)","(81.0, 140.0, 112.72727272727273)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.194444444444445)","(8.0, 10.5, 9.799999999999999)"
09-01-2023 17:43:31.505620,"(3.8, 4.9, 4.838461538461538)","(1.45, 1.68, 1.6748275862068964)","(81.0, 140.0, 119.23076923076923)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.194444444444445)","(8.0, 10.5, 9.799999999999999)"
09-01-2023 17:43:32.494094,"(3.8, 4.9, 4.838461538461538)","(1.45, 1.68, 1.6748275862068964)","(81.0, 140.0, 158.46153846153845)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.176470588235293)","(8.0, 10.5, 10.195652173913043)"
09-01-2023 17:43:33.578795,"(3.8, 4.9, 4.8428571428571425)","(1.45, 1.67, 1.6721875)","(81.0, 180.0, 156.36363636363637)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 10.121621621621621)"
09-01-2023 17:43:34.568178,"(3.8, 4.9, 4.838461538461538)","(1.45, 1.68, 1.6721875)","(81.0, 170.0, 143.21428571428572)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.208333333333334)","(8.0, 10.5, 10.211538461538462)"
09-01-2023 17:43:35.534292,"(3.8, 5.1, 4.94)","(1.45, 1.67, 1.663103448275862)","(81.0, 170.0, 143.21428571428572)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.147058823529411)","(8.0, 10.5, 10.211538461538462)"
09-01-2023 17:43:36.586839,"(3.8, 5.1, 4.964)","(1.45, 1.67, 1.6627272727272726)","(81.0, 170.0, 143.21428571428572)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.128571428571428)","(8.0, 10.5, 10.211538461538462)"
09-01-2023 17:43:37.604712,"(3.8, 5.1, 4.964)","(1.45, 1.67, 1.6627272727272726)","(81.0, 170.0, 143.21428571428572)","(81.0, 270.0, 230.0)","(7.5, 11.5, 11.128571428571428)","(8.0, 10.5, 10.211538461538462)"
09-01-2023 17:43:38.582480,"(3.8, 5.1, 4.964)","(1.45, 1.67, 1.6627272727272726)","(81.0, 170.0, 143.21428571428572)","(81.0, 270.0, 194.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 10.171875)"
09-01-2023 17:43:39.604757,"(3.8, 5.1, 5.019047619047619)","(1.45, 1.67, 1.6629411764705881)","(81.0, 160.0, 112.0)","(81.0, 130.0, 125.0)","(7.5, 11.5, 11.15625)","(8.0, 10.5, 10.171875)"
09-01-2023 17:43:40.564639,"(3.8, 5.1, 5.019047619047619)","(1.45, 1.67, 1.6644827586206896)","(81.0, 160.0, 105.45454545454545)","(91.0, 130.0, 232.0)","(8.0, 11.5, 11.208333333333334)","(8.0, 10.5, 10.171875)"
09-01-2023 17:43:41.554017,"(3.8, 5.1, 5.019047619047619)","(1.45, 1.67, 1.6667999999999998)","(81.0, 160.0, 105.45454545454545)","(91.0, 260.0, 186.66666666666669)","(8.0, 11.5, 11.15625)","(8.0, 10.5, 10.223684210526315)"
09-01-2023 17:43:42.693671,"(3.8, 5.1, 5.019047619047619)","(1.45, 1.67, 1.6661904761904762)","(81.0, 160.0, 105.0)","(91.0, 220.0, 170.0)","(8.0, 11.5, 11.15625)","(8.0, 10.5, 10.223684210526315)"
09-01-2023 17:43:43.954926,"(3.8, 5.1, 5.019047619047619)","(1.45, 1.67, 1.68036866359447)","(81.0, 160.0, 105.0)","(91.0, 210.0, 170.0)","(8.0, 11.5, 11.166666666666666)","(8.0, 10.5, 10.228260869565217)"
09-01-2023 17:43:45.136955,"(3.8, 5.1, 4.969230769230769)","(1.45, 1.69, 1.6689655172413793)","(81.0, 160.0, 105.0)","(91.0, 210.0, 170.0)","(8.0, 11.5, 11.166666666666666)","(8.0, 10.5, 10.228260869565217)"
09-01-2023 17:43:46.273640,"(3.8, 5.1, 4.969230769230769)","(1.45, 1.68, 1.6689655172413793)","(81.0, 160.0, 105.0)","(91.0, 210.0, 170.0)","(8.0, 11.5, 11.166666666666666)","(8.0, 10.5, 10.228260869565217)"
09-01-2023 17:43:47.400246,"(3.8, 5.1, 4.969230769230769)","(1.45, 1.68, 1.6642105263157894)","(81.0, 160.0, 105.0)","(91.0, 210.0, 153.33333333333334)","(8.0, 11.5, 11.02)","(8.0, 10.5, 10.244897959183673)"
09-01-2023 17:43:48.601934,"(3.8, 5.1, 5.02)","(1.45, 1.67, 1.662)","(81.0, 160.0, 105.0)","(91.0, 200.0, 160.0)","(8.0, 11.5, 10.98)","(8.0, 10.5, 10.38888888888889)"
09-01-2023 17:43:49.809180,"(3.8, 5.1, 5.027272727272727)","(1.45, 1.67, 1.6669642857142857)","(81.0, 160.0, 118.75)","(91.0, 190.0, 178.0)","(8.0, 11.5, 11.066666666666666)","(8.0, 10.5, 10.552631578947368)"
09-01-2023 17:43:50.924005,"(3.8, 5.1, 5.027272727272727)","(1.45, 1.67, 1.6677272727272727)","(81.0, 160.0, 128.57142857142858)","(91.0, 190.0, 184.0)","(8.0, 11.5, 11.066666666666666)","(8.0, 11.0, 10.911111111111111)"
09-01-2023 17:43:51.960361,"(3.8, 5.1, 5.01875)","(1.45, 1.66, 1.6577272727272727)","(81.0, 160.0, 116.0)","(91.0, 190.0, 170.0)","(8.0, 11.5, 10.958333333333334)","(8.0, 11.0, 10.952380952380953)"
09-01-2023 17:43:52.964126,"(3.8, 5.1, 5.01875)","(1.45, 1.66, 1.6562962962962962)","(81.0, 160.0, 116.0)","(91.0, 190.0, 160.0)","(8.0, 11.5, 10.958333333333334)","(8.0, 11.0, 10.875)"
09-01-2023 17:43:53.904615,"(3.8, 5.1, 4.9818181818181815)","(1.45, 1.66, 1.6424590163934425)","(81.0, 160.0, 118.75)","(91.0, 190.0, 160.0)","(8.0, 11.5, 10.958333333333334)","(8.0, 11.0, 10.81578947368421)"
09-01-2023 17:43:54.921680,"(3.8, 5.1, 4.9818181818181815)","(1.45, 1.66, 1.6423622047244093)","(81.0, 160.0, 127.0)","(91.0, 190.0, 160.0)","(8.0, 11.5, 11.075757575757576)","(8.0, 11.0, 10.81081081081081)"
09-01-2023 17:43:56.041134,"(3.8, 5.1, 5.0469387755102035)","(1.45, 1.65, 1.64)","(81.0, 160.0, 127.0)","(91.0, 190.0, 176.66666666666669)","(8.0, 11.5, 11.26923076923077)","(8.0, 11.0, 10.847826086956522)"
09-01-2023 17:43:57.085152,"(3.8, 5.1, 5.069999999999999)","(1.45, 1.64, 1.6339548022598869)","(81.0, 160.0, 127.0)","(91.0, 190.0, 176.66666666666669)","(8.0, 11.5, 11.175)","(8.0, 11.0, 10.854166666666666)"
09-01-2023 17:43:58.166022,"(3.8, 5.1, 5.08695652173913)","(1.45, 1.64, 1.6215625)","(81.0, 160.0, 132.5)","(91.0, 190.0, 150.0)","(8.0, 11.5, 11.13888888888889)","(8.0, 11.0, 10.833333333333334)"
09-01-2023 17:43:59.264286,"(3.8, 5.3, 5.1695652173913045)","(1.45, 1.63, 1.6215625)","(81.0, 160.0, 132.5)","(91.0, 190.0, 150.0)","(8.0, 11.5, 11.227272727272727)","(8.0, 11.0, 10.833333333333334)"
09-01-2023 17:44:00.457952,"(3.8, 5.3, 5.1695652173913045)","(1.45, 1.63, 1.6173809523809526)","(81.0, 160.0, 132.5)","(91.0, 190.0, 163.33333333333334)","(8.0, 11.5, 11.416666666666666)","(8.0, 11.0, 10.953125)"
09-01-2023 17:44:01.521831,"(3.8, 5.5, 5.129629629629629)","(1.45, 1.62, 1.6173809523809526)","(81.0, 160.0, 139.0)","(91.0, 210.0, 151.66666666666666)","(8.0, 11.5, 11.4)","(8.0, 11.0, 10.946428571428571)"
09-01-2023 17:44:02.680141,"(3.8, 5.5, 5.147058823529411)","(1.45, 1.62, 1.6053703703703706)","(81.0, 160.0, 139.0)","(91.0, 210.0, 151.66666666666666)","(8.0, 11.5, 11.447368421052632)","(8.0, 11.0, 10.890625)"
09-01-2023 17:44:03.877292,"(3.8, 5.5, 5.3374999999999995)","(1.45, 1.61, 1.6042857142857143)","(81.0, 160.0, 139.0)","(91.0, 210.0, 151.66666666666666)","(8.0, 12.0, 11.346153846153847)","(8.0, 11.0, 10.868421052631579)"
09-01-2023 17:44:05.000041,"(3.8, 5.5, 5.263636363636364)","(1.45, 1.61, 1.5985714285714288)","(81.0, 160.0, 139.0)","(91.0, 210.0, 151.66666666666666)","(8.0, 12.0, 11.529411764705882)","(8.0, 11.0, 10.839285714285714)"
09-01-2023 17:44:06.244416,"(3.8, 5.5, 5.413636363636363)","(1.45, 1.6, 1.5913095238095238)","(81.0, 160.0, 139.0)","(91.0, 210.0, 163.33333333333334)","(8.0, 12.0, 11.6)","(8.0, 11.0, 10.839285714285714)"
09-01-2023 17:44:07.328203,"(3.8, 5.5, 5.413636363636363)","(1.45, 1.6, 1.5913095238095238)","(81.0, 160.0, 139.0)","(91.0, 210.0, 163.33333333333334)","(8.0, 12.0, 11.578947368421053)","(8.0, 11.0, 10.789473684210526)"
09-01-2023 17:44:08.355804,"(3.8, 5.4, 5.3625)","(1.45, 1.6, 1.593177570093458)","(81.0, 160.0, 116.25)","(91.0, 210.0, 151.66666666666666)","(8.0, 12.0, 11.578947368421053)","(8.0, 11.0, 10.741935483870968)"
09-01-2023 17:44:09.446363,"(3.8, 5.5, 5.375)","(1.45, 1.6, 1.5957894736842106)","(81.0, 160.0, 139.0)","(91.0, 210.0, 185.0)","(8.0, 12.0, 11.448275862068966)","(8.0, 11.0, 10.685185185185185)"
09-01-2023 17:44:10.510903,"(3.8, 5.5, 5.333333333333333)","(1.45, 1.6, 1.5957894736842106)","(81.0, 160.0, 142.5)","(91.0, 230.0, 185.0)","(8.0, 12.0, 11.652173913043478)","(8.0, 11.0, 10.757142857142856)"
09-01-2023 17:44:11.594027,"(3.8, 5.5, 5.464285714285714)","(1.45, 1.59, 1.5803516377649327)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.0, 11.6)","(8.0, 11.0, 10.871428571428572)"
09-01-2023 17:44:12.578634,"(3.8, 5.5, 5.4655172413793105)","(1.45, 1.59, 1.5802625182304328)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.0, 11.619047619047619)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:13.690991,"(3.9, 5.6, 5.502127659574468)","(1.45, 1.59, 1.5800491159135561)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.0, 11.8)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:14.710850,"(3.9, 5.6, 5.51304347826087)","(1.45, 1.59, 1.5800491159135561)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.0, 12.166666666666666)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:15.815765,"(3.9, 5.6, 5.451851851851852)","(1.45, 1.59, 1.570706106870229)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.5, 12.067567567567568)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:16.904124,"(3.9, 5.6, 5.51304347826087)","(1.45, 1.58, 1.5703486055776894)","(81.0, 160.0, 139.0)","(91.0, 230.0, 175.0)","(8.0, 12.5, 12.34)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:17.929811,"(3.9, 5.6, 5.5)","(1.45, 1.58, 1.5701106639839035)","(81.0, 160.0, 139.0)","(91.0, 230.0, 224.5)","(8.0, 12.5, 12.304878048780488)","(8.0, 11.0, 10.85483870967742)"
09-01-2023 17:44:18.800771,"(3.9, 5.6, 5.5)","(1.45, 1.58, 1.5701745635910225)","(81.0, 160.0, 142.5)","(91.0, 230.0, 224.5)","(8.0, 12.5, 12.304878048780488)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:19.776978,"(3.9, 5.6, 5.486666666666666)","(1.45, 1.58, 1.5702214839424142)","(81.0, 160.0, 139.0)","(91.0, 230.0, 223.125)","(8.0, 12.5, 12.386363636363637)","(8.0, 11.0, 10.878378378378379)"
09-01-2023 17:44:20.771600,"(3.9, 5.6, 5.496969696969697)","(1.45, 1.58, 1.5702209944751382)","(81.0, 160.0, 117.14285714285714)","(91.0, 230.0, 221.8181818181818)","(8.0, 12.5, 12.75)","(8.0, 11.0, 11.04054054054054)"
09-01-2023 17:44:21.803202,"(3.9, 5.6, 5.578571428571428)","(1.45, 1.56, 1.5569642857142858)","(81.0, 160.0, 150.5263157894737)","(91.0, 260.0, 148.57142857142858)","(8.0, 13.0, 12.954545454545455)","(8.0, 11.5, 11.056818181818182)"
09-01-2023 17:44:22.889372,"(3.9, 5.7, 5.555555555555555)","(1.45, 1.55, 1.5468085106382978)","(81.0, 160.0, 140.0)","(91.0, 260.0, 170.0)","(8.0, 13.5, 12.833333333333334)","(8.0, 11.5, 11.095238095238095)"
09-01-2023 17:44:23.985686,"(3.9, 5.7, 5.576190476190476)","(1.45, 1.55, 1.5473684210526317)","(81.0, 160.0, 140.0)","(91.0, 250.0, 165.0)","(8.0, 13.5, 13.107142857142858)","(8.0, 11.5, 11.154761904761905)"
