,Little Franky,Somersby,Sapphire Pixie,Oh Louise,Rolling Riot,Mac Frenzy
11-01-2023 11:55:54.687291,"(8.5, 16.0, 15.0)","(1.4, 1.48, 1.479090909090909)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:55:55.625837,"(8.5, 16.0, 15.0)","(1.4, 1.48, 1.479090909090909)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:55:56.540780,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.4678048780487805)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:55:57.816605,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.4679545454545455)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:55:58.709158,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.4679545454545455)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:55:59.652466,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.4679545454545455)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:56:00.603072,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.4679545454545455)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:56:01.521518,"(8.5, 16.0, 15.0)","(1.4, 1.47, 1.467)","(41.0, 70.0, 58.85714285714286)","(4.0, 7.4, 7.114285714285715)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.576923076923077)"
11-01-2023 11:56:02.500284,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4654838709677418)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 33.25)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:03.466506,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 29.75)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:04.463377,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 34.46153846153846)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:05.493097,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 34.46153846153846)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:06.498426,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 34.46153846153846)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:07.529498,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:08.634108,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:09.569158,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:10.455799,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:11.353282,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4646153846153847)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:12.248460,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.462222222222222)","(41.0, 70.0, 59.6)","(4.0, 7.4, 7.189473684210527)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:13.141564,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4513333333333334)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:14.066538,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4513333333333334)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:14.981083,"(8.5, 16.0, 15.444444444444445)","(1.4, 1.47, 1.4513333333333334)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:15.863938,"(8.5, 16.0, 14.4)","(1.4, 1.47, 1.4513333333333334)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:16.772630,"(8.5, 16.0, 14.4)","(1.4, 1.47, 1.4513333333333334)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:17.647676,"(8.5, 16.0, 14.4)","(1.4, 1.46, 1.4463636363636363)","(41.0, 70.0, 59.6)","(4.0, 7.6, 7.423529411764705)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:18.531574,"(8.5, 16.0, 14.4)","(1.4, 1.48, 1.4470588235294117)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:19.512766,"(8.5, 16.0, 14.4)","(1.4, 1.48, 1.4464285714285714)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:20.437018,"(8.5, 16.0, 14.4)","(1.4, 1.48, 1.452222222222222)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:21.511592,"(8.5, 16.0, 14.4)","(1.4, 1.48, 1.452222222222222)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:22.507267,"(8.5, 16.0, 14.4)","(1.4, 1.48, 1.452222222222222)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:23.437616,"(8.5, 16.0, 15.466666666666667)","(1.4, 1.48, 1.452222222222222)","(41.0, 70.0, 59.6)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:24.351974,"(8.5, 16.0, 15.6)","(1.4, 1.46, 1.4493103448275861)","(41.0, 70.0, 62.0)","(4.0, 7.8, 7.72)","(21.0, 42.0, 35.5)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:25.276091,"(8.5, 16.0, 15.6)","(1.4, 1.46, 1.4524324324324325)","(41.0, 70.0, 62.0)","(4.0, 7.8, 7.272)","(21.0, 42.0, 32.791666666666664)","(10.0, 17.0, 14.827586206896552)"
11-01-2023 11:56:26.213656,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4498181818181817)","(41.0, 70.0, 62.0)","(4.2, 7.8, 7.272)","(21.0, 42.0, 32.791666666666664)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:27.108353,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4466666666666665)","(41.0, 70.0, 63.88235294117647)","(4.2, 7.8, 7.272)","(21.0, 40.0, 35.416666666666664)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:28.170317,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4466666666666665)","(41.0, 70.0, 63.88235294117647)","(4.2, 7.8, 7.272)","(21.0, 40.0, 35.416666666666664)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:29.099709,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4466666666666665)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.272)","(21.0, 40.0, 35.416666666666664)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:30.088837,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4466666666666665)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.272)","(21.0, 40.0, 33.05263157894737)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:31.038040,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.4448648648648648)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.272)","(21.0, 40.0, 33.05263157894737)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:31.998380,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.446)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.272)","(21.0, 40.0, 31.655172413793103)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:32.892463,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.446)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.272)","(21.0, 40.0, 31.655172413793103)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:33.813878,"(9.0, 16.0, 14.8)","(1.3, 1.46, 1.446)","(41.0, 70.0, 64.22222222222223)","(4.2, 7.8, 7.45625)","(21.0, 40.0, 31.566666666666666)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:34.717930,"(9.0, 16.0, 14.8)","(1.3, 1.46, 1.446)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.123076923076923)","(21.0, 40.0, 31.566666666666666)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:35.662081,"(9.0, 16.0, 14.8)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 40.0, 31.566666666666666)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:36.628782,"(9.0, 16.0, 14.8)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 40.0, 31.566666666666666)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:37.575644,"(9.0, 16.0, 15.6)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 40.0, 31.566666666666666)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:38.500418,"(9.0, 16.0, 15.7)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 40.0, 33.06666666666667)","(10.0, 17.0, 14.487179487179487)"
11-01-2023 11:56:39.521123,"(9.0, 16.0, 15.7)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 15.0625)"
11-01-2023 11:56:40.444301,"(9.0, 16.0, 15.7)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 15.0625)"
11-01-2023 11:56:41.377605,"(9.0, 16.0, 15.7)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 15.0625)"
11-01-2023 11:56:42.282413,"(9.0, 16.0, 15.2)","(1.3, 1.46, 1.444)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 15.0625)"
11-01-2023 11:56:43.232609,"(9.0, 16.0, 15.2)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:44.168737,"(9.0, 16.0, 15.733333333333333)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 65.41176470588235)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:45.121576,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:46.091649,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:47.024904,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:47.967138,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:48.861822,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:49.806543,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:50.804308,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:51.645280,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:52.537816,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:53.705558,"(9.0, 16.0, 15.8)","(1.3, 1.46, 1.4435)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 16.0, 14.709677419354838)"
11-01-2023 11:56:54.760964,"(9.0, 16.0, 15.333333333333334)","(1.3, 1.46, 1.4456)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.964285714285715)"
11-01-2023 11:56:55.678041,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.4456)","(41.0, 70.0, 61.333333333333336)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.30952380952381)"
11-01-2023 11:56:56.579466,"(9.0, 16.0, 15.333333333333334)","(1.3, 1.46, 1.447)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.5)"
11-01-2023 11:56:57.587879,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.4426666666666665)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.578947368421053)"
11-01-2023 11:56:58.950800,"(9.0, 16.0, 15.333333333333334)","(1.3, 1.46, 1.4426666666666665)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.578947368421053)"
11-01-2023 11:57:00.036364,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.4426666666666665)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.203703703703704)"
11-01-2023 11:57:01.148363,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.4426666666666665)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.25)"
11-01-2023 11:57:02.226786,"(9.0, 16.0, 15.333333333333334)","(1.3, 1.46, 1.4426666666666665)","(41.0, 70.0, 62.086956521739125)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.25)"
11-01-2023 11:57:03.211684,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.442)","(41.0, 70.0, 54.72727272727273)","(4.2, 7.8, 7.4)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 14.25)"
11-01-2023 11:57:04.224040,"(9.0, 16.0, 15.636363636363637)","(1.3, 1.46, 1.442)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.433333333333334)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:05.508675,"(9.0, 19.5, 15.5625)","(1.3, 1.46, 1.442)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:06.566210,"(9.0, 19.5, 16.5)","(1.3, 1.46, 1.4588387096774194)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 13.657894736842104)"
11-01-2023 11:57:07.610473,"(9.0, 19.5, 16.5)","(1.3, 1.46, 1.4588387096774194)","(41.0, 70.0, 60.375)","(4.2, 7.8, 7.292307692307692)","(21.0, 38.0, 33.30434782608695)","(10.0, 15.5, 13.657894736842104)"
