,Little Franky,Somersby,Sapphire Pixie,Oh Louise,Rolling Riot,Mac Frenzy
11-01-2023 11:58:52.864682,"(11.0, 21.0, 19.952380952380953)","(1.3, 1.45, 1.446865671641791)","(41.0, 70.0, 69.0909090909091)","(5.0, 7.2, 6.818181818181818)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.625)"
11-01-2023 11:58:53.730963,"(11.0, 21.0, 19.625)","(1.3, 1.45, 1.4479411764705883)","(41.0, 70.0, 68.33333333333333)","(5.0, 7.2, 6.818181818181818)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.625)"
11-01-2023 11:58:54.611666,"(11.0, 21.0, 19.625)","(1.3, 1.47, 1.4672519083969466)","(41.0, 70.0, 68.33333333333333)","(5.0, 7.2, 6.829411764705882)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.5, 13.3)"
11-01-2023 11:58:55.541170,"(11.0, 20.0, 19.9375)","(1.3, 1.47, 1.4637704918032786)","(41.0, 70.0, 69.0909090909091)","(5.0, 7.2, 6.85)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.0, 13.25)"
11-01-2023 11:58:56.427704,"(11.0, 20.0, 19.933333333333334)","(1.3, 1.47, 1.4637704918032786)","(41.0, 70.0, 68.33333333333333)","(5.0, 7.2, 6.859459459459459)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:58:57.378948,"(11.0, 20.0, 19.933333333333334)","(1.3, 1.47, 1.4625974025974027)","(41.0, 70.0, 68.75)","(5.0, 7.2, 6.859459459459459)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:58:58.311960,"(11.0, 20.0, 19.933333333333334)","(1.3, 1.47, 1.4647706422018347)","(41.0, 70.0, 68.66666666666667)","(5.0, 7.2, 6.859459459459459)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:58:59.249394,"(11.0, 20.0, 19.933333333333334)","(1.3, 1.47, 1.4647706422018347)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.866666666666666)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:59:00.207414,"(11.0, 21.0, 20.0)","(1.3, 1.45, 1.4494897959183672)","(41.0, 70.0, 68.75)","(5.0, 7.2, 7.0095238095238095)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.0)"
11-01-2023 11:59:01.067709,"(11.0, 21.0, 20.0)","(1.3, 1.47, 1.4647222222222223)","(41.0, 70.0, 68.75)","(5.0, 7.2, 6.872727272727273)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:01.968605,"(11.0, 21.0, 20.0)","(1.3, 1.47, 1.4647222222222223)","(41.0, 70.0, 68.75)","(5.0, 7.2, 6.872727272727273)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:02.915681,"(11.0, 21.0, 20.0)","(1.3, 1.48, 1.478695652173913)","(41.0, 70.0, 68.75)","(5.0, 7.2, 6.851612903225806)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.4375)"
11-01-2023 11:59:03.888220,"(11.0, 21.0, 19.928571428571427)","(1.3, 1.48, 1.462162162162162)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.851612903225806)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:04.854401,"(11.0, 21.0, 19.928571428571427)","(1.3, 1.48, 1.463235294117647)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.851612903225806)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:05.746997,"(11.0, 21.0, 19.928571428571427)","(1.3, 1.47, 1.4649999999999999)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.872727272727273)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:06.606531,"(11.0, 20.0, 19.928571428571427)","(1.3, 1.47, 1.46)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.88235294117647)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:07.454318,"(11.0, 20.0, 19.928571428571427)","(1.3, 1.47, 1.46)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.88235294117647)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.425)"
11-01-2023 11:59:08.331879,"(11.0, 20.0, 19.8125)","(1.3, 1.47, 1.4655223880597015)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:59:09.257399,"(11.0, 20.0, 18.214285714285715)","(1.3, 1.47, 1.4653125)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.375)"
11-01-2023 11:59:10.130387,"(11.0, 19.5, 19.25)","(1.3, 1.47, 1.4629824561403508)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.375)"
11-01-2023 11:59:11.016682,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4628571428571429)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:59:11.865624,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4628571428571429)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.428571428571429)"
11-01-2023 11:59:12.749372,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4628571428571429)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.25)"
11-01-2023 11:59:13.667395,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4628571428571429)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.333333333333334)"
11-01-2023 11:59:14.675979,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4636363636363636)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.8)","(10.0, 13.5, 13.333333333333334)"
11-01-2023 11:59:15.598209,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4636363636363636)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.8)","(10.0, 13.5, 13.333333333333334)"
11-01-2023 11:59:16.505422,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4631147540983607)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.8914285714285715)","(21.0, 34.0, 30.8)","(10.0, 13.5, 13.25)"
11-01-2023 11:59:17.414927,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.47, 1.4631147540983607)","(41.0, 70.0, 69.0)","(5.0, 7.2, 6.9)","(21.0, 34.0, 30.8)","(10.0, 13.5, 13.571428571428571)"
11-01-2023 11:59:18.355090,"(11.0, 19.5, 18.5)","(1.3, 1.45, 1.449468085106383)","(41.0, 95.0, 90.0)","(5.0, 7.4, 7.057142857142857)","(21.0, 34.0, 30.903225806451612)","(10.0, 14.0, 13.85)"
11-01-2023 11:59:19.487263,"(11.0, 20.0, 17.857142857142858)","(1.3, 1.46, 1.4589473684210525)","(41.0, 95.0, 80.35714285714286)","(5.0, 7.6, 7.745454545454545)","(21.0, 34.0, 33.03225806451613)","(10.0, 14.0, 13.9)"
11-01-2023 11:59:20.488231,"(11.0, 19.5, 19.142857142857142)","(1.3, 1.46, 1.4589795918367348)","(41.0, 90.0, 80.35714285714286)","(5.0, 7.8, 7.628571428571428)","(21.0, 34.0, 33.31428571428572)","(10.0, 14.0, 13.470588235294118)"
11-01-2023 11:59:21.525187,"(11.0, 19.5, 19.272727272727273)","(1.3, 1.46, 1.4532432432432432)","(41.0, 90.0, 80.35714285714286)","(5.0, 7.8, 7.628571428571428)","(21.0, 34.0, 33.31428571428572)","(10.0, 14.0, 13.76923076923077)"
11-01-2023 11:59:22.493470,"(11.0, 19.5, 19.272727272727273)","(1.3, 1.46, 1.4524050632911392)","(41.0, 90.0, 80.35714285714286)","(5.0, 7.8, 7.628571428571428)","(21.0, 34.0, 33.31428571428572)","(10.0, 14.0, 13.76923076923077)"
11-01-2023 11:59:23.407983,"(11.0, 20.0, 17.692307692307693)","(1.3, 1.46, 1.4442105263157894)","(41.0, 90.0, 80.35714285714286)","(5.0, 7.8, 7.745454545454545)","(21.0, 34.0, 33.31428571428572)","(10.0, 14.0, 13.76923076923077)"
11-01-2023 11:59:24.304877,"(12.0, 20.0, 17.692307692307693)","(1.28, 1.44, 1.4392763157894737)","(41.0, 90.0, 80.35714285714286)","(5.0, 8.0, 7.76)","(21.0, 34.0, 33.31428571428572)","(10.0, 14.0, 13.75)"
11-01-2023 11:59:25.198534,"(12.0, 19.5, 19.25)","(1.28, 1.44, 1.43925)","(41.0, 90.0, 80.35714285714286)","(5.0, 8.0, 7.8)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:26.066784,"(12.0, 19.5, 19.142857142857142)","(1.28, 1.44, 1.4392413793103447)","(41.0, 90.0, 80.35714285714286)","(5.0, 8.4, 8.0)","(21.0, 34.0, 30.57142857142857)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:26.991081,"(12.0, 19.5, 19.142857142857142)","(1.28, 1.44, 1.4366213921901527)","(41.0, 90.0, 80.35714285714286)","(5.0, 8.2, 8.1)","(21.0, 34.0, 30.357142857142858)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:27.987529,"(12.0, 19.5, 19.142857142857142)","(1.28, 1.44, 1.4363553113553114)","(41.0, 90.0, 80.35714285714286)","(5.0, 8.2, 8.1)","(21.0, 34.0, 30.482758620689655)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:28.980931,"(12.0, 19.5, 18.25)","(1.28, 1.44, 1.4362942271880819)","(41.0, 90.0, 76.66666666666667)","(5.0, 8.2, 8.1)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:29.925316,"(12.0, 19.5, 18.25)","(1.28, 1.44, 1.4362081784386616)","(41.0, 90.0, 80.0)","(5.0, 8.2, 8.1)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:30.833881,"(12.0, 19.5, 18.25)","(1.28, 1.44, 1.4361510128913444)","(41.0, 90.0, 80.0)","(5.0, 8.2, 8.1)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:31.758592,"(12.0, 19.5, 18.25)","(1.28, 1.44, 1.4361296296296295)","(41.0, 90.0, 80.0)","(5.0, 8.2, 8.1)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:32.648623,"(12.0, 19.5, 18.25)","(1.28, 1.44, 1.4361296296296295)","(41.0, 80.0, 76.25)","(5.0, 8.2, 8.1)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:33.590414,"(13.0, 19.5, 18.25)","(1.28, 1.44, 1.4361296296296295)","(41.0, 80.0, 75.88235294117646)","(5.0, 8.2, 8.118181818181817)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:34.510885,"(13.0, 21.0, 18.083333333333332)","(1.3, 1.44, 1.4360266159695816)","(41.0, 80.0, 74.16666666666667)","(5.5, 8.2, 8.114285714285714)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:35.366218,"(13.0, 21.0, 18.333333333333332)","(1.3, 1.44, 1.436003824091778)","(41.0, 80.0, 71.76470588235294)","(5.5, 8.2, 8.087499999999999)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:36.253449,"(13.0, 20.0, 18.333333333333332)","(1.3, 1.44, 1.436003824091778)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 7.989999999999999)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:37.162398,"(13.0, 20.0, 18.666666666666668)","(1.3, 1.44, 1.436061776061776)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 7.989999999999999)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:38.016087,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4360233918128655)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.2, 8.033333333333333)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.4375)"
11-01-2023 11:59:38.942930,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4360469667318982)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 8.049999999999999)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.181818181818182)"
11-01-2023 11:59:39.886547,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4360469667318982)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.2, 8.049999999999999)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.5)"
11-01-2023 11:59:40.780561,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4358307210031347)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 8.049999999999999)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.5)"
11-01-2023 11:59:41.705821,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4358307210031347)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.2, 8.135714285714284)","(21.0, 34.0, 30.0)","(10.0, 14.0, 13.5)"
11-01-2023 11:59:42.594202,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4357827476038338)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 8.161904761904761)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.5)"
11-01-2023 11:59:43.463318,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4352603231597845)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 8.161904761904761)","(21.0, 34.0, 28.94736842105263)","(10.0, 14.0, 13.5)"
11-01-2023 11:59:44.445962,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4352603231597845)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.2, 8.161904761904761)","(21.0, 34.0, 30.444444444444443)","(10.0, 14.0, 13.421052631578947)"
11-01-2023 11:59:45.388710,"(13.0, 20.0, 19.0)","(1.3, 1.44, 1.4357350565428109)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.4, 8.290909090909091)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.173913043478262)"
11-01-2023 11:59:46.347950,"(13.0, 20.0, 19.76)","(1.3, 1.44, 1.4352244165170556)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.4, 8.370000000000001)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.173913043478262)"
11-01-2023 11:59:47.251987,"(13.0, 20.0, 18.875)","(1.3, 1.44, 1.4358415841584158)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.6, 8.483333333333333)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.2)"
11-01-2023 11:59:48.085976,"(13.0, 20.0, 19.333333333333332)","(1.3, 1.44, 1.4357937806873977)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.442857142857143)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.2)"
11-01-2023 11:59:49.020785,"(13.0, 20.0, 19.333333333333332)","(1.3, 1.44, 1.435267034990792)","(41.0, 80.0, 67.6470588235294)","(5.5, 8.6, 8.442857142857143)","(21.0, 34.0, 30.444444444444443)","(10.0, 13.5, 13.2)"
11-01-2023 11:59:49.931548,"(13.0, 19.5, 19.434782608695652)","(1.3, 1.44, 1.4356951423785593)","(41.0, 80.0, 72.75862068965517)","(5.5, 8.6, 8.442857142857143)","(21.0, 34.0, 30.0)","(10.0, 13.5, 12.833333333333334)"
11-01-2023 11:59:50.862748,"(13.0, 20.0, 19.517241379310345)","(1.3, 1.44, 1.4356951423785593)","(41.0, 80.0, 72.75862068965517)","(5.5, 8.6, 8.442857142857143)","(21.0, 34.0, 30.0)","(10.0, 13.0, 12.642857142857142)"
11-01-2023 11:59:51.833566,"(13.0, 20.0, 18.625)","(1.3, 1.44, 1.4356951423785593)","(41.0, 80.0, 72.75862068965517)","(5.5, 8.6, 8.442857142857143)","(21.0, 34.0, 30.16)","(10.0, 13.0, 12.4)"
11-01-2023 11:59:52.755976,"(13.0, 20.0, 19.333333333333332)","(1.3, 1.44, 1.4356951423785593)","(41.0, 80.0, 72.75862068965517)","(5.5, 8.8, 8.56)","(21.0, 34.0, 30.0)","(10.0, 13.0, 12.346153846153847)"
11-01-2023 11:59:53.627686,"(13.0, 20.0, 19.405405405405407)","(1.3, 1.44, 1.4369416498993963)","(41.0, 80.0, 72.75862068965517)","(5.5, 8.6, 8.523809523809524)","(21.0, 34.0, 30.0)","(10.0, 12.5, 12.346153846153847)"
11-01-2023 11:59:54.516166,"(13.0, 20.0, 18.625)","(1.3, 1.44, 1.438)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.523809523809524)","(21.0, 34.0, 30.0)","(10.0, 12.5, 11.7)"
11-01-2023 11:59:55.444625,"(13.0, 20.0, 19.192307692307693)","(1.3, 1.45, 1.4440140845070422)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.481481481481481)","(21.0, 32.0, 30.451612903225808)","(10.0, 12.5, 12.1)"
11-01-2023 11:59:56.479840,"(13.0, 20.0, 18.96875)","(1.3, 1.45, 1.4434810126582278)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.545454545454545)","(21.0, 32.0, 30.235294117647058)","(10.0, 12.5, 11.928571428571429)"
11-01-2023 11:59:57.431499,"(13.0, 20.0, 18.96875)","(1.3, 1.45, 1.4440441176470589)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.545454545454545)","(21.0, 32.0, 30.235294117647058)","(10.0, 12.0, 11.8)"
11-01-2023 11:59:58.393745,"(13.0, 20.0, 18.96875)","(1.3, 1.45, 1.4440441176470589)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.511111111111111)","(21.0, 32.0, 30.054054054054056)","(10.0, 12.0, 12.05)"
11-01-2023 11:59:59.299268,"(13.0, 20.0, 19.076923076923077)","(1.3, 1.45, 1.4437142857142857)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.428571428571429)","(21.0, 32.0, 30.054054054054056)","(10.0, 12.5, 11.8125)"
11-01-2023 12:00:00.175081,"(13.0, 20.0, 19.125)","(1.3, 1.45, 1.443671875)","(41.0, 80.0, 70.45454545454545)","(5.5, 8.6, 8.523809523809524)","(21.0, 32.0, 30.0)","(10.0, 12.5, 12.0)"
11-01-2023 12:00:01.100313,"(13.0, 20.0, 19.125)","(1.3, 1.45, 1.4436799999999999)","(41.0, 80.0, 71.92307692307692)","(5.5, 8.6, 8.685714285714287)","(21.0, 32.0, 30.0)","(10.0, 12.5, 11.657894736842104)"
11-01-2023 12:00:02.022452,"(13.0, 20.0, 18.96875)","(1.3, 1.45, 1.4429677419354838)","(41.0, 80.0, 71.92307692307692)","(5.5, 8.8, 8.733333333333334)","(21.0, 32.0, 30.0)","(10.0, 12.5, 11.907407407407407)"
11-01-2023 12:00:02.931993,"(13.0, 20.0, 18.84090909090909)","(1.3, 1.44, 1.438637532133676)","(41.0, 80.0, 71.92307692307692)","(5.5, 8.8, 8.73684210526316)","(21.0, 32.0, 30.0)","(10.0, 12.5, 12.055555555555555)"
11-01-2023 12:00:03.884262,"(13.0, 20.0, 18.941176470588236)","(1.3, 1.45, 1.4404040404040404)","(41.0, 80.0, 72.2)","(5.5, 8.2, 7.901960784313725)","(21.0, 32.0, 30.0)","(10.0, 12.5, 11.923076923076923)"
11-01-2023 12:00:04.771354,"(13.0, 20.0, 19.0)","(1.3, 1.45, 1.448021978021978)","(41.0, 80.0, 72.2)","(5.5, 8.0, 7.975)","(21.0, 32.0, 30.32258064516129)","(10.0, 12.5, 12.05)"
11-01-2023 12:00:05.612318,"(13.0, 20.0, 19.307692307692307)","(1.3, 1.44, 1.434591836734694)","(41.0, 80.0, 72.2)","(5.5, 8.0, 7.92)","(21.0, 32.0, 30.142857142857142)","(10.0, 12.5, 12.05)"
11-01-2023 12:00:06.544368,"(13.0, 20.0, 19.59090909090909)","(1.3, 1.43, 1.4289333333333332)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.0, 7.923076923076923)","(21.0, 32.0, 30.375)","(10.0, 13.0, 12.5)"
11-01-2023 12:00:07.513502,"(13.0, 21.0, 20.125)","(1.3, 1.43, 1.4237362637362636)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.0, 7.84516129032258)","(21.0, 32.0, 30.375)","(10.0, 13.5, 12.62962962962963)"
11-01-2023 12:00:08.453277,"(13.0, 21.0, 20.625)","(1.3, 1.43, 1.4224460431654675)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.0, 7.84516129032258)","(21.0, 32.0, 30.375)","(10.0, 13.0, 12.586206896551724)"
11-01-2023 12:00:09.495114,"(13.0, 22.0, 20.444444444444443)","(1.3, 1.43, 1.4226086956521737)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.0, 7.966666666666667)","(21.0, 32.0, 30.5)","(10.0, 13.0, 12.261904761904763)"
11-01-2023 12:00:10.474226,"(13.0, 21.0, 20.94871794871795)","(1.3, 1.43, 1.4240972222222221)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.0, 7.845833333333333)","(21.0, 32.0, 30.235294117647058)","(10.0, 12.5, 12.018518518518519)"
11-01-2023 12:00:11.391094,"(13.0, 22.0, 21.51851851851852)","(1.3, 1.43, 1.4228571428571428)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.2, 7.845833333333333)","(21.0, 32.0, 30.235294117647058)","(10.0, 12.5, 12.0625)"
11-01-2023 12:00:12.283639,"(13.0, 22.0, 21.413793103448278)","(1.3, 1.43, 1.4228571428571428)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.2, 7.849484536082474)","(21.0, 32.0, 30.235294117647058)","(10.0, 12.5, 12.105263157894736)"
11-01-2023 12:00:13.145052,"(13.0, 22.0, 21.413793103448278)","(1.3, 1.43, 1.4233333333333333)","(41.0, 80.0, 73.03571428571428)","(5.5, 8.2, 7.849484536082474)","(21.0, 32.0, 30.37837837837838)","(10.0, 12.5, 12.105263157894736)"
11-01-2023 12:00:14.066801,"(13.0, 22.0, 21.464285714285715)","(1.3, 1.43, 1.4201190476190475)","(41.0, 80.0, 72.77777777777777)","(5.5, 8.2, 7.849484536082474)","(21.0, 32.0, 30.5)","(10.0, 12.5, 11.982758620689655)"
11-01-2023 12:00:14.994269,"(13.0, 22.0, 21.464285714285715)","(1.3, 1.43, 1.4201149425287356)","(41.0, 80.0, 76.25)","(5.5, 8.2, 7.849484536082474)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 12.083333333333334)"
11-01-2023 12:00:15.948780,"(13.0, 22.0, 21.464285714285715)","(1.3, 1.43, 1.4201149425287356)","(41.0, 80.0, 75.0)","(5.5, 8.2, 8.09032258064516)","(21.0, 32.0, 30.5)","(10.0, 12.5, 11.982758620689655)"
11-01-2023 12:00:16.907521,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.43, 1.4200840336134453)","(41.0, 80.0, 74.0)","(5.5, 8.4, 8.224)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 11.710526315789474)"
11-01-2023 12:00:17.834229,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.43, 1.4200840336134453)","(41.0, 80.0, 72.0)","(5.5, 8.4, 8.220408163265306)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 12.016129032258064)"
11-01-2023 12:00:18.741772,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.43, 1.414968152866242)","(41.0, 80.0, 71.57894736842105)","(5.5, 8.4, 8.220408163265306)","(21.0, 32.0, 30.5)","(10.0, 12.5, 12.016129032258064)"
11-01-2023 12:00:19.621708,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.42, 1.410923076923077)","(41.0, 80.0, 71.57894736842105)","(5.5, 8.4, 8.257142857142858)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 11.987804878048781)"
11-01-2023 12:00:20.561451,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.42, 1.4108695652173913)","(41.0, 80.0, 71.57894736842105)","(5.5, 8.4, 8.284210526315789)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 11.947368421052632)"
11-01-2023 12:00:21.568850,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.42, 1.414)","(41.0, 80.0, 71.17647058823529)","(5.5, 8.6, 8.422222222222222)","(21.0, 32.0, 30.5)","(10.0, 12.5, 11.947368421052632)"
11-01-2023 12:00:22.519721,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.41, 1.409313725490196)","(41.0, 80.0, 71.17647058823529)","(5.5, 8.6, 8.422222222222222)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 12.03125)"
11-01-2023 12:00:23.496912,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.42, 1.4079310344827585)","(41.0, 80.0, 71.17647058823529)","(5.5, 8.6, 8.481081081081081)","(21.0, 32.0, 30.941176470588236)","(10.0, 12.5, 12.03125)"
11-01-2023 12:00:24.413420,"(13.0, 22.0, 21.454545454545453)","(1.3, 1.42, 1.4078787878787877)","(41.0, 80.0, 68.15789473684211)","(5.5, 8.6, 8.506666666666666)","(21.0, 32.0, 30.5)","(10.0, 12.5, 11.882352941176471)"
11-01-2023 12:00:25.297133,"(13.0, 22.0, 21.48148148148148)","(1.3, 1.42, 1.4076651982378854)","(41.0, 80.0, 69.77272727272727)","(5.5, 8.6, 8.5625)","(21.0, 32.0, 30.5)","(10.0, 12.5, 11.961538461538462)"
11-01-2023 12:00:26.181802,"(13.0, 22.0, 21.307692307692307)","(1.3, 1.42, 1.4073362445414845)","(41.0, 80.0, 69.77272727272727)","(5.5, 8.6, 8.466666666666667)","(21.0, 32.0, 31.0)","(10.0, 12.5, 11.961538461538462)"
11-01-2023 12:00:27.065779,"(13.0, 22.0, 21.77777777777778)","(1.3, 1.42, 1.4073362445414845)","(41.0, 80.0, 69.77272727272727)","(5.5, 8.6, 8.52)","(21.0, 32.0, 30.615384615384617)","(10.0, 12.5, 11.961538461538462)"
11-01-2023 12:00:28.006372,"(13.0, 22.0, 21.7)","(1.3, 1.42, 1.4073362445414845)","(41.0, 80.0, 71.66666666666667)","(5.5, 8.6, 8.58095238095238)","(21.0, 32.0, 30.615384615384617)","(10.0, 12.5, 12.033333333333333)"
11-01-2023 12:00:28.944037,"(13.0, 23.0, 22.058823529411764)","(1.3, 1.41, 1.408076923076923)","(41.0, 80.0, 71.66666666666667)","(5.5, 8.6, 8.585714285714285)","(21.0, 32.0, 30.615384615384617)","(10.0, 12.5, 12.043478260869565)"
