,Blue Cod,Barry Bowler,Sweet Silver,Big Time Dora,Big Time Gift,Bounty Hunter,Jay Jay Go
16-12-2022 11:54:49.669727,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.285714285714285)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 4.875)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:50.606973,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.285714285714285)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 4.875)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:51.600322,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 21.25)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 4.875)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:52.694508,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 21.25)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 4.875)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:53.751648,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:54.855334,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:55.884566,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:56.982690,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:57.977729,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:58.939502,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:54:59.905307,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 18.478260869565215)"
16-12-2022 11:55:00.887213,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:01.884725,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:02.830893,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.6, 5.1)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:03.767243,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:04.680043,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:05.649009,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:06.668258,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:07.761129,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.6, 5.1)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:08.861555,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:09.923143,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:10.935840,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:11.936333,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:12.907703,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:13.879680,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:14.874151,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:15.831218,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:16.840691,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:17.799896,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:18.701274,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:19.622500,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:20.576115,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:21.579090,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.2, 4.800000000000001)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:22.599506,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:23.580150,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:24.526917,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:25.422910,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:26.414489,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:27.344031,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:28.329874,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:29.306565,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:30.298933,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:31.318674,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:32.299634,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 23.13846153846154)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:33.319701,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:34.320898,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:35.355271,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:36.486026,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:37.605996,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:38.758181,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:39.781457,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.487500000000001)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:40.784986,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 26.0, 22.93333333333333)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.2, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:41.839528,"(19.0, 80.0, 67.3)","(3.6, 6.6, 5.1)","(8.0, 25.0, 22.292307692307695)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:42.900218,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:43.898916,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:44.891029,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:45.909863,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:46.871630,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:47.853782,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 25.0, 22.292307692307695)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:48.769084,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 25.0, 22.292307692307695)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:49.850300,"(19.0, 80.0, 67.3)","(3.6, 6.4, 4.892307692307693)","(8.0, 25.0, 22.292307692307695)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:50.989562,"(19.0, 80.0, 67.3)","(3.6, 6.2, 4.800000000000001)","(8.0, 25.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:52.066403,"(19.0, 80.0, 67.3)","(3.6, 6.2, 4.800000000000001)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:53.115431,"(19.0, 80.0, 67.3)","(3.6, 6.2, 4.800000000000001)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:54.169237,"(19.0, 80.0, 67.3)","(3.6, 6.2, 4.800000000000001)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:55.366981,"(19.0, 80.0, 60.65384615384615)","(3.6, 6.2, 4.892307692307693)","(8.0, 24.0, 22.292307692307695)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:56.624939,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 25.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:57.702713,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:55:58.854778,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:56:00.133573,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.0, 4.8, 4.118181818181818)","(3.2, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(6.0, 22.0, 17.925)"
16-12-2022 11:56:01.293878,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.1, 4.8, 4.118181818181818)","(3.3, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(5.5, 22.0, 17.925)"
16-12-2022 11:56:02.442057,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.1, 4.8, 4.118181818181818)","(3.3, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(5.5, 22.0, 17.925)"
16-12-2022 11:56:03.443965,"(19.0, 160.0, 60.65384615384615)","(3.6, 6.4, 4.892307692307693)","(8.0, 24.0, 22.616666666666667)","(3.1, 4.8, 4.118181818181818)","(3.3, 6.4, 5.6375)","(19.0, 170.0, 63.73076923076923)","(5.5, 22.0, 17.925)"
