,Elegantly Wasted,Thumbs Up,Love Letter,Farmor Smitten,Nothing Matters,Butterfly Bloom,Yumar,Flying Yumi
14-12-2022 14:45:09.656036,"(5.5, 7.6, 7.514285714285714)","(1.8, 2.04, 2.031)","(21.0, 28.0, 26.303030303030305)","(8.0, 12.0, 11.867088607594937)","(5.5, 6.8, 6.709090909090909)","(9.0, 14.0, 13.403225806451612)","(26.0, 48.0, 45.80952380952381)","(51.0, 100.0, 92.5)"
14-12-2022 14:45:10.801214,"(5.5, 7.6, 7.553846153846154)","(1.8, 2.04, 2.0310743801652893)","(21.0, 28.0, 26.231884057971016)","(8.0, 12.0, 12.333333333333334)","(5.5, 6.8, 6.726153846153846)","(9.0, 13.5, 12.915178571428571)","(26.0, 50.0, 45.80952380952381)","(51.0, 100.0, 92.5)"
14-12-2022 14:45:11.951004,"(5.5, 7.6, 7.57391304347826)","(1.8, 2.04, 2.0271020408163265)","(21.0, 28.0, 26.31168831168831)","(8.0, 12.5, 12.294117647058824)","(5.5, 6.8, 6.728358208955224)","(9.0, 13.0, 12.911214953271028)","(26.0, 50.0, 45.80952380952381)","(51.0, 100.0, 98.0)"
14-12-2022 14:45:13.009523,"(5.5, 7.6, 7.57391304347826)","(1.8, 2.04, 2.0271020408163265)","(21.0, 28.0, 26.31168831168831)","(8.0, 12.5, 12.294117647058824)","(5.5, 6.8, 6.728358208955224)","(9.0, 13.0, 12.25)","(26.0, 50.0, 45.80952380952381)","(51.0, 100.0, 103.84615384615384)"
14-12-2022 14:45:14.044684,"(5.5, 7.8, 7.684210526315789)","(1.8, 2.04, 2.0297619047619047)","(21.0, 28.0, 26.169014084507044)","(8.0, 13.0, 12.84375)","(5.5, 6.8, 6.728358208955224)","(9.0, 12.5, 11.933333333333334)","(26.0, 50.0, 45.80952380952381)","(51.0, 110.0, 103.84615384615384)"
14-12-2022 14:45:15.008916,"(5.5, 7.8, 7.626086956521739)","(1.8, 2.04, 2.028541666666667)","(21.0, 28.0, 26.243243243243242)","(8.0, 13.5, 13.092592592592592)","(5.5, 6.8, 6.728358208955224)","(9.0, 12.0, 11.933333333333334)","(26.0, 50.0, 45.80952380952381)","(51.0, 110.0, 103.84615384615384)"
14-12-2022 14:45:16.017960,"(5.5, 7.8, 7.636734693877551)","(1.8, 2.08, 2.0794897959183674)","(21.0, 27.0, 26.04)","(8.0, 13.5, 12.982142857142858)","(5.5, 6.8, 6.730769230769231)","(8.5, 11.0, 10.933823529411764)","(26.0, 50.0, 48.4)","(51.0, 110.0, 103.33333333333333)"
14-12-2022 14:45:17.079151,"(5.5, 7.8, 7.591304347826087)","(1.8, 2.08, 2.0794897959183674)","(21.0, 27.0, 26.047619047619047)","(8.0, 13.5, 13.042372881355933)","(5.5, 6.8, 6.730769230769231)","(8.5, 11.0, 10.933823529411764)","(26.0, 50.0, 48.4)","(51.0, 110.0, 103.33333333333333)"
14-12-2022 14:45:18.176502,"(5.5, 7.6, 7.484615384615385)","(1.8, 2.12, 2.1078378378378377)","(21.0, 26.0, 25.875)","(8.0, 13.0, 12.65625)","(5.5, 6.8, 6.6482758620689655)","(8.5, 11.0, 10.777173913043478)","(26.0, 55.0, 51.578947368421055)","(51.0, 110.0, 96.66666666666667)"
14-12-2022 14:45:19.220469,"(5.5, 7.6, 7.44390243902439)","(1.8, 2.12, 2.098688524590164)","(21.0, 25.0, 24.785714285714285)","(8.0, 13.0, 12.833333333333334)","(5.5, 6.8, 6.542857142857143)","(8.5, 11.0, 10.782258064516128)","(26.0, 55.0, 51.578947368421055)","(51.0, 110.0, 96.66666666666667)"
14-12-2022 14:45:20.220306,"(5.5, 7.8, 7.502857142857143)","(1.8, 2.12, 2.0989690721649485)","(21.0, 25.0, 24.4375)","(8.0, 13.5, 12.928571428571429)","(5.5, 6.6, 6.572727272727272)","(8.5, 11.0, 10.858024691358025)","(26.0, 55.0, 47.6875)","(51.0, 110.0, 109.0909090909091)"
14-12-2022 14:45:21.277770,"(5.5, 7.8, 7.522033898305085)","(1.8, 2.1, 2.0996825396825396)","(21.0, 25.0, 24.4375)","(8.0, 13.5, 12.928571428571429)","(5.5, 6.6, 6.475)","(8.5, 11.0, 10.881578947368421)","(26.0, 55.0, 47.542857142857144)","(51.0, 120.0, 97.94117647058823)"
14-12-2022 14:45:22.377526,"(5.5, 7.8, 7.591304347826087)","(1.8, 2.12, 2.0861855670103093)","(21.0, 25.0, 24.77777777777778)","(8.0, 13.5, 13.127450980392156)","(5.5, 6.6, 6.5)","(8.5, 11.0, 11.18041237113402)","(26.0, 55.0, 47.74193548387097)","(51.0, 120.0, 102.89473684210526)"
14-12-2022 14:45:23.454305,"(5.5, 8.0, 7.68)","(1.8, 2.04, 2.029918032786885)","(21.0, 25.0, 24.77777777777778)","(8.0, 13.5, 13.047619047619047)","(5.5, 6.6, 6.331707317073171)","(8.5, 11.5, 10.818181818181818)","(26.0, 55.0, 48.42307692307692)","(51.0, 120.0, 102.5)"
14-12-2022 14:45:24.533510,"(5.5, 8.0, 7.957575757575757)","(1.8, 2.1, 2.075)","(21.0, 26.0, 24.814814814814813)","(8.0, 13.5, 13.0)","(5.5, 6.4, 6.26530612244898)","(8.5, 11.5, 11.008196721311476)","(26.0, 55.0, 48.42307692307692)","(51.0, 120.0, 105.71428571428571)"
14-12-2022 14:45:25.603513,"(6.0, 8.0, 7.985)","(1.7, 2.1, 2.075)","(21.0, 26.0, 24.814814814814813)","(9.0, 13.5, 13.0)","(5.0, 6.4, 6.221621621621622)","(8.0, 11.5, 10.872093023255815)","(31.0, 55.0, 48.42307692307692)","(61.0, 120.0, 116.36363636363636)"
14-12-2022 14:45:26.591172,"(6.0, 8.0, 7.985)","(1.7, 2.1, 2.0835714285714286)","(21.0, 26.0, 24.814814814814813)","(9.0, 13.5, 13.0)","(5.0, 6.4, 6.221621621621622)","(8.0, 11.0, 10.826530612244898)","(31.0, 55.0, 48.42307692307692)","(61.0, 130.0, 118.46153846153845)"
14-12-2022 14:45:27.626104,"(6.0, 8.0, 7.985)","(1.7, 2.1, 2.087042253521127)","(21.0, 26.0, 24.814814814814813)","(9.0, 13.5, 13.047619047619047)","(5.0, 6.2, 6.181052631578948)","(8.0, 11.0, 10.848214285714286)","(31.0, 55.0, 48.42307692307692)","(61.0, 130.0, 118.46153846153845)"
14-12-2022 14:45:28.696104,"(6.0, 8.0, 7.9399999999999995)","(1.7, 2.1, 2.0858823529411765)","(21.0, 26.0, 24.814814814814813)","(9.0, 13.5, 13.047619047619047)","(5.0, 6.4, 6.214285714285714)","(8.0, 11.0, 10.89)","(31.0, 55.0, 49.458333333333336)","(61.0, 130.0, 118.46153846153845)"
14-12-2022 14:45:29.812556,"(6.0, 8.2, 7.955555555555555)","(1.7, 2.06, 2.041471172962227)","(21.0, 26.0, 25.09090909090909)","(9.0, 13.5, 13.105263157894736)","(5.0, 6.4, 6.273170731707317)","(8.0, 11.0, 10.736363636363636)","(31.0, 55.0, 50.25)","(61.0, 130.0, 113.5)"
14-12-2022 14:45:30.963455,"(6.0, 8.2, 8.10909090909091)","(1.7, 2.06, 2.0429422066549914)","(21.0, 26.0, 25.38095238095238)","(9.0, 13.5, 13.395833333333334)","(5.0, 6.4, 6.3121212121212125)","(8.0, 11.0, 10.23076923076923)","(31.0, 55.0, 51.666666666666664)","(61.0, 130.0, 111.81818181818181)"
14-12-2022 14:45:32.048637,"(6.0, 8.4, 8.258823529411766)","(1.7, 2.06, 2.0443253968253967)","(21.0, 26.0, 25.636363636363637)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.4, 6.3121212121212125)","(8.0, 10.5, 10.23076923076923)","(31.0, 55.0, 51.666666666666664)","(61.0, 130.0, 111.81818181818181)"
14-12-2022 14:45:33.108880,"(6.0, 8.4, 8.225806451612904)","(1.7, 2.06, 2.0443253968253967)","(21.0, 28.0, 26.243243243243242)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.4, 6.3121212121212125)","(8.0, 10.5, 10.083333333333334)","(31.0, 55.0, 51.666666666666664)","(61.0, 130.0, 111.81818181818181)"
14-12-2022 14:45:34.139186,"(6.0, 8.4, 8.16969696969697)","(1.7, 2.1, 2.0804651162790697)","(21.0, 27.0, 26.642857142857142)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.4, 6.2558823529411764)","(8.0, 10.5, 10.069767441860465)","(31.0, 55.0, 51.666666666666664)","(61.0, 130.0, 111.81818181818181)"
14-12-2022 14:45:35.203789,"(6.0, 8.4, 8.16969696969697)","(1.7, 2.1, 2.0804651162790697)","(21.0, 27.0, 26.692307692307693)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.4, 6.180952380952381)","(8.0, 10.5, 10.013157894736842)","(31.0, 55.0, 52.368421052631575)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:36.282642,"(6.0, 8.2, 8.09375)","(1.7, 2.12, 2.118137254901961)","(21.0, 27.0, 26.692307692307693)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.2, 6.180952380952381)","(8.0, 10.5, 10.013157894736842)","(31.0, 55.0, 52.368421052631575)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:37.331754,"(6.0, 8.2, 8.09375)","(1.7, 2.12, 2.118137254901961)","(21.0, 27.0, 26.692307692307693)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.2, 6.180952380952381)","(8.0, 10.5, 10.013157894736842)","(31.0, 55.0, 52.368421052631575)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:38.447292,"(6.0, 8.2, 8.09375)","(1.7, 2.12, 2.118137254901961)","(21.0, 27.0, 26.692307692307693)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.2, 6.180952380952381)","(8.0, 10.5, 10.013157894736842)","(31.0, 55.0, 52.368421052631575)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:39.560764,"(6.0, 8.2, 8.09375)","(1.7, 2.12, 2.118137254901961)","(21.0, 27.0, 26.692307692307693)","(9.0, 13.5, 13.428571428571429)","(5.0, 6.2, 6.180952380952381)","(8.0, 10.5, 10.013157894736842)","(31.0, 55.0, 52.368421052631575)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:40.691978,"(6.0, 8.2, 8.251851851851852)","(1.7, 2.14, 2.1100000000000003)","(21.0, 28.0, 27.1)","(9.0, 13.5, 13.505681818181818)","(5.0, 6.0, 5.864864864864865)","(8.0, 10.0, 9.733333333333334)","(31.0, 55.0, 53.46153846153846)","(61.0, 130.0, 111.25)"
14-12-2022 14:45:41.893852,"(6.0, 8.8, 8.668852459016394)","(1.7, 2.12, 2.110240963855422)","(21.0, 28.0, 27.105263157894736)","(9.0, 14.0, 13.564356435643564)","(5.0, 6.2, 5.741549295774648)","(8.0, 9.4, 9.180392156862744)","(31.0, 55.0, 53.46153846153846)","(61.0, 130.0, 116.66666666666667)"
14-12-2022 14:45:43.015012,"(6.0, 8.8, 8.622222222222224)","(1.7, 2.12, 2.1056)","(21.0, 28.0, 26.517241379310345)","(9.0, 14.0, 9998.5)","(5.0, 6.0, 9998.5)","(8.0, 9.8, 9998.5)","(31.0, 55.0, 9998.5)","(61.0, 130.0, 9998.5)"
14-12-2022 14:45:44.070801,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
14-12-2022 14:45:45.067844,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
14-12-2022 14:45:46.080587,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
14-12-2022 14:45:47.102258,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:48.167799,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:49.153261,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:50.259530,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:51.328728,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:52.386308,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:53.441052,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:54.530042,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
14-12-2022 14:45:55.661793,"(6.0, 99998, 9998.5)","(1.7, 99998, 9998.5)","(21.0, 99998, 9998.5)","(10.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(8.0, 99998, 9998.5)","(31.0, 99998, 9998.5)","(71.0, 99998, 9998.5)"
