,Idyllic Sky,Lala Speed,Iron Atlas,Extreme Rage,Royal Gypsy,Angus Anchovy,Osprey Knight
07-01-2023 17:31:05.063104,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:06.205916,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:07.220670,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:08.214438,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:09.350439,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:10.438336,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:11.496785,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.36, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:12.481081,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.354285714285714)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:13.529929,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.354285714285714)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:14.489659,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.354285714285714)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:15.554779,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.3499999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:16.679852,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:17.678495,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:18.688480,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:19.651974,"(3.6, 4.4, 4.382352941176471)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:20.688479,"(3.6, 4.5, 4.336363636363637)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:21.790529,"(3.6, 4.5, 4.336363636363637)","(13.0, 19.0, 18.653846153846153)","(1.75, 2.4, 2.333333333333333)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.357142857142858)","(19.0, 38.0, 30.666666666666668)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:22.894101,"(3.6, 4.5, 4.336363636363637)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.38, 2.2876923076923075)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.166666666666666)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:23.906970,"(3.6, 4.5, 4.414285714285715)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.38, 2.269230769230769)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.166666666666666)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:24.921747,"(3.6, 4.5, 4.414285714285715)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.36, 2.3099999999999996)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:25.940068,"(3.6, 4.6, 4.295238095238095)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.34, 2.2955555555555556)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:27.046642,"(3.6, 4.6, 4.295238095238095)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.34, 2.2342857142857144)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:28.126494,"(3.6, 4.6, 4.3)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.32, 2.2342857142857144)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:29.190099,"(3.6, 4.6, 4.3)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.32, 2.2342857142857144)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:30.192461,"(3.6, 4.6, 4.3)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.32, 2.2342857142857144)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:31.165391,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.32, 2.2342857142857144)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.0, 12.5)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:32.186577,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.3, 2.2217021276595745)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.5, 13.1)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:33.205443,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.3, 2.2217021276595745)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.5, 13.1)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:34.278088,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.3, 2.2283116883116882)","(5.5, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(17.0, 25.0, 20.5)"
07-01-2023 17:31:35.265238,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:36.249200,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:37.269274,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:38.333411,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:39.378246,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:40.366315,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:41.342311,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:42.393966,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:43.514090,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:44.579055,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:45.608001,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:46.580186,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.252093023255814)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:47.667972,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2575)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:48.714009,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2575)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:49.821085,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:50.798433,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:51.778786,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:52.741372,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:53.795263,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:54.946280,"(3.6, 4.6, 4.221951219512195)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:55.946106,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:56.920129,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:58.145924,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:31:59.464688,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:32:00.638003,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.5)"
07-01-2023 17:32:01.654665,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:02.806868,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:03.943508,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:05.061908,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2556097560975608)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:06.130583,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:07.088242,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:08.123618,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:09.213783,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.5, 18.055555555555557)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:10.338271,"(3.6, 4.6, 4.2457142857142856)","(13.0, 19.0, 18.125)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:11.446515,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 17.727272727272727)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:12.480332,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 17.727272727272727)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:13.466824,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 17.727272727272727)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:14.511838,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:15.623704,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:16.697514,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:17.741248,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:18.697352,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:19.706409,"(3.6, 4.6, 4.246511627906977)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:20.807333,"(3.6, 4.5, 4.25940594059406)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:21.794510,"(3.6, 4.5, 4.25940594059406)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:22.822764,"(3.6, 4.5, 4.25940594059406)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:23.857634,"(3.6, 4.5, 4.25940594059406)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.433333333333334)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:24.948700,"(3.6, 4.5, 4.25940594059406)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:26.063219,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.22222222222222)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:27.134067,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.22222222222222)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:28.142992,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.22222222222222)","(1.75, 2.28, 2.2538095238095237)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:29.137261,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.22222222222222)","(1.75, 2.28, 2.2744827586206897)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:30.226267,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.22222222222222)","(1.75, 2.28, 2.2744827586206897)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:31.363929,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2744827586206897)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:32.420426,"(3.6, 4.4, 4.344)","(13.0, 19.0, 18.176470588235293)","(1.75, 2.28, 2.2744827586206897)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:33.450423,"(3.6, 4.4, 4.384615384615385)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274838709677419)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:34.463866,"(3.6, 4.4, 4.384615384615385)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274838709677419)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:35.542258,"(3.6, 4.4, 4.384615384615385)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274838709677419)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:36.634008,"(3.6, 4.5, 4.4093333333333335)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274838709677419)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:37.797871,"(3.6, 4.5, 4.409589041095891)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274285714285714)","(6.0, 8.6, 8.35)","(11.0, 13.5, 12.833333333333334)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:38.811469,"(3.6, 4.5, 4.409589041095891)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.28, 2.274285714285714)","(6.0, 8.6, 8.35)","(11.0, 13.5, 13.0)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
07-01-2023 17:32:39.910372,"(3.6, 4.5, 4.409589041095891)","(13.0, 19.0, 17.666666666666668)","(1.75, 2.26, 2.2199999999999998)","(6.0, 8.6, 8.35)","(11.0, 13.5, 13.1875)","(19.0, 38.0, 30.88888888888889)","(18.0, 25.0, 20.32)"
