,Mr Mischief,Havisham,Saint Ay,Costero,Jumpin Jaguar,Mayksumnoise,Sorokin,There For You,Fighting Sweet,Peace Process,Under The Pump,Arlington Valley
07-01-2023 14:09:47.973374,"(4.6, 5.3, 5.128571428571429)","(2.9, 3.1, 3.0712707182320442)","(8.5, 12.5, 11.328125)","(5.5, 8.6, 8.040000000000001)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 100.0, 88.57142857142857)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.666666666666668)","(15.0, 21.0, 19.125)","(31.0, 46.0, 44.857142857142854)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:49.454963,"(4.6, 5.3, 5.166666666666667)","(2.9, 3.1, 3.0712707182320442)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.040000000000001)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 100.0, 88.57142857142857)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.571428571428573)","(15.0, 21.0, 19.125)","(31.0, 46.0, 44.857142857142854)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:50.843999,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0706214689265536)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.800000000000001)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 95.0, 91.25)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.571428571428573)","(15.0, 21.0, 19.333333333333332)","(31.0, 46.0, 45.333333333333336)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:52.355885,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 100.0, 91.25)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.571428571428573)","(15.0, 21.0, 19.846153846153847)","(31.0, 46.0, 45.25)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:53.894448,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 100.0, 90.71428571428572)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.25)","(15.0, 21.0, 19.846153846153847)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:55.431990,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 95.0, 91.25)","(26.0, 40.0, 34.666666666666664)","(13.0, 18.0, 17.25)","(15.0, 21.0, 19.846153846153847)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:57.000433,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 16.8)","(19.0, 30.0, 29.53846153846154)","(31.0, 100.0, 91.25)","(26.0, 40.0, 35.5)","(13.0, 18.0, 17.25)","(15.0, 21.0, 19.846153846153847)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:09:58.586226,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 16.666666666666668)","(19.0, 30.0, 28.896551724137932)","(31.0, 100.0, 90.71428571428572)","(26.0, 40.0, 35.333333333333336)","(13.0, 18.0, 17.25)","(15.0, 21.0, 19.333333333333332)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:00.158259,"(4.6, 5.3, 5.14)","(2.9, 3.1, 3.0803680981595094)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 17.0)","(19.0, 32.0, 28.896551724137932)","(31.0, 95.0, 86.0)","(26.0, 40.0, 36.0)","(13.0, 18.0, 17.25)","(15.0, 21.0, 19.333333333333332)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:01.730833,"(4.6, 5.3, 5.0600000000000005)","(2.9, 3.1, 3.0905405405405406)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 7.622222222222223)","(13.0, 18.0, 17.0)","(19.0, 32.0, 28.896551724137932)","(31.0, 100.0, 91.25)","(26.0, 38.0, 35.0)","(13.0, 18.0, 17.25)","(15.0, 20.0, 19.333333333333332)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:03.290318,"(4.6, 5.3, 5.014285714285714)","(2.9, 3.1, 3.0905405405405406)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.049999999999999)","(13.0, 18.0, 17.0)","(19.0, 32.0, 28.896551724137932)","(31.0, 100.0, 84.0909090909091)","(26.0, 38.0, 35.0)","(13.0, 18.0, 17.571428571428573)","(15.0, 20.0, 19.333333333333332)","(31.0, 46.0, 44.8)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:04.774826,"(4.6, 5.3, 5.014285714285714)","(2.9, 3.1, 3.0905405405405406)","(8.5, 12.5, 11.328125)","(5.5, 8.2, 8.309433962264151)","(13.0, 18.0, 17.142857142857142)","(19.0, 32.0, 28.896551724137932)","(31.0, 100.0, 75.71428571428572)","(26.0, 38.0, 36.92307692307692)","(13.0, 18.0, 18.333333333333332)","(15.0, 20.0, 19.333333333333332)","(31.0, 46.0, 41.333333333333336)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:06.261911,"(4.6, 5.3, 5.1)","(2.9, 3.1, 3.090344827586207)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.309433962264151)","(13.0, 18.0, 17.142857142857142)","(19.0, 32.0, 28.896551724137932)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.92307692307692)","(13.0, 20.0, 17.75)","(15.0, 20.0, 19.333333333333332)","(31.0, 44.0, 41.333333333333336)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:07.785893,"(4.6, 5.3, 5.1)","(2.9, 3.1, 3.090344827586207)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.309433962264151)","(13.0, 18.0, 17.142857142857142)","(19.0, 32.0, 28.896551724137932)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.92307692307692)","(13.0, 20.0, 17.75)","(15.0, 20.0, 19.333333333333332)","(31.0, 44.0, 41.333333333333336)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:09.281743,"(4.6, 5.3, 5.154545454545454)","(2.9, 3.1, 3.090344827586207)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.309433962264151)","(13.0, 18.0, 17.142857142857142)","(19.0, 32.0, 29.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.44444444444444)","(13.0, 20.0, 17.8125)","(15.0, 20.0, 19.333333333333332)","(31.0, 44.0, 42.285714285714285)","(101.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:10.783309,"(4.6, 5.4, 5.081818181818182)","(2.9, 3.0, 2.9428378378378377)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.309433962264151)","(13.0, 18.0, 17.142857142857142)","(19.0, 32.0, 29.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.44444444444444)","(13.0, 20.0, 17.8125)","(15.0, 20.0, 19.333333333333332)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 161.8181818181818)"
07-01-2023 14:10:12.300910,"(4.6, 5.4, 5.218181818181819)","(2.9, 3.0, 2.929937888198758)","(8.5, 12.5, 11.328125)","(5.5, 8.4, 8.309433962264151)","(13.0, 18.0, 16.8)","(19.0, 32.0, 29.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.57142857142857)","(13.0, 20.0, 17.8125)","(15.0, 20.0, 20.666666666666668)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:13.911115,"(4.6, 5.4, 5.218181818181819)","(2.9, 3.0, 2.929937888198758)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 16.8)","(19.0, 32.0, 28.833333333333336)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 36.57142857142857)","(13.0, 20.0, 17.8125)","(15.0, 22.0, 19.375)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:15.485961,"(4.6, 5.4, 5.3500000000000005)","(2.9, 3.0, 2.932121212121212)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 16.8)","(19.0, 30.0, 28.333333333333332)","(31.0, 90.0, 71.81818181818181)","(26.0, 38.0, 32.4)","(13.0, 20.0, 17.8125)","(15.0, 22.0, 19.333333333333332)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:17.027019,"(4.6, 5.4, 5.125)","(2.8, 3.0, 2.92832)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 17.23076923076923)","(19.0, 30.0, 28.2)","(31.0, 90.0, 71.81818181818181)","(26.0, 34.0, 32.22222222222222)","(13.0, 20.0, 17.375)","(15.0, 22.0, 20.666666666666668)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:18.635694,"(4.6, 5.5, 5.159090909090909)","(2.8, 3.0, 2.951304347826087)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 17.0)","(19.0, 30.0, 28.285714285714285)","(31.0, 90.0, 71.81818181818181)","(26.0, 34.0, 32.45161290322581)","(13.0, 20.0, 17.357142857142858)","(15.0, 22.0, 20.476190476190474)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:20.348686,"(4.6, 5.5, 5.159090909090909)","(2.8, 3.0, 2.951304347826087)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 17.0)","(19.0, 29.0, 27.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 34.0, 32.45161290322581)","(13.0, 19.5, 17.5)","(15.0, 22.0, 20.476190476190474)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:21.957831,"(4.6, 5.5, 5.159090909090909)","(2.8, 3.0, 2.951304347826087)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 17.0)","(19.0, 30.0, 27.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 34.0, 32.45161290322581)","(13.0, 19.5, 17.5)","(15.0, 22.0, 19.53846153846154)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:23.576746,"(4.6, 5.5, 5.166666666666667)","(2.8, 3.0, 2.9545794392523366)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 18.0, 16.9)","(19.0, 30.0, 27.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 34.0, 30.8)","(13.0, 19.5, 17.5)","(15.0, 21.0, 19.25)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:25.155922,"(4.6, 5.5, 5.166666666666667)","(2.8, 3.0, 2.9545794392523366)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 30.0, 27.0)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 17.5)","(15.0, 21.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:26.741781,"(4.6, 5.5, 5.175675675675675)","(2.8, 3.0, 2.9545794392523366)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 30.0, 28.2)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 18.833333333333332)","(15.0, 20.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:28.326140,"(4.6, 5.5, 5.175675675675675)","(2.8, 3.0, 2.9545794392523366)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 30.0, 28.375)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 18.954545454545453)","(15.0, 20.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:29.941422,"(4.6, 5.5, 5.220930232558139)","(2.8, 3.0, 2.9545794392523366)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 29.0, 28.375)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 18.954545454545453)","(15.0, 20.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:31.653830,"(4.6, 5.5, 5.220930232558139)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 29.0, 27.875)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 18.86842105263158)","(15.0, 20.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:33.325940,"(4.6, 5.5, 5.220930232558139)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.309433962264151)","(13.0, 17.5, 16.75)","(19.0, 29.0, 28.05263157894737)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 30.0)","(13.0, 19.5, 18.75)","(15.0, 20.0, 19.0)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:34.951728,"(4.6, 5.5, 5.220930232558139)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.254545454545454)","(13.0, 17.5, 16.3)","(19.0, 29.0, 26.6)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 29.6)","(13.0, 19.5, 17.833333333333332)","(15.0, 20.0, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:36.641538,"(4.6, 5.5, 5.233333333333333)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.328125)","(6.0, 8.4, 8.3)","(13.0, 17.5, 16.3)","(19.0, 29.0, 27.875)","(31.0, 90.0, 71.81818181818181)","(26.0, 32.0, 29.6)","(13.0, 19.5, 17.833333333333332)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:38.314133,"(4.6, 5.5, 5.220930232558139)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.4, 8.3)","(13.0, 17.5, 16.3)","(19.0, 29.0, 26.857142857142858)","(31.0, 90.0, 61.666666666666664)","(26.0, 32.0, 30.666666666666668)","(13.0, 19.5, 19.03125)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:39.872421,"(4.6, 5.5, 5.166666666666666)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.4, 8.3)","(13.0, 17.5, 16.3)","(19.0, 29.0, 26.857142857142858)","(31.0, 85.0, 61.666666666666664)","(26.0, 34.0, 30.25)","(13.0, 19.5, 19.142857142857142)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:41.445589,"(4.6, 5.5, 5.25)","(2.8, 3.0, 2.962285714285714)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.4, 8.1875)","(13.0, 17.5, 16.75)","(19.0, 29.0, 25.75)","(31.0, 85.0, 61.666666666666664)","(26.0, 34.0, 30.615384615384617)","(13.0, 20.0, 19.0)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:42.954120,"(4.6, 5.5, 5.25)","(2.8, 3.0, 3.041497584541063)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.1875)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 85.0, 61.666666666666664)","(26.0, 34.0, 30.615384615384617)","(13.0, 19.5, 19.0)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:44.683088,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0400952380952377)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.1875)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 85.0, 61.666666666666664)","(26.0, 34.0, 30.615384615384617)","(13.0, 19.5, 19.0)","(15.0, 19.5, 18.75)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
07-01-2023 14:10:46.278798,"(4.6, 5.5, 5.25)","(2.8, 3.05, 3.0400952380952377)","(9.0, 12.5, 11.206896551724139)","(6.0, 8.6, 8.252631578947367)","(13.0, 17.5, 16.75)","(19.0, 28.0, 25.75)","(31.0, 85.0, 61.666666666666664)","(26.0, 34.0, 30.571428571428573)","(13.0, 19.5, 19.0)","(15.0, 19.5, 18.8)","(31.0, 44.0, 42.285714285714285)","(91.0, 180.0, 155.0)"
