,Mr Mischief,Havisham,Saint Ay,Costero,Jumpin Jaguar,Mayksumnoise,Sorokin,There For You,Fighting Sweet,Peace Process,Under The Pump,Arlington Valley
07-01-2023 14:12:17.203037,"(4.6, 5.1, 4.985534591194969)","(2.7, 3.15, 3.13046875)","(9.0, 12.0, 11.68)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.428571428571427)","(31.0, 85.0, 65.0)","(26.0, 34.0, 33.333333333333336)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.064516129032256)","(31.0, 44.0, 42.23529411764706)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:19.239631,"(4.6, 5.1, 4.985534591194969)","(2.7, 3.15, 3.13046875)","(9.0, 12.0, 11.586206896551724)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.428571428571427)","(31.0, 85.0, 79.16666666666666)","(26.0, 34.0, 33.333333333333336)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.017857142857142)","(31.0, 44.0, 41.0)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:21.100064,"(4.6, 5.1, 4.985534591194969)","(2.7, 3.15, 3.13046875)","(9.0, 12.0, 11.586206896551724)","(6.0, 9.4, 9.164285714285715)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.428571428571427)","(31.0, 85.0, 70.0)","(26.0, 34.0, 33.333333333333336)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.017857142857142)","(31.0, 44.0, 42.23529411764706)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:22.691993,"(4.6, 5.1, 4.988311688311688)","(2.7, 3.15, 3.130952380952381)","(9.0, 12.0, 11.655172413793103)","(6.0, 9.4, 9.18918918918919)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.6)","(31.0, 85.0, 70.0)","(26.0, 34.0, 33.5)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.017857142857142)","(31.0, 44.0, 42.73684210526316)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:24.265072,"(4.6, 5.1, 4.988311688311688)","(2.7, 3.15, 3.130952380952381)","(9.0, 12.0, 11.655172413793103)","(6.0, 9.4, 9.18918918918919)","(13.0, 16.0, 15.833333333333334)","(19.0, 27.0, 26.6)","(31.0, 85.0, 70.0)","(26.0, 34.0, 33.5)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.017857142857142)","(31.0, 44.0, 42.73684210526316)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:25.801107,"(4.6, 5.1, 4.988311688311688)","(2.7, 3.15, 3.12910447761194)","(9.0, 12.0, 11.655172413793103)","(6.0, 9.4, 9.18918918918919)","(13.0, 16.0, 15.3)","(19.0, 27.0, 27.285714285714285)","(31.0, 85.0, 70.0)","(26.0, 34.0, 31.62162162162162)","(13.0, 21.0, 19.526315789473685)","(15.0, 18.5, 18.14)","(31.0, 44.0, 42.5)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:27.303461,"(4.6, 5.1, 4.985534591194969)","(2.7, 3.15, 3.12910447761194)","(9.0, 12.0, 11.6875)","(6.0, 9.4, 9.075000000000001)","(13.0, 15.5, 15.3)","(19.0, 28.0, 27.516129032258064)","(31.0, 85.0, 75.0)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 19.714285714285715)","(15.0, 18.5, 18.342105263157894)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:28.796358,"(4.6, 5.1, 4.978260869565218)","(2.7, 3.15, 3.1308219178082193)","(9.0, 12.0, 11.785714285714286)","(6.0, 9.4, 9.11111111111111)","(13.0, 15.5, 15.3)","(19.0, 28.0, 27.516129032258064)","(31.0, 85.0, 71.66666666666667)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 19.714285714285715)","(15.0, 18.5, 18.342105263157894)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:30.179323,"(4.6, 5.1, 4.978260869565218)","(2.7, 3.15, 3.181818181818182)","(9.0, 12.0, 11.68421052631579)","(6.0, 9.2, 9.0)","(13.0, 15.5, 15.3)","(19.0, 28.0, 27.516129032258064)","(31.0, 85.0, 75.0)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 19.714285714285715)","(15.0, 18.5, 18.375)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:31.681742,"(4.6, 5.0, 4.99)","(2.7, 3.2, 3.18)","(9.0, 12.0, 11.68421052631579)","(6.0, 9.2, 9.0)","(13.0, 15.5, 15.18)","(19.0, 28.0, 27.516129032258064)","(31.0, 85.0, 71.66666666666667)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 19.714285714285715)","(15.0, 18.5, 18.454545454545453)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 160.76923076923077)"
07-01-2023 14:12:33.176528,"(4.6, 4.9, 4.743356643356644)","(2.7, 3.2, 3.18)","(9.0, 12.0, 11.68421052631579)","(6.0, 9.2, 9.0)","(13.0, 15.5, 15.30952380952381)","(19.0, 28.0, 25.962962962962962)","(31.0, 85.0, 75.0)","(26.0, 36.0, 31.62162162162162)","(13.0, 21.0, 20.0)","(15.0, 19.0, 18.454545454545453)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 162.14285714285714)"
07-01-2023 14:12:34.677517,"(4.6, 4.9, 4.743356643356644)","(2.7, 3.2, 3.146875)","(9.0, 12.0, 11.73913043478261)","(6.0, 9.2, 9.136)","(13.0, 15.5, 15.30952380952381)","(19.0, 26.0, 26.666666666666668)","(31.0, 85.0, 75.0)","(26.0, 36.0, 31.875)","(13.0, 21.0, 20.217391304347828)","(15.0, 19.0, 18.454545454545453)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 146.66666666666666)"
07-01-2023 14:12:36.169428,"(4.6, 4.9, 4.743356643356644)","(2.7, 3.15, 3.148148148148148)","(9.0, 12.0, 11.727272727272727)","(6.0, 9.2, 9.136)","(13.0, 15.5, 15.277777777777779)","(19.0, 28.0, 27.6)","(31.0, 85.0, 75.0)","(26.0, 36.0, 32.22857142857143)","(13.0, 21.0, 20.1)","(15.0, 19.0, 18.454545454545453)","(31.0, 44.0, 43.64705882352941)","(91.0, 180.0, 157.77777777777777)"
07-01-2023 14:12:37.690222,"(4.6, 4.9, 4.7208000000000006)","(2.7, 3.15, 3.226470588235294)","(9.0, 12.0, 11.68421052631579)","(6.0, 9.2, 9.188235294117648)","(13.0, 15.5, 15.277777777777779)","(19.0, 28.0, 26.5)","(31.0, 85.0, 70.0)","(26.0, 36.0, 32.0)","(13.0, 21.0, 20.666666666666668)","(15.0, 19.0, 18.691176470588236)","(31.0, 44.0, 43.333333333333336)","(91.0, 180.0, 157.77777777777777)"
07-01-2023 14:12:39.285772,"(4.6, 4.5, 4.337125748502994)","(2.7, 3.25, 3.2452941176470587)","(9.0, 12.0, 11.727272727272727)","(6.0, 9.4, 9.133333333333333)","(13.0, 15.5, 15.1)","(19.0, 28.0, 26.333333333333332)","(31.0, 85.0, 91.5)","(26.0, 36.0, 32.0)","(13.0, 21.0, 20.0)","(15.0, 19.0, 18.4)","(31.0, 44.0, 43.6)","(91.0, 180.0, 155.0)"
07-01-2023 14:12:40.834658,"(4.6, 4.5, 4.340625)","(2.7, 3.25, 3.210309278350515)","(9.0, 12.0, 11.928571428571429)","(6.0, 9.4, 9.357894736842105)","(13.0, 15.5, 15.214285714285714)","(19.0, 28.0, 26.666666666666668)","(31.0, 95.0, 89.0)","(26.0, 36.0, 32.48)","(13.0, 21.0, 21.0)","(15.0, 19.0, 18.75)","(31.0, 44.0, 45.14285714285714)","(91.0, 180.0, 155.0)"
07-01-2023 14:12:42.256142,"(4.6, 4.5, 4.336758893280632)","(2.7, 3.3, 3.252173913043478)","(9.0, 12.0, 11.928571428571429)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.5, 14.777777777777779)","(19.0, 28.0, 26.666666666666668)","(31.0, 95.0, 90.0)","(26.0, 36.0, 32.333333333333336)","(13.0, 22.0, 20.5)","(15.0, 19.5, 19.125)","(31.0, 46.0, 44.666666666666664)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:43.612563,"(4.6, 4.5, 4.336758893280632)","(2.7, 3.3, 3.2679245283018865)","(9.0, 12.0, 11.928571428571429)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.0, 14.777777777777779)","(19.0, 28.0, 26.666666666666668)","(31.0, 95.0, 94.16666666666666)","(26.0, 36.0, 32.333333333333336)","(13.0, 21.0, 20.5)","(15.0, 19.5, 19.125)","(31.0, 46.0, 43.2)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:44.978835,"(4.6, 4.5, 4.336758893280632)","(2.7, 3.3, 3.2679245283018865)","(9.0, 12.0, 11.928571428571429)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.0, 14.948717948717949)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 90.0)","(26.0, 36.0, 32.333333333333336)","(13.0, 21.0, 20.5)","(15.0, 19.5, 19.125)","(31.0, 44.0, 43.5)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:46.333208,"(4.6, 4.5, 4.351810584958217)","(2.7, 3.3, 3.2679245283018865)","(9.0, 12.0, 11.935483870967742)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.0, 14.948717948717949)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.333333333333336)","(13.0, 21.0, 20.5)","(15.0, 19.5, 19.26923076923077)","(31.0, 44.0, 43.5)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:47.804164,"(4.6, 4.5, 4.403690036900369)","(2.7, 3.3, 3.2679245283018865)","(9.0, 12.0, 11.875)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.0, 14.743055555555555)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.333333333333336)","(13.0, 21.0, 20.6)","(15.0, 19.5, 19.26923076923077)","(31.0, 44.0, 43.5)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:49.428566,"(4.6, 4.5, 4.403690036900369)","(2.7, 3.3, 3.283495145631068)","(9.0, 12.0, 11.875)","(6.0, 9.4, 9.36923076923077)","(13.0, 15.0, 14.743055555555555)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.333333333333336)","(13.0, 21.0, 20.8)","(15.0, 19.5, 19.26923076923077)","(31.0, 44.0, 42.714285714285715)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:50.913292,"(4.6, 4.5, 4.403690036900369)","(2.7, 3.25, 3.234126984126984)","(9.0, 12.0, 11.8)","(6.0, 9.4, 9.342857142857143)","(13.0, 15.0, 14.723880597014926)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 31.448275862068964)","(13.0, 21.0, 20.8)","(15.0, 19.5, 19.26923076923077)","(31.0, 44.0, 42.714285714285715)","(91.0, 180.0, 157.77777777777777)"
07-01-2023 14:12:52.344164,"(4.6, 4.5, 4.403690036900369)","(2.7, 3.25, 3.235611510791367)","(9.0, 12.0, 11.833333333333334)","(6.0, 9.4, 8.473239436619718)","(13.0, 15.0, 14.727941176470589)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 87.14285714285714)","(26.0, 36.0, 32.48)","(13.0, 21.0, 20.818181818181817)","(15.0, 19.5, 19.3125)","(31.0, 44.0, 42.8)","(91.0, 180.0, 157.77777777777777)"
07-01-2023 14:12:53.784220,"(4.6, 4.5, 4.4071174377224205)","(2.7, 3.25, 3.235611510791367)","(9.0, 12.0, 11.833333333333334)","(6.0, 8.6, 8.506122448979593)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.48)","(13.0, 21.0, 21.043478260869566)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.0)","(91.0, 180.0, 155.0)"
07-01-2023 14:12:55.284312,"(4.6, 4.5, 4.370344827586207)","(2.7, 3.3, 3.2916666666666665)","(9.0, 12.0, 11.75)","(6.0, 9.4, 9.076923076923077)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.48)","(13.0, 23.0, 21.043478260869566)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.0)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:56.751011,"(4.6, 4.5, 4.385714285714285)","(2.7, 3.35, 3.3033333333333332)","(9.0, 12.0, 11.692307692307692)","(6.0, 9.2, 8.986666666666666)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.48)","(13.0, 23.0, 20.5)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.333333333333336)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:58.387684,"(4.6, 4.5, 4.385714285714285)","(2.7, 3.35, 3.3033333333333332)","(9.0, 12.0, 11.692307692307692)","(6.0, 9.2, 9.076923076923077)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.48)","(13.0, 23.0, 21.2)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.333333333333336)","(91.0, 180.0, 160.0)"
07-01-2023 14:12:59.915375,"(4.6, 4.5, 4.385714285714285)","(2.7, 3.35, 3.3033333333333332)","(9.0, 12.0, 11.818181818181818)","(6.0, 9.2, 8.851282051282052)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 33.16129032258065)","(13.0, 22.0, 21.6)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.333333333333336)","(91.0, 180.0, 160.0)"
07-01-2023 14:13:01.535756,"(4.6, 4.5, 4.387603305785124)","(2.7, 3.35, 3.328481012658228)","(9.0, 12.0, 11.692307692307692)","(6.0, 9.2, 8.88888888888889)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 26.666666666666668)","(31.0, 100.0, 85.0)","(26.0, 36.0, 33.16129032258065)","(13.0, 22.0, 21.6)","(15.0, 19.5, 19.342105263157894)","(31.0, 44.0, 43.333333333333336)","(91.0, 180.0, 190.9090909090909)"
07-01-2023 14:13:02.917969,"(4.6, 4.5, 4.385714285714285)","(2.7, 3.35, 3.3375)","(9.0, 12.0, 11.652173913043478)","(6.0, 9.2, 8.88888888888889)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 27.333333333333332)","(31.0, 100.0, 85.0)","(26.0, 36.0, 32.48)","(13.0, 22.0, 21.066666666666666)","(15.0, 19.5, 19.363636363636363)","(31.0, 44.0, 43.333333333333336)","(91.0, 220.0, 202.85714285714286)"
07-01-2023 14:13:04.502168,"(4.6, 4.5, 4.4035460992907804)","(2.7, 3.35, 3.304054054054054)","(9.0, 12.0, 11.652173913043478)","(6.0, 9.2, 8.769230769230768)","(13.0, 15.0, 14.746575342465754)","(19.0, 28.0, 27.333333333333332)","(31.0, 100.0, 78.33333333333333)","(26.0, 36.0, 32.833333333333336)","(13.0, 22.0, 21.066666666666666)","(15.0, 19.5, 19.363636363636363)","(31.0, 44.0, 43.333333333333336)","(91.0, 220.0, 197.14285714285714)"
