,Sonnys Amazing,Triplets,Rainbow Rain,Colerne,Micton Mouse,Beartastic Writer,Roberts Delight,My Ultimate Billy Nz,Our Amazing Grace,No Win No Worries
705,"[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 15.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 19.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 32, 59, 799721), 3.7, 4.1]"
706,"[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 15.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 1, 43994), 3.7, 4.1]"
707,"[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 2, 390934), 3.7, 4.1]"
708,"[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 3, 715255), 3.7, 4.1]"
709,"[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 5, 15174), 3.7, 4.1]"
710,"[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 6, 399443), 3.7, 4.1]"
711,"[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 7, 761679), 3.7, 4.1]"
712,"[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 9, 133222), 3.7, 4.1]"
713,"[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 2.25, 2.68]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 415609), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 416608), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 10, 416608), 3.7, 4.0]"
714,"[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 11, 734289), 3.7, 4.0]"
715,"[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 15.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 13, 1489), 3.7, 4.0]"
716,"[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 15.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 14, 292321), 3.7, 4.0]"
717,"[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 15, 543349), 3.7, 4.1]"
718,"[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 16, 822149), 3.7, 4.1]"
719,"[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 18, 80086), 3.7, 4.2]"
720,"[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 19, 313564), 3.7, 4.1]"
721,"[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 20, 542171), 3.7, 4.1]"
722,"[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 71.0, 170.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 21, 788061), 3.7, 4.1]"
723,"[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 71.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 17.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 23, 59425), 3.7, 4.1]"
724,"[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 71.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 324998), 3.7, 4.1]"
725,"[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 71.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 576603), 3.7, 4.1]"
726,"[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 71.0, 160.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 823082), 3.7, 4.1]"
727,"[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 19.0, 34.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 60802), 3.7, 4.1]"
728,"[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 29, 293589), 3.7, 4.1]"
729,"[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 537754), 3.7, 4.1]"
730,"[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 26.0, 48.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 784583), 3.7, 4.1]"
731,"[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 19701), 3.7, 4.1]"
732,"[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 262671), 3.7, 4.1]"
733,"[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 502812), 3.7, 4.1]"
734,"[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 19.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 26.0, 70.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 778282), 3.7, 4.1]"
735,"[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 19.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 26.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 56054), 3.7, 4.1]"
736,"[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 15.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 26.0, 46.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 71.0, 180.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 19.0, 28.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 2.25, 2.7]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 26.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 4.8, 7.6]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 9.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 19.0, 36.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 298361), 3.7, 4.1]"
