,Lizzie Lass,Hes A Gift,My Shout Zoe,Supasonic Romeo,Gotham Baron,Fat Santa,Harros Girl
07-12-2022 20:30:21.942682,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9979166666666668)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:23.056508,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9979166666666668)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:24.169516,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9437837837837837)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:25.381093,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9437837837837837)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:26.409364,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9367605633802816)","(21.0, 90.0, 56.0)","(16.0, 55.0, 37.0)"
07-12-2022 20:30:27.464224,"(10.0, 24.0, 19.833333333333336)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9280000000000002)","(21.0, 90.0, 59.54545454545455)","(16.0, 55.0, 44.61538461538461)"
07-12-2022 20:30:28.435852,"(10.0, 24.0, 21.22222222222222)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.9004255319148937)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:29.513418,"(10.0, 24.0, 21.22222222222222)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.9004255319148937)","(21.0, 90.0, 42.14285714285714)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:30.641096,"(10.0, 24.0, 19.833333333333336)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.9311764705882355)","(21.0, 90.0, 42.14285714285714)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:31.833422,"(10.0, 24.0, 19.833333333333336)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.9836363636363639)","(21.0, 90.0, 42.14285714285714)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:33.046946,"(10.0, 24.0, 19.833333333333336)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.5555555555555554)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.922857142857143)","(21.0, 90.0, 42.14285714285714)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:34.191062,"(10.0, 24.0, 19.833333333333336)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.997959183673469)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.922857142857143)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:35.323404,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.528)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9914285714285715)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:36.407947,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.528)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9914285714285715)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:37.506170,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.528)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.9914285714285715)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:38.677681,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.528)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:39.773604,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.528)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:40.932284,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.422727272727273)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:42.071028,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.2)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:43.261578,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.5, 3.361111111111111)","(6.5, 13.0, 12.280000000000001)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:44.264230,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.3, 3.361111111111111)","(6.5, 13.0, 12.280000000000001)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:45.359213,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.3, 3.2600000000000002)","(6.5, 13.0, 12.054545454545455)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:46.443612,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.3, 3.523076923076923)","(6.5, 13.0, 12.23076923076923)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:47.823319,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.2, 3.814285714285714)","(6.5, 13.0, 11.4)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:49.071206,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.1, 3.365625)","(6.5, 13.0, 12.233333333333334)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:50.281587,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.95, 3.7071428571428573)","(6.5, 13.0, 12.233333333333334)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:51.559585,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.95, 3.7071428571428573)","(6.5, 13.0, 12.3)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 44.61538461538461)"
07-12-2022 20:30:52.686322,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.95, 3.7071428571428573)","(6.5, 13.0, 12.3)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 50.0, 37.6875)"
07-12-2022 20:30:53.802345,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.0, 3.814285714285714)","(6.5, 13.0, 11.857142857142858)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 48.0, 38.25)"
07-12-2022 20:30:54.952235,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 4.1, 3.74)","(6.5, 13.0, 11.857142857142858)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 46.0, 28.857142857142858)"
07-12-2022 20:30:56.053923,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.9, 3.75)","(6.5, 13.0, 11.857142857142858)","(1.75, 2.22, 2.0823529411764707)","(21.0, 90.0, 59.54545454545455)","(16.0, 46.0, 28.857142857142858)"
07-12-2022 20:30:57.261738,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.9, 3.343103448275862)","(6.5, 13.0, 11.857142857142858)","(1.75, 2.22, 2.1714285714285717)","(21.0, 90.0, 59.54545454545455)","(16.0, 46.0, 28.857142857142858)"
07-12-2022 20:30:58.425483,"(10.0, 24.0, 16.333333333333332)","(31.0, 120.0, 74.0)","(2.8, 3.85, 3.3944444444444444)","(6.5, 13.0, 12.24)","(1.75, 2.22, 2.0478260869565217)","(21.0, 90.0, 119.54545454545453)","(16.0, 46.0, 28.857142857142858)"
07-12-2022 20:30:59.508401,"(10.0, 24.0, 16.333333333333332)","(31.0, 300.0, 203.21428571428572)","(2.8, 3.7, 3.3944444444444444)","(6.5, 13.0, 11.914285714285715)","(1.75, 2.22, 2.1068571428571428)","(21.0, 200.0, 119.54545454545453)","(16.0, 46.0, 28.857142857142858)"
07-12-2022 20:31:00.581800,"(10.0, 24.0, 16.333333333333332)","(31.0, 300.0, 203.21428571428572)","(2.8, 3.7, 3.3944444444444444)","(6.5, 13.0, 11.2)","(1.75, 2.22, 2.001176470588235)","(21.0, 200.0, 119.54545454545453)","(16.0, 46.0, 31.25)"
07-12-2022 20:31:01.715194,"(10.0, 24.0, 16.333333333333332)","(31.0, 300.0, 203.21428571428572)","(2.8, 3.7, 3.55)","(6.5, 13.0, 11.725)","(1.75, 2.22, 2.167777777777778)","(21.0, 200.0, 148.25)","(16.0, 46.0, 40.5625)"
07-12-2022 20:31:02.928517,"(10.0, 24.0, 14.8)","(31.0, 160.0, 146.89999999999998)","(2.8, 3.65, 3.4699999999999998)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.055)","(21.0, 190.0, 148.25)","(16.0, 44.0, 38.5)"
07-12-2022 20:31:04.071261,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.55, 3.4699999999999998)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.1552000000000002)","(21.0, 190.0, 148.25)","(16.0, 44.0, 41.54545454545455)"
07-12-2022 20:31:05.201705,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.55, 3.4699999999999998)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.1552000000000002)","(21.0, 190.0, 148.25)","(16.0, 44.0, 39.583333333333336)"
07-12-2022 20:31:06.284288,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.43)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.1552000000000002)","(21.0, 190.0, 148.25)","(16.0, 44.0, 35.16666666666667)"
07-12-2022 20:31:07.356184,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.4)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.074)","(21.0, 190.0, 148.25)","(16.0, 44.0, 35.16666666666667)"
07-12-2022 20:31:08.381219,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.4181818181818184)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.074)","(21.0, 190.0, 162.33333333333334)","(16.0, 44.0, 25.125)"
07-12-2022 20:31:09.481856,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.1140909090909092)","(21.0, 190.0, 148.75)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:10.506430,"(10.0, 23.0, 16.0)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.1140909090909092)","(21.0, 190.0, 107.5)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:11.559833,"(10.0, 23.0, 19.5)","(31.0, 160.0, 138.33333333333334)","(2.8, 3.5, 3.35)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.1042105263157898)","(21.0, 190.0, 107.5)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:12.578883,"(10.0, 23.0, 19.5)","(31.0, 160.0, 96.0)","(2.8, 3.5, 3.425)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.1042105263157898)","(21.0, 190.0, 107.5)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:13.678887,"(10.0, 23.0, 19.5)","(31.0, 160.0, 96.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.1272)","(21.0, 190.0, 107.5)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:14.878152,"(10.0, 23.0, 19.5)","(31.0, 160.0, 150.15384615384616)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.725)","(1.75, 2.2, 2.109)","(21.0, 190.0, 107.5)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:16.076280,"(10.0, 23.0, 19.5)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.40625)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.0541666666666667)","(21.0, 190.0, 148.75)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:17.506964,"(10.0, 23.0, 20.77777777777778)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 10.433333333333334)","(1.75, 2.2, 2.032)","(21.0, 190.0, 149.0)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:18.824447,"(10.0, 23.0, 20.77777777777778)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 10.014285714285714)","(1.75, 2.2, 2.08)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:20.065617,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.116)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:21.353696,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.116)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:22.471802,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.116)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:23.679169,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.116)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:24.881441,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.116)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:26.069912,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.40625)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.085)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:27.322508,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.5, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1105555555555555)","(21.0, 190.0, 124.39999999999999)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:28.477181,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.5, 3.25)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1105555555555555)","(21.0, 190.0, 83.75)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:29.606404,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.5, 3.3375000000000004)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.0761538461538462)","(21.0, 180.0, 112.4)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:30.739099,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.45, 3.3375000000000004)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.0761538461538462)","(21.0, 170.0, 112.4)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:31.852832,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.45, 3.3375000000000004)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.0761538461538462)","(21.0, 170.0, 112.4)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:33.113485,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 118.0)","(2.8, 3.45, 3.41)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1358333333333333)","(21.0, 170.0, 112.4)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:34.301307,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.41)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.086923076923077)","(21.0, 170.0, 112.4)","(16.0, 48.0, 25.125)"
07-12-2022 20:31:35.466829,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.41)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.086923076923077)","(21.0, 170.0, 134.0)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:36.647443,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 141.71428571428572)","(2.8, 3.45, 3.37)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.086923076923077)","(21.0, 170.0, 134.25)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:37.804500,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 141.71428571428572)","(2.8, 3.45, 3.37)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.086923076923077)","(21.0, 170.0, 148.0)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:39.007093,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 141.71428571428572)","(2.8, 3.45, 3.37)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1416666666666666)","(21.0, 170.0, 148.0)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:40.135235,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.4111111111111114)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1416666666666666)","(21.0, 170.0, 134.25)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:41.271750,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.4111111111111114)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1416666666666666)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:42.413938,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 141.71428571428572)","(2.8, 3.45, 3.3625000000000003)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.126315789473684)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:43.593203,"(10.0, 23.0, 16.666666666666668)","(31.0, 160.0, 149.33333333333331)","(2.8, 3.45, 3.3625000000000003)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.126315789473684)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:44.803041,"(10.0, 23.0, 20.77777777777778)","(31.0, 160.0, 141.71428571428572)","(2.8, 3.45, 3.416666666666667)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1475)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:45.964893,"(10.0, 23.0, 20.77777777777778)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.416666666666667)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.075555555555556)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:47.118238,"(10.0, 23.0, 21.0)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.416666666666667)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.075555555555556)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:48.278034,"(10.0, 23.0, 21.0)","(31.0, 160.0, 96.0)","(2.8, 3.45, 3.375)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.075555555555556)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:49.512305,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.45, 3.375)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.075555555555556)","(21.0, 170.0, 98.5)","(16.0, 48.0, 32.75)"
07-12-2022 20:31:50.747859,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.45, 3.4083333333333337)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.157391304347826)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:51.957925,"(10.0, 23.0, 21.0)","(31.0, 180.0, 167.66666666666669)","(2.8, 3.45, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.157391304347826)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:53.190179,"(10.0, 23.0, 21.0)","(31.0, 180.0, 167.66666666666669)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.106666666666667)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:54.321479,"(10.0, 23.0, 21.0)","(31.0, 180.0, 106.0)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.106666666666667)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:55.389606,"(10.0, 23.0, 21.0)","(31.0, 180.0, 106.0)","(2.8, 3.5, 3.325)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.106666666666667)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:56.585060,"(10.0, 23.0, 21.0)","(31.0, 180.0, 106.0)","(2.8, 3.45, 3.4125)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.166666666666667)","(21.0, 170.0, 98.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:57.695657,"(10.0, 23.0, 21.0)","(31.0, 180.0, 106.0)","(2.8, 3.45, 3.4125)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1314285714285717)","(21.0, 170.0, 65.0)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:58.826826,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.45, 3.4125)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1314285714285717)","(21.0, 160.0, 88.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:31:59.920654,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.45, 3.4125)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1314285714285717)","(21.0, 150.0, 88.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:01.102736,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.45, 3.35)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1314285714285717)","(21.0, 150.0, 88.5)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:02.351466,"(10.0, 23.0, 21.0)","(31.0, 180.0, 106.0)","(2.8, 3.45, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.178823529411765)","(21.0, 150.0, 176.90909090909093)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:03.560586,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.165714285714286)","(21.0, 210.0, 176.90909090909093)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:04.794777,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.165714285714286)","(21.0, 210.0, 176.90909090909093)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:06.352121,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.165714285714286)","(21.0, 210.0, 176.90909090909093)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:07.676288,"(10.0, 23.0, 21.0)","(31.0, 180.0, 158.85714285714286)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.165714285714286)","(21.0, 210.0, 176.90909090909093)","(16.0, 48.0, 36.90909090909091)"
07-12-2022 20:32:09.107385,"(10.0, 23.0, 21.88888888888889)","(31.0, 180.0, 123.11111111111111)","(2.8, 3.5, 3.4083333333333337)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.17)","(21.0, 210.0, 117.25)","(16.0, 48.0, 35.81818181818181)"
07-12-2022 20:32:10.341407,"(10.0, 22.0, 20.583333333333336)","(31.0, 150.0, 123.11111111111111)","(2.8, 3.45, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.17)","(21.0, 130.0, 117.25)","(16.0, 46.0, 40.75)"
07-12-2022 20:32:11.502528,"(10.0, 22.0, 20.583333333333336)","(31.0, 150.0, 115.71428571428571)","(2.8, 3.5, 3.3875)","(6.5, 12.5, 11.05)","(1.75, 2.2, 2.1672727272727275)","(21.0, 130.0, 117.25)","(16.0, 44.0, 40.75)"
