,Elliott Ness,Mercury Icon,Aston Rosa,Starfleet,Van Diemen,Funky Felix,Im A Lawyer,Bingo Ringo
12-01-2023 10:03:19.363379,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.428571428571427)","(4.6, 8.4, 7.589473684210526)","(10.0, 14.0, 12.277777777777779)","(3.9, 4.2, 3.95)","(4.6, 7.0, 5.88)"
12-01-2023 10:03:20.351209,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.428571428571427)","(4.6, 8.4, 7.589473684210526)","(10.0, 14.0, 12.277777777777779)","(3.9, 4.2, 3.95)","(4.6, 7.0, 6.066666666666666)"
12-01-2023 10:03:21.381350,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.428571428571427)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.2, 4.025)","(4.6, 7.0, 6.22)"
12-01-2023 10:03:22.433361,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.428571428571427)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.277777777777779)","(3.9, 4.2, 4.043333333333333)","(4.6, 7.0, 6.025)"
12-01-2023 10:03:23.516500,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.428571428571427)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.1, 4.078260869565217)","(4.6, 7.0, 6.5636363636363635)"
12-01-2023 10:03:24.638681,"(5.0, 8.6, 8.0)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 29.0, 26.4)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.1, 4.0285714285714285)","(4.6, 7.0, 6.12)"
12-01-2023 10:03:25.624682,"(5.0, 8.6, 7.8)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 28.0, 26.4)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.1, 4.0285714285714285)","(4.6, 7.0, 6.12)"
12-01-2023 10:03:26.671440,"(5.0, 8.6, 8.028571428571428)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 28.0, 24.307692307692307)","(4.6, 8.4, 7.7125)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.1, 4.0285714285714285)","(4.6, 7.0, 6.12)"
12-01-2023 10:03:27.803565,"(5.0, 8.6, 7.8)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 28.0, 25.0)","(4.6, 8.4, 7.116666666666667)","(10.0, 14.0, 12.176470588235293)","(3.9, 4.1, 3.9692307692307693)","(4.6, 7.0, 6.12)"
12-01-2023 10:03:28.820231,"(5.0, 8.6, 7.8)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 28.0, 25.0)","(4.6, 8.4, 8.1)","(10.0, 14.0, 12.277777777777779)","(3.9, 4.0, 4.08)","(4.6, 7.0, 6.12)"
12-01-2023 10:03:29.773522,"(5.0, 8.6, 7.933333333333334)","(10.0, 14.0, 12.08)","(6.5, 8.6, 7.571428571428571)","(12.0, 28.0, 25.0)","(4.6, 8.4, 8.1)","(10.0, 14.0, 12.277777777777779)","(3.9, 4.1, 3.9499999999999997)","(4.6, 7.0, 6.4)"
12-01-2023 10:03:30.858573,"(5.0, 8.6, 7.933333333333334)","(10.0, 13.5, 12.25)","(6.5, 8.4, 8.066666666666666)","(12.0, 28.0, 24.307692307692307)","(4.6, 8.4, 8.1)","(10.0, 13.5, 12.5)","(3.9, 4.1, 3.981578947368421)","(4.6, 7.0, 6.323076923076924)"
12-01-2023 10:03:31.988730,"(5.0, 8.6, 7.872727272727273)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.4, 7.546666666666667)","(12.0, 28.0, 26.153846153846153)","(4.6, 8.4, 8.15)","(10.0, 13.5, 12.132352941176471)","(3.9, 4.1, 3.981578947368421)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:32.996183,"(5.0, 8.6, 8.0)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.4, 7.546666666666667)","(12.0, 28.0, 26.153846153846153)","(4.6, 8.4, 8.1)","(10.0, 13.5, 12.132352941176471)","(3.9, 4.1, 4.085714285714285)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:33.994998,"(5.0, 8.6, 8.1)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.4, 7.6000000000000005)","(12.0, 28.0, 26.5)","(4.6, 8.4, 8.1)","(10.0, 13.5, 12.05813953488372)","(3.9, 4.2, 4.066666666666666)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:34.971010,"(5.0, 8.6, 8.1)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.2, 7.8)","(12.0, 28.0, 26.5)","(4.6, 8.4, 8.1)","(10.0, 13.5, 11.756410256410255)","(3.9, 4.2, 4.146153846153846)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:35.957575,"(5.0, 8.6, 8.1)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.2, 7.2)","(12.0, 28.0, 26.5)","(4.6, 8.4, 7.14)","(10.0, 13.5, 11.756410256410255)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:36.954586,"(5.0, 8.6, 8.1)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.2, 7.2)","(12.0, 28.0, 26.5)","(4.6, 8.4, 7.757142857142857)","(10.0, 13.5, 11.756410256410255)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:37.935896,"(5.0, 8.6, 8.1)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.2, 7.034285714285715)","(12.0, 28.0, 26.5)","(4.6, 8.4, 7.757142857142857)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:39.030981,"(5.0, 8.6, 7.742857142857143)","(10.0, 13.5, 11.403225806451612)","(6.5, 8.2, 7.034285714285715)","(12.0, 28.0, 25.916666666666668)","(4.6, 8.2, 7.8999999999999995)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:40.064599,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.092592592592593)","(6.5, 8.2, 7.034285714285715)","(12.0, 28.0, 25.916666666666668)","(4.6, 8.2, 7.8999999999999995)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:41.048502,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.092592592592593)","(6.5, 8.0, 7.125)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.8999999999999995)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:42.066473,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.092592592592593)","(6.5, 8.0, 7.055555555555555)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.1499999999999995)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:43.055670,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.092592592592593)","(6.5, 8.0, 7.055555555555555)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:44.063740,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.0625)","(6.5, 8.0, 7.1)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:45.269916,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.0625)","(6.5, 8.0, 7.1)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:46.242206,"(5.0, 8.6, 7.742857142857143)","(10.0, 13.5, 11.0625)","(6.5, 8.0, 7.1)","(12.0, 28.0, 25.333333333333332)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:47.198989,"(5.0, 8.6, 8.399999999999999)","(10.0, 13.5, 11.0625)","(6.5, 8.0, 7.1)","(12.0, 28.0, 26.153846153846153)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.918604651162791)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:48.428144,"(5.0, 8.2, 7.999999999999999)","(10.0, 13.5, 11.076923076923077)","(6.5, 8.0, 7.715789473684211)","(12.0, 28.0, 25.6)","(4.6, 8.2, 7.824999999999999)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:49.571073,"(5.0, 8.6, 8.492307692307692)","(10.0, 13.5, 11.076923076923077)","(6.5, 8.0, 7.715789473684211)","(12.0, 28.0, 25.6)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.2, 4.166666666666667)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:50.648529,"(5.0, 8.6, 8.4)","(10.0, 13.5, 11.166666666666666)","(6.5, 8.0, 7.85)","(12.0, 28.0, 25.6)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:51.749478,"(5.0, 8.6, 8.5)","(10.0, 13.5, 11.166666666666666)","(6.5, 8.0, 7.775)","(12.0, 28.0, 25.6)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:52.719340,"(5.0, 8.6, 8.5)","(10.0, 13.5, 11.166666666666666)","(6.5, 8.0, 7.775)","(12.0, 28.0, 25.6)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.2, 4.52)","(4.6, 7.0, 6.157894736842105)"
12-01-2023 10:03:53.692088,"(5.0, 8.6, 8.5)","(10.0, 13.5, 11.166666666666666)","(6.5, 8.0, 7.775)","(12.0, 28.0, 22.4)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.6, 4.4)","(4.6, 7.0, 6.405405405405405)"
12-01-2023 10:03:54.714536,"(5.0, 8.6, 8.5)","(10.0, 13.5, 10.76086956521739)","(6.5, 8.0, 7.775)","(12.0, 28.0, 25.53846153846154)","(4.6, 8.2, 7.975)","(10.0, 13.5, 11.973684210526315)","(3.9, 4.6, 4.1625)","(4.6, 7.0, 6.466666666666667)"
12-01-2023 10:03:55.724571,"(5.0, 8.6, 8.5)","(10.0, 13.5, 10.76086956521739)","(6.5, 8.0, 7.775)","(12.0, 28.0, 25.53846153846154)","(4.6, 8.2, 7.975)","(10.0, 13.5, 12.545454545454545)","(3.9, 4.2, 4.116666666666666)","(4.6, 7.0, 6.466666666666667)"
12-01-2023 10:03:56.810337,"(5.0, 8.6, 8.5)","(10.0, 13.5, 11.166666666666666)","(6.5, 8.0, 7.699999999999999)","(12.0, 28.0, 25.53846153846154)","(4.6, 8.2, 8.049999999999999)","(10.0, 13.0, 12.333333333333334)","(3.9, 4.2, 4.116666666666666)","(4.6, 7.0, 6.6)"
12-01-2023 10:03:57.848530,"(5.0, 8.6, 8.5)","(10.0, 13.5, 11.142857142857142)","(6.5, 8.0, 7.699999999999999)","(12.0, 28.0, 25.53846153846154)","(4.6, 8.2, 8.049999999999999)","(10.0, 13.0, 12.333333333333334)","(3.9, 4.2, 3.9714285714285715)","(4.6, 6.8, 6.157894736842105)"
12-01-2023 10:03:58.889317,"(5.0, 8.6, 8.2)","(10.0, 13.5, 10.76086956521739)","(6.5, 8.0, 7.699999999999999)","(12.0, 28.0, 25.53846153846154)","(4.6, 8.2, 8.049999999999999)","(10.0, 13.0, 12.181818181818182)","(3.9, 4.0, 3.7800000000000002)","(4.6, 7.0, 6.15)"
12-01-2023 10:03:59.966492,"(5.0, 8.6, 8.433333333333334)","(10.0, 13.5, 10.875)","(6.5, 8.0, 7.76)","(12.0, 28.0, 25.428571428571427)","(4.6, 8.2, 8.1)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.5, 4.2857142857142865)","(4.6, 7.0, 6.15)"
12-01-2023 10:04:01.070275,"(5.0, 8.6, 8.475)","(10.0, 13.5, 10.875)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.5)","(4.6, 8.2, 8.28)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.4, 3.95)","(4.6, 7.0, 6.15)"
12-01-2023 10:04:02.120600,"(5.0, 8.6, 8.475)","(10.0, 13.5, 10.875)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.5)","(4.6, 8.6, 8.28)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.95)","(4.6, 7.0, 6.15)"
12-01-2023 10:04:03.206636,"(5.0, 8.6, 8.475)","(10.0, 13.5, 10.875)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.307692307692307)","(4.6, 8.6, 9.121311475409836)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.15)"
12-01-2023 10:04:04.248699,"(5.0, 8.6, 8.475)","(10.0, 13.0, 11.4375)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.307692307692307)","(4.6, 9.2, 9.121311475409836)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.433333333333334)"
12-01-2023 10:04:05.314491,"(5.0, 8.6, 8.475)","(10.0, 13.0, 11.125)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.307692307692307)","(4.6, 9.2, 9.12)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8210526315789473)","(4.6, 7.0, 6.433333333333334)"
12-01-2023 10:04:06.383419,"(5.0, 8.6, 8.5)","(10.0, 13.0, 11.125)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.307692307692307)","(4.6, 9.2, 9.12)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8210526315789473)","(4.6, 7.0, 6.622222222222222)"
12-01-2023 10:04:07.565933,"(5.0, 8.6, 8.0)","(10.0, 13.0, 10.788461538461538)","(6.5, 8.0, 7.76)","(12.0, 28.0, 24.307692307692307)","(4.6, 9.2, 9.12)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.622222222222222)"
12-01-2023 10:04:08.677017,"(5.0, 8.6, 8.488888888888889)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.571428571428573)","(4.6, 9.2, 9.12)","(10.0, 13.0, 11.708333333333334)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.622222222222222)"
12-01-2023 10:04:09.802588,"(5.0, 8.6, 8.488888888888889)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 13.0, 10.416666666666666)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:10.885142,"(5.0, 8.6, 8.488888888888889)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 13.0, 11.0)","(3.9, 4.3, 3.775)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:11.959175,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.142857142857142)","(10.0, 12.5, 10.712765957446809)","(3.9, 4.3, 3.8625)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:13.034138,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.357894736842105)","(10.0, 12.5, 10.712765957446809)","(3.9, 4.3, 3.8)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:14.094663,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.12)","(10.0, 12.5, 10.712765957446809)","(3.9, 4.3, 3.8357142857142854)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:15.195301,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 12.5, 10.712765957446809)","(3.9, 4.3, 3.8357142857142854)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:16.307926,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.093333333333332)","(10.0, 12.5, 11.13953488372093)","(3.9, 4.3, 3.9176470588235293)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:17.420236,"(5.0, 8.6, 8.5)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.093333333333332)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.3, 3.925)","(4.6, 7.0, 6.46875)"
12-01-2023 10:04:18.512201,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.3, 4.128571428571429)","(4.6, 7.0, 6.585365853658537)"
12-01-2023 10:04:19.632371,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.2, 4.128571428571429)","(4.6, 7.0, 6.585365853658537)"
12-01-2023 10:04:20.744370,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.2, 9.12)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.2, 4.128571428571429)","(4.6, 7.0, 6.585365853658537)"
12-01-2023 10:04:21.838788,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 10.857142857142858)","(6.5, 8.0, 7.76)","(12.0, 27.0, 22.2)","(4.6, 9.2, 9.12)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.2, 4.15)","(4.6, 7.0, 6.711111111111111)"
12-01-2023 10:04:22.987094,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 12.0)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.25)","(4.6, 9.2, 9.049999999999999)","(10.0, 12.5, 11.170454545454545)","(3.9, 4.2, 4.15)","(4.6, 6.8, 6.619354838709677)"
12-01-2023 10:04:24.139891,"(5.0, 8.6, 8.466666666666667)","(10.0, 13.0, 12.444444444444445)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.25)","(4.6, 9.2, 9.833333333333334)","(10.0, 12.5, 10.425531914893616)","(3.9, 4.2, 4.15)","(4.6, 6.8, 6.619354838709677)"
12-01-2023 10:04:25.194954,"(5.0, 8.6, 8.488888888888889)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 12.5, 10.25)","(10.0, 12.5, 10.722222222222221)","(3.9, 4.2, 4.158333333333333)","(4.6, 6.8, 6.564705882352941)"
12-01-2023 10:04:26.260100,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.25)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 11.0, 9.4)","(10.0, 12.5, 10.722222222222221)","(3.9, 4.2, 4.158333333333333)","(4.6, 6.8, 6.564705882352941)"
12-01-2023 10:04:27.312775,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.25)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.4)","(10.0, 12.5, 10.722222222222221)","(3.9, 4.2, 4.158333333333333)","(4.6, 6.8, 6.564705882352941)"
12-01-2023 10:04:28.342664,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.75)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.4)","(10.0, 12.5, 10.337837837837839)","(3.9, 4.2, 4.158333333333333)","(4.6, 6.8, 6.6)"
12-01-2023 10:04:29.400271,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.846153846153847)","(6.5, 8.0, 7.76)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.4)","(10.0, 12.5, 11.192307692307692)","(3.9, 4.2, 4.028125)","(4.6, 6.8, 6.433333333333333)"
12-01-2023 10:04:30.378746,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.8125)","(6.5, 8.0, 7.76)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.8, 9.333333333333334)","(10.0, 12.5, 11.192307692307692)","(3.9, 4.2, 4.090909090909091)","(4.6, 6.6, 6.325)"
12-01-2023 10:04:31.326651,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.625)","(6.5, 8.0, 7.76)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.8, 9.022222222222222)","(10.0, 12.5, 11.192307692307692)","(3.9, 4.2, 4.071428571428571)","(4.6, 6.4, 6.4875)"
12-01-2023 10:04:32.315598,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.625)","(6.5, 8.0, 7.76)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.4, 9.266666666666667)","(10.0, 12.5, 11.907407407407407)","(3.9, 4.2, 4.105263157894737)","(4.6, 6.6, 6.266666666666667)"
12-01-2023 10:04:33.342022,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.4)","(6.5, 8.0, 7.76)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.4, 9.25)","(10.0, 12.5, 11.907407407407407)","(3.9, 4.2, 4.086956521739131)","(4.6, 6.6, 6.266666666666667)"
12-01-2023 10:04:34.410116,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.4)","(6.5, 8.0, 7.76)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.4, 9.344444444444445)","(10.0, 12.5, 11.779069767441861)","(3.9, 4.2, 4.083333333333333)","(4.6, 6.6, 6.3428571428571425)"
12-01-2023 10:04:35.407058,"(5.0, 8.6, 8.533333333333333)","(10.0, 12.0, 11.625)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.4, 9.481818181818182)","(10.0, 12.5, 11.779069767441861)","(3.9, 4.2, 3.8214285714285716)","(4.6, 6.6, 6.290909090909091)"
12-01-2023 10:04:36.445329,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.4375)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 26.11111111111111)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.811111111111112)","(3.9, 4.0, 3.8923076923076922)","(4.6, 6.8, 6.266666666666667)"
12-01-2023 10:04:37.511778,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.811111111111112)","(3.9, 4.1, 3.895)","(4.6, 6.8, 6.266666666666667)"
12-01-2023 10:04:38.592768,"(5.0, 8.6, 8.533333333333333)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.804347826086957)","(3.9, 4.0, 4.04375)","(4.6, 6.8, 6.228571428571429)"
12-01-2023 10:04:39.671709,"(5.0, 8.6, 8.375)","(10.0, 11.5, 11.375)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.804347826086957)","(3.9, 4.1, 4.04375)","(4.6, 6.4, 6.228571428571429)"
12-01-2023 10:04:40.681159,"(5.0, 8.6, 8.375)","(10.0, 11.5, 11.25)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.804347826086957)","(3.9, 4.1, 3.9526881720430107)","(4.6, 6.4, 6.228571428571429)"
12-01-2023 10:04:41.707500,"(5.0, 8.6, 8.375)","(10.0, 11.5, 11.25)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.685714285714287)","(10.0, 12.5, 11.811111111111112)","(3.9, 4.0, 3.8071428571428574)","(4.6, 6.4, 6.266666666666667)"
12-01-2023 10:04:42.723976,"(5.0, 8.6, 8.5)","(10.0, 13.0, 11.4375)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 10.5, 9.771428571428572)","(10.0, 12.5, 11.811111111111112)","(3.9, 3.95, 3.7605263157894737)","(4.6, 6.8, 6.290909090909091)"
12-01-2023 10:04:43.760059,"(5.0, 8.6, 8.5)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 10.5, 9.654545454545454)","(10.0, 12.5, 11.833333333333334)","(3.9, 3.95, 3.840909090909091)","(4.6, 6.8, 6.266666666666667)"
12-01-2023 10:04:44.883644,"(5.0, 8.6, 8.5)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.571428571428571)","(10.0, 12.5, 11.8)","(3.9, 3.95, 3.79)","(4.6, 6.8, 6.373333333333333)"
12-01-2023 10:04:46.019684,"(5.0, 8.6, 8.5)","(10.0, 13.0, 11.958333333333334)","(6.5, 8.0, 7.699999999999999)","(12.0, 27.0, 25.666666666666668)","(4.6, 9.8, 9.571428571428571)","(10.0, 12.5, 11.8)","(3.9, 3.95, 3.79)","(4.6, 6.8, 6.266666666666667)"
