,Unleashed Buffy,Moment To Polka,Tears And Tanty,What A Phoenix,Big Kahuna,Hello Harley,Kid Kimetto,Bazinga Girl
11-01-2023 20:36:11.111015,"(4.2, 6.8, 6.642857142857142)","(3.1, 4.3, 4.1)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 28.0, 23.5)","(9.0, 14.5, 13.5)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:12.412443,"(4.2, 6.8, 6.642857142857142)","(3.1, 4.3, 4.1)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 28.0, 23.5)","(9.0, 14.5, 13.5)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:13.679415,"(4.2, 6.8, 6.653333333333333)","(3.1, 4.3, 4.1)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 28.0, 23.5)","(9.0, 14.5, 13.5)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:15.000856,"(4.2, 6.8, 6.653333333333333)","(3.1, 4.3, 4.1)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 28.0, 26.92857142857143)","(9.0, 14.5, 15.576923076923077)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:16.283401,"(4.2, 7.0, 6.6)","(3.1, 4.3, 4.1)","(15.0, 44.0, 32.0)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 14.625)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:17.614863,"(4.2, 7.0, 6.7)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 14.625)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:18.935234,"(4.2, 7.0, 6.7)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 14.625)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:20.197270,"(4.2, 7.0, 6.7)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.973684210526315)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:21.383842,"(4.2, 7.0, 6.7)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 71.72727272727273)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.8)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:22.565480,"(4.2, 7.0, 6.6454545454545455)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 71.72727272727273)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.8)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:23.689939,"(4.2, 7.0, 6.25)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 71.72727272727273)","(2.4, 2.5, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.8)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:24.821787,"(4.2, 7.0, 6.25)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 71.72727272727273)","(2.4, 2.48, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.8)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:25.980930,"(4.2, 7.0, 6.25)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 71.625)","(2.4, 2.48, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.8)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:27.477584,"(4.2, 7.0, 6.1)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 63.57142857142857)","(2.4, 2.48, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 16.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:28.564895,"(4.2, 7.0, 6.1)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 75.0, 63.57142857142857)","(2.4, 2.48, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:29.756297,"(4.2, 7.0, 6.614285714285715)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 80.0, 92.5)","(2.4, 2.48, 2.4428571428571426)","(13.0, 29.0, 24.166666666666668)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:30.938896,"(4.2, 7.0, 6.614285714285715)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.166666666666668)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:32.390202,"(4.2, 7.0, 6.775)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.166666666666668)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:33.741390,"(4.2, 7.0, 6.775)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.166666666666668)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.5)"
11-01-2023 20:36:34.955215,"(4.2, 7.0, 6.775)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.65)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.25)"
11-01-2023 20:36:36.177655,"(4.2, 7.0, 6.775)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.65)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.25)"
11-01-2023 20:36:37.460711,"(4.2, 7.0, 6.685714285714286)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 24.65)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.25)"
11-01-2023 20:36:38.665851,"(4.2, 7.2, 6.685714285714286)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 95.0)","(2.4, 2.48, 2.4414814814814814)","(13.0, 29.0, 26.0)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.25)"
11-01-2023 20:36:39.798430,"(4.2, 7.2, 6.685714285714286)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 130.0, 112.5)","(2.4, 2.48, 2.4699999999999998)","(13.0, 29.0, 20.9)","(9.0, 15.0, 13.875)","(15.0, 36.0, 26.25)"
11-01-2023 20:36:40.958217,"(4.2, 7.2, 6.685714285714286)","(3.1, 4.4, 4.355555555555556)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.5, 2.4647058823529413)","(13.0, 29.0, 22.25)","(9.0, 15.0, 13.875)","(15.0, 36.0, 31.75)"
11-01-2023 20:36:42.147396,"(4.2, 7.2, 6.685714285714286)","(3.1, 4.4, 4.355555555555556)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.5, 2.5145454545454546)","(13.0, 29.0, 22.25)","(9.0, 15.0, 13.875)","(15.0, 34.0, 31.75)"
11-01-2023 20:36:43.351644,"(4.2, 7.2, 6.800000000000001)","(3.1, 4.4, 4.355555555555556)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.52, 2.5145454545454546)","(13.0, 29.0, 22.25)","(9.0, 15.0, 13.342105263157894)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:44.591844,"(4.2, 7.2, 6.95)","(3.1, 4.4, 4.32)","(15.0, 40.0, 28.0)","(51.0, 130.0, 120.0)","(2.4, 2.52, 2.5145454545454546)","(13.0, 29.0, 22.25)","(9.0, 15.0, 14.192307692307693)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:45.894893,"(4.2, 7.6, 7.18)","(3.1, 4.4, 4.2)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.52, 2.5145454545454546)","(13.0, 29.0, 22.25)","(9.0, 14.5, 14.192307692307693)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:47.140598,"(4.2, 9.0, 8.65)","(3.1, 4.4, 4.133333333333334)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.52, 2.513076923076923)","(13.0, 29.0, 24.125)","(9.0, 14.5, 14.192307692307693)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:48.351732,"(4.2, 8.2, 7.971428571428571)","(3.1, 4.4, 4.044444444444444)","(15.0, 40.0, 28.0)","(51.0, 130.0, 121.25)","(2.4, 2.54, 2.44)","(13.0, 27.0, 24.125)","(9.0, 14.5, 14.192307692307693)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:49.811124,"(4.2, 8.2, 7.8999999999999995)","(3.1, 4.4, 4.044444444444444)","(15.0, 40.0, 28.0)","(51.0, 130.0, 103.75)","(2.4, 2.54, 2.513076923076923)","(13.0, 27.0, 24.125)","(9.0, 14.5, 14.192307692307693)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:51.209747,"(4.2, 8.2, 7.8999999999999995)","(3.1, 4.4, 4.044444444444444)","(15.0, 40.0, 28.0)","(51.0, 110.0, 91.11111111111111)","(2.4, 2.54, 2.513076923076923)","(13.0, 27.0, 24.125)","(9.0, 14.5, 13.73076923076923)","(15.0, 34.0, 25.25)"
11-01-2023 20:36:52.474992,"(4.2, 8.2, 7.8999999999999995)","(3.1, 4.4, 4.0375)","(15.0, 40.0, 28.0)","(51.0, 100.0, 87.22222222222223)","(2.4, 2.54, 2.513076923076923)","(13.0, 27.0, 21.75)","(9.0, 14.0, 13.73076923076923)","(15.0, 34.0, 21.083333333333332)"
11-01-2023 20:36:53.833646,"(4.2, 8.2, 7.8999999999999995)","(3.1, 4.3, 4.1)","(15.0, 40.0, 28.0)","(51.0, 95.0, 83.33333333333334)","(2.4, 2.54, 2.468108108108108)","(13.0, 28.0, 21.75)","(9.0, 14.0, 13.73076923076923)","(15.0, 44.0, 25.666666666666664)"
11-01-2023 20:36:55.221336,"(4.2, 8.2, 7.8999999999999995)","(3.1, 4.2, 4.06)","(15.0, 40.0, 28.0)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.468108108108108)","(13.0, 28.0, 21.75)","(9.0, 14.0, 13.73076923076923)","(15.0, 44.0, 25.666666666666664)"
11-01-2023 20:36:56.523536,"(4.2, 8.0, 7.5)","(3.1, 4.3, 4.06)","(15.0, 40.0, 28.0)","(51.0, 90.0, 78.0)","(2.4, 2.52, 2.4547826086956523)","(13.0, 28.0, 21.75)","(9.0, 14.0, 14.192307692307693)","(15.0, 44.0, 25.666666666666664)"
11-01-2023 20:36:58.189339,"(4.2, 8.0, 7.25)","(3.1, 4.4, 4.15)","(15.0, 40.0, 28.0)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.4547826086956523)","(13.0, 28.0, 21.75)","(9.0, 14.5, 14.192307692307693)","(15.0, 44.0, 25.666666666666664)"
11-01-2023 20:36:59.625161,"(4.2, 8.0, 7.25)","(3.1, 4.3, 4.0375)","(15.0, 40.0, 28.0)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.4547826086956523)","(13.0, 28.0, 23.833333333333332)","(9.0, 14.5, 14.192307692307693)","(15.0, 44.0, 25.666666666666664)"
11-01-2023 20:37:00.991476,"(4.2, 8.0, 7.25)","(3.1, 4.3, 4.1)","(15.0, 40.0, 32.333333333333336)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.4547826086956523)","(13.0, 28.0, 21.1)","(9.0, 14.5, 14.192307692307693)","(15.0, 44.0, 31.5)"
11-01-2023 20:37:02.391540,"(4.2, 8.0, 7.25)","(3.1, 4.2, 4.1)","(15.0, 40.0, 36.714285714285715)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.4547826086956523)","(13.0, 28.0, 23.6875)","(9.0, 14.5, 14.192307692307693)","(15.0, 46.0, 31.5)"
11-01-2023 20:37:03.755862,"(4.2, 8.0, 7.7)","(3.1, 4.2, 4.1)","(15.0, 40.0, 36.714285714285715)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.475223880597015)","(13.0, 28.0, 21.1)","(9.0, 14.5, 14.192307692307693)","(15.0, 46.0, 31.5)"
11-01-2023 20:37:05.106051,"(4.2, 8.0, 7.7)","(3.1, 4.2, 4.1)","(15.0, 40.0, 36.714285714285715)","(51.0, 90.0, 79.0909090909091)","(2.4, 2.52, 2.475223880597015)","(13.0, 28.0, 21.1)","(9.0, 14.5, 14.192307692307693)","(15.0, 46.0, 31.5)"
11-01-2023 20:37:06.452774,"(4.2, 8.0, 7.7)","(3.1, 4.2, 4.1)","(15.0, 40.0, 33.0)","(51.0, 90.0, 68.75)","(2.4, 2.52, 2.462222222222222)","(13.0, 28.0, 24.642857142857142)","(9.0, 14.5, 12.5)","(15.0, 46.0, 24.625)"
11-01-2023 20:37:07.770368,"(4.2, 8.4, 8.0)","(3.1, 4.2, 4.1)","(15.0, 36.0, 34.36363636363636)","(51.0, 80.0, 68.75)","(2.4, 2.52, 2.462222222222222)","(13.0, 26.0, 25.136363636363637)","(9.0, 14.0, 13.4)","(15.0, 46.0, 24.625)"
11-01-2023 20:37:09.119247,"(4.2, 8.4, 8.188235294117648)","(3.1, 4.2, 4.1)","(15.0, 36.0, 34.36363636363636)","(51.0, 80.0, 68.75)","(2.4, 2.52, 2.462222222222222)","(13.0, 26.0, 25.136363636363637)","(9.0, 14.0, 13.4)","(15.0, 46.0, 24.625)"
11-01-2023 20:37:10.828757,"(4.2, 8.4, 8.025)","(3.1, 4.4, 4.075)","(15.0, 36.0, 31.333333333333332)","(51.0, 80.0, 62.69230769230769)","(2.4, 2.52, 2.4614634146341463)","(13.0, 26.0, 24.227272727272727)","(9.0, 14.0, 13.785714285714285)","(15.0, 46.0, 34.61538461538461)"
11-01-2023 20:37:12.627411,"(4.2, 8.4, 8.025)","(3.1, 4.3, 4.075)","(15.0, 34.0, 26.0)","(51.0, 80.0, 62.69230769230769)","(2.4, 2.52, 2.4614634146341463)","(13.0, 25.0, 24.227272727272727)","(9.0, 14.0, 13.9)","(15.0, 36.0, 34.25)"
11-01-2023 20:37:13.992097,"(4.2, 8.4, 8.1)","(3.1, 4.3, 4.0375)","(15.0, 34.0, 29.0)","(51.0, 80.0, 62.69230769230769)","(2.4, 2.52, 2.462222222222222)","(13.0, 25.0, 23.318181818181817)","(9.0, 14.5, 14.3)","(15.0, 36.0, 33.35416666666667)"
11-01-2023 20:37:15.356473,"(4.2, 8.4, 8.223529411764707)","(3.1, 4.2, 4.033333333333333)","(15.0, 32.0, 29.833333333333332)","(51.0, 80.0, 59.230769230769226)","(2.4, 2.52, 2.462222222222222)","(13.0, 24.0, 23.318181818181817)","(9.0, 15.0, 14.3)","(15.0, 34.0, 32.333333333333336)"
11-01-2023 20:37:16.692153,"(4.2, 8.4, 8.16923076923077)","(3.1, 4.2, 4.1)","(15.0, 32.0, 28.0)","(51.0, 80.0, 64.11764705882354)","(2.4, 2.52, 2.462222222222222)","(13.0, 24.0, 23.318181818181817)","(9.0, 15.0, 13.055555555555555)","(15.0, 34.0, 31.583333333333332)"
11-01-2023 20:37:17.950958,"(4.2, 8.4, 8.15)","(3.1, 4.3, 4.033333333333333)","(15.0, 32.0, 28.0)","(51.0, 80.0, 65.0)","(2.4, 2.52, 2.4225)","(13.0, 24.0, 19.625)","(9.0, 15.0, 13.666666666666666)","(15.0, 34.0, 33.64285714285714)"
11-01-2023 20:37:19.266138,"(4.2, 8.8, 7.75)","(3.1, 4.2, 4.033333333333333)","(15.0, 32.0, 27.142857142857142)","(51.0, 80.0, 65.0)","(2.4, 2.52, 2.4225)","(13.0, 24.0, 22.40909090909091)","(9.0, 14.5, 13.5)","(15.0, 36.0, 31.92857142857143)"
11-01-2023 20:37:20.534943,"(4.2, 8.8, 8.1)","(3.1, 4.2, 4.033333333333333)","(15.0, 30.0, 27.142857142857142)","(51.0, 80.0, 65.0)","(2.4, 2.52, 2.4225)","(13.0, 23.0, 22.40909090909091)","(9.0, 14.5, 13.5625)","(15.0, 34.0, 32.0)"
11-01-2023 20:37:21.783095,"(4.2, 8.8, 8.457142857142857)","(3.1, 4.2, 4.05)","(15.0, 30.0, 22.941176470588236)","(51.0, 80.0, 69.11764705882354)","(2.4, 2.52, 2.4225)","(13.0, 23.0, 19.1)","(9.0, 14.5, 13.5625)","(15.0, 34.0, 32.285714285714285)"
11-01-2023 20:37:23.056751,"(4.2, 8.4, 8.2)","(3.1, 4.2, 3.9375)","(15.0, 30.0, 27.5)","(51.0, 75.0, 65.47619047619048)","(2.4, 2.52, 2.4225)","(13.0, 23.0, 21.5)","(9.0, 14.5, 15.166666666666666)","(15.0, 34.0, 32.285714285714285)"
11-01-2023 20:37:24.310441,"(4.2, 8.4, 8.22857142857143)","(3.1, 4.2, 3.9375)","(15.0, 29.0, 27.5)","(51.0, 75.0, 65.47619047619048)","(2.4, 2.52, 2.4225)","(13.0, 22.0, 20.166666666666668)","(9.0, 15.5, 14.8)","(15.0, 34.0, 32.285714285714285)"
11-01-2023 20:37:25.600154,"(4.2, 8.4, 8.22857142857143)","(3.1, 4.2, 3.9375)","(15.0, 29.0, 23.0)","(51.0, 75.0, 65.47619047619048)","(2.4, 2.52, 2.4225)","(13.0, 22.0, 17.1875)","(9.0, 16.0, 13.75)","(15.0, 34.0, 33.25)"
11-01-2023 20:37:26.886292,"(4.2, 8.4, 8.258823529411766)","(3.1, 4.2, 3.9375)","(15.0, 29.0, 24.444444444444443)","(51.0, 75.0, 65.47619047619048)","(2.4, 2.52, 2.462222222222222)","(13.0, 22.0, 19.5)","(9.0, 16.0, 13.75)","(15.0, 34.0, 33.25)"
11-01-2023 20:37:28.216238,"(4.2, 8.2, 8.105882352941176)","(3.1, 4.2, 3.9375)","(15.0, 28.0, 24.444444444444443)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.52, 2.4614634146341463)","(13.0, 21.0, 19.5)","(9.0, 16.0, 13.75)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:29.521457,"(4.2, 9.0, 8.866666666666667)","(3.1, 4.2, 4.025)","(15.0, 28.0, 22.0)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.52, 2.4925)","(13.0, 21.0, 17.0)","(9.0, 16.0, 14.708333333333334)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:30.900404,"(4.2, 9.2, 8.68421052631579)","(3.1, 4.2, 3.914285714285714)","(15.0, 28.0, 25.833333333333336)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.5, 2.438918918918919)","(13.0, 21.0, 18.833333333333332)","(9.0, 15.0, 12.925925925925926)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:32.360367,"(4.2, 9.0, 8.4)","(3.1, 4.3, 3.9625)","(15.0, 27.0, 25.833333333333336)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 18.833333333333332)","(9.0, 15.0, 13.173913043478262)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:33.750475,"(4.2, 9.0, 8.7)","(3.1, 4.3, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:35.153172,"(4.2, 9.0, 8.7)","(3.1, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:36.737070,"(4.2, 9.0, 8.7)","(3.1, 4.2, 3.9625)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 61.66666666666667)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:38.047206,"(4.2, 9.0, 8.7)","(3.1, 4.3, 3.9625)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:39.487998,"(4.2, 9.0, 8.7)","(3.1, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:40.855361,"(4.2, 9.0, 8.64)","(3.1, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388571428571426)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:42.177769,"(4.2, 8.8, 8.5)","(3.1, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388888888888887)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.294117647058826)"
11-01-2023 20:37:43.566857,"(4.2, 8.8, 8.569230769230769)","(3.1, 4.2, 3.975)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388888888888887)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 32.57142857142857)"
11-01-2023 20:37:44.953154,"(4.2, 8.8, 8.569230769230769)","(3.1, 4.2, 3.975)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4388888888888887)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 32.75)"
11-01-2023 20:37:46.298784,"(4.2, 8.8, 8.569230769230769)","(3.1, 4.2, 3.975)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.44, 2.4566666666666666)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.16666666666667)"
11-01-2023 20:37:47.643080,"(4.2, 8.8, 8.65)","(3.1, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.46, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 34.0, 33.52)"
11-01-2023 20:37:48.932595,"(4.2, 8.8, 8.65)","(3.1, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 38.0, 33.91666666666667)"
11-01-2023 20:37:50.239284,"(4.2, 8.8, 8.65)","(3.1, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.4396428571428572)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.783333333333333)","(15.0, 38.0, 33.91666666666667)"
11-01-2023 20:37:51.492809,"(4.2, 8.8, 8.65)","(3.1, 4.2, 4.083333333333334)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.741935483870968)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:52.766460,"(4.2, 8.8, 8.5)","(3.1, 4.2, 4.083333333333334)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:54.042782,"(4.4, 8.8, 8.65)","(3.2, 4.2, 4.083333333333334)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.783333333333333)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:55.346766,"(4.4, 8.8, 8.65)","(3.2, 4.2, 4.05)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.783333333333333)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:56.667655,"(4.4, 8.8, 8.65)","(3.2, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.783333333333333)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:57.943003,"(4.4, 8.8, 8.65)","(3.2, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.440754716981132)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.783333333333333)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:37:59.269306,"(4.4, 8.8, 8.65)","(3.2, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 62.5)","(2.4, 2.52, 2.4403703703703705)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:38:00.588584,"(4.4, 8.8, 8.425)","(3.2, 4.2, 3.825)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 63.888888888888886)","(2.4, 2.52, 2.4403703703703705)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 38.0, 26.181818181818183)"
11-01-2023 20:38:01.925539,"(4.4, 8.8, 8.585714285714285)","(3.2, 4.2, 4.025)","(15.0, 27.0, 22.058823529411764)","(51.0, 75.0, 63.888888888888886)","(2.4, 2.52, 2.493333333333333)","(13.0, 20.0, 16.91176470588235)","(9.0, 15.0, 12.98076923076923)","(15.0, 38.0, 26.181818181818183)"
