,Resolve Now,Poker Play,God Help Us,Aquimine,Rare Stripe,Cuatro Madres
15-12-2022 11:03:36.658399,"(19.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 29.0)","(1.85, 2.04, 1.9715384615384615)","(5.5, 6.8, 6.636363636363636)","(4.2, 5.1, 4.930000000000001)"
15-12-2022 11:03:37.838903,"(19.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 31.0)","(1.85, 2.04, 1.9715384615384615)","(5.5, 6.8, 6.636363636363636)","(4.2, 5.1, 4.930000000000001)"
15-12-2022 11:03:39.038143,"(19.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 31.42857142857143)","(1.85, 2.04, 1.9715384615384615)","(5.5, 6.8, 6.636363636363636)","(4.2, 5.1, 5.188)"
15-12-2022 11:03:40.296245,"(19.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 32.166666666666664)","(1.85, 2.04, 1.9715384615384615)","(5.5, 6.8, 6.636363636363636)","(4.2, 5.2, 5.188)"
15-12-2022 11:03:41.530594,"(17.0, 38.0, 35.63636363636364)","(8.5, 11.5, 10.125)","(17.0, 34.0, 32.166666666666664)","(1.85, 2.04, 1.9715384615384615)","(5.5, 6.8, 6.636363636363636)","(4.2, 5.2, 5.188)"
15-12-2022 11:03:42.609872,"(17.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 30.666666666666668)","(1.85, 2.04, 1.9539130434782608)","(5.5, 6.8, 6.633333333333333)","(4.2, 5.2, 5.279310344827586)"
15-12-2022 11:03:43.654685,"(17.0, 38.0, 34.0)","(8.5, 11.5, 10.125)","(17.0, 34.0, 29.0)","(1.85, 2.04, 1.9539130434782608)","(5.5, 6.8, 6.633333333333333)","(4.2, 5.3, 5.279310344827586)"
15-12-2022 11:03:44.743797,"(17.0, 38.0, 35.81818181818181)","(8.5, 11.5, 10.125)","(17.0, 34.0, 30.0)","(1.85, 2.04, 1.9652830188679244)","(5.5, 6.8, 6.5874999999999995)","(4.2, 5.3, 5.273333333333333)"
15-12-2022 11:03:45.867914,"(17.0, 38.0, 34.333333333333336)","(8.5, 11.5, 10.125)","(17.0, 34.0, 30.0)","(1.85, 2.04, 2.0083333333333333)","(5.5, 6.6, 6.533333333333333)","(4.2, 5.3, 5.273333333333333)"
15-12-2022 11:03:46.903178,"(17.0, 38.0, 34.333333333333336)","(8.5, 11.5, 10.125)","(17.0, 34.0, 29.0)","(1.85, 2.02, 2.0083333333333333)","(5.5, 6.8, 6.533333333333333)","(4.2, 5.3, 5.273333333333333)"
15-12-2022 11:03:47.940195,"(17.0, 38.0, 34.333333333333336)","(8.5, 11.5, 10.125)","(17.0, 34.0, 30.0)","(1.85, 2.02, 2.0083333333333333)","(5.5, 6.8, 6.4125000000000005)","(4.2, 5.3, 5.274193548387097)"
15-12-2022 11:03:48.918097,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 34.0, 29.714285714285715)","(1.85, 2.02, 2.0083333333333333)","(5.5, 6.8, 6.4125000000000005)","(4.2, 5.3, 5.274193548387097)"
15-12-2022 11:03:49.842129,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 34.0, 30.142857142857142)","(1.85, 2.04, 1.973625)","(5.5, 6.8, 6.4125000000000005)","(4.2, 5.3, 5.274193548387097)"
15-12-2022 11:03:50.914197,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.04, 1.973625)","(5.5, 6.8, 6.4125000000000005)","(4.2, 5.3, 5.279999999999999)"
15-12-2022 11:03:52.012038,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.04, 1.973625)","(5.5, 6.8, 6.4125000000000005)","(4.2, 5.3, 5.279999999999999)"
15-12-2022 11:03:53.124462,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.04, 1.97296875)","(5.5, 6.8, 6.4799999999999995)","(4.2, 5.3, 5.279999999999999)"
15-12-2022 11:03:54.173359,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.428571428571429)","(4.2, 5.3, 5.279999999999999)"
15-12-2022 11:03:55.199655,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.428571428571429)","(4.2, 5.3, 5.273333333333333)"
15-12-2022 11:03:56.066364,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.428571428571429)","(4.2, 5.3, 4.92)"
15-12-2022 11:03:57.032936,"(17.0, 38.0, 33.0)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 29.666666666666668)","(1.85, 2.02, 1.9892857142857143)","(5.5, 6.6, 6.428571428571429)","(4.2, 5.0, 5.1499999999999995)"
15-12-2022 11:03:58.097369,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 30.0)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.428571428571429)","(4.2, 5.3, 5.253846153846154)"
15-12-2022 11:03:59.216506,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 30.0)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.2457142857142856)","(4.2, 5.3, 5.253846153846154)"
15-12-2022 11:04:00.353649,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 30.0)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.3428571428571425)","(4.2, 5.3, 5.21)"
15-12-2022 11:04:01.457612,"(17.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 30.0)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.3428571428571425)","(4.2, 5.3, 5.21)"
15-12-2022 11:04:02.474721,"(19.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 32.0, 30.0)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.3428571428571425)","(4.2, 5.3, 5.21)"
15-12-2022 11:04:03.351503,"(19.0, 38.0, 31.333333333333332)","(8.5, 11.5, 10.8125)","(17.0, 34.0, 30.57142857142857)","(1.85, 2.02, 1.9598)","(5.5, 6.6, 6.3428571428571425)","(4.2, 5.3, 5.21)"
15-12-2022 11:04:04.309991,"(19.0, 38.0, 34.75)","(8.5, 11.5, 10.852941176470589)","(17.0, 34.0, 31.333333333333332)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.3, 5.214285714285714)"
15-12-2022 11:04:05.348791,"(19.0, 38.0, 34.333333333333336)","(8.5, 11.5, 10.852941176470589)","(17.0, 34.0, 31.333333333333332)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.3, 5.214285714285714)"
15-12-2022 11:04:06.416579,"(19.0, 38.0, 33.0)","(8.5, 11.5, 10.852941176470589)","(17.0, 34.0, 31.333333333333332)","(1.85, 2.02, 1.97296875)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.3, 5.214285714285714)"
15-12-2022 11:04:07.391165,"(19.0, 38.0, 29.333333333333332)","(8.5, 11.5, 10.852941176470589)","(17.0, 34.0, 31.333333333333332)","(1.85, 2.02, 1.9763768115942029)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:08.364816,"(19.0, 38.0, 29.333333333333332)","(8.5, 11.5, 10.852941176470589)","(17.0, 34.0, 31.333333333333332)","(1.85, 2.02, 1.9860526315789473)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:09.249757,"(20.0, 38.0, 32.0)","(8.5, 11.5, 10.852941176470589)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9626666666666666)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:10.248900,"(20.0, 38.0, 32.0)","(8.5, 11.5, 10.852941176470589)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:11.243349,"(20.0, 38.0, 30.0)","(8.5, 11.5, 10.852941176470589)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9744444444444444)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:12.278179,"(20.0, 38.0, 30.0)","(8.5, 11.5, 10.852941176470589)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9741666666666666)","(5.5, 6.6, 6.323076923076923)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:13.340326,"(20.0, 38.0, 32.5)","(8.5, 11.5, 10.852941176470589)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9741666666666666)","(5.5, 6.6, 6.2727272727272725)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:14.465069,"(20.0, 38.0, 34.666666666666664)","(8.5, 11.5, 11.045454545454545)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9741666666666666)","(5.5, 6.6, 6.2727272727272725)","(4.2, 5.2, 5.1571428571428575)"
15-12-2022 11:04:15.661843,"(21.0, 50.0, 45.6)","(8.5, 11.5, 11.045454545454545)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:16.719094,"(21.0, 50.0, 48.166666666666664)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:17.766660,"(21.0, 50.0, 46.61538461538461)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:18.910243,"(21.0, 50.0, 36.0)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:20.107050,"(21.0, 50.0, 36.0)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:21.356370,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:22.485224,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.8125)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:23.779160,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:24.822593,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:25.785309,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.1571428571428575)"
15-12-2022 11:04:26.766724,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:27.797321,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:28.861162,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:29.944358,"(21.0, 50.0, 39.5)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:30.940846,"(21.0, 50.0, 36.0)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:31.850141,"(21.0, 50.0, 36.0)","(8.5, 12.0, 11.571428571428571)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:32.904141,"(21.0, 50.0, 45.833333333333336)","(8.5, 12.0, 11.5)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:33.907198,"(21.0, 50.0, 45.4)","(8.5, 12.0, 11.5)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.974255319148936)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:34.982255,"(21.0, 50.0, 45.4)","(8.5, 12.0, 11.5)","(18.0, 34.0, 31.333333333333332)","(1.8, 2.02, 1.9738461538461538)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:36.096876,"(21.0, 50.0, 43.42857142857143)","(8.5, 12.0, 11.5)","(18.0, 34.0, 33.55555555555556)","(1.8, 2.02, 1.9738461538461538)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.2, 5.15)"
15-12-2022 11:04:37.140220,"(21.0, 50.0, 43.42857142857143)","(8.5, 12.0, 11.5)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.3, 5.199999999999999)"
15-12-2022 11:04:38.166811,"(21.0, 50.0, 43.42857142857143)","(8.5, 12.0, 11.5)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.3, 5.199999999999999)"
15-12-2022 11:04:39.059289,"(21.0, 50.0, 42.333333333333336)","(8.5, 12.0, 11.5)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.3, 5.199999999999999)"
15-12-2022 11:04:39.958637,"(21.0, 50.0, 42.333333333333336)","(8.5, 12.0, 11.5)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.251612903225807)","(4.4, 5.3, 5.214285714285714)"
15-12-2022 11:04:41.011908,"(21.0, 50.0, 42.333333333333336)","(8.5, 12.0, 11.75)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.214285714285714)"
15-12-2022 11:04:42.051505,"(21.0, 50.0, 42.333333333333336)","(8.5, 12.0, 11.75)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.199999999999999)"
15-12-2022 11:04:43.075465,"(21.0, 48.0, 41.0)","(8.5, 12.0, 11.75)","(18.0, 34.0, 33.63636363636364)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:44.110629,"(21.0, 48.0, 41.0)","(8.5, 12.0, 11.75)","(18.0, 36.0, 35.45454545454545)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:45.111869,"(21.0, 48.0, 44.18181818181819)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.45454545454545)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:46.080426,"(21.0, 48.0, 44.18181818181819)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:47.068325,"(21.0, 48.0, 41.666666666666664)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:48.056370,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:49.091740,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:50.142294,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:51.147104,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:52.095764,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:53.040127,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:53.998113,"(21.0, 48.0, 43.5)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 35.714285714285715)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:54.994045,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:56.093761,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:57.145391,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:58.153548,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.02, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:59.071257,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:04:59.964055,"(21.0, 48.0, 45.6)","(8.5, 11.5, 11.277777777777779)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:00.890963,"(21.0, 48.0, 45.6)","(8.5, 11.5, 10.9375)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:01.868704,"(21.0, 48.0, 45.6)","(8.5, 11.5, 10.9375)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:02.881955,"(21.0, 48.0, 45.230769230769226)","(8.5, 11.5, 10.9375)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:03.802044,"(21.0, 48.0, 45.230769230769226)","(8.5, 11.5, 10.9375)","(18.0, 36.0, 34.5)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:04.696637,"(21.0, 48.0, 45.230769230769226)","(8.5, 11.5, 10.970588235294118)","(18.0, 36.0, 33.0)","(1.8, 2.0, 1.9875)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:05.576772,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 34.8)","(1.8, 2.02, 1.969090909090909)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:06.522099,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:07.539131,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:08.625540,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:09.894455,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:11.135669,"(21.0, 48.0, 45.42857142857143)","(8.5, 11.5, 10.807692307692308)","(18.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:12.185490,"(21.0, 48.0, 45.42857142857143)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:13.136143,"(21.0, 48.0, 45.42857142857143)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.971304347826087)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:14.335849,"(21.0, 48.0, 42.85714285714286)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.98)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:15.557085,"(21.0, 48.0, 42.85714285714286)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.98)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:16.850156,"(21.0, 48.0, 42.85714285714286)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.98)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:18.017331,"(21.0, 48.0, 42.85714285714286)","(9.0, 11.5, 10.807692307692308)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:19.135165,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.879310344827585)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:20.248504,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.879310344827585)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:21.355503,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.879310344827585)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:22.437087,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.879310344827585)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:23.586050,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.879310344827585)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:24.689416,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.717391304347826)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 6.247058823529412)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:25.663096,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.617647058823529)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9838709677419355)","(5.5, 6.6, 5.977777777777778)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:26.572797,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.617647058823529)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.972)","(5.5, 6.6, 5.977777777777778)","(4.4, 5.3, 5.225)"
15-12-2022 11:05:27.563485,"(21.0, 48.0, 44.44444444444444)","(9.0, 11.5, 10.617647058823529)","(19.0, 36.0, 33.6)","(1.8, 2.02, 1.9756923076923076)","(5.5, 6.6, 6.152)","(4.4, 5.3, 5.225)"
