,Moraine Marco,Crackerjack Bull,Menari Tom,Winston Town,Your Colour Room,Aston Wyatt,Moraine Baloo
10-01-2023 15:16:16.585843,"(17.0, 29.0, 27.44)","(2.8, 3.7, 3.55)","(61.0, 170.0, 130.0)","(3.7, 4.5, 4.140625)","(2.0, 2.62, 2.5412500000000002)","(21.0, 30.0, 26.857142857142858)","(91.0, 460.0, 410.0)"
10-01-2023 15:16:17.834992,"(17.0, 29.0, 27.7)","(2.8, 3.7, 3.55)","(61.0, 170.0, 130.0)","(3.7, 4.5, 4.1891891891891895)","(2.0, 2.62, 2.5412500000000002)","(21.0, 29.0, 26.25)","(91.0, 460.0, 410.0)"
10-01-2023 15:16:19.067215,"(17.0, 29.0, 27.7)","(2.8, 3.7, 3.588888888888889)","(61.0, 170.0, 145.0)","(3.7, 4.5, 4.219512195121951)","(2.0, 2.62, 2.547586206896552)","(21.0, 29.0, 27.333333333333332)","(91.0, 460.0, 315.0)"
10-01-2023 15:16:20.337977,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.588888888888889)","(61.0, 170.0, 136.66666666666666)","(3.7, 4.5, 4.219512195121951)","(2.0, 2.62, 2.5376470588235294)","(21.0, 28.0, 27.333333333333332)","(91.0, 460.0, 402.0)"
10-01-2023 15:16:21.647902,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.588888888888889)","(61.0, 170.0, 145.0)","(3.7, 4.5, 4.219512195121951)","(2.0, 2.62, 2.536)","(21.0, 28.0, 27.8)","(91.0, 460.0, 439.2857142857143)"
10-01-2023 15:16:22.824848,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.588888888888889)","(61.0, 170.0, 124.54545454545455)","(3.7, 4.5, 4.301724137931035)","(2.0, 2.54, 2.462666666666667)","(21.0, 28.0, 27.8)","(91.0, 460.0, 439.2857142857143)"
10-01-2023 15:16:24.081867,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.588888888888889)","(61.0, 170.0, 124.54545454545455)","(3.7, 4.5, 4.2444444444444445)","(2.0, 2.48, 2.4552941176470586)","(21.0, 28.0, 27.666666666666668)","(91.0, 460.0, 412.66666666666663)"
10-01-2023 15:16:25.280573,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.5863636363636364)","(61.0, 170.0, 124.54545454545455)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4548571428571426)","(21.0, 28.0, 27.666666666666668)","(91.0, 430.0, 412.66666666666663)"
10-01-2023 15:16:26.520145,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.5863636363636364)","(61.0, 170.0, 140.0)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4548571428571426)","(21.0, 28.0, 27.666666666666668)","(91.0, 430.0, 403.33333333333337)"
10-01-2023 15:16:27.710656,"(17.0, 29.0, 27.78125)","(2.8, 3.7, 3.5863636363636364)","(61.0, 160.0, 140.0)","(3.7, 4.5, 4.314634146341463)","(2.0, 2.48, 2.4548571428571426)","(21.0, 28.0, 27.666666666666668)","(91.0, 420.0, 403.33333333333337)"
10-01-2023 15:16:28.901163,"(17.0, 29.0, 28.152173913043477)","(2.8, 3.7, 3.5974358974358975)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4616666666666664)","(21.0, 28.0, 27.666666666666668)","(91.0, 420.0, 403.33333333333337)"
10-01-2023 15:16:30.206153,"(17.0, 29.0, 28.152173913043477)","(2.8, 3.7, 3.5974358974358975)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4616666666666664)","(21.0, 28.0, 27.666666666666668)","(91.0, 420.0, 397.27272727272725)"
10-01-2023 15:16:31.452271,"(17.0, 29.0, 28.152173913043477)","(2.8, 3.7, 3.5974358974358975)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4616666666666664)","(21.0, 28.0, 27.666666666666668)","(91.0, 420.0, 397.27272727272725)"
10-01-2023 15:16:32.634186,"(17.0, 29.0, 27.897959183673468)","(2.8, 3.7, 3.6142857142857143)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4616666666666664)","(21.0, 28.0, 27.666666666666668)","(91.0, 420.0, 378.3333333333333)"
10-01-2023 15:16:33.886748,"(17.0, 29.0, 27.92)","(2.8, 3.7, 3.6142857142857143)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4616666666666664)","(21.0, 28.0, 27.911764705882355)","(91.0, 420.0, 378.3333333333333)"
10-01-2023 15:16:35.142385,"(17.0, 29.0, 27.875)","(2.8, 3.7, 3.5636363636363635)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.48, 2.4725)","(21.0, 28.0, 26.8)","(91.0, 420.0, 395.0)"
10-01-2023 15:16:36.288995,"(17.0, 29.0, 27.875)","(2.8, 3.7, 3.5636363636363635)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.5, 2.4725)","(21.0, 28.0, 26.903846153846153)","(91.0, 420.0, 395.0)"
10-01-2023 15:16:37.490903,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.5636363636363635)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.5, 2.4725)","(21.0, 28.0, 26.903846153846153)","(91.0, 420.0, 378.3333333333333)"
10-01-2023 15:16:38.758922,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.5636363636363635)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.5, 2.4810526315789474)","(21.0, 28.0, 26.704545454545453)","(91.0, 420.0, 279.0909090909091)"
10-01-2023 15:16:39.967936,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.5636363636363635)","(61.0, 160.0, 133.33333333333334)","(3.7, 4.5, 4.3315789473684205)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 470.0, 395.0)"
10-01-2023 15:16:41.180500,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 160.0, 96.73913043478261)","(3.7, 4.5, 4.317142857142857)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 420.0, 378.3333333333333)"
10-01-2023 15:16:42.443591,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 98.0)","(3.7, 4.5, 4.317142857142857)","(2.0, 2.5, 2.496)","(21.0, 28.0, 26.5625)","(91.0, 420.0, 305.0)"
10-01-2023 15:16:43.694030,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.5, 4.322222222222222)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 420.0, 305.0)"
10-01-2023 15:16:44.905278,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.5, 4.322222222222222)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:46.095793,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.5, 4.3)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:47.335783,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.5, 4.295121951219512)","(2.0, 2.5, 2.4957142857142856)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:48.557514,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.5, 4.2935483870967746)","(2.0, 2.5, 2.5142857142857142)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:49.716307,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 97.72727272727273)","(3.7, 4.4, 4.296551724137931)","(2.0, 2.52, 2.496)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:50.918699,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 98.75)","(3.7, 4.4, 4.296551724137931)","(2.0, 2.5, 2.496)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:52.137019,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 100.0, 113.33333333333333)","(3.7, 4.4, 4.283333333333333)","(2.0, 2.5, 2.4966666666666666)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:53.322933,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.6714285714285717)","(61.0, 150.0, 104.54545454545455)","(3.7, 4.4, 4.32)","(2.0, 2.5, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:54.540878,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.6714285714285717)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.322580645161291)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:55.787932,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.322580645161291)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.442307692307693)","(91.0, 410.0, 305.0)"
10-01-2023 15:16:56.985037,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.322580645161291)","(2.0, 2.48, 2.493684210526316)","(21.0, 28.0, 26.5625)","(91.0, 410.0, 330.0)"
10-01-2023 15:16:58.164343,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.3464285714285715)","(2.0, 2.5, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 330.0)"
10-01-2023 15:16:59.447725,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.672727272727273)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.3464285714285715)","(2.0, 2.48, 2.4695652173913043)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 330.0)"
10-01-2023 15:17:00.772945,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.691666666666667)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.355555555555556)","(2.0, 2.48, 2.485)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 330.0)"
10-01-2023 15:17:01.966584,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.691666666666667)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.361904761904762)","(2.0, 2.5, 2.501818181818182)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 330.0)"
10-01-2023 15:17:03.158715,"(17.0, 29.0, 27.82608695652174)","(2.8, 3.7, 3.6833333333333336)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.361904761904762)","(2.0, 2.52, 2.4968421052631578)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 330.0)"
10-01-2023 15:17:04.442973,"(17.0, 29.0, 27.78723404255319)","(2.8, 3.7, 3.6833333333333336)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.368)","(2.0, 2.5, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 460.0, 300.0)"
10-01-2023 15:17:05.560961,"(17.0, 29.0, 27.78723404255319)","(2.8, 3.7, 3.6833333333333336)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.3500000000000005)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 400.0, 300.0)"
10-01-2023 15:17:06.749467,"(17.0, 29.0, 27.78723404255319)","(2.8, 3.7, 3.6833333333333336)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.3500000000000005)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 400.0, 295.0)"
10-01-2023 15:17:07.956611,"(17.0, 27.0, 26.583333333333332)","(2.8, 3.7, 3.690909090909091)","(61.0, 150.0, 111.17647058823529)","(3.7, 4.4, 4.351515151515152)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 295.0)"
10-01-2023 15:17:09.164197,"(17.0, 29.0, 27.75)","(2.8, 3.7, 3.690909090909091)","(61.0, 150.0, 103.84615384615384)","(3.7, 4.4, 4.338461538461539)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 295.0)"
10-01-2023 15:17:10.284306,"(17.0, 29.0, 27.823529411764707)","(2.8, 3.7, 3.6933333333333334)","(61.0, 150.0, 104.54545454545455)","(3.7, 4.4, 4.338461538461539)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 295.0)"
10-01-2023 15:17:11.503670,"(17.0, 29.0, 27.823529411764707)","(2.8, 3.7, 3.690909090909091)","(61.0, 150.0, 103.33333333333333)","(3.7, 4.4, 4.338461538461539)","(2.0, 2.48, 2.477777777777778)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 295.0)"
10-01-2023 15:17:12.760376,"(17.0, 29.0, 27.86)","(2.8, 3.7, 3.690909090909091)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.338461538461539)","(2.0, 2.48, 2.4699999999999998)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 221.11111111111111)"
10-01-2023 15:17:13.952521,"(17.0, 29.0, 27.88235294117647)","(2.8, 3.7, 3.690909090909091)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.338461538461539)","(2.0, 2.5, 2.4808)","(21.0, 28.0, 26.5625)","(91.0, 390.0, 221.11111111111111)"
10-01-2023 15:17:15.188223,"(17.0, 29.0, 27.133333333333333)","(2.8, 3.7, 3.661111111111111)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.338461538461539)","(2.0, 2.5, 2.456)","(21.0, 28.0, 26.595744680851062)","(91.0, 390.0, 290.0)"
10-01-2023 15:17:16.485727,"(17.0, 29.0, 27.133333333333333)","(2.8, 3.75, 3.6634615384615383)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.356521739130435)","(2.0, 2.5, 2.4768421052631577)","(21.0, 28.0, 26.595744680851062)","(91.0, 380.0, 290.0)"
10-01-2023 15:17:17.843958,"(17.0, 29.0, 27.133333333333333)","(2.8, 3.75, 3.7375)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.327272727272727)","(2.0, 2.48, 2.4768421052631577)","(21.0, 28.0, 26.595744680851062)","(91.0, 380.0, 290.0)"
10-01-2023 15:17:19.134373,"(17.0, 29.0, 27.352941176470587)","(2.8, 3.65, 3.643333333333333)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.348387096774194)","(2.0, 2.48, 2.472142857142857)","(21.0, 28.0, 26.595744680851062)","(91.0, 380.0, 290.0)"
10-01-2023 15:17:20.441225,"(17.0, 29.0, 27.727272727272727)","(2.8, 3.7, 3.65)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.4, 4.295833333333333)","(2.0, 2.5, 2.4657142857142857)","(21.0, 28.0, 26.595744680851062)","(91.0, 380.0, 290.0)"
10-01-2023 15:17:21.894726,"(17.0, 29.0, 27.714285714285715)","(2.8, 3.7, 3.65)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.295833333333333)","(2.0, 2.5, 2.4672727272727273)","(21.0, 28.0, 26.470588235294116)","(91.0, 380.0, 225.71428571428572)"
10-01-2023 15:17:23.096194,"(17.0, 29.0, 27.714285714285715)","(2.8, 3.7, 3.65)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.295833333333333)","(2.0, 2.5, 2.4657142857142857)","(21.0, 28.0, 26.470588235294116)","(91.0, 380.0, 216.0)"
10-01-2023 15:17:24.285098,"(17.0, 29.0, 27.6)","(2.8, 3.7, 3.6750000000000003)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.290909090909091)","(2.0, 2.5, 2.468125)","(21.0, 28.0, 26.470588235294116)","(91.0, 360.0, 215.0)"
10-01-2023 15:17:25.497101,"(17.0, 29.0, 27.258064516129032)","(2.8, 3.7, 3.6900000000000004)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.290909090909091)","(2.0, 2.5, 2.468125)","(21.0, 28.0, 26.470588235294116)","(91.0, 350.0, 221.42857142857142)"
10-01-2023 15:17:26.792567,"(17.0, 29.0, 27.258064516129032)","(2.8, 3.7, 3.6833333333333336)","(61.0, 140.0, 103.33333333333333)","(3.7, 4.3, 4.290909090909091)","(2.0, 2.5, 2.468125)","(21.0, 28.0, 26.470588235294116)","(91.0, 350.0, 221.42857142857142)"
10-01-2023 15:17:27.996170,"(17.0, 29.0, 27.258064516129032)","(2.8, 3.75, 3.6833333333333336)","(61.0, 140.0, 106.0)","(3.7, 4.3, 4.184615384615385)","(2.0, 2.5, 2.4875)","(21.0, 28.0, 26.470588235294116)","(91.0, 350.0, 240.0)"
10-01-2023 15:17:29.270951,"(17.0, 29.0, 27.258064516129032)","(2.8, 3.75, 3.6738095238095236)","(61.0, 130.0, 102.5)","(3.7, 4.3, 4.16)","(2.0, 2.5, 2.48375)","(21.0, 28.0, 26.5625)","(91.0, 340.0, 225.0)"
10-01-2023 15:17:30.591822,"(17.0, 29.0, 27.083333333333332)","(2.8, 3.75, 3.7086206896551723)","(61.0, 130.0, 103.0)","(3.7, 4.2, 4.15625)","(2.0, 2.54, 2.483076923076923)","(21.0, 28.0, 26.5625)","(91.0, 330.0, 220.0)"
10-01-2023 15:17:31.851611,"(17.0, 29.0, 27.083333333333332)","(2.8, 3.75, 3.704838709677419)","(61.0, 130.0, 110.0)","(3.7, 4.2, 4.15625)","(2.0, 2.52, 2.483076923076923)","(21.0, 28.0, 26.5625)","(91.0, 310.0, 203.75)"
10-01-2023 15:17:33.060670,"(17.0, 29.0, 27.083333333333332)","(2.8, 3.75, 3.7086206896551723)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.1461538461538465)","(2.0, 2.52, 2.483076923076923)","(21.0, 28.0, 26.923076923076923)","(91.0, 300.0, 203.75)"
10-01-2023 15:17:34.331567,"(17.0, 29.0, 27.083333333333332)","(2.8, 3.75, 3.7125)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.133333333333334)","(2.0, 2.52, 2.4835294117647058)","(21.0, 28.0, 26.5)","(91.0, 300.0, 202.22222222222223)"
10-01-2023 15:17:35.541446,"(17.0, 29.0, 27.083333333333332)","(2.8, 3.75, 3.7125)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.11764705882353)","(2.0, 2.54, 2.4833333333333334)","(21.0, 28.0, 26.82608695652174)","(91.0, 300.0, 202.22222222222223)"
10-01-2023 15:17:36.706235,"(17.0, 29.0, 27.135135135135137)","(2.8, 3.75, 3.7035714285714287)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.113043478260869)","(2.0, 2.54, 2.4906451612903227)","(21.0, 28.0, 26.5)","(91.0, 300.0, 199.0909090909091)"
10-01-2023 15:17:38.027621,"(17.0, 29.0, 27.166666666666668)","(2.8, 3.75, 3.7035714285714287)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.145945945945946)","(1.95, 2.54, 2.4906451612903227)","(21.0, 28.0, 26.5)","(91.0, 290.0, 210.0)"
10-01-2023 15:17:39.270998,"(17.0, 29.0, 27.166666666666668)","(2.8, 3.75, 3.66)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.134693877551021)","(1.95, 2.54, 2.505581395348837)","(21.0, 28.0, 28.2)","(91.0, 290.0, 220.0)"
10-01-2023 15:17:40.516114,"(17.0, 29.0, 27.135135135135137)","(2.8, 3.7, 3.68)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.156521739130435)","(1.95, 2.54, 2.5060000000000002)","(21.0, 29.0, 27.545454545454547)","(91.0, 280.0, 200.0)"
10-01-2023 15:17:41.791660,"(18.0, 29.0, 27.135135135135137)","(2.9, 3.7, 3.6608695652173915)","(61.0, 120.0, 110.0)","(3.7, 4.2, 4.234883720930232)","(2.05, 2.54, 2.502222222222222)","(21.0, 29.0, 27.608695652173914)","(91.0, 280.0, 196.42857142857142)"
10-01-2023 15:17:43.016742,"(18.0, 29.0, 27.135135135135137)","(2.9, 3.7, 3.667857142857143)","(61.0, 120.0, 113.33333333333333)","(3.7, 4.3, 4.175675675675675)","(2.05, 2.52, 2.506666666666667)","(21.0, 29.0, 27.4)","(91.0, 280.0, 196.42857142857142)"
10-01-2023 15:17:44.236089,"(18.0, 29.0, 27.135135135135137)","(2.9, 3.7, 3.667857142857143)","(61.0, 120.0, 113.33333333333333)","(3.7, 4.2, 4.175675675675675)","(2.05, 2.52, 2.5214285714285714)","(21.0, 29.0, 26.894736842105264)","(91.0, 280.0, 197.5)"
10-01-2023 15:17:45.465477,"(18.0, 29.0, 27.2)","(2.9, 3.7, 3.667857142857143)","(61.0, 120.0, 116.42857142857143)","(3.7, 4.2, 4.163333333333333)","(2.05, 2.54, 2.5210526315789474)","(21.0, 29.0, 27.18181818181818)","(91.0, 280.0, 230.0)"
10-01-2023 15:17:46.703665,"(18.0, 29.0, 27.35483870967742)","(2.9, 3.7, 3.667857142857143)","(61.0, 120.0, 116.42857142857143)","(3.7, 4.2, 4.163333333333333)","(2.05, 2.54, 2.520769230769231)","(21.0, 29.0, 26.333333333333332)","(91.0, 270.0, 256.6666666666667)"
10-01-2023 15:17:47.814382,"(18.0, 29.0, 27.35483870967742)","(2.9, 3.7, 3.667857142857143)","(61.0, 120.0, 116.42857142857143)","(3.7, 4.2, 4.163333333333333)","(2.05, 2.54, 2.520769230769231)","(21.0, 29.0, 26.333333333333332)","(91.0, 270.0, 256.6666666666667)"
10-01-2023 15:17:48.988216,"(18.0, 29.0, 27.35483870967742)","(2.9, 3.7, 3.656)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.11578947368421)","(2.05, 2.54, 2.526315789473684)","(21.0, 29.0, 26.333333333333332)","(91.0, 270.0, 224.28571428571428)"
10-01-2023 15:17:50.130928,"(18.0, 29.0, 27.4)","(2.9, 3.75, 3.7092592592592593)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.11578947368421)","(2.05, 2.56, 2.525714285714286)","(21.0, 29.0, 26.333333333333332)","(91.0, 230.0, 210.0)"
10-01-2023 15:17:51.266990,"(18.0, 29.0, 27.105263157894736)","(2.9, 3.75, 3.691176470588235)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.141818181818182)","(2.05, 2.56, 2.5216666666666665)","(21.0, 29.0, 27.095238095238095)","(91.0, 230.0, 210.0)"
10-01-2023 15:17:52.506767,"(18.0, 29.0, 27.054054054054053)","(2.9, 3.75, 3.6986486486486485)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.1489361702127665)","(2.05, 2.56, 2.5216666666666665)","(21.0, 29.0, 27.095238095238095)","(91.0, 230.0, 210.0)"
10-01-2023 15:17:53.729145,"(18.0, 29.0, 27.054054054054053)","(2.9, 3.75, 3.6986486486486485)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.042105263157895)","(2.05, 2.56, 2.518823529411765)","(21.0, 29.0, 27.4)","(91.0, 230.0, 210.0)"
10-01-2023 15:17:55.041311,"(18.0, 29.0, 27.105263157894736)","(2.9, 3.75, 3.72)","(61.0, 120.0, 115.0)","(3.7, 4.2, 4.033333333333333)","(2.05, 2.54, 2.5305263157894737)","(20.0, 29.0, 27.18181818181818)","(101.0, 230.0, 210.0)"
10-01-2023 15:17:57.562831,"(18.0, 29.0, 27.105263157894736)","(2.9, 3.75, 3.7338709677419355)","(61.0, 110.0, 107.0)","(3.7, 4.1, 4.067857142857143)","(2.05, 2.56, 2.5263636363636364)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 205.0)"
10-01-2023 15:17:58.847972,"(18.0, 29.0, 27.105263157894736)","(2.9, 3.75, 3.727586206896552)","(61.0, 110.0, 107.0)","(3.7, 4.1, 4.072)","(2.05, 2.56, 2.518494623655914)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:00.102266,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.75, 3.664285714285714)","(61.0, 110.0, 105.0)","(3.7, 4.1, 4.1625)","(2.05, 2.54, 2.5170114942528734)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:01.488109,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.75, 3.7671875)","(61.0, 110.0, 105.0)","(3.7, 4.2, 4.171428571428572)","(2.05, 2.54, 2.5148)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:02.835308,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.8, 3.7849999999999997)","(61.0, 110.0, 105.0)","(3.7, 4.2, 4.275)","(2.05, 2.52, 2.424)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:04.208467,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.8, 3.7733333333333334)","(61.0, 110.0, 105.0)","(3.7, 4.3, 4.333333333333333)","(2.05, 2.44, 2.4170212765957446)","(20.0, 29.0, 27.18181818181818)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:05.565623,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.85, 3.8055555555555554)","(61.0, 110.0, 106.25)","(3.7, 4.4, 4.352941176470589)","(2.05, 2.44, 2.3808695652173912)","(20.0, 29.0, 27.5)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:06.935286,"(18.0, 29.0, 26.928571428571427)","(2.9, 3.85, 3.825641025641026)","(61.0, 110.0, 106.25)","(3.6, 4.4, 4.370454545454546)","(2.05, 2.4, 2.3658823529411763)","(20.0, 28.0, 27.5)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:08.191763,"(18.0, 29.0, 27.114285714285714)","(2.9, 3.85, 3.76)","(61.0, 110.0, 105.76923076923077)","(3.6, 4.4, 4.397058823529412)","(2.05, 2.38, 2.373157894736842)","(20.0, 28.0, 27.26086956521739)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:09.333748,"(18.0, 29.0, 27.114285714285714)","(2.9, 3.75, 3.6984375000000003)","(61.0, 130.0, 101.36363636363636)","(3.6, 4.4, 4.329411764705882)","(2.05, 2.38, 2.4052173913043475)","(20.0, 29.0, 27.0)","(101.0, 220.0, 200.0)"
10-01-2023 15:18:10.557244,"(18.0, 29.0, 26.847826086956523)","(2.9, 3.7, 3.7157894736842105)","(61.0, 130.0, 103.75)","(3.7, 4.4, 4.32)","(2.05, 2.42, 2.4084848484848482)","(20.0, 29.0, 27.0)","(101.0, 220.0, 200.0)"
