,Uri Bale,Tiggerlong Demon,Goldstar Clover,Smash Wave,Amuri Ruru,Taieri Taylee,Homebush Lennon,Sozins Royal
08-12-2022 12:38:44.138117,"(4.8, 8.6, 7.592)","(5.5, 8.6, 6.266666666666667)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 290.0, 137.5)","(7.5, 15.0, 12.4)","(41.0, 400.0, 302.93333333333334)","(26.0, 300.0, 239.0)"
08-12-2022 12:38:45.505854,"(4.8, 8.6, 7.618181818181817)","(5.5, 8.6, 8.1)","(10.0, 24.0, 16.6)","(1.65, 1.81, 1.79)","(26.0, 250.0, 137.5)","(7.5, 15.0, 12.4)","(41.0, 400.0, 302.93333333333334)","(26.0, 260.0, 239.0)"
08-12-2022 12:38:46.967327,"(4.8, 8.8, 7.763636363636364)","(5.5, 8.6, 6.3352941176470585)","(10.0, 24.0, 16.6)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.0, 9.714285714285715)","(51.0, 400.0, 302.93333333333334)","(31.0, 260.0, 239.0)"
08-12-2022 12:38:48.397121,"(5.0, 8.8, 7.763636363636364)","(5.5, 8.6, 7.928571428571429)","(10.0, 24.0, 18.45)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 16.0, 11.600000000000001)","(51.0, 400.0, 108.8)","(31.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:49.823675,"(5.0, 8.8, 7.763636363636364)","(5.5, 8.4, 7.333333333333334)","(10.0, 24.0, 16.1125)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 16.0, 12.733333333333334)","(51.0, 400.0, 309.0)","(31.0, 260.0, 239.0)"
08-12-2022 12:38:51.213710,"(5.0, 8.8, 6.58)","(5.5, 8.4, 6.9)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 12.8)","(51.0, 400.0, 309.0)","(31.0, 260.0, 239.0)"
08-12-2022 12:38:52.643766,"(5.0, 8.8, 6.58)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.425)","(51.0, 400.0, 157.33333333333331)","(31.0, 260.0, 236.70000000000002)"
08-12-2022 12:38:54.023107,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.723076923076923)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.02)","(51.0, 400.0, 157.33333333333331)","(31.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:55.357070,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.723076923076923)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.02)","(51.0, 400.0, 137.14285714285714)","(31.0, 260.0, 239.0)"
08-12-2022 12:38:56.760143,"(5.0, 8.8, 6.58)","(5.5, 8.6, 6.9)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 231.25)","(7.5, 15.5, 9.02)","(51.0, 390.0, 154.0)","(31.0, 260.0, 239.0)"
08-12-2022 12:38:58.111486,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.707692307692308)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 231.25)","(7.5, 15.5, 9.02)","(51.0, 390.0, 154.0)","(31.0, 260.0, 182.66666666666666)"
08-12-2022 12:38:59.511245,"(5.0, 9.4, 6.2142857142857135)","(5.5, 8.4, 5.6923076923076925)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.02)","(51.0, 390.0, 154.0)","(31.0, 260.0, 191.3076923076923)"
08-12-2022 12:39:00.894854,"(5.0, 9.0, 6.2142857142857135)","(5.5, 8.4, 5.6923076923076925)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.02)","(51.0, 390.0, 154.0)","(31.0, 240.0, 135.0)"
08-12-2022 12:39:02.302363,"(5.0, 9.0, 5.657142857142857)","(5.5, 8.4, 7.466666666666667)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 9.02)","(51.0, 390.0, 154.0)","(31.0, 240.0, 135.0)"
08-12-2022 12:39:03.739264,"(5.0, 9.0, 5.657142857142857)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 8.3)","(51.0, 390.0, 154.0)","(31.0, 240.0, 135.0)"
08-12-2022 12:39:05.271276,"(5.0, 9.0, 5.657142857142857)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 10.96)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.5, 8.666666666666668)","(51.0, 390.0, 154.0)","(31.0, 240.0, 113.4)"
08-12-2022 12:39:06.712296,"(5.0, 8.8, 5.716666666666667)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.0, 10.95)","(51.0, 390.0, 167.33333333333334)","(31.0, 240.0, 184.0)"
08-12-2022 12:39:08.168997,"(5.0, 8.8, 5.4363636363636365)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 14.5, 10.95)","(51.0, 430.0, 167.33333333333334)","(31.0, 260.0, 184.0)"
08-12-2022 12:39:09.706494,"(5.0, 8.6, 6.85)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 14.5, 11.2)","(51.0, 430.0, 167.33333333333334)","(31.0, 260.0, 201.75)"
08-12-2022 12:39:11.256403,"(5.0, 8.8, 6.58)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 167.33333333333334)","(31.0, 260.0, 201.75)"
08-12-2022 12:39:12.734627,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.8)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 167.33333333333334)","(31.0, 260.0, 221.33333333333331)"
08-12-2022 12:39:14.193604,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.8)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.79)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 170.0)","(31.0, 260.0, 202.5)"
08-12-2022 12:39:15.689635,"(5.0, 8.8, 6.58)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.8042307692307693)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 288.1818181818182)","(31.0, 260.0, 202.5)"
08-12-2022 12:39:17.129706,"(5.0, 8.8, 6.58)","(5.5, 8.6, 5.807142857142857)","(10.0, 25.0, 11.32)","(1.6, 1.81, 1.8042307692307693)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 288.1818181818182)","(31.0, 260.0, 202.5)"
08-12-2022 12:39:18.578847,"(5.0, 8.8, 6.58)","(5.5, 8.4, 6.6499999999999995)","(10.0, 25.0, 15.52)","(1.6, 1.81, 1.8042307692307693)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 288.1818181818182)","(31.0, 260.0, 202.5)"
08-12-2022 12:39:20.006941,"(5.0, 8.8, 5.683333333333333)","(5.5, 8.2, 6.6499999999999995)","(10.0, 25.0, 11.5)","(1.6, 1.81, 1.925)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:21.463967,"(5.0, 8.6, 5.683333333333333)","(5.5, 8.2, 6.75)","(10.0, 25.0, 11.5)","(1.6, 1.97, 1.9629166666666666)","(31.0, 250.0, 193.75)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:22.927133,"(5.0, 8.6, 7.566666666666666)","(5.5, 8.4, 5.815384615384615)","(10.0, 25.0, 11.5)","(1.6, 1.97, 1.93)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:24.449665,"(5.0, 8.8, 7.566666666666666)","(5.5, 8.2, 6.84)","(10.0, 25.0, 11.5)","(1.6, 1.97, 1.9576923076923076)","(31.0, 250.0, 205.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:25.917898,"(5.0, 8.8, 6.95)","(5.5, 8.0, 6.84)","(10.0, 25.0, 11.5)","(1.6, 1.97, 1.9576923076923076)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:27.558089,"(5.0, 8.8, 7.08)","(5.5, 8.0, 8.330769230769231)","(10.0, 25.0, 14.338461538461537)","(1.6, 1.97, 1.9425)","(31.0, 250.0, 231.25)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:29.260699,"(5.0, 8.4, 7.08)","(5.5, 8.6, 7.5)","(10.0, 25.0, 14.338461538461537)","(1.6, 1.98, 1.974)","(31.0, 250.0, 231.25)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:31.091295,"(5.0, 8.4, 7.08)","(5.5, 8.6, 7.5)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.974)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:32.750998,"(5.0, 8.4, 7.575)","(5.5, 8.6, 7.5)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.974)","(31.0, 250.0, 194.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:34.180568,"(5.0, 8.4, 7.875)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9685714285714286)","(31.0, 250.0, 194.0)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:35.671659,"(5.0, 8.8, 7.566666666666666)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9685714285714286)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:37.147207,"(5.0, 8.8, 7.566666666666666)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9525000000000001)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:38.613273,"(5.0, 8.8, 6.95)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9525000000000001)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:40.468987,"(5.0, 8.8, 7.4125000000000005)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9525000000000001)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:42.134384,"(5.0, 8.8, 7.4125000000000005)","(5.5, 8.6, 7.725)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.9525000000000001)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:43.959475,"(5.0, 8.8, 7.4941176470588236)","(5.5, 8.6, 6.8)","(10.0, 25.0, 11.5)","(1.6, 1.99, 1.98625)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:46.314114,"(5.0, 8.8, 7.4941176470588236)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 11.5)","(1.6, 2.62, 2.0620000000000003)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:48.314740,"(5.0, 8.8, 7.4941176470588236)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 11.5)","(1.6, 2.58, 2.0620000000000003)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.2)","(51.0, 430.0, 172.66666666666666)","(31.0, 260.0, 70.0)"
08-12-2022 12:39:50.092185,"(5.0, 8.8, 5.8076923076923075)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 12.5)","(1.6, 2.58, 2.041818181818182)","(31.0, 250.0, 137.5)","(7.5, 15.0, 11.45)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:51.791227,"(5.0, 8.6, 5.928571428571429)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 12.5)","(1.6, 2.58, 2.041818181818182)","(31.0, 250.0, 137.5)","(7.5, 15.5, 11.45)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:54.563608,"(5.0, 8.6, 7.6000000000000005)","(5.5, 8.6, 7.466666666666667)","(10.0, 25.0, 12.5)","(1.6, 2.58, 2.395)","(31.0, 250.0, 137.5)","(7.5, 15.5, 11.45)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:56.122542,"(5.0, 8.8, 7.6000000000000005)","(5.5, 8.6, 6.081818181818182)","(10.0, 25.0, 9.622222222222222)","(1.6, 2.58, 1.9400000000000002)","(31.0, 250.0, 137.5)","(7.5, 15.5, 11.45)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:57.673494,"(5.0, 8.8, 6.1000000000000005)","(5.5, 7.8, 6.449999999999999)","(10.0, 13.0, 9.959999999999999)","(1.6, 2.54, 2.0254545454545454)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 11.45)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:39:59.455308,"(5.0, 8.8, 6.25)","(5.5, 7.8, 6.449999999999999)","(10.0, 13.0, 9.959999999999999)","(1.6, 2.52, 1.9234782608695653)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 11.45)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:01.080853,"(5.0, 8.8, 6.25)","(5.5, 7.8, 8.1625)","(10.0, 13.0, 14.666666666666668)","(1.6, 2.48, 1.9466666666666668)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 11.45)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:02.753440,"(5.0, 8.8, 6.25)","(5.5, 8.6, 8.1625)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.48, 2.2266666666666666)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 10.1)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:04.275976,"(5.0, 8.8, 6.175)","(5.5, 8.6, 8.1625)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 10.1)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:06.033603,"(5.0, 8.8, 6.175)","(5.5, 8.6, 8.1625)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 10.1)","(51.0, 430.0, 365.33333333333337)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:07.958319,"(5.0, 8.6, 6.125)","(5.5, 8.6, 8.175)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.5, 9.422222222222222)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:09.515358,"(5.0, 8.6, 6.125)","(5.5, 8.6, 8.175)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.5, 11.7)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:11.156396,"(5.0, 8.6, 5.816666666666666)","(5.5, 8.6, 8.175)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.2266666666666666)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.0, 10.266666666666667)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:12.688894,"(5.0, 8.4, 6.75)","(5.5, 8.6, 8.175)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.0, 9.55)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:14.054930,"(5.0, 8.2, 7.0)","(5.5, 8.6, 8.175)","(10.0, 23.0, 14.666666666666668)","(1.6, 2.42, 2.329230769230769)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.0, 10.266666666666667)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:15.603581,"(5.0, 8.2, 6.030769230769231)","(5.5, 8.6, 7.4)","(10.0, 23.0, 10.928571428571429)","(1.6, 2.42, 2.109583333333333)","(31.0, 250.0, 175.33333333333334)","(7.5, 16.0, 12.8)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:17.005760,"(5.0, 8.8, 6.030769230769231)","(5.5, 7.8, 7.4)","(10.0, 13.5, 10.928571428571429)","(1.6, 2.44, 2.109583333333333)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 12.8)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:18.542865,"(5.0, 7.8, 6.76)","(5.5, 7.8, 6.84)","(10.0, 13.5, 9.814285714285713)","(1.6, 2.44, 2.415)","(31.0, 250.0, 175.33333333333334)","(7.5, 15.5, 12.8)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:19.973371,"(5.0, 7.8, 6.76)","(5.5, 7.8, 6.84)","(10.0, 13.5, 13.8)","(1.6, 2.44, 2.415)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 12.8)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:21.449353,"(5.0, 8.8, 6.181818181818182)","(5.5, 7.8, 6.84)","(10.0, 23.0, 13.8)","(1.6, 2.44, 2.29)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 12.8)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:23.094228,"(5.0, 8.8, 6.181818181818182)","(5.5, 7.8, 6.84)","(10.0, 23.0, 13.8)","(1.6, 2.44, 2.125)","(31.0, 250.0, 138.0)","(8.0, 15.5, 14.4)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:25.613364,"(5.0, 8.6, 6.46111111111111)","(5.5, 7.8, 6.777777777777778)","(10.0, 23.0, 13.8)","(1.6, 2.4, 2.3576923076923078)","(31.0, 250.0, 138.0)","(8.0, 15.5, 14.4)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:29.393719,"(5.0, 8.6, 6.0)","(5.5, 7.8, 6.857142857142858)","(10.0, 23.0, 13.8)","(1.6, 2.4, 2.1411764705882352)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.4)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:31.855371,"(5.0, 8.8, 6.0)","(5.5, 7.4, 6.449999999999999)","(10.0, 23.0, 13.8)","(1.6, 2.4, 2.2836363636363637)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.4)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:33.959007,"(5.0, 8.8, 6.181818181818182)","(5.5, 7.8, 6.449999999999999)","(10.0, 23.0, 13.8)","(1.6, 2.4, 2.3449999999999998)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.4)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:36.140767,"(5.0, 8.8, 6.181818181818182)","(5.5, 7.8, 6.449999999999999)","(10.0, 23.0, 13.8)","(1.6, 2.4, 2.3449999999999998)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.5625)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:37.975784,"(5.0, 8.8, 6.181818181818182)","(5.5, 7.8, 6.446153846153846)","(10.0, 23.0, 9.916666666666666)","(1.6, 2.4, 2.3449999999999998)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.5625)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:39.710354,"(5.0, 8.8, 6.475)","(5.5, 7.6, 6.699999999999999)","(10.0, 13.5, 9.916666666666666)","(1.6, 2.4, 2.1685714285714286)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.5625)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:41.336037,"(5.0, 8.6, 6.266666666666667)","(5.5, 7.6, 7.046153846153846)","(10.0, 13.5, 13.8)","(1.6, 2.4, 1.9031250000000002)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 13.133333333333333)","(51.0, 430.0, 365.33333333333337)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:43.090486,"(5.0, 8.4, 6.475)","(5.5, 7.6, 6.699999999999999)","(10.0, 23.0, 14.066666666666666)","(1.6, 2.4, 2.033333333333333)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 13.133333333333333)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:44.894082,"(5.0, 8.6, 6.018181818181818)","(5.5, 7.6, 6.066666666666666)","(10.0, 23.0, 14.066666666666666)","(1.6, 2.36, 2.033333333333333)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.5875)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:46.309980,"(5.0, 8.2, 6.018181818181818)","(5.5, 7.6, 6.066666666666666)","(10.0, 23.0, 14.066666666666666)","(1.6, 2.36, 2.297272727272727)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.854545454545455)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:47.726825,"(5.0, 8.2, 6.018181818181818)","(5.5, 7.6, 6.066666666666666)","(10.0, 23.0, 13.8)","(1.6, 2.34, 2.131111111111111)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.145)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:49.104370,"(5.0, 8.2, 6.485714285714286)","(5.5, 7.6, 6.066666666666666)","(10.0, 23.0, 13.8)","(1.6, 2.34, 2.131111111111111)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.145)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:50.568815,"(5.0, 8.2, 6.485714285714286)","(5.5, 7.6, 6.066666666666666)","(10.0, 23.0, 13.933333333333334)","(1.6, 2.34, 2.131111111111111)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.96923076923077)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:52.060412,"(5.0, 8.2, 6.415384615384615)","(5.5, 7.6, 6.775)","(10.0, 23.0, 14.2)","(1.6, 2.34, 2.245)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.96923076923077)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:54.203519,"(5.0, 8.2, 6.415384615384615)","(5.5, 7.6, 6.775)","(10.0, 23.0, 14.2)","(1.6, 2.32, 2.245)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.96923076923077)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:56.271165,"(5.0, 8.2, 6.415384615384615)","(5.5, 7.6, 6.1)","(10.0, 23.0, 14.2)","(1.6, 2.32, 2.131111111111111)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 13.2)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:40:58.820945,"(5.0, 8.2, 6.415384615384615)","(5.5, 7.4, 6.35)","(10.0, 23.0, 14.2)","(1.6, 2.34, 2.131111111111111)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.4)","(51.0, 430.0, 319.14285714285717)","(31.0, 260.0, 146.0)"
08-12-2022 12:41:03.198568,"(5.0, 8.2, 6.415384615384615)","(5.5, 7.4, 6.71)","(10.0, 23.0, 14.2)","(1.6, 2.28, 2.1853846153846153)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 15.165217391304349)","(51.0, 430.0, 256.6666666666667)","(31.0, 260.0, 146.0)"
08-12-2022 12:41:08.542335,"(5.0, 8.2, 6.485714285714286)","(5.5, 7.4, 6.414285714285715)","(10.0, 13.5, 10.262500000000001)","(1.6, 2.22, 2.1881818181818184)","(31.0, 250.0, 138.0)","(8.0, 15.5, 14.4)","(51.0, 430.0, 256.6666666666667)","(31.0, 350.0, 95.6)"
08-12-2022 12:41:10.267834,"(5.0, 8.2, 6.942857142857143)","(5.5, 7.4, 7.8999999999999995)","(10.0, 13.5, 14.2)","(1.6, 2.22, 2.0644444444444447)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 13.475)","(51.0, 430.0, 319.14285714285717)","(31.0, 320.0, 176.0)"
08-12-2022 12:41:13.504006,"(5.0, 7.6, 6.345454545454546)","(5.5, 8.6, 7.8999999999999995)","(10.0, 23.0, 14.2)","(1.6, 2.22, 2.0644444444444447)","(31.0, 250.0, 175.33333333333334)","(8.0, 15.5, 14.37142857142857)","(51.0, 430.0, 319.14285714285717)","(31.0, 320.0, 176.0)"
