,Uri Bale,Tiggerlong Demon,Goldstar Clover,Smash Wave,Amuri Ruru,Taieri Taylee,Homebush Lennon,Sozins Royal
08-12-2022 12:43:33.624709,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.661538461538462)","(11.0, 14.5, 14.3)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 70.25)","(8.0, 12.5, 10.498360655737706)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:34.716043,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.3428571428571425)","(11.0, 14.5, 13.4)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 63.421052631578945)","(8.0, 12.5, 10.259154929577466)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:35.808832,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.509090909090909)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 63.421052631578945)","(8.0, 12.5, 10.535802469135803)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:36.903486,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.622222222222222)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 63.421052631578945)","(8.0, 12.5, 11.281632653061225)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:37.990187,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.622222222222222)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 82.04545454545455)","(8.0, 12.0, 11.186046511627907)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:39.119293,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.622222222222222)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 82.04545454545455)","(8.0, 11.5, 10.982978723404255)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 46.66666666666667)"
08-12-2022 12:43:40.229235,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.622222222222222)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 200.0, 70.52173913043478)","(8.0, 11.5, 10.825)","(41.0, 400.0, 75.07692307692308)","(31.0, 230.0, 38.23529411764706)"
08-12-2022 12:43:41.274652,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.8, 6.509090909090909)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 170.0, 143.375)","(8.0, 11.5, 10.413333333333334)","(41.0, 400.0, 75.07692307692308)","(31.0, 170.0, 37.77777777777778)"
08-12-2022 12:43:42.388693,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.6, 6.315789473684211)","(11.0, 14.5, 13.318181818181818)","(1.65, 2.48, 2.4571428571428573)","(31.0, 160.0, 143.375)","(8.0, 11.0, 10.266666666666667)","(41.0, 400.0, 124.0)","(31.0, 170.0, 37.77777777777778)"
08-12-2022 12:43:43.443947,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.6, 6.3)","(11.0, 14.5, 12.928571428571429)","(1.65, 2.48, 2.4571428571428573)","(31.0, 160.0, 116.0)","(8.0, 11.0, 10.182857142857143)","(41.0, 400.0, 108.57142857142857)","(31.0, 170.0, 63.36363636363636)"
08-12-2022 12:43:44.495852,"(4.8, 5.5, 5.480769230769231)","(5.0, 6.6, 6.3)","(11.0, 14.5, 12.928571428571429)","(1.65, 2.48, 2.4623529411764706)","(31.0, 160.0, 52.75)","(8.0, 11.0, 9.631578947368421)","(41.0, 400.0, 128.0)","(31.0, 170.0, 63.36363636363636)"
08-12-2022 12:43:45.765444,"(4.8, 5.5, 5.433333333333334)","(5.0, 6.6, 6.24)","(11.0, 14.5, 12.928571428571429)","(1.65, 2.48, 2.424)","(31.0, 160.0, 95.19999999999999)","(8.0, 11.0, 9.631578947368421)","(41.0, 400.0, 108.57142857142857)","(31.0, 170.0, 72.25)"
08-12-2022 12:43:46.925750,"(4.8, 5.5, 5.433333333333334)","(5.0, 6.6, 6.24)","(11.0, 14.5, 12.928571428571429)","(1.65, 2.48, 2.46)","(31.0, 140.0, 50.4)","(8.0, 11.0, 9.631578947368421)","(41.0, 400.0, 108.57142857142857)","(31.0, 170.0, 72.25)"
08-12-2022 12:43:48.164313,"(4.8, 5.5, 5.433333333333334)","(5.0, 6.6, 6.1909090909090905)","(11.0, 14.5, 12.928571428571429)","(1.65, 2.48, 2.46)","(31.0, 140.0, 51.53846153846153)","(8.0, 11.0, 9.631578947368421)","(41.0, 400.0, 108.57142857142857)","(31.0, 170.0, 72.25)"
08-12-2022 12:43:49.453977,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.1909090909090905)","(11.0, 14.5, 13.423076923076923)","(1.65, 2.48, 2.34)","(31.0, 130.0, 51.53846153846153)","(8.0, 11.0, 9.631578947368421)","(41.0, 400.0, 108.57142857142857)","(31.0, 170.0, 76.80000000000001)"
08-12-2022 12:43:50.663818,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.1909090909090905)","(11.0, 14.0, 12.833333333333334)","(1.65, 2.48, 2.3866666666666667)","(31.0, 130.0, 47.714285714285715)","(8.0, 11.0, 9.8)","(41.0, 400.0, 108.57142857142857)","(31.0, 160.0, 107.60000000000001)"
08-12-2022 12:43:51.880779,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.24)","(11.0, 14.0, 12.833333333333334)","(1.65, 2.48, 2.402222222222222)","(31.0, 120.0, 43.33333333333333)","(8.0, 10.0, 9.666666666666666)","(41.0, 400.0, 108.57142857142857)","(26.0, 140.0, 100.44444444444446)"
08-12-2022 12:43:53.133363,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.253846153846154)","(11.0, 14.0, 13.3)","(1.7, 2.48, 2.402222222222222)","(31.0, 120.0, 43.33333333333333)","(8.0, 10.0, 9.666666666666666)","(41.0, 400.0, 108.57142857142857)","(26.0, 120.0, 100.44444444444446)"
08-12-2022 12:43:54.234833,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.253846153846154)","(11.0, 14.0, 13.352941176470589)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 44.166666666666664)","(8.0, 10.0, 9.666666666666666)","(41.0, 400.0, 108.57142857142857)","(26.0, 120.0, 100.44444444444446)"
08-12-2022 12:43:55.366003,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.253846153846154)","(11.0, 14.0, 13.352941176470589)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 44.166666666666664)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 61.33333333333333)"
08-12-2022 12:43:56.431749,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.171428571428572)","(11.0, 14.0, 13.352941176470589)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 44.166666666666664)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 61.33333333333333)"
08-12-2022 12:43:57.621606,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.485714285714286)","(11.0, 14.0, 13.352941176470589)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 44.166666666666664)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 61.33333333333333)"
08-12-2022 12:43:58.799598,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.51578947368421)","(11.0, 14.0, 13.272727272727273)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 44.166666666666664)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 61.33333333333333)"
08-12-2022 12:43:59.968155,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.51578947368421)","(11.0, 14.0, 13.272727272727273)","(1.7, 2.48, 2.39875)","(31.0, 120.0, 82.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 43.0)"
08-12-2022 12:44:01.128345,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.51578947368421)","(11.0, 14.0, 13.272727272727273)","(1.7, 2.46, 2.352)","(31.0, 100.0, 64.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 120.0, 66.0)"
08-12-2022 12:44:02.275256,"(4.8, 5.5, 5.475)","(5.0, 6.6, 6.466666666666667)","(11.0, 14.0, 13.272727272727273)","(1.7, 2.46, 2.352)","(31.0, 100.0, 64.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 100.0, 66.0)"
08-12-2022 12:44:03.398847,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.6)","(11.0, 13.5, 13.461538461538462)","(1.7, 2.46, 2.352)","(31.0, 100.0, 79.66666666666667)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:04.633590,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.52)","(11.0, 13.5, 13.181818181818182)","(1.7, 2.38, 2.33)","(31.0, 90.0, 42.09090909090909)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:05.965462,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.655172413793103)","(11.0, 13.5, 13.181818181818182)","(1.7, 2.38, 2.33)","(31.0, 90.0, 40.95454545454545)","(8.0, 10.0, 9.5)","(51.0, 400.0, 108.57142857142857)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:07.278975,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.571428571428571)","(11.0, 13.5, 13.181818181818182)","(1.7, 2.38, 2.33)","(31.0, 85.0, 73.125)","(8.0, 10.0, 9.5)","(51.0, 400.0, 128.0)","(26.0, 100.0, 84.88888888888889)"
08-12-2022 12:44:08.789192,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.571428571428571)","(11.0, 13.5, 13.13953488372093)","(1.7, 2.38, 2.33)","(31.0, 80.0, 53.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 128.0)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:10.298872,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.571428571428571)","(11.0, 13.5, 13.13953488372093)","(1.7, 2.38, 2.33)","(31.0, 80.0, 53.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 128.0)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:11.899443,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.571428571428571)","(11.0, 13.5, 13.13953488372093)","(1.7, 2.38, 2.33)","(31.0, 80.0, 53.0)","(8.0, 10.0, 9.5)","(51.0, 400.0, 128.0)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:13.313270,"(4.8, 5.5, 5.475)","(5.0, 6.8, 6.571428571428571)","(11.0, 13.5, 13.13953488372093)","(1.7, 2.38, 2.33)","(31.0, 80.0, 66.75)","(8.0, 10.0, 9.5)","(51.0, 400.0, 132.85714285714286)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:14.719794,"(4.8, 5.5, 5.491304347826087)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.5, 13.082191780821917)","(1.7, 2.38, 2.356)","(31.0, 80.0, 66.75)","(8.0, 10.0, 9.5)","(51.0, 400.0, 132.85714285714286)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:16.090230,"(4.8, 5.5, 5.490243902439024)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.5, 12.628571428571428)","(1.7, 2.38, 2.362142857142857)","(31.0, 80.0, 68.47826086956522)","(8.0, 10.0, 9.777777777777779)","(51.0, 400.0, 132.85714285714286)","(26.0, 100.0, 77.33333333333334)"
08-12-2022 12:44:17.380043,"(4.8, 5.5, 5.490243902439024)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.5, 9.96)","(1.7, 2.38, 2.362142857142857)","(31.0, 80.0, 56.0)","(8.0, 10.0, 9.644444444444444)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:18.610517,"(4.8, 5.5, 5.490243902439024)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 9.96)","(1.7, 2.38, 2.362142857142857)","(31.0, 70.0, 49.0)","(8.0, 10.0, 9.644444444444444)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:19.793656,"(4.8, 5.5, 5.490243902439024)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 9.96)","(1.7, 2.38, 2.362142857142857)","(31.0, 70.0, 53.599999999999994)","(8.0, 10.0, 9.826086956521738)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:20.925053,"(4.8, 5.5, 5.45)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 9.96)","(1.7, 2.38, 2.362142857142857)","(31.0, 70.0, 53.599999999999994)","(8.0, 10.0, 9.826086956521738)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:22.092916,"(4.8, 5.5, 5.4884615384615385)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 9.88)","(1.7, 2.38, 2.362142857142857)","(31.0, 70.0, 64.53333333333333)","(8.0, 10.0, 9.826086956521738)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:23.339252,"(4.8, 5.5, 5.407692307692308)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 9.853333333333333)","(1.7, 2.38, 2.3686363636363637)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.644444444444444)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:24.626056,"(4.8, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 13.0, 10.137500000000001)","(1.7, 2.38, 2.3674999999999997)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.644444444444444)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:25.768877,"(4.8, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 12.5, 10.137500000000001)","(1.7, 2.38, 2.3674999999999997)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.644444444444444)","(51.0, 400.0, 128.0)","(26.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:26.927688,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 12.5, 9.86923076923077)","(1.8, 2.38, 2.37)","(26.0, 70.0, 64.0)","(7.5, 10.0, 9.826086956521738)","(51.0, 400.0, 128.0)","(21.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:28.053861,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 12.5, 9.86923076923077)","(1.8, 2.38, 2.37)","(26.0, 70.0, 64.0)","(7.5, 10.0, 9.418181818181818)","(51.0, 400.0, 128.0)","(21.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:29.176040,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 12.5, 12.21774193548387)","(1.8, 2.38, 2.37)","(26.0, 70.0, 64.0)","(7.5, 10.0, 9.418181818181818)","(51.0, 400.0, 128.0)","(21.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:30.360394,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.8, 6.4324324324324325)","(11.0, 12.5, 12.156862745098039)","(1.8, 2.38, 2.37)","(26.0, 70.0, 49.5)","(7.5, 10.0, 9.695238095238095)","(51.0, 390.0, 353.3333333333333)","(21.0, 100.0, 67.0)"
08-12-2022 12:44:31.551665,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.475)","(11.0, 12.5, 12.098765432098766)","(1.8, 2.38, 2.356271186440678)","(26.0, 70.0, 49.5)","(7.5, 10.0, 9.817142857142857)","(51.0, 390.0, 353.3333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:32.746143,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.4363636363636365)","(11.0, 12.5, 12.105263157894736)","(1.8, 2.38, 2.356271186440678)","(26.0, 70.0, 49.5)","(7.5, 10.0, 9.817142857142857)","(51.0, 390.0, 353.3333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:33.997256,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.4363636363636365)","(11.0, 12.5, 12.1)","(1.8, 2.38, 2.350833333333333)","(26.0, 70.0, 60.888888888888886)","(7.5, 10.0, 9.563636363636364)","(51.0, 390.0, 335.8333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:35.228783,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.4363636363636365)","(11.0, 12.5, 12.1)","(1.8, 2.38, 2.350833333333333)","(26.0, 70.0, 54.0)","(7.5, 10.0, 9.563636363636364)","(51.0, 390.0, 335.8333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:36.482110,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.4363636363636365)","(11.0, 12.5, 12.1)","(1.8, 2.38, 2.350833333333333)","(26.0, 70.0, 54.0)","(7.5, 10.0, 9.563636363636364)","(51.0, 390.0, 335.8333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:37.608465,"(4.6, 5.5, 5.447826086956522)","(5.0, 6.6, 6.4363636363636365)","(11.0, 12.5, 12.1)","(1.8, 2.4, 2.3791304347826085)","(26.0, 70.0, 54.0)","(7.5, 10.0, 9.563636363636364)","(51.0, 390.0, 353.3333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:38.702803,"(4.6, 5.5, 5.405882352941177)","(5.0, 7.0, 6.951351351351351)","(11.0, 12.5, 12.1)","(1.8, 2.4, 2.3777777777777778)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.528571428571428)","(51.0, 390.0, 353.3333333333333)","(21.0, 100.0, 83.0)"
08-12-2022 12:44:39.755031,"(4.6, 5.5, 5.48)","(5.0, 7.4, 7.205882352941177)","(11.0, 12.5, 12.1)","(1.8, 2.4, 2.3813953488372093)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.805882352941177)","(51.0, 390.0, 364.6153846153846)","(21.0, 100.0, 66.0)"
08-12-2022 12:44:40.818082,"(4.6, 5.5, 5.45)","(5.0, 7.4, 7.120930232558139)","(11.0, 12.5, 12.1)","(1.8, 2.4, 2.3813953488372093)","(31.0, 70.0, 54.0)","(8.0, 10.0, 9.805882352941177)","(51.0, 390.0, 205.0)","(21.0, 100.0, 66.0)"
08-12-2022 12:44:41.981811,"(4.6, 5.5, 5.485714285714286)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.1)","(1.8, 2.4, 2.410344827586207)","(31.0, 70.0, 59.75)","(8.0, 10.0, 9.787096774193548)","(51.0, 350.0, 198.69565217391303)","(21.0, 100.0, 66.0)"
08-12-2022 12:44:43.073143,"(4.6, 5.5, 5.485714285714286)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.1)","(1.8, 2.46, 2.410344827586207)","(31.0, 70.0, 59.75)","(8.0, 10.0, 9.787096774193548)","(51.0, 350.0, 198.69565217391303)","(21.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:44.115444,"(4.6, 5.5, 5.491666666666666)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.1)","(1.8, 2.46, 2.4)","(31.0, 70.0, 59.75)","(8.0, 10.0, 9.787096774193548)","(51.0, 350.0, 198.69565217391303)","(21.0, 100.0, 54.66666666666667)"
08-12-2022 12:44:45.252351,"(4.6, 5.5, 5.491666666666666)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.1)","(1.8, 2.46, 2.43375)","(31.0, 70.0, 56.33333333333333)","(8.0, 10.0, 9.787096774193548)","(51.0, 350.0, 184.28571428571428)","(21.0, 100.0, 47.5)"
08-12-2022 12:44:46.451276,"(4.6, 5.5, 5.491666666666666)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 49.5)","(8.0, 10.0, 9.7)","(51.0, 350.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:47.683529,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 49.5)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:48.766487,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.036363636363636)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 49.5)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:49.778243,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.14468085106383)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 49.5)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:50.848793,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.14468085106383)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 56.33333333333333)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:51.973571,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.45)","(31.0, 70.0, 56.33333333333333)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:53.103718,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.4514285714285715)","(31.0, 70.0, 32.03703703703704)","(8.0, 10.0, 9.7)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:54.234678,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.435)","(31.0, 70.0, 53.0)","(8.0, 10.0, 9.766666666666667)","(51.0, 340.0, 202.5)","(21.0, 100.0, 60.0)"
08-12-2022 12:44:55.384866,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.435)","(31.0, 65.0, 53.0)","(8.0, 9.8, 9.48)","(51.0, 340.0, 202.5)","(21.0, 100.0, 54.375)"
08-12-2022 12:44:57.023348,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.449655172413793)","(31.0, 65.0, 56.25)","(8.0, 9.6, 9.399999999999999)","(51.0, 340.0, 202.5)","(21.0, 95.0, 71.25)"
08-12-2022 12:44:58.293196,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.4541176470588235)","(31.0, 65.0, 58.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 340.0, 202.5)","(21.0, 85.0, 71.25)"
08-12-2022 12:44:59.529874,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.4557746478873237)","(31.0, 65.0, 58.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 340.0, 202.5)","(21.0, 85.0, 71.25)"
08-12-2022 12:45:00.758476,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.448)","(31.0, 65.0, 58.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 340.0, 202.5)","(21.0, 85.0, 71.25)"
08-12-2022 12:45:01.994602,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.448)","(31.0, 65.0, 47.14285714285714)","(8.0, 9.6, 9.399999999999999)","(51.0, 340.0, 145.29411764705884)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:03.241747,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.057142857142857)","(11.0, 12.5, 12.071428571428571)","(1.8, 2.46, 2.448)","(31.0, 60.0, 50.5)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:04.476619,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.4, 7.060869565217391)","(11.0, 12.5, 12.17032967032967)","(1.8, 2.46, 2.44875)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:05.728150,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.17032967032967)","(1.8, 2.46, 2.455)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:07.010311,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.176136363636363)","(1.8, 2.46, 2.455)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:08.228530,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.23134328358209)","(1.8, 2.46, 2.455)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:09.371963,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.23134328358209)","(1.8, 2.46, 2.455)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:10.457683,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.23134328358209)","(1.8, 2.46, 2.455)","(31.0, 55.0, 37.0)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
08-12-2022 12:45:11.554017,"(4.6, 5.5, 5.484615384615385)","(5.0, 7.2, 7.060869565217391)","(11.0, 12.5, 12.23134328358209)","(1.8, 2.46, 2.455)","(31.0, 55.0, 43.8)","(8.0, 9.6, 9.399999999999999)","(51.0, 350.0, 184.28571428571428)","(21.0, 85.0, 57.5)"
