,Glenreagh Burner,Kratos Rising,Flop Wedge,Rock This Joint,Deceiving,Gary The Goat
04-01-2023 11:06:20.997000,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:22.053619,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:23.167897,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:24.180280,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:25.085455,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:26.059309,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:26.955033,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:27.899861,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:28.781030,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:29.687187,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:30.624189,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:31.524993,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:32.481851,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:33.372027,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:34.282854,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:35.171699,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:36.079458,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 99.19999999999999)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:37.006975,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 107.2)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:37.939331,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:38.920890,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:39.877304,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:40.873491,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:41.847912,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:42.833831,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:43.806661,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:44.828903,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:45.812187,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:46.783143,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:47.672697,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:48.585382,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:49.460436,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:50.321046,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:51.191836,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:52.061473,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:52.951877,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:53.814650,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:54.711198,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:55.587594,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:56.452850,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:57.339327,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:58.197832,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:59.060953,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:06:59.933255,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:00.809764,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:01.685517,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:02.572087,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:03.451935,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:04.417264,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:05.357731,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:06.405106,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:07.396637,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:08.405369,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:09.408389,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:10.411526,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:11.396828,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:12.431605,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:13.422796,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:14.425630,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:15.412223,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:16.355949,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:17.329528,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:18.244895,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:19.141194,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:20.039114,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:20.928287,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:21.878202,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:22.808079,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:23.761313,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:24.743397,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:25.754809,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:26.744452,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:27.736053,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:28.786084,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:29.851381,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:30.840440,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:31.846338,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:32.740811,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:33.625157,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:34.547769,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:35.497671,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:36.501583,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:37.531488,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:38.558134,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:39.517093,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:40.523517,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:41.476425,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:42.454732,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:43.378697,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:44.284432,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:45.200005,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:46.163061,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:47.117024,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:48.120278,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:49.156547,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:50.235425,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:51.316617,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:52.375360,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:53.423793,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:54.448357,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:55.467877,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:56.488696,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:57.644394,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:58.783230,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:07:59.813645,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:08:00.836765,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:08:01.727598,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
04-01-2023 11:08:02.712037,"(7.0, 16.0, 11.600000000000001)","(101.0, 650.0, 560.0)","(31.0, 220.0, 100.42857142857143)","(2.1, 3.25, 2.98)","(31.0, 200.0, 93.28571428571429)","(1.7, 2.46, 2.3112962962962964)"
