,Contract,Out Of Cash,Hope Sure Can,Murphys Mate,Traviss Lauryn,Lightning Zeal,First Black Jack,Nando Flyer
08-01-2023 18:56:03.109656,"(6.0, 9.0, 8.475)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 57.77777777777778)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.905)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:04.184560,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 61.53846153846154)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:05.281728,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 61.53846153846154)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:06.304128,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 61.53846153846154)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:07.320063,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 61.53846153846154)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:08.358111,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 57.77777777777778)","(21.0, 25.0, 23.1)","(71.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(5.5, 8.2, 8.088888888888889)"
08-01-2023 18:56:09.447036,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(61.0, 70.0, 61.53846153846154)","(21.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.91, 1.906923076923077)","(6.0, 8.2, 8.075)"
08-01-2023 18:56:10.569134,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.434482758620689)","(51.0, 70.0, 60.83333333333333)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.91, 1.8912499999999999)","(6.0, 8.2, 8.3)"
08-01-2023 18:56:11.613027,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(51.0, 70.0, 60.83333333333333)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.91, 1.875)","(6.0, 8.4, 8.505263157894737)"
08-01-2023 18:56:12.621584,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.434482758620689)","(51.0, 70.0, 57.05882352941177)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.9, 1.880625)","(6.0, 8.8, 8.4)"
08-01-2023 18:56:13.669260,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(51.0, 70.0, 57.05882352941177)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8824999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:14.690782,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.434482758620689)","(51.0, 70.0, 57.05882352941177)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8824999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:15.749254,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.4, 6.5249999999999995)","(51.0, 70.0, 57.05882352941177)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8824999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:16.811080,"(6.0, 9.0, 8.48)","(51.0, 90.0, 77.5)","(5.0, 6.6, 6.36)","(51.0, 70.0, 60.83333333333333)","(20.0, 25.0, 23.1)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8824999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:17.800700,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.4)","(51.0, 70.0, 60.83333333333333)","(20.0, 25.0, 23.833333333333332)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8824999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:18.817278,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.36)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.833333333333332)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.887142857142857)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:19.838007,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.36)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.833333333333332)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8889999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:20.940168,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.36)","(51.0, 70.0, 57.05882352941177)","(20.0, 24.0, 23.833333333333332)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.88875)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:21.976685,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.36)","(51.0, 70.0, 57.05882352941177)","(20.0, 24.0, 23.833333333333332)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.8918918918918919)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:23.034655,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.36)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.692307692307693)","(81.0, 240.0, 190.0)","(1.55, 1.9, 1.8727272727272728)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:24.010832,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.36)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.692307692307693)","(81.0, 240.0, 190.0)","(1.55, 1.9, 1.8727272727272728)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:25.073952,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.28)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.5)","(81.0, 240.0, 190.0)","(1.55, 1.89, 1.9221428571428572)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:26.116325,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.36)","(51.0, 70.0, 57.05882352941177)","(20.0, 24.0, 22.857142857142858)","(81.0, 240.0, 190.0)","(1.55, 1.93, 1.9044444444444444)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:27.194693,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.36)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.857142857142858)","(81.0, 240.0, 190.0)","(1.55, 1.91, 1.9044444444444444)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:28.265042,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.36)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.857142857142858)","(81.0, 240.0, 190.0)","(1.55, 1.92, 1.9049999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:29.327350,"(6.0, 9.0, 8.48)","(51.0, 95.0, 86.66666666666667)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.857142857142858)","(81.0, 240.0, 190.0)","(1.55, 1.93, 1.9049999999999998)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:30.343555,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.88888888888889)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 57.05882352941177)","(20.0, 24.0, 23.714285714285715)","(81.0, 240.0, 190.0)","(1.55, 1.93, 1.8936363636363636)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:31.354963,"(6.0, 9.0, 8.48)","(51.0, 95.0, 85.0)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.714285714285715)","(81.0, 240.0, 190.0)","(1.55, 1.93, 1.8936363636363636)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:32.473841,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.714285714285715)","(81.0, 240.0, 190.0)","(1.55, 1.93, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:33.544573,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.714285714285715)","(81.0, 240.0, 227.5)","(1.55, 1.91, 1.89)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:34.615242,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.625)","(81.0, 240.0, 230.0)","(1.55, 1.9, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:35.682789,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.714285714285715)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:36.761942,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.625)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:37.936467,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 23.5)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:39.125967,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 24.0, 23.0)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:40.220140,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 57.05882352941177)","(20.0, 24.0, 22.5)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:41.361194,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.5)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.9033333333333333)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:42.456026,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.5)","(81.0, 240.0, 230.0)","(1.55, 1.91, 1.9033333333333333)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:43.516838,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9063636363636363)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:44.614544,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9033333333333333)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:45.782470,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.33333333333333)","(5.0, 6.6, 6.3)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9063636363636363)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:47.087419,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.8925)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:48.279983,"(6.0, 9.0, 8.48)","(51.0, 95.0, 73.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 60.83333333333333)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.895)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:49.416920,"(6.0, 9.0, 8.48)","(51.0, 90.0, 73.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 57.05882352941177)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.907)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:50.504810,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 56.25)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9163636363636363)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:51.614250,"(6.0, 9.0, 8.48)","(51.0, 95.0, 78.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 59.09090909090909)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.904)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:52.800452,"(6.0, 9.0, 8.48)","(51.0, 90.0, 78.33333333333333)","(5.0, 6.6, 6.333333333333333)","(51.0, 70.0, 57.69230769230769)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9133333333333333)","(6.0, 8.6, 8.471428571428572)"
08-01-2023 18:56:54.007022,"(6.0, 9.0, 8.48)","(51.0, 95.0, 75.71428571428571)","(5.0, 6.6, 6.476923076923077)","(51.0, 70.0, 51.666666666666664)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.9055555555555554)","(6.0, 8.6, 8.314285714285715)"
08-01-2023 18:56:55.156502,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.6, 6.356521739130435)","(51.0, 60.0, 51.666666666666664)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9066666666666665)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:56:56.340783,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.56)","(51.0, 60.0, 52.857142857142854)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.9066666666666665)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:56:57.437359,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.6, 6.56)","(51.0, 60.0, 51.666666666666664)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.915)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:56:58.552986,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.6, 6.56)","(51.0, 60.0, 52.857142857142854)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.9)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:56:59.738229,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 80.0)","(5.0, 6.6, 6.56)","(51.0, 60.0, 51.666666666666664)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9133333333333333)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:57:00.911297,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.6, 6.56)","(51.0, 60.0, 51.666666666666664)","(20.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.9075)","(6.0, 8.4, 8.314285714285715)"
08-01-2023 18:57:02.073869,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.6, 6.438095238095238)","(51.0, 60.0, 52.5)","(18.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.91)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:03.129387,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 52.666666666666664)","(18.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.8866666666666667)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:04.273093,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 52.666666666666664)","(18.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.8900000000000001)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:05.497751,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 54.46153846153846)","(18.0, 23.0, 22.5)","(91.0, 240.0, 220.0)","(1.55, 1.91, 1.8900000000000001)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:06.693981,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 82.5)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 52.666666666666664)","(18.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.8900000000000001)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:07.901376,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 50.76923076923077)","(18.0, 23.0, 22.5)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.9033333333333333)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:09.119425,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 75.71428571428571)","(5.0, 6.8, 6.438095238095238)","(51.0, 60.0, 52.5)","(18.0, 23.0, 21.75)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.8933333333333333)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:10.326013,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 80.0)","(5.0, 6.8, 6.48421052631579)","(51.0, 60.0, 52.5)","(18.0, 22.0, 21.75)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.8900000000000001)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:11.408491,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.48421052631579)","(51.0, 60.0, 50.57142857142857)","(18.0, 22.0, 21.4)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.8900000000000001)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:12.558567,"(6.0, 8.6, 8.466666666666667)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.48421052631579)","(51.0, 60.0, 49.166666666666664)","(18.0, 22.0, 24.333333333333332)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.8942857142857141)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:13.732813,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.48421052631579)","(51.0, 55.0, 48.63636363636363)","(18.0, 26.0, 24.2)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.8955555555555554)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:15.050959,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.48421052631579)","(51.0, 55.0, 48.63636363636363)","(18.0, 25.0, 24.2)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.885)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:16.251242,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 75.71428571428571)","(5.0, 6.8, 6.48421052631579)","(51.0, 55.0, 48.7)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.8975)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:17.401945,"(6.0, 9.0, 8.512500000000001)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.48421052631579)","(51.0, 55.0, 48.7)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.865)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:18.534651,"(6.0, 9.0, 8.566666666666666)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.466666666666667)","(51.0, 55.0, 49.4)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.92, 1.905)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:19.681805,"(6.0, 9.0, 8.566666666666666)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.368)","(51.0, 55.0, 49.166666666666664)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.892)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:20.833314,"(6.0, 9.0, 8.566666666666666)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.368)","(51.0, 55.0, 49.166666666666664)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.9081481481481481)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:22.033858,"(6.0, 9.0, 8.512500000000001)","(51.0, 95.0, 75.71428571428571)","(5.0, 6.8, 6.368)","(51.0, 55.0, 48.63636363636363)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.91, 1.88)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:23.194829,"(6.0, 9.0, 8.541176470588235)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.368)","(51.0, 55.0, 48.63636363636363)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.8609523809523811)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:24.361691,"(6.0, 9.0, 8.541176470588235)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.368)","(51.0, 55.0, 49.166666666666664)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.9, 1.866)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:25.540496,"(6.0, 9.0, 8.541176470588235)","(51.0, 95.0, 82.5)","(5.0, 6.8, 6.375)","(51.0, 55.0, 49.166666666666664)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.89, 1.8754545454545455)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:26.720343,"(6.0, 9.0, 8.541176470588235)","(51.0, 90.0, 75.71428571428571)","(5.0, 6.8, 6.368)","(51.0, 55.0, 48.63636363636363)","(18.0, 25.0, 24.0)","(91.0, 240.0, 230.0)","(1.55, 1.89, 1.8633333333333333)","(6.0, 8.4, 8.293333333333333)"
08-01-2023 18:57:27.903683,"(6.0, 9.0, 8.541176470588235)","(51.0, 90.0, 80.0)","(5.0, 6.8, 6.42)","(51.0, 55.0, 49.166666666666664)","(18.0, 25.0, 21.923076923076923)","(91.0, 240.0, 230.0)","(1.55, 1.89, 1.8845454545454545)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:29.051284,"(6.0, 9.0, 8.628571428571428)","(51.0, 95.0, 77.14285714285714)","(5.0, 6.8, 6.42)","(51.0, 55.0, 48.63636363636363)","(18.0, 25.0, 23.08695652173913)","(91.0, 240.0, 230.0)","(1.55, 1.89, 1.88625)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:30.206357,"(6.5, 9.0, 8.628571428571428)","(51.0, 90.0, 75.71428571428571)","(5.5, 6.8, 6.42)","(41.0, 55.0, 48.63636363636363)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.86375)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:31.356440,"(6.5, 9.0, 8.628571428571428)","(51.0, 95.0, 82.5)","(5.5, 6.8, 6.42)","(41.0, 55.0, 49.166666666666664)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.8725)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:32.480163,"(6.5, 9.0, 8.628571428571428)","(51.0, 95.0, 82.5)","(5.5, 6.8, 6.42)","(41.0, 55.0, 49.166666666666664)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.8766666666666667)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:33.635654,"(6.5, 9.0, 8.628571428571428)","(51.0, 85.0, 76.0)","(5.5, 6.8, 6.438095238095238)","(41.0, 55.0, 48.63636363636363)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.8743478260869566)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:34.764215,"(6.5, 9.0, 8.628571428571428)","(51.0, 85.0, 73.0)","(5.5, 6.8, 6.438095238095238)","(41.0, 55.0, 49.166666666666664)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.8743478260869566)","(6.0, 8.4, 8.305882352941177)"
08-01-2023 18:57:35.932798,"(6.5, 9.0, 8.628571428571428)","(51.0, 95.0, 86.66666666666667)","(5.5, 6.8, 6.438095238095238)","(41.0, 55.0, 49.166666666666664)","(19.0, 25.0, 22.92)","(101.0, 240.0, 230.0)","(1.6, 1.89, 1.8683333333333334)","(6.0, 8.4, 8.305882352941177)"
