,Alpha Raphel,Pimmy,Myka,Cracking Miss,Curious Caza,Once You Go
04-01-2023 13:30:14.624666,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6875)","(4.6, 5.1, 5.027777777777778)","(7.0, 9.0, 8.9)","(1.8, 2.2, 2.192)","(12.0, 19.0, 18.166666666666668)"
04-01-2023 13:30:15.582884,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6875)","(4.6, 5.1, 5.027777777777778)","(7.0, 8.8, 8.755555555555556)","(1.8, 2.2, 2.185263157894737)","(12.0, 19.0, 18.0)"
04-01-2023 13:30:16.562878,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.03125)","(7.0, 8.8, 8.72)","(1.8, 2.22, 2.186666666666667)","(12.0, 19.0, 17.75)"
04-01-2023 13:30:17.474648,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.03125)","(7.0, 8.8, 8.72)","(1.8, 2.22, 2.182857142857143)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:18.357244,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6)","(4.4, 5.1, 5.035714285714286)","(7.0, 9.0, 8.466666666666667)","(1.8, 2.22, 2.1963636363636367)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:19.221836,"(6.0, 7.8, 7.76)","(14.0, 23.0, 21.6)","(4.4, 5.1, 5.035714285714286)","(7.0, 9.0, 8.6)","(1.8, 2.22, 2.2075)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:20.101280,"(6.0, 7.8, 7.762962962962963)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.035714285714286)","(7.0, 9.0, 8.6)","(1.8, 2.22, 2.2075)","(12.0, 19.0, 17.88888888888889)"
04-01-2023 13:30:21.112793,"(6.0, 7.8, 7.756521739130434)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.035714285714286)","(7.0, 9.0, 8.6)","(1.8, 2.22, 2.2075)","(12.0, 19.0, 17.88888888888889)"
04-01-2023 13:30:22.037553,"(6.0, 7.8, 7.756521739130434)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.035714285714286)","(7.0, 9.0, 8.6)","(1.8, 2.22, 2.202)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:23.052998,"(6.0, 8.0, 7.9)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.045454545454545)","(7.0, 9.0, 8.399999999999999)","(1.8, 2.22, 2.1911111111111112)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:23.970480,"(6.0, 8.2, 8.16)","(14.0, 23.0, 21.6875)","(4.4, 5.1, 5.045454545454545)","(7.0, 9.0, 8.399999999999999)","(1.8, 2.22, 2.1953846153846155)","(12.0, 19.0, 17.88888888888889)"
04-01-2023 13:30:24.864146,"(6.0, 8.2, 8.1)","(14.0, 23.0, 21.857142857142858)","(4.4, 5.1, 4.954545454545455)","(7.0, 8.8, 8.285714285714285)","(1.8, 2.22, 2.205)","(12.0, 19.0, 17.75)"
04-01-2023 13:30:25.766284,"(6.0, 8.2, 8.142857142857142)","(14.0, 23.0, 21.857142857142858)","(4.4, 5.3, 5.078260869565217)","(7.0, 8.8, 8.26)","(1.8, 2.22, 2.205)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:26.642022,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.0)","(4.4, 5.2, 5.1454545454545455)","(7.0, 8.4, 8.355555555555556)","(1.8, 2.22, 2.2090909090909094)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:27.544871,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.0)","(4.4, 5.2, 5.129411764705883)","(7.0, 8.4, 8.35)","(1.8, 2.22, 2.2090909090909094)","(12.0, 19.0, 17.333333333333332)"
04-01-2023 13:30:28.469088,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.0)","(4.4, 5.2, 5.12)","(7.0, 8.2, 8.166666666666666)","(1.8, 2.22, 2.205)","(12.0, 19.0, 17.333333333333332)"
04-01-2023 13:30:29.394553,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.0)","(4.4, 5.3, 5.245454545454545)","(7.0, 8.2, 7.999999999999999)","(1.8, 2.22, 2.205)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:30.258503,"(6.0, 8.2, 8.145454545454545)","(14.0, 23.0, 22.0)","(4.4, 5.5, 5.281818181818182)","(7.0, 8.2, 8.139999999999999)","(1.8, 2.16, 2.1553125)","(12.0, 19.0, 17.46153846153846)"
04-01-2023 13:30:31.181652,"(6.0, 8.2, 8.142857142857142)","(14.0, 23.0, 22.272727272727273)","(4.4, 5.5, 5.425000000000001)","(7.0, 8.2, 8.125)","(1.8, 2.14, 2.102666666666667)","(12.0, 19.0, 18.0)"
04-01-2023 13:30:32.086819,"(6.0, 8.2, 8.142857142857142)","(14.0, 23.0, 22.272727272727273)","(4.4, 5.7, 5.6)","(7.0, 8.2, 8.028571428571428)","(1.8, 2.12, 2.0976470588235294)","(12.0, 19.0, 18.23076923076923)"
04-01-2023 13:30:32.986402,"(6.0, 8.2, 8.12)","(14.0, 23.0, 22.0)","(4.4, 5.8, 5.64)","(7.0, 8.0, 7.885714285714285)","(1.8, 2.12, 2.0976470588235294)","(12.0, 19.0, 16.63157894736842)"
04-01-2023 13:30:33.956839,"(6.0, 8.4, 8.04)","(14.0, 23.0, 22.0)","(4.4, 5.9, 5.8125)","(7.0, 8.0, 7.946666666666666)","(1.8, 2.06, 2.043838383838384)","(12.0, 19.0, 17.727272727272727)"
04-01-2023 13:30:34.856033,"(6.0, 8.2, 8.10909090909091)","(14.0, 23.0, 22.0)","(4.4, 6.2, 5.818181818181818)","(7.0, 8.4, 7.955555555555556)","(1.8, 2.06, 2.043838383838384)","(12.0, 19.0, 17.727272727272727)"
04-01-2023 13:30:35.740440,"(6.0, 8.2, 8.10909090909091)","(14.0, 23.0, 22.0)","(4.4, 6.2, 5.96)","(7.0, 8.4, 7.904761904761905)","(1.8, 2.08, 2.0562962962962965)","(12.0, 19.0, 17.88888888888889)"
04-01-2023 13:30:36.614322,"(6.0, 8.2, 8.088888888888889)","(14.0, 23.0, 22.0)","(4.4, 6.2, 5.96)","(7.0, 8.0, 7.942857142857143)","(1.8, 2.08, 2.074)","(12.0, 19.0, 17.94736842105263)"
04-01-2023 13:30:37.486470,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.11111111111111)","(4.4, 6.2, 6.08)","(7.0, 8.4, 7.8352941176470585)","(1.8, 2.06, 2.0566666666666666)","(12.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:38.417381,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.11111111111111)","(4.4, 6.2, 6.08)","(7.0, 8.4, 7.8352941176470585)","(1.8, 2.06, 2.0309090909090908)","(12.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:39.407657,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.11111111111111)","(4.4, 6.2, 6.08)","(7.0, 8.4, 7.8352941176470585)","(1.8, 2.06, 2.032)","(12.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:40.322539,"(6.0, 8.2, 8.1)","(14.0, 23.0, 22.384615384615383)","(4.4, 6.4, 6.044444444444444)","(7.0, 7.8, 7.63728813559322)","(1.8, 2.06, 2.0313207547169814)","(12.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:41.229388,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.2)","(4.6, 6.4, 6.044444444444444)","(7.0, 7.8, 7.63728813559322)","(1.8, 2.06, 2.0313207547169814)","(13.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:42.107671,"(6.0, 8.4, 8.288888888888888)","(15.0, 23.0, 22.2)","(4.6, 6.4, 6.184615384615385)","(7.0, 7.8, 7.616666666666666)","(1.8, 2.04, 2.011764705882353)","(13.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:42.977254,"(6.0, 8.4, 8.288888888888888)","(15.0, 23.0, 22.2)","(4.6, 6.6, 6.12)","(7.0, 7.8, 7.614814814814815)","(1.8, 2.04, 2.0171428571428573)","(13.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:43.923379,"(6.0, 8.4, 8.288888888888888)","(15.0, 23.0, 22.2)","(4.6, 6.6, 6.214285714285714)","(6.5, 7.8, 7.605128205128205)","(1.8, 2.04, 2.013333333333333)","(12.0, 19.0, 17.636363636363637)"
04-01-2023 13:30:44.887369,"(6.0, 8.4, 8.288888888888888)","(15.0, 23.0, 22.2)","(4.6, 6.6, 6.219047619047619)","(6.5, 7.8, 7.605128205128205)","(1.8, 2.04, 1.996)","(12.0, 19.0, 18.125)"
04-01-2023 13:30:45.873613,"(6.0, 8.4, 8.288888888888888)","(15.0, 23.0, 22.428571428571427)","(4.6, 6.6, 6.233333333333333)","(6.5, 7.8, 7.604597701149425)","(1.8, 2.02, 2.0423880597014925)","(12.0, 19.0, 19.857142857142858)"
04-01-2023 13:30:46.832900,"(6.0, 8.4, 8.242857142857142)","(15.0, 23.0, 22.428571428571427)","(4.6, 6.4, 6.266666666666667)","(6.5, 7.8, 7.604597701149425)","(1.8, 2.06, 2.02)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:47.730909,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.384615384615383)","(4.6, 6.6, 6.233333333333333)","(6.5, 7.4, 7.336)","(1.8, 2.04, 2.0171428571428573)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:48.566694,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.333333333333332)","(4.6, 6.6, 6.355555555555555)","(6.5, 7.8, 7.236363636363636)","(1.8, 2.04, 2.0171428571428573)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:49.501408,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.38)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0251162790697674)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:50.415616,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.529411764705884)","(4.6, 6.6, 6.38)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0251162790697674)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:51.343573,"(6.0, 8.4, 8.294736842105262)","(15.0, 23.0, 22.529411764705884)","(4.6, 6.6, 6.38)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0251162790697674)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:52.239991,"(6.0, 8.4, 8.345945945945946)","(15.0, 23.0, 22.529411764705884)","(4.6, 6.6, 6.38)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0251162790697674)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:53.139116,"(6.0, 8.4, 8.345945945945946)","(15.0, 23.0, 22.529411764705884)","(4.6, 6.6, 6.38)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.018666666666667)","(12.0, 22.0, 19.625)"
04-01-2023 13:30:54.086559,"(6.0, 8.8, 8.74871794871795)","(15.0, 23.0, 22.529411764705884)","(4.6, 6.6, 6.4)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0142857142857142)","(12.0, 22.0, 19.6875)"
04-01-2023 13:30:55.076082,"(6.0, 8.8, 8.704761904761906)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.461538461538462)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.02, 2.027027027027027)","(12.0, 21.0, 18.98076923076923)"
04-01-2023 13:30:56.034489,"(6.0, 8.4, 8.333333333333334)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.4559999999999995)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0232558139534884)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:30:57.033599,"(6.0, 8.6, 8.414285714285715)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.4559999999999995)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0232558139534884)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:30:57.908038,"(6.0, 8.6, 8.414285714285715)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.4559999999999995)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0232558139534884)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:30:58.777630,"(6.0, 8.6, 8.414285714285715)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.4559999999999995)","(6.5, 7.4, 7.366666666666667)","(1.8, 2.04, 2.0232558139534884)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:30:59.712229,"(6.0, 8.6, 8.414285714285715)","(15.0, 23.0, 22.5)","(4.6, 6.6, 6.328)","(6.5, 7.4, 7.385714285714285)","(1.8, 2.04, 2.027027027027027)","(12.0, 21.0, 18.98076923076923)"
04-01-2023 13:31:00.695510,"(6.0, 8.6, 8.383333333333333)","(15.0, 23.0, 22.5)","(4.6, 6.4, 6.25)","(6.5, 7.6, 7.385714285714285)","(1.8, 2.04, 2.027027027027027)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:31:01.699392,"(6.0, 8.6, 8.432258064516128)","(15.0, 24.0, 22.333333333333332)","(4.6, 6.4, 6.233333333333333)","(6.5, 7.6, 7.366666666666666)","(1.8, 2.04, 2.0277966101694918)","(12.0, 21.0, 19.068181818181817)"
04-01-2023 13:31:02.608538,"(6.0, 8.6, 8.432258064516128)","(15.0, 24.0, 22.333333333333332)","(4.6, 6.4, 6.233333333333333)","(6.5, 7.6, 7.366666666666666)","(1.8, 2.04, 2.0282758620689654)","(12.0, 21.0, 19.365384615384617)"
04-01-2023 13:31:03.598805,"(6.0, 8.6, 8.432258064516128)","(15.0, 24.0, 22.333333333333332)","(5.0, 6.4, 6.24)","(6.5, 7.4, 7.15)","(1.8, 2.04, 2.023452380952381)","(13.0, 21.0, 19.666666666666668)"
04-01-2023 13:31:04.468082,"(6.0, 8.6, 8.414285714285715)","(15.0, 24.0, 22.51851851851852)","(5.0, 6.4, 6.323809523809524)","(6.5, 7.2, 7.15)","(1.8, 2.04, 2.023452380952381)","(13.0, 21.0, 19.928571428571427)"
04-01-2023 13:31:05.356935,"(6.0, 8.6, 8.483333333333334)","(15.0, 24.0, 22.666666666666668)","(5.0, 6.4, 6.3375)","(6.5, 7.4, 7.31904761904762)","(1.8, 2.04, 2.009904761904762)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:06.448458,"(6.0, 8.6, 8.483333333333334)","(15.0, 24.0, 22.823529411764707)","(5.0, 6.4, 6.3375)","(6.5, 7.4, 7.3128205128205135)","(1.8, 2.04, 2.011542288557214)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:07.329404,"(6.0, 8.6, 8.483333333333334)","(15.0, 24.0, 22.823529411764707)","(5.0, 6.4, 6.3375)","(6.5, 7.4, 7.3128205128205135)","(1.8, 2.04, 2.0263636363636364)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:08.239040,"(6.0, 8.8, 8.7)","(15.0, 24.0, 23.14814814814815)","(5.0, 6.6, 6.293827160493827)","(6.5, 7.4, 7.343661971830986)","(1.8, 1.99, 1.9836170212765958)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:09.110899,"(6.0, 8.8, 8.784615384615385)","(15.0, 24.0, 23.233333333333334)","(5.0, 6.6, 6.297435897435897)","(6.5, 7.4, 7.2939759036144585)","(1.8, 1.99, 1.9840449438202248)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:09.942287,"(6.0, 9.0, 8.836363636363636)","(15.0, 24.0, 23.233333333333334)","(5.0, 6.6, 6.293506493506493)","(6.5, 7.4, 7.2939759036144585)","(1.8, 1.99, 1.9840449438202248)","(13.0, 21.0, 20.285714285714285)"
04-01-2023 13:31:10.983777,"(6.0, 9.0, 8.84)","(15.0, 24.0, 23.233333333333334)","(5.0, 6.6, 6.276923076923077)","(6.5, 7.4, 7.2939759036144585)","(1.8, 1.99, 1.9838888888888888)","(13.0, 21.0, 20.1)"
04-01-2023 13:31:11.880978,"(6.0, 9.2, 8.933333333333334)","(15.0, 24.0, 23.233333333333334)","(5.0, 6.6, 6.276923076923077)","(6.5, 7.4, 7.2939759036144585)","(1.8, 1.99, 1.9835353535353535)","(13.0, 21.0, 20.1)"
04-01-2023 13:31:12.879272,"(6.5, 9.2, 8.933333333333334)","(15.0, 24.0, 23.233333333333334)","(5.0, 6.6, 6.303529411764706)","(6.5, 7.4, 7.263529411764706)","(1.8, 1.99, 1.9835353535353535)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:13.816052,"(6.5, 9.4, 8.965517241379311)","(15.0, 23.0, 22.8)","(5.0, 6.6, 6.303529411764706)","(6.5, 7.4, 7.254545454545455)","(1.8, 1.99, 1.9874468085106383)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:14.661093,"(6.5, 9.4, 9.108571428571429)","(15.0, 23.0, 22.916666666666668)","(5.0, 6.6, 6.303529411764706)","(6.5, 7.4, 7.254545454545455)","(1.8, 1.99, 1.9874468085106383)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:15.570464,"(6.5, 9.2, 9.048275862068966)","(15.0, 23.0, 22.5)","(5.0, 6.4, 6.300000000000001)","(6.5, 7.6, 7.489230769230769)","(1.8, 1.99, 1.9837837837837837)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:16.519920,"(6.5, 9.2, 9.077777777777778)","(15.0, 23.0, 22.5)","(5.0, 6.4, 6.300000000000001)","(6.5, 7.6, 7.49873417721519)","(1.8, 1.99, 1.9808)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:17.432678,"(6.5, 9.2, 9.077777777777778)","(15.0, 23.0, 22.5)","(5.0, 6.4, 6.300000000000001)","(6.5, 7.6, 7.49873417721519)","(1.8, 1.99, 1.9808)","(13.0, 21.0, 20.0625)"
04-01-2023 13:31:18.333438,"(6.5, 9.2, 9.077777777777778)","(15.0, 23.0, 22.5)","(5.0, 6.4, 6.300000000000001)","(6.5, 7.6, 7.49873417721519)","(1.8, 1.99, 1.9808)","(13.0, 21.0, 20.25)"
04-01-2023 13:31:19.253863,"(6.5, 9.4, 9.258823529411766)","(16.0, 23.0, 22.545454545454547)","(5.0, 6.6, 6.297560975609756)","(6.0, 7.8, 7.6625)","(1.75, 1.95, 1.9223529411764706)","(13.0, 22.0, 20.941176470588236)"
04-01-2023 13:31:20.109041,"(6.5, 9.4, 9.344444444444445)","(16.0, 23.0, 22.545454545454547)","(5.0, 6.6, 6.418666666666667)","(6.0, 7.8, 7.6899999999999995)","(1.75, 1.93, 1.9223529411764706)","(13.0, 22.0, 21.142857142857142)"
04-01-2023 13:31:20.991348,"(6.5, 9.6, 9.48)","(16.0, 23.0, 22.545454545454547)","(5.0, 6.6, 6.416279069767442)","(6.0, 8.0, 7.95)","(1.75, 1.92, 1.908767123287671)","(13.0, 22.0, 21.142857142857142)"
04-01-2023 13:31:21.850889,"(6.5, 9.6, 9.458823529411765)","(16.0, 23.0, 22.545454545454547)","(5.0, 6.6, 6.416279069767442)","(6.0, 8.0, 7.957894736842105)","(1.75, 1.91, 1.9062857142857141)","(13.0, 22.0, 21.333333333333332)"
04-01-2023 13:31:22.711361,"(6.5, 9.8, 9.766666666666667)","(16.0, 24.0, 23.210526315789473)","(5.0, 6.6, 6.461176470588235)","(6.0, 7.4, 7.371428571428572)","(1.75, 1.93, 1.9129166666666666)","(13.0, 23.0, 22.428571428571427)"
04-01-2023 13:31:23.619459,"(6.5, 9.8, 9.733333333333334)","(16.0, 27.0, 24.46153846153846)","(5.0, 6.6, 6.459701492537314)","(6.0, 7.4, 7.306666666666667)","(1.75, 1.91, 1.9117333333333333)","(13.0, 23.0, 21.869565217391305)"
04-01-2023 13:31:24.498988,"(6.5, 9.8, 9.745454545454546)","(16.0, 26.0, 25.57142857142857)","(5.0, 6.6, 6.459701492537314)","(6.0, 7.4, 7.28)","(1.75, 1.92, 1.9117333333333333)","(13.0, 23.0, 21.869565217391305)"
04-01-2023 13:31:25.382506,"(6.5, 9.8, 9.753846153846155)","(16.0, 27.0, 26.076923076923077)","(4.8, 6.6, 6.364285714285714)","(6.5, 7.4, 7.294736842105263)","(1.7, 1.92, 1.9087999999999998)","(13.0, 23.0, 21.869565217391305)"
04-01-2023 13:31:26.360203,"(6.5, 10.0, 9.632)","(16.0, 27.0, 26.076923076923077)","(4.8, 6.6, 6.37741935483871)","(6.5, 7.4, 7.273170731707317)","(1.7, 1.92, 1.92)","(13.0, 23.0, 21.444444444444443)"
04-01-2023 13:31:27.319850,"(6.5, 11.0, 9.692957746478873)","(16.0, 27.0, 26.076923076923077)","(4.8, 6.4, 6.279136690647483)","(6.5, 7.4, 7.273170731707317)","(1.7, 1.93, 1.916060606060606)","(13.0, 23.0, 21.75)"
04-01-2023 13:31:28.304915,"(6.5, 10.5, 10.037037037037036)","(16.0, 27.0, 26.076923076923077)","(4.8, 6.6, 6.358273381294964)","(6.5, 7.4, 7.185964912280702)","(1.7, 1.93, 1.9166666666666665)","(13.0, 23.0, 21.75)"
04-01-2023 13:31:29.222214,"(6.5, 10.5, 10.140625)","(16.0, 27.0, 25.4)","(4.8, 6.6, 6.358273381294964)","(6.5, 7.2, 7.185964912280702)","(1.7, 1.93, 1.915185185185185)","(13.0, 23.0, 21.75)"
04-01-2023 13:31:30.113354,"(6.5, 10.5, 10.327272727272728)","(16.0, 27.0, 25.4)","(4.8, 6.6, 6.3052631578947365)","(6.5, 7.2, 7.160606060606061)","(1.7, 1.93, 1.915185185185185)","(13.0, 23.0, 21.75)"
04-01-2023 13:31:31.105470,"(6.5, 10.5, 10.327272727272728)","(16.0, 27.0, 25.4)","(4.8, 6.4, 6.2846153846153845)","(6.5, 7.2, 7.1682539682539685)","(1.7, 1.92, 1.9108108108108108)","(13.0, 23.0, 21.928571428571427)"
04-01-2023 13:31:32.155362,"(6.5, 10.5, 10.352941176470589)","(16.0, 27.0, 25.4)","(5.0, 6.4, 6.300000000000001)","(6.0, 7.2, 7.182608695652174)","(1.75, 1.92, 1.9066666666666665)","(14.0, 23.0, 21.928571428571427)"
04-01-2023 13:31:33.153979,"(6.5, 10.5, 10.352941176470589)","(16.0, 27.0, 25.4)","(5.0, 6.4, 6.281481481481482)","(6.0, 7.2, 7.111111111111112)","(1.75, 1.92, 1.92)","(14.0, 23.0, 21.580645161290324)"
04-01-2023 13:31:34.054029,"(6.5, 10.5, 10.368421052631579)","(16.0, 27.0, 25.4)","(5.0, 6.4, 6.276923076923077)","(6.0, 7.2, 7.111111111111112)","(1.75, 1.93, 1.9142622950819672)","(14.0, 23.0, 21.533333333333335)"
04-01-2023 13:31:34.929859,"(6.5, 10.5, 10.385964912280702)","(16.0, 27.0, 26.11111111111111)","(5.0, 6.4, 6.322580645161291)","(6.0, 7.2, 7.125925925925926)","(1.75, 1.93, 1.9188372093023256)","(14.0, 23.0, 21.533333333333335)"
04-01-2023 13:31:35.834844,"(6.5, 10.5, 10.385964912280702)","(16.0, 27.0, 26.11111111111111)","(5.0, 6.4, 6.230769230769231)","(6.0, 7.2, 7.111111111111112)","(1.75, 1.93, 1.906060606060606)","(14.0, 23.0, 22.1)"
04-01-2023 13:31:36.715942,"(6.5, 11.0, 10.454545454545455)","(16.0, 27.0, 26.8)","(5.0, 6.4, 6.276190476190476)","(6.0, 7.2, 7.1395348837209305)","(1.75, 1.91, 1.9012765957446807)","(14.0, 23.0, 21.928571428571427)"
04-01-2023 13:31:37.698539,"(6.5, 11.0, 10.521739130434783)","(16.0, 27.0, 26.8)","(5.0, 6.4, 6.2813559322033905)","(6.0, 7.2, 7.309574468085106)","(1.75, 1.91, 1.883485477178423)","(14.0, 22.0, 21.928571428571427)"
04-01-2023 13:31:38.657833,"(6.5, 10.5, 10.49074074074074)","(16.0, 27.0, 26.81818181818182)","(5.0, 6.4, 6.287096774193548)","(6.0, 7.4, 7.323863636363637)","(1.75, 1.89, 1.8896774193548387)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:39.598162,"(6.5, 11.0, 10.435897435897436)","(16.0, 28.0, 26.6)","(5.0, 6.4, 6.296)","(6.0, 7.4, 7.3130434782608695)","(1.75, 1.9, 1.9022857142857141)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:40.605298,"(6.5, 11.0, 10.387096774193548)","(16.0, 28.0, 26.6)","(5.0, 6.4, 6.2439024390243905)","(6.0, 7.4, 7.318032786885246)","(1.75, 1.91, 1.9084684684684683)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:41.531514,"(6.5, 11.0, 10.394957983193278)","(16.0, 28.0, 26.6)","(5.0, 6.4, 6.247619047619048)","(6.0, 7.4, 7.318032786885246)","(1.75, 1.91, 1.9094478527607361)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:42.374526,"(6.5, 11.0, 10.414634146341463)","(16.0, 28.0, 27.454545454545453)","(5.0, 6.4, 6.229268292682927)","(6.0, 7.4, 7.318032786885246)","(1.75, 1.91, 1.9094478527607361)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:43.266639,"(6.5, 11.0, 10.4)","(16.0, 27.0, 26.666666666666668)","(5.0, 6.4, 6.273913043478261)","(6.0, 7.4, 7.314893617021277)","(1.75, 1.91, 1.909020979020979)","(14.0, 22.0, 21.923076923076923)"
04-01-2023 13:31:44.235307,"(6.5, 11.0, 10.4)","(16.0, 27.0, 26.125)","(5.0, 6.4, 6.261818181818182)","(6.0, 7.4, 7.318032786885246)","(1.75, 1.92, 1.9159055118110235)","(14.0, 22.0, 20.928571428571427)"
04-01-2023 13:31:45.205084,"(6.5, 11.0, 10.4)","(16.0, 27.0, 26.0)","(5.0, 6.4, 6.253846153846154)","(6.0, 7.4, 7.318032786885246)","(1.75, 1.92, 1.9125714285714286)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:46.155767,"(6.5, 11.0, 10.40625)","(16.0, 24.0, 23.384615384615383)","(5.0, 6.4, 6.253846153846154)","(6.0, 7.4, 7.323428571428572)","(1.75, 1.92, 1.9251785714285714)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:47.154968,"(6.5, 11.0, 10.458646616541353)","(16.0, 24.0, 23.555555555555557)","(5.0, 6.4, 6.247457627118644)","(6.0, 7.4, 7.323428571428572)","(1.75, 1.93, 1.9276470588235293)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:48.065248,"(6.5, 11.0, 10.446153846153846)","(16.0, 24.0, 23.555555555555557)","(5.0, 6.4, 6.247457627118644)","(6.0, 7.4, 7.323428571428572)","(1.75, 1.93, 1.9276470588235293)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:49.026702,"(6.5, 11.0, 10.4)","(16.0, 23.0, 22.142857142857142)","(5.0, 6.4, 6.247457627118644)","(6.0, 7.4, 7.314893617021277)","(1.75, 1.94, 1.936280991735537)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:49.975635,"(6.5, 11.0, 10.403361344537815)","(16.0, 22.0, 21.952380952380953)","(5.0, 6.4, 6.252459016393443)","(6.0, 7.4, 7.314893617021277)","(1.75, 1.94, 1.928625)","(14.0, 21.0, 20.928571428571427)"
04-01-2023 13:31:50.925573,"(6.5, 11.0, 10.415254237288135)","(16.0, 22.0, 21.444444444444443)","(5.0, 6.4, 6.2615384615384615)","(6.0, 7.6, 7.495833333333334)","(1.75, 1.93, 1.9286301369863013)","(14.0, 21.0, 20.928571428571427)"
