,Hear The Call Nz,Lara Bay,Regal Nightshade Nz,Jang Pel,Major Tralee,Make Mine Joe,Underthekilt,After Darn,Betting Baron
11-01-2023 18:50:23.107327,"(3.0, 99999, 99990)","(16.0, 24.0, 24.5)","(13.0, 99999, 99990)","(31.0, 90.0, 82.5)","(4.6, 5.6, 5.555555555555555)","(31.0, 80.0, 65.0)","(4.2, 5.3, 5.013333333333334)","(5.5, 6.6, 6.333333333333334)","(10.0, 13.5, 12.552631578947368)"
11-01-2023 18:50:24.527090,"(3.0, 99999, 99990)","(16.0, 26.0, 24.25)","(13.0, 99999, 99990)","(31.0, 90.0, 82.5)","(4.6, 5.6, 5.538461538461538)","(31.0, 80.0, 70.0)","(4.2, 5.1, 4.888888888888888)","(5.5, 6.4, 6.45)","(10.0, 13.5, 13.138554216867469)"
11-01-2023 18:50:26.023644,"(3.0, 99999, 99990)","(16.0, 27.0, 24.25)","(13.0, 99999, 99990)","(31.0, 90.0, 92.5)","(4.6, 5.7, 5.466666666666667)","(31.0, 80.0, 70.9090909090909)","(4.2, 5.0, 4.852380952380953)","(5.5, 6.6, 6.52)","(10.0, 13.5, 13.138554216867469)"
11-01-2023 18:50:27.536193,"(3.0, 99999, 99990)","(16.0, 27.0, 24.904761904761905)","(13.0, 99999, 99990)","(31.0, 110.0, 101.25)","(4.6, 5.7, 5.45)","(31.0, 80.0, 70.9090909090909)","(4.2, 4.9, 4.7250000000000005)","(5.5, 6.6, 6.52)","(10.0, 13.5, 13.19620253164557)"
11-01-2023 18:50:29.074603,"(3.0, 99999, 99990)","(16.0, 27.0, 25.058823529411764)","(13.0, 99999, 99990)","(31.0, 110.0, 101.25)","(4.6, 5.7, 5.441935483870967)","(31.0, 80.0, 70.9090909090909)","(4.2, 4.9, 4.8500000000000005)","(5.5, 6.6, 6.49090909090909)","(10.0, 13.5, 13.188311688311689)"
11-01-2023 18:50:30.899241,"(3.0, 99999, 99990)","(16.0, 27.0, 24.857142857142858)","(13.0, 99999, 99990)","(31.0, 110.0, 101.25)","(4.6, 5.7, 5.52)","(31.0, 80.0, 62.142857142857146)","(4.2, 4.9, 4.866666666666667)","(5.5, 6.6, 6.5)","(10.0, 13.5, 13.192307692307692)"
11-01-2023 18:50:32.479779,"(3.0, 99999, 99990)","(16.0, 27.0, 24.857142857142858)","(13.0, 99999, 99990)","(31.0, 110.0, 101.25)","(4.6, 5.6, 5.52)","(31.0, 80.0, 63.0)","(4.2, 4.9, 4.866666666666667)","(5.5, 6.6, 6.57391304347826)","(10.0, 13.5, 13.19620253164557)"
11-01-2023 18:50:34.049705,"(3.0, 99999, 99990)","(16.0, 27.0, 25.235294117647058)","(13.0, 99999, 99990)","(41.0, 110.0, 101.25)","(4.6, 5.6, 5.542857142857143)","(31.0, 75.0, 60.714285714285715)","(4.2, 4.9, 4.866666666666667)","(5.5, 6.6, 6.57391304347826)","(10.0, 13.5, 13.19620253164557)"
11-01-2023 18:50:35.482905,"(3.0, 99999, 99990)","(16.0, 27.0, 25.125)","(13.0, 99999, 99990)","(41.0, 110.0, 104.16666666666666)","(4.6, 5.6, 5.5125)","(31.0, 75.0, 57.0)","(4.2, 4.9, 4.914285714285714)","(5.5, 6.6, 6.410526315789474)","(10.0, 13.5, 12.386363636363637)"
11-01-2023 18:50:36.953675,"(3.0, 99999, 99990)","(16.0, 27.0, 26.857142857142858)","(13.0, 99999, 99990)","(41.0, 110.0, 104.16666666666666)","(4.6, 5.7, 5.45)","(31.0, 75.0, 57.0)","(4.2, 5.1, 4.817391304347826)","(5.5, 7.0, 6.463157894736843)","(10.0, 12.5, 12.944444444444445)"
11-01-2023 18:50:38.415446,"(3.0, 99999, 99990)","(16.0, 29.0, 26.857142857142858)","(13.0, 99999, 99990)","(41.0, 110.0, 104.16666666666666)","(4.6, 5.7, 5.45)","(31.0, 75.0, 55.76923076923077)","(4.2, 5.1, 4.817391304347826)","(5.5, 7.0, 6.463157894736843)","(10.0, 13.5, 12.944444444444445)"
11-01-2023 18:50:39.953937,"(2.9, 99999, 99990)","(17.0, 29.0, 27.615384615384617)","(12.0, 99999, 99990)","(41.0, 110.0, 108.57142857142857)","(4.6, 5.7, 5.546875)","(31.0, 75.0, 57.5)","(4.2, 5.1, 4.99)","(5.5, 7.0, 5.91)","(10.0, 13.5, 13.03125)"
11-01-2023 18:50:41.416166,"(2.9, 99999, 99990)","(17.0, 29.0, 27.2)","(12.0, 99999, 99990)","(41.0, 120.0, 112.0)","(4.6, 5.8, 5.425000000000001)","(31.0, 75.0, 58.33333333333333)","(4.2, 5.2, 4.99)","(5.5, 6.0, 7.0414414414414415)","(10.0, 13.5, 12.875)"
11-01-2023 18:50:43.007563,"(2.9, 99999, 99990)","(17.0, 29.0, 27.363636363636363)","(12.0, 99999, 99990)","(41.0, 120.0, 112.72727272727272)","(4.6, 5.8, 5.314285714285714)","(31.0, 75.0, 60.0)","(4.2, 5.2, 4.99)","(5.5, 7.2, 7.035087719298246)","(10.0, 13.5, 12.617647058823529)"
11-01-2023 18:50:44.495080,"(2.9, 99999, 99990)","(17.0, 29.0, 27.363636363636363)","(12.0, 99999, 99990)","(41.0, 120.0, 112.72727272727272)","(4.6, 5.5, 5.3)","(31.0, 75.0, 57.857142857142854)","(4.2, 5.2, 4.99)","(5.5, 7.2, 7.068)","(10.0, 13.5, 12.617647058823529)"
11-01-2023 18:50:45.982386,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 112.72727272727272)","(4.6, 5.5, 5.3)","(31.0, 75.0, 57.857142857142854)","(4.2, 5.2, 4.99)","(5.5, 7.2, 7.068)","(10.0, 13.5, 12.617647058823529)"
11-01-2023 18:50:47.512143,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 102.5)","(4.6, 5.5, 5.3)","(31.0, 75.0, 57.857142857142854)","(4.2, 5.2, 4.99)","(5.5, 7.2, 7.068)","(10.0, 13.5, 13.333333333333334)"
11-01-2023 18:50:49.006476,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 100.0)","(4.6, 5.5, 5.358823529411765)","(31.0, 75.0, 63.0)","(4.2, 5.2, 4.966666666666667)","(5.5, 7.2, 7.068)","(10.0, 14.0, 12.973684210526315)"
11-01-2023 18:50:50.486935,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 115.0)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 63.75)","(4.2, 5.2, 4.804444444444444)","(5.5, 7.2, 7.068)","(10.0, 14.0, 13.192307692307692)"
11-01-2023 18:50:51.841958,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 115.0)","(4.6, 5.5, 5.358823529411765)","(31.0, 75.0, 63.75)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.068)","(10.0, 14.0, 13.192307692307692)"
11-01-2023 18:50:53.357016,"(2.9, 99999, 99990)","(17.0, 29.0, 26.428571428571427)","(12.0, 99999, 99990)","(41.0, 120.0, 115.0)","(4.6, 5.5, 5.358823529411765)","(31.0, 75.0, 63.75)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.068)","(10.0, 14.0, 13.192307692307692)"
11-01-2023 18:50:54.775514,"(2.9, 99999, 99990)","(17.0, 29.0, 27.666666666666668)","(12.0, 99999, 99990)","(41.0, 120.0, 115.0)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 65.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.016666666666667)","(10.0, 14.0, 12.578947368421053)"
11-01-2023 18:50:56.199846,"(2.9, 99999, 99990)","(17.0, 29.0, 28.176470588235293)","(12.0, 99999, 99990)","(41.0, 120.0, 115.0)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 65.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.016666666666667)","(10.0, 14.0, 12.578947368421053)"
11-01-2023 18:50:57.653950,"(2.9, 99999, 99990)","(17.0, 32.0, 28.75)","(12.0, 99999, 99990)","(41.0, 120.0, 123.33333333333333)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 65.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.016666666666667)","(10.0, 14.0, 12.578947368421053)"
11-01-2023 18:50:59.178360,"(2.9, 99999, 99990)","(17.0, 32.0, 28.904761904761905)","(12.0, 99999, 99990)","(41.0, 150.0, 123.33333333333333)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 65.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.016666666666667)","(10.0, 14.0, 12.578947368421053)"
11-01-2023 18:51:00.691969,"(2.9, 99999, 99990)","(17.0, 32.0, 29.291666666666668)","(12.0, 99999, 99990)","(41.0, 150.0, 126.66666666666667)","(4.6, 5.5, 5.374193548387097)","(31.0, 75.0, 54.285714285714285)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.083636363636364)","(10.0, 14.0, 13.076923076923077)"
11-01-2023 18:51:02.147430,"(2.9, 99999, 99990)","(18.0, 32.0, 29.291666666666668)","(12.0, 99999, 99990)","(41.0, 210.0, 136.66666666666666)","(4.6, 5.5, 5.374193548387097)","(31.0, 55.0, 66.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.083636363636364)","(10.0, 14.0, 13.086206896551724)"
11-01-2023 18:51:03.637616,"(2.9, 99999, 99990)","(18.0, 32.0, 29.291666666666668)","(12.0, 99999, 99990)","(41.0, 190.0, 136.66666666666666)","(4.6, 5.5, 5.374193548387097)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.083636363636364)","(10.0, 13.5, 13.086206896551724)"
11-01-2023 18:51:05.091747,"(2.9, 99999, 99990)","(18.0, 32.0, 28.904761904761905)","(12.0, 99999, 99990)","(41.0, 190.0, 136.66666666666666)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.083636363636364)","(10.0, 13.5, 12.828947368421053)"
11-01-2023 18:51:06.562900,"(2.9, 99999, 99990)","(18.0, 32.0, 28.153846153846153)","(12.0, 99999, 99990)","(41.0, 190.0, 150.0)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.804444444444444)","(5.5, 7.2, 7.083636363636364)","(10.0, 13.5, 12.590909090909092)"
11-01-2023 18:51:07.980511,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 190.0, 167.14285714285714)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.728125)","(5.5, 7.2, 7.073015873015873)","(10.0, 13.0, 12.362068965517242)"
11-01-2023 18:51:09.425524,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 190.0, 167.14285714285714)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.728125)","(5.5, 7.2, 7.073015873015873)","(10.0, 12.5, 12.362068965517242)"
11-01-2023 18:51:10.825879,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 190.0, 167.14285714285714)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 68.0)","(4.2, 4.9, 4.728125)","(5.5, 7.2, 7.073015873015873)","(10.0, 12.5, 12.351851851851851)"
11-01-2023 18:51:12.389159,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 190.0, 167.14285714285714)","(4.6, 5.5, 5.423529411764706)","(31.0, 70.0, 66.85714285714286)","(4.2, 4.9, 4.728125)","(5.5, 7.2, 7.073015873015873)","(10.0, 12.5, 12.351851851851851)"
11-01-2023 18:51:14.070528,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 190.0, 160.0)","(4.6, 5.5, 5.413333333333333)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.728125)","(5.5, 7.2, 7.075409836065574)","(10.0, 12.5, 12.351851851851851)"
11-01-2023 18:51:15.873498,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 180.0, 160.0)","(4.6, 5.5, 5.416129032258064)","(31.0, 70.0, 66.0)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 7.075409836065574)","(10.0, 12.5, 12.351851851851851)"
11-01-2023 18:51:17.515224,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 180.0, 152.85714285714286)","(4.6, 5.5, 5.42972972972973)","(31.0, 70.0, 60.0)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 7.01)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:19.077619,"(2.9, 99999, 99990)","(18.0, 32.0, 29.692307692307693)","(12.0, 99999, 99990)","(41.0, 170.0, 152.85714285714286)","(4.6, 5.5, 5.42972972972973)","(31.0, 70.0, 60.0)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 7.01)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:20.624667,"(2.9, 99999, 99990)","(18.0, 32.0, 29.857142857142858)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.42972972972973)","(31.0, 75.0, 60.0)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 7.01)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:22.205626,"(2.9, 99999, 99990)","(18.0, 32.0, 36.2)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.443478260869565)","(31.0, 70.0, 66.25)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 7.0095238095238095)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:23.824665,"(2.9, 99999, 99990)","(18.0, 38.0, 32.35294117647059)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.443478260869565)","(31.0, 70.0, 64.5)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.977777777777778)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:25.858360,"(2.9, 99999, 99990)","(18.0, 40.0, 33.2)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.448)","(31.0, 70.0, 61.5)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.977777777777778)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:27.858055,"(2.9, 99999, 99990)","(18.0, 38.0, 32.5)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.448)","(31.0, 75.0, 61.5)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.832258064516129)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:29.844556,"(2.9, 99999, 99990)","(18.0, 38.0, 32.75)","(12.0, 99999, 99990)","(41.0, 170.0, 136.66666666666666)","(4.6, 5.5, 5.448)","(31.0, 75.0, 61.5)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.832258064516129)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:31.297760,"(2.9, 99999, 99990)","(18.0, 38.0, 33.8)","(12.0, 99999, 99990)","(41.0, 170.0, 131.66666666666666)","(4.6, 5.5, 5.413333333333333)","(31.0, 75.0, 61.5)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.9)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:32.844020,"(2.9, 99999, 99990)","(18.0, 38.0, 33.8)","(12.0, 99999, 99990)","(41.0, 190.0, 131.66666666666666)","(4.6, 5.5, 5.413333333333333)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.6674999999999995)","(5.5, 7.0, 6.9)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:34.314995,"(2.9, 99999, 99990)","(18.0, 38.0, 33.8)","(12.0, 99999, 99990)","(41.0, 190.0, 130.0)","(4.6, 5.5, 5.37)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.6674999999999995)","(5.5, 7.0, 6.9)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:35.762443,"(2.9, 99999, 99990)","(18.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(41.0, 200.0, 130.0)","(4.6, 5.5, 5.581818181818181)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.0, 7.033333333333333)","(10.0, 12.5, 12.326086956521738)"
11-01-2023 18:51:37.108451,"(2.9, 99999, 99990)","(18.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(41.0, 200.0, 143.33333333333334)","(4.6, 5.6, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.952)","(10.0, 12.5, 12.34)"
11-01-2023 18:51:38.488160,"(2.9, 99999, 99990)","(18.0, 38.0, 34.5)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.725352112676057)","(5.5, 7.2, 6.952)","(10.0, 12.5, 12.34)"
11-01-2023 18:51:39.972669,"(2.9, 99999, 99990)","(18.0, 38.0, 34.5)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.714925373134329)","(5.5, 7.2, 6.952)","(10.0, 12.5, 12.34)"
11-01-2023 18:51:41.682064,"(2.9, 99999, 99990)","(18.0, 38.0, 34.5)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.634285714285714)","(5.5, 7.2, 6.952)","(10.0, 12.5, 12.34)"
11-01-2023 18:51:43.240732,"(2.9, 99999, 99990)","(19.0, 38.0, 34.5)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.9, 4.523076923076923)","(5.5, 7.2, 7.017647058823529)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:44.826239,"(2.9, 99999, 99990)","(19.0, 38.0, 36.4)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.6, 4.523076923076923)","(5.5, 7.2, 7.017647058823529)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:46.343514,"(2.9, 99999, 99990)","(19.0, 38.0, 36.4)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.6, 4.507692307692308)","(5.5, 7.2, 7.017647058823529)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:47.784433,"(2.9, 99999, 99990)","(19.0, 38.0, 36.4)","(12.0, 99999, 99990)","(41.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.6, 4.514285714285714)","(5.5, 7.2, 7.017647058823529)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:49.290749,"(2.9, 99999, 99990)","(19.0, 38.0, 36.4)","(12.0, 99999, 99990)","(41.0, 190.0, 131.66666666666666)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.8, 4.472727272727273)","(5.5, 7.2, 7.017647058823529)","(10.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:50.588462,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 131.66666666666666)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.8, 4.472727272727273)","(5.5, 7.2, 6.98974358974359)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:51.856104,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 131.66666666666666)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 57.69230769230769)","(4.2, 4.8, 4.452459016393443)","(5.5, 7.2, 7.017647058823529)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:53.127196,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.452459016393443)","(5.5, 7.2, 7.017647058823529)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:54.487940,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.497142857142857)","(5.5, 7.2, 7.017647058823529)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:55.792350,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.533333333333333)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:57.111240,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.533333333333333)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:58.504726,"(3.0, 99999, 99990)","(21.0, 38.0, 36.4)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.526666666666666)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.533333333333333)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:51:59.813314,"(3.0, 99999, 99990)","(21.0, 38.0, 36.73684210526316)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.514285714285714)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.533333333333333)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:01.215692,"(3.0, 99999, 99990)","(21.0, 38.0, 36.73684210526316)","(12.0, 99999, 99990)","(61.0, 190.0, 143.33333333333334)","(4.6, 5.7, 5.640909090909091)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.533333333333333)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:02.696789,"(3.1, 99999, 99990)","(21.0, 38.0, 36.73684210526316)","(12.0, 99999, 99990)","(61.0, 190.0, 160.0)","(4.6, 5.7, 5.6169811320754715)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.6038461538461535)","(5.5, 7.2, 6.9862068965517246)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:04.071516,"(3.1, 99999, 99990)","(21.0, 38.0, 36.73684210526316)","(12.0, 99999, 99990)","(61.0, 190.0, 130.0)","(4.6, 5.7, 5.6169811320754715)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.6038461538461535)","(5.5, 7.2, 7.017647058823529)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:05.502553,"(3.1, 99999, 99990)","(21.0, 38.0, 36.666666666666664)","(12.0, 99999, 99990)","(61.0, 190.0, 162.0)","(4.6, 5.7, 5.595652173913043)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.6454545454545455)","(5.5, 7.2, 7.017647058823529)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:07.051278,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(61.0, 180.0, 162.0)","(4.6, 5.7, 5.5588235294117645)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.6454545454545455)","(5.5, 7.2, 7.022857142857143)","(9.0, 12.5, 12.333333333333334)"
11-01-2023 18:52:08.511701,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(61.0, 180.0, 137.5)","(4.6, 5.7, 5.4714285714285715)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.656338028169014)","(5.5, 7.2, 7.022857142857143)","(9.0, 12.5, 12.347826086956522)"
11-01-2023 18:52:09.964560,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(61.0, 180.0, 137.5)","(4.6, 5.5, 5.48)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.659701492537313)","(5.5, 7.2, 6.88)","(9.0, 12.5, 12.347826086956522)"
11-01-2023 18:52:11.391328,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(41.0, 180.0, 137.5)","(4.6, 5.5, 5.48)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.8, 4.626666666666667)","(5.5, 7.0, 6.961538461538462)","(9.0, 12.5, 12.379310344827585)"
11-01-2023 18:52:12.790972,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(41.0, 180.0, 137.5)","(4.6, 5.5, 5.472727272727273)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.7, 4.648837209302326)","(5.5, 7.2, 6.961538461538462)","(9.0, 12.5, 12.379310344827585)"
11-01-2023 18:52:14.234091,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(51.0, 180.0, 137.5)","(4.6, 5.5, 5.472727272727273)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.7, 4.6521739130434785)","(5.5, 7.2, 6.9787234042553195)","(9.0, 12.5, 12.379310344827585)"
11-01-2023 18:52:15.747386,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(51.0, 180.0, 137.5)","(4.6, 5.5, 5.472727272727273)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.7, 4.6521739130434785)","(5.5, 7.2, 6.955555555555556)","(9.0, 12.5, 12.379310344827585)"
11-01-2023 18:52:17.234875,"(3.1, 99999, 99990)","(21.0, 38.0, 35.666666666666664)","(12.0, 99999, 99990)","(51.0, 180.0, 137.5)","(4.6, 5.5, 5.472727272727273)","(31.0, 75.0, 58.92857142857143)","(4.2, 4.7, 4.659259259259259)","(5.5, 7.2, 6.955555555555556)","(9.0, 12.5, 12.379310344827585)"
