,Sugar Shane,Aston Pride,Adelmo Bale,Clips,Winnington Bale,Poppys Pride,Limiting
10-01-2023 16:31:24.804748,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4081249999999998)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.166666666666668)","(21.0, 80.0, 61.666666666666664)"
10-01-2023 16:31:25.885141,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4081249999999998)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.166666666666668)","(21.0, 80.0, 61.666666666666664)"
10-01-2023 16:31:26.926276,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4094444444444443)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.256603773584906)","(10.0, 16.5, 16.166666666666668)","(21.0, 80.0, 57.083333333333336)"
10-01-2023 16:31:28.041483,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 35.5)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.256603773584906)","(10.0, 16.5, 16.166666666666668)","(21.0, 80.0, 57.083333333333336)"
10-01-2023 16:31:29.152454,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 36.23529411764706)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.166666666666668)","(21.0, 80.0, 57.30769230769231)"
10-01-2023 16:31:30.271505,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 70.0, 60.833333333333336)"
10-01-2023 16:31:31.590372,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 70.0, 62.0)"
10-01-2023 16:31:32.667701,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 70.0, 65.0)"
10-01-2023 16:31:33.729188,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4094444444444443)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 70.0, 73.33333333333333)"
10-01-2023 16:31:34.748932,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4094444444444443)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.5)"
10-01-2023 16:31:35.799355,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 35.69230769230769)","(1.24, 1.42, 1.4094444444444443)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.5)"
10-01-2023 16:31:36.839355,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.25)","(1.24, 1.42, 1.4079069767441859)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 69.0909090909091)"
10-01-2023 16:31:37.821557,"(51.0, 120.0, 105.0)","(16.0, 38.0, 35.5)","(1.24, 1.42, 1.4094444444444443)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 70.0)"
10-01-2023 16:31:38.880760,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4065384615384615)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.219047619047619)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 70.0)"
10-01-2023 16:31:40.002762,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.43, 1.409189189189189)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.214634146341464)","(10.0, 16.5, 16.0)","(21.0, 80.0, 70.0)"
10-01-2023 16:31:41.060546,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4135897435897435)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.2846153846153845)","(10.0, 16.5, 16.0)","(21.0, 80.0, 70.0)"
10-01-2023 16:31:42.220840,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4071794871794872)","(31.0, 65.0, 63.148148148148145)","(5.5, 6.4, 6.291666666666667)","(10.0, 16.5, 16.0)","(21.0, 80.0, 70.0)"
10-01-2023 16:31:43.326531,"(51.0, 120.0, 105.71428571428571)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4071794871794872)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.310344827586207)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:44.349783,"(51.0, 120.0, 108.88888888888889)","(16.0, 38.0, 36.666666666666664)","(1.24, 1.42, 1.4073684210526316)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.310344827586207)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:45.300121,"(51.0, 120.0, 103.33333333333333)","(16.0, 38.0, 36.57142857142857)","(1.24, 1.42, 1.4064788732394364)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.310344827586207)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:46.343465,"(51.0, 120.0, 102.85714285714286)","(16.0, 38.0, 36.57142857142857)","(1.24, 1.42, 1.4064788732394364)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.310344827586207)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:47.320128,"(51.0, 120.0, 97.5)","(16.0, 38.0, 36.57142857142857)","(1.24, 1.42, 1.4045098039215684)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.281818181818182)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:48.327911,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.13157894736842)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:49.387404,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.0)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:50.377427,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.071428571428573)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:51.382245,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.071428571428573)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:52.443218,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.071428571428573)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:53.507480,"(51.0, 110.0, 105.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4037113402061854)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.273170731707317)","(10.0, 16.5, 16.071428571428573)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:54.836637,"(51.0, 110.0, 105.0)","(16.0, 38.0, 36.57142857142857)","(1.24, 1.42, 1.4048484848484848)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.5, 15.958333333333334)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:55.982969,"(51.0, 110.0, 105.0)","(16.0, 38.0, 36.57142857142857)","(1.24, 1.42, 1.4056470588235292)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.5, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:56.989746,"(51.0, 110.0, 108.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4056470588235292)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:58.110131,"(51.0, 110.0, 108.33333333333333)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4056470588235292)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:31:59.356586,"(51.0, 110.0, 106.66666666666667)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.408)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:00.433449,"(51.0, 110.0, 109.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.408)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:01.535357,"(51.0, 120.0, 112.0)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.408)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:02.472765,"(51.0, 120.0, 111.42857142857143)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4066666666666665)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.189830508474577)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:03.515220,"(51.0, 120.0, 111.42857142857143)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.43, 1.417741935483871)","(31.0, 65.0, 63.4375)","(5.5, 6.4, 6.16)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:04.582253,"(51.0, 120.0, 112.3076923076923)","(16.0, 38.0, 34.666666666666664)","(1.24, 1.42, 1.4094117647058824)","(31.0, 65.0, 63.38709677419355)","(5.5, 6.4, 6.16)","(10.0, 16.0, 15.76923076923077)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:05.696346,"(51.0, 120.0, 113.75)","(16.0, 38.0, 36.666666666666664)","(1.24, 1.42, 1.414705882352941)","(31.0, 65.0, 63.38709677419355)","(5.5, 6.4, 6.155223880597015)","(10.0, 16.0, 15.74074074074074)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:06.785149,"(51.0, 120.0, 111.66666666666667)","(16.0, 38.0, 36.666666666666664)","(1.24, 1.42, 1.413076923076923)","(31.0, 65.0, 63.38709677419355)","(5.5, 6.4, 6.1722222222222225)","(10.0, 16.0, 15.74074074074074)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:07.823221,"(51.0, 120.0, 107.5)","(16.0, 38.0, 36.666666666666664)","(1.24, 1.42, 1.413076923076923)","(31.0, 65.0, 63.38709677419355)","(5.5, 6.4, 6.1722222222222225)","(10.0, 16.0, 15.74074074074074)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:08.741980,"(51.0, 120.0, 107.5)","(16.0, 38.0, 37.04761904761905)","(1.24, 1.42, 1.4118181818181816)","(31.0, 65.0, 63.38709677419355)","(5.5, 6.4, 6.177142857142857)","(10.0, 16.0, 15.74074074074074)","(21.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:09.783323,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.04761904761905)","(1.24, 1.42, 1.4179310344827585)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.177142857142857)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:10.846496,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.42, 1.4204545454545454)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.177142857142857)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:11.995484,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.420381679389313)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.177142857142857)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:13.090212,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.420381679389313)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.16986301369863)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:14.177539,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.420381679389313)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.16986301369863)","(10.0, 16.0, 15.76923076923077)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:15.206497,"(51.0, 120.0, 105.71428571428571)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.418440366972477)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.16986301369863)","(10.0, 16.0, 15.76923076923077)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:16.205307,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.417766990291262)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.16986301369863)","(10.0, 16.0, 15.76923076923077)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:17.227875,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.419230769230769)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.177142857142857)","(10.0, 16.0, 15.76923076923077)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:18.288460,"(51.0, 120.0, 105.71428571428571)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.419230769230769)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.180281690140845)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:19.296204,"(51.0, 120.0, 107.5)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.43, 1.4197560975609755)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.4, 6.15609756097561)","(10.0, 16.0, 15.74074074074074)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:20.320480,"(51.0, 120.0, 105.71428571428571)","(17.0, 38.0, 37.09090909090909)","(1.24, 1.44, 1.4372911392405063)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 6.122222222222223)","(10.0, 16.0, 15.689655172413794)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:21.537633,"(51.0, 120.0, 107.5)","(17.0, 38.0, 36.888888888888886)","(1.24, 1.43, 1.4249999999999998)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 6.092307692307692)","(10.0, 16.0, 15.689655172413794)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:22.697430,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.04761904761905)","(1.24, 1.43, 1.4273333333333333)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 6.092307692307692)","(10.0, 16.0, 15.689655172413794)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:23.738251,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.04761904761905)","(1.24, 1.43, 1.4273333333333333)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 6.0807692307692305)","(10.0, 16.0, 15.689655172413794)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:24.727265,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.04761904761905)","(1.24, 1.43, 1.4262857142857142)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 6.0807692307692305)","(10.0, 16.0, 15.678571428571429)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:25.779729,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.04761904761905)","(1.24, 1.43, 1.4262857142857142)","(31.0, 65.0, 63.38709677419355)","(5.0, 6.2, 5.888461538461539)","(10.0, 16.0, 15.666666666666666)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:26.757350,"(51.0, 120.0, 105.71428571428571)","(19.0, 38.0, 37.04761904761905)","(1.24, 1.44, 1.434794520547945)","(31.0, 65.0, 63.38709677419355)","(5.0, 5.9, 5.888461538461539)","(10.0, 16.0, 15.666666666666666)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:27.793462,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.44444444444444)","(1.24, 1.44, 1.4341085271317828)","(31.0, 65.0, 63.38709677419355)","(5.0, 5.9, 5.86875)","(10.0, 16.0, 15.678571428571429)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:28.762847,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.473684210526315)","(1.24, 1.44, 1.4341984732824427)","(31.0, 65.0, 63.38709677419355)","(5.0, 5.9, 5.86875)","(10.0, 16.0, 15.678571428571429)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:29.731328,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.473684210526315)","(1.24, 1.44, 1.4343703703703703)","(31.0, 65.0, 63.38709677419355)","(5.0, 5.9, 5.8244444444444445)","(10.0, 16.0, 15.678571428571429)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:30.849332,"(51.0, 120.0, 107.5)","(19.0, 38.0, 37.473684210526315)","(1.24, 1.44, 1.4351592356687897)","(31.0, 65.0, 63.38709677419355)","(5.0, 5.9, 5.8244444444444445)","(10.0, 16.0, 15.7)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:31.913237,"(51.0, 120.0, 107.5)","(20.0, 38.0, 37.523809523809526)","(1.24, 1.44, 1.430705882352941)","(31.0, 65.0, 56.42857142857143)","(5.0, 5.9, 5.8244444444444445)","(11.0, 16.0, 15.709677419354838)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:32.946491,"(51.0, 120.0, 107.5)","(20.0, 38.0, 37.523809523809526)","(1.24, 1.44, 1.430705882352941)","(31.0, 65.0, 56.42857142857143)","(5.0, 5.9, 5.867857142857143)","(11.0, 16.0, 13.038461538461538)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:33.982524,"(51.0, 120.0, 107.5)","(20.0, 44.0, 42.18181818181818)","(1.24, 1.45, 1.4446875)","(31.0, 65.0, 56.42857142857143)","(5.0, 5.9, 6.033333333333333)","(11.0, 13.5, 12.84)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:35.082184,"(51.0, 120.0, 107.5)","(20.0, 44.0, 41.565217391304344)","(1.24, 1.45, 1.439230769230769)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 6.128571428571429)","(11.0, 13.0, 13.055555555555555)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:36.215398,"(51.0, 120.0, 107.5)","(20.0, 44.0, 41.925925925925924)","(1.24, 1.44, 1.4339583333333332)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 6.229508196721311)","(11.0, 13.5, 13.0)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:37.401180,"(51.0, 120.0, 107.5)","(20.0, 44.0, 41.925925925925924)","(1.24, 1.44, 1.4335555555555555)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.4, 6.2)","(11.0, 13.5, 12.321428571428571)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:38.502936,"(51.0, 120.0, 107.5)","(20.0, 44.0, 41.0)","(1.24, 1.44, 1.4335555555555555)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.4, 6.1567567567567565)","(11.0, 12.5, 12.964285714285714)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:39.493700,"(51.0, 120.0, 107.5)","(20.0, 44.0, 42.8)","(1.24, 1.44, 1.435)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 6.1567567567567565)","(11.0, 13.0, 13.1)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:40.480795,"(51.0, 120.0, 107.5)","(20.0, 44.0, 42.875)","(1.24, 1.45, 1.4470212765957446)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 6.083870967741936)","(11.0, 13.5, 13.1)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:41.495621,"(51.0, 120.0, 107.5)","(20.0, 44.0, 42.875)","(1.24, 1.45, 1.4472815533980583)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 6.0814814814814815)","(11.0, 13.5, 13.1)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:42.569862,"(51.0, 120.0, 107.5)","(20.0, 44.0, 43.142857142857146)","(1.24, 1.45, 1.4472815533980583)","(31.0, 65.0, 56.42857142857143)","(5.0, 6.2, 5.917857142857143)","(11.0, 13.5, 12.95)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:43.618522,"(51.0, 120.0, 107.5)","(20.0, 44.0, 43.294117647058826)","(1.24, 1.45, 1.44)","(31.0, 65.0, 59.78260869565217)","(5.0, 6.0, 6.582812499999999)","(11.0, 13.5, 12.842105263157894)","(31.0, 80.0, 66.25)"
10-01-2023 16:32:44.700111,"(51.0, 120.0, 107.5)","(20.0, 44.0, 43.25)","(1.24, 1.44, 1.43)","(31.0, 65.0, 60.2)","(5.0, 6.6, 6.784375)","(11.0, 13.0, 12.59375)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:45.793909,"(51.0, 120.0, 107.5)","(21.0, 44.0, 43.25)","(1.24, 1.43, 1.439795918367347)","(31.0, 65.0, 60.2)","(5.0, 6.8, 5.945)","(11.0, 13.0, 12.833333333333334)","(31.0, 80.0, 67.05882352941177)"
10-01-2023 16:32:46.827577,"(51.0, 120.0, 107.5)","(21.0, 44.0, 43.25)","(1.24, 1.44, 1.4389302325581395)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 5.929126213592233)","(11.0, 13.0, 12.842105263157894)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:47.898708,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.4477777777777778)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 6.0826086956521745)","(11.0, 13.0, 13.02)","(31.0, 80.0, 66.875)"
10-01-2023 16:32:48.947537,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.4477777777777778)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 6.0826086956521745)","(11.0, 13.5, 12.948275862068966)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:49.936969,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.44)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 6.156521739130435)","(11.0, 13.5, 12.983870967741936)","(31.0, 80.0, 66.875)"
10-01-2023 16:32:51.048364,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.44, 1.4380981595092024)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 6.065853658536586)","(11.0, 13.5, 11.655339805825243)","(31.0, 80.0, 68.33333333333333)"
10-01-2023 16:32:52.181132,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.44, 1.4408888888888889)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 6.047058823529412)","(10.0, 12.0, 12.8)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:53.308657,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.442991452991453)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 5.972)","(10.0, 13.0, 13.119047619047619)","(31.0, 80.0, 66.875)"
10-01-2023 16:32:54.338347,"(51.0, 120.0, 107.5)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.442991452991453)","(31.0, 65.0, 60.714285714285715)","(5.0, 6.2, 5.981818181818182)","(10.0, 13.5, 13.566666666666666)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:55.326004,"(51.0, 120.0, 108.57142857142857)","(21.0, 44.0, 42.5)","(1.24, 1.44, 1.4356451612903225)","(31.0, 65.0, 60.55555555555556)","(5.0, 6.2, 5.992)","(10.0, 14.0, 13.514285714285714)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:56.312675,"(51.0, 130.0, 116.66666666666667)","(21.0, 44.0, 42.5)","(1.24, 1.44, 1.4343548387096774)","(31.0, 65.0, 60.55555555555556)","(5.0, 6.0, 5.969)","(10.0, 14.0, 13.44186046511628)","(31.0, 80.0, 66.875)"
10-01-2023 16:32:57.389385,"(51.0, 130.0, 115.0)","(21.0, 44.0, 42.5)","(1.24, 1.46, 1.4559893048128343)","(31.0, 65.0, 56.111111111111114)","(5.0, 6.2, 5.9375)","(10.0, 14.0, 13.678571428571429)","(31.0, 80.0, 70.0)"
10-01-2023 16:32:58.496058,"(51.0, 130.0, 115.0)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.4378048780487804)","(31.0, 65.0, 56.111111111111114)","(5.0, 6.0, 5.903448275862069)","(10.0, 14.0, 13.458333333333334)","(31.0, 80.0, 66.875)"
10-01-2023 16:32:59.534049,"(51.0, 130.0, 115.0)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.4378048780487804)","(31.0, 65.0, 56.111111111111114)","(5.0, 6.0, 5.916129032258064)","(10.0, 13.5, 13.458333333333334)","(31.0, 80.0, 66.875)"
10-01-2023 16:33:00.600512,"(51.0, 130.0, 118.46153846153845)","(21.0, 44.0, 42.5)","(1.24, 1.45, 1.4682299546142208)","(31.0, 65.0, 56.25)","(5.0, 6.0, 5.775862068965517)","(10.0, 13.5, 13.25)","(31.0, 80.0, 67.14285714285714)"
