,Burns Bay,Luxury Lad,Be My Rock,Stompem Nz,Animado,Yep Got Chooks,Speak With Sam,Bangkok Deejay,Much Bettor Nz,Karloo Bradley Nz
16-12-2022 15:01:22.440839,"(1.65, 2.08, 2.073809523809524)","(14.0, 15.0, 14.678571428571429)","(14.0, 15.5, 14.818181818181818)","(81.0, 99999, 99990)","(10.0, 14.5, 14.357142857142858)","(71.0, 160.0, 141.42857142857144)","(61.0, 110.0, 91.25)","(4.4, 5.6, 5.4399999999999995)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:23.643195,"(1.65, 2.12, 2.08984126984127)","(14.0, 15.5, 15.038461538461538)","(14.0, 15.5, 14.666666666666666)","(81.0, 99999, 99990)","(10.0, 14.5, 14.277777777777779)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.4399999999999995)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:24.823009,"(1.65, 2.12, 2.0935135135135137)","(14.0, 15.5, 14.75)","(14.0, 15.5, 14.413793103448276)","(81.0, 99999, 99990)","(10.0, 14.0, 13.882352941176471)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.4399999999999995)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:26.036954,"(1.65, 2.12, 2.0935135135135137)","(14.0, 15.5, 14.75)","(14.0, 15.5, 14.324324324324325)","(81.0, 99999, 99990)","(10.0, 14.0, 13.882352941176471)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.388888888888888)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:27.277770,"(1.65, 2.12, 2.094763948497854)","(14.0, 15.5, 14.75)","(14.0, 15.5, 14.324324324324325)","(81.0, 99999, 99990)","(10.0, 14.0, 13.875)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.4)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:28.599286,"(1.65, 2.12, 2.094763948497854)","(14.0, 15.5, 14.807692307692308)","(14.0, 15.0, 14.2)","(81.0, 99999, 99990)","(10.0, 14.0, 13.875)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.422580645161291)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:29.959159,"(1.65, 2.12, 2.094763948497854)","(14.0, 15.5, 14.807692307692308)","(14.0, 15.0, 14.2)","(81.0, 99999, 99990)","(10.0, 14.0, 13.875)","(71.0, 160.0, 120.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.422580645161291)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:31.339494,"(1.65, 2.12, 2.096322869955157)","(13.0, 15.5, 14.807692307692308)","(13.0, 15.0, 14.2)","(81.0, 99999, 99990)","(10.0, 14.0, 13.875)","(71.0, 160.0, 145.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.422580645161291)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:32.615668,"(1.65, 2.12, 2.0961607142857144)","(13.0, 15.5, 14.807692307692308)","(13.0, 15.0, 14.2)","(81.0, 99999, 99990)","(10.0, 14.0, 13.875)","(71.0, 190.0, 145.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.411764705882353)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:33.894436,"(1.65, 2.1, 2.0980246913580247)","(13.0, 15.5, 14.807692307692308)","(13.0, 15.0, 14.166666666666666)","(81.0, 99999, 99990)","(10.0, 14.0, 13.833333333333334)","(71.0, 190.0, 145.0)","(61.0, 110.0, 91.25)","(4.4, 5.5, 5.411764705882353)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:35.163539,"(1.65, 2.14, 2.136)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.181818181818182)","(81.0, 99999, 99990)","(10.0, 14.5, 13.98)","(71.0, 190.0, 145.0)","(61.0, 110.0, 91.25)","(4.4, 5.0, 4.9535353535353535)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:36.359927,"(1.65, 2.14, 2.1368181818181817)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.181818181818182)","(81.0, 99999, 99990)","(10.0, 14.5, 13.98)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.0, 4.947727272727273)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:37.662851,"(1.65, 2.16, 2.1375147928994083)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.1)","(81.0, 99999, 99990)","(10.0, 14.5, 14.066666666666666)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.1, 5.039495798319328)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:38.905936,"(1.65, 2.14, 2.127741935483871)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.090909090909092)","(81.0, 99999, 99990)","(10.0, 14.5, 14.153846153846153)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.1, 5.039495798319328)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:40.156718,"(1.65, 2.14, 2.150686274509804)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.090909090909092)","(81.0, 99999, 99990)","(10.0, 14.0, 13.555555555555555)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.0, 4.975)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:41.468069,"(1.65, 2.16, 2.1484892086330936)","(13.0, 15.5, 15.0)","(13.0, 15.0, 14.090909090909092)","(81.0, 99999, 99990)","(10.0, 13.5, 13.291666666666666)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.1, 4.9972972972972975)","(19.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:42.816105,"(1.7, 2.16, 2.1432460732984295)","(13.0, 15.5, 15.0)","(12.0, 15.0, 14.666666666666666)","(81.0, 99999, 99990)","(10.0, 13.5, 13.384615384615385)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.0, 5.241304347826087)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:44.065542,"(1.7, 2.16, 2.143673469387755)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.382352941176471)","(81.0, 99999, 99990)","(10.0, 14.0, 13.384615384615385)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.3, 5.227777777777778)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:45.347844,"(1.7, 2.16, 2.143673469387755)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.153846153846153)","(81.0, 99999, 99990)","(10.0, 14.0, 13.304347826086957)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.3, 5.227777777777778)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:46.592987,"(1.7, 2.16, 2.141682242990654)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.363636363636363)","(81.0, 99999, 99990)","(10.0, 14.0, 13.304347826086957)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.3, 5.2219999999999995)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:47.775873,"(1.7, 2.16, 2.1404)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.363636363636363)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 175.0)","(61.0, 110.0, 91.25)","(4.4, 5.2, 5.103448275862069)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:49.068817,"(1.7, 2.16, 2.1404)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.363636363636363)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 91.25)","(4.4, 5.2, 5.153333333333333)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:50.324563,"(1.7, 2.16, 2.1404)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.363636363636363)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 91.25)","(4.4, 5.2, 5.153333333333333)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:51.699760,"(1.7, 2.14, 2.1374358974358976)","(13.0, 15.5, 15.0)","(12.0, 14.5, 14.09375)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 91.25)","(4.4, 5.2, 5.153333333333333)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:53.091854,"(1.7, 2.16, 2.139615384615385)","(13.0, 15.5, 15.0)","(12.0, 14.5, 13.532258064516128)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 91.25)","(4.4, 5.2, 5.145)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:54.401024,"(1.7, 2.16, 2.139615384615385)","(13.0, 15.5, 15.0)","(12.0, 14.5, 13.3)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.145)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:55.696367,"(1.7, 2.16, 2.139615384615385)","(13.0, 15.5, 15.0)","(12.0, 14.5, 13.3)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.052032520325203)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:56.958078,"(1.7, 2.16, 2.1333333333333333)","(13.0, 15.5, 15.0)","(12.0, 14.5, 13.5)","(81.0, 99999, 99990)","(10.0, 13.5, 13.25)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.052032520325203)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:58.136716,"(1.7, 2.16, 2.1258064516129034)","(13.0, 15.5, 14.944444444444445)","(12.0, 14.5, 13.384615384615385)","(81.0, 99999, 99990)","(10.0, 14.0, 13.18918918918919)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.075342465753424)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:01:59.362755,"(1.7, 2.14, 2.1325925925925926)","(13.0, 15.5, 14.944444444444445)","(12.0, 14.5, 13.384615384615385)","(81.0, 99999, 99990)","(10.0, 14.0, 13.18918918918919)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.080263157894737)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:00.560062,"(1.7, 2.14, 2.1325925925925926)","(13.0, 15.5, 14.666666666666666)","(12.0, 14.5, 13.384615384615385)","(81.0, 99999, 99990)","(10.0, 14.0, 13.18918918918919)","(71.0, 190.0, 181.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.07)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:01.868666,"(1.7, 2.14, 2.1325925925925926)","(13.0, 15.5, 15.1875)","(12.0, 14.5, 13.5)","(81.0, 99999, 99990)","(10.0, 13.5, 13.391304347826086)","(71.0, 180.0, 156.66666666666666)","(61.0, 110.0, 95.0)","(4.4, 5.1, 5.081818181818182)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:03.097421,"(1.7, 2.12, 2.1117277486910995)","(13.0, 15.5, 15.1875)","(12.0, 14.0, 13.678571428571429)","(81.0, 99999, 99990)","(10.0, 14.0, 13.418604651162791)","(71.0, 180.0, 163.84615384615387)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.081818181818182)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:04.418070,"(1.7, 2.12, 2.112989247311828)","(13.0, 16.0, 15.914285714285715)","(12.0, 14.0, 13.839285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.507936507936508)","(71.0, 180.0, 150.0)","(61.0, 110.0, 95.0)","(4.4, 5.2, 5.091176470588235)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:05.785172,"(1.7, 2.12, 2.112326530612245)","(13.0, 16.5, 15.409090909090908)","(12.0, 14.0, 13.839285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.544117647058824)","(71.0, 180.0, 156.0)","(61.0, 110.0, 103.18181818181819)","(4.4, 5.2, 5.071957671957672)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:07.027318,"(1.7, 2.12, 2.112326530612245)","(13.0, 16.5, 15.409090909090908)","(12.0, 14.0, 13.839285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.515625)","(71.0, 190.0, 172.5)","(61.0, 110.0, 103.18181818181819)","(4.4, 5.2, 5.087441860465116)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:08.420515,"(1.7, 2.12, 2.112326530612245)","(13.0, 16.5, 15.409090909090908)","(12.0, 14.0, 13.839285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.515625)","(71.0, 190.0, 172.5)","(61.0, 110.0, 103.18181818181819)","(4.4, 5.1, 5.0752)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:09.812819,"(1.7, 2.12, 2.112590909090909)","(13.0, 16.5, 15.409090909090908)","(12.0, 14.0, 13.839285714285714)","(81.0, 99999, 99990)","(10.0, 14.0, 13.515625)","(71.0, 190.0, 172.5)","(61.0, 110.0, 103.18181818181819)","(4.4, 5.1, 5.0752)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:11.135091,"(1.7, 2.12, 2.112590909090909)","(13.0, 16.5, 15.45)","(12.0, 14.0, 13.96551724137931)","(81.0, 99999, 99990)","(10.0, 14.0, 13.515625)","(71.0, 190.0, 172.5)","(61.0, 110.0, 104.44444444444444)","(4.4, 5.1, 5.058992805755396)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:12.450563,"(1.7, 2.14, 2.1323809523809527)","(13.0, 16.5, 15.382978723404255)","(12.0, 14.0, 13.96551724137931)","(81.0, 99999, 99990)","(10.0, 14.0, 13.515625)","(71.0, 190.0, 172.5)","(61.0, 110.0, 131.53846153846155)","(4.4, 5.1, 5.059859154929577)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:13.707260,"(1.7, 2.12, 2.1110204081632653)","(13.0, 16.5, 15.382978723404255)","(12.0, 14.0, 13.647058823529411)","(81.0, 99999, 99990)","(10.0, 14.0, 13.833333333333334)","(71.0, 190.0, 172.5)","(61.0, 140.0, 126.25)","(4.4, 5.1, 5.059859154929577)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:15.018818,"(1.7, 2.12, 2.099591836734694)","(13.0, 16.5, 16.11904761904762)","(11.0, 14.0, 13.6)","(81.0, 99999, 99990)","(10.0, 14.0, 13.833333333333334)","(71.0, 190.0, 172.5)","(61.0, 130.0, 126.25)","(4.4, 5.1, 5.059859154929577)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:16.238938,"(1.7, 2.1, 2.0965517241379312)","(13.0, 16.5, 16.196428571428573)","(11.0, 14.0, 13.707317073170731)","(81.0, 99999, 99990)","(10.0, 14.0, 13.821428571428571)","(71.0, 190.0, 150.0)","(61.0, 130.0, 126.25)","(4.4, 5.1, 5.051239669421488)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:17.447680,"(1.7, 2.1, 2.095)","(13.0, 16.5, 16.196428571428573)","(11.0, 14.0, 13.644444444444444)","(81.0, 99999, 99990)","(10.0, 14.0, 13.92)","(71.0, 190.0, 150.0)","(61.0, 130.0, 123.0)","(4.4, 5.1, 5.093939393939394)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:18.779768,"(1.7, 2.08, 2.0794520547945208)","(13.0, 16.5, 16.19090909090909)","(11.0, 14.0, 13.652173913043478)","(81.0, 99999, 99990)","(10.0, 14.0, 14.014705882352942)","(71.0, 190.0, 170.0)","(61.0, 130.0, 123.0)","(4.4, 5.1, 5.084782608695652)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:20.002941,"(1.7, 2.1, 2.0934117647058823)","(13.0, 16.5, 16.19090909090909)","(11.0, 14.0, 13.7125)","(81.0, 99999, 99990)","(10.0, 14.5, 14.014705882352942)","(71.0, 260.0, 164.0)","(61.0, 130.0, 123.0)","(4.4, 5.1, 5.095121951219512)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:21.350630,"(1.7, 2.08, 2.0782051282051284)","(13.0, 17.5, 17.495049504950494)","(11.0, 14.0, 13.7125)","(81.0, 99999, 99990)","(10.0, 14.5, 13.875)","(71.0, 260.0, 164.0)","(61.0, 130.0, 123.0)","(4.4, 5.1, 5.167857142857143)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:22.620661,"(1.7, 2.08, 2.062790697674419)","(13.0, 18.0, 17.583333333333332)","(11.0, 14.0, 13.423728813559322)","(81.0, 99999, 99990)","(10.0, 14.0, 13.78125)","(71.0, 260.0, 212.0)","(61.0, 130.0, 115.0)","(4.4, 5.3, 5.1553571428571425)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:23.856220,"(1.7, 2.08, 2.066)","(13.0, 18.0, 17.583333333333332)","(11.0, 14.0, 13.423728813559322)","(81.0, 99999, 99990)","(10.0, 14.0, 13.5)","(71.0, 260.0, 230.0)","(61.0, 130.0, 126.25)","(4.4, 5.2, 5.159016393442623)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:25.176311,"(1.7, 2.12, 2.1190239574090506)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.0, 12.954545454545455)","(81.0, 99999, 99990)","(10.0, 13.5, 13.442857142857143)","(71.0, 290.0, 230.0)","(61.0, 130.0, 122.5)","(4.4, 5.2, 5.159016393442623)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:26.505355,"(1.7, 2.14, 2.1351346938775513)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.0, 12.9375)","(81.0, 99999, 99990)","(10.0, 13.5, 13.416666666666666)","(81.0, 290.0, 230.0)","(71.0, 130.0, 117.14285714285714)","(4.4, 5.2, 5.076190476190476)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
16-12-2022 15:02:27.862167,"(1.7, 2.14, 2.129432624113475)","(13.0, 18.0, 17.884955752212388)","(11.0, 13.5, 13.333333333333334)","(81.0, 99999, 99990)","(10.0, 13.5, 13.416666666666666)","(81.0, 290.0, 230.0)","(71.0, 130.0, 117.14285714285714)","(4.4, 5.1, 4.9875)","(20.0, 99999, 99990)","(11.0, 99999, 99990)"
