,Jack Spot,Austrian Legend,Graces Secret,Imposing Sledge,Freddy Vegas,What A Mistake,First Slip
08-01-2023 13:02:38.305136,"(3.8, 5.3, 5.223076923076923)","(81.0, 210.0, 190.0)","(71.0, 130.0, 106.66666666666667)","(2.6, 3.25, 3.205072463768116)","(3.6, 4.3, 4.286666666666666)","(6.5, 99999, 99990)","(5.0, 8.0, 7.666666666666667)"
08-01-2023 13:02:39.495434,"(3.8, 5.3, 5.233333333333333)","(81.0, 200.0, 175.0)","(71.0, 130.0, 106.66666666666667)","(2.6, 3.25, 3.2266666666666666)","(3.6, 4.3, 4.203448275862069)","(6.5, 99999, 99990)","(5.0, 7.8, 7.666666666666667)"
08-01-2023 13:02:40.569036,"(3.8, 5.3, 5.242857142857143)","(81.0, 220.0, 173.33333333333334)","(71.0, 120.0, 107.5)","(2.6, 3.25, 3.2417021276595746)","(3.6, 4.2, 4.133333333333334)","(6.5, 99999, 99990)","(5.0, 7.8, 7.628571428571429)"
08-01-2023 13:02:41.531389,"(3.8, 5.3, 5.183333333333333)","(81.0, 220.0, 180.0)","(71.0, 120.0, 107.5)","(2.6, 3.3, 3.2839506172839505)","(3.6, 4.2, 4.133333333333334)","(6.5, 99999, 99990)","(5.0, 7.8, 7.615384615384616)"
08-01-2023 13:02:42.696225,"(3.8, 5.3, 5.183333333333333)","(81.0, 220.0, 180.0)","(71.0, 120.0, 107.5)","(2.6, 3.3, 3.282978723404255)","(3.6, 4.2, 4.117073170731707)","(6.5, 99999, 99990)","(5.0, 7.8, 7.628571428571429)"
08-01-2023 13:02:43.845492,"(3.8, 5.3, 5.144444444444444)","(81.0, 220.0, 180.0)","(71.0, 120.0, 107.5)","(2.6, 3.3, 3.267708333333333)","(3.6, 4.2, 4.11219512195122)","(6.5, 99999, 99990)","(5.0, 7.8, 7.628571428571429)"
08-01-2023 13:02:44.996576,"(3.8, 5.3, 5.153333333333333)","(81.0, 220.0, 180.0)","(71.0, 120.0, 107.5)","(2.6, 3.3, 3.267708333333333)","(3.6, 4.2, 4.11219512195122)","(6.5, 99999, 99990)","(5.0, 7.8, 7.628571428571429)"
08-01-2023 13:02:46.261747,"(3.8, 5.3, 5.23125)","(81.0, 220.0, 190.0)","(71.0, 120.0, 117.5)","(2.6, 3.3, 3.2887755102040814)","(3.6, 4.2, 4.116279069767442)","(6.5, 99999, 99990)","(5.0, 7.8, 7.72)"
08-01-2023 13:02:47.463731,"(3.8, 5.0, 4.938461538461539)","(81.0, 220.0, 180.0)","(71.0, 140.0, 117.5)","(2.6, 3.3, 3.302054794520548)","(3.6, 4.2, 4.11219512195122)","(6.5, 99999, 99990)","(5.0, 7.8, 7.72)"
08-01-2023 13:02:48.793480,"(3.8, 5.0, 4.9)","(81.0, 220.0, 180.0)","(71.0, 140.0, 117.5)","(2.6, 3.35, 3.286842105263158)","(3.6, 4.2, 4.1230769230769235)","(6.5, 99999, 99990)","(5.0, 7.8, 7.533333333333333)"
08-01-2023 13:02:50.354901,"(3.8, 5.0, 4.9)","(81.0, 220.0, 180.0)","(71.0, 140.0, 117.5)","(2.6, 3.3, 3.2863636363636366)","(3.6, 4.2, 4.149019607843138)","(6.5, 99999, 99990)","(5.0, 7.8, 7.48)"
08-01-2023 13:02:51.887495,"(3.8, 5.0, 4.9)","(81.0, 220.0, 170.0)","(71.0, 140.0, 117.5)","(2.6, 3.35, 3.2863636363636366)","(3.6, 4.2, 4.176744186046512)","(6.5, 99999, 99990)","(5.5, 7.8, 7.488888888888889)"
08-01-2023 13:02:53.340722,"(3.8, 5.0, 4.866666666666667)","(81.0, 220.0, 170.0)","(71.0, 140.0, 117.5)","(2.6, 3.35, 3.2863636363636366)","(3.6, 4.2, 4.176744186046512)","(6.5, 99999, 99990)","(5.5, 7.8, 7.488888888888889)"
08-01-2023 13:02:54.711711,"(3.8, 4.9, 4.866666666666667)","(81.0, 220.0, 170.0)","(71.0, 140.0, 117.5)","(2.6, 3.35, 3.2576923076923077)","(3.6, 4.2, 4.404347826086957)","(6.5, 99999, 99990)","(5.5, 7.8, 7.5)"
08-01-2023 13:02:55.916412,"(3.8, 4.9, 4.86)","(81.0, 220.0, 170.0)","(71.0, 140.0, 117.5)","(2.6, 3.3, 3.1625)","(3.6, 4.5, 4.463157894736843)","(6.5, 99999, 99990)","(5.5, 7.6, 7.45)"
08-01-2023 13:02:56.976116,"(3.8, 5.1, 4.78)","(81.0, 210.0, 190.0)","(71.0, 140.0, 102.5)","(2.6, 3.2, 3.1625)","(3.6, 4.6, 4.485714285714286)","(6.5, 99999, 99990)","(5.5, 7.8, 7.533333333333333)"
08-01-2023 13:02:58.157428,"(3.8, 5.1, 4.769565217391304)","(81.0, 210.0, 178.0)","(71.0, 140.0, 108.0)","(2.6, 3.2, 3.115625)","(3.6, 4.6, 4.475)","(6.5, 99999, 99990)","(5.5, 7.6, 7.533333333333333)"
08-01-2023 13:02:59.433360,"(3.8, 5.1, 4.8149999999999995)","(81.0, 220.0, 178.0)","(71.0, 140.0, 108.0)","(2.6, 3.2, 3.115625)","(3.6, 4.5, 4.414285714285715)","(6.5, 99999, 99990)","(5.5, 7.6, 7.533333333333333)"
08-01-2023 13:03:00.673019,"(3.8, 4.9, 4.8428571428571425)","(81.0, 220.0, 175.0)","(71.0, 140.0, 108.0)","(2.6, 3.2, 3.115625)","(3.6, 4.5, 4.414285714285715)","(6.5, 99999, 99990)","(5.5, 7.6, 7.52)"
08-01-2023 13:03:01.816582,"(3.8, 4.9, 4.8428571428571425)","(81.0, 220.0, 175.0)","(71.0, 140.0, 108.0)","(2.6, 3.2, 3.115625)","(3.6, 4.5, 4.414285714285715)","(6.5, 99999, 99990)","(5.5, 7.6, 7.52)"
08-01-2023 13:03:02.934396,"(3.8, 4.9, 4.8428571428571425)","(81.0, 220.0, 175.0)","(71.0, 140.0, 105.0)","(2.6, 3.2, 3.0558823529411763)","(3.6, 4.5, 4.488)","(6.5, 99999, 99990)","(5.5, 7.6, 7.75)"
08-01-2023 13:03:04.173964,"(3.8, 5.1, 4.966666666666667)","(81.0, 220.0, 167.5)","(71.0, 150.0, 105.0)","(2.6, 3.1, 3.022)","(3.6, 4.6, 4.671794871794872)","(6.5, 99999, 99990)","(5.5, 7.8, 7.64)"
08-01-2023 13:03:05.398219,"(3.8, 5.1, 4.991666666666667)","(81.0, 220.0, 167.5)","(71.0, 150.0, 105.0)","(2.6, 3.05, 3.0017241379310344)","(3.6, 4.7, 4.752173913043478)","(6.5, 99999, 99990)","(5.5, 7.8, 7.622222222222223)"
08-01-2023 13:03:06.612535,"(3.8, 5.1, 4.995652173913044)","(81.0, 220.0, 175.0)","(71.0, 150.0, 115.0)","(2.6, 3.05, 3.0017241379310344)","(3.6, 4.8, 4.752173913043478)","(6.5, 99999, 99990)","(5.5, 7.8, 7.5)"
08-01-2023 13:03:07.823199,"(3.8, 5.1, 4.995652173913044)","(81.0, 220.0, 175.0)","(71.0, 140.0, 115.0)","(2.6, 3.05, 3.0017241379310344)","(3.6, 4.8, 4.752173913043478)","(6.5, 99999, 99990)","(5.5, 7.6, 7.5)"
08-01-2023 13:03:09.029433,"(3.8, 5.1, 4.995652173913044)","(91.0, 220.0, 175.0)","(71.0, 140.0, 115.0)","(2.6, 3.05, 3.0017241379310344)","(3.6, 4.8, 4.752173913043478)","(6.5, 99999, 99990)","(5.5, 7.6, 7.5)"
08-01-2023 13:03:10.240935,"(3.8, 5.1, 4.963157894736843)","(91.0, 220.0, 175.0)","(71.0, 140.0, 115.0)","(2.6, 3.05, 3.003953488372093)","(3.6, 4.7, 4.742105263157894)","(6.5, 99999, 99990)","(5.5, 7.6, 7.571428571428571)"
08-01-2023 13:03:11.364628,"(3.8, 5.1, 4.963157894736843)","(91.0, 220.0, 175.0)","(71.0, 140.0, 115.0)","(2.6, 3.05, 2.9566666666666666)","(3.6, 4.8, 4.742105263157894)","(6.5, 99999, 99990)","(5.5, 7.6, 7.6)"
08-01-2023 13:03:12.409140,"(3.8, 5.1, 5.029411764705882)","(91.0, 220.0, 182.5)","(71.0, 140.0, 115.0)","(2.6, 3.0, 2.948)","(3.6, 4.8, 4.742105263157894)","(6.5, 99999, 99990)","(5.5, 7.8, 7.660869565217391)"
08-01-2023 13:03:13.409136,"(3.8, 5.1, 5.038461538461538)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 2.96, 2.9386666666666668)","(3.6, 4.8, 4.7172413793103445)","(6.5, 99999, 99990)","(5.5, 7.8, 7.574999999999999)"
08-01-2023 13:03:14.491383,"(3.8, 5.1, 5.042857142857143)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 2.96, 2.9379310344827587)","(3.6, 4.8, 4.711111111111111)","(6.5, 99999, 99990)","(5.5, 7.6, 7.571428571428571)"
08-01-2023 13:03:15.644738,"(3.8, 5.1, 5.042857142857143)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 3.0, 2.933333333333333)","(3.6, 4.8, 4.699999999999999)","(6.5, 99999, 99990)","(5.5, 7.6, 7.533333333333333)"
08-01-2023 13:03:16.745031,"(3.8, 5.1, 5.042857142857143)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 3.0, 2.928)","(3.6, 4.8, 4.741666666666666)","(6.5, 99999, 99990)","(5.5, 7.6, 7.52)"
08-01-2023 13:03:17.879165,"(3.8, 5.1, 4.975)","(91.0, 220.0, 175.0)","(71.0, 140.0, 117.5)","(2.6, 2.94, 2.9186666666666667)","(3.6, 4.8, 4.746153846153846)","(6.5, 99999, 99990)","(5.5, 7.6, 7.485714285714286)"
08-01-2023 13:03:18.909389,"(3.8, 5.1, 4.966666666666667)","(91.0, 220.0, 175.0)","(71.0, 140.0, 120.0)","(2.6, 2.94, 2.9155555555555557)","(3.6, 4.8, 4.727272727272727)","(6.5, 99999, 99990)","(5.5, 7.6, 7.56)"
08-01-2023 13:03:19.924986,"(3.8, 5.1, 5.0)","(91.0, 220.0, 175.0)","(71.0, 140.0, 120.0)","(2.6, 2.94, 2.9155555555555557)","(3.6, 4.8, 4.7384615384615385)","(6.5, 99999, 99990)","(5.5, 7.6, 7.56)"
08-01-2023 13:03:21.092370,"(3.8, 5.1, 5.038461538461538)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 2.94, 2.9155555555555557)","(3.6, 4.8, 4.744827586206896)","(6.5, 99999, 99990)","(5.5, 7.6, 7.56)"
08-01-2023 13:03:22.187407,"(3.8, 5.1, 5.038461538461538)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 2.94, 2.9155555555555557)","(3.6, 4.8, 4.744827586206896)","(6.5, 99999, 99990)","(5.5, 7.6, 7.56)"
08-01-2023 13:03:23.306050,"(3.8, 5.1, 5.038461538461538)","(91.0, 220.0, 182.5)","(71.0, 140.0, 117.5)","(2.6, 2.94, 2.904)","(3.6, 4.8, 4.7384615384615385)","(6.5, 99999, 99990)","(5.5, 7.6, 7.545454545454546)"
08-01-2023 13:03:24.425533,"(3.8, 5.1, 5.0375)","(91.0, 220.0, 182.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.92, 2.8628571428571425)","(3.6, 4.8, 4.7384615384615385)","(7.0, 99999, 99990)","(5.5, 7.8, 7.7749999999999995)"
08-01-2023 13:03:25.522643,"(3.8, 5.2, 5.125)","(91.0, 220.0, 182.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.88, 2.8628571428571425)","(3.6, 4.8, 4.7384615384615385)","(7.0, 99999, 99990)","(5.5, 7.8, 7.753846153846154)"
08-01-2023 13:03:26.666470,"(3.8, 5.3, 5.138461538461538)","(91.0, 220.0, 175.0)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.84, 2.813846153846154)","(3.6, 4.8, 4.7384615384615385)","(7.0, 99999, 99990)","(5.5, 8.0, 7.766666666666667)"
08-01-2023 13:03:27.624051,"(3.8, 5.3, 5.164)","(91.0, 220.0, 175.0)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.82, 2.8135)","(3.6, 4.8, 4.7384615384615385)","(7.0, 99999, 99990)","(5.5, 7.8, 7.766666666666667)"
08-01-2023 13:03:28.605007,"(3.8, 5.3, 5.176363636363636)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.82, 2.813846153846154)","(3.6, 4.8, 4.7384615384615385)","(7.0, 99999, 99990)","(5.5, 7.8, 7.870588235294117)"
08-01-2023 13:03:29.623278,"(3.8, 5.3, 5.242105263157894)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.82, 2.813846153846154)","(3.6, 4.7, 4.689473684210526)","(7.0, 99999, 99990)","(5.5, 8.2, 8.0)"
08-01-2023 13:03:30.720607,"(3.8, 5.3, 5.2405405405405405)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.82, 2.8141463414634145)","(3.6, 4.7, 4.691304347826087)","(7.0, 99999, 99990)","(5.5, 8.4, 8.035714285714286)"
08-01-2023 13:03:31.850561,"(3.8, 5.3, 5.2299999999999995)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.6, 2.82, 2.8141463414634145)","(3.6, 4.7, 4.691304347826087)","(7.0, 99999, 99990)","(5.5, 8.4, 8.165217391304347)"
08-01-2023 13:03:32.974494,"(3.8, 5.3, 5.2299999999999995)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.5, 2.82, 2.8141463414634145)","(3.7, 4.7, 4.691304347826087)","(7.0, 99999, 99990)","(5.5, 8.4, 8.225)"
08-01-2023 13:03:33.986137,"(3.8, 5.3, 5.2317073170731705)","(91.0, 220.0, 167.5)","(71.0, 140.0, 135.71428571428572)","(2.5, 2.78, 2.7743749999999996)","(3.7, 4.7, 4.691304347826087)","(7.0, 99999, 99990)","(5.5, 8.4, 8.225)"
08-01-2023 13:03:34.966351,"(3.8, 5.3, 5.2444444444444445)","(91.0, 220.0, 167.5)","(71.0, 150.0, 124.28571428571429)","(2.5, 2.8, 2.7963636363636364)","(3.7, 4.7, 4.736)","(7.0, 99999, 99990)","(5.5, 8.4, 8.19)"
08-01-2023 13:03:36.078065,"(3.8, 5.3, 5.2299999999999995)","(91.0, 220.0, 167.5)","(71.0, 140.0, 124.0)","(2.5, 2.84, 2.8010526315789472)","(3.7, 4.8, 4.746666666666666)","(7.0, 99999, 99990)","(5.5, 8.4, 8.19)"
08-01-2023 13:03:37.175497,"(3.8, 5.3, 5.2299999999999995)","(91.0, 220.0, 178.0)","(71.0, 140.0, 115.0)","(2.5, 2.86, 2.796)","(3.7, 4.8, 4.68)","(7.0, 99999, 99990)","(5.5, 8.4, 8.19)"
08-01-2023 13:03:38.234538,"(3.8, 5.3, 5.22)","(91.0, 210.0, 174.0)","(71.0, 130.0, 115.0)","(2.5, 2.82, 2.796)","(3.7, 4.7, 4.6761904761904765)","(7.0, 99999, 99990)","(5.5, 8.4, 8.188235294117646)"
08-01-2023 13:03:39.336043,"(3.8, 5.3, 5.22)","(91.0, 210.0, 187.5)","(71.0, 130.0, 121.81818181818181)","(2.5, 2.8, 2.788)","(3.7, 4.7, 4.6761904761904765)","(7.0, 99999, 99990)","(5.5, 8.4, 8.2)"
08-01-2023 13:03:40.311576,"(3.8, 5.3, 5.245454545454545)","(91.0, 210.0, 174.0)","(71.0, 130.0, 110.0)","(2.5, 2.82, 2.785333333333333)","(3.7, 4.7, 4.6761904761904765)","(7.0, 99999, 99990)","(5.5, 8.4, 8.2)"
08-01-2023 13:03:41.392107,"(3.8, 5.3, 5.245454545454545)","(91.0, 210.0, 174.0)","(71.0, 130.0, 121.11111111111111)","(2.5, 2.8, 2.777272727272727)","(3.7, 4.7, 4.6722222222222225)","(7.0, 99999, 99990)","(5.5, 8.4, 8.2)"
08-01-2023 13:03:42.447504,"(3.8, 5.3, 5.284210526315789)","(91.0, 220.0, 193.75)","(71.0, 130.0, 121.11111111111111)","(2.5, 2.78, 2.777272727272727)","(3.7, 4.7, 4.723809523809524)","(7.0, 99999, 99990)","(5.5, 8.4, 8.2)"
08-01-2023 13:03:43.471052,"(3.8, 5.3, 5.265)","(91.0, 220.0, 178.0)","(71.0, 130.0, 110.0)","(2.5, 2.78, 2.7514285714285713)","(3.7, 4.8, 4.725)","(7.0, 99999, 99990)","(5.5, 8.4, 8.217391304347826)"
08-01-2023 13:03:44.505475,"(3.8, 5.3, 5.28125)","(91.0, 220.0, 193.75)","(71.0, 130.0, 118.0)","(2.5, 2.78, 2.7514285714285713)","(3.7, 4.8, 4.76)","(7.0, 99999, 99990)","(5.5, 8.4, 8.23529411764706)"
08-01-2023 13:03:45.576064,"(3.9, 5.3, 5.233333333333333)","(91.0, 220.0, 193.75)","(71.0, 130.0, 103.75)","(2.5, 2.78, 2.745217391304348)","(3.7, 4.8, 4.75)","(7.0, 99999, 99990)","(5.5, 8.4, 8.23529411764706)"
08-01-2023 13:03:46.645231,"(3.9, 5.4, 5.294444444444444)","(91.0, 220.0, 178.0)","(71.0, 130.0, 103.75)","(2.5, 2.76, 2.745217391304348)","(3.7, 4.8, 4.75)","(7.0, 99999, 99990)","(5.5, 8.4, 8.166666666666666)"
08-01-2023 13:03:47.734442,"(3.9, 5.4, 5.294444444444444)","(91.0, 220.0, 193.75)","(71.0, 130.0, 103.75)","(2.5, 2.76, 2.724615384615385)","(3.7, 4.8, 4.75)","(7.0, 99999, 99990)","(5.5, 8.4, 8.23529411764706)"
08-01-2023 13:03:48.819801,"(3.9, 5.4, 5.280952380952381)","(91.0, 220.0, 178.0)","(71.0, 130.0, 103.75)","(2.5, 2.74, 2.724615384615385)","(3.7, 4.8, 4.75)","(7.0, 99999, 99990)","(5.5, 8.4, 8.391304347826086)"
08-01-2023 13:03:49.822159,"(3.9, 5.4, 5.297142857142857)","(91.0, 220.0, 178.0)","(71.0, 130.0, 103.75)","(2.5, 2.74, 2.732)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.6, 8.347368421052632)"
08-01-2023 13:03:50.825143,"(3.9, 5.4, 5.294117647058823)","(91.0, 250.0, 171.25)","(71.0, 130.0, 103.75)","(2.5, 2.74, 2.721935483870968)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.6, 8.347368421052632)"
08-01-2023 13:03:51.928874,"(3.9, 5.3, 5.214285714285714)","(91.0, 240.0, 168.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.74, 2.706060606060606)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.6, 8.529411764705882)"
08-01-2023 13:03:53.000724,"(3.9, 5.3, 5.1912280701754385)","(91.0, 240.0, 168.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.74, 2.7055555555555557)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.6, 8.48)"
08-01-2023 13:03:54.043346,"(3.9, 5.3, 5.220930232558139)","(91.0, 240.0, 168.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.72, 2.7055555555555557)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.6, 8.693333333333333)"
08-01-2023 13:03:55.069639,"(3.9, 5.3, 5.272222222222222)","(91.0, 240.0, 177.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.72, 2.702857142857143)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.8, 8.75294117647059)"
08-01-2023 13:03:56.064170,"(3.9, 5.3, 5.246428571428572)","(91.0, 240.0, 177.0)","(71.0, 130.0, 112.5)","(2.4, 2.72, 2.702857142857143)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.8, 8.760000000000002)"
08-01-2023 13:03:57.124017,"(3.9, 5.3, 5.246428571428572)","(91.0, 240.0, 177.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.72, 2.705)","(3.7, 4.8, 4.7368421052631575)","(7.0, 99999, 99990)","(5.5, 8.8, 8.760000000000002)"
08-01-2023 13:03:58.291805,"(3.9, 5.3, 5.256521739130434)","(91.0, 240.0, 177.0)","(71.0, 130.0, 112.5)","(2.4, 2.68, 2.6744444444444446)","(3.7, 4.8, 4.74)","(7.0, 99999, 99990)","(5.5, 8.8, 8.778947368421054)"
08-01-2023 13:03:59.645403,"(3.9, 5.3, 5.236363636363636)","(91.0, 240.0, 177.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.68, 2.6683870967741936)","(3.7, 4.9, 4.823076923076923)","(7.0, 99999, 99990)","(5.5, 8.8, 8.72)"
08-01-2023 13:04:00.766861,"(3.9, 5.3, 5.181481481481481)","(91.0, 240.0, 168.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.68, 2.6683870967741936)","(3.7, 4.9, 4.823076923076923)","(7.0, 99999, 99990)","(5.5, 8.8, 8.72)"
08-01-2023 13:04:01.878273,"(3.9, 5.3, 5.1745762711864405)","(91.0, 240.0, 168.0)","(71.0, 130.0, 112.5)","(2.4, 2.66, 2.6333333333333333)","(3.7, 5.0, 4.972222222222222)","(7.0, 99999, 99990)","(5.5, 8.8, 8.72)"
08-01-2023 13:04:03.019717,"(3.9, 5.2, 5.181481481481481)","(91.0, 240.0, 168.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.68, 2.6371428571428575)","(3.7, 5.0, 4.98125)","(7.0, 99999, 99990)","(5.5, 8.8, 8.72)"
08-01-2023 13:04:04.156109,"(3.9, 5.3, 5.1745762711864405)","(91.0, 240.0, 168.0)","(71.0, 130.0, 112.5)","(2.4, 2.66, 2.6350000000000002)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.8, 8.44)"
08-01-2023 13:04:05.276652,"(3.9, 5.4, 5.2558139534883725)","(91.0, 240.0, 159.0)","(71.0, 130.0, 112.5)","(2.4, 2.64, 2.624761904761905)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.6, 8.533333333333333)"
08-01-2023 13:04:06.375605,"(3.9, 5.4, 5.265217391304348)","(91.0, 240.0, 159.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.64, 2.6231578947368424)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.6, 8.563636363636363)"
08-01-2023 13:04:07.467051,"(3.9, 5.4, 5.265217391304348)","(91.0, 240.0, 159.0)","(71.0, 130.0, 122.22222222222223)","(2.4, 2.64, 2.623529411764706)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.6, 8.563636363636363)"
08-01-2023 13:04:08.556602,"(3.9, 5.4, 5.265217391304348)","(91.0, 240.0, 159.0)","(71.0, 130.0, 112.5)","(2.4, 2.64, 2.623529411764706)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.6, 8.533333333333333)"
08-01-2023 13:04:09.592373,"(3.9, 5.4, 5.29375)","(91.0, 240.0, 159.0)","(71.0, 130.0, 112.5)","(2.4, 2.64, 2.6231578947368424)","(3.7, 5.0, 4.973913043478261)","(7.0, 99999, 99990)","(5.5, 8.6, 8.533333333333333)"
08-01-2023 13:04:10.688771,"(3.9, 5.4, 5.266666666666667)","(91.0, 240.0, 159.0)","(71.0, 130.0, 125.625)","(2.4, 2.64, 2.66)","(3.7, 5.0, 5.08)","(7.0, 99999, 99990)","(5.5, 8.6, 8.8)"
08-01-2023 13:04:11.709031,"(3.9, 4.9, 4.74)","(91.0, 240.0, 177.0)","(71.0, 130.0, 125.625)","(2.4, 2.68, 2.645714285714286)","(3.7, 5.2, 5.17)","(7.0, 99999, 99990)","(5.5, 9.0, 8.890322580645162)"
08-01-2023 13:04:12.838028,"(3.9, 4.9, 4.722222222222222)","(91.0, 240.0, 177.0)","(71.0, 130.0, 118.33333333333333)","(2.4, 2.68, 2.648888888888889)","(3.8, 5.2, 5.094444444444444)","(7.5, 99999, 99990)","(6.0, 9.2, 8.959999999999999)"
08-01-2023 13:04:13.987120,"(3.9, 4.8, 4.75)","(91.0, 240.0, 181.66666666666666)","(71.0, 130.0, 119.0625)","(2.4, 2.72, 2.6744000000000003)","(3.8, 5.1, 5.195454545454545)","(7.5, 99999, 99990)","(6.0, 9.2, 8.857142857142858)"
08-01-2023 13:04:15.100440,"(3.9, 4.8, 4.7214285714285715)","(91.0, 230.0, 180.0)","(71.0, 150.0, 119.0625)","(2.4, 2.7, 2.6744000000000003)","(3.8, 5.2, 5.2894736842105265)","(7.5, 99999, 99990)","(6.0, 9.2, 8.947368421052632)"
08-01-2023 13:04:16.210105,"(3.8, 4.8, 4.7093750000000005)","(91.0, 230.0, 180.0)","(71.0, 150.0, 105.0)","(2.4, 2.7, 2.6771428571428575)","(3.8, 5.3, 5.290909090909091)","(7.5, 99999, 99990)","(6.0, 9.2, 8.857142857142858)"
08-01-2023 13:04:17.098242,"(3.8, 4.8, 4.688372093023256)","(91.0, 230.0, 178.57142857142858)","(71.0, 150.0, 105.0)","(2.4, 2.7, 2.6771428571428575)","(3.8, 5.3, 5.290909090909091)","(7.5, 99999, 99990)","(6.0, 9.2, 8.857142857142858)"
08-01-2023 13:04:18.168268,"(3.8, 4.8, 4.694999999999999)","(91.0, 230.0, 178.57142857142858)","(71.0, 150.0, 105.0)","(2.4, 2.7, 2.715555555555556)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.88)"
08-01-2023 13:04:19.251987,"(3.8, 4.8, 4.702222222222222)","(91.0, 230.0, 180.0)","(71.0, 150.0, 120.0)","(2.4, 2.72, 2.662857142857143)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.830769230769231)"
08-01-2023 13:04:20.359358,"(3.8, 4.9, 4.723076923076923)","(91.0, 230.0, 180.0)","(71.0, 140.0, 120.0)","(2.4, 2.68, 2.7144827586206897)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.959999999999999)"
08-01-2023 13:04:21.506526,"(3.8, 4.9, 4.776923076923077)","(91.0, 230.0, 185.0)","(71.0, 140.0, 120.0)","(2.4, 2.72, 2.72)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.946153846153846)"
08-01-2023 13:04:22.482171,"(3.8, 4.9, 4.741379310344827)","(91.0, 230.0, 185.0)","(71.0, 140.0, 120.0)","(2.4, 2.74, 2.72)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.946153846153846)"
08-01-2023 13:04:23.578635,"(3.8, 4.9, 4.74)","(91.0, 230.0, 185.0)","(71.0, 140.0, 120.0)","(2.4, 2.74, 2.720689655172414)","(3.8, 5.3, 5.277777777777778)","(7.5, 99999, 99990)","(6.0, 9.2, 8.977777777777778)"
08-01-2023 13:04:24.634346,"(3.8, 4.9, 4.788)","(91.0, 230.0, 185.0)","(71.0, 140.0, 120.0)","(2.4, 2.74, 2.7263157894736842)","(3.8, 5.3, 5.18)","(7.5, 99999, 99990)","(6.0, 9.0, 8.781818181818181)"
08-01-2023 13:04:25.754084,"(3.8, 4.9, 4.857142857142858)","(91.0, 230.0, 185.0)","(71.0, 140.0, 120.0)","(2.4, 2.74, 2.7358333333333333)","(3.8, 5.2, 5.233333333333333)","(7.5, 99999, 99990)","(6.0, 9.0, 8.709090909090909)"
