,Goldstar Larson,Shane Baxter,Opawa Barns,Its Better,Alternate Shot,Barber Cubed,Smash Ready
15-12-2022 13:40:18.468850,"(9.0, 19.0, 16.68888888888889)","(15.0, 85.0, 49.75)","(2.7, 3.9, 3.2503030303030305)","(14.0, 34.0, 30.272727272727273)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.0)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:19.550398,"(9.0, 19.0, 16.68888888888889)","(15.0, 85.0, 49.75)","(2.7, 3.9, 3.2503030303030305)","(14.0, 34.0, 30.272727272727273)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.0)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:20.689041,"(9.0, 19.0, 16.68888888888889)","(15.0, 85.0, 49.75)","(2.7, 3.9, 3.2503030303030305)","(14.0, 34.0, 29.22222222222222)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 75.71428571428571)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:21.845293,"(9.0, 18.5, 11.9)","(15.0, 85.0, 52.5)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:22.938012,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:23.845875,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:24.840260,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:26.055762,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:27.063170,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:27.978233,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 30.272727272727273)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:28.966523,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 30.272727272727273)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:29.998339,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.85, 3.316206896551724)","(14.0, 34.0, 30.272727272727273)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:31.071108,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.272727272727273)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:32.093937,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.0)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.30769230769231)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:33.113621,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:34.150043,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:35.279274,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:36.478701,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.272727272727273)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:37.524916,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.272727272727273)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:38.466301,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.272727272727273)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:39.395795,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 29.9)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:40.339167,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 29.9)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:41.247953,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.272727272727273)","(1.95, 3.0, 2.25)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:42.206627,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 29.9)","(1.95, 3.0, 2.5444444444444443)","(18.0, 100.0, 48.61538461538461)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:43.271705,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.25)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 25.6)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:44.451455,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:45.527610,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:46.537933,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:47.515259,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 27.0)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:48.559044,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 24.75)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:49.632931,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 24.75)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 19.0)"
15-12-2022 13:40:50.635170,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 21.666666666666668)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 27.0, 15.5)"
15-12-2022 13:40:51.654303,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 21.666666666666668)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:52.588097,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 21.666666666666668)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:53.581902,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 21.666666666666668)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:54.559314,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.4)","(1.95, 2.98, 2.5444444444444443)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:55.548382,"(9.0, 18.5, 11.9)","(15.0, 85.0, 50.5)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.4)","(1.95, 3.0, 2.375)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:56.500058,"(9.0, 17.5, 11.566666666666666)","(15.0, 85.0, 45.55555555555556)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.4)","(1.95, 3.0, 2.375)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:57.398868,"(9.0, 17.5, 11.566666666666666)","(15.0, 85.0, 45.55555555555556)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.4)","(1.95, 3.0, 2.375)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:58.430728,"(9.0, 17.5, 11.566666666666666)","(15.0, 85.0, 50.75)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.4)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:40:59.618821,"(9.0, 17.5, 11.566666666666666)","(15.0, 85.0, 50.75)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 21.666666666666668)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:00.723659,"(9.0, 17.5, 11.566666666666666)","(15.0, 85.0, 50.75)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:01.866729,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:02.802153,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:03.812036,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:04.977628,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.265)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:06.046268,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 3.0, 2.5)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:06.980989,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.98, 2.5)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:07.969957,"(9.0, 17.5, 11.566666666666666)","(15.0, 80.0, 56.1875)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.96, 2.255)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:08.950677,"(9.0, 17.5, 14.842857142857143)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.96, 2.255)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:09.938283,"(9.0, 17.5, 16.200000000000003)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.96, 2.255)","(18.0, 100.0, 49.230769230769226)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:10.933598,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.96, 2.24)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:11.898262,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:12.837282,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:13.751686,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:14.770040,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:15.816703,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:16.845275,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:17.853013,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.8, 3.5638095238095238)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.94, 2.3916666666666666)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 15.5)"
15-12-2022 13:41:19.041448,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.94, 2.3833333333333333)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:20.061448,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.45)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:21.009033,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.9, 2.45)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:22.074521,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:23.307748,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:24.373752,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:25.457972,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:26.554659,"(9.0, 17.5, 11.700000000000001)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:27.661424,"(9.0, 18.5, 12.033333333333333)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:28.627337,"(9.0, 18.5, 12.033333333333333)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:29.614193,"(9.0, 18.5, 12.033333333333333)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:30.582400,"(9.0, 18.5, 12.033333333333333)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.88, 2.5374999999999996)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.0)"
15-12-2022 13:41:31.540666,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 22.4375)"
15-12-2022 13:41:32.637982,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:33.801178,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:34.911851,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:35.861528,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:36.941401,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:38.030279,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:39.163753,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:40.258668,"(9.0, 18.5, 16.075)","(15.0, 75.0, 59.75)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:41.359209,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:42.310883,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.86, 2.5374999999999996)","(18.0, 100.0, 48.61538461538461)","(10.0, 29.0, 16.25)"
15-12-2022 13:41:43.266165,"(9.0, 18.5, 16.075)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.94, 2.2043478260869565)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:44.299745,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:45.274043,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:46.250390,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:47.238463,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:48.265530,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:49.330737,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 62.8)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.92, 2.2)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 23.333333333333332)"
15-12-2022 13:41:50.404762,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 67.375)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 29.0, 27.42857142857143)"
15-12-2022 13:41:51.447073,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 67.375)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 30.583333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 30.0, 27.42857142857143)"
15-12-2022 13:41:52.423023,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 67.375)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 30.0, 27.42857142857143)"
15-12-2022 13:41:53.374586,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 67.375)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 30.0, 27.42857142857143)"
15-12-2022 13:41:54.408445,"(9.0, 18.5, 15.785714285714286)","(15.0, 75.0, 67.375)","(2.7, 3.95, 3.7415000000000003)","(14.0, 34.0, 20.333333333333332)","(1.95, 2.88, 2.2095238095238097)","(18.0, 100.0, 48.92307692307693)","(10.0, 30.0, 27.42857142857143)"
