,Jigamaroo,Rocknroll Da Gama,Chump Chop,Lanoch Boy,Young Conqueror Nz,Betterthan Popsy,Tungsten Terror,Allmighty Max,Rock Nien
07-01-2023 19:11:43.706738,"(2.3, 2.74, 2.7281481481481484)","(17.0, 23.0, 22.333333333333332)","(15.0, 25.0, 23.0)","(4.8, 6.4, 6.281081081081082)","(21.0, 99999, 99990)","(7.5, 9.6, 9.0)","(21.0, 42.0, 40.5)","(7.0, 7.8, 7.571428571428571)","(8.0, 13.0, 12.884615384615385)"
07-01-2023 19:11:44.997694,"(2.3, 2.74, 2.7281481481481484)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.0)","(4.8, 6.4, 6.281081081081082)","(21.0, 99999, 99990)","(7.5, 9.6, 8.861538461538462)","(21.0, 42.0, 40.5)","(7.0, 7.8, 7.571428571428571)","(8.0, 13.0, 12.785714285714285)"
07-01-2023 19:11:46.285429,"(2.3, 2.74, 2.7111111111111112)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.0)","(4.8, 6.4, 6.281081081081082)","(21.0, 99999, 99990)","(7.5, 9.6, 8.861538461538462)","(21.0, 42.0, 41.0)","(7.0, 7.8, 7.50909090909091)","(8.0, 13.0, 12.318181818181818)"
07-01-2023 19:11:47.531543,"(2.3, 2.74, 2.6822222222222223)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.0)","(4.8, 6.4, 6.281081081081082)","(21.0, 99999, 99990)","(7.5, 9.6, 8.861538461538462)","(21.0, 42.0, 41.0)","(7.0, 7.8, 7.50909090909091)","(8.0, 13.0, 12.318181818181818)"
07-01-2023 19:11:48.781651,"(2.3, 2.74, 2.6750000000000003)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.0)","(4.8, 6.4, 6.281081081081082)","(21.0, 99999, 99990)","(7.5, 9.6, 8.835294117647058)","(21.0, 42.0, 41.0)","(7.0, 7.8, 7.50909090909091)","(8.0, 13.0, 12.318181818181818)"
07-01-2023 19:11:50.034550,"(2.3, 2.74, 2.6750000000000003)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.4)","(4.8, 6.4, 6.337142857142857)","(21.0, 99999, 99990)","(7.5, 9.6, 8.835294117647058)","(21.0, 42.0, 41.0)","(7.0, 7.8, 7.50909090909091)","(8.0, 13.0, 12.192307692307692)"
07-01-2023 19:11:51.309255,"(2.3, 2.74, 2.6750000000000003)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 23.4)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.835294117647058)","(21.0, 42.0, 41.0)","(7.0, 7.8, 7.306666666666667)","(8.0, 13.0, 12.192307692307692)"
07-01-2023 19:11:52.509500,"(2.3, 2.74, 2.6750000000000003)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.835294117647058)","(21.0, 42.0, 41.0)","(7.0, 7.6, 7.306666666666667)","(8.0, 13.0, 12.192307692307692)"
07-01-2023 19:11:53.807283,"(2.3, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(15.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.742857142857142)","(21.0, 42.0, 41.0)","(6.5, 7.6, 7.306666666666667)","(8.5, 12.5, 12.195652173913043)"
07-01-2023 19:11:55.007443,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.742857142857142)","(21.0, 42.0, 41.0)","(6.5, 7.6, 7.306666666666667)","(8.5, 12.5, 12.195652173913043)"
07-01-2023 19:11:56.248516,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.933333333333334)","(21.0, 44.0, 45.0)","(6.5, 7.6, 7.306666666666667)","(8.5, 12.5, 11.8)"
07-01-2023 19:11:57.516288,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 9.066666666666666)","(21.0, 46.0, 45.0)","(6.5, 7.6, 7.306666666666667)","(8.5, 12.5, 11.8)"
07-01-2023 19:11:58.733019,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.339534883720931)","(21.0, 99999, 99990)","(7.5, 9.6, 8.799999999999999)","(21.0, 46.0, 45.0)","(6.5, 7.6, 7.3)","(8.5, 12.5, 11.8)"
07-01-2023 19:12:00.071476,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(4.8, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.799999999999999)","(21.0, 46.0, 45.0)","(6.5, 7.6, 7.3)","(8.5, 12.5, 11.375)"
07-01-2023 19:12:01.405165,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 22.333333333333332)","(16.0, 27.0, 25.285714285714285)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.914285714285715)","(21.0, 46.0, 44.666666666666664)","(6.5, 7.6, 7.406896551724138)","(8.5, 11.5, 11.84375)"
07-01-2023 19:12:02.668805,"(2.35, 2.74, 2.7014814814814816)","(17.0, 23.0, 23.57142857142857)","(16.0, 27.0, 25.0)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 8.914285714285715)","(21.0, 46.0, 44.666666666666664)","(6.5, 7.6, 7.279999999999999)","(8.5, 12.5, 11.84375)"
07-01-2023 19:12:04.017830,"(2.35, 2.74, 2.7014814814814816)","(17.0, 24.0, 24.6)","(16.0, 28.0, 25.0)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 9.016666666666666)","(21.0, 46.0, 44.0)","(6.5, 7.6, 7.279999999999999)","(8.5, 12.5, 11.818181818181818)"
07-01-2023 19:12:05.350759,"(2.35, 2.74, 2.7588235294117647)","(17.0, 25.0, 24.6)","(16.0, 29.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.6, 9.044444444444444)","(21.0, 46.0, 44.0)","(6.5, 7.6, 7.279999999999999)","(8.5, 12.0, 11.6)"
07-01-2023 19:12:06.687127,"(2.35, 2.78, 2.777272727272727)","(17.0, 25.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 46.0, 45.75)","(6.5, 7.6, 7.2377358490566035)","(8.5, 12.0, 11.6)"
07-01-2023 19:12:08.016722,"(2.35, 2.78, 2.747)","(17.0, 25.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.646153846153846)","(8.5, 12.0, 11.4)"
07-01-2023 19:12:09.242920,"(2.35, 2.76, 2.7543478260869563)","(17.0, 25.0, 25.0)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 48.0, 45.75)","(6.5, 7.8, 7.555)","(8.5, 12.0, 11.4)"
07-01-2023 19:12:10.514060,"(2.35, 2.76, 2.7543478260869563)","(17.0, 26.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.466666666666667)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:11.806003,"(2.35, 2.76, 2.7543478260869563)","(17.0, 26.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.466666666666667)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:13.166289,"(2.35, 2.76, 2.754583333333333)","(17.0, 25.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 9.08)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.4799999999999995)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:14.484130,"(2.35, 2.76, 2.754583333333333)","(17.0, 25.0, 24.6)","(16.0, 28.0, 25.6)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.4799999999999995)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:15.754000,"(2.35, 2.76, 2.742666666666667)","(17.0, 25.0, 24.6)","(16.0, 28.0, 25.5)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.434482758620689)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:17.249389,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.5)","(5.0, 6.4, 6.333333333333334)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:18.772169,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 24.11111111111111)","(5.0, 6.4, 6.264705882352941)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 48.0, 45.75)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:20.197012,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 24.11111111111111)","(5.0, 6.4, 6.285106382978723)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 48.0, 49.375)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:21.660564,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 24.11111111111111)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:22.981152,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 24.11111111111111)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:24.268966,"(2.35, 2.76, 2.7491666666666665)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:25.416517,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.833333333333332)","(16.0, 28.0, 24.11111111111111)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:26.762607,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:28.001238,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:29.261897,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:30.519141,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:31.828023,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:33.179930,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:34.475159,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:35.761580,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:36.990145,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:38.342119,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.5, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:39.690691,"(2.35, 2.76, 2.7503703703703706)","(17.0, 25.0, 24.62962962962963)","(16.0, 28.0, 25.666666666666668)","(5.0, 6.4, 6.293023255813954)","(21.0, 99999, 99990)","(7.5, 9.4, 8.978947368421053)","(21.0, 55.0, 46.81818181818182)","(6.0, 7.6, 7.431578947368421)","(8.5, 12.0, 11.5)"
07-01-2023 19:12:41.208947,"(2.35, 2.72, 2.7094444444444448)","(18.0, 25.0, 24.25581395348837)","(17.0, 24.0, 20.0)","(5.0, 6.4, 6.192857142857143)","(21.0, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(26.0, 55.0, 48.57142857142857)","(6.0, 7.6, 7.3875)","(8.5, 12.0, 11.537037037037036)"
07-01-2023 19:12:42.506574,"(2.35, 2.72, 2.7094444444444448)","(18.0, 25.0, 24.25581395348837)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.206666666666667)","(21.0, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(26.0, 55.0, 48.57142857142857)","(6.0, 7.4, 7.311111111111112)","(8.5, 12.5, 11.533333333333333)"
07-01-2023 19:12:43.864869,"(2.35, 2.72, 2.7094444444444448)","(18.0, 25.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.206666666666667)","(21.0, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(26.0, 55.0, 50.666666666666664)","(6.0, 7.4, 7.3875)","(8.5, 12.5, 11.533333333333333)"
07-01-2023 19:12:45.287943,"(2.35, 2.72, 2.7094444444444448)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.192857142857143)","(21.0, 99999, 99990)","(7.0, 9.4, 8.955555555555556)","(26.0, 55.0, 50.666666666666664)","(6.0, 7.4, 7.3875)","(8.5, 12.5, 11.9)"
07-01-2023 19:12:46.632723,"(2.35, 2.72, 2.7094444444444448)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.0, 9.4, 9.129411764705882)","(26.0, 55.0, 48.0)","(6.0, 7.4, 7.3875)","(8.5, 12.0, 11.355263157894736)"
07-01-2023 19:12:48.017444,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.25)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.4, 7.383333333333334)","(8.5, 12.5, 11.355263157894736)"
07-01-2023 19:12:49.293518,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.295652173913043)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.4, 7.383333333333334)","(8.5, 12.5, 11.818181818181818)"
07-01-2023 19:12:50.507581,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.4)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.4, 7.493333333333333)","(8.5, 12.0, 11.818181818181818)"
07-01-2023 19:12:51.778971,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.4)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.6, 7.533333333333333)","(8.5, 12.0, 11.818181818181818)"
07-01-2023 19:12:53.086958,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.36)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.6, 7.428571428571429)","(8.5, 12.0, 11.818181818181818)"
07-01-2023 19:12:54.491478,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.36)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.6, 7.36)","(8.5, 12.0, 11.6)"
07-01-2023 19:12:55.908464,"(2.35, 2.74, 2.719178082191781)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.428571428571429)","(26.0, 50.0, 45.714285714285715)","(6.0, 7.6, 7.2250000000000005)","(8.5, 12.0, 11.692307692307692)"
07-01-2023 19:12:57.406539,"(2.35, 2.76, 2.7552631578947366)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 19.88888888888889)","(5.0, 6.4, 6.241095890410959)","(21.0, 99999, 99990)","(7.5, 9.6, 9.428571428571429)","(26.0, 50.0, 47.0)","(6.0, 7.6, 7.2250000000000005)","(8.5, 12.0, 11.538461538461538)"
07-01-2023 19:12:58.797394,"(2.35, 2.76, 2.7551351351351347)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 20.333333333333332)","(5.0, 6.4, 6.192857142857143)","(21.0, 99999, 99990)","(7.5, 9.6, 9.381818181818181)","(26.0, 50.0, 78.5)","(6.0, 7.6, 7.4222222222222225)","(8.5, 12.5, 11.642857142857142)"
07-01-2023 19:13:00.348168,"(2.35, 2.76, 2.754)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 20.333333333333332)","(5.0, 6.4, 6.203389830508475)","(21.0, 99999, 99990)","(7.5, 9.6, 9.200000000000001)","(26.0, 90.0, 70.28571428571428)","(6.0, 7.6, 7.460869565217391)","(8.5, 12.5, 11.642857142857142)"
07-01-2023 19:13:01.967632,"(2.35, 2.76, 2.757894736842105)","(18.0, 24.0, 23.93103448275862)","(17.0, 23.0, 20.2)","(5.0, 6.4, 6.203174603174603)","(21.0, 99999, 99990)","(7.5, 9.4, 9.49090909090909)","(26.0, 90.0, 58.4)","(6.0, 7.6, 7.445161290322581)","(8.5, 12.5, 11.642857142857142)"
07-01-2023 19:13:03.682024,"(2.35, 2.76, 2.75578947368421)","(18.0, 24.0, 24.285714285714285)","(17.0, 23.0, 21.5)","(5.0, 6.4, 6.203174603174603)","(21.0, 99999, 99990)","(7.5, 9.6, 9.266666666666666)","(26.0, 80.0, 57.09090909090909)","(6.0, 7.6, 7.428571428571428)","(8.5, 12.5, 11.661290322580646)"
07-01-2023 19:13:05.227564,"(2.35, 2.76, 2.755384615384615)","(18.0, 25.0, 24.285714285714285)","(17.0, 23.0, 21.75)","(5.0, 6.4, 6.203174603174603)","(21.0, 99999, 99990)","(7.5, 9.6, 8.612765957446808)","(26.0, 80.0, 57.09090909090909)","(6.0, 7.6, 7.39622641509434)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:06.777954,"(2.35, 2.76, 2.755384615384615)","(18.0, 25.0, 24.285714285714285)","(17.0, 23.0, 21.75)","(5.0, 6.4, 6.203174603174603)","(21.0, 99999, 99990)","(7.5, 9.0, 8.612765957446808)","(31.0, 80.0, 57.09090909090909)","(6.0, 7.6, 7.234782608695652)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:08.244165,"(2.35, 2.78, 2.7658823529411762)","(18.0, 25.0, 24.285714285714285)","(17.0, 23.0, 21.75)","(5.0, 6.4, 6.203333333333333)","(21.0, 99999, 99990)","(7.5, 9.0, 8.446153846153846)","(31.0, 80.0, 58.4)","(6.0, 7.6, 7.221621621621622)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:09.713265,"(2.35, 2.78, 2.7414285714285715)","(18.0, 25.0, 24.285714285714285)","(17.0, 23.0, 22.666666666666668)","(5.0, 6.4, 6.203333333333333)","(21.0, 99999, 99990)","(7.5, 8.8, 8.2)","(31.0, 80.0, 62.0)","(6.0, 7.6, 7.32)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:11.180975,"(2.35, 2.78, 2.748235294117647)","(18.0, 25.0, 24.285714285714285)","(17.0, 24.0, 22.666666666666668)","(5.0, 6.4, 6.203333333333333)","(21.0, 99999, 99990)","(7.5, 8.4, 8.233333333333333)","(31.0, 80.0, 65.33333333333334)","(6.0, 7.6, 7.376)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:12.632445,"(2.35, 2.78, 2.748235294117647)","(18.0, 25.0, 24.285714285714285)","(17.0, 24.0, 22.666666666666668)","(5.0, 6.4, 6.203333333333333)","(21.0, 99999, 99990)","(7.5, 8.4, 8.32857142857143)","(31.0, 70.0, 60.66666666666667)","(6.0, 7.6, 7.376)","(9.0, 12.5, 11.661290322580646)"
07-01-2023 19:13:14.090394,"(2.35, 2.78, 2.6638834951456314)","(18.0, 25.0, 24.361702127659573)","(17.0, 24.0, 23.0)","(5.0, 6.4, 6.226470588235294)","(21.0, 99999, 99990)","(7.5, 8.4, 7.9411764705882355)","(31.0, 70.0, 60.66666666666667)","(6.0, 7.6, 7.376)","(9.0, 12.5, 11.797297297297296)"
07-01-2023 19:13:15.463174,"(2.35, 2.68, 2.6638834951456314)","(18.0, 25.0, 24.361702127659573)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.5, 8.4, 8.04)","(31.0, 70.0, 54.4)","(6.0, 7.6, 7.523076923076923)","(9.0, 12.5, 11.797297297297296)"
07-01-2023 19:13:16.804588,"(2.35, 2.78, 2.760183486238532)","(18.0, 25.0, 24.488372093023255)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.5, 8.4, 8.04)","(31.0, 70.0, 54.4)","(6.0, 7.8, 7.59375)","(9.0, 12.5, 11.777777777777779)"
07-01-2023 19:13:18.146952,"(2.35, 2.78, 2.760183486238532)","(18.0, 25.0, 24.488372093023255)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.0, 8.4, 8.072727272727272)","(31.0, 70.0, 58.0)","(6.0, 7.8, 7.565217391304348)","(9.0, 12.5, 11.75)"
07-01-2023 19:13:19.477497,"(2.35, 2.78, 2.73)","(18.0, 25.0, 24.488372093023255)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.0, 8.4, 8.072727272727272)","(31.0, 65.0, 52.4)","(6.0, 7.6, 7.565217391304348)","(9.0, 12.5, 11.75)"
07-01-2023 19:13:20.822928,"(2.35, 2.78, 2.748157894736842)","(18.0, 25.0, 24.454545454545453)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.0, 8.4, 8.117647058823529)","(31.0, 65.0, 52.4)","(6.0, 7.6, 7.565217391304348)","(9.0, 12.5, 11.75)"
07-01-2023 19:13:22.117136,"(2.35, 2.76, 2.748157894736842)","(18.0, 25.0, 24.454545454545453)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.0, 8.4, 8.17142857142857)","(31.0, 65.0, 52.4)","(6.0, 7.6, 7.565217391304348)","(9.0, 12.5, 11.75)"
07-01-2023 19:13:23.351595,"(2.35, 2.76, 2.748157894736842)","(18.0, 25.0, 24.454545454545453)","(17.0, 24.0, 23.8)","(5.0, 6.4, 6.27536231884058)","(21.0, 99999, 99990)","(7.0, 8.4, 8.17142857142857)","(31.0, 65.0, 54.285714285714285)","(6.0, 7.6, 7.565217391304348)","(9.0, 12.5, 11.768292682926829)"
