,Marcher,Our Frankie,Lady Chartwell,Northern Impact,Cynic,Cristalino,Donnacan,Giddy Gans Joy
09-01-2023 14:12:46.336928,"(26.0, 40.0, 37.83783783783784)","(1.75, 1.99, 1.965593220338983)","(9.0, 12.5, 11.5)","(7.5, 9.6, 9.237499999999999)","(9.0, 11.0, 10.880733944954128)","(7.0, 8.6, 8.46231884057971)","(17.0, 23.0, 22.875)","(41.0, 55.0, 49.6)"
09-01-2023 14:12:47.479490,"(26.0, 38.0, 37.7)","(1.75, 1.99, 1.9644)","(9.0, 12.5, 11.5)","(7.5, 9.6, 9.3125)","(9.0, 11.0, 10.880733944954128)","(7.0, 8.6, 8.483495145631068)","(17.0, 23.0, 23.071428571428573)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:48.653259,"(26.0, 38.0, 37.61904761904762)","(1.75, 1.99, 1.9644)","(9.0, 12.5, 11.763157894736842)","(7.5, 9.4, 9.3125)","(9.0, 11.0, 10.880733944954128)","(7.0, 8.6, 8.483495145631068)","(17.0, 24.0, 23.05263157894737)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:49.822684,"(26.0, 38.0, 37.61904761904762)","(1.75, 1.99, 1.9644796380090497)","(9.0, 12.5, 11.763157894736842)","(7.5, 9.4, 9.3125)","(9.0, 11.0, 10.857758620689655)","(7.0, 8.6, 8.483495145631068)","(17.0, 24.0, 23.05263157894737)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:50.977694,"(26.0, 38.0, 37.36)","(1.75, 1.99, 1.9644796380090497)","(9.0, 12.5, 11.763157894736842)","(7.5, 9.4, 9.3125)","(9.0, 11.0, 10.819230769230769)","(7.0, 8.6, 8.483495145631068)","(17.0, 24.0, 22.38888888888889)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:52.181140,"(26.0, 38.0, 37.36)","(1.75, 1.99, 1.9644796380090497)","(9.0, 12.5, 11.763157894736842)","(7.5, 9.4, 9.3125)","(9.0, 11.0, 10.819230769230769)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.38888888888889)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:53.508370,"(26.0, 38.0, 37.36)","(1.75, 1.98, 1.963905325443787)","(9.0, 12.5, 11.94)","(7.0, 9.4, 9.3125)","(9.0, 11.0, 10.752475247524753)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.38888888888889)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:54.695049,"(26.0, 38.0, 37.36)","(1.75, 1.98, 1.963905325443787)","(9.0, 12.5, 11.94)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.752475247524753)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.38888888888889)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:55.867086,"(26.0, 38.0, 37.46666666666667)","(1.75, 1.98, 1.963905325443787)","(9.0, 12.5, 12.188888888888888)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.752475247524753)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.358974358974358)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:57.082195,"(26.0, 38.0, 37.46666666666667)","(1.75, 1.98, 1.963905325443787)","(9.0, 12.5, 12.188888888888888)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.752475247524753)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.358974358974358)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:58.281122,"(26.0, 38.0, 37.51724137931034)","(1.75, 1.98, 1.9623376623376623)","(9.0, 12.5, 12.188888888888888)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.765625)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.397590361445783)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:12:59.529199,"(26.0, 38.0, 37.51724137931034)","(1.75, 1.98, 1.9616071428571429)","(9.0, 12.5, 12.202127659574469)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.774193548387096)","(7.0, 8.6, 8.477551020408164)","(17.0, 23.0, 22.397590361445783)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:13:00.745411,"(26.0, 38.0, 37.51724137931034)","(1.75, 1.98, 1.9616071428571429)","(9.0, 12.5, 12.202127659574469)","(7.0, 9.4, 9.303225806451612)","(9.0, 11.0, 10.805555555555555)","(7.0, 8.6, 8.446153846153846)","(17.0, 23.0, 22.137931034482758)","(41.0, 55.0, 51.142857142857146)"
09-01-2023 14:13:01.941863,"(26.0, 38.0, 37.69230769230769)","(1.75, 1.97, 1.9647368421052631)","(9.0, 12.5, 11.8)","(7.0, 9.0, 8.916666666666668)","(9.0, 11.0, 10.769736842105264)","(7.0, 8.6, 8.446153846153846)","(17.0, 23.0, 22.056603773584907)","(41.0, 55.0, 52.9)"
09-01-2023 14:13:03.185713,"(26.0, 38.0, 37.69230769230769)","(1.75, 1.97, 1.9647368421052631)","(9.0, 12.5, 11.916666666666666)","(7.0, 9.2, 9.063636363636363)","(9.0, 11.0, 10.769736842105264)","(7.0, 8.6, 8.446153846153846)","(17.0, 23.0, 22.056603773584907)","(41.0, 55.0, 52.9)"
09-01-2023 14:13:04.466305,"(26.0, 38.0, 37.46666666666667)","(1.75, 1.97, 1.9602)","(9.0, 12.5, 12.0625)","(7.0, 9.2, 9.063636363636363)","(9.0, 11.0, 10.711267605633802)","(7.0, 8.6, 8.446153846153846)","(17.0, 23.0, 22.18032786885246)","(41.0, 55.0, 52.9)"
09-01-2023 14:13:05.775080,"(26.0, 38.0, 37.46666666666667)","(1.75, 1.96, 1.953398058252427)","(9.0, 12.5, 12.0625)","(7.0, 9.2, 9.08)","(9.0, 11.0, 10.918604651162791)","(7.0, 8.6, 8.451851851851853)","(17.0, 23.0, 22.193548387096776)","(41.0, 55.0, 52.9)"
09-01-2023 14:13:07.052411,"(26.0, 38.0, 37.483870967741936)","(1.75, 1.96, 1.9519553072625697)","(9.0, 12.5, 12.305555555555555)","(7.0, 9.2, 9.114285714285714)","(9.0, 11.0, 10.464285714285714)","(7.0, 8.6, 8.469565217391304)","(17.0, 23.0, 22.242424242424242)","(41.0, 55.0, 52.0)"
09-01-2023 14:13:08.304472,"(26.0, 38.0, 37.483870967741936)","(1.75, 1.96, 1.9540697674418603)","(9.0, 12.5, 12.043478260869565)","(7.0, 9.2, 9.064516129032258)","(9.0, 10.5, 10.493562231759658)","(7.5, 8.6, 8.47)","(17.0, 23.0, 20.22222222222222)","(41.0, 55.0, 53.09090909090909)"
09-01-2023 14:13:09.493684,"(26.0, 38.0, 37.916666666666664)","(1.75, 1.96, 1.9540697674418603)","(10.0, 13.0, 12.043478260869565)","(7.0, 9.4, 9.064516129032258)","(9.0, 10.5, 10.497835497835498)","(7.0, 8.6, 8.517894736842106)","(17.0, 23.0, 20.90625)","(41.0, 55.0, 52.5)"
09-01-2023 14:13:10.696769,"(26.0, 38.0, 37.916666666666664)","(1.75, 1.96, 1.9540697674418603)","(10.0, 13.0, 12.069444444444445)","(7.0, 9.4, 9.298039215686273)","(9.0, 10.5, 10.497835497835498)","(7.0, 8.6, 8.431818181818182)","(17.0, 22.0, 20.571428571428573)","(41.0, 55.0, 50.55555555555556)"
09-01-2023 14:13:11.940874,"(26.0, 38.0, 37.916666666666664)","(1.75, 1.96, 1.9511304347826086)","(10.0, 13.0, 12.042857142857143)","(7.0, 9.4, 9.298039215686273)","(9.0, 10.5, 10.5304114490161)","(7.5, 8.6, 8.431818181818182)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 53.92857142857143)"
09-01-2023 14:13:13.179639,"(26.0, 38.0, 37.92307692307692)","(1.75, 1.96, 1.9512068965517242)","(10.0, 13.0, 12.042857142857143)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.547120418848168)","(7.5, 8.6, 8.50632911392405)","(17.0, 22.0, 20.333333333333332)","(41.0, 55.0, 53.92857142857143)"
09-01-2023 14:13:14.440996,"(26.0, 38.0, 37.92307692307692)","(1.75, 1.96, 1.9512068965517242)","(10.0, 13.0, 12.042857142857143)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.543782837127846)","(7.5, 8.6, 8.492753623188406)","(17.0, 22.0, 20.333333333333332)","(41.0, 55.0, 54.285714285714285)"
09-01-2023 14:13:15.692473,"(26.0, 40.0, 38.63157894736842)","(1.75, 1.96, 1.9508333333333332)","(10.0, 13.0, 12.118421052631579)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.673852573018081)","(7.5, 8.6, 8.646666666666667)","(17.0, 22.0, 20.333333333333332)","(41.0, 55.0, 54.285714285714285)"
09-01-2023 14:13:16.948619,"(26.0, 40.0, 38.17391304347826)","(1.75, 1.96, 1.9508333333333332)","(10.0, 13.0, 12.118421052631579)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.673852573018081)","(7.5, 9.0, 8.614545454545453)","(17.0, 22.0, 20.333333333333332)","(41.0, 55.0, 55.14285714285714)"
09-01-2023 14:13:18.230267,"(26.0, 40.0, 38.17391304347826)","(1.75, 1.96, 1.9524137931034482)","(10.0, 13.0, 12.118421052631579)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.682943603851445)","(7.0, 9.0, 8.721052631578948)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:19.456700,"(26.0, 40.0, 38.17391304347826)","(1.75, 1.96, 1.9524137931034482)","(10.0, 13.0, 12.361904761904762)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.746753246753247)","(7.0, 9.0, 8.786666666666667)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:20.697490,"(26.0, 40.0, 38.38095238095238)","(1.75, 1.96, 1.9524137931034482)","(10.0, 13.0, 12.161417322834646)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 10.746753246753247)","(7.0, 9.0, 8.887179487179488)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:21.929222,"(26.0, 40.0, 38.38095238095238)","(1.75, 1.96, 1.9524137931034482)","(10.0, 13.0, 12.199248120300751)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.038461538461538)","(7.5, 9.0, 8.973333333333333)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:23.197920,"(26.0, 40.0, 38.17391304347826)","(1.75, 1.96, 1.9573767885532591)","(10.0, 13.0, 12.199248120300751)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.038709677419355)","(7.5, 9.0, 8.977358490566038)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:24.456033,"(26.0, 40.0, 38.17391304347826)","(1.75, 1.96, 1.9574770642201835)","(10.0, 13.0, 12.07391304347826)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.021205357142858)","(7.0, 9.0, 8.917460317460318)","(17.0, 22.0, 19.67361111111111)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:25.690773,"(26.0, 40.0, 38.38095238095238)","(1.75, 1.96, 1.9495751633986929)","(10.0, 13.0, 12.07391304347826)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.023333333333333)","(7.0, 9.0, 8.917460317460318)","(17.0, 22.0, 20.404761904761905)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:26.979404,"(26.0, 40.0, 38.13333333333333)","(1.75, 1.95, 1.9385543964232488)","(10.0, 13.0, 12.07391304347826)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.059548254620124)","(7.0, 9.0, 8.905454545454546)","(17.0, 22.0, 20.441558441558442)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:28.184877,"(26.0, 40.0, 38.13333333333333)","(1.75, 1.94, 1.9384287812041114)","(10.0, 13.0, 12.07391304347826)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.059548254620124)","(7.5, 9.0, 8.807407407407407)","(17.0, 22.0, 20.441558441558442)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:29.407229,"(26.0, 40.0, 38.13333333333333)","(1.75, 1.94, 1.9384287812041114)","(10.0, 13.0, 12.094594594594595)","(7.0, 9.4, 9.298039215686273)","(9.0, 11.5, 11.059548254620124)","(7.5, 9.0, 8.807407407407407)","(17.0, 22.0, 20.441558441558442)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:30.659285,"(26.0, 40.0, 38.34146341463415)","(1.75, 1.94, 1.93960880195599)","(10.0, 13.0, 12.202380952380953)","(7.5, 9.4, 9.298039215686273)","(10.0, 11.5, 11.045550847457626)","(7.5, 9.0, 8.752380952380951)","(17.0, 22.0, 20.333333333333332)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:32.021516,"(26.0, 40.0, 38.13333333333333)","(1.75, 1.94, 1.93960880195599)","(10.0, 13.0, 12.202380952380953)","(7.5, 9.4, 9.304587155963302)","(10.0, 11.5, 10.51605504587156)","(7.5, 9.0, 8.589473684210526)","(17.0, 22.0, 20.42105263157895)","(41.0, 60.0, 54.516129032258064)"
09-01-2023 14:13:33.344173,"(26.0, 40.0, 38.13333333333333)","(1.75, 1.94, 1.9394805194805194)","(10.0, 13.0, 12.246376811594203)","(7.5, 9.4, 9.304587155963302)","(10.0, 11.5, 10.659442724458204)","(7.5, 9.0, 8.726315789473684)","(17.0, 22.0, 20.42105263157895)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:34.646694,"(26.0, 40.0, 38.34146341463415)","(1.75, 1.94, 1.9394805194805194)","(10.0, 13.0, 12.246376811594203)","(7.5, 9.4, 9.304587155963302)","(10.0, 11.0, 10.655384615384616)","(7.5, 9.0, 8.726315789473684)","(17.0, 22.0, 20.42105263157895)","(41.0, 60.0, 55.14285714285714)"
09-01-2023 14:13:36.190065,"(26.0, 40.0, 38.526315789473685)","(1.75, 1.94, 1.9467283950617285)","(10.0, 13.0, 12.56)","(7.5, 9.4, 9.315447154471544)","(10.0, 11.0, 10.919463087248323)","(7.5, 9.0, 8.246632124352331)","(17.0, 22.0, 20.51851851851852)","(41.0, 60.0, 59.01960784313725)"
09-01-2023 14:13:37.401009,"(26.0, 40.0, 39.26315789473684)","(1.75, 1.95, 1.9467283950617285)","(10.0, 13.0, 12.583333333333334)","(7.5, 9.4, 9.327472527472528)","(10.0, 11.0, 10.336585365853658)","(7.5, 8.4, 8.26059654631083)","(17.0, 22.0, 21.125)","(41.0, 60.0, 59.13461538461539)"
09-01-2023 14:13:38.723682,"(26.0, 42.0, 40.5)","(1.75, 1.95, 1.9484496124031008)","(10.0, 13.0, 12.634146341463415)","(7.5, 9.4, 9.320481927710844)","(10.0, 10.5, 10.336585365853658)","(7.5, 8.4, 8.311560693641619)","(17.0, 22.0, 21.125)","(41.0, 60.0, 58.81578947368421)"
09-01-2023 14:13:39.922685,"(26.0, 42.0, 40.63157894736842)","(1.75, 1.95, 1.9484496124031008)","(10.0, 13.0, 13.033333333333333)","(7.5, 9.4, 9.451851851851853)","(10.0, 10.5, 10.4296875)","(7.5, 8.4, 8.35873015873016)","(17.0, 22.0, 21.20754716981132)","(41.0, 60.0, 59.67741935483871)"
09-01-2023 14:13:41.139063,"(26.0, 42.0, 40.81481481481482)","(1.75, 1.95, 1.9378787878787878)","(10.0, 13.5, 13.08)","(7.5, 9.6, 9.458333333333334)","(9.0, 10.5, 10.4296875)","(7.5, 8.4, 8.35873015873016)","(17.0, 22.0, 21.392857142857142)","(41.0, 60.0, 59.67741935483871)"
09-01-2023 14:13:42.405292,"(26.0, 42.0, 40.91891891891892)","(1.75, 1.95, 1.9378787878787878)","(10.0, 13.5, 13.08)","(7.5, 9.6, 9.510344827586207)","(9.0, 10.5, 10.785046728971963)","(7.5, 8.4, 8.2965)","(17.0, 22.0, 21.291666666666668)","(41.0, 60.0, 59.67741935483871)"
09-01-2023 14:13:43.642854,"(26.0, 42.0, 40.97435897435897)","(1.8, 1.95, 1.9381751824817517)","(10.0, 13.5, 13.07843137254902)","(7.5, 9.6, 9.510344827586207)","(9.0, 11.0, 10.609677419354838)","(7.0, 8.4, 8.2965)","(17.0, 22.0, 21.291666666666668)","(41.0, 60.0, 59.666666666666664)"
09-01-2023 14:13:44.873078,"(26.0, 42.0, 40.97435897435897)","(1.8, 1.95, 1.9381751824817517)","(10.0, 13.5, 13.07843137254902)","(7.5, 9.6, 9.510344827586207)","(9.0, 11.5, 10.692307692307692)","(7.0, 8.4, 8.305464480874317)","(17.0, 22.0, 21.291666666666668)","(41.0, 60.0, 59.666666666666664)"
09-01-2023 14:13:46.104784,"(26.0, 42.0, 40.97435897435897)","(1.8, 1.95, 1.9381751824817517)","(10.0, 13.5, 13.07843137254902)","(7.5, 9.6, 9.510344827586207)","(9.0, 11.0, 10.705521472392638)","(7.0, 8.4, 8.306233062330623)","(17.0, 22.0, 21.291666666666668)","(41.0, 60.0, 59.714285714285715)"
09-01-2023 14:13:47.355844,"(26.0, 42.0, 40.97435897435897)","(1.8, 1.93, 1.9227536231884057)","(10.0, 13.5, 13.129310344827585)","(7.5, 9.6, 9.493877551020407)","(9.0, 11.0, 10.701807228915662)","(7.0, 8.4, 8.306267029972751)","(17.0, 22.0, 21.291666666666668)","(41.0, 60.0, 59.714285714285715)"
09-01-2023 14:13:48.546328,"(26.0, 42.0, 40.78787878787879)","(1.8, 1.93, 1.922579185520362)","(10.0, 13.5, 13.129310344827585)","(7.5, 9.6, 9.477777777777778)","(9.0, 11.0, 10.708092485549132)","(7.0, 8.4, 8.306267029972751)","(17.0, 22.0, 20.823529411764707)","(41.0, 60.0, 59.714285714285715)"
09-01-2023 14:13:49.670132,"(26.0, 42.0, 40.8235294117647)","(1.8, 1.93, 1.922579185520362)","(10.0, 13.5, 13.129310344827585)","(7.5, 9.6, 9.477777777777778)","(9.0, 11.0, 10.779017857142858)","(7.0, 8.4, 8.278014184397163)","(17.0, 22.0, 21.38235294117647)","(41.0, 60.0, 61.875)"
09-01-2023 14:13:50.739298,"(26.0, 42.0, 40.91891891891892)","(1.75, 1.92, 1.9164634146341464)","(10.0, 13.5, 13.183823529411764)","(7.5, 9.6, 9.53125)","(9.0, 11.0, 10.946428571428571)","(7.0, 8.4, 8.27829181494662)","(17.0, 22.0, 21.38235294117647)","(41.0, 65.0, 61.470588235294116)"
09-01-2023 14:13:51.884578,"(26.0, 42.0, 40.75)","(1.75, 1.92, 1.9139393939393938)","(10.0, 13.5, 13.2875)","(7.5, 9.6, 9.48936170212766)","(9.0, 11.0, 10.939716312056738)","(7.0, 8.4, 8.27829181494662)","(17.0, 22.0, 21.433333333333334)","(41.0, 65.0, 61.875)"
09-01-2023 14:13:53.034646,"(31.0, 42.0, 40.92307692307692)","(1.75, 1.92, 1.9139393939393938)","(10.0, 13.5, 13.2875)","(7.5, 9.6, 9.48936170212766)","(10.0, 11.0, 10.939716312056738)","(7.0, 8.4, 8.27829181494662)","(17.0, 22.0, 21.433333333333334)","(41.0, 65.0, 61.875)"
09-01-2023 14:13:54.143322,"(31.0, 48.0, 41.361702127659576)","(1.75, 1.93, 1.9179411764705883)","(10.0, 13.5, 13.2875)","(7.5, 9.6, 9.502439024390243)","(10.0, 11.0, 10.890822784810126)","(7.0, 8.4, 8.265917602996254)","(17.0, 22.0, 21.38235294117647)","(41.0, 65.0, 61.875)"
09-01-2023 14:13:55.305122,"(31.0, 48.0, 41.361702127659576)","(1.75, 1.92, 1.911888111888112)","(10.0, 13.5, 13.3)","(7.5, 9.6, 9.504761904761905)","(10.0, 11.0, 10.849865951742627)","(7.0, 8.4, 8.184)","(17.0, 22.0, 21.433333333333334)","(41.0, 65.0, 61.34615384615385)"
09-01-2023 14:13:56.488235,"(31.0, 48.0, 41.88235294117647)","(1.75, 1.91, 1.9022368421052631)","(10.0, 13.5, 13.304878048780488)","(7.5, 9.6, 9.502439024390243)","(10.0, 11.0, 10.846153846153847)","(7.0, 8.2, 8.19220779220779)","(17.0, 22.0, 21.484848484848484)","(41.0, 65.0, 60.45454545454545)"
09-01-2023 14:13:57.670683,"(31.0, 48.0, 43.666666666666664)","(1.75, 1.91, 1.9055133079847908)","(10.0, 13.5, 13.33673469387755)","(7.5, 9.6, 9.523076923076923)","(10.0, 11.0, 10.848648648648648)","(7.0, 8.2, 8.196652719665272)","(17.0, 22.0, 21.55263157894737)","(41.0, 65.0, 60.714285714285715)"
09-01-2023 14:13:58.829676,"(31.0, 48.0, 43.89473684210526)","(1.75, 1.91, 1.9010266159695817)","(10.0, 13.5, 13.34375)","(7.5, 9.6, 9.535849056603773)","(10.0, 11.0, 10.857142857142858)","(7.0, 8.2, 8.186516853932584)","(17.0, 22.0, 21.627906976744185)","(41.0, 65.0, 60.945945945945944)"
09-01-2023 14:14:00.043437,"(31.0, 48.0, 44.048780487804876)","(1.75, 1.91, 1.9039896373056995)","(10.0, 13.5, 13.36111111111111)","(7.5, 9.6, 9.535849056603773)","(10.0, 11.0, 10.849865951742627)","(7.0, 8.2, 8.184873949579831)","(17.0, 22.0, 21.304347826086957)","(41.0, 65.0, 59.72222222222222)"
09-01-2023 14:14:01.217492,"(31.0, 48.0, 44.048780487804876)","(1.75, 1.91, 1.9039267015706804)","(10.0, 13.5, 13.36111111111111)","(7.5, 9.6, 9.618181818181819)","(10.0, 11.0, 10.842696629213483)","(7.0, 8.2, 8.169230769230769)","(17.0, 22.0, 21.36)","(41.0, 65.0, 59.72222222222222)"
09-01-2023 14:14:02.378234,"(31.0, 48.0, 45.54545454545455)","(1.75, 1.9, 1.8976303317535543)","(11.0, 13.5, 13.370689655172415)","(7.5, 10.0, 9.931034482758621)","(9.0, 11.0, 10.887096774193548)","(7.0, 8.2, 8.169230769230769)","(17.0, 22.0, 21.36)","(41.0, 65.0, 59.72222222222222)"
09-01-2023 14:14:03.608426,"(31.0, 48.0, 45.54545454545455)","(1.75, 1.9, 1.8984736842105263)","(11.0, 13.5, 13.370689655172415)","(7.5, 10.0, 9.911764705882353)","(9.0, 11.0, 10.888667992047713)","(7.0, 8.2, 8.17246963562753)","(17.0, 22.0, 21.45)","(41.0, 65.0, 59.57142857142857)"
09-01-2023 14:14:04.747230,"(31.0, 48.0, 45.582089552238806)","(1.75, 1.91, 1.9019540229885057)","(11.0, 13.5, 13.30281690140845)","(7.5, 10.0, 9.435294117647059)","(9.0, 11.0, 10.970731707317073)","(7.0, 8.2, 8.171314741035856)","(17.0, 22.0, 21.45)","(41.0, 65.0, 59.57142857142857)"
09-01-2023 14:14:05.813522,"(31.0, 48.0, 44.625)","(1.75, 1.91, 1.9000682982356287)","(11.0, 13.5, 13.274193548387096)","(7.5, 10.0, 9.43)","(9.0, 11.0, 10.968446601941748)","(7.0, 8.2, 8.17408906882591)","(17.0, 22.0, 21.45)","(41.0, 65.0, 59.57142857142857)"
09-01-2023 14:14:06.946981,"(31.0, 48.0, 45.08108108108108)","(1.75, 1.91, 1.9000689655172414)","(11.0, 13.5, 13.336538461538462)","(7.5, 10.0, 9.504347826086956)","(9.0, 11.0, 10.777003484320558)","(7.0, 8.2, 8.20093023255814)","(17.0, 22.0, 21.6)","(41.0, 65.0, 60.26315789473684)"
09-01-2023 14:14:08.022580,"(31.0, 46.0, 44.7)","(1.75, 1.91, 1.8930121703853955)","(11.0, 13.5, 13.336538461538462)","(7.5, 9.8, 9.504347826086956)","(9.0, 11.0, 10.809338521400779)","(7.0, 8.4, 8.196190476190477)","(17.0, 22.0, 21.6)","(41.0, 65.0, 60.88235294117647)"
09-01-2023 14:14:09.086644,"(31.0, 46.0, 44.55555555555556)","(1.75, 1.91, 1.9001179941002948)","(11.0, 13.5, 13.428571428571429)","(7.5, 9.8, 9.496)","(9.0, 11.0, 10.864678899082568)","(7.0, 8.4, 8.234334763948498)","(17.0, 22.0, 21.6)","(41.0, 65.0, 60.88235294117647)"
09-01-2023 14:14:10.165231,"(31.0, 44.0, 43.14705882352941)","(1.75, 1.91, 1.8936136733586544)","(11.0, 13.5, 13.428571428571429)","(7.5, 9.8, 9.498039215686275)","(9.0, 11.0, 10.864678899082568)","(7.0, 8.4, 8.236440677966101)","(17.0, 22.0, 22.522222222222222)","(41.0, 65.0, 60.88235294117647)"
09-01-2023 14:14:11.186632,"(31.0, 44.0, 43.14705882352941)","(1.75, 1.91, 1.8937808807733618)","(11.0, 13.5, 13.428571428571429)","(7.5, 9.6, 9.498039215686275)","(9.0, 11.0, 10.806949806949808)","(7.0, 8.4, 8.25108225108225)","(17.0, 23.0, 20.736842105263158)","(41.0, 65.0, 61.5)"
09-01-2023 14:14:12.227438,"(31.0, 44.0, 43.0)","(1.75, 1.9, 1.898627450980392)","(11.0, 14.0, 13.6)","(7.5, 9.6, 9.56875)","(9.0, 11.0, 10.806949806949808)","(7.0, 8.4, 8.25108225108225)","(17.0, 23.0, 22.020833333333332)","(41.0, 65.0, 61.5)"
09-01-2023 14:14:13.291107,"(31.0, 44.0, 42.80597014925373)","(1.75, 1.93, 1.92327868852459)","(11.0, 13.5, 13.488888888888889)","(7.5, 9.6, 9.255172413793103)","(9.0, 11.0, 10.854046242774567)","(7.0, 8.4, 8.266666666666666)","(17.0, 23.0, 22.017857142857142)","(41.0, 65.0, 61.42857142857143)"
09-01-2023 14:14:14.411690,"(31.0, 44.0, 42.698412698412696)","(1.75, 1.93, 1.9266887417218543)","(11.0, 13.5, 13.486842105263158)","(7.5, 9.4, 9.255172413793103)","(9.0, 11.0, 10.852769679300291)","(7.0, 8.4, 8.266666666666666)","(17.0, 23.0, 22.017857142857142)","(41.0, 65.0, 60.833333333333336)"
09-01-2023 14:14:15.486603,"(31.0, 44.0, 42.698412698412696)","(1.75, 1.93, 1.929181818181818)","(11.0, 13.5, 13.486842105263158)","(7.5, 9.4, 9.237499999999999)","(9.0, 11.0, 10.852769679300291)","(7.0, 8.4, 8.260162601626016)","(17.0, 23.0, 21.166666666666668)","(41.0, 65.0, 60.833333333333336)"
09-01-2023 14:14:16.630400,"(31.0, 44.0, 42.6875)","(1.75, 1.93, 1.928987341772152)","(11.0, 13.5, 13.484848484848484)","(7.5, 9.4, 9.20185185185185)","(9.0, 11.0, 10.853197674418604)","(7.0, 8.4, 8.264566929133858)","(17.0, 22.0, 18.646067415730336)","(41.0, 65.0, 58.47826086956522)"
09-01-2023 14:14:17.750109,"(31.0, 44.0, 42.6875)","(1.75, 1.93, 1.9294505494505494)","(11.0, 13.5, 13.485294117647058)","(7.5, 9.4, 9.20185185185185)","(9.0, 11.0, 10.911764705882353)","(7.0, 8.4, 8.270188679245283)","(17.0, 19.5, 20.939393939393938)","(41.0, 60.0, 58.888888888888886)"
09-01-2023 14:14:18.881274,"(31.0, 44.0, 42.905660377358494)","(1.75, 1.93, 1.9299248120300752)","(11.0, 14.0, 13.666666666666666)","(7.5, 9.4, 8.99622641509434)","(9.0, 11.0, 10.895348837209303)","(7.0, 8.4, 8.213043478260868)","(17.0, 22.0, 20.75)","(41.0, 60.0, 58.84615384615385)"
09-01-2023 14:14:19.987857,"(31.0, 44.0, 42.56410256410256)","(1.75, 1.97, 1.9354368932038835)","(11.0, 14.0, 13.67123287671233)","(7.5, 9.4, 8.99622641509434)","(9.0, 11.0, 10.895348837209303)","(7.0, 8.4, 8.24074074074074)","(17.0, 22.0, 20.6)","(41.0, 60.0, 58.84615384615385)"
