,Mr Valentine,Lamancha,Dynamic,Kasatkina,Call Me Elf,Tiggerlong Al
10-01-2023 14:21:12.624922,"(3.6, 5.2, 5.09)","(4.6, 5.8, 5.0)","(6.5, 17.5, 14.5)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 2.9939999999999998)","(5.0, 12.0, 10.154545454545454)"
10-01-2023 14:21:13.811504,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.8, 5.076923076923077)","(6.5, 17.5, 14.5)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 2.9939999999999998)","(5.0, 12.0, 10.495454545454546)"
10-01-2023 14:21:14.936460,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 17.5, 16.333333333333332)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 2.9939999999999998)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:16.125725,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 23.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:17.273367,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:18.451898,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:19.701688,"(3.6, 5.2, 5.09)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:20.993814,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:22.269873,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:23.474733,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:24.771850,"(3.6, 5.2, 5.126666666666667)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 18.53333333333333)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.495454545454546)"
10-01-2023 14:21:26.082378,"(3.6, 5.2, 5.033333333333333)","(4.6, 5.7, 4.811111111111111)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.582608695652173)"
10-01-2023 14:21:27.330807,"(3.6, 5.2, 5.033333333333333)","(4.6, 5.7, 4.811111111111111)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.582608695652173)"
10-01-2023 14:21:28.450201,"(3.6, 5.4, 4.5)","(4.6, 5.7, 4.811111111111111)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.5, 10.84)"
10-01-2023 14:21:29.509494,"(3.6, 5.4, 4.817647058823529)","(4.6, 5.7, 4.811111111111111)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:30.664608,"(3.6, 5.4, 4.817647058823529)","(4.6, 5.7, 5.071428571428571)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:31.868506,"(3.6, 5.4, 4.817647058823529)","(4.6, 5.7, 5.076666666666666)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:33.071036,"(3.6, 5.4, 4.817647058823529)","(4.6, 5.7, 5.516666666666667)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:34.269385,"(3.6, 5.4, 4.817647058823529)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:35.405378,"(3.6, 5.3, 5.033333333333333)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:36.533167,"(3.6, 5.3, 5.033333333333333)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:37.692200,"(3.6, 5.3, 5.033333333333333)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 11.76)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:38.900516,"(3.6, 5.3, 5.033333333333333)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 11.92)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:40.064223,"(3.6, 5.3, 5.033333333333333)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 17.41818181818182)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:41.204759,"(3.6, 5.3, 4.8428571428571425)","(4.6, 5.6, 5.516666666666667)","(6.5, 22.0, 10.414285714285715)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:42.397181,"(3.6, 5.3, 4.944444444444445)","(4.6, 5.6, 5.516666666666667)","(6.5, 21.0, 11.68)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.051428571428571)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:43.504666,"(3.6, 5.1, 4.833333333333333)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.932)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:44.548681,"(3.6, 5.1, 4.833333333333333)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.54)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:46.134186,"(3.6, 5.1, 4.730769230769231)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.54)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:47.341188,"(3.6, 5.4, 4.846153846153847)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.54)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:48.447646,"(3.6, 5.4, 4.692857142857143)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.54)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:49.580223,"(3.6, 5.4, 4.907692307692308)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.54)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:50.642875,"(3.6, 5.3, 4.869230769230769)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:51.711334,"(3.6, 5.3, 4.869230769230769)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:52.893219,"(3.6, 5.3, 4.869230769230769)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:54.085746,"(3.6, 5.3, 4.869230769230769)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:55.328279,"(3.6, 5.3, 4.869230769230769)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:56.558250,"(3.6, 5.3, 4.684615384615385)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 17.333333333333332)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:57.678247,"(3.6, 5.3, 4.684615384615385)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.861538461538462)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:21:58.824324,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.607142857142858)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.84)"
10-01-2023 14:22:00.005790,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.607142857142858)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 12.0, 10.466666666666667)"
10-01-2023 14:22:01.151066,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.607142857142858)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:02.331365,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.607142857142858)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:03.437811,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 16.607142857142858)","(11.0, 24.0, 21.9)","(2.9, 4.2, 3.32)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:04.614410,"(3.6, 5.3, 4.8076923076923075)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 18.642857142857142)","(11.0, 24.0, 19.346153846153847)","(2.9, 4.2, 3.32)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:05.708707,"(3.6, 5.3, 4.581632653061225)","(4.6, 5.6, 5.446153846153846)","(6.5, 20.0, 19.136363636363637)","(11.0, 23.0, 17.970588235294116)","(2.9, 4.2, 3.32)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:06.920756,"(3.6, 5.3, 4.581632653061225)","(4.6, 5.6, 5.1)","(6.5, 20.0, 17.333333333333332)","(11.0, 23.0, 17.5)","(2.9, 4.2, 3.144)","(5.0, 11.0, 10.466666666666667)"
10-01-2023 14:22:08.190697,"(3.6, 5.2, 4.791666666666667)","(4.6, 5.6, 5.1)","(6.5, 20.0, 17.5)","(11.0, 23.0, 21.055555555555557)","(2.9, 4.2, 3.3375)","(5.0, 11.0, 9.577777777777778)"
10-01-2023 14:22:09.399713,"(3.6, 5.2, 4.75)","(4.6, 5.6, 5.1)","(6.5, 20.0, 17.5)","(11.0, 22.0, 21.055555555555557)","(2.9, 4.1, 3.3)","(5.0, 10.0, 8.2)"
10-01-2023 14:22:10.907197,"(3.6, 5.2, 4.75)","(4.6, 5.6, 5.1)","(6.5, 20.0, 18.333333333333336)","(11.0, 22.0, 21.055555555555557)","(2.9, 4.0, 3.2249999999999996)","(5.0, 10.0, 8.2)"
10-01-2023 14:22:12.119266,"(3.6, 5.2, 4.572916666666667)","(4.6, 5.6, 4.803703703703703)","(6.5, 20.0, 18.25)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.24375)","(5.0, 10.0, 9.24)"
10-01-2023 14:22:13.337978,"(3.6, 5.2, 4.9714285714285715)","(4.6, 5.6, 5.21875)","(6.5, 20.0, 18.25)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.85, 3.24375)","(5.0, 9.8, 9.141176470588237)"
10-01-2023 14:22:14.575186,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.263157894736842)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.85, 3.24375)","(5.0, 9.8, 7.674074074074074)"
10-01-2023 14:22:15.778188,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.125)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.85, 3.24375)","(5.0, 9.8, 8.536363636363635)"
10-01-2023 14:22:16.969474,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 17.833333333333332)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.85, 3.2249999999999996)","(5.0, 9.6, 8.95)"
10-01-2023 14:22:18.140198,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 17.833333333333332)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.2249999999999996)","(5.0, 9.4, 8.83529411764706)"
10-01-2023 14:22:19.238621,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 17.833333333333332)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.17)","(5.0, 9.4, 8.83529411764706)"
10-01-2023 14:22:20.367768,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.17)","(5.0, 9.4, 7.6240000000000006)"
10-01-2023 14:22:21.515815,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.17)","(5.0, 9.4, 7.6240000000000006)"
10-01-2023 14:22:22.651869,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.17)","(5.0, 9.4, 7.6240000000000006)"
10-01-2023 14:22:23.787825,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.17)","(5.0, 9.4, 7.6240000000000006)"
10-01-2023 14:22:24.964833,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.17)","(5.0, 9.4, 7.529629629629629)"
10-01-2023 14:22:26.144249,"(3.6, 5.1, 4.928571428571428)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.75, 3.2249999999999996)","(5.0, 9.2, 8.857142857142858)"
10-01-2023 14:22:27.276750,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.2249999999999996)","(5.0, 9.0, 8.857142857142858)"
10-01-2023 14:22:28.456475,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.2249999999999996)","(5.0, 9.0, 7.866666666666667)"
10-01-2023 14:22:29.669086,"(3.6, 5.1, 4.8999999999999995)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.2249999999999996)","(5.0, 9.0, 7.866666666666667)"
10-01-2023 14:22:30.812235,"(3.6, 4.9, 4.578571428571429)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 21.055555555555557)","(2.9, 3.8, 3.2249999999999996)","(5.0, 9.0, 7.866666666666667)"
10-01-2023 14:22:31.903278,"(3.6, 4.9, 4.578571428571429)","(4.6, 5.5, 5.21875)","(6.5, 20.0, 19.1875)","(11.0, 22.0, 18.5)","(2.9, 3.8, 3.4714285714285715)","(5.0, 9.0, 8.17)"
10-01-2023 14:22:33.055212,"(3.6, 4.8, 4.517647058823529)","(4.6, 5.5, 5.095)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 18.5)","(2.9, 3.8, 3.567857142857143)","(5.0, 8.8, 8.17)"
10-01-2023 14:22:34.231112,"(3.6, 4.8, 4.376470588235295)","(4.6, 5.5, 4.953571428571428)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 18.5)","(2.9, 3.95, 3.567857142857143)","(5.0, 8.8, 8.17)"
10-01-2023 14:22:35.387899,"(3.6, 4.8, 4.325)","(4.6, 5.5, 4.953571428571428)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.95, 3.567857142857143)","(5.0, 8.8, 7.441509433962264)"
10-01-2023 14:22:36.574795,"(3.6, 4.8, 4.263829787234043)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.95, 3.567857142857143)","(5.0, 8.8, 8.04)"
10-01-2023 14:22:37.794809,"(3.6, 4.8, 4.263829787234043)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.95, 3.567857142857143)","(5.0, 8.6, 7.770370370370371)"
10-01-2023 14:22:39.006983,"(3.6, 4.8, 4.263829787234043)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 19.1875)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.95, 3.567857142857143)","(5.0, 8.6, 7.770370370370371)"
10-01-2023 14:22:40.241300,"(3.6, 4.8, 4.263829787234043)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 17.636363636363637)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.95, 3.336923076923077)","(5.0, 8.6, 7.6)"
10-01-2023 14:22:41.421760,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 17.636363636363637)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.2, 3.336923076923077)","(5.0, 8.4, 7.22)"
10-01-2023 14:22:42.524119,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.770689655172413)","(6.5, 20.0, 18.0)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.2, 3.6642857142857137)","(5.0, 8.2, 6.956521739130435)"
10-01-2023 14:22:43.704570,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.770689655172413)","(6.5, 19.5, 14.916666666666666)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.6642857142857137)","(5.0, 8.0, 7.657142857142857)"
10-01-2023 14:22:44.879498,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.654)","(6.5, 19.5, 14.916666666666666)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7199999999999998)","(5.0, 7.8, 6.9230769230769225)"
10-01-2023 14:22:46.173878,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.748)","(6.5, 19.5, 17.78125)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.0, 3.578823529411765)","(5.0, 7.6, 6.430769230769231)"
10-01-2023 14:22:47.411556,"(3.6, 4.8, 4.234615384615385)","(4.6, 5.5, 4.861538461538462)","(6.5, 19.5, 17.78125)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.2, 3.6075)","(5.0, 7.6, 6.6499999999999995)"
10-01-2023 14:22:48.557872,"(3.6, 4.8, 4.441666666666667)","(4.6, 5.4, 4.83125)","(6.5, 19.5, 17.666666666666668)","(11.0, 21.0, 15.722222222222221)","(2.9, 3.85, 3.795)","(5.0, 7.6, 6.777777777777778)"
10-01-2023 14:22:49.684795,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.747727272727273)","(6.5, 19.5, 18.354166666666664)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.795)","(5.0, 7.4, 6.692307692307692)"
10-01-2023 14:22:50.935144,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.747727272727273)","(6.5, 19.5, 17.0)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7246153846153844)","(5.0, 7.2, 6.692307692307692)"
10-01-2023 14:22:52.200186,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.747727272727273)","(6.5, 19.5, 18.11111111111111)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7246153846153844)","(5.0, 7.2, 6.68)"
10-01-2023 14:22:53.398485,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.747727272727273)","(6.5, 19.5, 18.11111111111111)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7246153846153844)","(5.0, 7.2, 6.68)"
10-01-2023 14:22:54.499388,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.747727272727273)","(6.5, 19.5, 18.11111111111111)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7246153846153844)","(5.0, 7.2, 6.68)"
10-01-2023 14:22:55.702894,"(3.6, 4.8, 4.172916666666667)","(4.6, 5.4, 4.794736842105263)","(6.5, 19.5, 18.11111111111111)","(11.0, 21.0, 15.722222222222221)","(2.9, 4.1, 3.7246153846153844)","(5.0, 7.2, 6.457142857142857)"
10-01-2023 14:22:56.921105,"(3.6, 4.8, 4.2625)","(4.6, 5.3, 4.825)","(6.5, 19.5, 18.11111111111111)","(11.0, 21.0, 17.5)","(2.9, 4.1, 3.795)","(5.0, 7.2, 6.506666666666667)"
10-01-2023 14:22:58.068800,"(3.6, 4.8, 4.2625)","(4.6, 5.2, 4.654545454545454)","(6.5, 19.5, 18.11111111111111)","(11.0, 20.0, 18.3)","(2.9, 4.1, 3.9779999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:22:59.305019,"(3.6, 4.8, 4.2625)","(4.6, 5.2, 4.654545454545454)","(6.5, 19.5, 18.11111111111111)","(11.0, 19.5, 18.3)","(2.9, 4.1, 3.9779999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:00.494929,"(3.6, 4.8, 4.2625)","(4.6, 5.2, 4.666666666666666)","(6.5, 19.5, 18.11111111111111)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.1, 3.9779999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:01.635386,"(3.6, 4.8, 4.2625)","(4.6, 5.1, 4.655555555555555)","(6.5, 19.5, 18.11111111111111)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.1, 3.672)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:02.931782,"(3.6, 4.8, 4.171428571428571)","(4.6, 5.1, 4.655555555555555)","(6.5, 19.5, 18.11111111111111)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.2, 3.913846153846154)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:04.175076,"(3.6, 4.8, 4.351020408163265)","(4.6, 5.1, 4.616129032258065)","(6.5, 19.5, 18.11111111111111)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.0, 3.913846153846154)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:05.433037,"(3.6, 4.8, 4.351020408163265)","(4.6, 5.1, 4.625)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.0, 3.913846153846154)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:06.845393,"(3.6, 4.8, 4.351020408163265)","(4.6, 5.1, 4.625)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.0, 3.776)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:08.179927,"(3.6, 4.8, 4.351020408163265)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.0, 3.776)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:09.455463,"(3.6, 4.8, 4.351020408163265)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 4.0, 3.7359999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:10.701998,"(3.6, 4.8, 4.440816326530612)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 3.95, 3.7359999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:11.932520,"(3.6, 4.8, 4.440816326530612)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 3.95, 3.7359999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:13.110784,"(3.6, 4.8, 4.440816326530612)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 3.95, 3.7359999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:14.278864,"(3.6, 4.8, 4.440816326530612)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 3.95, 3.7359999999999998)","(5.0, 7.2, 6.447058823529412)"
10-01-2023 14:23:15.370399,"(3.6, 4.8, 4.440816326530612)","(4.6, 5.1, 4.760714285714285)","(6.5, 19.5, 18.363636363636363)","(11.0, 19.5, 15.346153846153847)","(2.9, 3.95, 3.6)","(5.0, 7.2, 6.445714285714286)"
10-01-2023 14:23:16.549223,"(3.6, 4.8, 4.158333333333333)","(4.6, 5.1, 4.755172413793103)","(6.5, 19.5, 18.41304347826087)","(11.0, 19.5, 18.38888888888889)","(2.9, 4.2, 3.6)","(5.0, 7.2, 6.445714285714286)"
