,World Of Fools,Adios See Ya,Toller,Lion Of The Sea,Jaime Jamel,Dinner Bell,Scaredy Cat,Baytown Jakester,Forever The Boss,Urban Warrior
05-01-2023 12:43:09.216902,"(21.0, 170.0, 38.92307692307692)","(10.0, 22.0, 20.25)","(2.4, 2.94, 2.8757142857142854)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.888888888888886)","(20.0, 34.0, 31.25)","(10.0, 23.0, 19.785714285714285)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:10.472403,"(21.0, 170.0, 38.92307692307692)","(10.0, 22.0, 21.416666666666668)","(2.45, 2.94, 2.8757142857142854)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.888888888888886)","(20.0, 34.0, 31.25)","(10.0, 23.0, 19.785714285714285)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:11.703829,"(21.0, 170.0, 38.92307692307692)","(10.0, 22.0, 21.3)","(2.45, 2.94, 2.8757142857142854)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.714285714285715)","(20.0, 34.0, 31.25)","(10.0, 23.0, 19.785714285714285)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:12.998326,"(21.0, 170.0, 38.92307692307692)","(10.0, 22.0, 21.3)","(2.45, 2.94, 2.8757142857142854)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.714285714285715)","(20.0, 34.0, 31.25)","(10.0, 23.0, 19.785714285714285)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:14.507819,"(21.0, 170.0, 38.92307692307692)","(10.0, 22.0, 20.57142857142857)","(2.45, 2.94, 2.915)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.714285714285715)","(20.0, 34.0, 31.25)","(10.0, 23.0, 19.785714285714285)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:15.861670,"(21.0, 170.0, 63.5)","(10.0, 22.0, 21.3)","(2.45, 2.94, 2.915)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.44444444444444)","(20.0, 34.0, 29.6)","(10.0, 23.0, 21.571428571428573)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:17.164708,"(21.0, 170.0, 36.875)","(10.0, 22.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:18.536099,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:19.877342,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9057142857142857)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:21.200321,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9057142857142857)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:22.611519,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9057142857142857)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.92)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:24.013834,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.915)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.92)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:25.323520,"(21.0, 170.0, 36.875)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.915)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 34.857142857142854)","(20.0, 34.0, 30.857142857142858)","(10.0, 23.0, 19.5625)","(4.4, 6.0, 5.92)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:26.621094,"(21.0, 170.0, 34.17391304347826)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 30.0)","(10.0, 23.0, 20.083333333333332)","(4.4, 6.0, 5.92)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:27.956662,"(21.0, 170.0, 34.17391304347826)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 23.0, 20.083333333333332)","(4.4, 6.0, 5.92)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:29.249775,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 23.0, 20.083333333333332)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:30.581261,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 23.0, 20.5)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:31.929457,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.899090909090909)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 22.0, 20.0)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:33.342949,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.916470588235294)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 22.0, 20.0)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:34.702041,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9266666666666667)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(20.0, 34.0, 32.0)","(10.0, 22.0, 20.0)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:36.079386,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.923448275862069)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 32.0)","(20.0, 34.0, 31.142857142857142)","(10.0, 22.0, 20.5)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:37.413269,"(21.0, 170.0, 56.4)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.903076923076923)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(20.0, 34.0, 33.16666666666667)","(10.0, 22.0, 20.5)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:38.772254,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.915652173913043)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(20.0, 34.0, 31.75)","(10.0, 22.0, 20.5)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:40.116201,"(21.0, 170.0, 33.916666666666664)","(10.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.915652173913043)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(20.0, 34.0, 31.75)","(10.0, 22.0, 20.5)","(4.4, 6.0, 5.822222222222222)","(7.5, 15.0, 12.75)","(5.0, 6.4, 6.25)"
05-01-2023 12:43:41.403008,"(21.0, 170.0, 33.916666666666664)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9228571428571426)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.14285714285714)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:42.658210,"(21.0, 170.0, 33.916666666666664)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9228571428571426)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:43.853507,"(21.0, 170.0, 33.916666666666664)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9357142857142855)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:45.088994,"(21.0, 170.0, 33.916666666666664)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9357142857142855)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.63157894736842)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:46.312113,"(21.0, 170.0, 33.916666666666664)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9347826086956523)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:47.695113,"(21.0, 170.0, 38.14285714285714)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9347826086956523)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.5)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 12.75)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:49.033467,"(21.0, 170.0, 38.14285714285714)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9347826086956523)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.5)","(21.0, 34.0, 31.75)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 15.0, 13.583333333333334)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:50.393963,"(21.0, 170.0, 38.14285714285714)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9347826086956523)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.5)","(21.0, 34.0, 26.0)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 14.0, 13.583333333333334)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:51.752294,"(21.0, 170.0, 38.14285714285714)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.8899999999999997)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.5)","(21.0, 34.0, 26.0)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 14.0, 11.962962962962964)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:53.077597,"(21.0, 170.0, 37.46666666666667)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.8899999999999997)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.5)","(21.0, 34.0, 26.0)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 14.0, 12.928571428571429)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:54.372530,"(21.0, 170.0, 37.46666666666667)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.8899999999999997)","(10.0, 16.0, 15.444444444444445)","(21.0, 36.0, 35.0)","(21.0, 34.0, 26.0)","(13.0, 22.0, 20.5)","(4.8, 6.0, 5.822222222222222)","(8.5, 13.5, 12.928571428571429)","(4.6, 6.4, 6.25)"
05-01-2023 12:43:55.703059,"(21.0, 170.0, 37.46666666666667)","(13.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.8899999999999997)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.0)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.5, 11.916666666666666)","(4.4, 6.4, 6.25)"
05-01-2023 12:43:57.047705,"(21.0, 170.0, 56.4)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.91)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.5, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:43:58.338529,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.91)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:43:59.744797,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.91)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:00.988572,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.91)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:02.214514,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9345454545454546)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 30.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:03.455514,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9345454545454546)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 30.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:04.665134,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9345454545454546)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.75)","(20.0, 34.0, 31.818181818181817)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.742857142857143)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:05.858943,"(21.0, 170.0, 43.77777777777778)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9345454545454546)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.0)","(20.0, 34.0, 31.818181818181817)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.742857142857143)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:07.074653,"(21.0, 170.0, 63.5)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.9345454545454546)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.7)","(20.0, 34.0, 32.73684210526316)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:08.293290,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.929090909090909)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.7)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:09.514490,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.929090909090909)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.6)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.75)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:10.824543,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.929090909090909)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.6)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 12.571428571428571)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:12.121707,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.929090909090909)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.6)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 13.0, 11.763157894736842)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:13.411455,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.94, 2.929090909090909)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.763157894736842)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:14.647721,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.96, 2.9074999999999998)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.763157894736842)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:15.862701,"(21.0, 170.0, 34.45454545454545)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.96, 2.9074999999999998)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.394736842105264)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:17.027296,"(21.0, 170.0, 63.5)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.96, 2.9074999999999998)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.333333333333336)","(20.0, 34.0, 29.6)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.394736842105264)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:18.208578,"(21.0, 170.0, 34.17391304347826)","(15.0, 23.0, 22.416666666666668)","(2.45, 2.96, 2.9074999999999998)","(11.0, 16.0, 15.444444444444445)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 30.857142857142858)","(15.0, 22.0, 20.142857142857142)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.394736842105264)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:19.402189,"(21.0, 170.0, 34.17391304347826)","(15.0, 23.0, 21.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 31.142857142857142)","(15.0, 21.0, 20.142857142857142)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.394736842105264)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:20.630078,"(21.0, 170.0, 34.17391304347826)","(15.0, 23.0, 21.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 31.142857142857142)","(15.0, 21.0, 20.142857142857142)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.394736842105264)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:21.908567,"(21.0, 170.0, 34.17391304347826)","(15.0, 23.0, 21.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 31.142857142857142)","(15.0, 21.0, 20.142857142857142)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:23.277665,"(21.0, 170.0, 33.916666666666664)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 30.857142857142858)","(15.0, 21.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:24.603035,"(21.0, 170.0, 33.916666666666664)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.714285714285715)","(20.0, 34.0, 30.857142857142858)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:25.928177,"(21.0, 170.0, 56.4)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.928181818181818)","(11.0, 16.0, 15.0)","(20.0, 36.0, 32.0)","(20.0, 34.0, 26.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:27.210978,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.84)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 32.8421052631579)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:28.491505,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.84)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 32.8421052631579)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:29.802009,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.84)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 30.0)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:31.127231,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.84)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 32.8421052631579)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:32.416568,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.921818181818182)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 32.8421052631579)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:33.709188,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.936)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 31.5)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:34.886840,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.936)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.78947368421053)","(20.0, 34.0, 32.18181818181818)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:36.101727,"(21.0, 170.0, 40.90909090909091)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.936)","(11.0, 16.0, 15.0)","(20.0, 36.0, 34.857142857142854)","(20.0, 34.0, 31.5)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.462962962962964)","(4.4, 6.4, 6.25)"
05-01-2023 12:44:37.247483,"(21.0, 170.0, 63.5)","(15.0, 23.0, 22.5)","(2.45, 2.96, 2.936)","(11.0, 16.0, 15.0)","(20.0, 36.0, 35.63636363636364)","(20.0, 34.0, 32.75)","(15.0, 22.0, 20.5)","(5.0, 6.0, 5.822222222222222)","(9.0, 12.5, 11.222222222222221)","(4.4, 6.4, 6.25)"
