,Winklee Ted,Your Law,Dont Tell Neo,Wilanns Way,Semi Precious,Saint Zac,Buckle Up Nick,Hawk Danger
10-01-2023 14:09:58.402641,"(4.0, 7.4, 4.84)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.266666666666667)","(5.0, 8.0, 6.8)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 5.04)"
10-01-2023 14:09:59.506636,"(4.0, 7.4, 5.266666666666667)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.266666666666667)","(5.0, 8.0, 6.8)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.8)"
10-01-2023 14:10:00.568086,"(4.0, 7.4, 5.628571428571428)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.8)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:01.612549,"(4.0, 7.4, 6.16)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.8)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:02.602555,"(4.0, 7.4, 6.16)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.8)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:03.661237,"(4.0, 7.4, 6.16)","(20.0, 60.0, 22.65)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(11.0, 14.0, 13.65)","(10.0, 20.0, 12.857142857142858)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:04.682682,"(4.0, 7.4, 6.16)","(20.0, 60.0, 27.913043478260867)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(11.0, 14.0, 13.61111111111111)","(10.0, 20.0, 13.166666666666666)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:05.872805,"(4.0, 7.4, 6.16)","(20.0, 60.0, 27.913043478260867)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(11.0, 14.0, 13.61111111111111)","(10.0, 19.5, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:06.906753,"(4.0, 7.4, 6.16)","(20.0, 60.0, 27.913043478260867)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(11.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:07.984035,"(4.0, 7.4, 6.16)","(20.0, 60.0, 27.913043478260867)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(11.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:09.318306,"(4.0, 7.4, 6.16)","(21.0, 60.0, 27.913043478260867)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:10.363077,"(4.0, 7.4, 6.16)","(21.0, 60.0, 26.454545454545453)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:11.772146,"(4.0, 7.4, 6.625)","(21.0, 60.0, 26.454545454545453)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:12.884058,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 33.64285714285714)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:13.978564,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.921428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:15.037720,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.944827586206896)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:16.093892,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.433333333333334)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:17.241344,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.433333333333334)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:18.590180,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.758620689655173)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:19.805489,"(4.0, 7.2, 6.233333333333333)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.758620689655173)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:20.811786,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.366666666666666)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:21.820052,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.366666666666666)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:22.856915,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.366666666666666)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:23.844665,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.733333333333333)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 16.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:24.867841,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.733333333333333)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 13.272727272727273)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:25.874235,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.733333333333333)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.894736842105264)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:26.877484,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.425)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:27.867048,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.488888888888889)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:28.869338,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:29.870330,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:31.158308,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:32.214927,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:33.286061,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:34.430308,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 19.0, 11.8)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:35.523973,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 5.1, 4.621739130434782)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 19.0, 14.25)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:36.593404,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.9, 4.536363636363636)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 18.5, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:37.696825,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.536363636363636)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.725)"
10-01-2023 14:10:38.699847,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.469230769230769)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:39.806720,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.45)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:40.847647,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.45)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:41.863196,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.45)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:42.864238,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.427272727272727)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.5625)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:44.117394,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.271428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:45.206490,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.7, 4.271428571428571)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.681818181818182)","(10.0, 18.0, 15.333333333333332)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:46.312454,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.166666666666667)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.708333333333334)","(10.0, 18.0, 14.0)","(31.0, 75.0, 36.92857142857143)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:47.467036,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.08)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.708333333333334)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:48.682795,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:49.772138,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:50.796710,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.9538461538461536)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:51.842884,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.9538461538461536)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:52.968387,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.9538461538461536)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 4.707692307692308)"
10-01-2023 14:10:54.098918,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0375)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 7.2, 5.266666666666667)"
10-01-2023 14:10:55.317238,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0375)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:10:56.438043,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0375)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:10:57.495592,"(4.0, 7.2, 5.1000000000000005)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:10:58.563554,"(4.0, 7.2, 6.36)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:10:59.584859,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:00.715529,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.6, 4.6, 4.0)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:01.800488,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:02.921750,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:03.991068,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.6, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:05.126292,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:06.167159,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:07.263245,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:08.419233,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:09.555512,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:10.612030,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:11.619873,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:12.710078,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:13.806452,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:14.949903,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:16.106427,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:17.182242,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:18.269577,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:19.377507,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:20.483300,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:21.589203,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:22.800283,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:23.935496,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 29.25)","(2.7, 4.6, 3.990625)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:25.052166,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.64285714285714)","(2.7, 4.5, 3.9749999999999996)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:26.068496,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.64285714285714)","(2.7, 4.5, 3.9499999999999997)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:27.185061,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.13793103448276)","(2.7, 4.5, 3.9499999999999997)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:28.341625,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.13793103448276)","(2.7, 4.5, 3.9499999999999997)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:29.481525,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.13793103448276)","(2.7, 4.5, 3.9636363636363634)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
10-01-2023 14:11:30.595320,"(4.0, 7.2, 6.300000000000001)","(21.0, 60.0, 33.13793103448276)","(2.7, 4.4, 3.95)","(5.0, 8.0, 6.24)","(12.0, 14.0, 13.61111111111111)","(10.0, 18.0, 14.0)","(31.0, 75.0, 37.733333333333334)","(4.4, 6.8, 5.266666666666667)"
