,Winklee Ted,Your Law,Dont Tell Neo,Wilanns Way,Semi Precious,Saint Zac,Buckle Up Nick,Hawk Danger
10-01-2023 14:01:53.975922,"(3.7, 6.4, 4.342857142857143)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:01:55.189291,"(3.7, 6.4, 4.342857142857143)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:01:56.382251,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:01:57.519917,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:01:58.800705,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:00.084965,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:01.378206,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:02.495133,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:03.679811,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 33.333333333333336)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 37.18181818181819)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:04.972990,"(3.7, 6.4, 4.910344827586207)","(19.0, 65.0, 36.388888888888886)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 75.0, 40.625)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:06.251127,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 36.388888888888886)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 40.625)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:07.569386,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 36.388888888888886)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 40.625)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:08.792248,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 36.388888888888886)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 10.979310344827585)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 40.625)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:10.048652,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 36.388888888888886)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.45)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 40.625)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:11.391545,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.45)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:12.604912,"(3.7, 6.4, 4.910344827586207)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 8.37)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:13.830164,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:15.063836,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:16.303150,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:17.561510,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:18.844177,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:20.133646,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:21.473507,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:22.800715,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:24.104926,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:25.668711,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 2.7825)","(6.5, 12.5, 9.988235294117647)","(10.0, 20.0, 14.222222222222221)","(10.0, 19.5, 14.0)","(26.0, 70.0, 35.81818181818181)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:27.165370,"(3.7, 6.4, 4.1684210526315795)","(19.0, 60.0, 31.666666666666664)","(2.6, 4.9, 4.166666666666667)","(6.5, 12.5, 10.365)","(10.0, 20.0, 9.206185567010309)","(10.0, 19.5, 14.0)","(26.0, 70.0, 33.07142857142857)","(4.4, 7.4, 4.3812500000000005)"
10-01-2023 14:02:28.637632,"(3.7, 6.2, 5.220000000000001)","(19.0, 60.0, 28.833333333333336)","(2.6, 4.9, 4.166666666666667)","(6.5, 12.5, 10.365)","(10.0, 9.4, 9.212)","(10.0, 19.5, 14.11111111111111)","(26.0, 70.0, 40.23529411764706)","(4.4, 7.4, 4.985)"
10-01-2023 14:02:29.841199,"(3.7, 6.2, 5.26)","(19.0, 60.0, 27.0)","(2.6, 4.8, 4.381818181818182)","(6.5, 12.5, 8.51)","(10.0, 9.4, 9.212)","(10.0, 19.5, 14.11111111111111)","(26.0, 70.0, 40.23529411764706)","(4.4, 7.4, 4.985)"
10-01-2023 14:02:31.414730,"(3.7, 6.2, 5.220000000000001)","(19.0, 60.0, 27.0)","(2.6, 4.7, 3.2733333333333334)","(6.5, 12.5, 9.55)","(10.0, 19.5, 12.42)","(10.0, 19.5, 14.11111111111111)","(26.0, 70.0, 40.23529411764706)","(4.4, 7.4, 6.658333333333333)"
10-01-2023 14:02:33.012815,"(3.7, 6.2, 5.5875)","(19.0, 60.0, 27.0)","(2.6, 4.7, 4.515652173913043)","(6.5, 12.5, 8.51)","(10.0, 19.0, 12.42)","(10.0, 19.5, 14.11111111111111)","(26.0, 70.0, 40.23529411764706)","(4.4, 7.2, 6.735714285714286)"
10-01-2023 14:02:34.298022,"(3.7, 6.2, 5.5875)","(19.0, 60.0, 29.2)","(2.6, 4.7, 3.8840000000000003)","(6.5, 12.5, 9.65)","(10.0, 19.0, 12.42)","(10.0, 19.5, 14.65)","(26.0, 70.0, 40.23529411764706)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:35.458222,"(3.7, 6.2, 4.6)","(19.0, 60.0, 29.2)","(2.6, 4.7, 4.19)","(6.5, 12.5, 8.65)","(10.0, 19.0, 12.75)","(10.0, 19.5, 14.65)","(26.0, 70.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:36.696510,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 4.0360000000000005)","(6.5, 12.5, 8.745454545454546)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:37.988347,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.9, 3.3000000000000003)","(6.5, 12.5, 8.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:39.240479,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 3.3000000000000003)","(6.5, 12.5, 9.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:40.475812,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 3.3000000000000003)","(6.5, 12.5, 9.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:41.701595,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 3.3000000000000003)","(6.5, 12.5, 8.745454545454546)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:43.045174,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 3.3000000000000003)","(6.5, 12.5, 8.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:44.375031,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.7, 3.3666666666666667)","(6.5, 12.5, 10.205555555555556)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:45.604116,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.9, 3.04)","(6.5, 12.5, 8.745454545454546)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:46.757273,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:48.050050,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 9.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 43.63636363636364)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:49.382249,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 60.0, 45.85714285714286)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:50.555446,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.65)","(10.0, 18.0, 11.89090909090909)","(10.0, 19.5, 14.65)","(26.0, 75.0, 45.85714285714286)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:51.697075,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.941666666666666)","(10.0, 17.5, 12.5625)","(10.0, 19.5, 14.65)","(26.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:52.787861,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.51)","(10.0, 17.0, 11.185714285714285)","(10.0, 19.5, 14.65)","(26.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:53.952982,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 8.65)","(10.0, 17.0, 11.185714285714285)","(10.0, 19.5, 14.65)","(26.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:55.209413,"(3.7, 6.2, 4.6)","(19.0, 50.0, 32.22222222222222)","(2.6, 4.8, 3.04)","(6.5, 12.5, 10.205555555555556)","(10.0, 17.0, 12.8)","(10.0, 19.5, 14.65)","(26.0, 75.0, 39.3)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:56.483525,"(3.7, 6.2, 4.6)","(19.0, 60.0, 36.66666666666667)","(2.6, 4.8, 4.0)","(6.5, 12.5, 10.435)","(10.0, 17.0, 13.55)","(10.0, 19.5, 14.65)","(26.0, 75.0, 43.125)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:57.703949,"(3.7, 6.2, 4.6)","(19.0, 60.0, 36.66666666666667)","(2.6, 4.8, 4.0)","(6.5, 12.5, 10.435)","(10.0, 18.5, 12.4375)","(10.0, 19.5, 14.65)","(26.0, 75.0, 43.125)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:02:58.910646,"(3.7, 6.2, 4.6)","(19.0, 60.0, 29.2)","(2.6, 4.8, 3.104)","(6.5, 12.5, 10.435)","(10.0, 18.5, 11.736363636363636)","(10.0, 19.5, 14.65)","(26.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:00.080092,"(3.7, 6.2, 4.6)","(19.0, 60.0, 29.2)","(2.6, 4.8, 3.104)","(6.5, 12.5, 10.435)","(10.0, 18.5, 12.5)","(10.0, 19.5, 14.65)","(26.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:01.174263,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 4.407619047619048)","(6.5, 12.5, 10.435)","(10.0, 18.0, 11.69)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:02.267734,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 4.407619047619048)","(6.5, 12.5, 10.435)","(10.0, 17.5, 11.69)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:03.391322,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6342857142857143)","(6.5, 12.5, 10.435)","(10.0, 17.5, 13.1)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:04.423266,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6342857142857143)","(6.5, 12.5, 10.435)","(10.0, 17.0, 13.58)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:05.520870,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.104)","(6.5, 12.5, 10.435)","(10.0, 16.5, 11.75)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:06.618454,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.104)","(6.5, 12.5, 10.435)","(10.0, 16.0, 11.75)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:07.692335,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 4.4608)","(6.5, 12.5, 10.435)","(10.0, 16.0, 11.75)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:08.774539,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6)","(6.5, 12.5, 10.435)","(10.0, 16.0, 11.054545454545455)","(10.0, 19.5, 14.65)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.0)"
10-01-2023 14:03:09.794048,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6228571428571428)","(6.5, 12.5, 10.435)","(10.0, 16.0, 11.054545454545455)","(10.0, 19.5, 12.0)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:10.853538,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6457142857142855)","(6.5, 12.0, 11.614285714285714)","(10.0, 16.0, 12.1)","(10.0, 19.5, 13.5625)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:11.946259,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.668571428571428)","(6.5, 12.0, 11.614285714285714)","(10.0, 15.0, 11.375)","(10.0, 19.5, 13.5625)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:13.065620,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 4.426666666666667)","(6.5, 12.0, 11.614285714285714)","(10.0, 15.0, 10.781818181818181)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.0, 4.226666666666667)"
10-01-2023 14:03:14.127884,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 4.426666666666667)","(6.5, 12.0, 11.614285714285714)","(10.0, 15.0, 11.85)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.4, 4.226666666666667)"
10-01-2023 14:03:15.160027,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.6914285714285713)","(6.5, 12.0, 11.614285714285714)","(10.0, 14.5, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.4, 5.066666666666666)"
10-01-2023 14:03:16.201139,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(10.0, 14.0, 11.0)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.066666666666666)"
10-01-2023 14:03:17.322458,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.2, 4.64)"
10-01-2023 14:03:18.469531,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.2, 5.0)"
10-01-2023 14:03:19.651704,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:20.724617,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:21.804116,"(3.8, 6.2, 4.6)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.2319999999999998)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
10-01-2023 14:03:22.911191,"(3.8, 6.2, 5.880000000000001)","(20.0, 60.0, 29.2)","(2.6, 4.8, 3.9288888888888884)","(6.5, 12.0, 11.614285714285714)","(9.0, 14.0, 11.6)","(10.0, 19.5, 14.75)","(31.0, 75.0, 42.0)","(4.4, 7.0, 5.0)"
