,Alternate Shot,Sour Lemon,Epic Rooster,Maisey,Diamond Chipper,Trousseau,Goldstar Larson,Shane Baxter
12-01-2023 16:51:34.945056,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 51.5)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 17.9)","(20.0, 75.0, 54.5)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:36.221583,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 51.5)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 17.9)","(20.0, 75.0, 54.5)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:37.461107,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 51.5)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 17.9)","(20.0, 75.0, 54.5)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:38.753111,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 51.5)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 17.9)","(20.0, 75.0, 54.5)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:39.933615,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 51.5)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 19.076923076923077)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:41.141680,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 43.0)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 19.076923076923077)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:42.405218,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 43.0)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 19.076923076923077)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:43.830312,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.28)","(19.0, 60.0, 43.0)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 17.9)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:45.112523,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 60.0, 34.4)","(20.0, 48.0, 42.22222222222222)","(10.0, 23.0, 18.833333333333332)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 58.333333333333336)"
12-01-2023 16:51:46.325431,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 60.0, 34.4)","(20.0, 48.0, 42.22222222222222)","(10.0, 21.0, 18.833333333333332)","(20.0, 75.0, 47.666666666666664)","(21.0, 75.0, 45.0)"
12-01-2023 16:51:47.670772,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 60.0, 41.5)","(20.0, 48.0, 40.2)","(10.0, 21.0, 18.833333333333332)","(20.0, 75.0, 54.5)","(21.0, 75.0, 61.0)"
12-01-2023 16:51:49.195666,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 21.0, 17.0)","(20.0, 75.0, 54.5)","(21.0, 70.0, 64.375)"
12-01-2023 16:51:50.626557,"(1.4, 1.51, 1.481607142857143)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 21.0, 17.0)","(20.0, 75.0, 54.5)","(21.0, 70.0, 64.375)"
12-01-2023 16:51:51.987300,"(1.4, 1.51, 1.49)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.36)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 63.81818181818181)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:53.296523,"(1.4, 1.48, 1.4284375)","(20.0, 55.0, 38.0)","(4.0, 7.0, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:54.527466,"(1.4, 1.51, 1.4394594594594594)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:55.751647,"(1.4, 1.5, 1.484)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:56.956815,"(1.4, 1.5, 1.484)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:58.302911,"(1.4, 1.5, 1.4536842105263157)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:51:59.533410,"(1.4, 1.5, 1.4536842105263157)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:52:00.751193,"(1.4, 1.5, 1.4536842105263157)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 17.0)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:52:02.047815,"(1.4, 1.5, 1.4536842105263157)","(20.0, 55.0, 38.0)","(4.0, 7.2, 6.3)","(19.0, 55.0, 41.5)","(20.0, 48.0, 33.6)","(10.0, 23.0, 19.357142857142858)","(20.0, 75.0, 55.5)","(21.0, 70.0, 55.66666666666667)"
12-01-2023 16:52:03.263008,"(1.4, 1.5, 1.4536842105263157)","(20.0, 55.0, 38.0)","(4.0, 7.2, 7.0875)","(19.0, 55.0, 32.8)","(20.0, 48.0, 40.5)","(10.0, 23.0, 20.75)","(20.0, 75.0, 50.5)","(21.0, 70.0, 35.833333333333336)"
12-01-2023 16:52:04.457539,"(1.4, 1.5, 1.4406451612903226)","(20.0, 55.0, 48.0)","(4.0, 7.2, 6.935483870967742)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 50.5)","(21.0, 75.0, 35.833333333333336)"
12-01-2023 16:52:05.823148,"(1.4, 1.49, 1.4466666666666665)","(20.0, 55.0, 51.111111111111114)","(4.0, 7.0, 6.866666666666667)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 41.75)","(21.0, 75.0, 37.4)"
12-01-2023 16:52:07.105087,"(1.4, 1.49, 1.4545454545454546)","(20.0, 55.0, 44.0)","(4.0, 7.2, 6.6375)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 51.5)"
12-01-2023 16:52:08.243151,"(1.4, 1.49, 1.4621428571428572)","(20.0, 55.0, 44.0)","(4.0, 7.2, 6.783333333333333)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 68.42857142857143)"
12-01-2023 16:52:09.282410,"(1.4, 1.49, 1.4621428571428572)","(20.0, 55.0, 50.285714285714285)","(4.0, 7.0, 6.5)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 68.42857142857143)"
12-01-2023 16:52:10.442288,"(1.4, 1.49, 1.470909090909091)","(20.0, 55.0, 50.875)","(4.0, 7.0, 6.4)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 68.42857142857143)"
12-01-2023 16:52:11.831586,"(1.4, 1.49, 1.4725)","(20.0, 55.0, 44.66666666666667)","(4.0, 7.0, 6.4)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 53.5)"
12-01-2023 16:52:13.065037,"(1.4, 1.49, 1.4725)","(20.0, 55.0, 47.25)","(4.0, 7.0, 6.4)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.75)","(20.0, 65.0, 46.4)","(21.0, 75.0, 39.166666666666664)"
12-01-2023 16:52:14.224954,"(1.4, 1.49, 1.4752631578947368)","(20.0, 55.0, 47.25)","(4.0, 7.0, 6.581818181818182)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 19.666666666666668)","(20.0, 65.0, 46.4)","(21.0, 75.0, 39.166666666666664)"
12-01-2023 16:52:15.414769,"(1.4, 1.49, 1.4792307692307691)","(20.0, 55.0, 47.25)","(4.0, 6.8, 6.581818181818182)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 20.555555555555557)","(20.0, 65.0, 46.4)","(21.0, 75.0, 39.166666666666664)"
12-01-2023 16:52:16.743421,"(1.4, 1.49, 1.4723529411764706)","(20.0, 55.0, 47.25)","(4.0, 6.8, 6.4625)","(19.0, 60.0, 32.8)","(20.0, 46.0, 40.5)","(10.0, 22.0, 21.133333333333333)","(20.0, 65.0, 46.4)","(21.0, 75.0, 39.166666666666664)"
12-01-2023 16:52:17.833794,"(1.4, 1.49, 1.4723529411764706)","(20.0, 55.0, 47.25)","(4.0, 6.8, 6.4625)","(19.0, 60.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 65.0, 56.75)","(21.0, 75.0, 60.5)"
12-01-2023 16:52:18.912518,"(1.4, 1.49, 1.4792307692307691)","(20.0, 55.0, 50.714285714285715)","(4.0, 6.8, 6.4625)","(19.0, 55.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:20.100019,"(1.4, 1.5, 1.4742857142857142)","(20.0, 55.0, 41.0)","(4.0, 6.8, 6.41)","(19.0, 55.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:21.260454,"(1.4, 1.5, 1.4943478260869565)","(20.0, 55.0, 41.0)","(4.0, 6.8, 6.41)","(19.0, 55.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:22.440677,"(1.4, 1.5, 1.4943478260869565)","(20.0, 55.0, 30.46153846153846)","(4.0, 6.8, 6.41)","(19.0, 55.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:23.622066,"(1.4, 1.5, 1.496)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.8, 6.324137931034483)","(19.0, 55.0, 45.66666666666667)","(20.0, 46.0, 35.5)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:24.887742,"(1.4, 1.51, 1.4944705882352942)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.8, 6.324137931034483)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.18181818181818)","(10.0, 22.0, 17.5)","(20.0, 60.0, 56.75)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:26.117836,"(1.4, 1.51, 1.4944705882352942)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.8, 6.324137931034483)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.333333333333336)","(10.0, 22.0, 16.454545454545453)","(20.0, 60.0, 58.0)","(21.0, 70.0, 60.5)"
12-01-2023 16:52:27.389690,"(1.4, 1.51, 1.4944705882352942)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.8, 6.418181818181818)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 16.416666666666668)","(20.0, 60.0, 55.0)","(21.0, 70.0, 66.9090909090909)"
12-01-2023 16:52:28.571436,"(1.4, 1.51, 1.4944705882352942)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.6, 6.275)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 16.416666666666668)","(20.0, 60.0, 58.0)","(21.0, 70.0, 66.9090909090909)"
12-01-2023 16:52:29.898973,"(1.4, 1.51, 1.4944705882352942)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.6, 6.275)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 16.416666666666668)","(20.0, 60.0, 58.0)","(21.0, 70.0, 66.9090909090909)"
12-01-2023 16:52:31.119704,"(1.4, 1.51, 1.496)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.6, 6.141176470588235)","(19.0, 55.0, 52.83333333333333)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 16.416666666666668)","(20.0, 60.0, 58.0)","(21.0, 70.0, 66.9090909090909)"
12-01-2023 16:52:32.471236,"(1.4, 1.5, 1.483157894736842)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.6, 6.21)","(19.0, 55.0, 51.733333333333334)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 17.815789473684212)","(20.0, 60.0, 58.769230769230774)","(21.0, 70.0, 62.0)"
12-01-2023 16:52:33.804515,"(1.4, 1.5, 1.4854545454545454)","(20.0, 42.0, 30.46153846153846)","(4.0, 6.6, 6.14)","(19.0, 60.0, 55.28571428571429)","(20.0, 46.0, 44.333333333333336)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 58.769230769230774)","(21.0, 75.0, 63.857142857142854)"
12-01-2023 16:52:35.152199,"(1.4, 1.5, 1.4973333333333334)","(20.0, 42.0, 31.875)","(4.0, 6.6, 6.088888888888889)","(19.0, 75.0, 61.8)","(20.0, 46.0, 41.25)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 75.0, 49.33333333333333)"
12-01-2023 16:52:36.529635,"(1.4, 1.5, 1.4973333333333334)","(20.0, 40.0, 31.875)","(4.0, 6.6, 6.114285714285714)","(19.0, 70.0, 61.8)","(20.0, 46.0, 41.25)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 80.0, 52.121212121212125)"
12-01-2023 16:52:37.829740,"(1.4, 1.5, 1.4993939393939395)","(20.0, 40.0, 31.875)","(4.0, 6.6, 6.175)","(19.0, 70.0, 61.8)","(20.0, 46.0, 41.25)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 80.0, 51.76470588235294)"
12-01-2023 16:52:39.043363,"(1.4, 1.5, 1.4993939393939395)","(20.0, 40.0, 31.875)","(4.0, 6.6, 6.175)","(19.0, 70.0, 56.0)","(20.0, 46.0, 41.25)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 80.0, 51.76470588235294)"
12-01-2023 16:52:40.283312,"(1.4, 1.5, 1.4975)","(20.0, 40.0, 31.875)","(4.0, 6.6, 6.175)","(19.0, 65.0, 56.0)","(20.0, 46.0, 41.25)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 80.0, 63.07692307692307)"
12-01-2023 16:52:41.675213,"(1.4, 1.5, 1.4975)","(20.0, 40.0, 31.875)","(4.0, 6.6, 6.175)","(19.0, 65.0, 56.0)","(20.0, 46.0, 35.14285714285714)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 70.0, 63.07692307692307)"
12-01-2023 16:52:43.067434,"(1.4, 1.5, 1.4818181818181817)","(20.0, 40.0, 29.166666666666668)","(4.0, 6.6, 6.175)","(19.0, 65.0, 49.57142857142857)","(20.0, 46.0, 35.14285714285714)","(10.0, 21.0, 17.815789473684212)","(20.0, 65.0, 59.230769230769226)","(21.0, 70.0, 59.44444444444444)"
12-01-2023 16:52:44.324227,"(1.4, 1.5, 1.4818181818181817)","(20.0, 40.0, 29.05263157894737)","(4.0, 6.6, 6.327272727272727)","(19.0, 65.0, 49.368421052631575)","(20.0, 46.0, 34.0)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 59.230769230769226)","(21.0, 75.0, 59.44444444444444)"
12-01-2023 16:52:45.599321,"(1.4, 1.5, 1.4818181818181817)","(20.0, 40.0, 29.894736842105264)","(4.0, 6.6, 6.327272727272727)","(19.0, 65.0, 39.63636363636364)","(20.0, 46.0, 32.4)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 47.75)","(21.0, 75.0, 45.666666666666664)"
12-01-2023 16:52:46.822018,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 33.6)","(4.0, 6.6, 6.327272727272727)","(19.0, 65.0, 43.53846153846154)","(20.0, 46.0, 36.285714285714285)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 75.0, 51.0)"
12-01-2023 16:52:48.062862,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 65.0, 54.8)","(20.0, 46.0, 40.25)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 75.0, 67.63636363636364)"
12-01-2023 16:52:49.225803,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 51.33333333333333)","(20.0, 44.0, 40.25)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:50.269362,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 51.33333333333333)","(20.0, 44.0, 40.25)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:51.698350,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 51.33333333333333)","(20.0, 44.0, 40.25)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:52.990458,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 46.0)","(20.0, 44.0, 40.25)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:54.398127,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 55.0, 44.5)","(20.0, 44.0, 31.785714285714285)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:55.548188,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 32.61538461538461)","(4.0, 6.6, 6.327272727272727)","(19.0, 55.0, 49.57142857142857)","(20.0, 42.0, 31.6)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:56.827105,"(1.4, 1.5, 1.4736842105263157)","(20.0, 40.0, 33.0)","(4.0, 6.6, 6.327272727272727)","(19.0, 55.0, 49.57142857142857)","(20.0, 42.0, 35.45454545454545)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:58.063993,"(1.4, 1.5, 1.4736842105263157)","(20.0, 38.0, 33.0)","(4.0, 6.6, 6.327272727272727)","(19.0, 55.0, 49.57142857142857)","(20.0, 42.0, 35.45454545454545)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:52:59.193239,"(1.4, 1.5, 1.4736842105263157)","(20.0, 38.0, 31.571428571428573)","(4.0, 6.6, 6.327272727272727)","(19.0, 55.0, 56.0)","(20.0, 42.0, 35.45454545454545)","(10.0, 21.0, 17.071428571428573)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.83333333333333)"
12-01-2023 16:53:00.381862,"(1.4, 1.5, 1.4736842105263157)","(20.0, 38.0, 33.5)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 49.0)","(20.0, 42.0, 33.0)","(10.0, 21.0, 17.0)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.63636363636364)"
12-01-2023 16:53:01.497163,"(1.4, 1.51, 1.478)","(20.0, 38.0, 33.5)","(4.0, 6.6, 6.327272727272727)","(19.0, 60.0, 51.2)","(20.0, 42.0, 33.25)","(10.0, 21.0, 19.0)","(20.0, 65.0, 60.07142857142857)","(21.0, 70.0, 67.63636363636364)"
12-01-2023 16:53:02.638505,"(1.4, 1.51, 1.478)","(20.0, 38.0, 33.5)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.42857142857143)","(20.0, 42.0, 33.25)","(10.0, 20.0, 19.0)","(20.0, 65.0, 52.214285714285715)","(21.0, 70.0, 48.9)"
12-01-2023 16:53:03.838236,"(1.4, 1.51, 1.482)","(20.0, 38.0, 34.25)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.42857142857143)","(20.0, 42.0, 33.76470588235294)","(10.0, 20.0, 19.428571428571427)","(20.0, 55.0, 51.53333333333333)","(21.0, 75.0, 47.035714285714285)"
12-01-2023 16:53:05.106262,"(1.4, 1.51, 1.482)","(20.0, 38.0, 33.8125)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.42857142857143)","(20.0, 42.0, 33.25)","(10.0, 20.0, 16.857142857142858)","(20.0, 55.0, 50.6)","(21.0, 75.0, 47.035714285714285)"
12-01-2023 16:53:06.396046,"(1.4, 1.51, 1.482)","(20.0, 40.0, 33.8125)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.42857142857143)","(20.0, 42.0, 33.25)","(10.0, 20.0, 16.857142857142858)","(20.0, 55.0, 49.07692307692308)","(21.0, 75.0, 47.035714285714285)"
12-01-2023 16:53:07.819137,"(1.4, 1.51, 1.4978260869565216)","(20.0, 40.0, 34.13333333333333)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.42857142857143)","(20.0, 42.0, 33.76470588235294)","(10.0, 20.0, 17.41176470588235)","(20.0, 55.0, 49.07692307692308)","(21.0, 75.0, 64.85714285714286)"
12-01-2023 16:53:09.294032,"(1.4, 1.51, 1.4978260869565216)","(20.0, 40.0, 34.13333333333333)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.30769230769231)","(20.0, 42.0, 33.76470588235294)","(10.0, 20.0, 17.41176470588235)","(20.0, 55.0, 49.07692307692308)","(21.0, 70.0, 59.0625)"
12-01-2023 16:53:10.941716,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 34.13333333333333)","(4.0, 6.6, 6.303703703703704)","(19.0, 60.0, 58.30769230769231)","(20.0, 42.0, 33.25)","(10.0, 20.0, 16.857142857142858)","(20.0, 55.0, 49.07692307692308)","(21.0, 65.0, 58.294117647058826)"
12-01-2023 16:53:12.399372,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 34.13333333333333)","(4.2, 6.6, 6.303703703703704)","(19.0, 60.0, 58.30769230769231)","(20.0, 42.0, 33.25)","(10.0, 20.0, 16.857142857142858)","(21.0, 55.0, 49.07692307692308)","(21.0, 65.0, 58.294117647058826)"
12-01-2023 16:53:13.769309,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 32.08)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 58.30769230769231)","(20.0, 42.0, 33.25)","(10.0, 20.0, 16.857142857142858)","(21.0, 55.0, 49.07692307692308)","(21.0, 65.0, 58.294117647058826)"
12-01-2023 16:53:15.254693,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 33.529411764705884)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 59.04347826086956)","(20.0, 42.0, 36.81481481481482)","(10.0, 20.0, 16.5)","(21.0, 55.0, 48.125)","(21.0, 65.0, 58.294117647058826)"
12-01-2023 16:53:16.717942,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 33.529411764705884)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 59.04347826086956)","(20.0, 42.0, 36.81481481481482)","(10.0, 20.0, 16.857142857142858)","(21.0, 55.0, 51.65217391304348)","(21.0, 65.0, 58.294117647058826)"
12-01-2023 16:53:18.049726,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 33.529411764705884)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 59.04347826086956)","(20.0, 42.0, 36.81481481481482)","(10.0, 20.0, 16.857142857142858)","(21.0, 55.0, 50.76923076923077)","(21.0, 65.0, 60.77777777777778)"
12-01-2023 16:53:19.314830,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 33.529411764705884)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 57.14285714285714)","(20.0, 42.0, 36.81481481481482)","(10.0, 20.0, 16.583333333333332)","(21.0, 55.0, 50.76923076923077)","(21.0, 65.0, 60.77777777777778)"
12-01-2023 16:53:20.651851,"(1.4, 1.51, 1.4997560975609756)","(20.0, 40.0, 33.888888888888886)","(4.2, 6.6, 6.257142857142857)","(19.0, 60.0, 57.14285714285714)","(20.0, 42.0, 35.333333333333336)","(10.0, 19.5, 16.583333333333332)","(21.0, 55.0, 49.5)","(21.0, 65.0, 60.77777777777778)"
