,Austrian Legend,Referral,Freddy Vegas,Billy Nailer,Inspired Reason
04-01-2023 15:27:41.753832,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.762)"
04-01-2023 15:27:42.617344,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.762)"
04-01-2023 15:27:43.506071,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.762)"
04-01-2023 15:27:44.327767,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.762)"
04-01-2023 15:27:45.239565,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.127272727272728)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:46.132572,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:47.031627,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.0, 5.466666666666667)","(3.6, 4.0, 3.575)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:47.893088,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.575)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:48.694110,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:49.575626,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:50.448598,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:51.314091,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.575)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:52.143724,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:53.017892,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.2, 5.054545454545455)","(3.6, 4.0, 3.575)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:53.952749,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.2)","(3.6, 4.0, 3.5952380952380953)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:54.901266,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 522.7777777777778)","(4.0, 6.4, 5.127272727272728)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:55.797893,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.015384615384615)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:56.599418,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.015384615384615)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:57.468582,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.015384615384615)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.95, 1.768181818181818)"
04-01-2023 15:27:58.346499,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.015384615384615)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.95, 1.76)"
04-01-2023 15:27:59.194045,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:00.144882,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:00.999295,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:01.927775,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.41)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:02.897324,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:03.767669,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:04.674605,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.4, 5.666666666666667)","(3.6, 4.0, 3.5749999999999997)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:05.460415,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:06.368412,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:07.321905,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:08.261777,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:09.171589,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:09.995550,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:10.868780,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:11.695972,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:12.660641,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 522.7777777777778)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:13.529071,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 522.7777777777778)","(4.0, 6.8, 6.05)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:14.366526,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.8, 5.466666666666667)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:15.291144,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:16.162534,"(26.0, 150.0, 129.83333333333334)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:17.053734,"(26.0, 150.0, 126.0)","(81.0, 590.0, 402.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:17.862941,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:18.801781,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:19.675925,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:20.532279,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:21.392988,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:22.201732,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.76)"
04-01-2023 15:28:23.115567,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.4624999999999995)","(3.6, 4.0, 3.5526315789473686)","(1.45, 1.81, 1.7555555555555555)"
04-01-2023 15:28:24.011329,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5952380952380953)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:24.975423,"(26.0, 150.0, 126.0)","(81.0, 580.0, 528.5)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:25.808646,"(26.0, 130.0, 81.0)","(81.0, 580.0, 327.5)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:26.769530,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:27.675153,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:28.549787,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:29.438226,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:30.238249,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:31.173601,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:32.121646,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:33.095456,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:34.031673,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:34.814744,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:35.661627,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.666666666666667)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:36.546136,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:37.510661,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:38.442035,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.5405405405405403)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:39.271284,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:40.170370,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:41.077998,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.667391304347826)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:41.955281,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:42.774513,"(26.0, 130.0, 81.0)","(81.0, 490.0, 158.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.630434782608696)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:43.631378,"(26.0, 150.0, 121.0)","(81.0, 590.0, 160.83333333333331)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.6136363636363638)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:44.544816,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.5864864864864865)","(1.45, 1.8, 1.7555555555555555)"
04-01-2023 15:28:45.493180,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.640000000000001)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.8, 1.76)"
04-01-2023 15:28:46.441882,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:47.270948,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:48.117166,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:49.041717,"(26.0, 150.0, 121.0)","(81.0, 580.0, 176.0)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:49.947631,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:50.844216,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:51.652503,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:52.507322,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:53.405000,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:54.350116,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:55.342372,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:56.155652,"(26.0, 150.0, 121.0)","(81.0, 570.0, 322.5)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:56.976486,"(26.0, 150.0, 121.0)","(81.0, 570.0, 488.33333333333337)","(4.0, 6.6, 5.622222222222222)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:57.862687,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:58.781594,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:28:59.650430,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:00.479870,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:01.383326,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:02.291176,"(26.0, 150.0, 121.0)","(81.0, 570.0, 515.5555555555555)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:03.279316,"(26.0, 150.0, 121.0)","(81.0, 570.0, 406.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:04.200912,"(26.0, 150.0, 121.0)","(81.0, 570.0, 406.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:05.021720,"(26.0, 150.0, 121.0)","(81.0, 570.0, 406.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:05.838361,"(26.0, 150.0, 121.0)","(81.0, 570.0, 406.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:06.721203,"(26.0, 150.0, 121.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:07.663327,"(26.0, 150.0, 121.0)","(81.0, 570.0, 419.2307692307692)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:08.447056,"(26.0, 150.0, 121.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:09.282392,"(26.0, 150.0, 121.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:10.181928,"(26.0, 150.0, 121.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.5628571428571427)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:11.158988,"(26.0, 150.0, 121.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:12.128234,"(26.0, 150.0, 137.33333333333331)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:12.963588,"(26.0, 150.0, 137.33333333333331)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:13.805301,"(26.0, 150.0, 94.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.54074074074074)","(3.6, 4.0, 3.6076923076923073)","(1.45, 1.79, 1.76)"
04-01-2023 15:29:14.584869,"(26.0, 150.0, 94.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.671428571428571)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:15.562946,"(26.0, 150.0, 94.0)","(81.0, 560.0, 506.6666666666667)","(4.0, 6.6, 5.671428571428571)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:16.460235,"(26.0, 160.0, 50.2)","(81.0, 570.0, 406.6666666666667)","(4.0, 6.6, 5.671428571428571)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:17.272758,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:18.137872,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:19.015477,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:19.940496,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:20.829368,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:21.745498,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:22.561733,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:23.360873,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 6.133333333333334)","(3.6, 4.0, 3.6599999999999997)","(1.45, 1.78, 1.75375)"
04-01-2023 15:29:24.254648,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.4, 4.794444444444444)","(3.6, 4.0, 3.66)","(1.45, 1.81, 1.78)"
04-01-2023 15:29:25.151941,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.825)","(3.6, 4.0, 3.66)","(1.45, 1.81, 1.78)"
04-01-2023 15:29:26.129209,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.969230769230769)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.81, 1.78)"
04-01-2023 15:29:27.046114,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.969230769230769)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.81, 1.78)"
04-01-2023 15:29:27.837514,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.969230769230769)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.81, 1.78)"
04-01-2023 15:29:28.702547,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.95, 1.845)"
04-01-2023 15:29:29.543826,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.94, 1.845)"
04-01-2023 15:29:30.426736,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.94, 1.845)"
04-01-2023 15:29:31.204960,"(26.0, 150.0, 94.0)","(81.0, 560.0, 400.0)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.94, 1.845)"
04-01-2023 15:29:32.103893,"(26.0, 150.0, 94.0)","(81.0, 550.0, 497.77777777777777)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.94, 1.845)"
04-01-2023 15:29:33.030892,"(26.0, 150.0, 94.0)","(81.0, 550.0, 497.77777777777777)","(4.0, 6.2, 5.95)","(3.6, 4.0, 3.6324324324324326)","(1.45, 1.94, 1.845)"
