,Divine Law,Wicked Mad,Bourbon Over Ice,Charlie Potatoes,More Please,Royal Spy,Subject To Change,Ridiculous,Close The Case,Manolito
12-01-2023 12:57:02.022950,"(6.0, 7.8, 7.676923076923077)","(6.0, 12.0, 11.75)","(5.0, 14.0, 12.25)","(15.0, 20.0, 18.681818181818183)","(10.0, 16.0, 15.863636363636363)","(7.5, 8.2, 7.999999999999999)","(7.0, 11.0, 10.6)","(14.0, 32.0, 20.0)","(20.0, 140.0, 78.0)","(4.4, 3.75, 3.666666666666667)"
12-01-2023 12:57:03.519651,"(6.0, 7.8, 7.676923076923077)","(6.0, 12.0, 11.0)","(5.0, 13.5, 12.25)","(15.0, 19.5, 18.681818181818183)","(10.0, 16.0, 15.863636363636363)","(7.5, 8.2, 7.325842696629214)","(7.0, 11.0, 10.25)","(14.0, 32.0, 18.666666666666668)","(20.0, 140.0, 78.0)","(4.4, 3.7, 3.666666666666667)"
12-01-2023 12:57:04.818440,"(6.0, 7.6, 7.4)","(6.0, 12.0, 11.642857142857142)","(5.0, 13.5, 12.25)","(15.0, 19.5, 18.875)","(10.0, 16.0, 15.875)","(7.5, 7.6, 7.325842696629214)","(7.0, 11.0, 10.8)","(14.0, 32.0, 18.666666666666668)","(20.0, 140.0, 98.66666666666667)","(4.4, 3.7, 3.666666666666667)"
12-01-2023 12:57:06.012876,"(6.0, 7.6, 7.527272727272727)","(6.0, 12.5, 11.642857142857142)","(5.0, 13.5, 12.25)","(15.0, 20.0, 18.875)","(10.0, 16.0, 15.875)","(7.5, 7.6, 7.325842696629214)","(7.0, 12.0, 10.8)","(14.0, 32.0, 22.25)","(20.0, 140.0, 98.5)","(4.4, 3.7, 3.666666666666667)"
12-01-2023 12:57:07.255470,"(6.0, 7.6, 7.527272727272727)","(6.0, 12.5, 11.642857142857142)","(5.0, 13.5, 12.25)","(15.0, 20.0, 18.875)","(10.0, 16.0, 15.875)","(7.5, 7.6, 7.325842696629214)","(7.0, 12.0, 10.8)","(14.0, 32.0, 22.25)","(20.0, 140.0, 98.5)","(4.4, 3.7, 3.666666666666667)"
12-01-2023 12:57:08.613141,"(6.0, 7.6, 7.527272727272727)","(6.0, 12.5, 11.642857142857142)","(5.0, 13.5, 12.25)","(15.0, 20.0, 18.875)","(10.0, 16.0, 15.875)","(7.5, 7.6, 7.331868131868132)","(7.0, 12.0, 11.2)","(14.0, 32.0, 27.5)","(20.0, 140.0, 117.5)","(4.4, 3.7, 3.533333333333333)"
12-01-2023 12:57:10.081535,"(6.0, 7.6, 7.527272727272727)","(6.0, 12.0, 11.7)","(5.0, 13.5, 12.25)","(15.0, 20.0, 18.875)","(10.0, 16.0, 15.833333333333334)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 11.2)","(14.0, 32.0, 27.555555555555557)","(20.0, 150.0, 105.16666666666667)","(4.4, 3.65, 3.5869565217391304)"
12-01-2023 12:57:11.480547,"(6.0, 7.6, 7.527272727272727)","(6.0, 12.0, 11.7)","(5.0, 13.5, 12.25)","(15.0, 20.0, 18.875)","(10.0, 16.0, 15.833333333333334)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.75)","(14.0, 32.0, 26.428571428571427)","(20.0, 150.0, 105.16666666666667)","(4.4, 3.6, 3.5869565217391304)"
12-01-2023 12:57:12.930124,"(6.0, 7.6, 7.4)","(6.5, 12.0, 11.7)","(5.5, 13.5, 12.7)","(15.0, 20.0, 17.944444444444443)","(10.0, 16.0, 18.8)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 11.2)","(14.0, 32.0, 22.25)","(20.0, 150.0, 105.33333333333333)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:14.334688,"(6.0, 7.6, 7.527272727272727)","(6.5, 12.0, 11.7)","(5.5, 13.5, 12.7)","(15.0, 19.5, 17.5)","(10.0, 19.5, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 11.0)","(14.0, 32.0, 64.16666666666666)","(20.0, 150.0, 83.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:15.755005,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 19.0, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 12.0, 10.6)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 83.5)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:17.084067,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.5, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.375)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 82.5)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:18.372027,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.5, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:19.581296,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.5, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 116.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:20.900925,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.5, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 116.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:22.269577,"(6.0, 8.0, 7.946666666666666)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.5, 17.0)","(10.0, 19.0, 18.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 116.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:23.737733,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 18.0, 17.0)","(10.0, 19.0, 17.75)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 116.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:25.104475,"(6.0, 8.0, 7.866666666666667)","(6.5, 12.5, 11.625)","(5.5, 13.5, 12.7)","(15.0, 18.0, 17.0)","(10.0, 19.0, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 116.25)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:26.418039,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 18.0, 16.571428571428573)","(10.0, 18.5, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 130.71428571428572)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:27.639297,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 18.0, 16.571428571428573)","(10.0, 18.5, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:28.963560,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 18.0, 16.571428571428573)","(10.0, 18.5, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:30.338491,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 18.0, 17.0)","(10.0, 18.5, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.6, 3.475)"
12-01-2023 12:57:31.663541,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 17.5, 17.0)","(10.0, 18.0, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.6, 3.476923076923077)"
12-01-2023 12:57:33.021110,"(6.0, 7.8, 7.6)","(6.5, 12.0, 11.625)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.428571428571427)","(10.0, 18.0, 17.5)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:34.304000,"(6.0, 7.8, 7.9)","(6.5, 12.0, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.428571428571427)","(10.0, 18.0, 17.904761904761905)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.933333333333334)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:35.620619,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.428571428571427)","(10.0, 18.0, 17.904761904761905)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 51.0)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:37.000236,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.428571428571427)","(10.0, 18.0, 17.904761904761905)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.933333333333334)","(14.0, 90.0, 74.4)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:38.415161,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.5)","(10.0, 18.0, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.5, 10.82857142857143)","(14.0, 90.0, 75.7)","(20.0, 150.0, 117.5)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:39.787992,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.5)","(10.0, 17.5, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 75.7)","(20.0, 150.0, 117.5)","(4.2, 3.5, 3.476923076923077)"
12-01-2023 12:57:41.125835,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 15.833333333333334)","(10.0, 17.5, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 78.92857142857143)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.467857142857143)"
12-01-2023 12:57:42.433279,"(6.0, 8.0, 7.9)","(6.5, 12.5, 11.5)","(5.5, 13.5, 12.7)","(15.0, 17.5, 15.833333333333334)","(10.0, 17.5, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 64.16666666666666)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.4727272727272727)"
12-01-2023 12:57:43.692125,"(6.0, 7.6, 7.533333333333333)","(6.5, 13.5, 14.75)","(5.5, 13.5, 12.7)","(15.0, 17.5, 15.833333333333334)","(10.0, 17.5, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 51.0)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.4636363636363634)"
12-01-2023 12:57:45.002984,"(6.0, 7.6, 7.533333333333333)","(6.5, 16.0, 14.75)","(5.5, 13.5, 12.7)","(15.0, 17.5, 15.833333333333334)","(10.0, 17.5, 17.0)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 51.0)","(20.0, 150.0, 105.16666666666667)","(4.2, 3.5, 3.5)"
12-01-2023 12:57:46.369784,"(6.0, 7.6, 7.533333333333333)","(6.5, 16.0, 14.772727272727273)","(5.5, 13.5, 12.7)","(15.0, 17.5, 16.0)","(10.0, 17.5, 17.904761904761905)","(7.5, 7.6, 7.331868131868132)","(7.0, 11.0, 10.963157894736842)","(14.0, 90.0, 51.0)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.55, 3.1999999999999997)"
12-01-2023 12:57:47.812798,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 19.272727272727273)","(6.0, 13.5, 12.7)","(15.0, 17.0, 15.833333333333334)","(11.0, 18.0, 17.904761904761905)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.5, 10.963157894736842)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.5, 3.4472727272727273)"
12-01-2023 12:57:49.192742,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 16.3)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 18.0, 17.904761904761905)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.5, 10.963157894736842)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.5, 3.1950000000000003)"
12-01-2023 12:57:50.570288,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 16.3)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 18.0, 17.904761904761905)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.5, 10.963157894736842)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.45, 3.1950000000000003)"
12-01-2023 12:57:51.912838,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 18.142857142857142)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 18.0, 17.904761904761905)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.5, 10.963157894736842)","(14.0, 90.0, 64.33333333333334)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.45, 3.1950000000000003)"
12-01-2023 12:57:53.223213,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 19.45)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 18.0, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.5, 10.82857142857143)","(14.0, 90.0, 64.5)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.45, 3.0933333333333333)"
12-01-2023 12:57:54.519256,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 20.4)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 51.0)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.4, 3.1550000000000002)"
12-01-2023 12:57:55.790243,"(6.0, 7.6, 7.5)","(7.0, 22.0, 18.5)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 51.0)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.1550000000000002)"
12-01-2023 12:57:57.063576,"(6.0, 7.6, 7.55)","(7.0, 22.0, 19.375)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.1550000000000002)"
12-01-2023 12:57:58.397584,"(6.0, 7.6, 7.55)","(7.0, 22.0, 19.375)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.1550000000000002)"
12-01-2023 12:57:59.853299,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 19.75)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 70.5)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.1550000000000002)"
12-01-2023 12:58:01.237550,"(6.0, 7.6, 7.533333333333333)","(7.0, 22.0, 19.75)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.82857142857143)","(14.0, 90.0, 70.5)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.3175)"
12-01-2023 12:58:02.579617,"(6.0, 7.6, 7.5)","(7.0, 22.0, 18.4)","(6.0, 13.5, 12.7)","(15.0, 16.5, 15.833333333333334)","(11.0, 17.5, 17.0)","(7.0, 7.6, 7.331868131868132)","(7.0, 11.0, 10.5)","(14.0, 90.0, 64.16666666666666)","(19.0, 150.0, 105.16666666666667)","(3.6, 3.35, 3.225833333333333)"
