,Heza Starman,Complicated,Fullon,Major Monty Nz,Sokys Falcon,Tiger Cheddar,Jaffa Nz,Mangochililime,Glamors Symbol,Got The Goods
09-01-2023 14:55:15.593399,"(26.0, 55.0, 44.285714285714285)","(71.0, 90.0, 78.88888888888889)","(5.5, 6.6, 6.438461538461539)","(4.6, 99999, 99990)","(6.0, 6.4, 6.294117647058823)","(71.0, 150.0, 133.0)","(5.0, 99999, 99990)","(10.0, 19.0, 17.857142857142858)","(6.5, 16.5, 14.192307692307693)","(4.4, 99999, 99990)"
09-01-2023 14:55:16.823026,"(26.0, 55.0, 44.285714285714285)","(71.0, 90.0, 78.88888888888889)","(5.5, 6.6, 6.438461538461539)","(4.6, 99999, 99990)","(6.0, 6.4, 6.294117647058823)","(71.0, 150.0, 133.0)","(5.0, 99999, 99990)","(10.0, 19.0, 17.857142857142858)","(6.5, 16.5, 14.571428571428571)","(4.4, 99999, 99990)"
09-01-2023 14:55:18.055792,"(26.0, 55.0, 44.285714285714285)","(71.0, 90.0, 78.88888888888889)","(5.5, 6.6, 6.438461538461539)","(4.6, 99999, 99990)","(6.0, 6.4, 6.294117647058823)","(71.0, 150.0, 130.0)","(5.0, 99999, 99990)","(10.0, 19.0, 17.7)","(6.5, 16.5, 13.833333333333334)","(4.4, 99999, 99990)"
09-01-2023 14:55:19.336537,"(26.0, 55.0, 44.285714285714285)","(71.0, 90.0, 78.88888888888889)","(5.5, 6.6, 6.409090909090909)","(4.6, 99999, 99990)","(6.0, 6.4, 6.294117647058823)","(71.0, 150.0, 127.27272727272727)","(5.0, 99999, 99990)","(10.0, 19.5, 18.428571428571427)","(6.5, 16.5, 14.857142857142858)","(4.4, 99999, 99990)"
09-01-2023 14:55:20.896101,"(26.0, 55.0, 44.285714285714285)","(71.0, 90.0, 78.88888888888889)","(5.5, 6.6, 6.5)","(4.6, 99999, 99990)","(6.0, 6.4, 6.294117647058823)","(71.0, 140.0, 112.0)","(5.0, 99999, 99990)","(10.0, 19.0, 17.0)","(6.5, 16.0, 14.0)","(4.4, 99999, 99990)"
09-01-2023 14:55:22.395776,"(26.0, 55.0, 47.5)","(71.0, 90.0, 80.0)","(5.5, 6.8, 6.693333333333333)","(4.6, 99999, 99990)","(6.0, 6.4, 6.328)","(71.0, 140.0, 102.5)","(5.0, 99999, 99990)","(10.0, 19.0, 18.4)","(6.5, 16.0, 11.107142857142858)","(4.4, 99999, 99990)"
09-01-2023 14:55:23.769833,"(26.0, 55.0, 47.5)","(71.0, 90.0, 80.0)","(5.5, 6.8, 7.825)","(4.6, 99999, 99990)","(6.0, 6.4, 6.377777777777778)","(71.0, 130.0, 117.5)","(5.0, 99999, 99990)","(10.0, 19.0, 17.75)","(6.5, 12.5, 12.035714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:55:25.160333,"(26.0, 55.0, 47.5)","(71.0, 90.0, 80.0)","(5.5, 8.0, 7.775)","(4.6, 99999, 99990)","(6.0, 6.4, 6.377777777777778)","(71.0, 130.0, 109.16666666666667)","(5.0, 99999, 99990)","(10.0, 19.0, 17.666666666666668)","(6.5, 12.5, 12.0)","(4.4, 99999, 99990)"
09-01-2023 14:55:26.674209,"(26.0, 55.0, 45.25)","(81.0, 90.0, 80.0)","(5.5, 8.0, 7.45)","(4.4, 99999, 99990)","(6.0, 6.4, 6.482352941176471)","(81.0, 130.0, 109.16666666666667)","(5.5, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 13.0, 11.5)","(4.4, 99999, 99990)"
09-01-2023 14:55:28.125525,"(26.0, 55.0, 47.5)","(81.0, 90.0, 80.0)","(5.5, 7.8, 7.133333333333333)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(81.0, 130.0, 102.22222222222223)","(5.5, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 13.0, 11.5)","(4.4, 99999, 99990)"
09-01-2023 14:55:29.374346,"(26.0, 55.0, 47.5)","(81.0, 90.0, 80.0)","(5.5, 7.8, 7.133333333333333)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(81.0, 130.0, 110.35714285714286)","(5.5, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 13.0, 11.5)","(4.4, 99999, 99990)"
09-01-2023 14:55:30.602159,"(26.0, 55.0, 47.5)","(81.0, 90.0, 80.0)","(5.5, 7.8, 7.2)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(81.0, 130.0, 110.35714285714286)","(5.5, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 13.0, 11.352941176470589)","(4.4, 99999, 99990)"
09-01-2023 14:55:31.958018,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 7.8, 7.466666666666667)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 12.5, 14.25)","(4.4, 99999, 99990)"
09-01-2023 14:55:33.295470,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 7.8, 7.236363636363636)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(71.0, 130.0, 115.5)","(6.0, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 16.5, 14.653846153846153)","(4.4, 99999, 99990)"
09-01-2023 14:55:34.599214,"(26.0, 50.0, 48.75)","(81.0, 85.0, 70.0)","(5.0, 7.6, 7.25)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(71.0, 120.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 16.5, 11.527777777777779)","(4.4, 99999, 99990)"
09-01-2023 14:55:35.898719,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 7.4, 7.025)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 12.0, 11.01923076923077)","(4.4, 99999, 99990)"
09-01-2023 14:55:37.158585,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 7.4, 7.025)","(4.4, 99999, 99990)","(6.0, 6.8, 6.45)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 17.333333333333332)","(6.5, 12.0, 11.01923076923077)","(4.4, 99999, 99990)"
09-01-2023 14:55:38.380729,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 7.4, 5.9035087719298245)","(4.4, 99999, 99990)","(6.0, 6.8, 7.1000000000000005)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 18.3)","(6.5, 12.0, 10.725)","(4.4, 99999, 99990)"
09-01-2023 14:55:39.591836,"(26.0, 55.0, 50.5)","(81.0, 85.0, 70.0)","(5.0, 6.2, 6.757142857142857)","(4.4, 99999, 99990)","(6.0, 7.4, 6.933333333333334)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.5, 18.5)","(6.5, 12.0, 10.725)","(4.4, 99999, 99990)"
09-01-2023 14:55:41.095099,"(26.0, 55.0, 47.2)","(81.0, 85.0, 70.0)","(5.0, 7.4, 7.0)","(4.4, 99999, 99990)","(6.0, 7.4, 6.933333333333334)","(71.0, 130.0, 110.35714285714286)","(6.0, 99999, 99990)","(10.0, 19.5, 18.166666666666668)","(6.5, 12.0, 10.725)","(4.4, 99999, 99990)"
09-01-2023 14:55:42.381130,"(26.0, 55.0, 47.2)","(81.0, 85.0, 72.14285714285714)","(5.0, 7.2, 6.625)","(4.4, 99999, 99990)","(6.0, 7.4, 6.933333333333334)","(71.0, 130.0, 108.84615384615384)","(6.0, 99999, 99990)","(10.0, 19.5, 18.25)","(6.5, 12.0, 10.725)","(4.4, 99999, 99990)"
09-01-2023 14:55:43.811751,"(26.0, 55.0, 45.25)","(81.0, 85.0, 72.14285714285714)","(5.0, 7.0, 6.133333333333333)","(4.4, 99999, 99990)","(6.0, 7.4, 6.890909090909091)","(71.0, 130.0, 108.84615384615384)","(6.0, 99999, 99990)","(10.0, 19.5, 17.666666666666668)","(6.5, 12.0, 10.3)","(4.4, 99999, 99990)"
09-01-2023 14:55:45.200730,"(26.0, 55.0, 46.75)","(81.0, 85.0, 66.25)","(5.0, 6.8, 6.1)","(4.4, 99999, 99990)","(6.0, 7.4, 7.12)","(71.0, 130.0, 88.33333333333333)","(6.0, 99999, 99990)","(10.0, 19.0, 17.666666666666668)","(6.5, 12.0, 10.657894736842104)","(4.4, 99999, 99990)"
09-01-2023 14:55:46.558121,"(26.0, 55.0, 48.4)","(81.0, 85.0, 66.25)","(5.0, 6.6, 6.1)","(4.4, 99999, 99990)","(6.0, 7.4, 7.12)","(71.0, 130.0, 88.33333333333333)","(6.0, 99999, 99990)","(10.0, 19.0, 18.272727272727273)","(6.5, 12.0, 10.657894736842104)","(4.4, 99999, 99990)"
09-01-2023 14:55:47.876360,"(26.0, 55.0, 48.4)","(81.0, 85.0, 66.25)","(5.0, 6.6, 6.1)","(4.4, 99999, 99990)","(6.0, 7.4, 7.12)","(71.0, 130.0, 97.85714285714286)","(6.0, 99999, 99990)","(10.0, 19.0, 17.8)","(6.5, 12.0, 10.657894736842104)","(4.4, 99999, 99990)"
09-01-2023 14:55:49.121350,"(26.0, 55.0, 48.25)","(81.0, 85.0, 66.25)","(5.0, 6.6, 6.1)","(4.4, 99999, 99990)","(6.0, 7.4, 7.12)","(71.0, 130.0, 107.5)","(6.0, 99999, 99990)","(10.0, 19.0, 18.333333333333332)","(6.5, 12.0, 10.657894736842104)","(4.4, 99999, 99990)"
09-01-2023 14:55:50.403202,"(26.0, 55.0, 48.25)","(81.0, 85.0, 66.25)","(5.0, 6.6, 6.1)","(4.4, 99999, 99990)","(6.0, 7.4, 7.2250000000000005)","(71.0, 130.0, 107.5)","(6.0, 99999, 99990)","(10.0, 19.0, 18.555555555555557)","(6.5, 12.0, 10.657894736842104)","(4.4, 99999, 99990)"
09-01-2023 14:55:51.673357,"(26.0, 55.0, 48.25)","(81.0, 85.0, 66.25)","(5.0, 6.6, 6.15)","(4.4, 99999, 99990)","(6.0, 7.4, 7.26)","(71.0, 130.0, 107.5)","(6.0, 99999, 99990)","(10.0, 19.0, 18.555555555555557)","(6.5, 12.0, 10.521739130434783)","(4.4, 99999, 99990)"
09-01-2023 14:55:52.979390,"(26.0, 55.0, 115.66666666666667)","(81.0, 85.0, 77.5)","(5.0, 6.6, 6.105882352941176)","(4.4, 99999, 99990)","(6.0, 7.4, 8.75)","(71.0, 130.0, 195.55555555555554)","(6.0, 99999, 99990)","(10.0, 19.0, 17.857142857142858)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:55:54.244685,"(26.0, 130.0, 115.66666666666667)","(81.0, 85.0, 75.0)","(5.0, 7.2, 6.85)","(4.4, 99999, 99990)","(6.0, 9.4, 7.5)","(71.0, 230.0, 155.0)","(6.0, 99999, 99990)","(10.0, 19.0, 15.928571428571429)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:55:55.570577,"(26.0, 130.0, 119.75)","(81.0, 85.0, 76.66666666666667)","(5.0, 7.0, 6.6)","(4.4, 99999, 99990)","(6.0, 9.0, 7.9)","(71.0, 230.0, 155.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:55:56.897426,"(26.0, 130.0, 123.16666666666666)","(81.0, 85.0, 76.66666666666667)","(5.0, 7.0, 6.6)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 230.0, 155.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:55:58.212355,"(26.0, 130.0, 103.33333333333334)","(81.0, 85.0, 76.66666666666667)","(5.0, 7.0, 6.466666666666667)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 230.0, 136.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:55:59.503855,"(26.0, 130.0, 117.5)","(81.0, 85.0, 76.66666666666667)","(5.0, 6.8, 6.523076923076923)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 220.0, 136.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 11.071428571428571)","(4.4, 99999, 99990)"
09-01-2023 14:56:00.778733,"(26.0, 130.0, 117.5)","(81.0, 85.0, 76.66666666666667)","(5.0, 6.8, 6.523076923076923)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 220.0, 177.5)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 11.071428571428571)","(4.4, 99999, 99990)"
09-01-2023 14:56:02.058413,"(26.0, 130.0, 117.5)","(81.0, 85.0, 76.66666666666667)","(5.0, 6.8, 6.523076923076923)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 210.0, 131.42857142857144)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 11.071428571428571)","(4.4, 99999, 99990)"
09-01-2023 14:56:03.317137,"(26.0, 120.0, 101.42857142857143)","(81.0, 85.0, 76.66666666666667)","(5.0, 6.8, 6.666666666666666)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 200.0, 128.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 11.071428571428571)","(4.4, 99999, 99990)"
09-01-2023 14:56:04.592208,"(26.0, 100.0, 92.5)","(81.0, 85.0, 72.5)","(5.0, 6.8, 6.48)","(4.4, 99999, 99990)","(6.0, 8.8, 7.3)","(71.0, 200.0, 130.76923076923077)","(6.0, 99999, 99990)","(10.0, 18.5, 15.8)","(6.5, 12.0, 10.7)","(4.4, 99999, 99990)"
09-01-2023 14:56:05.921012,"(26.0, 95.0, 73.18181818181819)","(81.0, 90.0, 84.44444444444444)","(5.0, 7.0, 6.573333333333333)","(4.4, 99999, 99990)","(6.0, 8.8, 7.6571428571428575)","(71.0, 190.0, 134.54545454545456)","(6.0, 99999, 99990)","(10.0, 18.5, 16.0)","(6.5, 12.0, 11.025)","(4.4, 99999, 99990)"
09-01-2023 14:56:07.259925,"(26.0, 95.0, 73.18181818181819)","(81.0, 90.0, 86.875)","(5.0, 6.8, 6.6)","(4.4, 99999, 99990)","(6.0, 8.8, 8.072727272727274)","(71.0, 180.0, 134.54545454545456)","(6.0, 99999, 99990)","(10.0, 18.5, 16.0)","(6.5, 12.0, 11.025)","(4.4, 99999, 99990)"
09-01-2023 14:56:08.568818,"(26.0, 90.0, 84.16666666666666)","(81.0, 90.0, 86.875)","(5.0, 6.8, 6.6)","(4.4, 99999, 99990)","(6.0, 8.8, 8.072727272727274)","(71.0, 180.0, 124.44444444444444)","(6.0, 99999, 99990)","(10.0, 18.5, 16.833333333333332)","(6.5, 12.0, 11.025)","(4.4, 99999, 99990)"
09-01-2023 14:56:09.853902,"(26.0, 90.0, 84.16666666666666)","(81.0, 90.0, 86.875)","(5.0, 6.8, 6.666666666666666)","(4.4, 99999, 99990)","(6.0, 8.8, 7.800000000000001)","(71.0, 180.0, 116.0)","(6.0, 99999, 99990)","(10.0, 18.5, 16.833333333333332)","(6.5, 12.0, 11.025)","(4.4, 99999, 99990)"
09-01-2023 14:56:11.145469,"(26.0, 90.0, 84.16666666666666)","(81.0, 90.0, 86.875)","(5.0, 6.8, 6.666666666666666)","(4.4, 99999, 99990)","(6.0, 8.8, 7.8909090909090915)","(71.0, 170.0, 120.0)","(6.0, 99999, 99990)","(10.0, 18.5, 16.0)","(6.5, 12.0, 10.916666666666666)","(4.4, 99999, 99990)"
09-01-2023 14:56:12.487371,"(26.0, 90.0, 84.16666666666666)","(81.0, 90.0, 86.875)","(5.0, 6.8, 6.542857142857143)","(4.4, 99999, 99990)","(6.0, 8.8, 7.311111111111111)","(71.0, 160.0, 109.0909090909091)","(6.0, 99999, 99990)","(10.0, 18.5, 16.0)","(6.5, 12.0, 10.916666666666666)","(4.4, 99999, 99990)"
09-01-2023 14:56:13.763590,"(26.0, 90.0, 76.875)","(81.0, 90.0, 85.0)","(5.0, 6.8, 6.542857142857143)","(4.4, 99999, 99990)","(6.0, 8.4, 7.4)","(71.0, 160.0, 109.0909090909091)","(6.0, 99999, 99990)","(10.0, 18.5, 14.666666666666666)","(6.5, 12.0, 11.113636363636363)","(4.4, 99999, 99990)"
09-01-2023 14:56:15.084342,"(26.0, 80.0, 71.07142857142857)","(81.0, 90.0, 85.0)","(5.0, 6.8, 6.542857142857143)","(4.4, 99999, 99990)","(6.0, 8.0, 7.4)","(71.0, 160.0, 109.0909090909091)","(6.0, 99999, 99990)","(10.0, 18.0, 14.642857142857142)","(6.5, 12.0, 11.113636363636363)","(4.4, 99999, 99990)"
09-01-2023 14:56:16.394318,"(26.0, 80.0, 73.75)","(81.0, 90.0, 85.0)","(5.0, 6.8, 6.3428571428571425)","(4.4, 99999, 99990)","(6.0, 7.8, 7.333333333333333)","(71.0, 160.0, 136.0)","(6.0, 99999, 99990)","(10.0, 17.5, 16.323529411764707)","(6.5, 12.0, 13.2)","(4.4, 99999, 99990)"
09-01-2023 14:56:17.744687,"(26.0, 80.0, 72.3076923076923)","(81.0, 90.0, 87.77777777777777)","(5.0, 6.8, 6.0375)","(4.4, 99999, 99990)","(6.0, 7.8, 7.28)","(71.0, 150.0, 136.0)","(6.0, 99999, 99990)","(10.0, 17.5, 16.323529411764707)","(6.5, 13.5, 13.0)","(4.4, 99999, 99990)"
09-01-2023 14:56:19.316356,"(26.0, 80.0, 77.5)","(81.0, 90.0, 82.5)","(5.0, 6.6, 6.0375)","(4.4, 99999, 99990)","(6.0, 7.6, 7.257142857142857)","(71.0, 150.0, 117.5)","(6.0, 99999, 99990)","(10.0, 17.5, 15.5)","(6.5, 13.5, 11.833333333333334)","(4.4, 99999, 99990)"
09-01-2023 14:56:20.966157,"(26.0, 80.0, 76.875)","(81.0, 90.0, 82.5)","(5.0, 6.6, 5.91)","(4.4, 99999, 99990)","(6.0, 7.6, 7.066666666666666)","(71.0, 150.0, 120.45454545454545)","(6.0, 99999, 99990)","(10.0, 17.5, 15.0)","(6.5, 13.5, 11.785714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:56:22.480139,"(26.0, 80.0, 76.875)","(81.0, 90.0, 82.5)","(5.0, 6.4, 5.91)","(4.4, 99999, 99990)","(6.0, 7.6, 7.076923076923077)","(71.0, 150.0, 132.14285714285714)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 13.5, 11.785714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:56:24.027756,"(26.0, 80.0, 76.875)","(81.0, 90.0, 82.5)","(5.0, 6.4, 5.7875000000000005)","(4.4, 99999, 99990)","(6.0, 7.4, 7.2)","(71.0, 140.0, 132.14285714285714)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 13.5, 11.785714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:56:25.407401,"(26.0, 80.0, 76.875)","(81.0, 90.0, 82.5)","(5.0, 6.4, 5.825)","(4.4, 99999, 99990)","(6.0, 7.4, 7.2)","(71.0, 140.0, 124.28571428571428)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 13.5, 11.785714285714286)","(4.4, 99999, 99990)"
09-01-2023 14:56:27.090551,"(26.0, 80.0, 76.42857142857143)","(81.0, 90.0, 82.5)","(5.0, 6.2, 5.825)","(4.4, 99999, 99990)","(6.0, 7.4, 6.461538461538462)","(71.0, 140.0, 124.28571428571428)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 13.5, 15.777777777777779)","(4.4, 99999, 99990)"
09-01-2023 14:56:28.443625,"(26.0, 80.0, 76.42857142857143)","(81.0, 90.0, 82.5)","(5.0, 6.2, 5.825)","(4.4, 99999, 99990)","(6.0, 6.8, 6.461538461538462)","(71.0, 140.0, 117.14285714285714)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 18.5, 12.466666666666667)","(4.4, 99999, 99990)"
09-01-2023 14:56:29.807343,"(26.0, 80.0, 76.42857142857143)","(81.0, 90.0, 82.5)","(5.0, 6.2, 5.966666666666667)","(4.4, 99999, 99990)","(6.0, 6.8, 6.461538461538462)","(71.0, 130.0, 117.14285714285714)","(6.0, 99999, 99990)","(10.0, 17.5, 15.833333333333332)","(6.5, 15.5, 13.636363636363637)","(4.4, 99999, 99990)"
09-01-2023 14:56:31.151450,"(26.0, 80.0, 73.75)","(81.0, 90.0, 82.5)","(5.0, 6.2, 5.642857142857143)","(4.4, 99999, 99990)","(6.0, 6.8, 6.36)","(71.0, 130.0, 110.0)","(6.0, 99999, 99990)","(10.0, 17.5, 15.1)","(6.5, 15.0, 13.727272727272727)","(4.4, 99999, 99990)"
09-01-2023 14:56:32.457432,"(26.0, 80.0, 73.75)","(81.0, 90.0, 82.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(6.0, 6.8, 6.36)","(71.0, 120.0, 110.0)","(6.0, 99999, 99990)","(10.0, 17.5, 13.642857142857142)","(6.5, 15.0, 13.5)","(4.4, 99999, 99990)"
09-01-2023 14:56:33.737538,"(26.0, 80.0, 73.75)","(81.0, 90.0, 88.46153846153847)","(5.0, 6.0, 5.625)","(4.4, 99999, 99990)","(6.0, 6.8, 6.36)","(71.0, 120.0, 80.0)","(6.0, 99999, 99990)","(10.0, 17.5, 14.4)","(6.5, 14.5, 12.785714285714285)","(4.4, 99999, 99990)"
09-01-2023 14:56:34.983489,"(26.0, 80.0, 73.75)","(81.0, 90.0, 88.46153846153847)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(6.0, 6.8, 6.345454545454546)","(71.0, 120.0, 108.0)","(6.0, 99999, 99990)","(10.0, 16.5, 13.5)","(6.5, 14.5, 13.0)","(4.4, 99999, 99990)"
09-01-2023 14:56:36.266220,"(26.0, 80.0, 73.75)","(71.0, 90.0, 88.46153846153847)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.328)","(71.0, 120.0, 100.0)","(6.0, 99999, 99990)","(10.0, 16.0, 13.5)","(7.0, 14.5, 13.0)","(4.6, 99999, 99990)"
09-01-2023 14:56:37.605570,"(26.0, 80.0, 73.75)","(71.0, 90.0, 88.46153846153847)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.328)","(71.0, 110.0, 100.0)","(6.0, 99999, 99990)","(10.0, 16.0, 13.5)","(7.0, 14.5, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:38.944025,"(26.0, 80.0, 73.75)","(71.0, 90.0, 88.46153846153847)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 110.0, 100.0)","(6.0, 99999, 99990)","(10.0, 16.0, 14.875)","(7.0, 14.0, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:40.290607,"(26.0, 80.0, 67.0)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 110.0, 90.0)","(6.0, 99999, 99990)","(10.0, 16.0, 14.875)","(7.0, 14.0, 13.0)","(4.6, 99999, 99990)"
09-01-2023 14:56:41.625302,"(26.0, 75.0, 66.0)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 100.0, 91.0)","(6.0, 99999, 99990)","(10.0, 16.0, 17.9)","(7.0, 14.5, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:42.941511,"(26.0, 75.0, 66.0)","(71.0, 90.0, 88.84615384615384)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 100.0, 201.25)","(6.0, 99999, 99990)","(10.0, 19.0, 18.3125)","(7.0, 14.0, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:44.252103,"(26.0, 75.0, 66.42857142857143)","(71.0, 90.0, 85.0)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 220.0, 168.0)","(6.0, 99999, 99990)","(10.0, 19.0, 17.0)","(7.0, 14.0, 13.0)","(4.6, 99999, 99990)"
09-01-2023 14:56:45.536460,"(26.0, 75.0, 68.57142857142857)","(71.0, 90.0, 85.0)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 210.0, 130.66666666666666)","(6.0, 99999, 99990)","(10.0, 18.0, 16.333333333333332)","(7.0, 14.5, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:46.822115,"(26.0, 70.0, 68.0)","(71.0, 90.0, 86.25)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 200.0, 163.33333333333334)","(6.0, 99999, 99990)","(10.0, 17.0, 16.0)","(7.0, 14.0, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:48.132200,"(26.0, 70.0, 66.66666666666667)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 190.0, 153.75)","(6.0, 99999, 99990)","(10.0, 17.5, 16.642857142857142)","(7.0, 14.0, 13.0)","(4.6, 99999, 99990)"
09-01-2023 14:56:49.495964,"(26.0, 85.0, 70.0)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 180.0, 125.0)","(6.0, 99999, 99990)","(10.0, 17.5, 17.357142857142858)","(7.0, 14.5, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:50.822774,"(26.0, 80.0, 71.11111111111111)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 170.0, 140.0)","(6.0, 99999, 99990)","(10.0, 18.5, 15.428571428571429)","(7.0, 14.0, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:52.132639,"(26.0, 80.0, 66.66666666666667)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 160.0, 140.0)","(6.0, 99999, 99990)","(10.0, 18.0, 15.428571428571429)","(7.0, 14.0, 13.0)","(4.6, 99999, 99990)"
09-01-2023 14:56:53.449788,"(26.0, 80.0, 68.0)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 150.0, 120.0)","(6.0, 99999, 99990)","(10.0, 18.0, 15.5)","(7.0, 14.5, 13.375)","(4.6, 99999, 99990)"
09-01-2023 14:56:54.789602,"(26.0, 75.0, 70.0)","(71.0, 90.0, 87.5)","(5.0, 6.0, 5.642857142857143)","(4.4, 99999, 99990)","(5.5, 6.6, 6.345454545454546)","(71.0, 140.0, 120.0)","(6.0, 99999, 99990)","(10.0, 18.0, 15.5)","(7.0, 14.0, 13.375)","(4.6, 99999, 99990)"
