,Lord Denzel,Willsintown,Weasel Nz,Game Keeper,Milly An Eyre Nz,Datsinahurri,Living Free,Our Dolly,Three Machs
07-12-2022 19:42:13.174347,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 299.0)","(4.6, 99999, 99990)","(9.0, 15.5, 12.227272727272727)","(2.8, 4.1, 3.7199999999999998)","(5.5, 7.6, 6.25)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:14.566577,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 299.0)","(4.6, 99999, 99990)","(9.0, 15.5, 12.227272727272727)","(2.8, 4.1, 3.7199999999999998)","(5.5, 7.6, 6.25)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:15.962316,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 298.0)","(4.6, 99999, 99990)","(9.0, 15.5, 12.6875)","(2.8, 4.1, 3.7199999999999998)","(5.5, 7.6, 7.0)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:17.323586,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 298.0)","(4.6, 99999, 99990)","(9.0, 15.5, 14.3)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.2, 7.75)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:18.707632,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 298.0)","(4.6, 99999, 99990)","(9.0, 16.5, 14.3)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:20.014114,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 298.0)","(4.6, 99999, 99990)","(9.0, 16.5, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:21.337600,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 298.0)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:22.694201,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:24.072994,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:25.396604,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:26.814318,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:28.216926,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:29.632882,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:30.981861,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:32.258873,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:33.617115,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:34.986797,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:36.353360,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:37.682102,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:39.103136,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:40.572024,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:41.925015,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:43.374573,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:44.842403,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:46.320268,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:47.789971,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:49.265483,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:50.713634,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:52.149352,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:53.618029,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:55.001718,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:56.424349,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.18)"
07-12-2022 19:42:57.868749,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:42:59.256213,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:00.709393,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:02.166862,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:03.613732,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:05.179301,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:06.608216,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:08.166414,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:09.689194,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:11.242427,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:12.821530,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:14.283974,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:15.845884,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:17.394462,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:18.941252,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.7199999999999998)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:20.851674,"(3.8, 5.6, 5.107692307692307)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 4.005)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:22.617269,"(3.8, 5.6, 4.933333333333333)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.6799999999999997)","(5.5, 8.4, 7.15)","(7.0, 10.5, 9.614285714285714)"
07-12-2022 19:43:23.983956,"(3.8, 5.6, 4.933333333333333)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.1, 3.62)","(5.5, 8.4, 7.433333333333333)","(7.0, 10.5, 9.257142857142858)"
07-12-2022 19:43:25.448147,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.2, 7.433333333333333)","(7.0, 10.0, 9.257142857142858)"
07-12-2022 19:43:26.916316,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.2, 6.95)","(7.0, 10.0, 9.257142857142858)"
07-12-2022 19:43:28.624719,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.0, 6.95)","(7.0, 10.0, 9.257142857142858)"
07-12-2022 19:43:30.233929,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.0, 6.95)","(7.0, 9.8, 9.114285714285716)"
07-12-2022 19:43:31.718588,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.0, 6.95)","(7.0, 9.8, 8.760000000000002)"
07-12-2022 19:43:33.142945,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.62)","(5.5, 8.0, 6.95)","(7.0, 9.8, 8.760000000000002)"
07-12-2022 19:43:34.759953,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.913333333333333)","(5.5, 8.0, 6.95)","(7.0, 9.8, 8.760000000000002)"
07-12-2022 19:43:36.206134,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 4.0, 3.8675)","(5.5, 8.0, 6.95)","(7.0, 9.8, 8.760000000000002)"
07-12-2022 19:43:37.622720,"(3.8, 5.4, 5.0285714285714285)","(101.0, 350.0, 250.0)","(101.0, 99999, 99990)","(81.0, 350.0, 307.5)","(4.6, 99999, 99990)","(9.0, 16.0, 13.5)","(2.8, 3.95, 3.8675)","(5.5, 8.0, 6.95)","(7.0, 9.8, 8.760000000000002)"
