,Lord Denzel,Willsintown,Weasel Nz,Game Keeper,Milly An Eyre Nz,Datsinahurri,Living Free,Our Dolly,Three Machs
07-12-2022 19:52:27.214172,"(3.8, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:28.570695,"(3.8, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:29.994190,"(3.8, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 161.66666666666669)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:31.245072,"(3.8, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 158.33333333333331)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:32.877357,"(3.8, 4.8, 4.44)","(101.0, 350.0, 312.5)","(101.0, 99999, 99990)","(81.0, 170.0, 163.63636363636363)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:34.206361,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.5)","(101.0, 99999, 99990)","(81.0, 170.0, 155.0)","(4.6, 99999, 99990)","(9.0, 16.5, 16.045454545454547)","(2.8, 4.0, 3.7)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:35.620950,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.5)","(101.0, 99999, 99990)","(81.0, 170.0, 162.22222222222223)","(4.6, 99999, 99990)","(9.0, 16.5, 18.318181818181817)","(2.8, 4.0, 3.8)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:37.049933,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 19.0, 17.333333333333336)","(2.8, 4.0, 3.5599999999999996)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:38.484745,"(3.7, 4.8, 4.44)","(101.0, 350.0, 326.66666666666663)","(101.0, 99999, 99990)","(81.0, 170.0, 160.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.5)","(2.8, 3.9, 3.62)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:39.754330,"(3.7, 4.8, 4.44)","(101.0, 350.0, 326.66666666666663)","(101.0, 99999, 99990)","(81.0, 170.0, 160.0)","(4.6, 99999, 99990)","(9.0, 18.5, 15.75)","(2.8, 4.0, 3.62)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:41.213485,"(3.7, 4.8, 4.3)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 157.5)","(4.6, 99999, 99990)","(9.0, 18.5, 16.3)","(2.8, 4.0, 3.5599999999999996)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:42.596340,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 16.3)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:43.921747,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 16.3)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:45.433955,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 166.36363636363637)","(4.6, 99999, 99990)","(9.0, 18.5, 16.3)","(2.8, 3.9, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:46.920459,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 16.3)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:48.285559,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 17.071428571428573)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:49.701973,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 17.666666666666668)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:51.016837,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 163.33333333333334)","(4.6, 99999, 99990)","(9.0, 18.5, 16.7)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:52.336064,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 160.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.7)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:53.660422,"(3.7, 4.8, 4.44)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 160.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.7)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:54.976778,"(3.7, 4.8, 4.44)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 160.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.7)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:56.264938,"(3.7, 4.8, 4.44)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 165.0)","(4.6, 99999, 99990)","(9.0, 18.5, 17.357142857142858)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:57.617602,"(3.7, 4.8, 4.44)","(101.0, 350.0, 325.0)","(101.0, 99999, 99990)","(81.0, 170.0, 165.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.75)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:52:58.920573,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 150.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.75)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:00.342630,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 150.0)","(4.6, 99999, 99990)","(9.0, 18.5, 16.25)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:01.807457,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 157.5)","(4.6, 99999, 99990)","(9.0, 19.0, 15.333333333333334)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:03.225429,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 161.66666666666669)","(4.6, 99999, 99990)","(9.0, 19.0, 17.25)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:04.633104,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 18.5, 17.25)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:06.039437,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 18.5, 17.625)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:07.468729,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 4.0, 3.81)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:08.898621,"(3.7, 4.8, 4.44)","(101.0, 350.0, 307.5)","(101.0, 99999, 99990)","(81.0, 170.0, 152.5)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 4.0, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:10.288956,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 160.625)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:11.605670,"(3.7, 4.8, 4.44)","(101.0, 350.0, 323.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 160.625)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:13.024888,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.5)","(101.0, 99999, 99990)","(81.0, 170.0, 160.625)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:14.383632,"(3.7, 4.8, 4.44)","(101.0, 350.0, 332.22222222222223)","(101.0, 99999, 99990)","(81.0, 170.0, 160.625)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:15.774952,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 155.0)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:17.541998,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 155.0)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:19.220691,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 155.0)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:20.650517,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:22.015609,"(3.7, 4.8, 4.44)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:23.406451,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:24.893540,"(3.7, 4.8, 4.44)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:26.396859,"(3.7, 4.8, 4.44)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:27.888097,"(3.7, 4.8, 4.44)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:29.493155,"(3.7, 4.8, 4.44)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:31.137704,"(3.7, 4.8, 4.44)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.73)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:32.506273,"(3.7, 4.8, 4.44)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:33.909415,"(3.7, 4.7, 4.6762500000000005)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:35.259009,"(3.7, 4.7, 4.59375)","(101.0, 350.0, 318.33333333333337)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:36.547779,"(3.7, 4.7, 4.59375)","(101.0, 350.0, 332.72727272727275)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:37.845310,"(3.7, 4.7, 4.6433333333333335)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:39.187021,"(3.7, 4.7, 4.59375)","(101.0, 350.0, 312.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.625)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.666666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:40.492623,"(3.7, 4.7, 4.59375)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.9, 3.5)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:41.910507,"(3.7, 4.7, 4.611111111111112)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.9, 3.3833333333333333)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:43.249239,"(3.7, 4.7, 4.466666666666667)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.95, 3.5250000000000004)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:44.640014,"(3.7, 4.6, 4.25)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.85, 3.3058823529411767)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:45.974859,"(3.7, 4.5, 4.25)","(101.0, 350.0, 310.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.8, 3.3058823529411767)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:47.261286,"(3.7, 4.5, 4.25)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.8, 3.3058823529411767)","(5.5, 8.2, 7.799999999999999)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:48.488096,"(3.7, 4.5, 4.409090909090909)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.8, 3.2944444444444443)","(5.5, 8.2, 7.966666666666666)","(7.0, 8.8, 8.254545454545454)"
07-12-2022 19:53:49.666630,"(3.7, 4.6, 4.385714285714285)","(101.0, 350.0, 320.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.8, 3.1823529411764704)","(5.5, 8.2, 7.966666666666666)","(7.0, 8.8, 9.1)"
07-12-2022 19:53:50.768792,"(3.7, 4.7, 4.4)","(101.0, 350.0, 314.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.8, 3.3499999999999996)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:51.969465,"(3.7, 4.7, 4.4)","(101.0, 350.0, 327.77777777777777)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.75, 3.44)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:53.214637,"(3.7, 4.7, 4.4)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.7, 3.42)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:54.565273,"(3.7, 4.7, 4.55)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.9)","(2.8, 3.7, 3.42)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:55.775252,"(3.7, 4.7, 4.55)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.8)","(2.8, 3.7, 3.42)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:57.046204,"(3.7, 4.7, 4.611764705882353)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.8)","(2.8, 3.7, 3.42)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:58.466322,"(3.7, 4.7, 4.55)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.571428571428573)","(2.8, 3.7, 3.5999999999999996)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:53:59.740450,"(3.7, 4.7, 4.1)","(101.0, 350.0, 324.44444444444446)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.75)","(2.8, 3.8, 3.6857142857142855)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:01.021576,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.75)","(2.8, 3.8, 3.6857142857142855)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:02.315494,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.75)","(2.8, 3.8, 3.6857142857142855)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:03.594217,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.75)","(2.8, 3.8, 3.6857142857142855)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:04.833888,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.666666666666668)","(2.8, 3.8, 3.55)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:06.127009,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.2)","(2.8, 3.8, 3.55)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:07.565496,"(3.7, 4.6, 4.449999999999999)","(101.0, 350.0, 240.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.6)","(2.8, 3.8, 3.711111111111111)","(5.5, 8.2, 7.999999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:08.910860,"(3.7, 4.7, 4.52)","(101.0, 350.0, 175.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.6)","(2.8, 3.8, 3.65)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:10.082684,"(3.7, 4.7, 4.52)","(101.0, 220.0, 175.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.4)","(2.8, 3.8, 3.65)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:11.224932,"(3.7, 4.7, 4.52)","(101.0, 220.0, 175.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.6)","(2.8, 3.8, 3.65)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:12.397109,"(3.7, 4.7, 4.594117647058823)","(101.0, 220.0, 175.0)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.6)","(2.8, 3.8, 3.73)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:13.722159,"(3.7, 4.7, 4.52)","(101.0, 220.0, 201.66666666666666)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.6)","(2.8, 3.8, 3.763157894736842)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:14.957242,"(3.7, 4.7, 4.52)","(101.0, 220.0, 201.66666666666666)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.6)","(2.8, 3.8, 3.583333333333333)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:16.148569,"(3.7, 4.6, 4.3999999999999995)","(101.0, 220.0, 201.66666666666666)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 16.6)","(2.8, 3.8, 3.71875)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 9.1)"
07-12-2022 19:54:17.357048,"(3.7, 4.7, 4.4)","(101.0, 220.0, 207.77777777777777)","(101.0, 99999, 99990)","(81.0, 170.0, 151.25)","(4.6, 99999, 99990)","(9.0, 19.0, 17.071428571428573)","(2.8, 3.8, 3.7399999999999998)","(5.5, 8.2, 7.959999999999999)","(7.0, 10.0, 8.9)"
