,Black Horizon,One More Time,Lethal Violet,Apache Vera,Zabil,Lornas Flying
14-12-2022 14:17:57.504859,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.55)","(2.6, 3.2, 3.04)","(21.0, 55.0, 47.75)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.58)"
14-12-2022 14:17:58.751790,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.55)","(2.6, 3.2, 3.04)","(21.0, 55.0, 47.75)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.58)"
14-12-2022 14:17:59.793720,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.55)","(2.6, 3.2, 3.04)","(21.0, 55.0, 47.75)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.58)"
14-12-2022 14:18:00.974900,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.55)","(2.6, 3.2, 3.04)","(21.0, 55.0, 47.75)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.58)"
14-12-2022 14:18:02.242409,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.4, 4.684615384615385)","(2.6, 3.2, 2.896)","(21.0, 55.0, 47.75)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.605882352941176)"
14-12-2022 14:18:03.501494,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.0)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.605882352941176)"
14-12-2022 14:18:04.679467,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.605882352941176)"
14-12-2022 14:18:05.833016,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.433333333333334)"
14-12-2022 14:18:06.793138,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.433333333333334)"
14-12-2022 14:18:07.922326,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:09.090224,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:10.166775,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:11.203718,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:12.284544,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:13.361508,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:14.520713,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:15.911807,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:16.952286,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:17.905287,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:18.894944,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:19.931729,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.3, 4.684615384615385)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:20.945531,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.2, 4.621428571428571)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:21.985205,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:22.976283,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:23.932426,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:24.972108,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:26.028129,"(3.5, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.527272727272727)"
14-12-2022 14:18:27.291620,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.433333333333334)"
14-12-2022 14:18:28.498510,"(3.6, 5.6, 5.066666666666666)","(4.0, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.4, 6.8, 6.433333333333334)"
14-12-2022 14:18:29.711019,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:30.744514,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:31.819288,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:32.826071,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.896)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:33.942479,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:35.087554,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 3.04)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:36.188370,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.992)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:37.270902,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.992)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:38.372900,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:39.428809,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:40.496543,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.433333333333334)"
14-12-2022 14:18:41.600188,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.607692307692307)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.6)"
14-12-2022 14:18:42.719578,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.6)"
14-12-2022 14:18:43.772221,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.6)"
14-12-2022 14:18:44.913819,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.6)"
14-12-2022 14:18:46.092121,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 2.966)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.554545454545455)"
14-12-2022 14:18:47.509655,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.1735294117647057)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:48.748999,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.1735294117647057)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:49.900476,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.171875)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:51.305893,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.181818181818182)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:52.519664,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.177777777777778)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:53.823697,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.6, 3.2, 3.177777777777778)","(21.0, 55.0, 48.77777777777778)","(10.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:54.954488,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.7, 3.2, 3.177777777777778)","(21.0, 55.0, 48.77777777777778)","(11.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:56.189978,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.7, 3.2, 3.177777777777778)","(21.0, 55.0, 48.77777777777778)","(11.0, 24.0, 21.166666666666668)","(4.6, 6.8, 6.63125)"
14-12-2022 14:18:57.236990,"(3.6, 5.6, 5.066666666666666)","(3.9, 5.1, 4.433333333333333)","(2.7, 3.2, 3.177777777777778)","(21.0, 55.0, 44.69230769230769)","(11.0, 24.0, 23.5)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:18:58.213333,"(3.6, 5.5, 5.011111111111111)","(3.9, 5.1, 4.166666666666666)","(2.7, 3.2, 3.175)","(21.0, 50.0, 44.69230769230769)","(11.0, 24.0, 22.666666666666664)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:18:59.335562,"(3.6, 5.5, 4.823076923076924)","(3.9, 5.1, 4.073333333333333)","(2.7, 3.2, 3.1666666666666665)","(21.0, 50.0, 44.69230769230769)","(11.0, 24.0, 23.692307692307693)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:19:00.521154,"(3.6, 5.4, 5.278048780487805)","(3.9, 5.0, 4.235294117647059)","(2.7, 3.2, 3.1666666666666665)","(21.0, 50.0, 44.69230769230769)","(11.0, 24.0, 23.692307692307693)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:19:01.666706,"(3.6, 5.4, 5.2)","(3.9, 4.9, 4.3)","(2.7, 3.2, 3.1666666666666665)","(21.0, 50.0, 42.333333333333336)","(11.0, 24.0, 23.789473684210527)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:19:02.760089,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.185714285714286)","(2.7, 3.2, 3.1666666666666665)","(21.0, 50.0, 41.785714285714285)","(11.0, 25.0, 23.666666666666664)","(4.6, 6.8, 6.751785714285714)"
14-12-2022 14:19:03.835831,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 26.0, 24.5)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:04.810252,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 26.0, 24.5)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:05.953014,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 27.0, 25.333333333333336)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:07.157258,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 2.9299999999999997)","(21.0, 50.0, 41.785714285714285)","(11.0, 27.0, 25.1)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:08.333656,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 2.9299999999999997)","(21.0, 50.0, 41.785714285714285)","(11.0, 27.0, 24.75)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:09.501140,"(3.6, 5.4, 5.165957446808511)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 2.9299999999999997)","(21.0, 50.0, 41.785714285714285)","(11.0, 27.0, 21.5)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:10.600338,"(3.6, 5.4, 5.205882352941177)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 23.4)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:11.631898,"(3.6, 5.4, 5.205882352941177)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 23.4)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:12.702589,"(3.6, 5.4, 5.205882352941177)","(3.9, 4.9, 4.344444444444445)","(2.7, 3.15, 3.0614285714285714)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 24.058823529411764)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:13.731261,"(3.6, 5.4, 5.205882352941177)","(3.8, 4.9, 4.344444444444445)","(2.7, 3.15, 2.9299999999999997)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 24.058823529411764)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:14.816573,"(3.6, 5.4, 5.0)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1230434782608696)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:15.865013,"(3.6, 5.3, 4.96060606060606)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.105384615384615)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:16.851331,"(3.6, 5.3, 4.9399999999999995)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1285185185185185)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:17.916555,"(3.6, 5.3, 4.752173913043478)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1285185185185185)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.976086956521739)"
14-12-2022 14:19:18.964509,"(3.6, 5.3, 4.81875)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1285185185185185)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.9)"
14-12-2022 14:19:20.091529,"(3.6, 5.3, 4.9526315789473685)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1285185185185185)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 22.0)","(4.6, 7.0, 6.9)"
14-12-2022 14:19:21.239450,"(3.6, 5.3, 4.892)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1313793103448275)","(21.0, 50.0, 41.785714285714285)","(11.0, 29.0, 27.7)","(4.6, 7.0, 6.9)"
14-12-2022 14:19:22.366043,"(3.6, 5.3, 4.892)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1313793103448275)","(21.0, 50.0, 41.785714285714285)","(11.0, 30.0, 27.7)","(4.6, 7.0, 6.54)"
14-12-2022 14:19:23.487561,"(3.6, 5.3, 4.96)","(3.8, 4.8, 4.242857142857143)","(2.7, 3.15, 3.1313793103448275)","(21.0, 50.0, 41.785714285714285)","(11.0, 30.0, 27.7)","(4.6, 7.2, 6.54)"
14-12-2022 14:19:24.466692,"(3.6, 5.3, 4.96)","(3.8, 4.8, 4.35)","(2.7, 3.15, 3.0969696969696967)","(21.0, 50.0, 41.785714285714285)","(11.0, 30.0, 27.7)","(4.6, 7.2, 6.54)"
14-12-2022 14:19:25.470263,"(3.6, 5.3, 4.96)","(3.8, 4.8, 4.35)","(2.7, 3.15, 3.0969696969696967)","(21.0, 48.0, 41.53846153846154)","(11.0, 30.0, 21.666666666666668)","(4.6, 7.2, 6.432)"
14-12-2022 14:19:26.492963,"(3.6, 5.3, 4.82)","(3.8, 4.8, 4.35)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 38.8125)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.432)"
14-12-2022 14:19:27.587054,"(3.6, 5.2, 5.0125)","(3.8, 4.8, 4.35)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 38.8125)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.432)"
14-12-2022 14:19:28.781943,"(3.6, 5.2, 5.0125)","(3.8, 4.8, 4.1117647058823525)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 35.75)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.432)"
14-12-2022 14:19:29.955166,"(3.6, 5.2, 5.0125)","(3.8, 4.8, 4.375)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 35.75)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.24)"
14-12-2022 14:19:31.133432,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.4)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 35.75)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.24)"
14-12-2022 14:19:32.143037,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.4)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 35.75)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.24)"
14-12-2022 14:19:33.154852,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 33.1764705882353)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.5600000000000005)"
14-12-2022 14:19:34.150415,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.140740740740741)","(21.0, 48.0, 33.1764705882353)","(11.0, 28.0, 23.529411764705884)","(4.6, 7.2, 6.5600000000000005)"
14-12-2022 14:19:35.237264,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.1291666666666664)","(21.0, 48.0, 33.1764705882353)","(11.0, 28.0, 24.875)","(4.6, 7.2, 6.753846153846154)"
14-12-2022 14:19:36.344032,"(3.6, 5.2, 5.172727272727273)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.1291666666666664)","(21.0, 48.0, 33.1764705882353)","(11.0, 27.0, 24.875)","(4.6, 7.0, 6.753846153846154)"
14-12-2022 14:19:37.400394,"(3.6, 5.2, 4.892307692307693)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.1291666666666664)","(21.0, 48.0, 33.1764705882353)","(11.0, 27.0, 24.875)","(4.6, 7.0, 6.753846153846154)"
14-12-2022 14:19:38.414268,"(3.6, 5.2, 5.066666666666666)","(3.8, 4.8, 4.476190476190476)","(2.7, 3.15, 3.1291666666666664)","(21.0, 48.0, 39.214285714285715)","(11.0, 27.0, 22.2)","(4.6, 7.0, 6.753846153846154)"
14-12-2022 14:19:39.390673,"(3.6, 5.2, 4.8375)","(3.8, 4.8, 4.14051724137931)","(2.7, 3.15, 3.140740740740741)","(21.0, 46.0, 39.214285714285715)","(11.0, 27.0, 22.2)","(4.6, 7.0, 6.485714285714286)"
14-12-2022 14:19:40.412035,"(3.6, 5.2, 5.109375)","(3.8, 4.8, 4.152985074626866)","(2.7, 3.2, 3.16)","(21.0, 46.0, 36.18181818181818)","(11.0, 27.0, 24.954545454545453)","(4.6, 7.0, 6.485714285714286)"
14-12-2022 14:19:41.538736,"(3.6, 5.2, 5.107843137254902)","(3.8, 4.8, 4.28)","(2.7, 3.2, 3.142857142857143)","(21.0, 46.0, 36.18181818181818)","(11.0, 27.0, 24.954545454545453)","(4.6, 7.0, 6.485714285714286)"
14-12-2022 14:19:42.666002,"(3.6, 5.2, 5.107843137254902)","(3.8, 4.7, 4.28)","(2.7, 3.2, 3.142857142857143)","(21.0, 46.0, 36.18181818181818)","(11.0, 27.0, 24.954545454545453)","(4.6, 7.0, 6.485714285714286)"
14-12-2022 14:19:43.825855,"(3.6, 5.2, 5.107843137254902)","(3.8, 4.7, 4.28)","(2.7, 3.2, 3.142857142857143)","(21.0, 46.0, 36.18181818181818)","(11.0, 27.0, 24.954545454545453)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:45.002150,"(3.6, 5.1, 4.825)","(3.8, 4.7, 4.28)","(2.7, 3.2, 3.142857142857143)","(21.0, 46.0, 32.57142857142857)","(11.0, 27.0, 24.954545454545453)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:46.097252,"(3.6, 5.1, 4.825)","(3.8, 4.7, 4.28)","(2.7, 3.2, 3.142857142857143)","(21.0, 44.0, 32.57142857142857)","(11.0, 27.0, 25.59375)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:47.144529,"(3.6, 5.1, 4.8052631578947365)","(3.8, 4.7, 4.216129032258065)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 32.57142857142857)","(11.0, 27.0, 25.59375)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:48.227853,"(3.6, 5.1, 4.8052631578947365)","(3.8, 4.7, 4.216129032258065)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 30.46153846153846)","(11.0, 26.0, 25.113636363636363)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:49.290004,"(3.6, 5.1, 4.8052631578947365)","(3.8, 4.7, 4.216129032258065)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 30.46153846153846)","(11.0, 26.0, 25.113636363636363)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:50.469505,"(3.6, 5.1, 4.8052631578947365)","(3.8, 4.7, 4.216129032258065)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 30.46153846153846)","(11.0, 26.0, 24.916666666666668)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:51.622836,"(3.6, 5.1, 4.8052631578947365)","(3.8, 4.7, 4.075)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 30.46153846153846)","(11.0, 26.0, 24.916666666666668)","(4.6, 7.0, 6.816666666666666)"
14-12-2022 14:19:52.780465,"(3.6, 5.1, 4.73125)","(3.8, 4.7, 4.075)","(2.7, 3.2, 3.113846153846154)","(21.0, 44.0, 30.46153846153846)","(11.0, 26.0, 29.34375)","(4.6, 7.0, 6.816666666666666)"
