,Campbell Best,Whateley,Yellow Bow,Straytothepoolroom,Enemy Lines,Galvarino,Dothedealdylan,Manhattan Lass,Power To Bolt,The Ringmaster
10-01-2023 20:44:43.232493,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:44.727783,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 17.576923076923077)"
10-01-2023 20:44:46.265696,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:47.914439,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:49.763424,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:52.008204,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:54.174353,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:55.967299,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:57.892221,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 17.576923076923077)"
10-01-2023 20:44:59.665588,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 17.576923076923077)"
10-01-2023 20:45:01.573629,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:03.456557,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:05.299020,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:06.972518,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:08.615884,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:10.219505,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:11.764608,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:13.581352,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:15.354957,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:17.102300,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:18.954719,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:20.752820,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:22.535339,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:24.322814,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:26.066994,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:27.655087,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:29.323286,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:31.082808,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:32.808371,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:34.361395,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:35.962029,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:37.491404,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:39.105676,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:41.109996,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:42.728432,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.16)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:44.375499,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.4, 6.16)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:45.933620,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.4, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:47.423186,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 37.44444444444444)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:48.951594,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:50.480220,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:52.075720,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:53.613455,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:55.392887,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:57.787335,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:45:59.796645,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:01.536253,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:03.880606,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:05.813846,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 38.1)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:07.504161,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:09.098142,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:10.725328,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:12.527832,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:14.065945,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:15.682313,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 32.6)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:17.413097,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:19.451672,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:21.290678,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:23.008217,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:24.748845,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:26.881025,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:28.714651,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:30.939434,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:32.916628,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:34.595986,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:36.206683,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:37.864276,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
10-01-2023 20:46:39.449180,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 3.93)","(61.0, 200.0, 59.6)","(14.0, 44.0, 35.714285714285715)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 8.2, 6.466666666666666)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 16.625)"
