,Action Now,Bellas Blessed,Rubys Angel,Consider Me Gone,Seldom Quits,Farmor Alfas,Despicable Josh,Stick Hunter
06-01-2023 15:13:48.982143,"(2.35, 2.8, 2.7914285714285714)","(4.6, 5.8, 5.657142857142857)","(3.7, 4.3, 4.15531914893617)","(61.0, 220.0, 180.0)","(4.4, 6.4, 6.133333333333334)","(20.0, 40.0, 34.41379310344828)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:13:50.001338,"(2.35, 2.8, 2.793333333333333)","(4.6, 5.8, 5.6875)","(3.7, 4.3, 4.1454545454545455)","(61.0, 220.0, 180.0)","(4.4, 6.2, 6.25)","(20.0, 40.0, 36.625)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.285714285714285)"
06-01-2023 15:13:51.092613,"(2.35, 2.8, 2.793333333333333)","(4.6, 5.8, 5.733333333333333)","(3.7, 4.3, 4.15531914893617)","(61.0, 220.0, 180.0)","(4.4, 6.4, 6.266666666666667)","(20.0, 40.0, 36.689655172413794)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:13:52.222276,"(2.35, 2.8, 2.793333333333333)","(4.6, 5.8, 5.68235294117647)","(3.7, 4.2, 4.118181818181818)","(61.0, 220.0, 208.57142857142856)","(4.4, 6.4, 6.288888888888889)","(20.0, 40.0, 36.645161290322584)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.285714285714285)"
06-01-2023 15:13:53.371102,"(2.35, 2.82, 2.7755555555555556)","(4.6, 5.8, 5.727272727272727)","(3.7, 4.2, 4.114285714285715)","(61.0, 220.0, 208.57142857142856)","(4.4, 6.4, 6.288888888888889)","(20.0, 40.0, 36.645161290322584)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.36363636363637)"
06-01-2023 15:13:54.427251,"(2.35, 2.82, 2.7755555555555556)","(4.6, 5.8, 5.733333333333333)","(3.7, 4.2, 4.114285714285715)","(61.0, 220.0, 208.57142857142856)","(4.4, 6.4, 6.288888888888889)","(20.0, 40.0, 36.645161290322584)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.36363636363637)"
06-01-2023 15:13:55.408111,"(2.35, 2.82, 2.7755555555555556)","(4.6, 5.8, 5.733333333333333)","(3.7, 4.2, 4.131818181818182)","(61.0, 220.0, 208.57142857142856)","(4.4, 6.4, 6.288888888888889)","(20.0, 40.0, 36.645161290322584)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.36363636363637)"
06-01-2023 15:13:56.379781,"(2.35, 2.92, 2.91971119133574)","(4.6, 5.8, 5.694117647058823)","(3.7, 4.2, 4.086363636363637)","(61.0, 220.0, 208.57142857142856)","(4.4, 6.4, 6.36)","(20.0, 40.0, 35.0)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:13:57.606303,"(2.35, 2.96, 2.9214814814814813)","(4.6, 5.6, 5.608695652173913)","(3.7, 4.2, 4.03125)","(61.0, 220.0, 206.66666666666669)","(4.4, 6.4, 6.11764705882353)","(20.0, 38.0, 33.666666666666664)","(41.0, 90.0, 80.27777777777777)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:13:58.705329,"(2.35, 2.96, 2.940952380952381)","(4.6, 5.7, 5.608695652173913)","(3.7, 4.1, 4.030769230769231)","(61.0, 220.0, 204.0)","(4.4, 6.4, 6.025)","(21.0, 36.0, 35.111111111111114)","(41.0, 90.0, 80.27777777777777)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:13:59.840965,"(2.35, 3.0, 2.992)","(4.6, 5.6, 5.472727272727273)","(3.7, 4.1, 4.030769230769231)","(61.0, 220.0, 204.0)","(4.4, 6.2, 6.133333333333334)","(21.0, 36.0, 35.666666666666664)","(41.0, 90.0, 80.27777777777777)","(31.0, 46.0, 40.42857142857143)"
06-01-2023 15:14:00.906673,"(2.35, 3.05, 3.00875)","(4.6, 5.6, 5.55)","(3.7, 4.1, 3.98)","(61.0, 220.0, 204.0)","(4.4, 6.2, 6.1000000000000005)","(20.0, 36.0, 35.666666666666664)","(41.0, 90.0, 75.41666666666667)","(31.0, 46.0, 40.5)"
06-01-2023 15:14:01.938395,"(2.35, 3.05, 3.0015384615384613)","(4.6, 5.5, 5.45)","(3.7, 4.1, 3.98)","(61.0, 220.0, 204.0)","(4.4, 6.2, 6.125)","(20.0, 36.0, 35.666666666666664)","(41.0, 90.0, 75.41666666666667)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:03.021644,"(2.35, 3.0, 2.981818181818182)","(4.6, 5.5, 5.475)","(3.7, 4.1, 4.004)","(61.0, 220.0, 163.33333333333334)","(4.4, 6.2, 6.1000000000000005)","(20.0, 36.0, 35.333333333333336)","(41.0, 90.0, 75.41666666666667)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:04.083608,"(2.35, 3.0, 2.9670588235294115)","(4.6, 5.5, 5.475)","(3.7, 4.1, 3.98)","(61.0, 210.0, 158.66666666666666)","(4.4, 6.2, 6.125)","(20.0, 36.0, 35.0)","(41.0, 90.0, 75.41666666666667)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:05.127609,"(2.35, 3.0, 2.9670588235294115)","(4.6, 5.6, 5.4799999999999995)","(3.7, 4.1, 4.048148148148148)","(61.0, 210.0, 158.66666666666666)","(4.4, 6.2, 6.125)","(20.0, 36.0, 32.8)","(41.0, 90.0, 75.41666666666667)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:06.327287,"(2.35, 3.0, 2.9670588235294115)","(4.6, 5.6, 5.546666666666667)","(3.7, 4.1, 4.080645161290322)","(61.0, 210.0, 158.66666666666666)","(4.4, 6.2, 6.125)","(20.0, 36.0, 32.857142857142854)","(41.0, 90.0, 78.33333333333333)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:07.415595,"(2.35, 2.98, 2.965)","(4.6, 5.7, 5.557142857142857)","(3.7, 4.1, 4.083333333333333)","(61.0, 210.0, 157.5)","(4.4, 6.2, 6.15)","(20.0, 36.0, 35.5)","(41.0, 90.0, 81.25)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:08.508123,"(2.35, 2.96, 2.9033333333333333)","(4.6, 5.7, 5.5181818181818185)","(3.7, 4.1, 4.083333333333333)","(61.0, 210.0, 170.0)","(4.4, 6.4, 6.12)","(20.0, 36.0, 35.333333333333336)","(41.0, 90.0, 81.25)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:09.626559,"(2.35, 2.96, 2.9225)","(4.6, 5.7, 5.594736842105263)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 157.5)","(4.4, 6.2, 6.211764705882353)","(20.0, 36.0, 35.5)","(41.0, 90.0, 81.25)","(31.0, 46.0, 43.473684210526315)"
06-01-2023 15:14:10.684474,"(2.4, 2.96, 2.922222222222222)","(4.6, 5.7, 5.557142857142857)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 157.5)","(4.4, 6.4, 6.2)","(20.0, 36.0, 35.5)","(41.0, 90.0, 81.25)","(31.0, 46.0, 43.473684210526315)"
06-01-2023 15:14:11.747655,"(2.4, 2.96, 2.902608695652174)","(4.6, 5.7, 5.588888888888889)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.336842105263158)","(20.0, 36.0, 35.77777777777778)","(41.0, 90.0, 80.47619047619048)","(31.0, 46.0, 42.333333333333336)"
06-01-2023 15:14:12.837188,"(2.4, 2.94, 2.917894736842105)","(4.6, 5.7, 5.557142857142857)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.329411764705883)","(20.0, 36.0, 34.666666666666664)","(41.0, 90.0, 83.57142857142857)","(31.0, 46.0, 42.95238095238095)"
06-01-2023 15:14:13.895189,"(2.4, 2.94, 2.9314285714285715)","(4.6, 5.7, 5.557142857142857)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.28)","(20.0, 36.0, 32.72727272727273)","(41.0, 85.0, 73.48484848484848)","(31.0, 46.0, 42.25)"
06-01-2023 15:14:14.949096,"(2.4, 2.94, 2.915)","(4.6, 5.7, 5.557142857142857)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.28)","(20.0, 36.0, 32.72727272727273)","(41.0, 85.0, 73.48484848484848)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:16.040503,"(2.4, 2.96, 2.9075862068965517)","(4.6, 5.7, 5.588888888888889)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.28)","(20.0, 36.0, 33.75)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:17.051450,"(2.4, 2.94, 2.912)","(4.6, 5.7, 5.542105263157895)","(3.7, 4.1, 4.061538461538461)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.357142857142858)","(20.0, 36.0, 34.285714285714285)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:18.404393,"(2.4, 2.92, 2.9157142857142855)","(4.6, 5.7, 5.542105263157895)","(3.7, 4.1, 4.054545454545455)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.364705882352942)","(20.0, 36.0, 34.875)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:19.457229,"(2.4, 2.92, 2.9157142857142855)","(4.6, 5.7, 5.542105263157895)","(3.7, 4.1, 4.054545454545455)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.352941176470589)","(20.0, 36.0, 34.36363636363637)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:20.561071,"(2.4, 2.9, 2.896)","(4.6, 5.8, 5.628571428571428)","(3.6, 4.1, 4.094117647058823)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.2)","(21.0, 36.0, 35.0)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:21.639786,"(2.4, 2.92, 2.888421052631579)","(4.6, 5.8, 5.6499999999999995)","(3.6, 4.1, 4.094117647058823)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.030769230769231)","(21.0, 36.0, 34.2)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:22.776874,"(2.4, 2.92, 2.909090909090909)","(4.6, 5.8, 5.614285714285714)","(3.6, 4.1, 4.0852941176470585)","(61.0, 210.0, 171.11111111111111)","(4.4, 6.4, 6.175)","(21.0, 36.0, 34.2)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:23.844832,"(2.4, 2.92, 2.89375)","(4.6, 5.8, 5.614285714285714)","(3.6, 4.1, 4.0852941176470585)","(61.0, 210.0, 171.11111111111111)","(4.4, 6.2, 6.175)","(21.0, 36.0, 34.2)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:25.038225,"(2.4, 2.92, 2.909090909090909)","(4.6, 5.8, 5.614285714285714)","(3.6, 4.1, 4.04)","(61.0, 210.0, 160.0)","(4.4, 6.2, 6.034782608695652)","(21.0, 36.0, 35.0)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:26.081039,"(2.4, 2.92, 2.9095652173913042)","(4.6, 5.9, 5.625)","(3.6, 4.1, 4.04)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.04)","(21.0, 36.0, 34.5)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:27.111238,"(2.4, 2.9, 2.8947826086956523)","(4.6, 5.9, 5.726315789473684)","(3.6, 4.1, 4.058333333333334)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.071875)","(21.0, 36.0, 34.54545454545455)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:28.216253,"(2.4, 2.9, 2.8947826086956523)","(4.6, 5.9, 5.766666666666667)","(3.6, 4.1, 4.058333333333334)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.071875)","(21.0, 36.0, 35.0)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:29.231099,"(2.4, 2.9, 2.885)","(4.6, 5.9, 5.75)","(3.6, 4.1, 4.058333333333334)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.082758620689655)","(21.0, 36.0, 34.5)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:30.292724,"(2.4, 2.88, 2.8766666666666665)","(4.6, 5.9, 5.788888888888889)","(3.6, 4.1, 4.052941176470588)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.171428571428572)","(21.0, 36.0, 33.09090909090909)","(41.0, 85.0, 73.23529411764706)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:31.450378,"(2.4, 2.9, 2.8907692307692305)","(4.6, 6.0, 5.792307692307692)","(3.6, 4.1, 4.064285714285714)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.171428571428572)","(21.0, 36.0, 33.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:32.480092,"(2.4, 2.88, 2.8775)","(4.6, 6.0, 5.766666666666667)","(3.6, 4.1, 4.077272727272727)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.166666666666667)","(21.0, 36.0, 33.88235294117647)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:33.484257,"(2.4, 2.86, 2.8583333333333334)","(4.6, 5.9, 5.86)","(3.6, 4.1, 4.0807692307692305)","(61.0, 210.0, 173.1578947368421)","(4.4, 6.4, 6.19)","(21.0, 36.0, 34.36363636363637)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:34.486250,"(2.4, 2.84, 2.8375)","(4.6, 6.0, 5.788636363636364)","(3.6, 4.1, 4.0807692307692305)","(61.0, 210.0, 160.0)","(4.4, 6.4, 6.276923076923077)","(21.0, 36.0, 34.36363636363637)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:35.618423,"(2.4, 2.84, 2.83)","(4.6, 6.0, 5.927272727272727)","(3.6, 4.1, 4.067741935483871)","(61.0, 210.0, 175.0)","(4.4, 6.4, 6.366666666666667)","(21.0, 36.0, 34.93333333333333)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:36.653415,"(2.4, 2.82, 2.8155555555555556)","(4.6, 6.0, 5.927272727272727)","(3.6, 4.1, 4.067741935483871)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.4, 6.3875)","(21.0, 36.0, 34.36363636363637)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:37.795139,"(2.4, 2.82, 2.8155555555555556)","(4.6, 6.0, 5.8875)","(3.6, 4.1, 4.052631578947368)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.348148148148148)","(21.0, 36.0, 34.73684210526316)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:38.921425,"(2.4, 2.88, 2.818461538461538)","(4.6, 6.0, 5.85)","(3.6, 4.1, 4.055172413793104)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.290909090909091)","(21.0, 36.0, 34.76923076923077)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:39.969750,"(2.4, 2.86, 2.853846153846154)","(4.6, 5.9, 5.885714285714286)","(3.6, 4.1, 4.064)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 34.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:41.087052,"(2.4, 2.84, 2.83)","(4.6, 6.0, 5.83)","(3.6, 4.1, 4.064)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.45)","(21.0, 36.0, 33.6)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.666666666666664)"
06-01-2023 15:14:42.165416,"(2.4, 2.82, 2.815)","(4.6, 6.0, 5.83)","(3.6, 4.2, 4.134090909090909)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 34.285714285714285)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:43.321092,"(2.4, 2.8, 2.7955555555555556)","(4.6, 6.0, 5.845454545454546)","(3.6, 4.2, 4.135555555555555)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 34.36363636363637)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.4)"
06-01-2023 15:14:44.538034,"(2.4, 2.82, 2.8145454545454545)","(4.6, 6.0, 5.852173913043478)","(3.6, 4.2, 4.132558139534884)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.4)","(21.0, 36.0, 35.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:45.707018,"(2.4, 2.78, 2.7766666666666664)","(4.6, 6.0, 5.852173913043478)","(3.6, 4.2, 4.123684210526315)","(61.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 34.4)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:46.878788,"(2.4, 2.8, 2.7788235294117647)","(4.6, 6.0, 5.852173913043478)","(3.6, 4.2, 4.123684210526315)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 35.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:47.976582,"(2.4, 2.8, 2.7788235294117647)","(4.6, 6.0, 5.859999999999999)","(3.6, 4.2, 4.109375)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 33.333333333333336)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:49.021842,"(2.4, 2.8, 2.79027027027027)","(4.6, 6.0, 5.859999999999999)","(3.6, 4.2, 4.109375)","(61.0, 210.0, 175.0)","(4.4, 6.6, 6.4222222222222225)","(21.0, 36.0, 33.81818181818182)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:50.070678,"(2.4, 2.8, 2.795)","(4.6, 6.0, 5.863157894736842)","(3.6, 4.2, 4.109375)","(61.0, 210.0, 155.45454545454547)","(4.4, 6.6, 6.533333333333333)","(21.0, 36.0, 34.22222222222222)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:51.139787,"(2.4, 2.8, 2.783333333333333)","(4.8, 6.2, 5.927906976744186)","(3.6, 4.2, 4.081632653061225)","(81.0, 210.0, 163.33333333333334)","(4.8, 6.6, 6.51578947368421)","(21.0, 36.0, 35.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:52.329250,"(2.4, 2.8, 2.776470588235294)","(4.8, 6.2, 5.945283018867925)","(3.6, 4.2, 4.09)","(81.0, 210.0, 166.25)","(4.8, 6.6, 6.45)","(21.0, 36.0, 34.4)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:53.498339,"(2.4, 2.78, 2.778620689655172)","(4.8, 6.2, 5.96)","(3.6, 4.1, 4.09)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.6, 6.45)","(21.0, 36.0, 34.4)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:54.564388,"(2.4, 2.8, 2.7877272727272726)","(4.8, 6.2, 5.957692307692308)","(3.6, 4.1, 4.09)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.6, 6.5)","(21.0, 36.0, 34.44444444444444)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:55.695945,"(2.4, 2.78, 2.776923076923077)","(4.8, 6.2, 6.013513513513514)","(3.6, 4.1, 4.088)","(81.0, 210.0, 137.27272727272728)","(4.8, 6.6, 6.533333333333333)","(21.0, 36.0, 35.06666666666667)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:56.833443,"(2.4, 2.78, 2.776923076923077)","(4.8, 6.2, 6.007692307692308)","(3.6, 4.1, 4.088)","(81.0, 210.0, 137.27272727272728)","(4.8, 6.6, 6.542857142857143)","(21.0, 36.0, 34.22222222222222)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:57.846738,"(2.4, 2.78, 2.773103448275862)","(4.8, 6.2, 6.027272727272727)","(3.6, 4.1, 4.088)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.6, 6.542857142857143)","(21.0, 36.0, 34.166666666666664)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:14:58.901842,"(2.4, 2.78, 2.7766666666666664)","(4.8, 6.2, 6.085714285714285)","(3.6, 4.1, 4.084210526315789)","(81.0, 210.0, 137.27272727272728)","(4.8, 6.6, 6.391304347826087)","(21.0, 36.0, 34.54545454545455)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:00.093787,"(2.4, 2.74, 2.732380952380953)","(4.8, 6.2, 6.1466666666666665)","(3.6, 4.1, 4.076190476190476)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.6, 6.571428571428571)","(21.0, 36.0, 35.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:01.173424,"(2.4, 2.7, 2.664)","(4.8, 6.2, 6.11578947368421)","(3.6, 4.2, 4.123684210526315)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.8, 6.50909090909091)","(21.0, 36.0, 34.4)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:02.237974,"(2.4, 2.66, 2.6422222222222222)","(4.8, 6.2, 6.11578947368421)","(3.6, 4.2, 4.180645161290323)","(81.0, 210.0, 164.54545454545453)","(4.8, 6.8, 6.670588235294118)","(21.0, 36.0, 35.0)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:03.348790,"(2.4, 2.66, 2.639130434782609)","(4.8, 6.2, 6.116)","(3.6, 4.3, 4.245454545454545)","(81.0, 210.0, 164.54545454545453)","(4.8, 6.8, 6.7215686274509805)","(21.0, 36.0, 35.4)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:04.449421,"(2.4, 2.64, 2.6314285714285717)","(4.8, 6.2, 5.996428571428572)","(3.6, 4.4, 4.276767676767677)","(81.0, 210.0, 164.54545454545453)","(4.8, 6.8, 6.699999999999999)","(21.0, 36.0, 37.696969696969695)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:05.488448,"(2.4, 2.62, 2.6072)","(4.8, 6.2, 6.018750000000001)","(3.6, 4.3, 4.286538461538461)","(81.0, 210.0, 164.54545454545453)","(4.8, 6.8, 6.699999999999999)","(21.0, 40.0, 37.46666666666667)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:06.686030,"(2.4, 2.62, 2.61741935483871)","(4.8, 6.2, 6.011764705882353)","(3.6, 4.3, 4.286538461538461)","(81.0, 210.0, 164.54545454545453)","(4.8, 7.0, 6.425)","(21.0, 40.0, 37.375)","(41.0, 85.0, 74.74358974358974)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:07.902458,"(2.35, 2.64, 2.6222222222222222)","(4.8, 6.2, 6.062068965517241)","(3.6, 4.3, 4.28)","(81.0, 210.0, 164.54545454545453)","(4.8, 6.8, 6.301818181818182)","(21.0, 40.0, 37.6)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:09.081605,"(2.35, 2.66, 2.6406060606060606)","(4.8, 6.2, 6.066666666666666)","(3.6, 4.4, 4.2893617021276595)","(81.0, 210.0, 155.45454545454547)","(4.8, 6.4, 6.2558139534883725)","(21.0, 40.0, 37.6)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:10.204015,"(2.35, 2.66, 2.64421052631579)","(4.8, 6.2, 6.11)","(3.6, 4.3, 4.2893617021276595)","(71.0, 210.0, 155.45454545454547)","(4.8, 6.4, 6.373913043478261)","(21.0, 40.0, 38.04651162790698)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:11.328258,"(2.35, 2.66, 2.6472727272727274)","(4.8, 6.2, 6.086956521739131)","(3.6, 4.3, 4.267741935483871)","(71.0, 210.0, 160.0)","(4.8, 6.4, 6.341666666666667)","(21.0, 40.0, 37.951219512195124)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:12.543477,"(2.35, 2.66, 2.646666666666667)","(4.8, 6.2, 6.154545454545454)","(3.6, 4.3, 4.265625)","(71.0, 210.0, 164.54545454545453)","(4.8, 6.4, 6.348148148148148)","(21.0, 40.0, 38.04651162790698)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:13.679831,"(2.35, 2.66, 2.6500000000000004)","(4.8, 6.2, 6.141666666666667)","(3.6, 4.3, 4.265625)","(71.0, 210.0, 155.45454545454547)","(4.8, 6.4, 6.316666666666667)","(21.0, 40.0, 37.84615384615385)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:14.668091,"(2.35, 2.66, 2.656842105263158)","(4.8, 6.2, 6.17)","(3.6, 4.3, 4.266666666666667)","(71.0, 210.0, 155.45454545454547)","(4.8, 6.4, 6.316666666666667)","(21.0, 40.0, 37.84615384615385)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:15.812295,"(2.35, 2.66, 2.6541463414634148)","(4.8, 6.2, 6.0747252747252745)","(3.6, 4.3, 4.271186440677966)","(71.0, 200.0, 146.0)","(4.8, 6.4, 6.29047619047619)","(21.0, 40.0, 37.666666666666664)","(41.0, 85.0, 74.1891891891892)","(31.0, 46.0, 42.44444444444444)"
06-01-2023 15:15:16.910939,"(2.35, 2.66, 2.6541463414634148)","(4.8, 6.4, 6.0747252747252745)","(3.6, 4.3, 4.247191011235955)","(71.0, 200.0, 146.0)","(4.8, 6.4, 5.934545454545455)","(21.0, 40.0, 38.72727272727273)","(41.0, 85.0, 75.2439024390244)","(31.0, 46.0, 42.44444444444444)"
