,Aha Reaction Nz,Young Rooster,Aqua Sancta Nz,Mighty Flying Art Nz,Franco Hampton Nz,Hes Ideal,Cullenburn Nz,Diamonds N Cash Nz,Sunny Sanz,Like A Wildfire Nz,Ryley Major,The Shallows
08-01-2023 19:06:32.780196,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:34.124012,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:35.471382,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:36.797812,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:38.091093,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:39.525573,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:40.963412,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:42.341431,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:43.721901,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:45.227762,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:46.619815,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:48.021259,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:49.440147,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:50.835819,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:52.205964,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:53.604033,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:55.037736,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:56.435750,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:57.799872,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:06:59.313789,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:00.794597,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:02.290674,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:03.772848,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:05.219838,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:06.663477,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.16)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:08.047929,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.2, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:09.441262,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 35.0)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:10.865444,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 55.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:12.255130,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:13.603358,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:15.004724,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:16.372052,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:17.840287,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:19.253072,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:20.620568,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:22.005423,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:23.506277,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:24.892583,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 27.11111111111111)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:26.280806,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:27.771481,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:29.274705,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 15.75)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:30.749940,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.375)"
08-01-2023 19:07:32.257323,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.3)"
08-01-2023 19:07:33.776664,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:35.197428,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:36.657564,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:38.067733,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:39.464558,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:40.840940,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:42.497503,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
08-01-2023 19:07:44.131762,"(31.0, 99999, 99990)","(81.0, 150.0, 132.5)","(101.0, 99999, 99990)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(1.6, 2.18, 2.1420000000000003)","(51.0, 99999, 99990)","(51.0, 99999, 99990)","(26.0, 44.0, 26.9)","(2.6, 99999, 99990)","(10.0, 19.5, 16.0)","(18.0, 27.0, 24.4)"
