,Torque To The Max,The Crom,Risky Buziness,Furiosa,Perfect Feeling,Fly Cheval,La Pistola,Eagles Response,Mister Woodport,Bee Gees Best
10-01-2023 14:22:21.803191,"(12.0, 21.0, 15.666666666666666)","(19.0, 32.0, 28.375)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.166666666666668)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1391596638655463)"
10-01-2023 14:22:23.291037,"(12.0, 21.0, 18.714285714285715)","(19.0, 32.0, 28.375)","(11.0, 16.5, 14.3)","(10.0, 17.5, 14.5)","(19.0, 34.0, 21.75)","(12.0, 20.0, 18.75)","(31.0, 110.0, 82.5)","(10.0, 14.5, 13.214285714285714)","(4.2, 6.0, 5.324999999999999)","(2.1, 2.24, 2.1391596638655463)"
10-01-2023 14:22:24.938833,"(12.0, 21.0, 18.714285714285715)","(19.0, 32.0, 29.92857142857143)","(11.0, 16.5, 14.666666666666666)","(10.0, 17.5, 14.333333333333332)","(19.0, 34.0, 22.0)","(12.0, 20.0, 19.666666666666664)","(31.0, 110.0, 82.5)","(10.0, 14.5, 16.38888888888889)","(4.2, 6.0, 5.85)","(2.1, 2.24, 2.453658536585366)"
10-01-2023 14:22:26.632870,"(12.0, 21.0, 16.333333333333332)","(19.0, 32.0, 30.549999999999997)","(11.0, 16.5, 16.3125)","(10.0, 17.0, 13.166666666666668)","(19.0, 34.0, 25.142857142857142)","(12.0, 21.0, 23.75)","(31.0, 110.0, 82.5)","(10.0, 17.0, 15.5)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.4423529411764706)"
10-01-2023 14:22:28.252330,"(12.0, 21.0, 16.333333333333332)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 16.5, 13.0625)","(19.0, 32.0, 28.0)","(12.0, 25.0, 23.875)","(31.0, 110.0, 70.0)","(10.0, 17.0, 14.433333333333334)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.4444444444444446)"
10-01-2023 14:22:29.931681,"(12.0, 21.0, 18.454545454545453)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 15.5, 12.75)","(19.0, 32.0, 24.0)","(12.0, 25.0, 23.875)","(31.0, 100.0, 70.0)","(10.0, 17.0, 14.9375)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.36)"
10-01-2023 14:22:31.510354,"(12.0, 21.0, 18.454545454545453)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 15.0, 11.5)","(19.0, 32.0, 24.0)","(12.0, 25.0, 23.875)","(31.0, 100.0, 70.0)","(10.0, 16.5, 14.4)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.38)"
10-01-2023 14:22:33.100213,"(12.0, 21.0, 18.454545454545453)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 11.5)","(19.0, 32.0, 24.0)","(12.0, 25.0, 23.875)","(31.0, 100.0, 70.0)","(10.0, 16.0, 14.4)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.38)"
10-01-2023 14:22:34.666382,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 12.4375)","(19.0, 30.0, 24.666666666666668)","(12.0, 25.0, 23.0)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 6.6, 5.35)","(2.1, 2.48, 2.4050000000000002)"
10-01-2023 14:22:36.154334,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 12.4375)","(19.0, 30.0, 24.666666666666668)","(12.0, 25.0, 22.22222222222222)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 6.6, 6.56)","(2.1, 2.48, 2.38)"
10-01-2023 14:22:37.737810,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 12.4375)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 20.307692307692307)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 6.6, 8.333333333333334)","(2.1, 2.48, 2.36)"
10-01-2023 14:22:39.475196,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 11.85)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.411764705882353)","(2.1, 2.48, 2.36)"
10-01-2023 14:22:41.170624,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 11.85)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.428571428571429)","(2.1, 2.48, 2.36)"
10-01-2023 14:22:42.692305,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 14.5, 11.78)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.444444444444445)","(2.1, 2.48, 2.36)"
10-01-2023 14:22:44.190720,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 13.5, 10.466666666666667)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.571428571428571)","(2.1, 2.48, 2.444)"
10-01-2023 14:22:45.835127,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 13.0, 10.85)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.72)","(2.1, 2.48, 2.444)"
10-01-2023 14:22:47.577166,"(12.0, 21.0, 20.125)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 12.5, 10.024999999999999)","(19.0, 30.0, 24.666666666666668)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.0)","(2.1, 2.48, 2.444)"
10-01-2023 14:22:49.185633,"(12.0, 21.0, 17.76923076923077)","(19.0, 32.0, 30.549999999999997)","(11.0, 17.0, 16.5)","(10.0, 12.5, 10.024999999999999)","(19.0, 30.0, 23.0)","(12.0, 24.0, 21.6)","(31.0, 100.0, 70.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.722222222222221)","(2.1, 2.48, 2.4215686274509802)"
10-01-2023 14:22:50.877072,"(12.0, 21.0, 15.583333333333334)","(19.0, 32.0, 27.333333333333336)","(11.0, 17.0, 14.5)","(10.0, 12.5, 10.52)","(19.0, 30.0, 23.0)","(12.0, 24.0, 19.5)","(31.0, 100.0, 82.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.777777777777777)","(2.1, 2.46, 2.2693333333333334)"
10-01-2023 14:22:52.602867,"(12.0, 21.0, 17.176470588235293)","(19.0, 32.0, 28.083333333333336)","(11.0, 17.0, 16.166666666666668)","(10.0, 12.5, 11.44)","(19.0, 30.0, 23.0)","(12.0, 24.0, 21.5)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 8.363636363636363)","(2.1, 2.46, 2.2960000000000003)"
10-01-2023 14:22:54.251786,"(12.0, 21.0, 17.5625)","(19.0, 30.0, 28.083333333333336)","(11.0, 17.0, 16.25)","(10.0, 12.0, 11.44)","(19.0, 30.0, 23.0)","(12.0, 23.0, 22.25)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 9.0, 7.844444444444444)","(2.1, 2.44, 2.2960000000000003)"
10-01-2023 14:22:55.932041,"(12.0, 21.0, 18.5)","(19.0, 30.0, 28.083333333333336)","(11.0, 17.0, 14.107142857142858)","(10.0, 12.0, 11.44)","(19.0, 30.0, 23.0)","(12.0, 23.0, 21.5)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 8.0, 7.800000000000001)","(2.1, 2.44, 2.370909090909091)"
10-01-2023 14:22:57.612584,"(12.0, 21.0, 19.625)","(19.0, 30.0, 28.090909090909093)","(11.0, 17.0, 15.0)","(10.0, 12.0, 11.44)","(19.0, 30.0, 23.0)","(12.0, 23.0, 21.5)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 8.0, 7.844444444444444)","(2.1, 2.3, 2.1533333333333333)"
10-01-2023 14:22:59.345543,"(12.0, 21.0, 19.625)","(19.0, 30.0, 28.090909090909093)","(11.0, 17.0, 16.25)","(10.0, 12.0, 11.44)","(19.0, 30.0, 23.0)","(12.0, 23.0, 22.25)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 8.0, 7.914285714285715)","(2.1, 2.3, 2.227272727272727)"
10-01-2023 14:23:01.030595,"(12.0, 21.0, 19.625)","(19.0, 30.0, 28.090909090909093)","(11.0, 17.0, 16.25)","(10.0, 12.0, 11.44)","(19.0, 30.0, 23.0)","(12.0, 23.0, 22.25)","(31.0, 100.0, 88.0)","(10.0, 16.0, 13.333333333333334)","(4.2, 8.0, 8.36)","(2.1, 2.3, 2.272307692307692)"
10-01-2023 14:23:02.945217,"(12.0, 21.0, 19.625)","(19.0, 30.0, 28.049999999999997)","(11.0, 17.0, 15.714285714285715)","(10.0, 12.0, 10.799999999999999)","(19.0, 30.0, 24.333333333333332)","(12.0, 23.0, 21.2)","(31.0, 100.0, 90.625)","(10.0, 16.0, 14.722222222222221)","(4.2, 8.0, 7.533333333333333)","(2.1, 2.28, 2.273846153846154)"
10-01-2023 14:23:04.697275,"(12.0, 21.0, 19.625)","(19.0, 29.0, 29.727272727272727)","(11.0, 17.0, 15.714285714285715)","(10.0, 12.0, 10.799999999999999)","(19.0, 29.0, 24.333333333333332)","(12.0, 23.0, 20.23076923076923)","(31.0, 95.0, 83.33333333333334)","(10.0, 15.5, 14.041666666666668)","(4.2, 8.0, 7.618181818181818)","(2.1, 2.28, 2.2807142857142857)"
10-01-2023 14:23:06.288680,"(12.0, 21.0, 20.214285714285715)","(19.0, 32.0, 30.75)","(11.0, 17.0, 15.714285714285715)","(10.0, 12.0, 10.581818181818182)","(19.0, 29.0, 24.333333333333332)","(12.0, 23.0, 20.5)","(31.0, 90.0, 83.33333333333334)","(10.0, 15.5, 14.041666666666668)","(4.2, 8.0, 7.8)","(2.1, 2.3, 2.2807142857142857)"
10-01-2023 14:23:08.452013,"(12.0, 21.0, 20.214285714285715)","(19.0, 32.0, 29.045454545454547)","(11.0, 17.0, 16.25)","(10.0, 12.0, 10.7)","(19.0, 29.0, 24.333333333333332)","(12.0, 23.0, 20.5)","(31.0, 110.0, 87.5)","(10.0, 15.5, 14.041666666666668)","(4.2, 8.4, 8.047058823529412)","(2.1, 2.3, 2.293076923076923)"
10-01-2023 14:23:10.381024,"(12.0, 21.0, 20.214285714285715)","(19.0, 30.0, 28.0)","(11.0, 17.0, 16.25)","(10.0, 12.0, 10.375)","(19.0, 29.0, 24.333333333333332)","(12.0, 23.0, 20.5)","(31.0, 110.0, 87.5)","(10.0, 15.5, 16.375)","(4.2, 8.0, 7.626666666666666)","(2.1, 2.24, 2.236)"
10-01-2023 14:23:12.114294,"(12.0, 21.0, 18.5)","(19.0, 30.0, 29.1)","(11.0, 17.0, 16.357142857142858)","(10.0, 12.0, 10.555555555555555)","(19.0, 29.0, 27.666666666666664)","(12.0, 23.0, 20.692307692307693)","(31.0, 110.0, 87.5)","(10.0, 17.0, 13.944444444444445)","(4.2, 8.0, 7.626666666666666)","(2.1, 2.24, 2.222352941176471)"
10-01-2023 14:23:13.696012,"(12.0, 21.0, 19.333333333333332)","(19.0, 30.0, 29.18181818181818)","(11.0, 17.0, 16.0)","(10.0, 12.0, 10.555555555555555)","(19.0, 29.0, 29.5)","(12.0, 23.0, 20.692307692307693)","(31.0, 110.0, 87.5)","(10.0, 17.0, 15.11111111111111)","(4.2, 8.0, 7.6499999999999995)","(2.1, 2.24, 2.1775)"
10-01-2023 14:23:15.325303,"(12.0, 21.0, 19.333333333333332)","(19.0, 30.0, 26.0)","(11.0, 17.0, 15.833333333333334)","(10.0, 12.0, 10.555555555555555)","(19.0, 36.0, 26.4)","(12.0, 23.0, 25.666666666666664)","(31.0, 110.0, 76.66666666666667)","(10.0, 16.0, 14.333333333333334)","(4.2, 8.0, 7.6499999999999995)","(2.1, 2.24, 2.1775)"
10-01-2023 14:23:16.932794,"(12.0, 21.0, 18.7)","(19.0, 30.0, 28.25)","(11.0, 17.0, 15.9)","(10.0, 12.0, 10.555555555555555)","(19.0, 36.0, 26.666666666666668)","(12.0, 42.0, 29.799999999999997)","(31.0, 100.0, 87.5)","(10.0, 15.5, 13.666666666666666)","(4.2, 7.8, 7.5)","(2.1, 2.24, 2.165)"
10-01-2023 14:23:18.496197,"(12.0, 22.0, 19.0)","(19.0, 30.0, 27.2)","(11.0, 17.5, 13.028985507246377)","(10.0, 12.0, 10.555555555555555)","(19.0, 32.0, 26.666666666666668)","(12.0, 38.0, 26.75)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.666666666666666)","(4.2, 7.6, 7.800000000000001)","(2.1, 2.24, 2.1775)"
10-01-2023 14:23:20.059578,"(12.0, 21.0, 19.0)","(19.0, 30.0, 27.2)","(11.0, 13.5, 13.028985507246377)","(10.0, 12.0, 10.555555555555555)","(19.0, 32.0, 26.0)","(12.0, 36.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.666666666666666)","(4.2, 8.4, 7.5375)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:21.647435,"(12.0, 21.0, 19.0)","(19.0, 30.0, 27.5)","(11.0, 13.5, 13.007575757575758)","(10.0, 12.0, 10.555555555555555)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.666666666666666)","(4.2, 7.8, 7.959999999999999)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:23.249952,"(12.0, 21.0, 19.25)","(19.0, 30.0, 31.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.555555555555555)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.666666666666666)","(4.2, 8.2, 7.8999999999999995)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:24.804354,"(12.0, 21.0, 19.25)","(19.0, 38.0, 33.25)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 11.31578947368421)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.2)","(4.2, 8.2, 7.52)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:26.373980,"(12.0, 21.0, 19.25)","(19.0, 36.0, 30.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 11.1)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.2)","(4.2, 7.8, 7.626666666666666)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:27.967376,"(12.0, 21.0, 19.25)","(19.0, 36.0, 29.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.305882352941175)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 12.9375)","(4.2, 8.0, 7.85)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:29.561433,"(12.0, 21.0, 19.25)","(19.0, 34.0, 37.85714285714286)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.305882352941175)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.25)","(4.2, 8.0, 7.875)","(2.1, 2.24, 2.1983333333333337)"
10-01-2023 14:23:31.164844,"(12.0, 21.0, 19.25)","(19.0, 40.0, 31.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.4)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 15.5, 13.2)","(4.2, 8.4, 8.08235294117647)","(2.1, 2.24, 2.1837500000000003)"
10-01-2023 14:23:32.734443,"(12.0, 21.0, 19.0)","(19.0, 38.0, 31.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.2)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.2)","(4.2, 8.4, 8.399999999999999)","(2.1, 2.24, 2.1837500000000003)"
10-01-2023 14:23:34.235139,"(12.0, 22.0, 19.0)","(19.0, 38.0, 31.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 12.9375)","(4.2, 8.6, 8.1)","(2.1, 2.22, 2.201538461538462)"
10-01-2023 14:23:35.782319,"(12.0, 22.0, 19.0)","(19.0, 38.0, 31.5)","(11.0, 13.5, 13.007246376811594)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.958333333333334)","(4.2, 8.6, 8.096296296296297)","(2.1, 2.22, 2.206666666666667)"
10-01-2023 14:23:37.181778,"(12.0, 22.0, 19.0)","(19.0, 38.0, 31.5)","(11.0, 13.5, 13.125)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.444444444444445)","(4.2, 8.2, 8.24)","(2.1, 2.22, 2.1870588235294117)"
10-01-2023 14:23:38.694690,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.375)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 13.958333333333334)","(4.2, 8.4, 8.35)","(2.1, 2.22, 2.1870588235294117)"
10-01-2023 14:23:40.299726,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.375)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.115384615384615)","(4.2, 8.6, 8.459259259259259)","(2.1, 2.22, 2.1870588235294117)"
10-01-2023 14:23:41.844487,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.375)","(10.0, 12.0, 10.56)","(19.0, 30.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.115384615384615)","(4.2, 8.6, 8.8)","(2.1, 2.22, 2.1870588235294117)"
10-01-2023 14:23:43.414698,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.56)","(19.0, 30.0, 25.666666666666668)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.115384615384615)","(4.2, 9.0, 8.536842105263158)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:44.954408,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.2)","(19.0, 29.0, 26.0)","(12.0, 34.0, 27.4)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.115384615384615)","(4.2, 8.6, 8.313333333333333)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:46.554193,"(12.0, 22.0, 18.142857142857142)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.2)","(19.0, 30.0, 30.0)","(12.0, 34.0, 23.333333333333332)","(31.0, 110.0, 102.5)","(10.0, 16.0, 14.46875)","(4.2, 8.4, 8.3)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:48.065238,"(12.0, 22.0, 18.375)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.2)","(19.0, 34.0, 27.6)","(12.0, 34.0, 23.333333333333332)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.4, 8.56)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:49.600939,"(12.0, 21.0, 19.25)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.161904761904761)","(19.0, 30.0, 27.6)","(12.0, 34.0, 23.333333333333332)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.6, 8.957142857142857)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:51.210235,"(12.0, 21.0, 19.25)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.964705882352941)","(19.0, 30.0, 27.6)","(12.0, 34.0, 22.666666666666668)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 9.0, 8.592592592592593)","(2.1, 2.22, 2.2151020408163267)"
10-01-2023 14:23:52.804837,"(12.0, 21.0, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.022222222222222)","(19.0, 30.0, 28.8)","(12.0, 32.0, 26.25)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.8, 8.592592592592593)","(2.1, 2.22, 2.2171428571428575)"
10-01-2023 14:23:54.345787,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 11.022222222222222)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.8, 8.592592592592593)","(2.1, 2.22, 2.2171428571428575)"
10-01-2023 14:23:55.975810,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.386666666666667)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.8, 8.592592592592593)","(2.1, 2.22, 2.2171428571428575)"
10-01-2023 14:23:57.546461,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 98.75)","(10.0, 16.0, 14.46875)","(4.2, 8.8, 8.592592592592593)","(2.1, 2.22, 2.2171428571428575)"
10-01-2023 14:23:59.098143,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 9.983333333333334)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 101.0)","(10.0, 16.0, 14.46875)","(4.2, 8.8, 8.592592592592593)","(2.1, 2.22, 2.2171428571428575)"
10-01-2023 14:24:00.968885,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 101.0)","(10.0, 16.0, 14.46875)","(4.2, 9.0, 8.7625)","(2.1, 2.22, 2.1900000000000004)"
10-01-2023 14:24:02.689498,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 13.272727272727273)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 28.8)","(12.0, 29.0, 26.25)","(31.0, 110.0, 101.0)","(10.0, 16.0, 14.46875)","(4.2, 9.0, 8.7625)","(2.1, 2.22, 2.1900000000000004)"
10-01-2023 14:24:04.521782,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 14.333333333333334)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 29.0, 26.25)","(31.0, 110.0, 101.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.107692307692307)","(2.1, 2.22, 2.1763636363636367)"
10-01-2023 14:24:06.152885,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.5)","(11.0, 16.0, 14.333333333333334)","(10.0, 12.0, 10.24)","(19.0, 30.0, 27.428571428571427)","(12.0, 29.0, 26.25)","(31.0, 110.0, 101.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.04)","(2.1, 2.22, 2.188)"
10-01-2023 14:24:07.919057,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.933333333333334)","(11.0, 16.0, 14.333333333333334)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 29.0, 26.25)","(31.0, 110.0, 90.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.066666666666666)","(2.1, 2.22, 2.188)"
10-01-2023 14:24:09.779606,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.933333333333334)","(11.0, 16.0, 14.333333333333334)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 29.0, 33.42857142857143)","(31.0, 110.0, 90.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.066666666666666)","(2.1, 2.22, 2.210588235294118)"
10-01-2023 14:24:11.716649,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.0)","(11.0, 16.0, 14.153846153846153)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 36.0, 28.5)","(31.0, 110.0, 90.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.015384615384615)","(2.1, 2.22, 2.210588235294118)"
10-01-2023 14:24:13.275929,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 31.0)","(11.0, 16.0, 14.5)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 32.0, 22.333333333333332)","(31.0, 110.0, 90.0)","(10.0, 16.0, 14.46875)","(4.2, 9.2, 9.021052631578947)","(2.1, 2.22, 2.2186363636363637)"
10-01-2023 14:24:14.900091,"(12.0, 19.5, 18.166666666666668)","(19.0, 38.0, 27.5)","(11.0, 16.0, 12.530303030303031)","(10.0, 12.0, 10.044444444444444)","(19.0, 30.0, 27.428571428571427)","(12.0, 30.0, 20.6)","(31.0, 110.0, 90.0)","(10.0, 16.0, 14.46875)","(4.2, 9.4, 9.021052631578947)","(2.1, 2.24, 2.226666666666667)"
