,Gudgeon Pin,Good Charlotte,Get A Shout,Roma Bella,Prabaker,Pepperberry,Manawata,Dr Archer
07-12-2022 19:25:23.990544,"(2.05, 2.68, 2.673684210526316)","(18.0, 20.0, 19.833333333333332)","(20.0, 30.0, 27.5)","(3.9, 4.5, 4.478571428571429)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.666666666666668)","(26.0, 34.0, 31.24137931034483)","(4.2, 5.4, 5.275)"
07-12-2022 19:25:25.112870,"(2.05, 2.64, 2.6)","(18.0, 21.0, 19.27777777777778)","(20.0, 29.0, 28.0)","(3.9, 4.5, 4.44)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.666666666666668)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.4, 5.275)"
07-12-2022 19:25:26.314477,"(2.05, 2.64, 2.6222222222222222)","(18.0, 20.0, 19.416666666666668)","(20.0, 29.0, 28.0)","(3.9, 4.5, 4.394117647058823)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.4, 5.281481481481482)"
07-12-2022 19:25:27.689319,"(2.05, 2.66, 2.6275)","(17.0, 20.0, 19.384615384615383)","(20.0, 29.0, 28.0)","(3.9, 4.5, 4.41764705882353)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.4, 5.415217391304348)"
07-12-2022 19:25:28.894942,"(2.1, 2.66, 2.6275)","(17.0, 19.5, 19.384615384615383)","(20.0, 29.0, 28.0)","(3.9, 4.5, 4.4135135135135135)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.5, 5.324)"
07-12-2022 19:25:30.174829,"(2.1, 2.66, 2.642666666666667)","(17.0, 19.5, 19.264705882352942)","(20.0, 29.0, 28.0)","(3.9, 4.5, 4.4135135135135135)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.682926829268293)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.5, 5.324)"
07-12-2022 19:25:31.355509,"(2.1, 2.66, 2.6364705882352943)","(17.0, 19.5, 19.086206896551722)","(20.0, 29.0, 28.75)","(3.9, 4.5, 4.4135135135135135)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.666666666666668)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.5, 5.324)"
07-12-2022 19:25:32.534100,"(2.1, 2.66, 2.658823529411765)","(17.0, 19.5, 19.086206896551722)","(20.0, 29.0, 27.5)","(3.9, 4.5, 4.427619047619047)","(17.0, 21.0, 19.623711340206185)","(21.0, 26.0, 24.7)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.5, 5.327272727272727)"
07-12-2022 19:25:33.798270,"(2.1, 2.6, 2.5833333333333335)","(17.0, 19.5, 18.67241379310345)","(20.0, 29.0, 28.392857142857142)","(3.9, 4.5, 4.457894736842105)","(17.0, 21.0, 19.678217821782177)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.4, 5.352380952380953)"
07-12-2022 19:25:35.075158,"(2.1, 2.6, 2.5826168224299066)","(17.0, 19.5, 18.602040816326532)","(20.0, 30.0, 28.392857142857142)","(3.9, 4.5, 4.462962962962963)","(17.0, 21.0, 19.6875)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 31.037037037037038)","(4.2, 5.4, 5.433333333333334)"
07-12-2022 19:25:36.037925,"(2.1, 2.6, 2.5826168224299066)","(17.0, 19.5, 18.602040816326532)","(20.0, 30.0, 28.392857142857142)","(3.9, 4.5, 4.462962962962963)","(17.0, 21.0, 19.6875)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 30.862745098039216)","(4.2, 5.5, 5.433333333333334)"
07-12-2022 19:25:37.077836,"(2.1, 2.6, 2.582777777777778)","(17.0, 19.0, 18.916666666666668)","(20.0, 30.0, 28.392857142857142)","(3.9, 4.5, 4.43953488372093)","(17.0, 21.0, 20.034782608695654)","(21.0, 26.0, 24.666666666666668)","(26.0, 34.0, 30.862745098039216)","(4.2, 5.5, 5.456521739130435)"
07-12-2022 19:25:38.019671,"(2.1, 2.6, 2.5826548672566374)","(17.0, 19.0, 18.685185185185187)","(20.0, 30.0, 28.344827586206897)","(3.9, 4.5, 4.43953488372093)","(17.0, 21.0, 20.034782608695654)","(21.0, 26.0, 24.682926829268293)","(26.0, 34.0, 31.09090909090909)","(4.2, 5.5, 5.456521739130435)"
07-12-2022 19:25:39.026943,"(2.1, 2.58, 2.5747368421052634)","(17.0, 19.0, 18.5)","(20.0, 30.0, 28.344827586206897)","(3.9, 4.5, 4.43953488372093)","(17.0, 21.0, 20.098765432098766)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 30.862745098039216)","(4.2, 5.5, 5.456521739130435)"
07-12-2022 19:25:40.114582,"(2.1, 2.58, 2.577714285714286)","(17.0, 19.0, 18.5)","(20.0, 30.0, 28.344827586206897)","(3.9, 4.5, 4.42962962962963)","(17.0, 21.0, 20.151162790697676)","(21.0, 26.0, 24.71794871794872)","(26.0, 34.0, 30.862745098039216)","(4.2, 5.5, 5.431818181818182)"
07-12-2022 19:25:41.178300,"(2.1, 2.6, 2.5667692307692307)","(17.0, 19.0, 18.32758620689655)","(20.0, 30.0, 28.344827586206897)","(3.9, 4.5, 4.4743589743589745)","(17.0, 21.0, 20.136986301369863)","(21.0, 26.0, 24.484848484848484)","(26.0, 34.0, 30.444444444444443)","(4.2, 5.5, 5.458333333333334)"
07-12-2022 19:25:42.166513,"(2.1, 2.6, 2.5611111111111113)","(17.0, 19.0, 18.26086956521739)","(20.0, 30.0, 28.25)","(3.9, 4.5, 4.4743589743589745)","(17.0, 21.0, 20.073529411764707)","(21.0, 26.0, 24.533333333333335)","(26.0, 34.0, 30.837209302325583)","(4.2, 5.5, 5.453846153846154)"
07-12-2022 19:25:43.207157,"(2.1, 2.6, 2.5812307692307694)","(17.0, 19.0, 18.057692307692307)","(20.0, 30.0, 28.0)","(3.9, 4.5, 4.418181818181819)","(17.0, 21.0, 20.073529411764707)","(21.0, 26.0, 24.533333333333335)","(26.0, 34.0, 31.106382978723403)","(4.2, 5.5, 5.394117647058823)"
07-12-2022 19:25:44.271853,"(2.1, 2.6, 2.5808)","(17.0, 18.5, 18.25)","(20.0, 29.0, 28.77777777777778)","(3.9, 4.6, 4.43448275862069)","(17.0, 21.0, 20.074626865671643)","(21.0, 26.0, 24.516129032258064)","(26.0, 34.0, 30.837209302325583)","(4.2, 5.5, 5.382758620689655)"
07-12-2022 19:25:45.336419,"(2.1, 2.6, 2.5828571428571427)","(17.0, 18.5, 18.25)","(20.0, 29.0, 28.77777777777778)","(3.9, 4.6, 4.424)","(17.0, 21.0, 20.074626865671643)","(21.0, 26.0, 24.516129032258064)","(26.0, 34.0, 32.16216216216216)","(4.2, 5.5, 5.382758620689655)"
07-12-2022 19:25:46.324558,"(2.1, 2.6, 2.5828571428571427)","(17.0, 18.5, 18.053571428571427)","(20.0, 30.0, 28.26923076923077)","(3.9, 4.6, 4.442857142857143)","(17.0, 21.0, 20.074626865671643)","(21.0, 26.0, 24.5)","(26.0, 34.0, 32.16216216216216)","(4.4, 5.5, 5.414285714285715)"
07-12-2022 19:25:47.349930,"(2.1, 2.6, 2.563380281690141)","(17.0, 18.5, 18.055555555555557)","(20.0, 30.0, 28.434782608695652)","(3.9, 4.6, 4.442857142857143)","(17.0, 21.0, 20.060606060606062)","(21.0, 26.0, 24.51851851851852)","(26.0, 34.0, 32.16216216216216)","(4.4, 5.5, 5.476190476190476)"
07-12-2022 19:25:48.611906,"(2.1, 2.6, 2.5811594202898553)","(17.0, 18.0, 17.17241379310345)","(20.0, 30.0, 28.5)","(3.9, 4.6, 4.45)","(17.0, 21.0, 20.074626865671643)","(21.0, 26.0, 24.571428571428573)","(26.0, 34.0, 32.16216216216216)","(4.4, 5.5, 5.444444444444445)"
07-12-2022 19:25:50.013400,"(2.1, 2.6, 2.568395061728395)","(15.0, 18.0, 17.035714285714285)","(21.0, 30.0, 28.95)","(3.9, 4.6, 4.450666666666667)","(17.0, 21.0, 20.074626865671643)","(21.0, 26.0, 24.428571428571427)","(26.0, 34.0, 30.837209302325583)","(4.4, 5.5, 5.427659574468085)"
07-12-2022 19:25:51.135910,"(2.1, 2.6, 2.568395061728395)","(15.0, 18.0, 17.035714285714285)","(21.0, 30.0, 28.95)","(3.9, 4.6, 4.463414634146342)","(17.0, 21.0, 20.073529411764707)","(21.0, 26.0, 24.428571428571427)","(26.0, 34.0, 30.837209302325583)","(4.4, 5.5, 5.4375)"
07-12-2022 19:25:52.498953,"(2.1, 2.58, 2.5700000000000003)","(15.0, 17.5, 16.742424242424242)","(21.0, 30.0, 28.95)","(3.9, 4.6, 4.45)","(17.0, 21.0, 20.063492063492063)","(21.0, 26.0, 24.46153846153846)","(26.0, 34.0, 30.837209302325583)","(4.4, 5.5, 5.408108108108108)"
07-12-2022 19:25:53.623096,"(2.1, 2.6, 2.5933333333333333)","(15.0, 17.5, 16.742424242424242)","(21.0, 30.0, 28.857142857142858)","(3.9, 4.6, 4.524561403508772)","(17.0, 21.0, 20.043478260869566)","(21.0, 26.0, 24.324324324324323)","(26.0, 34.0, 30.837209302325583)","(4.4, 5.5, 5.408108108108108)"
07-12-2022 19:25:54.610647,"(2.1, 2.62, 2.612820512820513)","(15.0, 17.0, 16.833333333333332)","(21.0, 30.0, 28.857142857142858)","(3.9, 4.6, 4.524561403508772)","(17.0, 21.0, 20.032967032967033)","(21.0, 26.0, 24.214285714285715)","(26.0, 34.0, 30.493150684931507)","(4.4, 5.5, 5.466666666666667)"
07-12-2022 19:25:55.934326,"(2.1, 2.62, 2.611898734177215)","(15.0, 17.5, 17.021428571428572)","(21.0, 30.0, 28.285714285714285)","(3.9, 4.6, 4.525925925925926)","(17.0, 21.0, 20.032967032967033)","(21.0, 26.0, 24.6)","(26.0, 34.0, 30.493150684931507)","(4.4, 5.5, 5.466666666666667)"
07-12-2022 19:25:57.019626,"(2.1, 2.62, 2.6178666666666666)","(15.0, 17.5, 17.021428571428572)","(21.0, 30.0, 28.285714285714285)","(3.9, 4.6, 4.526415094339622)","(17.0, 21.0, 20.032967032967033)","(21.0, 25.0, 24.625)","(26.0, 34.0, 28.363636363636363)","(4.4, 5.5, 5.440740740740741)"
07-12-2022 19:25:58.012021,"(2.1, 2.64, 2.625294117647059)","(15.0, 17.5, 17.007575757575758)","(21.0, 30.0, 28.56)","(3.9, 4.6, 4.526415094339622)","(17.0, 21.0, 20.032967032967033)","(21.0, 25.0, 24.625)","(26.0, 32.0, 29.5)","(4.4, 5.5, 5.440740740740741)"
07-12-2022 19:25:59.048030,"(2.1, 2.62, 2.6190588235294117)","(15.0, 17.5, 17.00769230769231)","(21.0, 30.0, 28.56)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 20.043478260869566)","(21.0, 25.0, 24.625)","(26.0, 32.0, 29.272727272727273)","(4.4, 5.5, 5.528)"
07-12-2022 19:26:00.069618,"(2.1, 2.64, 2.628349514563107)","(15.0, 17.5, 17.015151515151516)","(21.0, 30.0, 28.56)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 20.043478260869566)","(21.0, 25.0, 23.5)","(26.0, 32.0, 29.272727272727273)","(4.4, 5.6, 5.446511627906976)"
07-12-2022 19:26:01.179000,"(2.1, 2.62, 2.615068493150685)","(15.0, 18.5, 17.428571428571427)","(21.0, 30.0, 28.125)","(3.9, 4.6, 4.528846153846153)","(17.0, 21.0, 20.052083333333332)","(21.0, 25.0, 23.488888888888887)","(26.0, 32.0, 29.195652173913043)","(4.4, 5.6, 5.510344827586207)"
07-12-2022 19:26:02.211556,"(2.1, 2.64, 2.6193750000000002)","(15.0, 18.5, 17.25)","(21.0, 32.0, 28.125)","(3.9, 4.6, 4.528846153846153)","(17.0, 21.0, 19.663636363636364)","(21.0, 25.0, 23.42105263157895)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.412903225806452)"
07-12-2022 19:26:03.254845,"(2.1, 2.64, 2.606060606060606)","(15.0, 18.5, 17.40909090909091)","(21.0, 32.0, 28.923076923076923)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.663636363636364)","(21.0, 25.0, 23.42105263157895)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.416)"
07-12-2022 19:26:04.409799,"(2.1, 2.64, 2.6145454545454547)","(15.0, 18.5, 17.5625)","(21.0, 32.0, 29.083333333333332)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.663636363636364)","(21.0, 25.0, 23.42105263157895)","(26.0, 32.0, 29.52173913043478)","(4.4, 5.6, 5.414285714285715)"
07-12-2022 19:26:05.459528,"(2.1, 2.64, 2.6112820512820516)","(15.0, 18.0, 17.846938775510203)","(21.0, 32.0, 29.083333333333332)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(21.0, 25.0, 23.369230769230768)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.4375)"
07-12-2022 19:26:06.515306,"(2.1, 2.64, 2.606060606060606)","(15.0, 18.0, 17.61864406779661)","(21.0, 32.0, 29.15)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(21.0, 25.0, 23.369230769230768)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.414285714285715)"
07-12-2022 19:26:07.534673,"(2.1, 2.64, 2.6055555555555556)","(15.0, 18.0, 17.61864406779661)","(21.0, 32.0, 30.12121212121212)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(21.0, 25.0, 23.363636363636363)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.4375)"
07-12-2022 19:26:08.518573,"(2.1, 2.64, 2.611578947368421)","(15.0, 18.0, 17.61864406779661)","(21.0, 32.0, 30.12121212121212)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(20.0, 25.0, 23.352941176470587)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.407407407407407)"
07-12-2022 19:26:10.002903,"(2.1, 2.64, 2.611578947368421)","(15.0, 18.0, 17.61864406779661)","(21.0, 32.0, 30.12121212121212)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(20.0, 25.0, 23.4)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.407407407407407)"
07-12-2022 19:26:11.009129,"(2.1, 2.64, 2.60625)","(15.0, 18.0, 17.61864406779661)","(21.0, 32.0, 30.12121212121212)","(3.9, 4.6, 4.527450980392157)","(17.0, 21.0, 19.652542372881356)","(20.0, 25.0, 23.4)","(26.0, 32.0, 29.466666666666665)","(4.4, 5.6, 5.455555555555556)"
07-12-2022 19:26:12.023734,"(2.1, 2.64, 2.6014285714285714)","(15.0, 17.5, 17.36)","(21.0, 32.0, 30.054794520547944)","(3.9, 4.6, 4.557142857142857)","(17.0, 21.0, 19.670731707317074)","(20.0, 25.0, 23.363636363636363)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.4625)"
07-12-2022 19:26:13.320282,"(2.1, 2.64, 2.6173170731707316)","(15.0, 17.5, 17.941176470588236)","(21.0, 32.0, 29.266666666666666)","(3.9, 4.6, 4.590909090909091)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.866666666666667)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.466666666666667)"
07-12-2022 19:26:14.537503,"(2.1, 2.6, 2.5625065274151435)","(15.0, 18.0, 17.941176470588236)","(21.0, 32.0, 29.266666666666666)","(3.9, 4.6, 4.561764705882353)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.838709677419356)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.5, 5.466666666666667)"
07-12-2022 19:26:15.635055,"(2.1, 2.56, 2.555555555555556)","(15.0, 18.5, 18.333333333333332)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.78787878787879)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.5, 5.46)"
07-12-2022 19:26:16.907434,"(2.1, 2.54, 2.5345454545454547)","(15.0, 18.5, 18.25)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.78787878787879)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.5, 5.4490566037735855)"
07-12-2022 19:26:18.122250,"(2.1, 2.54, 2.53375)","(15.0, 18.5, 18.166666666666668)","(21.0, 32.0, 29.296703296703296)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.78787878787879)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.510526315789473)"
07-12-2022 19:26:19.249299,"(2.1, 2.54, 2.532)","(15.0, 19.0, 18.166666666666668)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.90909090909091)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.510526315789473)"
07-12-2022 19:26:20.312933,"(2.1, 2.54, 2.5294736842105263)","(15.0, 19.0, 18.166666666666668)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.90909090909091)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.513333333333334)"
07-12-2022 19:26:21.379305,"(2.1, 2.52, 2.4873846153846153)","(15.0, 19.0, 18.23076923076923)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.654545454545454)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.857142857142858)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.513333333333334)"
07-12-2022 19:26:22.482269,"(2.1, 2.52, 2.493157894736842)","(15.0, 19.0, 18.272727272727273)","(21.0, 32.0, 29.17241379310345)","(3.9, 4.8, 4.64)","(17.0, 21.0, 20.015384615384615)","(20.0, 25.0, 23.857142857142858)","(26.0, 32.0, 30.05128205128205)","(4.4, 5.6, 5.513333333333334)"
07-12-2022 19:26:23.604367,"(2.1, 2.52, 2.493333333333333)","(15.0, 19.0, 18.272727272727273)","(21.0, 32.0, 29.296703296703296)","(3.9, 4.7, 4.663157894736842)","(17.0, 21.0, 20.1)","(20.0, 25.0, 24.1875)","(26.0, 32.0, 30.057142857142857)","(4.4, 5.6, 5.64)"
07-12-2022 19:26:24.727024,"(2.1, 2.5, 2.48125)","(15.0, 19.5, 18.5625)","(21.0, 32.0, 29.310344827586206)","(3.9, 4.8, 4.68)","(17.0, 21.0, 20.033333333333335)","(20.0, 25.0, 24.11111111111111)","(26.0, 32.0, 30.057142857142857)","(4.4, 5.8, 5.676923076923076)"
07-12-2022 19:26:25.807621,"(2.1, 2.5, 2.4824)","(15.0, 19.0, 18.75)","(21.0, 32.0, 29.310344827586206)","(3.9, 4.8, 4.662857142857143)","(17.0, 21.0, 20.033333333333335)","(20.0, 25.0, 24.11111111111111)","(26.0, 32.0, 30.057142857142857)","(4.4, 5.8, 5.676923076923076)"
07-12-2022 19:26:26.909603,"(2.05, 2.5, 2.483076923076923)","(15.0, 19.0, 18.928571428571427)","(21.0, 32.0, 29.310344827586206)","(3.9, 4.7, 4.616666666666666)","(17.0, 21.0, 20.033333333333335)","(20.0, 25.0, 24.071428571428573)","(26.0, 32.0, 30.057142857142857)","(4.4, 5.8, 5.676923076923076)"
07-12-2022 19:26:27.959642,"(2.05, 2.5, 2.4836363636363634)","(15.0, 19.0, 18.928571428571427)","(21.0, 32.0, 29.310344827586206)","(3.9, 4.7, 4.609999999999999)","(17.0, 21.0, 20.033333333333335)","(20.0, 25.0, 24.071428571428573)","(26.0, 32.0, 30.057142857142857)","(4.4, 5.8, 5.6952380952380945)"
07-12-2022 19:26:29.100040,"(2.05, 2.5, 2.485)","(15.0, 19.0, 18.958333333333332)","(21.0, 32.0, 29.310344827586206)","(3.9, 4.7, 4.63235294117647)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.153846153846153)","(26.0, 32.0, 30.0625)","(4.4, 5.8, 5.7444444444444445)"
07-12-2022 19:26:30.146333,"(2.05, 2.5, 2.433333333333333)","(15.0, 20.0, 19.166666666666668)","(21.0, 32.0, 29.352941176470587)","(3.9, 4.7, 4.6869565217391305)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.153846153846153)","(26.0, 32.0, 31.0)","(4.4, 5.9, 5.74)"
07-12-2022 19:26:31.399584,"(2.05, 2.46, 2.440159151193634)","(15.0, 20.0, 19.885416666666668)","(21.0, 32.0, 29.38372093023256)","(3.9, 4.7, 4.6465116279069765)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.153846153846153)","(26.0, 32.0, 31.09090909090909)","(4.4, 5.9, 5.719047619047619)"
07-12-2022 19:26:32.466853,"(2.05, 2.46, 2.4205194805194803)","(15.0, 21.0, 20.607142857142858)","(21.0, 32.0, 29.38372093023256)","(3.9, 4.7, 4.6465116279069765)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.153846153846153)","(26.0, 34.0, 31.09090909090909)","(4.4, 5.9, 5.7153846153846155)"
07-12-2022 19:26:33.514508,"(2.05, 2.44, 2.4129032258064513)","(15.0, 21.0, 20.857142857142858)","(21.0, 32.0, 29.38372093023256)","(4.0, 4.7, 4.6465116279069765)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.25)","(26.0, 34.0, 32.25)","(4.4, 5.9, 5.747619047619048)"
07-12-2022 19:26:34.598573,"(2.05, 2.44, 2.424)","(15.0, 21.0, 20.857142857142858)","(21.0, 32.0, 29.38372093023256)","(4.0, 4.7, 4.6465116279069765)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.357142857142858)","(26.0, 34.0, 32.270270270270274)","(4.4, 5.9, 5.741095890410959)"
07-12-2022 19:26:36.048265,"(2.05, 2.44, 2.4266666666666667)","(15.0, 21.0, 20.857142857142858)","(21.0, 32.0, 29.38372093023256)","(4.0, 4.7, 4.6465116279069765)","(17.0, 21.0, 20.036363636363635)","(20.0, 25.0, 24.357142857142858)","(26.0, 34.0, 32.303030303030305)","(4.4, 5.9, 5.724242424242425)"
07-12-2022 19:26:37.245374,"(2.05, 2.42, 2.4144444444444444)","(15.0, 21.0, 20.782608695652172)","(21.0, 32.0, 29.38372093023256)","(4.0, 4.7, 4.653846153846154)","(17.0, 21.0, 20.03846153846154)","(20.0, 25.0, 24.52)","(26.0, 34.0, 32.32258064516129)","(4.6, 5.9, 5.730188679245283)"
07-12-2022 19:26:38.386856,"(2.05, 2.44, 2.4)","(15.0, 21.0, 20.94736842105263)","(21.0, 32.0, 29.392857142857142)","(4.0, 4.7, 4.653846153846154)","(17.0, 21.0, 20.03846153846154)","(20.0, 25.0, 24.52)","(26.0, 34.0, 32.32258064516129)","(4.6, 5.9, 5.726923076923077)"
07-12-2022 19:26:39.528062,"(2.05, 2.42, 2.4)","(15.0, 21.0, 20.9)","(21.0, 32.0, 29.666666666666668)","(4.0, 4.9, 4.8164556962025316)","(17.0, 21.0, 20.03846153846154)","(20.0, 25.0, 24.52)","(26.0, 34.0, 32.32258064516129)","(4.6, 5.9, 5.726923076923077)"
07-12-2022 19:26:40.721064,"(2.05, 2.4, 2.362061855670103)","(15.0, 21.0, 20.9)","(21.0, 32.0, 29.666666666666668)","(4.0, 4.9, 4.8164556962025316)","(17.0, 21.0, 20.08695652173913)","(20.0, 25.0, 27.433962264150942)","(26.0, 34.0, 32.588235294117645)","(4.6, 5.9, 5.640000000000001)"
07-12-2022 19:26:41.748396,"(2.05, 2.38, 2.356)","(15.0, 22.0, 20.9)","(21.0, 32.0, 30.44)","(4.0, 5.0, 4.912195121951219)","(17.0, 21.0, 20.4)","(20.0, 28.0, 26.823529411764707)","(26.0, 34.0, 33.411764705882355)","(4.6, 5.7, 5.569999999999999)"
07-12-2022 19:26:42.778797,"(2.05, 2.38, 2.3314893617021277)","(15.0, 22.0, 20.9)","(21.0, 32.0, 30.565217391304348)","(4.0, 5.0, 4.9375)","(17.0, 22.0, 22.153846153846153)","(20.0, 28.0, 27.4)","(26.0, 34.0, 34.666666666666664)","(4.6, 5.6, 5.524242424242424)"
07-12-2022 19:26:43.889789,"(2.05, 2.3, 2.2967932489451477)","(15.0, 22.0, 20.818181818181817)","(21.0, 32.0, 32.529411764705884)","(4.0, 5.0, 4.93125)","(17.0, 24.0, 22.333333333333332)","(20.0, 28.0, 27.833333333333332)","(26.0, 36.0, 34.18181818181818)","(4.6, 5.7, 5.527586206896552)"
07-12-2022 19:26:44.947590,"(2.05, 2.34, 2.303265306122449)","(15.0, 21.0, 20.88888888888889)","(21.0, 34.0, 31.333333333333332)","(4.0, 5.0, 4.941666666666666)","(17.0, 23.0, 22.333333333333332)","(20.0, 28.0, 28.36842105263158)","(26.0, 36.0, 34.18181818181818)","(4.6, 5.7, 5.622222222222222)"
07-12-2022 19:26:46.065746,"(2.05, 2.34, 2.2923636363636364)","(15.0, 21.0, 20.88888888888889)","(21.0, 34.0, 32.666666666666664)","(4.0, 5.0, 4.933333333333334)","(17.0, 23.0, 22.333333333333332)","(20.0, 29.0, 28.36842105263158)","(26.0, 36.0, 34.18181818181818)","(4.6, 5.7, 5.622222222222222)"
07-12-2022 19:26:47.370727,"(2.05, 2.32, 2.297222222222222)","(15.0, 21.0, 20.94736842105263)","(21.0, 34.0, 32.5)","(4.0, 5.0, 5.0344827586206895)","(17.0, 23.0, 22.666666666666668)","(20.0, 29.0, 28.647058823529413)","(26.0, 36.0, 34.4)","(4.6, 5.7, 5.306923076923077)"
07-12-2022 19:26:48.484193,"(2.0, 2.32, 2.2878431372549017)","(15.0, 22.0, 20.94736842105263)","(21.0, 36.0, 32.36363636363637)","(4.0, 5.2, 5.011764705882353)","(17.0, 24.0, 22.666666666666668)","(20.0, 29.0, 28.8125)","(26.0, 36.0, 34.4)","(4.6, 5.4, 5.290697674418604)"
07-12-2022 19:26:49.546004,"(2.0, 2.3, 2.2993548387096774)","(15.0, 22.0, 20.94736842105263)","(21.0, 36.0, 32.25)","(4.0, 5.1, 5.055)","(17.0, 24.0, 22.333333333333332)","(20.0, 29.0, 28.77777777777778)","(26.0, 36.0, 35.09090909090909)","(4.6, 5.3, 5.4781818181818185)"
07-12-2022 19:26:50.664389,"(2.0, 2.34, 2.300909090909091)","(15.0, 22.0, 20.94736842105263)","(21.0, 36.0, 32.25)","(4.0, 5.1, 5.071428571428571)","(17.0, 24.0, 22.75)","(20.0, 29.0, 28.833333333333332)","(26.0, 36.0, 35.09090909090909)","(4.6, 5.5, 5.42608695652174)"
07-12-2022 19:26:51.773652,"(2.0, 2.32, 2.296140350877193)","(15.0, 22.0, 20.94736842105263)","(21.0, 36.0, 32.25)","(4.0, 5.1, 5.071428571428571)","(17.0, 23.0, 23.6)","(20.0, 29.0, 28.833333333333332)","(26.0, 36.0, 35.36)","(4.6, 5.5, 5.4)"
07-12-2022 19:26:53.114252,"(2.0, 2.3, 2.2777272727272724)","(15.0, 22.0, 20.94736842105263)","(21.0, 36.0, 33.77777777777778)","(4.0, 5.1, 5.094117647058823)","(17.0, 24.0, 23.6)","(20.0, 29.0, 28.846153846153847)","(26.0, 36.0, 35.46666666666667)","(4.6, 5.4, 5.372222222222223)"
